,Concept_ID,sl,lv
193,Hitze::N,pripéka,гожӧд
194,Hitze::N,pripéka,karstums
195,Raureif::N,ívje,пуж
196,Raureif::N,ívje,гыӧр
197,Raureif::N,ívje,sarma
198,Raureif::N,slána,пуж
199,Raureif::N,slána,гыӧр
200,Raureif::N,slána,sarma
201,Regenbogen::N,mávrica,ӧшкамӧшка
202,Regenbogen::N,mávrica,varavīksne
203,Donner::N,gròm,гым
204,Donner::N,gròm,pērkons
205,Strömung::N,strúja,ва ныр
206,Strömung::N,strúja,визувтӧм
207,Strömung::N,strúja,straume
208,Strömung::N,strúja,strāvojums
209,Tropfen::N,káplja,войт
210,Tropfen::N,káplja,lāse
211,Schaum::N,péna,быг
212,Schaum::N,péna,быгзьӧм
213,Schaum::N,péna,putas
214,Schmutz::N,nesnága,няйт
215,Schmutz::N,nesnága,dubļi
216,See::N,jézero,ты
217,See::N,jézero,ezers
218,Sumpf::N,močvírje,гыбад
219,Sumpf::N,močvírje,кад
220,Sumpf::N,močvírje,dumbrājs
221,Sumpf::N,močvírje,staignājs
222,Moor::N,bárje,нюр
223,Moor::N,bárje,purvs
224,Moor::N,bárje,muklājs
225,Wiese::N,trávnik,видз
226,Wiese::N,trávnik,pļava
227,Wald::N,lés,вӧр
228,Wald::N,lés,mežs
229,Wald::N,gòzd,вӧр
230,Wald::N,gòzd,mežs
231,Hügel::N,brég,дзиб
232,Hügel::N,brég,мыльк
233,Hügel::N,brég,нӧрыс
234,Hügel::N,brég,paugurs
235,Hügel::N,goríca,дзиб
236,Hügel::N,goríca,мыльк
237,Hügel::N,goríca,нӧрыс
238,Hügel::N,goríca,paugurs
239,Anhöhe::N,gríč,мыльк
240,Anhöhe::N,gríč,нӧрыс
241,Anhöhe::N,gríč,paugurs
242,Anhöhe::N,višína,мыльк
243,Anhöhe::N,višína,нӧрыс
244,Anhöhe::N,višína,paugurs
245,Berg::N,gôra,чой
246,Berg::N,gôra,керӧс
247,Berg::N,gôra,kalns
248,Berg::N,planína,чой
249,Berg::N,planína,керӧс
250,Berg::N,planína,kalns
251,Gipfel::N,vŕh,чук
252,Gipfel::N,vŕh,virsotne
253,Höhle::N,jáma,рудӧг
254,Höhle::N,jáma,ala
255,Höhle::N,votlína,рудӧг
256,Höhle::N,votlína,ala
257,Abhang::N,pobóčje,ньывк
258,Abhang::N,pobóčje,бокша
259,Abhang::N,pobóčje,nogāze
260,Quelle::N,izvír,ӧшмӧс
261,Quelle::N,izvír,avots
262,Bach::N,pôtok,шор
263,Bach::N,pôtok,urga
264,Bach::N,pôtok,strauts
265,Fluss::N,réka,ю
266,Fluss::N,réka,upe
267,Ufer::N,brég,вадор
268,Ufer::N,brég,krasts
269,Küste::N,obála,вадор
270,Küste::N,obála,piekraste
271,Küste::N,obréžje,вадор
272,Küste::N,obréžje,piekraste
273,Festland::N,celína,му
274,Festland::N,celína,sauszeme
275,Festland::N,kopnína,му
276,Festland::N,kopnína,sauszeme
277,Meer::N,mórje,саридз
278,Meer::N,mórje,jūra
279,Bucht::N,zalív,куръя
280,Bucht::N,zalív,līcis
281,Insel::N,ôtok,ді
282,Insel::N,ôtok,sala
283,Blume::N,cvetlíca,дзоридз
284,Blume::N,cvetlíca,puķe
285,Blume::N,cvetlíca,zieds
286,Gras::N,tráva,турун
287,Gras::N,tráva,zāle
288,Wurzel::N,korenína,вуж
289,Wurzel::N,korenína,sakne
290,Baum::N,drevó,пу
291,Baum::N,drevó,koks
292,Stamm::N,dêblo,пучер
293,Stamm::N,dêblo,stumbrs
294,Rinde::N,lúbje,кырсь
295,Rinde::N,lúbje,miza
296,Rinde::N,skórja,кырсь
297,Rinde::N,skórja,miza
298,Ast::N,véja,ув
299,Ast::N,véja,zars
300,Zweig::N,véja,вож
301,Zweig::N,véja,nozare
302,Blatt::N,líst,кор
303,Blatt::N,líst,lapa
304,Birke::N,bréza,кыдз
305,Birke::N,bréza,bērzs
306,Kiefer[Baum]::N,bòr,пожӧм
307,Kiefer[Baum]::N,bòr,priede
308,Weide[Baum]::N,vŕba,бадь
309,Weide[Baum]::N,vŕba,kārkls
310,Tanne::N,hója,коз
311,Tanne::N,hója,egle
312,Horn::N,róg,сюр
313,Horn::N,róg,rags
314,Feder::N,peró,гӧн
315,Feder::N,peró,тывборд
316,Feder::N,peró,spalva
317,Fell::N,kŕzno,ку
318,Fell::N,kŕzno,āda
319,Flügel::N,krílo,борд
320,Flügel::N,krílo,spārns
321,Klaue::N,párkelj,гыж
322,Klaue::N,párkelj,nags
323,Kralle::N,krémpelj,гыж
324,Kralle::N,krémpelj,nags
325,Schwanz::N,rèp,бӧж
326,Schwanz::N,rèp,ļipa
327,Ei::N,jájce,кольк
328,Ei::N,jájce,ola
329,Nest::N,gnézdo,поз
330,Nest::N,gnézdo,ligzda
331,Bau::N,brlòg,горс
332,Bau::N,brlòg,пырмӧс
333,Bau::N,brlòg,гу
334,Bau::N,brlòg,ala
335,Tier::N,živál,пемӧс
336,Tier::N,živál,dzīvnieks
337,Herde::N,čréda,стада
338,Herde::N,čréda,кельӧб
339,Herde::N,čréda,ganāmpulks
340,Kuh::N,kráva,мӧс
341,Kuh::N,kráva,govs
342,Bulle::N,bìk,ӧш
343,Bulle::N,bìk,bullis
344,Pferd::N,kònj,вӧв
345,Pferd::N,kònj,zirgs
346,Schaf::N,ôvca,ыж
347,Schaf::N,ôvca,aita
348,Schwein::N,svínja,порсь
349,Schwein::N,svínja,cūka
350,Hund::N,pès,пон
351,Hund::N,pès,suns
352,Katze::N,máčka,кань
353,Katze::N,máčka,kaķis
354,Bär::N,mêdved,ош
355,Bär::N,mêdved,lācis
356,Eichhörnchen::N,véverica,ур
357,Eichhörnchen::N,véverica,vāvere
358,Elch::N,lós,йӧра
359,Elch::N,lós,alnis
360,Fuchs::N,lisíca,руч
361,Fuchs::N,lisíca,lapsa
362,Hase::N,zájec,кӧч
363,Hase::N,zájec,zaķis
364,Maus::N,mìš,шыр
365,Maus::N,mìš,pele
366,Wolf::N,vólk,кӧин
367,Wolf::N,vólk,vilks
368,Vogel::N,ptìč,кай
369,Vogel::N,ptìč,лэбач
370,Vogel::N,ptìč,putns
371,Vogel::N,ptíca,кай
372,Vogel::N,ptíca,лэбач
373,Vogel::N,ptíca,putns
374,Schwarm::N,játa,чукӧр
375,Schwarm::N,játa,spiets
376,Huhn::N,kokóš,курӧг
377,Huhn::N,kokóš,vista
378,Hahn::N,petêlin,петук
379,Hahn::N,petêlin,gailis
380,Gans::N,gós,дзодзӧг
381,Gans::N,gós,zoss
382,Adler::N,ôrel,кутш
383,Adler::N,ôrel,ērglis
384,Ente::N,ráca,утка
385,Ente::N,ráca,pīle
386,Eule::N,sôva,сюзь
387,Eule::N,sôva,pūce
388,Kranich::N,žerjàv,тури
389,Kranich::N,žerjàv,dzērve
390,Krähe::N,vrána,рака
391,Krähe::N,vrána,vārna
392,Kuckuck::N,kúkavica,кӧк
393,Kuckuck::N,kúkavica,dzeguze
394,Schwan::N,labód,юсь
395,Schwan::N,labód,gulbis
396,Fisch::N,ríba,чери
397,Fisch::N,ríba,zivs
398,Barsch::N,ostríž,ёкыш
399,Barsch::N,ostríž,asaris
400,Hecht::N,ščúka,сир
401,Hecht::N,ščúka,līdaka
402,Schlange[Tier]::N,káča,кый
403,Schlange[Tier]::N,káča,čūska
404,Wurm::N,čr̀v,номыр
405,Wurm::N,čr̀v,tārps
406,Wurm::N,glísta,номыр
407,Wurm::N,glísta,tārps
408,Spinne::N,pájek,черань
409,Spinne::N,pájek,zirneklis
410,Ameise::N,mrávlja,кодзувкот
411,Ameise::N,mrávlja,skudra
412,Laus::N,úš,той
413,Laus::N,úš,uts
414,Mücke::N,komár,ном
415,Mücke::N,komár,ods
416,Fliege::N,múha,гут
417,Fliege::N,múha,muša
418,Schmetterling::N,metúlj,бобув
419,Schmetterling::N,metúlj,tauriņš
420,Beere::N,jágoda,тусь
421,Beere::N,jágoda,вотӧс
422,Beere::N,jágoda,oga
423,Apfel::N,jábolko,яблӧг
424,Apfel::N,jábolko,ābols
425,Pilz::N,góba,тшак
426,Pilz::N,góba,sēne
427,Zwiebel::N,čebúla,луккок
428,Zwiebel::N,čebúla,йӧнгыль
429,Zwiebel::N,čebúla,sīpols
430,Saat::N,séme,тусь
431,Saat::N,séme,кӧйдыс
432,Saat::N,séme,sēkla
433,Korn::N,zŕno,тусь
434,Korn::N,zŕno,grauds
435,Heu::N,senó,турун
436,Heu::N,senó,siens
437,Schale::N,lupína,кор
438,Schale::N,lupína,čaula
439,Schale::N,lupína,čaumala
440,Grube::N,jáma,гу
441,Grube::N,jáma,bedre
442,Falle::N,pást,лэч
443,Falle::N,pást,slazds
444,Falle::N,pást,lamatas
445,Schlinge::N,zánka,лэч
446,Schlinge::N,zánka,cilpa
447,Schlinge::N,pêtlja,лэч
448,Schlinge::N,pêtlja,cilpa
449,Spur::N,sléd,туй
450,Spur::N,sléd,pēda
451,Asche::N,pepél,пӧм
452,Asche::N,pepél,pelni
453,Dreck::N,bláto,няйт
454,Dreck::N,bláto,dubļi
455,Eisen::N,želézo,кӧрт
456,Eisen::N,želézo,dzelzs
457,Gold::N,zlató,зарни
458,Gold::N,zlató,zelts
459,Silber::N,srebró,эзысь
460,Silber::N,srebró,sudrabs
461,Kohle::N,ógel,шом
462,Kohle::N,ógel,ogle
463,Glas::N,stêklo,стеклӧ
464,Glas::N,stêklo,stikls
465,Lehm::N,ílo,сёй
466,Lehm::N,ílo,māls
467,Sand::N,pések,лыа
468,Sand::N,pések,smiltis
469,Mensch::N,člôvek,морт
470,Mensch::N,člôvek,cilvēks
471,Mann::N,móž,аймӧрт
472,Mann::N,móž,мужичӧй
473,Mann::N,móž,vīrietis
474,Mann::N,môški,аймӧрт
475,Mann::N,môški,мужичӧй
476,Mann::N,môški,vīrietis
477,Frau::N,gospá,ань
478,Frau::N,gospá,нывбаба
479,Frau::N,gospá,sieviete
480,Frau::N,žénska,ань
481,Frau::N,žénska,нывбаба
482,Frau::N,žénska,sieviete
483,Kind::N,déte,кага
484,Kind::N,déte,bērns
485,Kind::N,otròk,кага
486,Kind::N,otròk,bērns
487,Junge::N,fànt,пи
488,Junge::N,fànt,zēns
489,Junge::N,fànt,puika
490,Junge::N,fànt,puisis
491,Junge::N,déček,пи
492,Junge::N,déček,zēns
493,Junge::N,déček,puika
494,Junge::N,déček,puisis
495,Mädchen::N,deklè,ныв
496,Mädchen::N,deklè,meiča
497,Mädchen::N,deklè,skuķis
498,Mädchen::N,deklè,meitene
499,Mädchen::N,déklica,ныв
500,Mädchen::N,déklica,meiča
501,Mädchen::N,déklica,skuķis
502,Mädchen::N,déklica,meitene
503,Familie::N,družína,семья
504,Familie::N,družína,ģimene
505,Großvater::N,dèd,пӧль
506,Großvater::N,dèd,vecaistēvs
507,Großvater::N,dédek,пӧль
508,Großvater::N,dédek,vecaistēvs
509,Großmutter::N,bábica,баб
510,Großmutter::N,bábica,vecāmāte
511,Eltern::N,stárši,ай-мам
512,Eltern::N,stárši,бать-мам
513,Eltern::N,stárši,vecāki
514,Vater::N,ôče,бать
515,Vater::N,ôče,ай
516,Vater::N,ôče,tēvs
517,Mutter::N,máma,мам
518,Mutter::N,máma,māte
519,Sohn::N,sín,пи
520,Sohn::N,sín,dēls
521,Tochter::N,hčí,ныв
522,Tochter::N,hčí,meita
523,Tochter::N,hčérka,ныв
524,Tochter::N,hčérka,meita
525,Bruder::N,bràt,вок
526,Bruder::N,bràt,brālis
527,Schwester::N,sêstra,чой
528,Schwester::N,sêstra,māsa
529,Onkel::N,újec,дядь
530,Onkel::N,újec,tēvocis
531,Onkel::N,stríc,дядь
532,Onkel::N,stríc,tēvocis
533,Tante::N,têta,тьӧт
534,Tante::N,têta,tante
535,Tante::N,strína,тьӧт
536,Tante::N,strína,tante
537,Ehemann::N,móž,верӧс
538,Ehemann::N,móž,vīrs
539,Ehemann::N,sopróg,верӧс
540,Ehemann::N,sopróg,vīrs
541,Ehefrau::N,žêna,гӧтыр
542,Ehefrau::N,žêna,sieva
543,Ehefrau::N,sopróga,гӧтыр
544,Ehefrau::N,sopróga,sieva
545,Freude::N,rádost,радлун
546,Freude::N,rádost,prieks
547,Freude::N,vesêlje,радлун
548,Freude::N,vesêlje,prieks
549,Gelächter::N,sméh,серам
550,Gelächter::N,sméh,smiekli
551,Gelächter::N,grohòt,серам
552,Gelächter::N,grohòt,smiekli
553,Glück::N,sréča,шуд
554,Glück::N,sréča,laime
555,Kummer::N,gorjé,шог
556,Kummer::N,gorjé,bēdas
557,Kummer::N,gorjé,raizes
558,Wunsch::N,žêlja,кӧсйӧм
559,Wunsch::N,žêlja,vēlme
560,Wunsch::N,žêlja,vēlējums
561,Lust::N,poželênje,кыскӧм
562,Lust::N,poželênje,радейтӧм
563,Lust::N,poželênje,kāre
564,Geist::N,dúša,лов
565,Geist::N,dúša,gars
566,Gedanke::N,mísel,мӧвп
567,Gedanke::N,mísel,doma
568,Gedächtnis::N,pámet,паметь
569,Gedächtnis::N,pámet,atmiņa
570,Sinn::N,pomèn,мог
571,Sinn::N,pomèn,вежӧртас
572,Sinn::N,pomèn,nozīme
573,Sinn::N,smísel,мог
574,Sinn::N,smísel,вежӧртас
575,Sinn::N,smísel,nozīme
576,Grund::N,vzròk,помка
577,Grund::N,vzròk,pamats
578,Grund::N,vzròk,iemesls
579,Wahrheit::N,resníca,збыль
580,Wahrheit::N,resníca,збыльтор
581,Wahrheit::N,resníca,taisnība
582,Wahrheit::N,resníca,patiesība
583,Gespräch::N,pogóvor,сёрни
584,Gespräch::N,pogóvor,saruna
585,Märchen::N,právljica,мойд
586,Märchen::N,právljica,pasaka
587,Erzählung::N,povést,висьт
588,Erzählung::N,povést,stāsts
589,Erzählung::N,povést,nostāsts
590,Nachricht::N,sporočílo,юӧртӧм
591,Nachricht::N,sporočílo,ziņa
592,Neuigkeit::N,novóst,выльтор
593,Neuigkeit::N,novóst,jaunums
594,Name::N,imé,ним
595,Name::N,imé,vārds
596,Rätsel::N,ugánka,нӧдкыв
597,Rätsel::N,ugánka,mīkla
598,Rede::N,góvor,сёрни
599,Rede::N,góvor,runa
600,Sprache::N,jêzik,кыв
601,Sprache::N,jêzik,valoda
602,Stimme::N,glás,гӧлӧс
603,Stimme::N,glás,вом шы
604,Stimme::N,glás,balss
605,Wort::N,beséda,кыв
606,Wort::N,beséda,vārds
607,Zeichen::N,znák,пас
608,Zeichen::N,znák,zīme
609,Ruf::N,klíc,чукӧстчӧм
610,Ruf::N,klíc,корӧм
611,Ruf::N,klíc,sauciens
612,Lärm::N,hrúp,шы
613,Lärm::N,hrúp,зык
614,Lärm::N,hrúp,зычитӧм
615,Lärm::N,hrúp,troksnis
616,Lärm::N,trúšč,шы
617,Lärm::N,trúšč,зык
618,Lärm::N,trúšč,зычитӧм
619,Lärm::N,trúšč,troksnis
620,Laut::N,glás,шы
621,Laut::N,glás,skaņa
622,Ton::N,tón,шы
623,Ton::N,tón,tonis
624,Lied::N,pésem,сьылан
625,Lied::N,pésem,сьыланкыв
626,Lied::N,pésem,dziesma
627,Ruhe::N,pokòj,чӧв
628,Ruhe::N,pokòj,miers
629,Leute::N,ljudjé,йӧз
630,Leute::N,ljudjé,войтыр
631,Leute::N,ljudjé,ļaudis
632,Leute::N,ljudjé,cilvēki
633,Volk::N,národ,йӧз
634,Volk::N,národ,войтыр
635,Volk::N,národ,tauta
636,Arbeit::N,délo,удж
637,Arbeit::N,délo,darbs
638,Gast::N,gòst,гӧсть
639,Gast::N,gòst,viešņa
640,Gast::N,gòst,ciemiņš
641,Geschenk::N,darílo,козин
642,Geschenk::N,darílo,dāvana
643,Spiel::N,ígra,ворсан
644,Spiel::N,ígra,rotaļa
645,Gesellschaft::N,drúžba,котыр
646,Gesellschaft::N,drúžba,biedrība
647,Gesellschaft::N,drúžba,kompānija
648,Hilfe::N,pomóč,отсӧг
649,Hilfe::N,pomóč,palīdzība
650,Freund::N,prijátelj,ёрт
651,Freund::N,prijátelj,draugs
652,Kamerad::N,továriš,ёрт
653,Kamerad::N,továriš,biedrs
654,Angelegenheit::N,zadéva,мог
655,Angelegenheit::N,zadéva,делӧ
656,Angelegenheit::N,zadéva,darīšana
657,Anzahl::N,števílo,лыд
658,Anzahl::N,števílo,тшӧт
659,Anzahl::N,števílo,skaits
660,Anzahl::N,števílo,daudzums
661,Art::N,vŕsta,сикас
662,Art::N,vŕsta,suga
663,Art::N,vŕsta,šķira
664,Stück::N,kós,тор
665,Stück::N,kós,gabals
666,Teil::N,dél,юкӧн
667,Teil::N,dél,daļa
668,Hälfte::N,polovíca,пӧв
669,Hälfte::N,polovíca,джын
670,Hälfte::N,polovíca,puse
671,Kreis::N,króg,кытш
672,Kreis::N,króg,aplis
673,Kreis::N,króg,riņķis
674,Kreis::N,kolobár,кытш
675,Kreis::N,kolobár,aplis
676,Kreis::N,kolobár,riņķis
677,Kreuz::N,kríž,перна
678,Kreuz::N,kríž,крест
679,Kreuz::N,kríž,krusts
680,Linie::N,próga,визь
681,Linie::N,próga,līnija
682,Strich::N,čŕta,визь
683,Strich::N,čŕta,svītra
684,Abstand::N,preslédek,кост
685,Abstand::N,preslédek,коласт
686,Abstand::N,preslédek,atstarpe
687,Entfernung::N,oddáljenost,ылна
688,Entfernung::N,oddáljenost,attālums
689,Entfernung::N,oddáljenost,atstatums
690,Gegend::N,kràj,му-ва
691,Gegend::N,kràj,apvidus
692,Gegend::N,kràj,apgabals
693,Gegend::N,dežêla,му-ва
694,Gegend::N,dežêla,apvidus
695,Gegend::N,dežêla,apgabals
696,Platz::N,prôstor,ылдӧс
697,Platz::N,prôstor,йир
698,Platz::N,prôstor,гӧгӧртас
699,Platz::N,prôstor,vieta
700,Ort::N,mésto,ин
701,Ort::N,mésto,места
702,Ort::N,mésto,vieta
703,Seite::N,bòk,бок
704,Seite::N,bòk,ӧтарладор
705,Seite::N,bòk,sāns
706,Seite::N,strán,бок
707,Seite::N,strán,ӧтарладор
708,Seite::N,strán,sāns
709,Mitte::N,sredína,шӧр
710,Mitte::N,sredína,vidus
711,Gegenstand::N,prédmet,кӧлуй
712,Gegenstand::N,prédmet,priekšmets
713,Sache::N,réč,добра
714,Sache::N,réč,lieta
715,Sache::N,stvár,добра
716,Sache::N,stvár,lieta
717,Rand::N,kràj,дор
718,Rand::N,kràj,mala
719,Rand::N,kràj,apmale
720,Kante::N,rób,дор
721,Kante::N,rób,šķautne
722,Ecke::N,vogál,пельӧс
723,Ecke::N,vogál,kakts
724,Ecke::N,vogál,stūris
725,Spitze::N,óst,йыв
726,Spitze::N,óst,smaile
727,Spitze::N,óst,galotne
728,Ende::N,kônec,пом
729,Ende::N,kônec,gals
730,Ende::N,kônec,uzgalis
731,Loch::N,lúknja,розь
732,Loch::N,lúknja,caurums
733,Winkel::N,kót,пельӧс
734,Winkel::N,kót,leņķis
735,Muster::N,vzórec,сер
736,Muster::N,vzórec,piemērs
737,Größe::N,veličína,ыджда
738,Größe::N,veličína,lielums
739,Länge::N,dolžína,кузьта
740,Länge::N,dolžína,garums
741,Höhe::N,vršína,джуджда
742,Höhe::N,vršína,augstums
743,Gewicht::N,téža,сьӧкта
744,Gewicht::N,téža,сьӧкталун
745,Gewicht::N,téža,svars
746,Gewicht::N,téža,smagums
747,Menge::N,količína,лун
748,Menge::N,količína,числӧ
749,Menge::N,količína,masa
750,Menge::N,količína,daudzums
751,Haufen::N,kùp,чукӧр
752,Haufen::N,kùp,čupa
753,Haufen::N,kùp,grēda
754,Haufen::N,kùp,kaudze
755,Haufen::N,kopíca,чукӧр
756,Haufen::N,kopíca,čupa
757,Haufen::N,kopíca,grēda
758,Haufen::N,kopíca,kaudze
759,Reihe::N,níz,рад
760,Reihe::N,níz,rinda
761,Reihe::N,níz,virkne
762,Reihe::N,vŕsta,рад
763,Reihe::N,vŕsta,rinda
764,Reihe::N,vŕsta,virkne
765,Boot::N,čóln,пыж
766,Boot::N,čóln,laiva
767,Ruder::N,vêslo,пелыс
768,Ruder::N,vêslo,ӧпаснӧй
769,Ruder::N,vêslo,airis
770,Ruder::N,vêslo,irklis
771,Schlitten::N,saní,дадь
772,Schlitten::N,saní,ragavas
773,Ski::N,smučí,лызь
774,Ski::N,smučí,slēpe
775,Lagerfeuer::N,táborni ôgenj,бипур
776,Lagerfeuer::N,táborni ôgenj,ugunskurs
777,Last::N,tôvor,сьӧкыдтор
778,Last::N,tôvor,krava
779,Gang::N,hòd,мунӧм
780,Gang::N,hòd,ветлӧм
781,Gang::N,hòd,eja
782,Gang::N,hòd,gājums
783,Schritt::N,korák,воськов
784,Schritt::N,korák,воськовтӧм
785,Schritt::N,korák,solis
786,Norden::N,séver,войвыв
787,Norden::N,séver,ziemeļi
788,Süden::N,júg,лунвыв
789,Süden::N,júg,dienvidi
790,Westen::N,zapàd,рытыв
791,Westen::N,zapàd,rietumi
792,Osten::N,vzhòd,асыв
