,Concept_ID,ml,ps
1159,fegen::V,അടിച്ചുവാരുക,جارو کول
1160,kehren::V,അടിച്ചുവാരുക,جارو کول
1161,baden::V,നീന്തിത്തുടിക്കുക,لمبېدل
1162,sich waschen::V,കഴുകുക,ځان مينځل
1163,ausziehen::V,ഇഴുക്കുക,کښل
1164,ausziehen::V,ഇഴുക്കുക,ایستل
1165,anziehen::V,ഉടുക്കുക,اغوستل
1166,sich anziehen::V,ധരിച്ച നേടുകയുക,کالی اغوستل
1167,kämmen::V,മുടിചീകുക,ګمنځول
1168,schmücken::V,അലങ്കരിക്കുക,ښکلی کول
1169,sagen::V,പറയുക,وېل
1170,sprechen::V,സംസാരിക്കുക,وېل
1171,sprechen::V,സംസാരിക്കുക,غږېدل
1172,reden::V,സംസാരിക്കുക,ګړېدل
1173,reden::V,സംസാരിക്കുക,خبرې کول
1174,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,خبری کول
1175,fragen::V,ചോദിക്കുക,پوښتنه کول
1176,bitten::V,അപേക്ഷിക്കുക,غوښتل
1177,erzählen::V,പറയുക,کيسه کول
1178,erzählen::V,പറയുക,حکايت کول
1179,mitteilen::V,അറിയിക്കുക,خبرول
1180,mitteilen::V,അറിയിക്കുക,خبر ورکول
1181,nennen::V,പേരിടുക,نوم ايښودل
1182,rufen::V,വിളിക്കുക,بلل
1183,prahlen::V,പൊങ്ങച്ചം പറയുക,لاپې وهل
1184,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ژباړل
1185,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ترجمه کول
1186,denken::V,ചിന്തിക്കുക,فکر کول
1187,glauben::V,വിശ്വസിക്കുക,باور کول
1188,bemerken::V,ശ്രദ്ധിക്കുക,لیدل
1189,erkennen::V,തിരിചറിയുക,پېژندل
1190,begreifen::V,കൈപ്പിടിയിലാക്കുക,رسېدل
1191,begreifen::V,കൈപ്പിടിയിലാക്കുക,پوهېدل
1192,verstehen::V,മനസ്സിലാക്കുക,پوهېدل
1193,lernen::V,പഠിക്കുക,زده کول
1194,lernen::V,പഠിക്കുക,درس لوستل
1195,wissen::V,അറിയുക,پوهېدل
1196,sich erinnern an::V,ഓർമിക്കുക,یادول
1197,sich erinnern an::V,ഓർമിക്കുക,په یاد راوړل
1198,vergessen::V,മറക്കുക,هېرول
1199,messen::V,അളക്കുക,اندازه کول
1200,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,شمارل
1201,rechnen::V,ഗണിക്കുക,حسابول
1202,lesen::V,വായിക്കുക,لوستل
1203,malen::V,ചിത്രം വരയ്ക്കുക,رسمول
1204,zeichnen::V,വരയ്ക്കുക,رسمول
1205,schreiben::V,എഴുതുക,لیکل
1206,besitzen::V,സ്വന്തമാക്കുക,لرل
1207,kaufen::V,വാങ്ങുക,رانیول
1208,verkaufen::V,വിൽക്കുക,خرڅول
1209,bezahlen::V,പരിഹാരം ചെയ്യുക,تأدیه کول
1210,zahlen::V,പണം അടയ്ക്കുക,کسات اخيستل
1211,beherrschen::V,ഭരിക്കുക,تسلط لرل
1212,ertragen::V,താങ്ങുക,زغمل
