,Concept_ID,no,se
99,Kiefer[Anatomie]::N,kjeve,вуаллнешш
100,Kehle::N,strupe,gealoe
101,Kehle::N,strupe,tjåttå
102,Kehle::N,strupe,njiello
103,Kehle::N,strupe,čotta
104,Kehle::N,strupe,čuudâ
105,Kehle::N,strupe,čoodd
106,Kehle::N,strupe,чонт
107,Kehle::N,strupe,кэ̄ҏс
108,Hals::N,hals,tjeapohke
109,Hals::N,hals,tjiebet
110,Hals::N,hals,čeabet
111,Hals::N,hals,čiäppát
112,Hals::N,hals,čeäppat
113,Hals::N,hals,ча̄пэх
114,Genick::N,nakke,tjovrese
115,Genick::N,nakke,nisske
116,Genick::N,nakke,niehkki
117,Genick::N,nakke,niski
118,Genick::N,nakke,niek'ki
119,Genick::N,nakke,nji´šǩǩmaadd
120,Genick::N,nakke,нышшькмоант
121,Kopf::N,hode,åejjie
122,Kopf::N,hode,oajvve
123,Kopf::N,hode,oaivi
124,Kopf::N,hode,uái'vi
125,Kopf::N,hode,vuei´vv
126,Kopf::N,hode,вуэййв
127,Rücken::N,rygg,rudtje
128,Rücken::N,rygg,hárddo
129,Rücken::N,rygg,tjavelk
130,Rücken::N,rygg,sealgi
131,Rücken::N,rygg,selgi
132,Rücken::N,rygg,čielgi
133,Rücken::N,rygg,seä´lǧǧ
134,Rücken::N,rygg,се̄лльк
135,Bauch::N,buk,tjåejjie
136,Bauch::N,buk,tjoajvve
137,Bauch::N,buk,čoavji
138,Bauch::N,buk,čuáv'ji
139,Bauch::N,buk,čåu´jj
140,Bauch::N,buk,чо̄ввьй
141,Bauch::N,mage,tjåejjie
142,Bauch::N,mage,tjoajvve
143,Bauch::N,mage,čoavji
144,Bauch::N,mage,čuáv'ji
145,Bauch::N,mage,čåu´jj
146,Bauch::N,mage,чо̄ввьй
147,Nabel::N,navle,naepie
148,Nabel::N,navle,náhpe
149,Nabel::N,navle,náhpi
150,Nabel::N,navle,nääpi
151,Nabel::N,navle,nää´pp
152,Nabel::N,navle,на̄бпь
153,Busen::N,barm,boenge
154,Busen::N,barm,bållå
155,Busen::N,barm,čižži
156,Busen::N,barm,njamma
157,Busen::N,barm,njižže
158,Busen::N,barm,nje´ǯǯ
159,Busen::N,barm,раннҍт
160,Brust::N,bryst,mïelke
161,Brust::N,bryst,radde
162,Brust::N,bryst,mielgga
163,Brust::N,bryst,raddi
164,Brust::N,bryst,radde
165,Brust::N,bryst,râ´dd
166,Brust::N,bryst,раннҍт
167,Schulter::N,skulder,åelkie
168,Schulter::N,skulder,oalgge
169,Schulter::N,skulder,hárdu
170,Schulter::N,skulder,ärdee
171,Schulter::N,skulder,uál'gi
172,Schulter::N,skulder,a´rddi
173,Schulter::N,skulder,vuä´lǧǧ
174,Schulter::N,skulder,вуэллык
175,Arm::N,arm,gïete
176,Arm::N,arm,giehta
177,Arm::N,arm,giehta
178,Arm::N,arm,kietâ
179,Arm::N,arm,kie'tâkaaṿâ
180,Arm::N,arm,ǩiõtt
181,Arm::N,arm,кӣдт
182,Ellenbogen::N,albue,gernjere
183,Ellenbogen::N,albue,garŋŋel
184,Ellenbogen::N,albue,gargŋil
185,Ellenbogen::N,albue,käŋŋir
186,Ellenbogen::N,albue,kõõnjâr
187,Ellenbogen::N,albue,карьнэль
188,Hand::N,hånd,gïete
189,Hand::N,hånd,giehta
190,Hand::N,hånd,giehta
191,Hand::N,hånd,kietâ
192,Hand::N,hånd,ǩiõtt
193,Hand::N,hånd,кӣдт
194,Handfläche::N,håndflate,gïeten-låapoe
195,Handfläche::N,håndflate,giehtavuodo
196,Handfläche::N,håndflate,tjårmmåvuodo
197,Handfläche::N,håndflate,giehtaloahpu
198,Handfläche::N,håndflate,kiämád
199,Handfläche::N,håndflate,kuámmir
200,Handfläche::N,håndflate,kuä´m'mer
201,Handfläche::N,håndflate,ǩiõttǩeä´m'men
202,Handfläche::N,håndflate,ко̄а̄ллдэгк
203,Handfläche::N,håndflate,кӣдткоалдэгк
204,Finger::N,finger,soerme
205,Finger::N,finger,tjuvdde
206,Finger::N,finger,suorbma
207,Finger::N,finger,čuvde
208,Finger::N,finger,suor'mâ
209,Finger::N,finger,suõrmm
210,Finger::N,finger,це̄ххп
211,Fingernagel::N,fingernegl,gadtse
212,Fingernagel::N,fingernegl,guehpere
213,Fingernagel::N,fingernegl,gadtsa
214,Fingernagel::N,fingernegl,gazza
215,Fingernagel::N,fingernegl,kozzâ
216,Fingernagel::N,fingernegl,kõʒʒ
217,Fingernagel::N,fingernegl,кэ̄ннц
218,Nagel[Anatomie]::N,negl,gadtse
219,Nagel[Anatomie]::N,negl,guehpere
220,Nagel[Anatomie]::N,negl,gadtsa
221,Nagel[Anatomie]::N,negl,gazza
222,Nagel[Anatomie]::N,negl,kozzâ
223,Nagel[Anatomie]::N,negl,kõʒʒ
224,Nagel[Anatomie]::N,negl,кэ̄ннц
225,Zeh::N,tå,tjiehtjere
226,Zeh::N,tå,juolggetjuvdde
227,Zeh::N,tå,juolgesuorbma
228,Zeh::N,tå,jyel'gisuor'mâ
229,Zeh::N,tå,jue´lǧǧsuõrmm
230,Zeh::N,tå,ю̄лльк-це̄һп
231,Fuß::N,fot,juelkie
232,Fuß::N,fot,juolgge
233,Fuß::N,fot,juolgi
234,Fuß::N,fot,jyel'gi
235,Fuß::N,fot,jue´lǧǧ
236,Fuß::N,fot,ла̄бпь
237,Ferse::N,hæl,båetskie
238,Ferse::N,hæl,boasske
239,Ferse::N,hæl,šušmi
240,Ferse::N,hæl,šušme
241,Ferse::N,hæl,jue´lǧǧkädd
242,Ferse::N,hæl,ка̄ннт
243,Knie::N,kne,boelve
244,Knie::N,kne,buolvva
245,Knie::N,kne,čibbi
246,Knie::N,kne,veaŋki
247,Knie::N,kne,iidâ
248,Knie::N,kne,puõlvv
249,Knie::N,kne,пуллв
250,Oberschenkel::N,lår,ruaksja
251,Oberschenkel::N,lår,tjibbe
252,Oberschenkel::N,lår,gassaváhkká
253,Oberschenkel::N,lår,badjeváhkáa
254,Oberschenkel::N,lår,čuár'bpeeḷi
255,Oberschenkel::N,lår,če´bb
256,Oberschenkel::N,lår,чуаррбе̄лль
257,Bein::N,bein,juelkie
258,Bein::N,bein,juolgge
259,Bein::N,bein,juolgi
260,Bein::N,bein,jyel'gi
261,Bein::N,bein,jue´lǧǧ
262,Bein::N,bein,ю̄лльк
263,Körper::N,kropp,kråahpe
264,Körper::N,kropp,rumáj
265,Körper::N,kropp,rumaš
266,Körper::N,kropp,ruumâš
267,Körper::N,kropp,rå´pp
268,Körper::N,kropp,лышшьк
269,Körper::N,kropp,роаӈӈьк
270,Körper::N,legeme,kråahpe
271,Körper::N,legeme,rumáj
272,Körper::N,legeme,rumaš
273,Körper::N,legeme,ruumâš
274,Körper::N,legeme,rå´pp
275,Körper::N,legeme,лышшьк
276,Körper::N,legeme,роаӈӈьк
277,Haut::N,hud,njaltja
278,Haut::N,hud,lijkke
279,Haut::N,hud,tjuobma
280,Haut::N,hud,liiki
281,Haut::N,hud,liške
282,Haut::N,hud,le´šǩǩ
283,Haut::N,hud,лышшьк
284,Haut::N,skinn,njaltja
285,Haut::N,skinn,lijkke
286,Haut::N,skinn,tjuobma
287,Haut::N,skinn,liiki
288,Haut::N,skinn,liške
289,Haut::N,skinn,le´šǩǩ
290,Haut::N,skinn,лышшьк
291,Blut::N,blod,vïrre
292,Blut::N,blod,maelie
293,Blut::N,blod,varra
294,Blut::N,blod,varra
295,Blut::N,blod,vorrâ
296,Blut::N,blod,võrr
297,Blut::N,blod,вэ̄рр
298,Ader::N,åre,åerie
299,Ader::N,åre,aajroe
300,Ader::N,åre,suodna
301,Ader::N,åre,varrasuotna
302,Ader::N,åre,suoṇâ
303,Ader::N,åre,suõnn
304,Ader::N,åre,сӯнн
305,Sehne::N,sene,soene
306,Sehne::N,sene,gåårtenje
307,Sehne::N,sene,suodna
308,Sehne::N,sene,suotna
309,Sehne::N,sene,suoṇâ
310,Sehne::N,sene,suõnn
311,Sehne::N,sene,сӯнн
312,Knochen::N,bein,måara
313,Knochen::N,bein,måaroe
314,Knochen::N,bein,dákte
315,Knochen::N,bein,dákti
316,Knochen::N,bein,tähti
317,Knochen::N,bein,tä´htt
318,Knochen::N,bein,та̄ххт
319,Knochen::N,bein,та̄ффьт
320,Knochen::N,knokkel,måara
321,Knochen::N,knokkel,måaroe
322,Knochen::N,knokkel,dákte
323,Knochen::N,knokkel,dákti
324,Knochen::N,knokkel,tähti
325,Knochen::N,knokkel,tä´htt
326,Knochen::N,knokkel,та̄ххт
327,Knochen::N,knokkel,та̄ффьт
328,Gehirn::N,hjerne,aajla
329,Gehirn::N,hjerne,vuojŋam
330,Gehirn::N,hjerne,vuoigŋašat
331,Gehirn::N,hjerne,vuoi'ŋâšeh
332,Gehirn::N,hjerne,vuo'ivâšneh
333,Gehirn::N,hjerne,vuõivâšn
334,Gehirn::N,hjerne,вуэййвэшна
335,Herz::N,hjerte,vaajmoe
336,Herz::N,hjerte,tsåhke
337,Herz::N,hjerte,váibmu
338,Herz::N,hjerte,váimu
339,Herz::N,hjerte,čââ´đ
340,Herz::N,hjerte,кӯттҌк
341,Magen::N,mage,tjåejjie
342,Magen::N,mage,tjoajvve
343,Magen::N,mage,čoavji
344,Magen::N,mage,čuáv'ji
345,Magen::N,mage,čåu´jj
346,Magen::N,mage,чо̄ввьй
347,Leber::N,lever,mueksie
348,Leber::N,lever,librre
349,Leber::N,lever,vuoivvas
350,Leber::N,lever,vuoivâs
351,Leber::N,lever,vuõivâs
352,Leber::N,lever,вуйвас
353,Atem::N,pust,voejngehtasse
354,Atem::N,pust,båssånis
355,Atem::N,pust,vuojŋadahka
356,Atem::N,pust,vuoiŋŋahat
357,Atem::N,pust,vuo'iŋâstim
358,Atem::N,pust,jiõg'g
359,Atem::N,pust,вӯйнас
360,Atem::N,pust,вӯййнмушш
361,Hunger::N,sult,nielkie
362,Hunger::N,sult,nielgge
363,Hunger::N,sult,nealgi
364,Hunger::N,sult,nelgi
365,Hunger::N,sult,neä´lǧǧ
366,Hunger::N,sult,не̄лльк
367,Träne::N,tåre,gïknjele
368,Träne::N,tåre,ganjál
369,Träne::N,tåre,ganjal
370,Träne::N,tåre,koonjâl
371,Träne::N,tåre,kõõnjâl
372,Träne::N,tåre,кэ̄нял
373,Geschmack::N,smak,aelmie
374,Geschmack::N,smak,muosse
375,Geschmack::N,smak,smáhkka
376,Geschmack::N,smak,máhku
377,Geschmack::N,smak,smáhkka
378,Geschmack::N,smak,mááhu
379,Geschmack::N,smak,smakkâ
380,Geschmack::N,smak,njõõd
381,Geschmack::N,smak,smääkk
382,Geschmack::N,smak,ня̄лльк
383,Geruch::N,lukt,haaje
384,Geruch::N,lukt,habjja
385,Geruch::N,lukt,hádja
386,Geruch::N,lukt,opsâ
387,Geruch::N,lukt,haajâ
388,Geruch::N,lukt,õpss
389,Geruch::N,lukt,haajj
390,Geruch::N,lukt,апс
391,Geruch::N,lukt,лэ̄гк
392,Schlaf::N,søvn,nahkerh
393,Schlaf::N,søvn,nager
394,Schlaf::N,søvn,oados
395,Schlaf::N,søvn,nagir
396,Schlaf::N,søvn,naṿer
397,Schlaf::N,søvn,nââ´er
398,Schlaf::N,søvn,нагерь
399,Traum::N,drøm,nahkere
400,Traum::N,drøm,niehko
401,Traum::N,drøm,niehku
402,Traum::N,drøm,naṿer
403,Traum::N,drøm,nââ´er
404,Traum::N,drøm,нагерь
405,Himmel::N,himmel,elmie
406,Himmel::N,himmel,almme
407,Himmel::N,himmel,albmi
408,Himmel::N,himmel,alme
409,Himmel::N,himmel,â´lmm
410,Himmel::N,himmel,алльм
411,Sonne::N,sol,biejjie
412,Sonne::N,sol,bæjvásj
413,Sonne::N,sol,beaivváš
414,Sonne::N,sol,peivi
415,Sonne::N,sol,piäiváš
416,Sonne::N,sol,pei´vv
417,Sonne::N,sol,пе̄ййв
418,Mond::N,måne,aske
419,Mond::N,måne,mánno
420,Mond::N,måne,mánnu
421,Mond::N,måne,máánu
422,Mond::N,måne,mään
423,Mond::N,måne,ма̄нн
424,Stern::N,stjerne,daasta
425,Stern::N,stjerne,naestie
426,Stern::N,stjerne,násste
427,Stern::N,stjerne,násti
428,Stern::N,stjerne,täsni
429,Stern::N,stjerne,tä´snn
430,Stern::N,stjerne,та̄ссьт
431,Luft::N,luft,elmie
432,Luft::N,luft,ájmmo
433,Luft::N,luft,áibmu
434,Luft::N,luft,áimu
435,Luft::N,luft,šõŋŋ
436,Luft::N,luft,вӯйнас
437,Wind::N,vind,bïegke
438,Wind::N,vind,biegga
439,Wind::N,vind,biegga
440,Wind::N,vind,pieg'gâ
441,Wind::N,vind,piõg'g
442,Wind::N,vind,пӣӈӈк
443,Welle::N,bølge,baaroe
444,Welle::N,bølge,bárro
445,Welle::N,bølge,bárru
446,Welle::N,bølge,pááṛu
447,Welle::N,bølge,päärr
448,Welle::N,bølge,нэ̄ммп
449,Wasser::N,vann,tjaetsie
450,Wasser::N,vann,tjáhtje
451,Wasser::N,vann,čáhci
452,Wasser::N,vann,čääci
453,Wasser::N,vann,čää´cc
454,Wasser::N,vann,ча̄дзь
455,Stein::N,stein,gierkie
456,Stein::N,stein,giergge
457,Stein::N,stein,geađgi
458,Stein::N,stein,keđgi
459,Stein::N,stein,ǩeä´dǧǧ
460,Stein::N,stein,ке̄ддҌк
461,Boden::N,bakke,betnie
462,Boden::N,bakke,ednam
463,Boden::N,bakke,bodni
464,Boden::N,bakke,vuođđu
465,Boden::N,bakke,ponne
466,Boden::N,bakke,vuáđ̣u
467,Boden::N,bakke,vuâđđ
468,Boden::N,bakke,лаввьн
469,Boden::N,bakke,е̄ммьне
470,Erde::N,jord,jåarta
471,Erde::N,jord,mueltie
472,Erde::N,jord,ednam
473,Erde::N,jord,mållde
474,Erde::N,jord,eana
475,Erde::N,jord,eennâm
476,Erde::N,jord,mädd
477,Erde::N,jord,jânnam
478,Erde::N,jord,е̄ммьне
479,Staub::N,støv,heblie
480,Staub::N,støv,tsumhtsie
481,Staub::N,støv,dubme
482,Staub::N,støv,dopmu
483,Staub::N,støv,kovjâ
484,Staub::N,støv,põõ´l
485,Staub::N,støv,кэ̄ббьй
486,Rauch::N,røyk,soeve
487,Rauch::N,røyk,suovva
488,Rauch::N,røyk,suovva
489,Rauch::N,røyk,suoṿâ
490,Rauch::N,røyk,suõvv
491,Rauch::N,røyk,сӯвв
492,Funke::N,gnist,naestie
493,Funke::N,gnist,tjuonam
494,Funke::N,gnist,čuotnan
495,Funke::N,gnist,čuođâlm
496,Funke::N,gnist,iiskâr
497,Funke::N,gnist,čuõzzâm
498,Funke::N,gnist,чӯссэм
499,Feuer::N,ild,dålle
500,Feuer::N,ild,dållå
501,Feuer::N,ild,dolla
502,Feuer::N,ild,tullâ
503,Feuer::N,ild,toll
504,Feuer::N,ild,то̄лл
505,Licht::N,lys,tjoevke
506,Licht::N,lys,tjuovgga
507,Licht::N,lys,čuovga
508,Licht::N,lys,čuovggas
509,Licht::N,lys,čuoṿâ
510,Licht::N,lys,toll
511,Licht::N,lys,čuõvv
512,Licht::N,lys,то̄лл
513,Schatten::N,skygge,skugkie
514,Schatten::N,skygge,soejvene
515,Schatten::N,skygge,irkes
516,Schatten::N,skygge,sieges
517,Schatten::N,skygge,itku
518,Schatten::N,skygge,suoivâ
519,Schatten::N,skygge,õõtt
520,Schatten::N,skygge,ǩeeu´niǩ
521,Schatten::N,skygge,кывьнэхь
522,Wetter::N,vær,vïerhtse
523,Wetter::N,vær,dálkke
524,Wetter::N,vær,dálki
525,Wetter::N,vær,šoŋŋâ
526,Wetter::N,vær,šõŋŋ
527,Wetter::N,vær,шэ̄ӈӈ
528,Nebel::N,tåke,såavla
529,Nebel::N,tåke,mearhka
530,Nebel::N,tåke,murkko
531,Nebel::N,tåke,mierkká
532,Nebel::N,tåke,mierká
533,Nebel::N,tåke,miär'kká
534,Nebel::N,tåke,oṃo
535,Nebel::N,tåke,sue´lnn
536,Nebel::N,tåke,цӣгк
537,Nebel::N,tåke,сулльн
538,Wolke::N,sky,balve
539,Wolke::N,sky,balvva
540,Wolke::N,sky,balva
541,Wolke::N,sky,polvâ
542,Wolke::N,sky,põlvv
543,Wolke::N,sky,пэллв
544,Regen::N,regn,ebrie
545,Regen::N,regn,harvve
546,Regen::N,regn,arvi
547,Regen::N,regn,arve
548,Regen::N,regn,â´brr
549,Regen::N,regn,аббьр
550,Schnee::N,snø,lopme
551,Schnee::N,snø,moehtege
552,Schnee::N,snø,muohta
553,Schnee::N,snø,muohta
554,Schnee::N,snø,muotâ
555,Schnee::N,snø,muõtt
556,Schnee::N,snø,вэ̄дз
557,Schnee::N,snø,куэллт
558,Eis::N,is,jïenge
559,Eis::N,is,jiegŋa
560,Eis::N,is,jiekŋa
561,Eis::N,is,jieŋ̣â
562,Eis::N,is,jiõŋŋ
563,Eis::N,is,ӣӈӈ
564,Frost::N,frost,baajkoe
565,Frost::N,frost,tjoasskem
566,Frost::N,frost,buolaš
567,Frost::N,frost,puolâš
568,Frost::N,frost,puõlâš
569,Frost::N,frost,мӯнь
570,Kälte::N,kulde,jueskie
571,Kälte::N,kulde,tjåetskeme
572,Kälte::N,kulde,tjoasskem
573,Kälte::N,kulde,čoaskin
574,Kälte::N,kulde,ko'lmâsvuotâ
575,Kälte::N,kulde,ijss
576,Kälte::N,kulde,čuä´cǩǩem
577,Kälte::N,kulde,tuârggnjõs
578,Kälte::N,kulde,кэ̄лмас
579,Hitze::N,hete,baahke
580,Hitze::N,hete,báhkka
581,Hitze::N,hete,báhkka
582,Hitze::N,hete,pakkâ
583,Hitze::N,hete,kuṃe
584,Hitze::N,hete,paašt
585,Hitze::N,hete,жоарр
586,Raureif::N,rimfrost,jyjse
587,Raureif::N,rimfrost,ridne
588,Raureif::N,rimfrost,goarre
589,Raureif::N,rimfrost,ritni
590,Raureif::N,rimfrost,suhči
591,Raureif::N,rimfrost,riṇe
592,Raureif::N,rimfrost,ай
593,Regenbogen::N,regnbue,aatjan goengere
594,Regenbogen::N,regnbue,aatjan joekse
595,Regenbogen::N,regnbue,ádjájuoksa
596,Regenbogen::N,regnbue,arvedávgi
597,Regenbogen::N,regnbue,bajándávgi
598,Regenbogen::N,regnbue,äijihtävgi
599,Regenbogen::N,regnbue,teârmmazjohss
600,Regenbogen::N,regnbue,тӣрмесью̄ккс
601,Donner::N,torden,raejrie
602,Donner::N,torden,átjek
603,Donner::N,torden,átjárájdde
604,Donner::N,torden,áddjá
605,Donner::N,torden,baján
606,Donner::N,torden,juuṛâ
607,Donner::N,torden,tie´rmes
608,Donner::N,torden,тӣрмесь
609,Donner::N,torden,ча̄ркнэгк
610,Strömung::N,strømning,njuvvie
611,Strömung::N,strømning,ájggedáhpe
612,Strömung::N,strømning,rávdnji
613,Strömung::N,strømning,virde
614,Strömung::N,strømning,ve´rdd
615,Strömung::N,strømning,выррьт
616,Tropfen::N,dråpe,gåajhkohts
617,Tropfen::N,dråpe,gåjkudis
618,Tropfen::N,dråpe,goaikkanas
619,Tropfen::N,dråpe,čalme
620,Tropfen::N,dråpe,čâ´lmm
621,Tropfen::N,dråpe,ча̄лльм
622,Schaum::N,skum,sapte
623,Schaum::N,skum,såpptå
624,Schaum::N,skum,sokta
625,Schaum::N,skum,suptâ
626,Schaum::N,skum,soptt
627,Schaum::N,skum,со̄ппт
628,Schmutz::N,søl,haaskoe
629,Schmutz::N,søl,duolvva
630,Schmutz::N,søl,duolva
631,Schmutz::N,søl,durdi
632,Schmutz::N,søl,stänži
633,Schmutz::N,søl,sähss
634,Schmutz::N,søl,са̄ккьс
635,Schmutz::N,søl,не̄шшь
636,Schmutz::N,skitt,haaskoe
637,Schmutz::N,skitt,duolvva
638,Schmutz::N,skitt,duolva
639,Schmutz::N,skitt,durdi
640,Schmutz::N,skitt,stänži
641,Schmutz::N,skitt,sähss
642,Schmutz::N,skitt,са̄ккьс
643,Schmutz::N,skitt,не̄шшь
644,See::N,sjø,jaevrie
645,See::N,sjø,jávrre
646,See::N,sjø,jávri
647,See::N,sjø,jävri
648,See::N,sjø,jâu´rr
649,See::N,sjø,я̄ввьр
650,Sumpf::N,sump,pluevie
651,Sumpf::N,sump,áhpe
652,Sumpf::N,sump,sæmssa
653,Sumpf::N,sump,jeaggi
654,Sumpf::N,sump,jeggi
655,Sumpf::N,sump,jeä´ǧ'ǧ
656,Sumpf::N,sump,ла̄ммьп
657,Sumpf::N,myrlende,pluevie
658,Sumpf::N,myrlende,áhpe
659,Sumpf::N,myrlende,sæmssa
660,Sumpf::N,myrlende,jeaggi
661,Sumpf::N,myrlende,jeggi
662,Sumpf::N,myrlende,jeä´ǧ'ǧ
663,Sumpf::N,myrlende,ла̄ммьп
664,Moor::N,myr,pluevie
665,Moor::N,myr,jiegge
666,Moor::N,myr,suotnju
667,Moor::N,myr,karrii
668,Moor::N,myr,kä´rev
669,Moor::N,myr,veättaǩ
670,Moor::N,myr,ла̄ммьп
671,Moor::N,myrhei,pluevie
672,Moor::N,myrhei,jiegge
673,Moor::N,myrhei,suotnju
674,Moor::N,myrhei,karrii
675,Moor::N,myrhei,kä´rev
676,Moor::N,myrhei,veättaǩ
677,Moor::N,myrhei,ла̄ммьп
678,Wiese::N,eng,ïentje
679,Wiese::N,eng,giedde
680,Wiese::N,eng,gieddi
681,Wiese::N,eng,nijtto
682,Wiese::N,eng,пуэшенҍ
683,Wald::N,skog,skåake
684,Wald::N,skog,skåajje
685,Wald::N,skog,miehtsie
686,Wald::N,skog,vuovdde
687,Wald::N,skog,miehttse
688,Wald::N,skog,vuovdi
689,Wald::N,skog,meahcci
690,Wald::N,skog,mecci
691,Wald::N,skog,vyemi
692,Wald::N,skog,vue´mm
693,Wald::N,skog,meä´c'c
694,Wald::N,skog,ля̄ммт
695,Hügel::N,haug,deava
696,Hügel::N,haug,dievvá
697,Hügel::N,haug,dievvá
698,Hügel::N,haug,čummâ
699,Hügel::N,haug,pä´rcc
700,Hügel::N,haug,teä´rmm
701,Hügel::N,haug,ка̄ннҌт
702,Hügel::N,bakke,deava
703,Hügel::N,bakke,dievvá
704,Hügel::N,bakke,dievvá
705,Hügel::N,bakke,čummâ
706,Hügel::N,bakke,pä´rcc
707,Hügel::N,bakke,teä´rmm
708,Hügel::N,bakke,ка̄ннҌт
709,Anhöhe::N,haug,deava
710,Anhöhe::N,haug,jalladahke
711,Anhöhe::N,haug,dievásj
712,Anhöhe::N,haug,aláš
713,Anhöhe::N,haug,luohkká
714,Anhöhe::N,haug,tiävá
715,Anhöhe::N,haug,poorááš
716,Anhöhe::N,haug,ču´lpp
717,Anhöhe::N,haug,škâu´ŋŋ
718,Anhöhe::N,haug,ка̄ннҌт
719,Anhöhe::N,bakke,deava
720,Anhöhe::N,bakke,jalladahke
721,Anhöhe::N,bakke,dievásj
722,Anhöhe::N,bakke,aláš
723,Anhöhe::N,bakke,luohkká
724,Anhöhe::N,bakke,tiävá
725,Anhöhe::N,bakke,poorááš
726,Anhöhe::N,bakke,ču´lpp
727,Anhöhe::N,bakke,škâu´ŋŋ
728,Anhöhe::N,bakke,ка̄ннҌт
729,Berg::N,berg,bïerje
730,Berg::N,berg,várre
731,Berg::N,berg,várri
732,Berg::N,berg,vääṛi
733,Berg::N,berg,vää´rr
734,Berg::N,berg,те̄ррьм
735,Berg::N,fjell,bïerje
736,Berg::N,fjell,várre
737,Berg::N,fjell,várri
738,Berg::N,fjell,vääṛi
739,Berg::N,fjell,vää´rr
740,Berg::N,fjell,те̄ррьм
741,Gipfel::N,topp,dalvese
742,Gipfel::N,topp,tjåhkkå
743,Gipfel::N,topp,čohkka
744,Gipfel::N,topp,čokke
745,Gipfel::N,topp,čå´ǩǩ
746,Gipfel::N,topp,ла̄ддҍв
747,Höhle::N,hule,beajoe
748,Höhle::N,hule,rájgge
749,Höhle::N,hule,sluoggo
750,Höhle::N,hule,biedju
751,Höhle::N,hule,kuovđâšm
752,Höhle::N,hule,skuõrr
