,Concept_ID,mn,eu
76,Wind::N,салхи,haize
77,Welle::N,долгио,uhin
78,Welle::N,долгио,olatu
79,Welle::N,давалгаа,uhin
80,Welle::N,давалгаа,olatu
81,Wasser::N,ус,ur
82,Stein::N,чулуу,harri
83,Boden::N,хөрс,lur
84,Boden::N,хөрс,zoru
85,Erde::N,газар,lur
86,Erde::N,шороо,lur
87,Staub::N,тоос,hauts
88,Rauch::N,утаа,ke
89,Funke::N,оч,zirta
90,Funke::N,оч,txinparta
91,Feuer::N,гал,su
92,Licht::N,гэрэл,argi
93,Licht::N,гэгээ,argi
94,Schatten::N,сүүдэр,itzal
95,Schatten::N,сүүдэр,geriza
96,Wetter::N,тэнгэр,eguraldi
97,Wetter::N,цаг уур,eguraldi
98,Nebel::N,будан,laino
99,Wolke::N,үүл,hodei
100,Regen::N,бороо,euri
101,Schnee::N,цас,elur
102,Eis::N,мөс,horma
103,Frost::N,хүйт,izotzaldi
104,Kälte::N,хүйт,hotz
105,Hitze::N,халуун,bero
106,Raureif::N,цан,antzigar
107,Raureif::N,хяруу,antzigar
108,Regenbogen::N,солонго,ostadar
109,Regenbogen::N,солонго,ortzadar
110,Donner::N,тэнгэрийн дуу,ostots
111,Donner::N,тэнгэрийн дуу,ihurtzuri
112,Strömung::N,урсгал,laster
113,Tropfen::N,дусал,xorta
114,Schaum::N,хөөс,bits
115,Schmutz::N,хир,lohi
116,Schmutz::N,хир,zikin
117,Schmutz::N,шавхай,lohi
118,Schmutz::N,шавхай,zikin
119,See::N,нуур,laku
120,See::N,нуур,aintzira
121,Sumpf::N,намаг,zingira
122,Sumpf::N,балчиг,zingira
123,Moor::N,хүлрийн намаг,zohikaztegi
124,Wiese::N,нуга,larre
125,Wiese::N,нуга,belardi
126,Wald::N,ой,baso
127,Wald::N,ой,oihan
128,Hügel::N,болдог,muino
129,Hügel::N,болдог,pentoka
130,Anhöhe::N,гүвээ,garai
131,Anhöhe::N,гүвээ,goragune
132,Berg::N,уул,mendi
133,Gipfel::N,орой,gain
134,Gipfel::N,орой,tontor
135,Gipfel::N,оргил,gain
136,Gipfel::N,оргил,tontor
137,Höhle::N,агуй,kobazulo
138,Abhang::N,хүр,aldapa
139,Quelle::N,булаг,iturri
140,Quelle::N,булаг,iturbegi
141,Bach::N,горхи,lats
142,Bach::N,горхи,erreka
143,Fluss::N,гол,ibai
144,Fluss::N,гол,uhaitz
145,Fluss::N,мөрөн,ibai
146,Fluss::N,мөрөн,uhaitz
147,Ufer::N,эрэг,bazter
148,Küste::N,эрэг,itsasalde
149,Festland::N,хуурай газар,lehor
150,Meer::N,далай,itsaso
151,Meer::N,тэнгис,itsaso
152,Bucht::N,булан,golko
153,Bucht::N,далайн тохой,golko
154,Insel::N,арал,irla
155,Insel::N,арал,uharte
156,Blume::N,цэцэг,lili
157,Gras::N,өвс,belar
158,Gras::N,ногоо,belar
159,Wurzel::N,үндэс,zuztar
160,Wurzel::N,үндэс,sustrai
161,Baum::N,мод,zuhaitz
162,Stamm::N,иш,enbor
163,Stamm::N,гуалин,enbor
164,Rinde::N,холтос,azal
165,Ast::N,гишүү,adar
166,Zweig::N,салаа,abar
167,Blatt::N,навч,hosto
168,Birke::N,хус,urki
169,Kiefer[Baum]::N,нарс,ler
170,Weide[Baum]::N,уд,zume
171,Weide[Baum]::N,уд,sahats
172,Weide[Baum]::N,бургас,zume
173,Weide[Baum]::N,бургас,sahats
174,Tanne::N,гачуур,izei
175,Horn::N,эвэр,adar
176,Feder::N,өд,luma
177,Feder::N,өд,hegaki
178,Fell::N,арьс,ile
179,Fell::N,арьс,larru
180,Flügel::N,жигүүр,hego
181,Flügel::N,далавч,hego
182,Klaue::N,савар,atzapar
183,Klaue::N,хумс,atzapar
184,Kralle::N,савар,erpe
185,Kralle::N,савар,atzapar
186,Schwanz::N,сүүл,isats
187,Schwanz::N,сүүл,buztan
188,Ei::N,өндөг,arrautza
189,Nest::N,үүр,habia
190,Bau::N,нүх,ohantze
191,Bau::N,элүү,ohantze
192,Tier::N,амьтан,abere
193,Tier::N,амьтан,piztia
194,Tier::N,адгуус,abere
195,Tier::N,адгуус,piztia
196,Herde::N,сүрэг,saldo
197,Herde::N,сүрэг,abere talde
198,Kuh::N,үнээ,behi
199,Bulle::N,бух,zezen
200,Pferd::N,морь,zaldi
201,Pferd::N,адуу,zaldi
202,Schaf::N,хонь,ardi
203,Schwein::N,гахай,urde
204,Schwein::N,гахай,txerri
205,Hund::N,нохой,txakur
206,Katze::N,муур,katu
207,Katze::N,мигуй,katu
208,Bär::N,баавгай,hartz
209,Eichhörnchen::N,хэрэм,urtxintxa
210,Elch::N,хандгай,altze
211,Fuchs::N,үнэг,azeri
212,Hase::N,туулай,erbi
213,Maus::N,хулгана,sagu
214,Wolf::N,чоно,otso
215,Vogel::N,шувуу,txori
216,Vogel::N,шувуу,hegazti
217,Schwarm::N,сүрэг,aldra
218,Huhn::N,тахиа,oilo
219,Hahn::N,эр тахиа,oilar
220,Gans::N,галуу,antzara
221,Adler::N,бүргэд,arrano
222,Ente::N,нугас,ahate
223,Eule::N,ууль,hontza
224,Kranich::N,тогоруу,kurrilo
225,Krähe::N,хэрээ,bele
226,Kuckuck::N,хөхөө,kuku
227,Schwan::N,хун,beltxarga
228,Fisch::N,загас,arrain
229,Barsch::N,алгана,perka
230,Hecht::N,цурхай,lutxo
231,Schlange[Tier]::N,могой,suge
232,Wurm::N,өт,har
233,Wurm::N,хорхой,har
234,Spinne::N,аалз,armiarma
235,Ameise::N,шоргоолж,inurri
236,Laus::N,бөөс,zorri
237,Mücke::N,шумуул,eltxo
238,Fliege::N,ялаа,euli
239,Schmetterling::N,эрвээхэй,pinpirin
240,Schmetterling::N,эрвээхэй,tximeleta
241,Beere::N,жимсгэнэ,baia
242,Apfel::N,алим,sagar
243,Pilz::N,мөөг,onddo
244,Pilz::N,мөөг,perretxiko
245,Zwiebel::N,сонгино,tipula
246,Saat::N,тариа,haziak
247,Korn::N,үр,ale
248,Korn::N,үр,pikor
249,Korn::N,мөхлөг,ale
250,Korn::N,мөхлөг,pikor
251,Heu::N,өвс,belar ondu
252,Schale::N,хальс,azal
253,Grube::N,алам,hobi
254,Grube::N,нүх,hobi
255,Falle::N,хавх,harrapagailu
256,Falle::N,занга,harrapagailu
257,Schlinge::N,урхи,bilur
258,Schlinge::N,урхи,xedera
259,Spur::N,мөр,lorratz
260,Asche::N,үнс,errauts
261,Dreck::N,хир,satsukeria
262,Eisen::N,төмөр,burdina
263,Gold::N,алт,urre
264,Gold::N,алт,urregorri
265,Silber::N,мөнгө,zilar
266,Silber::N,мөнгө,urrezuri
267,Kohle::N,нүүрс,ikatz
268,Glas::N,шил,beira
269,Lehm::N,шавар,buztin
270,Sand::N,элс,harea
271,Sand::N,элс,hondar
272,Mensch::N,хүн,gizaki
273,Mann::N,эр,gizon
274,Mann::N,эрэгтэй,gizon
275,Frau::N,эмэгтэй,andere
276,Frau::N,эмэгтэй,emakume
277,Frau::N,хатагтай,andere
278,Frau::N,хатагтай,emakume
279,Kind::N,хүүхэд,haur
280,Junge::N,хүү,mutil
281,Mädchen::N,охин,neska
282,Mädchen::N,бүсгүй,neska
283,Familie::N,айл,sendi
284,Familie::N,айл,familia
285,Großvater::N,өвгөн аав,aitona
286,Großvater::N,өвгөн аав,aitatxi
287,Großmutter::N,эмэг эх,amona
288,Großmutter::N,эмэг эх,amatxi
289,Großmutter::N,эмгээ,amona
290,Großmutter::N,эмгээ,amatxi
291,Eltern::N,эцэг эх,gurasoak
292,Vater::N,аав,aita
293,Vater::N,эцэг,aita
294,Mutter::N,эх,ama
295,Mutter::N,ээж,ama
296,Sohn::N,хүү,seme
297,Tochter::N,охин,alaba
298,Bruder::N,ах,neba
299,Bruder::N,ах,anaia
300,Bruder::N,дүү,neba
301,Bruder::N,дүү,anaia
302,Schwester::N,эгч,ahizpa
303,Schwester::N,охин дүү,ahizpa
304,Onkel::N,авга ах,osaba
305,Onkel::N,нагац ах,osaba
306,Tante::N,авга эгч,izeba
307,Tante::N,нагац эгч,izeba
308,Ehemann::N,нөхөр,senar
309,Ehefrau::N,эхнэр,emazte
310,Ehefrau::N,гэргий,emazte
311,Freude::N,баяр,poz
312,Freude::N,баяр,pozkari
313,Freude::N,баясгалан,poz
314,Freude::N,баясгалан,pozkari
315,Gelächter::N,инээдэм,barre
316,Gelächter::N,инээдэм,karkara
317,Glück::N,жаргалан,zori
318,Kummer::N,гаслан,xangrin
319,Kummer::N,гаслан,atsekabe
320,Wunsch::N,ерөөл,nahi
321,Wunsch::N,ерөөл,nahikunde
322,Lust::N,дур,gogo
323,Lust::N,хүсэл,gogo
324,Geist::N,оюун,gogo
325,Gedanke::N,сэтгэл,gogoeta
326,Gedächtnis::N,ой,oroimen
327,Gedächtnis::N,ой,gogoramen
328,Gedächtnis::N,цээж,oroimen
329,Gedächtnis::N,цээж,gogoramen
330,Verstand::N,ухаан,adimen
331,Verstand::N,ухаан,ulermen
332,Sinn::N,утга,zentzu
333,Grund::N,учир,zergati
334,Wahrheit::N,үнэн,egia
335,Gespräch::N,яриа,hizketa
336,Gespräch::N,яриа,elkarrizketa
337,Märchen::N,явган үлгэр,ipuin
338,Erzählung::N,тууж,edesti
339,Erzählung::N,тууж,kontakizun
340,Nachricht::N,мэдээ,albiste
341,Neuigkeit::N,сонин,berri
342,Name::N,нэр,izen
343,Rätsel::N,оньсого,asmakizun
344,Rede::N,хэлсэн үг,hitzaldi
345,Rede::N,хэлсэн үг,mintzaldi
346,Sprache::N,хэл,hizkuntza
347,Stimme::N,дуу,ahots
348,Wort::N,үг,hitz
349,Zeichen::N,тамга,agerbide
350,Zeichen::N,тамга,agergarri
351,Zeichen::N,тэмдэг,agerbide
352,Zeichen::N,тэмдэг,agergarri
353,Ruf::N,дуудлага,dei
354,Lärm::N,шуугиан,zarata
355,Lärm::N,шуугиан,harrabots
356,Lärm::N,чимээ,zarata
357,Lärm::N,чимээ,harrabots
358,Laut::N,анир,hots
359,Laut::N,дуу,hots
360,Ton::N,авиа,tonu
361,Ton::N,авиа,soinu
362,Ton::N,аялгуу,tonu
363,Ton::N,аялгуу,soinu
364,Lied::N,дуу,abesti
365,Ruhe::N,энх,nasaitasun
366,Ruhe::N,тайван,nasaitasun
367,Leute::N,хүмүүс,jende
368,Volk::N,улс,herri
369,Volk::N,улс,populu
370,Arbeit::N,ажил,lan
371,Arbeit::N,хөдөлмөр,lan
372,Gast::N,зочин,arrotz
373,Gast::N,зочин,apopilo
374,Gast::N,айлчин,arrotz
375,Gast::N,айлчин,apopilo
376,Geschenk::N,бэлэг,opari
377,Spiel::N,наадам,jolas
378,Spiel::N,тоглоом,jolas
379,Gesellschaft::N,хамт байх,gizarte
380,Hilfe::N,тусламж,helpide
381,Hilfe::N,тусламж,laguntza
382,Freund::N,найз,lagun
383,Freund::N,нөхөр,lagun
384,Kamerad::N,хань,adiskide
385,Kamerad::N,хань,lagunkide
386,Kamerad::N,нөхөр,adiskide
387,Kamerad::N,нөхөр,lagunkide
388,Angelegenheit::N,хэрэг,afera
389,Anzahl::N,тоо,kopuru
390,Art::N,төрөл,mota
391,Art::N,янз,mota
392,Stück::N,хэсэг,puska
393,Teil::N,хувь,atal
394,Teil::N,хэсэг,atal
395,Hälfte::N,хагас,erdi
396,Kreis::N,тойрог,biribilki
397,Kreis::N,хүрээ,biribilki
398,Kreuz::N,загалмай,gurutze
399,Linie::N,шугам,linea
400,Strich::N,зураас,marra
401,Abstand::N,зай,tarte
402,Entfernung::N,зай,urrunera
403,Entfernung::N,хол ойр,urrunera
404,Gegend::N,хавь,alderdi
405,Gegend::N,хавь,eskualde
406,Gegend::N,газар,alderdi
407,Gegend::N,газар,eskualde
408,Platz::N,зай,leku
409,Platz::N,завсар,leku
410,Ort::N,газар,toki
411,Ort::N,байр,toki
412,Seite::N,тал,albo
413,Seite::N,этгээд,albo
414,Mitte::N,төв,erdi
415,Mitte::N,дунд,erdi
416,Gegenstand::N,юм,gauzaki
417,Sache::N,үйл,gauza
418,Sache::N,хэрэг,gauza
419,Rand::N,зах,ertz
420,Rand::N,хөвөө,ertz
421,Kante::N,ирмэг,ertz
422,Ecke::N,өнцөг,kantoi
423,Spitze::N,үзүүр,punta
424,Ende::N,зах,buru
425,Ende::N,зах,mutur
426,Ende::N,үзүүр,buru
427,Ende::N,үзүүр,mutur
428,Loch::N,цоорхой,zulo
429,Loch::N,онгорхой,zulo
430,Winkel::N,өнцөг,zoko
431,Winkel::N,өнцөг,bazter
432,Muster::N,хээ,eredu
433,Muster::N,хээ,marrazki
434,Muster::N,угалз,eredu
435,Muster::N,угалз,marrazki
436,Größe::N,хэмжээ,kaizu
437,Größe::N,хэмжээ,tamaina
438,Länge::N,урт,luzera
439,Höhe::N,өндөр,goiera
440,Höhe::N,өндөр,garaiera
441,Gewicht::N,жин,hazta
442,Menge::N,тоо,kopuru
443,Haufen::N,бөөн,pila
444,Haufen::N,бөөн,mendoi
445,Reihe::N,эгнээ,ilara
446,Reihe::N,эгнээ,errenkada
447,Boot::N,завь,potin
448,Boot::N,завь,txalupa
449,Ruder::N,сэлүүр,arraun
450,Schlitten::N,чарга,lera
451,Schlitten::N,чарга,narra
452,Ski::N,цана,eski
453,Lagerfeuer::N,түүдэг,su
454,Last::N,ачаа,zama
455,Last::N,ачаа,karga
456,Gang::N,явдал,ibilera
457,Schritt::N,алхам,pauso
458,Schritt::N,алхам,urrats
459,Norden::N,умар,ipar
460,Norden::N,умар,iparralde
461,Süden::N,урд,hego
462,Süden::N,урд,hegoalde
463,Süden::N,өмнө,hego
464,Süden::N,өмнө,hegoalde
465,Westen::N,өрнө,sartalde
466,Westen::N,өрнө,mendebalde
467,Westen::N,баруун,sartalde
468,Westen::N,баруун,mendebalde
469,Osten::N,зүүн,ekialde
470,Osten::N,зүүн,sortalde
471,Osten::N,дорно,ekialde
472,Osten::N,дорно,sortalde
473,Holz::N,мод,zur
474,Brett::N,банз,ohol
475,Platte::N,хавтан,lauza
476,Stütze::N,тулгуур,irozgarri
477,Stütze::N,тулгуур,bermagailu
478,Stütze::N,тулга,irozgarri
479,Stütze::N,тулга,bermagailu
480,Stange::N,сургааг,haga
481,Stock::N,саваа,makila
482,Stab::N,таяг,makila
483,Rohr::N,хоолой,hodi
484,Haus::N,гэр,etxe
485,Haus::N,байшин,etxe
486,Heim::N,гэр,etxe
487,Heim::N,гэр,etxaleku
488,Ofen::N,зуух,berogailu
489,Ofen::N,пийшин,berogailu
490,Fußboden::N,шал,zoru
491,Tisch::N,ширээ,mahai
492,Stuhl::N,сандал,aulki
493,Wiege::N,өлгий,kuma
494,Wiege::N,өлгий,sehaska
495,Bett::N,ор,ohe
496,Bett::N,ор,ohatze
497,Regal::N,тавиур,apalategi
498,Kiste::N,авдар,kutxa
499,Kiste::N,хайрцаг,kutxa
500,Fenster::N,гэгээвч,leiho
501,Tür::N,үүд,ate
502,Tür::N,хаалга,ate
503,Tor::N,хаалга,atari
504,Zaun::N,хашаа,hesi
505,Dach::N,дээвэр,teilatu
506,Leiter::N,шат,zurubi
507,Besen::N,хамуур,erratz
508,Besen::N,туужуу,erratz
509,Spaten::N,хүрз,burdinpala
510,Schaufel::N,хүрз,pala
511,Gabel::N,сэрээ,sardexka
512,Löffel::N,халбага,koilara
513,Messer::N,хутга,aizto
514,Nagel::N,хадаас,iltze
515,Netz::N,өөш,sare
516,Netz::N,тор,sare
517,Haken::N,гох,mako
518,Griff::N,иш,eskutoki
519,Griff::N,сэнж,eskutoki
520,Schloss::N,цуурга,sarraila
521,Schloss::N,цоож,sarraila
522,Bild::N,зураг,irudi
523,Figur::N,баримал,figura
524,Puppe::N,хүүхэлдэй,panpina
525,Puppe::N,хүүхэлдэй,andrakila
526,Beutel::N,агсаа,zorro
527,Beutel::N,уут,zorro
528,Bündel::N,боодол,azao
529,Bündel::N,боодол,espal
530,Tasche::N,цүнх,poltsa
531,Eimer::N,хөнөг,treska
532,Eimer::N,хувин,treska
533,Deckel::N,таг,tapa
534,Deckel::N,таг,estalki
535,Deckel::N,хавхаг,tapa
536,Deckel::N,хавхаг,estalki
537,Geschirr::N,сав суулга,baxera
538,Geschirr::N,сав суулга,ontziteria
539,Sack::N,шуудай,zaku
540,Tasse::N,аяга,kikara
541,Topf::N,тогоо,ontzi
542,Topf::N,тогоо,lapiko
543,Kessel::N,тогоо,pazia
544,Essen::N,идээ,janaldi
545,Nahrung::N,хүнс,jan
546,Speise::N,идээ,jaki
547,Fleisch::N,мах,okela
548,Fleisch::N,мах,haragi
549,Getreide::N,будаа,labore
550,Brei::N,богшмол,ahi
551,Brei::N,богшмол,pure
552,Brei::N,будаа,ahi
553,Brei::N,будаа,pure
554,Brot::N,талх,ogi
555,Scheibe::N,зүсэм,xerra
556,Scheibe::N,зүсэм,pirripita
557,Scheibe::N,хэрчим,xerra
558,Scheibe::N,хэрчим,pirripita
559,Fett::N,өөх,urin
560,Fett::N,өөх,koipe
561,Butter::N,тос,gurin
562,Öl::N,тос,olio
563,Salz::N,давс,gatz
564,Suppe::N,шөл,zopa
565,Suppe::N,шөл,salda
566,Honig::N,бал,ezti
567,Milch::N,сүү,esne
568,Tee::N,цай,te
569,Leder::N,арьс,larru
570,Leder::N,савхи,larru
571,Wolle::N,ноос,artile
572,Wolle::N,унгас,artile
573,Stoff::N,бөс,ehun
574,Nadel::N,зүү,orratz
575,Nadel::N,зүү,jostorratz
576,Faden::N,боолт,hari
577,Faden::N,утас,hari
578,Knopf::N,товч,botoi
579,Knoten::N,зангилаа,korapilo
580,Farbe::N,будаг,pintura
581,Kleidung::N,хувцас,arropa
582,Kleidung::N,хувцас,jantziak
583,Hemd::N,цамц,atorra
584,Hemd::N,цамц,alkandora
585,Kragen::N,зах заам,idun
586,Ärmel::N,ханцуй,mahuka
587,Hose::N,өмд,prakak
588,Hose::N,өмд,galtzak
589,Gürtel::N,бүс,gerriko
590,Mütze::N,малгай,txano
591,Mütze::N,малгай,txapel
592,Mütze::N,бүрх,txano
593,Mütze::N,бүрх,txapel
594,Schuh::N,туфли,oski
595,Schuh::N,туфли,oinetako
596,Stiefel::N,гутал,bota
597,Ring::N,бөгж,uztai
598,Band::N,тууз,zinta
599,Band::N,тууз,xingola
600,Kamm::N,сам,orrazi
601,Spiegel::N,толь,mirail
602,Riemen::N,тасам,uhal
603,Riemen::N,сур,uhal
604,Schnur::N,татлага,lokailu
605,Leine::N,оосор,lotura
606,Decke::N,хөнжил,burusi
607,Decke::N,хучлага,burusi
608,Kissen::N,дэр,kuxin
609,Tuch::N,алчуур,zapi
610,Tuch::N,алчуур,oihal
611,Tuch::N,даавуу,zapi
612,Tuch::N,даавуу,oihal
613,Handtuch::N,алчуур,eskuzapi
614,Handtuch::N,алчуур,eskuoihal
615,Kraft::N,чадал,indar
616,Kraft::N,хүч,indar
617,Stärke::N,эрч,indar
618,Stärke::N,тэнхээ,indar
619,Gesundheit::N,бие,osasun
620,Gesundheit::N,эрүүл мэнд,osasun
621,Krankheit::N,эмгэг,eritasun
622,Krankheit::N,эмгэг,gaixotasun
623,Schmerz::N,өвчин,min
624,Wunde::N,шарх,zauri
625,Fieber::N,халуун,sukar
626,Arznei::N,эм,osagai
627,Arznei::N,эм,sendagai
628,Brücke::N,гүүр,zubi
629,Brunnen::N,худаг,putzu
630,Weide::N,бэлчээр,alha
631,Weide::N,бэлчээр,bazkaleku
632,Pfad::N,жим,zidor
633,Pfad::N,жим,bidexka
634,Pfad::N,зөрөг,zidor
635,Pfad::N,зөрөг,bidexka
636,Weg::N,зам,bide
637,Weg::N,харгуй,bide
638,Straße::N,зам,errepide
639,Straße::N,харгуй,errepide
640,Dorf::N,тосгон,herri
641,Dorf::N,гацаа,herri
642,Stadt::N,хот,hiri
643,Brief::N,захидал,gutun
644,Brief::N,захидал,eskutitz
645,Brief::N,захиа,gutun
646,Brief::N,захиа,eskutitz
647,Buch::N,ном,liburu
648,Buch::N,бичиг,liburu
649,Buchstabe::N,үсэг,hizki
650,Zeitung::N,сонин,egunkari
651,Leben::N,амь,bizi
652,Leben::N,амь,bizitza
653,Leben::N,амьдрал,bizi
654,Leben::N,амьдрал,bizitza
655,Tod::N,үхэл,herio
656,Tod::N,үхэл,heriotza
657,Grab::N,булш,hobi
658,Grab::N,булш,hilobi
659,Kirche::N,сүм,eliza
660,Sünde::N,нүгэл,hoben
661,Sünde::N,нүгэл,bekatu
662,Sünde::N,хилэнц,hoben
663,Sünde::N,хилэнц,bekatu
664,Gott::N,бурхан,jainko
665,Arbeiter::N,ажилчин,langile
666,Arbeiter::N,ажилчин,behargin
667,Arbeiter::N,хөдөлмөрчин,langile
668,Arbeiter::N,хөдөлмөрчин,behargin
669,Chef::N,дарга,nagusi
670,Meister::N,дархан,maisu
671,Arzt::N,эмч,osagile
672,Arzt::N,эмч,sendagile
673,Lehrer::N,багш,irakasle
674,Geld::N,цаас,diru
675,Geld::N,мөнгө,diru
676,Geschäft::N,наймаа,negozio
677,Laden::N,дэлгүүр,denda
678,Laden::N,дэлгүүр,saltegi
679,Preis::N,үнэ,prezio
680,Preis::N,үнэ,salneurri
681,Ware::N,таваар,salgai
682,Ware::N,бараа,salgai
683,Nutzen::N,ашиг,onura
684,Nutzen::N,ашиг,probetxu
685,Reichtum::N,баялаг,aberastasun
686,Welt::N,дэлхий,ludi
687,Welt::N,дэлхий,mundu
688,Welt::N,орчлон,ludi
689,Welt::N,орчлон,mundu
690,Land::N,улс,herrialde
691,Land::N,орон,herrialde
692,Staat::N,төр,estatu
693,Staat::N,гүрэн,estatu
694,König::N,ван,errege
695,Macht::N,засаг,botere
696,Grenze::N,хил,muga
697,Krieg::N,дайн,guda
698,Feind::N,дайсан,etsai
699,Feind::N,дайсан,arerio
700,Gewalt::N,хүчирхэх,bortxa
701,Gewalt::N,хүчирхэх,bortizkeria
702,Kampf::N,тэмцэл,gudu
703,Kampf::N,тэмцэл,auska
704,Kampf::N,байлдаан,gudu
705,Kampf::N,байлдаан,auska
706,Bogen[Waffe]::N,нум,arku
707,Pfeil::N,годил,gezi
708,Pfeil::N,сум,gezi
709,Gewehr::N,буу,fusil
710,Fehler::N,эндэл,huts
711,Fehler::N,эндэл,hutsegin
712,Fehler::N,алдаа,huts
713,Fehler::N,алдаа,hutsegin
714,Lüge::N,худал,gezur
715,Schaden::N,хор,kalte
716,Schaden::N,хөнөөл,kalte
717,Unglück::N,гай,zoritxar
718,Unglück::N,гай,zorigaitz
719,Unglück::N,гамшиг,zoritxar
720,Unglück::N,гамшиг,zorigaitz
721,Schuld::N,гэм,erru
722,Schuld::N,буруу,erru
723,Alter::N,нас,adin
724,Schluss::N,эцэс,bukaera
725,Schluss::N,төгсгөл,bukaera
726,Zeit::N,цаг,aldi
727,Zeit::N,цаг,denbora
728,Tag::N,өдөр,egun
729,Morgen::N,өглөө,goiz
730,Mittag::N,үд,eguerdi
731,Abend::N,үдэш,arrats
732,Nacht::N,шөнө,gau
733,Woche::N,долоо хоног,aste
734,Monat::N,сар,hil
735,Jahr::N,жил,urte
736,Frühling::N,хавар,udalehen
737,Sommer::N,зун,uda
738,Herbst::N,намар,udazken
739,Herbst::N,намар,neguantz
740,Winter::N,өвөл,negu
741,Januar::N,нэгдүгээр сар,urtarril
742,Februar::N,хоёрдугаар сар,otsail
743,März::N,гуравдугаар сар,martxo
744,April::N,дөрөвдүгээр сар,apiril
745,Mai::N,тавдугаар сар,maiatz
746,Juni::N,зургаадугаар сар,ekain
747,Juli::N,долдугаар сар,uztail
748,August::N,наймдугаар сар,abuztu
749,September::N,есдүгээр сар,irail
750,Oktober::N,аравдугаар сар,urri
751,November::N,арван нэгдүгээр сар,azaro
752,Dezember::N,арван хоёрдугаар сар,abendu
753,Montag::N,даваа,astelehen
754,Dienstag::N,мягмар,astearte
755,Mittwoch::N,лхагва,asteazken
756,Donnerstag::N,пүрэв,ostegun
757,Freitag::N,баасан,ostiral
758,Samstag::N,бямба,larunbat
759,Sonntag::N,ням,igande
760,groß::A,их,handi
761,groß::A,том,handi
762,klein::A,бага,txiki
763,klein::A,жаахан,txiki
764,lang::A,урт,luze
765,kurz::A,охор,labur
766,kurz::A,богино,labur
767,breit::A,өргөн,zabal
768,schmal::A,уйтан,mehar
769,schmal::A,нарийн,mehar
770,dicht::A,нягт,sarri
771,dicht::A,нягт,trinko
772,dicht::A,чигжүү,sarri
773,dicht::A,чигжүү,trinko
774,dick[Gegenstand]::A,зузаан,lodi
775,dünn::A,нимгэн,mehe
776,fein::A,нарийн,fin
777,fest::A,бөх,tinko
778,fest::A,хатуу,tinko
779,flach::A,хавтгай,lau
780,flach::A,хавтгай,ordoki
781,glatt::A,цагаан,leun
782,hart::A,хатуу,gogor
783,weich::A,зөөлөн,bigun
784,weich::A,зөөлөн,beratz
785,rund::A,дугуй,biribil
786,rund::A,дугариг,biribil
787,spitz::A,шовх,puntadun
788,spitz::A,шовгор,puntadun
789,scharf::A,хурц,zorrotz
790,scharf::A,иртэй,zorrotz
