,Concept_ID,es,cv
104,Wiese::N,pradera,улӑх
105,Wiese::N,pradera,ҫаран
106,Wald::N,bosque,вӑрман
107,Hügel::N,colina,сӑрт
108,Hügel::N,colina,тӗмеске
109,Anhöhe::N,cerro,сӑрт
110,Berg::N,monte,ту
111,Berg::N,montaña,ту
112,Gipfel::N,cima,тӳпе
113,Gipfel::N,cumbre,тӳпе
114,Höhle::N,cueva,ҫӗр хӑвӑлӗ
115,Höhle::N,caverna,ҫӗр хӑвӑлӗ
116,Abhang::N,cuesta,тӑвайкки
117,Abhang::N,declive,тӑвайкки
118,Quelle::N,fuente,ҫӑл куҫ
119,Quelle::N,manantial,ҫӑл куҫ
120,Bach::N,arroyo,пӗчӗк шыв
121,Fluss::N,río,юхан шыв
122,Ufer::N,orilla,ҫыран
123,Küste::N,costa,тинӗс ҫыранӗ
124,Festland::N,tierra firme,тип ҫӗр
125,Meer::N,mar,тинӗс
126,Bucht::N,cala,тинӗс кукӑрӗ
127,Bucht::N,bahía,тинӗс кукӑрӗ
128,Insel::N,isla,утрав
129,Blume::N,flor,чечек
130,Gras::N,hierba,курӑк
131,Wurzel::N,raíz,тымар
132,Baum::N,árbol,йывӑҫ
133,Stamm::N,tronco,вулӑ
134,Rinde::N,corteza,хуйӑр
135,Ast::N,rama,турат
136,Zweig::N,ramo,турат
137,Blatt::N,hoja,ҫулҫӑ
138,Birke::N,abedul,хурӑн
139,Kiefer[Baum]::N,pino,хыр
140,Weide[Baum]::N,sauce,хӑва
141,Tanne::N,abeto,чӑрӑш
142,Horn::N,asta,мӑйрака
143,Horn::N,cuerno,мӑйрака
144,Feder::N,pluma,тӗк
145,Fell::N,piel,ҫӑм
146,Flügel::N,ala,ҫунат
147,Klaue::N,garra,чӗрне
148,Kralle::N,uña,ура
149,Kralle::N,garra,ура
150,Schwanz::N,cola,хӳре
151,Ei::N,huevo,ҫӑмарта
152,Nest::N,nido,йӑва
153,Bau::N,madriguera,йӗнӗ
154,Tier::N,animal,выльӑх
155,Herde::N,rebaño,кӗтӳ
156,Kuh::N,vaca,ӗне
157,Bulle::N,toro,вӑкӑр
158,Pferd::N,caballo,лаша
159,Schaf::N,oveja,сурӑх
160,Schwein::N,cerdo,сысна
161,Hund::N,perro,йытӑ
162,Katze::N,gato,кушак
163,Bär::N,oso,упа
164,Eichhörnchen::N,ardilla,пакша
165,Elch::N,alce,пӑши
166,Fuchs::N,zorro,тилӗ
167,Hase::N,liebre,куян
168,Hase::N,liebre,мулкач
169,Maus::N,ratón,шӑши
170,Wolf::N,lobo,кашкӑр
171,Vogel::N,ave,кайӑк
172,Vogel::N,ave,вӗҫен кайӑк
173,Vogel::N,pájaro,кайӑк
174,Vogel::N,pájaro,вӗҫен кайӑк
175,Schwarm::N,bandada,ушкӑн
176,Huhn::N,gallina,чӑх
177,Huhn::N,gallina,чӑхӑ
178,Hahn::N,gallo,автан
179,Gans::N,oca,хур
180,Gans::N,ganso,хур
181,Adler::N,águila,ӑмӑрт кайӑк
182,Ente::N,pato,кӑвакал
183,Eule::N,lechuza,тӑмана
184,Kranich::N,grulla,тӑрна
185,Krähe::N,corneja,ула курак
186,Kuckuck::N,cuco,куккук
187,Schwan::N,cisne,акӑш
188,Fisch::N,pez,пулӑ
189,Barsch::N,perca,уланкӑ
190,Hecht::N,lucio,ҫӑрттан
191,Schlange[Tier]::N,serpiente,ҫӗлен
192,Wurm::N,gusano,ӑман
193,Spinne::N,araña,эрешмен
194,Ameise::N,hormiga,кӑткӑ
195,Laus::N,piojo,пыйтӑ
196,Mücke::N,mosquito,вӑрӑм туна
197,Fliege::N,mosca,шӑна
198,Schmetterling::N,mariposa,лӗпӗш
199,Beere::N,baya,ҫырла
200,Apfel::N,manzana,улма
201,Apfel::N,manzana,пан улми
202,Pilz::N,seta,кӑмпа
203,Pilz::N,hongo,кӑмпа
204,Zwiebel::N,cebolla,сухан
205,Saat::N,siembra,вӑрӑ
206,Korn::N,grano,тӗшӗ
207,Korn::N,grano,пӗрчӗ
208,Heu::N,heno,утӑ
209,Schale::N,cáscara,хупӑ
210,Grube::N,foso,шӑтӑк
211,Falle::N,trampa,тапӑ
212,Falle::N,trampa,капкӑн
213,Schlinge::N,lazo,йӑлӑ
214,Spur::N,huella,йӗр
215,Asche::N,ceniza,кӗл
216,Dreck::N,suciedad,пылчӑк
217,Eisen::N,hierro,тимӗр
218,Gold::N,oro,ылтӑн
219,Silber::N,plata,кӗмӗл
220,Kohle::N,carbón,кӑмрӑк
221,Glas::N,vidrio,кӗленче
222,Glas::N,cristal,кӗленче
223,Lehm::N,barro,тӑм
224,Sand::N,arena,хӑйӑр
225,Mensch::N,hombre,ҫын
226,Mensch::N,hombre,этем
227,Mensch::N,ser humano,ҫын
228,Mensch::N,ser humano,этем
229,Mann::N,hombre,ар
230,Frau::N,mujer,хӗрарӑм
231,Kind::N,niño,ача
232,Junge::N,chico,ача
233,Junge::N,chico,ар ҫын ача
234,Junge::N,muchacho,ача
235,Junge::N,muchacho,ар ҫын ача
236,Mädchen::N,chica,хӗр ача
237,Mädchen::N,muchacha,хӗр ача
238,Familie::N,familia,ҫемье
239,Familie::N,familia,кил-йыш
240,Großvater::N,abuelo,кукаҫи
241,Großmutter::N,abuela,кукамай
242,Eltern::N,padres,аҫа-ама
243,Vater::N,padre,атте
244,Mutter::N,madre,анне
245,Sohn::N,hijo,ывӑл
246,Tochter::N,hija,хӗр
247,Bruder::N,hermano,ар тӑван
248,Schwester::N,hermana,аппа
249,Schwester::N,hermana,йӑмӑк
250,Onkel::N,tío,мучи
251,Onkel::N,tío,пичче
252,Tante::N,tía,аппа
253,Ehemann::N,esposo,упӑшка
254,Ehefrau::N,esposa,арӑм
255,Freude::N,placer,савӑнӑҫ
256,Freude::N,placer,хаваслӑх
257,Freude::N,alegría,савӑнӑҫ
258,Freude::N,alegría,хаваслӑх
259,Gelächter::N,risa,кулӑ
260,Gelächter::N,carcajada,кулӑ
261,Glück::N,felicidad,телей
262,Glück::N,felicidad,ӑраскал
263,Kummer::N,pena,хурлӑх
264,Wunsch::N,deseo,ӗмӗт
265,Wunsch::N,deseo,кӑмӑл
266,Lust::N,ganas,кӑмӑл
267,Geist::N,mente,чун-чӗм
268,Geist::N,mente,ыр-усал
269,Geist::N,mente,чун хавалӗ
270,Geist::N,espíritu,чун-чӗм
271,Geist::N,espíritu,ыр-усал
272,Geist::N,espíritu,чун хавалӗ
273,Gedanke::N,idea,шухӑш
274,Gedanke::N,pensamiento,шухӑш
275,Gedächtnis::N,memoria,ас
276,Verstand::N,razón,ӑс
277,Verstand::N,razón,ӑс-тӑн
278,Verstand::N,razón,ӑс-хакӑл
279,Verstand::N,entendimiento,ӑс
280,Verstand::N,entendimiento,ӑс-тӑн
281,Verstand::N,entendimiento,ӑс-хакӑл
282,Sinn::N,sentido,тупсӑм
283,Sinn::N,sentido,пӗлтерӗш
284,Sinn::N,significado,тупсӑм
285,Sinn::N,significado,пӗлтерӗш
286,Grund::N,causa,сӑлтав
287,Wahrheit::N,verdad,чӑнлӑх
288,Gespräch::N,conversación,калаҫу
289,Märchen::N,cuento,юмах
290,Erzählung::N,cuento,акалав
291,Erzählung::N,cuento,каласа пани
292,Erzählung::N,narración,акалав
293,Erzählung::N,narración,каласа пани
294,Nachricht::N,mensaje,хыпар
295,Neuigkeit::N,noticia,ҫӗнӗ хыпар
296,Name::N,nombre,ят
297,Rätsel::N,acertijo,сутмалли юмах
298,Rätsel::N,adivinanza,сутмалли юмах
299,Rede::N,discurso,сӑмах
300,Sprache::N,lengua,чӗлхе
301,Stimme::N,voz,сасӑ
302,Wort::N,palabra,сӑмах
303,Zeichen::N,señal,паллӑ
304,Ruf::N,llamada,йыхрав
305,Ruf::N,llamada,чӗнӳ
306,Lärm::N,ruido,шав
307,Lärm::N,barullo,шав
308,Laut::N,sonido,сасӑ
309,Ton::N,tono,сасӑ
310,Lied::N,canción,юрӑ
311,Ruhe::N,calma,канӑҫлӑх
312,Ruhe::N,calma,лӑпкӑлӑх
313,Ruhe::N,silencio,канӑҫлӑх
314,Ruhe::N,silencio,лӑпкӑлӑх
315,Leute::N,gente,ҫамрӑксем
316,Leute::N,gente,ҫамрӑк ҫынсем
317,Volk::N,pueblo,халӑх
318,Arbeit::N,trabajo,ӗҫхӗл
319,Arbeit::N,trabajo,ӗҫлев
320,Gast::N,huésped,хӑна
321,Gast::N,invitado,хӑна
322,Geschenk::N,regalo,парне
323,Geschenk::N,regalo,кучченеҫ
324,Spiel::N,juego,вӑйӑ
325,Gesellschaft::N,compañía,общество
326,Hilfe::N,ayuda,пулӑшу
327,Hilfe::N,socorro,пулӑшу
328,Freund::N,amigo,тус
329,Kamerad::N,camarada,юлташ
330,Kamerad::N,camarada,тус
331,Kamerad::N,compañero,юлташ
332,Kamerad::N,compañero,тус
333,Angelegenheit::N,asunto,ӗҫ
334,Anzahl::N,cantidad,йыш
335,Anzahl::N,cantidad,хисеп
336,Art::N,tipo,тӗс
337,Art::N,clase,тӗс
338,Stück::N,pieza,татӑк
339,Teil::N,parte,пай
340,Hälfte::N,mitad,ҫурӑ
341,Kreis::N,círculo,ункӑ
342,Kreis::N,círculo,ҫавракӑш
343,Kreuz::N,cruz,хӗрес
344,Linie::N,línea,йӗр
345,Strich::N,raya,йӗр
346,Strich::N,trazo,йӗр
347,Abstand::N,distancia,хушӑ
348,Entfernung::N,distancia,хушӑ
349,Gegend::N,región,вырӑн
350,Gegend::N,comarca,вырӑн
351,Platz::N,espacio,хутлӑх
352,Ort::N,sitio,вырӑн
353,Seite::N,lado,ен
354,Seite::N,lado,аяк
355,Seite::N,lado,айӑк
356,Seite::N,costado,ен
357,Seite::N,costado,аяк
358,Seite::N,costado,айӑк
359,Mitte::N,medio,варӑ
360,Mitte::N,centro,варӑ
361,Gegenstand::N,objeto,япала
362,Sache::N,cosa,япала
363,Rand::N,borde,вӗҫ
364,Rand::N,borde,хӗрӗ
365,Rand::N,borde,хӗрри
366,Kante::N,borde,хайкача
367,Kante::N,borde,хысак
368,Ecke::N,esquina,кӗтес
369,Spitze::N,punta,вӗҫ
370,Ende::N,cabo,вӗҫ
371,Ende::N,extremo,вӗҫ
372,Loch::N,agujero,шӑтӑк
373,Loch::N,abertura,шӑтӑк
374,Winkel::N,ángulo,кӗтес
375,Muster::N,dibujo,эреш
376,Größe::N,tamaño,пысӑкӑш
377,Länge::N,longitud,вӑрӑмӑш
378,Höhe::N,altura,ҫӳллӗш
379,Höhe::N,altitud,ҫӳллӗш
380,Gewicht::N,peso,виҫе
381,Gewicht::N,peso,йывӑрӑш
382,Menge::N,cantidad,йыш
383,Haufen::N,montón,купа
384,Reihe::N,fila,рет
385,Boot::N,bote,кимӗ
386,Boot::N,barca,кимӗ
387,Ruder::N,remo,кӗсмен
388,Schlitten::N,trineo,ҫуна
389,Ski::N,esquí,йӗлтӗр
390,Lagerfeuer::N,hoguera,вут
391,Lagerfeuer::N,hoguera,кӑвайт
392,Last::N,carga,сулмаклӑх
393,Last::N,carga,йывӑр япала
394,Gang::N,marcha,куҫӑм
395,Schritt::N,paso,утӑм
396,Schritt::N,paso,пусӑм
397,Norden::N,norte,ҫурҫӗр
398,Süden::N,sur,кӑнтӑр
399,Westen::N,oeste,анӑҫ
400,Westen::N,oeste,хӗвел анӑҫ
401,Osten::N,este,хӗвел тухӑҫ
402,Holz::N,madera,йывӑҫ
403,Brett::N,tabla,хӑма
404,Platte::N,placa,плита
405,Platte::N,plancha,плита
406,Stütze::N,sostén,ура
407,Stütze::N,soporte,ура
408,Stange::N,vara,шерте
409,Stange::N,percha,шерте
410,Stock::N,palo,патак
411,Stock::N,bastón,патак
412,Stab::N,vara,шӑчӑ
413,Stab::N,bastón,шӑчӑ
414,Rohr::N,tubo,пӑрӑх
415,Haus::N,casa,ҫурт
416,Heim::N,hogar,кил
417,Ofen::N,estufa,кӑмака
418,Fußboden::N,suelo,урай
419,Tisch::N,mesa,сӗтел
420,Stuhl::N,silla,пукан
421,Wiege::N,cuna,сӑпка
422,Bett::N,cama,кравать
423,Regal::N,estantería,ҫӳлӗк
424,Regal::N,estantería,сентре
425,Kiste::N,caja,ещӗк
426,Kiste::N,caja,сунтӑх
427,Fenster::N,ventana,чӳрече
428,Tür::N,puerta,алӑк
429,Tor::N,puerta,хапха
430,Zaun::N,valla,хӳме
431,Zaun::N,cercado,хӳме
432,Dach::N,techo,тӑрӑ
433,Dach::N,tejado,тӑрӑ
434,Leiter::N,escalera,пусма
435,Besen::N,escoba,шӑпӑр
436,Spaten::N,pala,кӗреҫе
437,Schaufel::N,pala,кӗреҫе
438,Schaufel::N,paleta,кӗреҫе
439,Gabel::N,tenedor,вилка
440,Löffel::N,cuchara,кашӑк
441,Messer::N,cuchillo,ҫӗҫӗ
442,Nagel::N,clavo,пӑта
443,Netz::N,red,тетел
444,Haken::N,gancho,йӑрхах
445,Haken::N,gancho,ҫекӗл
446,Haken::N,corchete,йӑрхах
447,Haken::N,corchete,ҫекӗл
448,Griff::N,asa,хӑлӑп
449,Griff::N,mango,хӑлӑп
450,Schloss::N,cerradura,ҫӑра
451,Bild::N,imagen,сӑн
452,Bild::N,imagen,сӑнлӑх
453,Bild::N,imagen,картина
454,Figur::N,figura,кӗлетке
455,Puppe::N,muñeca,пукане
456,Beutel::N,bolsa,михӗ
457,Bündel::N,haz,ҫыхӑ
458,Bündel::N,haz,тӗрке
459,Tasche::N,bolso,сумка
460,Eimer::N,cubo,витре
461,Deckel::N,tapa,хупӑ
462,Deckel::N,tapadera,хупӑ
463,Geschirr::N,vajilla,савӑт-сапа
464,Sack::N,saco,михӗ
465,Tasse::N,taza,курка
466,Topf::N,olla,кастрюль
467,Topf::N,marmita,кастрюль
468,Kessel::N,caldera,хуран
469,Essen::N,comida,апат
470,Nahrung::N,alimento,апат-ҫимӗс
471,Speise::N,plato,апат
472,Speise::N,plato,ҫимӗҫ
473,Fleisch::N,carne,аш
474,Fleisch::N,carne,какай
475,Getreide::N,cereales,тырӑ
476,Brei::N,puré,пӑтӑ
477,Brei::N,papilla,пӑтӑ
478,Brot::N,pan,ҫӑкӑр
479,Scheibe::N,lonja,чӗлӗ
480,Scheibe::N,lonja,касӑк
481,Scheibe::N,rebanada,чӗлӗ
482,Scheibe::N,rebanada,касӑк
483,Fett::N,grasa,ҫу
484,Butter::N,mantequilla,ҫу
485,Öl::N,aceite,ҫу
486,Salz::N,sal,тӑвар
487,Suppe::N,sopa,яшка
488,Honig::N,miel,пыл
489,Milch::N,leche,сӗт
490,Tee::N,té,чей
491,Leder::N,cuero,сӑран
492,Wolle::N,lana,ҫӑм
493,Stoff::N,tela,тӗртӗм
494,Stoff::N,tejido,тӗртӗм
495,Nadel::N,aguja,йӗп
496,Faden::N,hilo,ҫип
497,Knopf::N,botón,тӳме
498,Knoten::N,nudo,йӑлӑ
499,Farbe::N,pintura,сӑрӑ
500,Kleidung::N,ropa,тум
501,Kleidung::N,ropa,ҫипуҫ
502,Kleidung::N,ropa,тум-тир
503,Kleidung::N,vestidos,тум
504,Kleidung::N,vestidos,ҫипуҫ
505,Kleidung::N,vestidos,тум-тир
506,Hemd::N,camisa,кӗпе
507,Kragen::N,cuello,ҫуха
508,Ärmel::N,manga,ҫанӑ
509,Hose::N,pantalón,шӑлавар
510,Gürtel::N,cinturón,пиҫиххи
511,Mütze::N,gorro,ҫӗлӗк
512,Schuh::N,zapato,пушмак
513,Schuh::N,zapato,ботинок
514,Stiefel::N,bota,атӑ
515,Ring::N,anillo,ҫӗрӗ
516,Band::N,cinta,хаю
517,Band::N,cinta,йӗсме
518,Kamm::N,peine,тура
519,Spiegel::N,espejo,тӗкӗр
520,Spiegel::N,espejo,куҫ кӗски
521,Riemen::N,correa,чӗн
522,Schnur::N,cuerda,кантра
523,Leine::N,correa,касмӑк
524,Decke::N,manta,утиял
525,Kissen::N,almohada,ҫытар
526,Kissen::N,almohada,минтер
527,Tuch::N,pañuelo,тутӑр
528,Handtuch::N,toalla,ал шӑлли
529,Kraft::N,fuerza,вӑй
530,Kraft::N,fuerza,хӑват
531,Stärke::N,fuerza,хал
532,Stärke::N,fuerza,хӑват
533,Gesundheit::N,salud,хал
534,Gesundheit::N,salud,сывлӑх
535,Krankheit::N,enfermedad,чир
536,Schmerz::N,dolor,ырату
537,Wunde::N,llaga,суран
538,Wunde::N,herida,суран
539,Fieber::N,fiebre,сив чир
540,Arznei::N,medicina,эмел
541,Arznei::N,medicamento,эмел
542,Brücke::N,puente,кӗпер
543,Brunnen::N,pozo,ҫӑл
544,Brunnen::N,pozo,пусӑ
545,Weide::N,pasto,ҫаран
546,Pfad::N,sendero,йӗр
547,Pfad::N,sendero,сукмак
548,Weg::N,camino,ҫул
549,Weg::N,camino,ҫул-йӗр
550,Straße::N,vía,ҫӳрев
551,Straße::N,vía,ҫул ҫӳрени
552,Straße::N,carretera,ҫӳрев
553,Straße::N,carretera,ҫул ҫӳрени
554,Dorf::N,aldea,ял
555,Dorf::N,pueblo,ял
556,Stadt::N,ciudad,хула
557,Brief::N,carta,ҫыру
558,Buch::N,libro,кӗнеке
559,Buchstabe::N,letra,сас палли
560,Buchstabe::N,carácter,сас палли
561,Zeitung::N,diario,хаҫат
562,Zeitung::N,periódico,хаҫат
563,Leben::N,vida,пурнӑҫ
564,Tod::N,muerte,вилӗм
565,Grab::N,tumba,масар шӑтӑкӗ
566,Grab::N,sepulcro,масар шӑтӑкӗ
567,Kirche::N,iglesia,чиркӳ
568,Sünde::N,pecado,ҫылӑх
569,Gott::N,dios,турӑ
570,Arbeiter::N,obrero,рабочи
571,Arbeiter::N,trabajador,рабочи
572,Chef::N,jefe,пуҫлӑх
573,Meister::N,maestro,ӑста
574,Meister::N,maestro,мастер
575,Arzt::N,médico,врач
576,Arzt::N,médico,тухтӑр
577,Lehrer::N,profesor,учитель
578,Lehrer::N,profesor,вӗрентекен
579,Geld::N,dinero,укҫа
580,Geschäft::N,negocio,бизнес
581,Laden::N,tienda,магазин
582,Preis::N,precio,хак
583,Ware::N,mercancía,тавар
584,Nutzen::N,provecho,пайта
585,Reichtum::N,riqueza,мул
586,Welt::N,mundo,тӗнче
587,Land::N,país,ҫӗр-шыв
588,Staat::N,Estado,патшàлӑх
589,König::N,rey,король
590,Macht::N,poder,власть
591,Macht::N,potencia,власть
592,Grenze::N,frontera,чикӗ
593,Krieg::N,guerra,вӑрҫӑ
594,Feind::N,enemigo,тӑшман
595,Gewalt::N,violencia,ирӗксӗрлӳ
596,Kampf::N,lucha,кӗрешӳ
597,Kampf::N,combate,кӗрешӳ
598,Bogen[Waffe]::N,arco,ухӑ
599,Pfeil::N,flecha,ҫӗмрен
600,Pfeil::N,flecha,ухӑ йӗппи
601,Gewehr::N,fusil,пӑшал
602,Gewehr::N,escopeta,пӑшал
603,Fehler::N,error,йӑнӑш
604,Lüge::N,mentira,суя
605,Lüge::N,mentira,ултав
606,Schaden::N,daño,сиен
607,Unglück::N,desgracia,шар
608,Unglück::N,desgracia,инкек
609,Schuld::N,culpa,айӑп
610,Alter::N,edad,ҫул шучӗ
611,Schluss::N,fin,пӗтни
612,Schluss::N,fin,пӗтмӗш
613,Schluss::N,final,пӗтни
614,Schluss::N,final,пӗтмӗш
615,Zeit::N,tiempo,вӑхӑт
616,Tag::N,día,кун
617,Morgen::N,mañana,ир
618,Mittag::N,mediodía,кӑнтӑрла
619,Abend::N,noche,каҫ
620,Nacht::N,noche,каҫ
621,Woche::N,semana,эрне
622,Monat::N,mes,уйӑх
623,Jahr::N,año,ҫулталӑк
624,Frühling::N,primavera,ҫур
625,Frühling::N,primavera,ҫуркунне
626,Sommer::N,verano,ҫу
627,Sommer::N,verano,ҫулла
628,Herbst::N,otoño,кӗр
629,Herbst::N,otoño,кӗркунне
630,Winter::N,invierno,хӗл
631,Winter::N,invierno,хӗлле
632,Januar::N,enero,январь
633,Februar::N,febrero,февраль
634,Februar::N,febrero,кӗҫӗн кӑрлач
635,März::N,marzo,март
636,März::N,marzo,пуш уйӑхӗ
637,April::N,abril,апрель
638,Mai::N,mayo,май
639,Juni::N,junio,июнь
640,Juli::N,julio,июль
641,August::N,agosto,август
642,September::N,septiembre,сентябрь
643,September::N,septiembre,авӑн уйӑхӗ
644,Oktober::N,octubre,октябрь
645,November::N,noviembre,ноябрь
646,Dezember::N,diciembre,раштав
647,Dezember::N,diciembre,декабрь
648,Montag::N,lunes,тунти кун
649,Dienstag::N,martes,ытлари кун
650,Mittwoch::N,miércoles,юн кун
651,Donnerstag::N,jueves,кӗҫнерни кун
652,Freitag::N,viernes,эрне кун
653,Samstag::N,sábado,шӑмат кун
654,Sonntag::N,domingo,вырсарни кун
655,groß::A,grande,пысӑк
656,klein::A,pequeño,пӗчӗк
657,lang::A,largo,вӑрӑм
658,kurz::A,corto,кӗске
659,breit::A,ancho,сарлака
660,schmal::A,estrecho,ансӑр
661,dicht::A,denso,йӑвӑ
662,dick[Gegenstand]::A,grueso,хулӑн
663,dünn::A,fino,ҫинҫе
664,dünn::A,fino,ҫӳхе
665,dünn::A,delgado,ҫинҫе
666,dünn::A,delgado,ҫӳхе
667,fein::A,fino,тарай
668,fein::A,fino,вӗлтӗрти
669,fein::A,delicado,тарай
670,fein::A,delicado,вӗлтӗрти
671,fest::A,firme,тӗреклӗ
672,fest::A,sólido,тӗреклӗ
673,flach::A,plano,лаптак
674,glatt::A,liso,такӑр
675,hart::A,duro,хытӑ
676,weich::A,muelle,ҫемҫе
677,rund::A,redondo,ҫавра
678,spitz::A,agudo,шӗвӗр
679,spitz::A,apuntado,шӗвӗр
680,scharf::A,agudo,ҫивӗч
681,scharf::A,afilado,ҫивӗч
682,stumpf::A,sin filo,мӑка
683,stumpf::A,sin filo,пуклак
684,stumpf::A,sin filo,тӗрӗнчӗк
685,stumpf::A,sin filo,ӑнкарусӑр
686,schwer::A,pesado,йывӑр
687,schön::A,bello,илемлӗ
688,schön::A,hermoso,илемлӗ
689,heiß::A,caluroso,вӗри
690,warm::A,cálido,ӑшӑ
691,warm::A,caliente,ӑшӑ
692,kalt::A,frío,сивӗ
693,kühl::A,fresco,уҫӑ
694,frisch::A,fresco,уҫӑ
695,feucht::A,húmedo,йӗпе
696,nass::A,mojado,нӳрӗ
697,trocken::A,seco,типӗ
698,voll::A,lleno,тулли
699,leer::A,vacío,пушӑ
700,offen::A,abierto,уҫӑ
701,geschlossen::A,cerrado,хупӑ
702,sauber::A,limpio,таса
703,schmutzig::A,sucio,пылчӑклӑ
704,schmutzig::A,sucio,вараланчӑк
705,roh::A,crudo,чӗрӗ
706,reif::A,maduro,пулнӑ
707,reif::A,maduro,пиҫӗхнӗ
708,reif::A,maduro,аталаннӑ
709,reif::A,maduro,пиҫсе ҫитнӗ
710,lecker::A,rico,тутлӑ
711,lecker::A,rico,техӗмлӗ
712,lecker::A,sabroso,тутлӑ
713,lecker::A,sabroso,техӗмлӗ
714,süß::A,dulce,пылак
715,bitter::A,amargo,йӳҫӗ
716,sauer::A,agrio,йӳҫӗ
717,sauer::A,agrio,йӳҫек
718,sauer::A,agrio,кӑвасак
719,hell::A,claro,ҫутӑ
720,dunkel::A,oscuro,тӗттӗм
721,schwarz::A,negro,хура
722,weiß::A,blanco,шурӑ
723,rot::A,rojo,хӗрлӗ
724,gelb::A,amarillo,сарӑ
725,blau::A,azul,кӑвак
726,grün::A,verde,симӗс
727,grün::A,verde,пиҫмен
728,grün::A,verde,ӑс пухман
729,grau::A,gris,кӑвак
730,bunt::A,multicolor,чӑпар
731,billig::A,barato,йӳнӗ
732,teuer::A,caro,хаклӑ
733,wertvoll::A,valioso,паха
734,wertvoll::A,precioso,паха
735,blind::A,ciego,суккӑр
736,taub::A,sordo,хӑлхасӑр
737,kräftig::A,fuerte,хӑватлӑ
