,Concept_ID,mdf,xal
58,Hunger::N,вачеши,харһнлһн
59,Träne::N,сельмове́дь,нульмсн
60,Geschmack::N,таньф,амтн
61,Geruch::N,шине,үнр
62,Schlaf::N,удома́,нөр
63,Traum::N,он,зүүдн
64,Himmel::N,менель,теңгр
65,Sonne::N,ши,нарн
66,Mond::N,ков,сар
67,Stern::N,тяште,одн
68,Luft::N,кожф,аһар
69,Wind::N,варма,салькн
70,Welle::N,тавла,дольган
71,Wasser::N,ведь,усн
72,Stein::N,кев,чолун
73,Boden::N,мода,Һазр
74,Boden::N,потмакс,Һазр
75,Erde::N,мода,Һазр
76,Erde::N,мастор,Һазр
77,Staub::N,пуль,тоосн
78,Rauch::N,качам,утан
79,Funke::N,ця́тка,очн
80,Feuer::N,тол,һал
81,Licht::N,ва́лда,герл
82,Schatten::N,цильф,сүүдр
83,Wetter::N,уша,теңгр
84,Nebel::N,тума́н,будн
85,Wolke::N,ковол,үүлн
86,Regen::N,пизем,хур
87,Schnee::N,лов,цасн
88,Eis::N,эй,мөсн
89,Frost::N,ке́льме,киитн
90,Kälte::N,якшама,киитн
91,Hitze::N,пси,халун
92,Raureif::N,леш,цаң
93,Raureif::N,леш,кирү
94,Regenbogen::N,а́тямъёнга,солңһ
95,Donner::N,атям,оһтрһун дун
96,Strömung::N,шудема́,урсхл
97,Tropfen::N,путькс,дусал
98,Tropfen::N,пътняфкс,дусал
99,Schaum::N,шов,көөсн
100,Schmutz::N,ърда́з,кир
101,See::N,эрьхке,нур
102,Sumpf::N,шяй,унул
103,Moor::N,шяй,улм
104,Wiese::N,луга,хадлһн
105,Wald::N,вирь,ө-модн
106,Hügel::N,губо́р,толһа
107,Hügel::N,пандоня,толһа
108,Anhöhe::N,губо́р,хамр
109,Berg::N,панда,уул
110,Gipfel::N,пря,ора
111,Höhle::N,у́нда,хадин көндә
112,Abhang::N,па́нда ша́ма,ташу
113,Quelle::N,эшиня,булг
114,Bach::N,шудерькс,һооҗур
115,Fluss::N,ляй,һол
116,Ufer::N,търва́,көвә
117,Küste::N,ляйтърва́,көвә
118,Küste::N,ляйтърва́,теңгсин көвә
119,Festland::N,мода,хүүрә һазр
120,Meer::N,моря,теңгс
121,Bucht::N,ведьуське,цекә
122,Bucht::N,ведьуське,теңгсин цекә
123,Insel::N,цёнга,арл
124,Blume::N,панчф,цецг
125,Gras::N,тише,ноһан
126,Wurzel::N,юр,уңг
127,Wurzel::N,ункс,уңг
128,Baum::N,шуфта,модн
129,Stamm::N,ро́нга,шилв
130,Stamm::N,ро́нга,һол модн
131,Rinde::N,кер,көрсн
132,Ast::N,морга,ац
133,Zweig::N,тарад,ац
134,Blatt::N,лопа,хамтхасн
135,Birke::N,ке́лу,хусм модн
136,Kiefer[Baum]::N,пиче,шар харһа
137,Weide[Baum]::N,каль,удн
138,Tanne::N,куз,җөөлн цаһан модн
139,Horn::N,сюра,өвр
140,Feder::N,толга,өрвлг
141,Fell::N,кедь,арсн
142,Flügel::N,паця,җивр
143,Klaue::N,кенже,хумсн
144,Kralle::N,кенже,тавг
145,Schwanz::N,пула,сүл
146,Ei::N,ал,өндгн
147,Nest::N,пиза,үр
148,Bau::N,пиза,нүкн
149,Tier::N,жува́та,мал
150,Herde::N,нал,сүрг мал
151,Herde::N,стада,сүрг мал
152,Kuh::N,скал,үкр
153,Kuh::N,тракс,үкр
154,Bulle::N,бука,бух
155,Pferd::N,лишме,мөрн
156,Schaf::N,уча́,хөн
157,Schwein::N,тува,һаха
158,Hund::N,пине,ноха
159,Katze::N,катоня,мис
160,Katze::N,аваката,мис
161,Bär::N,офта,аю
162,Eichhörnchen::N,ур,кермн
163,Elch::N,ся́рда,хандһа
164,Fuchs::N,келазь,арат
165,Hase::N,ну́мол,туула
166,Maus::N,шеер,хулһн
167,Wolf::N,върьгаз,чон
168,Vogel::N,нармонь,шовун
169,Schwarm::N,ко́вол,зел
170,Schwarm::N,ме́швеле,зел
171,Huhn::N,сараз,така
172,Hahn::N,а́тякш,эр така
173,Gans::N,маци,һалун
174,Adler::N,куцькан,һәрд
175,Ente::N,яксярга,нуһсн
176,Eule::N,ко́рож,һурвлһ
177,Kranich::N,ка́рга,тоһрун
178,Krähe::N,ва́рси,шаазһа
179,Kuckuck::N,ку́ку,эргин хуцдг
180,Schwan::N,ло́ксти,хун
181,Fisch::N,кал,заһсн
182,Barsch::N,о́кунь,шүрг
183,Hecht::N,щу́ка,цурх
184,Schlange[Tier]::N,куй,моһа
185,Wurm::N,сукс,өтн
186,Spinne::N,унжа́,аралҗн
187,Ameise::N,панжам,шорһлҗн
188,Laus::N,си,бөөсн
189,Mücke::N,ся́ське,бөкүн
190,Fliege::N,кару,батхн
191,Schmetterling::N,ме́лав,эрвәкә
192,Beere::N,и́мож,бөөлҗрһн
193,Apfel::N,марь,альмн
194,Pilz::N,панга,теңгрин ки
195,Zwiebel::N,шурьхкя́,мәңгрснә толһа
196,Saat::N,видьмот,буудян экн
197,Korn::N,сёра,экн
198,Heu::N,тише,өвсн
199,Schale::N,кедь,хальсн
200,Grube::N,лотка,нүкн
201,Falle::N,туфкс,урх
202,Falle::N,туфкс,хавх
203,Falle::N,кунда́ма,урх
204,Falle::N,кунда́ма,хавх
205,Schlinge::N,килькш,бүтү
206,Spur::N,пильгоки́,мөр
207,Asche::N,кулу,үмсн
208,Dreck::N,ърда́з,бальчг
209,Eisen::N,кшни,төмр
210,Gold::N,ока,алтн
211,Gold::N,золота,алтн
212,Silber::N,сия́,мөңгн
213,Silber::N,сия́,цаһан мөңгн
214,Kohle::N,седь,нүүрсн
215,Kohle::N,седьвальмя,нүүрсн
216,Glas::N,кля́нцек,шил
217,Lehm::N,сёвонь,шавр
218,Sand::N,шува́р,элсн
219,Mensch::N,ломань,күн
220,Mensch::N,ломань,күмн
221,Mann::N,аля,эр
222,Mann::N,цёраломань,эр
223,Frau::N,ава,күүкд күн
224,Kind::N,идь,үрн
225,Kind::N,шаба,үрн
226,Junge::N,цёраня,көвүн
227,Mädchen::N,стирня́,бичкн күүкн
228,Familie::N,тнал,бүл
229,Familie::N,семья,бүл
230,Großvater::N,атя,өвк эцк
231,Großvater::N,атя,наһц эцк
232,Großvater::N,щя́тя,өвк эцк
233,Großvater::N,щя́тя,наһц эцк
234,Großmutter::N,баба,эмг эк
235,Großmutter::N,баба,наһц эк
236,Eltern::N,тя́дят-а́лят,эк эцк хойр
237,Vater::N,аля,эцк
238,Mutter::N,ава,эк
239,Mutter::N,тядя,эк
240,Sohn::N,цёра,көвүн
241,Tochter::N,стирь,күүкн
242,Bruder::N,дуган,дү көвүн
243,Bruder::N,пяльне,дү көвүн
244,Schwester::N,ака,эгч
245,Schwester::N,ака,дү күүкн
246,Schwester::N,сазор,эгч
247,Schwester::N,сазор,дү күүкн
248,Onkel::N,оця,авһ
249,Onkel::N,оця,наһцх
250,Onkel::N,патя,авһ
251,Onkel::N,патя,наһцх
252,Onkel::N,щеня́,авһ
253,Onkel::N,щеня́,наһцх
254,Tante::N,ака,наһц эгч
255,Tante::N,щака,наһц эгч
256,Ehemann::N,мирде,залу
257,Ehefrau::N,ърьвя́,гергн
258,Freude::N,ке́нярдема,байр
259,Gelächter::N,рахсема,инәдн
260,Glück::N,паваз,җирһл
261,Glück::N,паваз,сәәхн җирһл
262,Kummer::N,ризф,зовлң
263,Kummer::N,пичефкс,зовлң
264,Wunsch::N,мяль,дурн
265,Wunsch::N,таколдома,дурн
266,Lust::N,таколдома,җилвтлһн
267,Geist::N,вайме,зөрг
268,Gedanke::N,мяль,ухан
269,Gedächtnis::N,прявий,чееҗин тодлвр
270,Verstand::N,прявий,ухан
271,Sinn::N,ён,учр-утх
272,Grund::N,туфта́л,учр
273,Grund::N,туфта́л,шалтан
274,Wahrheit::N,ви́де,үнн
275,Wahrheit::N,видеши́,үнн
276,Gespräch::N,корхтама,күүндвүр
277,Märchen::N,ёфкс,тууль
278,Erzählung::N,азкс,келвр
279,Nachricht::N,куля́,медүллһн
280,Neuigkeit::N,куля́,зәңг
281,Name::N,лем,нерн
282,Rätsel::N,со́дама ёфкс,тәәлвртә тууль
283,Rede::N,вал,келлһн
284,Rede::N,корхтама,келлһн
285,Sprache::N,кяль,келн
286,Stimme::N,вайгяль,дун
287,Wort::N,вал,үг
288,Zeichen::N,тя́ште,темдг
289,Zeichen::N,тя́штькс,темдг
290,Ruf::N,тердема,дуудлһн
291,Lärm::N,гайф,шууган
292,Lärm::N,жалакодома,шууган
293,Laut::N,вайгяль,ә
294,Ton::N,вайгяль,дун
295,Lied::N,мора,дун
296,Ruhe::N,сетьме,амулң
297,Leute::N,ломатть,әмтн
298,Volk::N,наро́д,улс
299,Arbeit::N,тев,көдлмш
300,Gast::N,и́нжи,гиич
301,Gast::N,ко́нак,гиич
302,Geschenk::N,казне,белг
303,Spiel::N,налхкома,наадн
304,Spiel::N,налхксема,наадн
305,Gesellschaft::N,кружок,олн
306,Hilfe::N,лездома,нөкд
307,Freund::N,я́лга,иньг
308,Kamerad::N,я́лга,үр
309,Angelegenheit::N,тев,керг
310,Anzahl::N,лувкс,то
311,Art::N,вид,зүүл
312,Stück::N,пакш,хусг
313,Teil::N,часть,хүв
314,Teil::N,пялькс,хүв
315,Hälfte::N,пяле,өрәл
316,Kreis::N,шаркс,төгрг
317,Kreuz::N,крёз,кирс
318,Linie::N,межа,зурасн
319,Linie::N,китькс,зурасн
320,Strich::N,межа,татасн
321,Abstand::N,ётка,зә
322,Entfernung::N,ётка,һазр
323,Gegend::N,ва́ста,һазр
324,Gegend::N,перьфпя́ль,һазр
325,Platz::N,ва́ста,зә
326,Ort::N,ва́ста,бәәрн
327,Seite::N,пяле,тал
328,Seite::N,пяле,хаҗу
329,Seite::N,пяле,хәврһ
330,Mitte::N,кучка́,дунд
331,Gegenstand::N,веща,юмн
332,Sache::N,тев,юмн
333,Sache::N,веща,юмн
334,Rand::N,пе,зах
335,Kante::N,и́рдез,ирмәг
336,Ecke::N,ужа,өнцг
337,Spitze::N,пря,үзүр
338,Ende::N,пе,үзүр
339,Loch::N,варя,хаһрха
340,Winkel::N,ужа,булң
341,Muster::N,сёрма,намч
342,Größe::N,серь,кемҗән
343,Länge::N,кува́лма,ут
344,Höhe::N,серь,өндр
345,Gewicht::N,сталма,күнд
346,Gewicht::N,сталма,чиңнүр
347,Menge::N,лувкс,ик
348,Haufen::N,мар,ова
349,Reihe::N,ряд,зерг
350,Reihe::N,ряд,зерглән
351,Boot::N,венеж,оңһц
352,Ruder::N,миле,хәәв
353,Schlitten::N,ну́рда,цан
354,Ski::N,сокс,лыҗ
355,Lagerfeuer::N,то́лмар,костёр
356,Last::N,канкс,күнд
357,Last::N,сталма,күнд
358,Gang::N,молема,йовлһн
359,Schritt::N,аськолкс,ишкм
360,Norden::N,якшама шире,ар үзг
361,Süden::N,ля́мбе ши́ре,өмн
362,Süden::N,ля́мбе ши́ре,өмн үзг
363,Westen::N,ши валгома шире,барун
364,Westen::N,ши валгома шире,барун үзг
365,Osten::N,шинь стяма шире,зүн
366,Osten::N,шинь стяма шире,зүн үзг
367,Holz::N,вирь,модн
368,Holz::N,шуфта,модн
369,Brett::N,лавця,харһа
370,Platte::N,плита́,хавтха чолун
371,Stütze::N,неже,тулг
372,Stange::N,олга,уньн
373,Stock::N,байдек,модн
374,Stab::N,олгоня,шуург
375,Rohr::N,турама,турва
376,Haus::N,куд,гер
377,Heim::N,куд,гер-бул
378,Ofen::N,пянакуд,беш
379,Fußboden::N,кия́кс,девскр
380,Tisch::N,шра,ширә
381,Tisch::N,моркш,ширә
382,Stuhl::N,стул,стул
383,Wiege::N,нюря́м,өлгә
384,Wiege::N,нюря́м,дүүҗң
385,Bett::N,ацам,орн
386,Bett::N,ацам,орндг
387,Regal::N,лавцяланга,таг
388,Regal::N,лавцяланга,тәвц
389,Kiste::N,парга,яршг
390,Fenster::N,валмья,терз
391,Tür::N,кенкш,үүдн
392,Tor::N,ортат,үүдн
393,Tor::N,ортат,өргн үүдн
394,Tor::N,ортат,хашан үүдн
395,Zaun::N,перяфкс,хаша
396,Dach::N,кудпря,деевр
397,Leiter::N,куцема,шат
398,Leiter::N,куцема,давшур
399,Besen::N,тяльме,сәвүр
400,Spaten::N,ка́йме,күрз
401,Schaufel::N,ко́поня,совг
402,Schaufel::N,ця́рдом,совг
403,Gabel::N,ця́нгоня,серә
404,Löffel::N,куцю,ухр
405,Messer::N,пеель,утх
406,Nagel::N,эска,хадасн
407,Haken::N,кя́чказ,дегә
408,Griff::N,недь,иш
409,Griff::N,недь,бәрүл
410,Griff::N,кунда́мка,иш
411,Griff::N,кунда́мка,бәрүл
412,Schloss::N,замо́к,оньс
413,Bild::N,карти́на,зург
414,Figur::N,ронга-понда,фигур
415,Puppe::N,ня́ка,наадһа
416,Beutel::N,кяскав,мишг
417,Bündel::N,кярьме,багла
418,Bündel::N,кярьме,боодһа
419,Tasche::N,кошяльня,сумк
420,Eimer::N,ве́дарка,суулһ
421,Deckel::N,тавадкс,бүркәсн
422,Deckel::N,вельхкс,бүркәсн
423,Geschirr::N,кядьге,сав
424,Geschirr::N,кядьге,сав-сарх
425,Sack::N,кяскав,мишг
426,Tasse::N,ша́ваня,ааһ
427,Topf::N,кавозь,кастрюль
428,Kessel::N,сргавозь,хәәсн
429,Essen::N,ярхцама,зоогллһн
430,Nahrung::N,ярхцампяль,теҗәл
431,Speise::N,ярхцама,хот
432,Fleisch::N,пал,махн
433,Fleisch::N,сиволь,махн
434,Getreide::N,сёра,хот болҗ эдлгддг цецгүдтә урһмл
435,Brei::N,ям,хаш
436,Brot::N,кши,өдмг
437,Scheibe::N,кочам,зүсм
438,Fett::N,куя́,өөкн
439,Butter::N,вай,тосн
440,Öl::N,вай,тосн
441,Salz::N,сал,давсн
442,Suppe::N,шонгарям,шөлн
443,Suppe::N,коршампяль,шөлн
444,Honig::N,медь,бал
445,Milch::N,лофца,үсн
446,Tee::N,чай,цә
447,Leder::N,кедь,арсн
448,Wolle::N,пона,утцн
449,Wolle::N,пона,эд
450,Stoff::N,котф,эд
451,Nadel::N,салмокс,зүн
452,Faden::N,сюре,утцн
453,Knopf::N,пуня,товч
454,Knoten::N,сюлма,зәңгдә
455,Farbe::N,архтомбяль,будг
456,Kleidung::N,щам,хувцн
457,Kleidung::N,щам,хувц-хунр
458,Hemd::N,па́нар,киилг
459,Kragen::N,сиве,зах
460,Ärmel::N,ожа,ханцн
461,Hose::N,понкст,шалвур
462,Gürtel::N,каркс,бүс
463,Mütze::N,вазь,махла
464,Schuh::N,башма́к,башмгуд
465,Stiefel::N,кя́ме,һосн
466,Ring::N,суркс,билцг
467,Band::N,керькс,лент
468,Band::N,лента,лент
469,Kamm::N,сюрьхцем,сам
470,Spiegel::N,ванома,толь
471,Riemen::N,шнань каркс,бүс
472,Schnur::N,пикс,деесн
473,Schnur::N,карькскя,деесн
474,Leine::N,вядьме,бурнтг
475,Leine::N,вядьме,нохан көтлвр
476,Decke::N,вельхкс,көнҗл
477,Kissen::N,тоду,дер
478,Tuch::N,руця́,альчур
479,Handtuch::N,на́рдама,полотенц
480,Handtuch::N,на́рдама,һар-нүүрин альчур
481,Kraft::N,вий,күчн
482,Stärke::N,вииши,чидл
483,Gesundheit::N,шумбраши́,эрүл-менд
484,Krankheit::N,урма́,өвчн
485,Krankheit::N,сярядема,өвчн
486,Schmerz::N,маряма,өвдлһн
487,Wunde::N,керф,шав
488,Fieber::N,маштыкс,безг
489,Arznei::N,надо́бья,эм
490,Arznei::N,пъчка́фтома,эм
491,Brücke::N,седь,тагт
492,Brunnen::N,эши,худг
493,Weide::N,ванома васта,малын идг
494,Pfad::N,ян,цувг
495,Pfad::N,киня́,цувг
496,Weg::N,ки,хаалһ
497,Straße::N,ки,зам
498,Dorf::N,веле,хотн
499,Stadt::N,ош,балһсн
500,Brief::N,сёрма,бичг
501,Buch::N,книга,дегтр
502,Buchstabe::N,бу́ква,үзг
503,Zeitung::N,газе́та,газет
504,Leben::N,эряф,җирһл
505,Leben::N,эряма,җирһл
506,Tod::N,кулома́,үкл
507,Tod::N,кулома́,өңгрлһн
508,Grab::N,калма,оршалһна нүкн
509,Kirche::N,це́рькав,чонҗ
510,Sünde::N,пежеть,нүл
511,Sünde::N,пежеть,килнц
512,Sünde::N,муворкс,нүл
513,Sünde::N,муворкс,килнц
514,Gott::N,шкай,бурхн
515,Arbeiter::N,трудендай,көдлмшч
516,Arbeiter::N,работник,көдлмшч
517,Chef::N,азор,толһач
518,Chef::N,оцюня,толһач
519,Meister::N,мастяр,урн
520,Arzt::N,врач,эмч
521,Arzt::N,доктор,эмч
522,Lehrer::N,учи́тель,багш
523,Geld::N,ярмакт,мөңгн
524,Geschäft::N,ладяфкс,көдлмш
525,Geschäft::N,ладяф тев,көдлмш
526,Laden::N,ла́вка,лавк
527,Preis::N,питне,үн
528,Ware::N,миф,эд-тавр
529,Ware::N,ра́маф,эд-тавр
530,Nutzen::N,пара,олз
531,Nutzen::N,лезкс,олз
532,Reichtum::N,ко́зяши,зөөр
533,Welt::N,свет,орчлң
534,Welt::N,свет,делкә
535,Land::N,мастор,орн-нутг
536,Staat::N,государства,государств
537,König::N,король,хан
538,Macht::N,азорондама,йосн
539,Macht::N,азорксши,йосн
540,Grenze::N,ёткаян,меҗә
541,Krieg::N,война́,дән
542,Feind::N,душман,дәәсн
543,Feind::N,каршек тюри,дәәсн
544,Gewalt::N,наругама,күч һарһлһн
545,Kampf::N,тюрема́,ноолдан
546,Kampf::N,тюрема́,бәрлдлһн
547,Bogen[Waffe]::N,нал,саадг
548,Pfeil::N,нал,сумн
549,Gewehr::N,винто́вка,бу
550,Fehler::N,эльбядькс,алдг
551,Lüge::N,васькафнема,худл
552,Schaden::N,зия́н,хорлт
553,Unglück::N,зия́н,гүрм
554,Schuld::N,муворши,гем
555,Schuld::N,муворши,буру
556,Alter::N,эряф кизот,насн
557,Alter::N,эряфонь пинге,насн
558,Schluss::N,пе,чилгч
559,Zeit::N,пинге,цаг
560,Tag::N,ши,өдр
561,Morgen::N,шобдава,өрүн
562,Mittag::N,шикучка,үд
563,Abend::N,иля́дь,асхн
564,Nacht::N,ве,сө
565,Woche::N,недя́ля,долан хонг
566,Monat::N,ков,сар
567,Jahr::N,киза,җил
568,Frühling::N,тунда́,хавр
569,Sommer::N,киза,зун
570,Herbst::N,сёксе,намр
571,Winter::N,тяла,үвл
572,Januar::N,кельмеков,январь
573,Februar::N,уфайков,февраль
574,März::N,марайков,март
575,März::N,марайков,моһа сар
576,April::N,шудиков,апрель
577,Mai::N,панжиков,май
578,Juni::N,лямбеков,июнь
579,Juni::N,лямбеков,мөчн сар
580,Juli::N,псиков,июль
581,August::N,сёроньков,август
582,September::N,тюжягов,һаха сар
583,Oktober::N,кельмазаков,октябрь
584,November::N,эйндамков,ноябрь
585,November::N,эйндамков,үкр сар
586,Dezember::N,кучкаков,бар сар
587,Montag::N,одговши,понедельник
588,Dienstag::N,ша́вши,вторник
589,Mittwoch::N,вержи,среда
590,Mittwoch::N,вержи,үлмҗ өдр
591,Donnerstag::N,шува́ланя,четверг
592,Donnerstag::N,шува́ланя,пүрвә өдр
593,Freitag::N,пя́денця,пятниц
594,Samstag::N,ёткши,суббот
595,Sonntag::N,таргоши,нарн өдр
596,Sonntag::N,таргоши,воскресень
597,groß::A,оцю,ик
598,klein::A,ёмла,бичкн
599,lang::A,кува́ка,ут
600,kurz::A,нюрьхкя́ня,оһтр
601,breit::A,кели,өргн
602,schmal::A,тяйня,уутьхн
603,dicht::A,сиде,нигт
604,dicht::A,туста,нигт
605,dick[Gegenstand]::A,эчке,зузан
606,dünn::A,шува́ня,нимгн
607,fein::A,шува́ня,нәрхн
608,fest::A,кеме,бат
609,flach::A,лапш,хавтха
610,glatt::A,вадяв,тегш
611,glatt::A,вадяв,тиньгр
612,glatt::A,такор,тегш
613,glatt::A,такор,тиньгр
614,hart::A,калгода,хату
615,weich::A,ляпе,җөөлн
616,weich::A,ляпе,җөөлкн
617,rund::A,кру́глай,төгрг
618,spitz::A,ботаз,шовһр
619,spitz::A,оржа,шовһр
620,scharf::A,оржа,хурц
621,stumpf::A,ношка,мука
622,schwer::A,стака,күнд
623,schön::A,мазы,сәәхн
624,heiß::A,пси,халун
625,warm::A,лямбе,дулан
626,kalt::A,кельме,киитн
627,kühl::A,эше,серүн
628,frisch::A,свежай,серүн
629,feucht::A,летьке,чиигтә
630,nass::A,начка,чиигтә
631,trocken::A,коське,хагсу
632,voll::A,пяшксе,дүүрң
633,leer::A,шава,сул
634,leer::A,шава,хоосн
635,offen::A,панжада,секәтә
636,offen::A,виде,секәтә
637,geschlossen::A,пякстаф,хаалһата
638,geschlossen::A,сёлгф,хаалһата
639,sauber::A,ару,цевр
640,schmutzig::A,рда́зу,киртә
641,schmutzig::A,пя́ндра,киртә
642,roh::A,верок,түүкә
643,reif::A,ке́нерьф,болсн
644,lecker::A,танцти,әмтәхн
645,süß::A,ламбама,әмтәхн
646,bitter::A,сяпи,һашун
647,bitter::A,сяпи,һашута
648,sauer::A,шапама,ишклң
649,hell::A,валда,герлтә
650,dunkel::A,шобда,харңһу
651,schwarz::A,равжа,хар
652,weiß::A,акша,цаһан
653,rot::A,якстерь,улан
654,gelb::A,тюжя́,шар
655,blau::A,сенем,көк
656,grün::A,пиже,көк
657,grün::A,сянгяря,көк
658,grau::A,уле,бор
659,bunt::A,сёрмав,алг
660,bunt::A,сёрмав,эрәтә
661,billig::A,у́цез,кимд
662,billig::A,аф пи́тни,кимд
663,teuer::A,пи́тни,үнтә
664,wertvoll::A,питни,үнтә
665,wertvoll::A,питни,эрднь
666,blind::A,сокор,сохр
667,taub::A,пярав,дүлә
668,kräftig::A,пяк вии,күчтә
669,stark::A,вии,чаңһ
670,schwach::A,лафча,күчн тату
671,fett::A,куя́,тарһн
672,schlank::A,виде ронга,эццн
673,hübsch::A,мазы,көркхн
674,böse::A,кяжи,уурта
675,dumm::A,аф ёню,тенг
676,dumm::A,шава пря,тенг
677,faul::A,нола,залху
678,fleißig::A,ку́лхцонды,кинән
679,fleißig::A,ку́лхцонды,кинмһә
680,geizig::A,кирьжя,ховдг
681,geizig::A,жаднай,ховдг
682,klug::A,ёню,ухата
683,klug::A,пря́ви,ухата
684,geschickt::A,маштозь тиф,чадмг
685,lieb::A,цебярь,эңкр
686,lustig::A,ра́хси,сергмҗтә
687,lustig::A,ра́хси,җирһлтә
688,sanft::A,сетьме,номһн
689,hungrig::A,вача,өлн
690,hungrig::A,вача,харһнсн
691,hungrig::A,вачеда,өлн
692,hungrig::A,вачеда,харһнсн
693,krank::A,сяряди,өвчтә
694,krank::A,сяряди,шалтгта
695,nackt::A,штада,нүцкн
696,nackt::A,кърхтапа,нүцкн
697,traurig::A,ла́жнай,һундлта
698,lebendig::A,эряй,әмд
699,gut::A,пара,сән
700,gut::A,цебярь,сән
701,schlecht::A,кальдяв,му
702,richtig::A,виде,зөвтә
703,schlimm::A,кальдяв,җигшүртә
704,wahr::A,афкуксонь,үнн
705,wahr::A,афкуксонь,мөн
706,alt::A,ташта,хуучн
707,neu::A,од,шин
708,ehemalig::A,и́нгольдень,хуучн
709,alt[Lebewesen]::A,сире,көгшн
710,jung::A,од,баһ
711,arm::A,а́шу,угатя
712,reich::A,козя,байн
713,bekannt::A,содаф,таньл
714,bekannt::A,содаф,таньдг
715,berühmt::A,содавикс,туурсн
716,fremd::A,лия,күүнә
717,fremd::A,аф содаф,күүнә
718,verschieden::A,аф фкя ла́цонь,әдл биш
719,verschieden::A,аф фкя ла́цонь,йилһәтә
720,nah::A,мала,өөрхн
721,nah::A,аф ичкоздень,өөрхн
722,fern::A,и́чкоздень,хол
723,fern::A,куна́рдонь,хол
724,linker::A,кержи,зүн
725,rechter::A,види,барун
726,anderer::A,лия,талдан
727,erster::A,васенце,негдгч
728,zweiter::A,омбоце,хойрдгч
729,dritter::A,колмоце,һурвдгч
730,letzter::A,ме́кольце,отхн
731,allein::ADV,ськамонза,һанцарн
732,auf einmal::ADV,вихцок,нег дәкҗ
733,zusammen::ADV,марс,хамдан
734,zusammen::ADV,ма́рса,хамдан
735,lange::ADV,кува́тьс,удан
736,plötzlich::ADV,а́пак учт,генткн
737,sofort::ADV,тяникиге,дарунь
738,später::ADV,ме́ле,сүүлд
739,jetzt::ADV,тяни,ода
740,heute::ADV,тячи,эндр
741,morgen::ADV,ва́нды,маңһдур
742,bald::ADV,курок,дарунь
743,dann::ADV,меле,дәкәд
744,dann::ADV,сяда меле,дәкәд
745,gestern::ADV,ися́к,өцклдүр
746,einst::ADV,весть,нег саамд
747,einst::ADV,мзя́рда-бди,нег саамд
748,damals::ADV,эста,тиигхд
749,danach::ADV,меле,тегәд
750,vorher::ADV,инголи,урд
751,zuerst::ADV,ва́сенда,түрүләд
752,einmal::ADV,весть,нег дәкҗ
753,manchmal::ADV,лия́ста,зәрмдән
754,manchmal::ADV,ко́ста-ко́ста,зәрмдән
755,oft::ADV,си́деста,хара биш
756,oft::ADV,си́деста,хатяр биш
757,oft::ADV,си́деста,дару-дарунь
758,immer::ADV,фалу,оньдинд
759,immer::ADV,най,оньдинд
760,niemals::ADV,аф мзя́рдонга,кезә чмгн биш
761,hier::ADV,тяса,энд
762,hier::ADV,тяса,энүнд
763,hierhin::ADV,сей,нааран
764,hierhin::ADV,тяза,нааран
765,von hier::ADV,тя́ста,эндәс
766,dort::ADV,тоса,тенд
767,dorthin::ADV,тов,тиигән
768,dorthin::ADV,тоза,тиигән
769,geradeaus::ADV,ви́деста,шуд
770,vorwärts::ADV,и́нголи,уралан
