,Concept_ID,xal,uz
93,Sumpf::N,унул,botqoq
94,Moor::N,улм,qir-adir
95,Wiese::N,хадлһн,o'tzor
96,Wald::N,ө-модн,o'rmon
97,Hügel::N,толһа,tepa
98,Anhöhe::N,хамр,adir
99,Berg::N,уул,tog'
100,Gipfel::N,ора,cho'qqi
101,Höhle::N,хадин көндә,kavak
102,Abhang::N,ташу,to'sh
103,Quelle::N,булг,buloq
104,Bach::N,һооҗур,o'zan
105,Fluss::N,һол,daryo
106,Ufer::N,көвә,sohil
107,Küste::N,көвә,qirg'oq
108,Küste::N,теңгсин көвә,qirg'oq
109,Festland::N,хүүрә һазр,materik
110,Meer::N,теңгс,dengiz
111,Bucht::N,цекә,qo'ltiq
112,Bucht::N,теңгсин цекә,qo'ltiq
113,Insel::N,арл,orol
114,Blume::N,цецг,gul
115,Gras::N,ноһан,sabza
116,Wurzel::N,уңг,tub
117,Wurzel::N,уңг,tomir
118,Baum::N,модн,daraxt
119,Stamm::N,шилв,o'simta
120,Stamm::N,һол модн,o'simta
121,Rinde::N,көрсн,qobiq
122,Ast::N,ац,shox
123,Zweig::N,ац,butoq
124,Blatt::N,хамтхасн,barg
125,Birke::N,хусм модн,qayin
126,Kiefer[Baum]::N,шар харһа,qarag'ay
127,Weide[Baum]::N,удн,shum
128,Tanne::N,җөөлн цаһан модн,archa
129,Horn::N,өвр,mugiz
130,Feder::N,өрвлг,par
131,Fell::N,арсн,mo'yna
132,Flügel::N,җивр,qanot
133,Klaue::N,хумсн,tirnoq
134,Kralle::N,тавг,tirnoq
135,Schwanz::N,сүл,quyruq
136,Ei::N,өндгн,tuxum
137,Nest::N,үр,oshyon
138,Bau::N,нүкн,o'pqon
139,Tier::N,мал,hayvon
140,Herde::N,сүрг мал,gala
141,Kuh::N,үкр,inak
142,Bulle::N,бух,ho'kiz
143,Pferd::N,мөрн,ot
144,Schaf::N,хөн,qo'y
145,Schwein::N,һаха,cho'chqa
146,Hund::N,ноха,it
147,Katze::N,мис,mushuk
148,Bär::N,аю,ayiq
149,Eichhörnchen::N,кермн,tiyin
150,Elch::N,хандһа,los
151,Fuchs::N,арат,tulki
152,Hase::N,туула,kuyon
153,Maus::N,хулһн,sichqon
154,Wolf::N,чон,bo'ri
155,Vogel::N,шовун,qush
156,Schwarm::N,зел,to'da
157,Huhn::N,така,tovuq
158,Hahn::N,эр така,xo'roz
159,Gans::N,һалун,g'oz
160,Adler::N,һәрд,burgut
161,Ente::N,нуһсн,o'rdak
162,Eule::N,һурвлһ,boyo'g'li
163,Kranich::N,тоһрун,turna
164,Krähe::N,шаазһа,qarg'a
165,Kuckuck::N,эргин хуцдг,kakku
166,Schwan::N,хун,oqkush
167,Fisch::N,заһсн,baliq
168,Barsch::N,шүрг,olabug'a
169,Hecht::N,цурх,cho'rtan
170,Schlange[Tier]::N,моһа,ilon
171,Wurm::N,өтн,qurt
172,Spinne::N,аралҗн,o'rgimchak
173,Ameise::N,шорһлҗн,chumoli
174,Laus::N,бөөсн,bit
175,Mücke::N,бөкүн,chivin
176,Fliege::N,батхн,pashsha
177,Schmetterling::N,эрвәкә,kapalak
178,Beere::N,бөөлҗрһн,meva
179,Apfel::N,альмн,olma
180,Pilz::N,теңгрин ки,qo'ziqorin
181,Zwiebel::N,мәңгрснә толһа,piyoz
182,Saat::N,буудян экн,äkin
183,Korn::N,экн,zarra
184,Heu::N,өвсн,xashak
185,Schale::N,хальсн,po'choq
186,Grube::N,нүкн,co'ra
187,Falle::N,урх,qopqon
188,Falle::N,хавх,qopqon
189,Schlinge::N,бүтү,sirtmoq
190,Spur::N,мөр,iz
191,Asche::N,үмсн,kul
192,Dreck::N,бальчг,kir
193,Eisen::N,төмр,temir
194,Gold::N,алтн,tilla
195,Silber::N,мөңгн,kumush
196,Silber::N,цаһан мөңгн,kumush
197,Kohle::N,нүүрсн,ko'mir
198,Glas::N,шил,oyna
199,Lehm::N,шавр,loy
200,Sand::N,элсн,qum
201,Mensch::N,күн,odam
202,Mensch::N,күмн,odam
203,Mann::N,эр,ärkak
204,Frau::N,күүкд күн,ayol
205,Kind::N,үрн,bola
206,Kind::N,үрн,kichkintoy
207,Junge::N,көвүн,bola
208,Mädchen::N,бичкн күүкн,qiz
209,Familie::N,бүл,oila
210,Großvater::N,өвк эцк,buva
211,Großvater::N,өвк эцк,katta ota
212,Großvater::N,наһц эцк,buva
213,Großvater::N,наһц эцк,katta ota
214,Großmutter::N,эмг эк,buvi
215,Großmutter::N,эмг эк,katta oyi
216,Großmutter::N,наһц эк,buvi
217,Großmutter::N,наһц эк,katta oyi
218,Eltern::N,эк эцк хойр,ota-ona
219,Vater::N,эцк,ota
220,Mutter::N,эк,ona
221,Sohn::N,көвүн,o'g'il
222,Tochter::N,күүкн,qiz
223,Bruder::N,дү көвүн,og'a
224,Bruder::N,дү көвүн,uka
225,Schwester::N,эгч,opa
226,Schwester::N,эгч,singil
227,Schwester::N,дү күүкн,opa
228,Schwester::N,дү күүкн,singil
229,Onkel::N,авһ,amaki
230,Onkel::N,наһцх,amaki
231,Tante::N,наһц эгч,amma
232,Tante::N,наһц эгч,xola
233,Ehemann::N,залу,är
234,Ehefrau::N,гергн,rafiqa
235,Freude::N,байр,ayish
236,Gelächter::N,инәдн,kulgi
237,Glück::N,җирһл,saodat
238,Glück::N,сәәхн җирһл,saodat
239,Kummer::N,зовлң,g'am
240,Wunsch::N,дурн,orzu
241,Lust::N,җилвтлһн,rag'bat
242,Geist::N,зөрг,ruh
243,Gedanke::N,ухан,fikr
244,Gedächtnis::N,чееҗин тодлвр,äs
245,Verstand::N,ухан,aql
246,Sinn::N,учр-утх,ma'ni
247,Grund::N,учр,sabab
248,Grund::N,шалтан,sabab
249,Wahrheit::N,үнн,haq
250,Gespräch::N,күүндвүр,gap
251,Märchen::N,тууль,ärtak
252,Erzählung::N,келвр,rivoyat
253,Nachricht::N,медүллһн,xabar
254,Neuigkeit::N,зәңг,yangilik
255,Name::N,нерн,ot
256,Rätsel::N,тәәлвртә тууль,topishmoq
257,Rede::N,келлһн,nutq
258,Sprache::N,келн,til
259,Stimme::N,дун,ovoz
260,Wort::N,үг,so'z
261,Zeichen::N,темдг,alomat
262,Ruf::N,дуудлһн,chaqiriq
263,Lärm::N,шууган,taraq
264,Laut::N,ә,tovush
265,Ton::N,дун,un
266,Lied::N,дун,ashula
267,Ruhe::N,амулң,tinchlik
268,Leute::N,әмтн,xaloyiq
269,Volk::N,улс,xalq
270,Arbeit::N,көдлмш,ish
271,Gast::N,гиич,mehmon
272,Geschenk::N,белг,hadya
273,Spiel::N,наадн,o'yin
274,Gesellschaft::N,олн,jamiyat
275,Hilfe::N,нөкд,yordam
276,Freund::N,иньг,do'st
277,Kamerad::N,үр,yo'ldosh
278,Angelegenheit::N,керг,daxl
279,Anzahl::N,то,son
280,Art::N,зүүл,tur
281,Stück::N,хусг,parcha
282,Teil::N,хүв,bo'lak
283,Hälfte::N,өрәл,yarim
284,Kreis::N,төгрг,aylana
285,Kreuz::N,кирс,xoch
286,Linie::N,зурасн,liniya
287,Strich::N,татасн,chiziq
288,Abstand::N,зә,oralik
289,Entfernung::N,һазр,uzoqlik
290,Gegend::N,һазр,yer
291,Platz::N,зә,oralig
292,Ort::N,бәәрн,joy
293,Seite::N,тал,yon
294,Seite::N,хаҗу,yon
295,Seite::N,хәврһ,yon
296,Mitte::N,дунд,o'rta
297,Gegenstand::N,юмн,ashyo
298,Sache::N,юмн,buyum
299,Rand::N,зах,chek
300,Kante::N,ирмәг,tig'
301,Ecke::N,өнцг,burchak
302,Spitze::N,үзүр,uch
303,Ende::N,үзүр,oxir
304,Loch::N,хаһрха,teshik
305,Winkel::N,булң,go'sha
306,Muster::N,намч,nusha
307,Größe::N,кемҗән,kattalik
308,Länge::N,ут,uzunlik
309,Höhe::N,өндр,yuksaklik
310,Gewicht::N,күнд,solmoq
311,Gewicht::N,чиңнүр,solmoq
312,Menge::N,ик,miqdor
313,Haufen::N,ова,uyum
314,Reihe::N,зерг,saf
315,Reihe::N,зерглән,saf
316,Boot::N,оңһц,qayiq
317,Ruder::N,хәәв,äshkak
318,Schlitten::N,цан,chana
319,Ski::N,лыҗ,chang'i
320,Lagerfeuer::N,костёр,gulxan
321,Last::N,күнд,yuk
322,Gang::N,йовлһн,yurish
323,Schritt::N,ишкм,qadam
324,Norden::N,ар үзг,shimol
325,Süden::N,өмн,janub
326,Süden::N,өмн үзг,janub
327,Westen::N,барун,g'arb
328,Westen::N,барун үзг,g'arb
329,Osten::N,зүн,sharq
330,Osten::N,зүн үзг,sharq
331,Holz::N,модн,yog'och
332,Brett::N,харһа,taxta
333,Platte::N,хавтха чолун,tabaqa
334,Stütze::N,тулг,tayanchi
335,Stange::N,уньн,qo'noq
336,Stock::N,модн,tayoq
337,Stab::N,шуург,gavron
338,Rohr::N,турва,tarnov
339,Haus::N,гер,uy
340,Heim::N,гер-бул,makon
341,Ofen::N,беш,pechka
342,Fußboden::N,девскр,pol
343,Tisch::N,ширә,mosa
344,Stuhl::N,стул,o'rindiq
345,Wiege::N,өлгә,beshik
346,Wiege::N,дүүҗң,beshik
347,Bett::N,орн,yotoq
348,Bett::N,орндг,yotoq
349,Regal::N,таг,tokcha
350,Regal::N,тәвц,tokcha
351,Kiste::N,яршг,sandiq
352,Fenster::N,терз,deraza
353,Tür::N,үүдн,äshik
354,Tor::N,үүдн,darvoza
355,Tor::N,өргн үүдн,darvoza
356,Tor::N,хашан үүдн,darvoza
357,Zaun::N,хаша,panjara
358,Dach::N,деевр,tom
359,Leiter::N,шат,narvon
360,Leiter::N,давшур,narvon
361,Besen::N,сәвүр,supurgi
362,Spaten::N,күрз,bel
363,Schaufel::N,совг,kurak
364,Gabel::N,серә,bilka
365,Löffel::N,ухр,qoshiq
366,Messer::N,утх,pichoq
367,Nagel::N,хадасн,mix
368,Netz::N,гөлм,to'r
369,Haken::N,дегә,ilgak
370,Griff::N,иш,sop
371,Griff::N,иш,tutqich
372,Griff::N,бәрүл,sop
373,Griff::N,бәрүл,tutqich
374,Schloss::N,оньс,qulf
375,Bild::N,зург,rasm
376,Figur::N,фигур,shakl
377,Puppe::N,наадһа,ko'g'irchoq
378,Beutel::N,мишг,to'rva
379,Bündel::N,багла,bog'lam
380,Bündel::N,боодһа,bog'lam
381,Tasche::N,сумк,kissa
382,Eimer::N,суулһ,chelak
383,Deckel::N,бүркәсн,qopqoq
384,Geschirr::N,сав,idish
385,Geschirr::N,сав-сарх,idish
386,Sack::N,мишг,qop
387,Tasse::N,ааһ,piyola
388,Topf::N,кастрюль,tuvak
389,Kessel::N,хәәсн,qozon
390,Essen::N,зоогллһн,tomoq
391,Nahrung::N,теҗәл,emak
392,Speise::N,хот,taom
393,Fleisch::N,махн,go'sht
394,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,g'alla
395,Brei::N,хаш,bo'tqa
396,Brot::N,өдмг,non
397,Scheibe::N,зүсм,disk
398,Fett::N,өөкн,moy
399,Butter::N,тосн,yog'
400,Öl::N,тосн,moy
401,Salz::N,давсн,tuz
402,Suppe::N,шөлн,sho'rva
403,Honig::N,бал,asal
404,Milch::N,үсн,sut
405,Tee::N,цә,choy
406,Leder::N,арсн,charm
407,Wolle::N,утцн,jun
408,Wolle::N,эд,jun
409,Stoff::N,эд,mato
410,Nadel::N,зүн,igna
411,Faden::N,утцн,ip
412,Knopf::N,товч,tugma
413,Knoten::N,зәңгдә,tugun
414,Farbe::N,будг,bo'yok
415,Kleidung::N,хувцн,kiyim
416,Kleidung::N,хувц-хунр,kiyim
417,Hemd::N,киилг,ko'ylak
418,Kragen::N,зах,yoqa
419,Ärmel::N,ханцн,yeng
420,Hose::N,шалвур,shim
421,Gürtel::N,бүс,tasma
422,Mütze::N,махла,shapka
423,Schuh::N,башмгуд,but
424,Stiefel::N,һосн,botinka
425,Ring::N,билцг,yuzuk
426,Band::N,лент,rishta
427,Kamm::N,сам,taroq
428,Spiegel::N,толь,ko'zgu
429,Riemen::N,бүс,qayish
430,Schnur::N,деесн,bog'ich
431,Leine::N,бурнтг,etak
432,Leine::N,нохан көтлвр,etak
433,Decke::N,көнҗл,odyol
434,Kissen::N,дер,yostiq
435,Tuch::N,альчур,gazlama
436,Handtuch::N,полотенц,sochiq
437,Handtuch::N,һар-нүүрин альчур,sochiq
438,Kraft::N,күчн,kuch
439,Stärke::N,чидл,quvvat
440,Gesundheit::N,эрүл-менд,sog'lik
441,Krankheit::N,өвчн,kasallik
442,Schmerz::N,өвдлһн,og'riq
443,Wunde::N,шав,yara
444,Fieber::N,безг,bezgak
445,Arznei::N,эм,dori
446,Brücke::N,тагт,ko'prik
447,Brunnen::N,худг,buloq
448,Weide::N,малын идг,yaylov
449,Pfad::N,цувг,dorojka
450,Weg::N,хаалһ,yo'l
451,Straße::N,зам,ko'cha
452,Dorf::N,хотн,ovul
453,Stadt::N,балһсн,shahar
454,Brief::N,бичг,maktub
455,Buch::N,дегтр,kitob
456,Buchstabe::N,үзг,harf
457,Zeitung::N,газет,gazet
458,Leben::N,җирһл,hayot
459,Tod::N,үкл,o'lim
460,Tod::N,өңгрлһн,o'lim
461,Grab::N,оршалһна нүкн,go'r
462,Kirche::N,чонҗ,cherkov
463,Sünde::N,нүл,gunoh
464,Sünde::N,килнц,gunoh
465,Gott::N,бурхн,olloh
466,Arbeiter::N,көдлмшч,ishchi
467,Chef::N,толһач,rais
468,Meister::N,урн,usta
469,Arzt::N,эмч,hakim
470,Lehrer::N,багш,muallim
471,Geld::N,мөңгн,pul
472,Geschäft::N,көдлмш,savdo
473,Laden::N,лавк,do'kon
474,Preis::N,үн,baho
475,Ware::N,эд-тавр,mol
476,Nutzen::N,олз,foyda
477,Reichtum::N,зөөр,boylik
478,Welt::N,орчлң,olam
479,Welt::N,делкә,olam
480,Land::N,орн-нутг,o'lka
481,Staat::N,государств,davlat
482,König::N,хан,qirol
483,Macht::N,йосн,iqtidor
484,Grenze::N,меҗә,chegara
485,Krieg::N,дән,harb
486,Feind::N,дәәсн,dushman
487,Gewalt::N,күч һарһлһн,zo'rlik
488,Kampf::N,ноолдан,kurash
489,Kampf::N,бәрлдлһн,kurash
490,Bogen[Waffe]::N,саадг,yoy
491,Pfeil::N,сумн,o'q
492,Gewehr::N,бу,vintovka
493,Fehler::N,алдг,xato
494,Lüge::N,худл,yolg'on
495,Schaden::N,хорлт,ziyon
496,Unglück::N,гүрм,balo
497,Schuld::N,гем,ayb
498,Schuld::N,буру,ayb
499,Alter::N,насн,yosh
500,Schluss::N,чилгч,tamom
501,Zeit::N,цаг,vaqt
502,Tag::N,өдр,kun
503,Morgen::N,өрүн,saboh
504,Mittag::N,үд,kun tushlik
505,Abend::N,асхн,oqshom
506,Nacht::N,сө,tun
507,Woche::N,долан хонг,hafta
508,Monat::N,сар,oy
509,Jahr::N,җил,yil
510,Frühling::N,хавр,bahor
511,Sommer::N,зун,yoz
512,Herbst::N,намр,kuz
513,Herbst::N,намр,xazon
514,Winter::N,үвл,qish
515,Januar::N,январь,yanvar'
516,Februar::N,февраль,fevral'
517,März::N,март,mart
518,März::N,моһа сар,mart
519,April::N,апрель,aprel'
520,Mai::N,май,may
521,Juni::N,июнь,iyun'
522,Juni::N,мөчн сар,iyun'
523,Juli::N,июль,iyul'
524,August::N,август,avgust
525,September::N,һаха сар,sentyabr'
526,Oktober::N,октябрь,oktyabr'
527,November::N,ноябрь,noyabr'
528,November::N,үкр сар,noyabr'
529,Dezember::N,бар сар,dekabr'
530,Montag::N,понедельник,dushanba
531,Dienstag::N,вторник,seshanba
532,Mittwoch::N,среда,chorshanba
533,Mittwoch::N,үлмҗ өдр,chorshanba
534,Donnerstag::N,четверг,payshanba
535,Donnerstag::N,пүрвә өдр,payshanba
536,Freitag::N,пятниц,juma
537,Samstag::N,суббот,shanba
538,Sonntag::N,нарн өдр,yakshanba
539,Sonntag::N,воскресень,yakshanba
540,groß::A,ик,buyuk
541,klein::A,бичкн,kichik
542,lang::A,ут,uzun
543,kurz::A,оһтр,qisqa
544,breit::A,өргн,keng
545,schmal::A,уутьхн,änsiz
546,dicht::A,нигт,quyuq
547,dick[Gegenstand]::A,зузан,qalin
548,dünn::A,нимгн,ingichka
549,fein::A,нәрхн,mayin
550,fest::A,бат,qattiq
551,flach::A,хавтха,yalpoq
552,glatt::A,тегш,tekis
553,glatt::A,тиньгр,tekis
554,hart::A,хату,qattiq
555,weich::A,җөөлн,yumshoq
556,weich::A,җөөлкн,yumshoq
557,rund::A,төгрг,yumaloq
558,spitz::A,шовһр,uchli
559,scharf::A,хурц,keskir
560,stumpf::A,мука,to'mtoq
561,schwer::A,күнд,salmoqli
562,schön::A,сәәхн,go'zal
563,heiß::A,халун,qiziq
564,warm::A,дулан,issiq
565,kalt::A,киитн,sovuq
566,kühl::A,серүн,salqin
567,frisch::A,серүн,toza
568,feucht::A,чиигтә,namli
569,nass::A,чиигтә,nam
570,trocken::A,хагсу,quruq
571,voll::A,дүүрң,to'la
572,leer::A,сул,puch
573,leer::A,хоосн,puch
574,offen::A,секәтә,ochiq
575,geschlossen::A,хаалһата,berk
576,sauber::A,цевр,ozoda
577,schmutzig::A,киртә,kir
578,roh::A,түүкә,xom
579,reif::A,болсн,pishiq
580,lecker::A,әмтәхн,shirin
581,süß::A,әмтәхн,shirin
582,bitter::A,һашун,achchiq
583,bitter::A,һашута,achchiq
584,sauer::A,ишклң,achchiq
585,hell::A,герлтә,yorug'
586,dunkel::A,харңһу,qorong'i
587,schwarz::A,хар,qora
588,weiß::A,цаһан,oq
589,rot::A,улан,qizil
590,gelb::A,шар,sariq
591,blau::A,көк,zangori
592,grün::A,көк,yashil
593,grau::A,бор,bo'z
594,bunt::A,алг,ola
595,bunt::A,эрәтә,ola
596,billig::A,кимд,arzon
597,teuer::A,үнтә,qimmat
598,wertvoll::A,үнтә,qimmat
599,wertvoll::A,эрднь,qimmat
600,blind::A,сохр,ko'r
601,taub::A,дүлә,garang
602,kräftig::A,күчтә,kuchli
603,stark::A,чаңһ,quvvatli
604,schwach::A,күчн тату,kuchsiz
605,fett::A,тарһн,semiz
606,schlank::A,эццн,ingichka
607,hübsch::A,көркхн,ko'rkam
608,böse::A,уурта,yovuz
609,dumm::A,тенг,aqlsiz
610,faul::A,залху,ärinchak
611,fleißig::A,кинән,ishchan
612,fleißig::A,кинмһә,ishchan
613,geizig::A,ховдг,qurumsoq
614,klug::A,ухата,oqil
615,geschickt::A,чадмг,äpchil
616,lieb::A,эңкр,aziz
617,lustig::A,сергмҗтә,chaqchaq
618,lustig::A,җирһлтә,chaqchaq
619,sanft::A,номһн,asta
620,hungrig::A,өлн,och
621,hungrig::A,харһнсн,och
622,krank::A,өвчтә,kasal
623,krank::A,шалтгта,kasal
624,nackt::A,нүцкн,yalang
625,traurig::A,һундлта,xafa
626,lebendig::A,әмд,hayotiy
627,gut::A,сән,soz
628,schlecht::A,му,yomon
629,richtig::A,зөвтә,rost
630,schlimm::A,җигшүртә,yovuz
631,wahr::A,үнн,haqiqiy
632,wahr::A,мөн,haqiqiy
633,alt::A,хуучн,äski
634,neu::A,шин,yangi
635,ehemalig::A,хуучн,sobiq
636,alt[Lebewesen]::A,көгшн,qari
637,jung::A,баһ,navqiron
638,arm::A,угатя,abgor
639,reich::A,байн,boy
640,bekannt::A,таньл,ma'lum
641,bekannt::A,таньдг,ma'lum
642,berühmt::A,туурсн,mashhur
643,fremd::A,күүнә,yot
644,verschieden::A,әдл биш,turli
645,verschieden::A,йилһәтә,turli
646,nah::A,өөрхн,yaqindagi
647,fern::A,хол,uzoq
648,linker::A,зүн,so'l
649,rechter::A,барун,o'ng
650,anderer::A,талдан,boshqa
651,erster::A,негдгч,birinchi
652,zweiter::A,хойрдгч,ikkinchi
653,dritter::A,һурвдгч,uchinchi
654,letzter::A,отхн,oxirgi
655,allein::ADV,һанцарн,o'zicha
656,auf einmal::ADV,нег дәкҗ,varakay
657,zusammen::ADV,хамдан,barobar
658,lange::ADV,удан,uzoq
659,plötzlich::ADV,генткн,qo'qqisdan
660,sofort::ADV,дарунь,darrov
661,später::ADV,сүүлд,so'ngra
662,jetzt::ADV,ода,hozirgina
663,heute::ADV,эндр,bugun
664,morgen::ADV,маңһдур,ärta
665,bald::ADV,дарунь,toz
666,dann::ADV,дәкәд,keyin
667,gestern::ADV,өцклдүр,kecha
668,einst::ADV,нег саамд,avvallari
669,damals::ADV,тиигхд,ugal
670,danach::ADV,тегәд,so'ngra
671,vorher::ADV,урд,avval
672,zuerst::ADV,түрүләд,avval
673,einmal::ADV,нег дәкҗ,bir marta
674,manchmal::ADV,зәрмдән,onda-sonda
675,oft::ADV,хара биш,tez-tez
676,oft::ADV,хатяр биш,tez-tez
677,oft::ADV,дару-дарунь,tez-tez
678,immer::ADV,оньдинд,har vaqt
679,niemals::ADV,кезә чмгн биш,hargiz
680,hier::ADV,энд,shu erda
681,hier::ADV,энүнд,shu erda
682,hierhin::ADV,нааран,beri
683,von hier::ADV,эндәс,shu erdan
684,dort::ADV,тенд,ana
685,dorthin::ADV,тиигән,u yerga
686,geradeaus::ADV,шуд,to'g'ri
687,vorwärts::ADV,уралан,ilgari
688,rückwärts::ADV,гедргән,qoloq
689,zurück::ADV,хәрү,orqada
690,unten::ADV,дор,pastda
691,hinab::ADV,дор,tubanga
692,hinab::ADV,доракшан,tubanga
693,oben::ADV,деер,ustida
694,hinauf::ADV,өөдән,yuqorida
695,hinauf::ADV,деер,yuqorida
696,überall::ADV,альд болв чигн,har erda
697,nicht::ADV,эс,ämas
698,nicht::ADV,биш,ämas
699,nicht::ADV,бичә,ämas
700,ein wenig::ADV,баахн,biroz
701,ein wenig::ADV,баахнар,biroz
702,kaum::ADV,әрә,arang
703,sehr::ADV,йир,ancha
704,so::ADV,иигҗ,shunday
705,noch::ADV,ода чигн,hali
706,nur::ADV,һанцхн,yolg'iz
707,schon::ADV,одх,endi
708,wieder::ADV,бас,yana
709,vergebens::ADV,киидән,bekorga
710,vor::PRP,урд,burun
711,hinter::PRP,ца,ketida
712,unter::PRP,дор,ostida
713,durch::PRP,ивт,bo'ylab
714,durch::PRP,дундаһур,bo'ylab
715,neben::PRP,хаҗуд,yonida
716,zwischen::PRP,хоорнд,orada
717,wegen::PRP,көлтә,sababli
718,wegen::PRP,деерәс,sababli
719,dies::PRN,эн,o'sha
720,das::PRN,тер,narigi
721,alles::PRN,цуһар,har nima
722,ich::PRN,би,men
723,du::PRN,чи,sen
724,er::PRN,тер,u
725,wir::PRN,мадн,biz
726,ihr::PRN,та,siz
727,sie::PRN,тедн,ular
728,was::FPRN,юн,nima
729,wer::FPRN,кен,kim
730,wo::FADV,хама,qaerda
731,wohin::FADV,хамаран,qayerga
732,wie::FADV,яһҗ,qanday
733,wie::FADV,яһад,qanday
734,warum::FADV,юңгад,nega
735,wieviel::FNUM,кедү,qancha
736,eins::NUM,негн,bir
737,zwei::NUM,хойр,ikki
738,drei::NUM,һурвн,uch
739,vier::NUM,дөрвн,to'rt
740,fünf::NUM,тавн,besh
741,sechs::NUM,зурһан,olti
742,sieben::NUM,долан,etti
743,acht::NUM,нәәмн,sakkiz
744,neun::NUM,йисн,to'qqiz
745,zehn::NUM,арвн,o'n
746,elf::NUM,арвн негн,o'n bir
747,zwölf::NUM,арвн хойр,o'n ikki
748,zwanzig::NUM,хөрн,yigirma
749,dreißig::NUM,һучн,o'ttiz
750,vierzig::NUM,дөчн,qirq
751,fünfzig::NUM,тәвн,ällik
752,sechzig::NUM,җирн,oltmish
753,siebzig::NUM,далн,etmish
754,achtzig::NUM,найн,sakson
755,neunzig::NUM,йирн,to'qson
756,hundert::NUM,зун,yuz
757,tausend::NUM,миңһн,ming
758,und::CNJ,болн,va
759,oder::CNJ,эс гиҗ,yo
760,oder::CNJ,эс гихлә,yo
761,stehen::V,зогсх,turmoq
762,sitzen::V,суух,o'tirmoq
763,liegen::V,кевтх,yotmoq
764,hängen::V,өлгәтә бәәх,osilmoq
765,werden::V,болх,bo'lmoq
766,passieren::V,болх,bo'lib o'tmoq
767,beginnen::V,эклх,boshlanmoq
768,enden::V,төгсх,bitmoq
769,wechseln::V,хүврх,o'zgarmoq
770,aufgehen[Sonne]::V,һарх,chiqmoq
771,untergehen[Sonne]::V,орх,botmoq
772,untergehen[Sonne]::V,сүүрлх,botmoq
773,scheinen[Sonne]::V,герлтх,yaraqlamoq
774,donnern::V,күрҗңнх,gulduramoq
