,Concept_ID,ja,zh
138,Pferd::N,馬,马
139,Schaf::N,羊,羊
140,Schwein::N,豚,猪
141,Hund::N,犬,狗
142,Katze::N,猫,猫
143,Bär::N,熊,熊
144,Eichhörnchen::N,栗鼠,松鼠
145,Elch::N,ヘラジカ,麋鹿
146,Fuchs::N,狐,狐狸
147,Hase::N,兎,兔子
148,Maus::N,鼠,老鼠
149,Wolf::N,狼,狼
150,Vogel::N,鳥,鸟
151,Schwarm::N,群れ,群
152,Huhn::N,鶏,鸡
153,Hahn::N,雄鶏,公鸡
154,Gans::N,ガチョウ,鹅
155,Adler::N,鷲,鹰
156,Ente::N,鴨,鸭
157,Eule::N,フクロウ,猫头鹰
158,Kranich::N,鶴,鹤
159,Krähe::N,烏,乌鸦
160,Kuckuck::N,郭公,布谷鸟
161,Schwan::N,白鳥,天鹅
162,Fisch::N,魚,鱼
163,Barsch::N,鱸,鲈鱼
164,Hecht::N,川魳,狗鱼
165,Schlange[Tier]::N,蛇,蛇
166,Wurm::N,虫,蠕虫
167,Spinne::N,蜘蛛,蜘蛛
168,Ameise::N,蟻,蚂蚁
169,Laus::N,虱,虱子
170,Mücke::N,蚊,蚊子
171,Fliege::N,蝿,苍蝇
172,Schmetterling::N,蝶,蝴蝶
173,Beere::N,漿果,将果
174,Apfel::N,林檎,苹果
175,Pilz::N,茸,蘑菇
176,Zwiebel::N,玉葱,洋葱
177,Saat::N,種,种子
178,Korn::N,粒,谷粒
179,Heu::N,干し草,干草
180,Schale::N,皮,壳
181,Grube::N,穴,坑
182,Falle::N,わな,圈套
183,Schlinge::N,輪,活扣
184,Spur::N,跡,踪迹
185,Asche::N,灰,灰烬
186,Dreck::N,泥,污垢
187,Eisen::N,鉄,铁
188,Gold::N,金,金子
189,Silber::N,銀,银
190,Kohle::N,炭,煤
191,Glas::N,ガラス,玻璃
192,Lehm::N,ローム,粘土
193,Sand::N,砂,沙
194,Mensch::N,人,人
195,Mann::N,男,男子
196,Mann::N,男性,男子
197,Frau::N,女,妇女
198,Frau::N,女性,妇女
199,Kind::N,子,小孩
200,Kind::N,子供,小孩
201,Junge::N,男の子,男孩
202,Mädchen::N,女の子,女孩
203,Familie::N,家族,家庭
204,Großvater::N,祖父,祖父
205,Großvater::N,おじいさん,祖父
206,Großmutter::N,祖母,祖母
207,Großmutter::N,おばあさん,祖母
208,Eltern::N,親,父母
209,Eltern::N,両親,父母
210,Vater::N,父,父亲
211,Vater::N,お父さん,父亲
212,Mutter::N,母,母亲
213,Mutter::N,お母さん,母亲
214,Sohn::N,息子,儿子
215,Sohn::N,息子さん,儿子
216,Tochter::N,娘,女儿
217,Tochter::N,お嬢さん,女儿
218,Bruder::N,弟,兄弟
219,Schwester::N,妹,姐妹
220,Onkel::N,伯父,伯父
221,Onkel::N,伯父さん,伯父
222,Tante::N,叔母,阿姨
223,Tante::N,叔母さん,阿姨
224,Ehemann::N,夫,丈夫
225,Ehemann::N,主人,丈夫
226,Ehefrau::N,妻,妻子
227,Ehefrau::N,奥さん,妻子
228,Freude::N,喜び,愉快
229,Gelächter::N,笑い,大笑
230,Glück::N,幸せ,运气
231,Kummer::N,悩み,苦恼
232,Wunsch::N,希望,愿望
233,Lust::N,気,乐趣
234,Geist::N,精神,精神
235,Gedanke::N,考え,思想
236,Gedächtnis::N,記憶,记性
237,Verstand::N,理解力,理智
238,Sinn::N,意味,感觉
239,Grund::N,理由,理由
240,Wahrheit::N,真実,真理
241,Gespräch::N,会話,谈话
242,Märchen::N,童話,童话
243,Erzählung::N,物語,故事
244,Nachricht::N,報告,消息
245,Neuigkeit::N,ニュース,新闻
246,Name::N,名前,名字
247,Rätsel::N,謎,谜语
248,Rede::N,演説,讲话
249,Sprache::N,言語,语言
250,Stimme::N,声,声音
251,Wort::N,言葉,词
252,Zeichen::N,記号,标记
253,Ruf::N,呼び声,呼喊
254,Lärm::N,騒音,噪音
255,Laut::N,音,响声
256,Ton::N,音,声音
257,Lied::N,歌,歌曲
258,Ruhe::N,静けさ,安静
259,Leute::N,人々,人们
260,Volk::N,民族,人民
261,Arbeit::N,仕事,劳动
262,Gast::N,客,客人
263,Geschenk::N,贈り物,礼物
264,Spiel::N,遊び,游戏
265,Gesellschaft::N,社会,陪同
266,Hilfe::N,援助,帮助
267,Freund::N,友達,朋友
268,Kamerad::N,同志,同志
269,Angelegenheit::N,件,事情
270,Anzahl::N,数,数目
271,Art::N,種類,种类
272,Stück::N,部分,块
273,Teil::N,部分,部分
274,Hälfte::N,半分,一半
275,Kreis::N,円,圆
276,Kreuz::N,十字,十字架
277,Linie::N,線,线条
278,Strich::N,線,划
279,Abstand::N,距離,距离
280,Entfernung::N,距離,距离
281,Gegend::N,辺,地区
282,Gegend::N,地域,地区
283,Platz::N,ゆとり,场所
284,Ort::N,所,地点
285,Ort::N,場所,地点
286,Seite::N,横,面
287,Mitte::N,真ん中,中间
288,Gegenstand::N,物件,物品
289,Sache::N,物,物
290,Rand::N,端,边
291,Kante::N,縁,棱
292,Ecke::N,角,角
293,Spitze::N,先頭,尖
294,Ende::N,端,结尾
295,Loch::N,穴,洞
296,Winkel::N,片隅,角度
297,Muster::N,模様,模型
298,Größe::N,大きさ,大小
299,Länge::N,長さ,长度
300,Höhe::N,高さ,高度
301,Gewicht::N,重さ,重量
302,Menge::N,量,数量
303,Haufen::N,堆積,堆
304,Reihe::N,並び,行
305,Boot::N,ボート,小船
306,Ruder::N,オール,奖
307,Schlitten::N,そり,雪橇
308,Ski::N,スキー,雪板
309,Lagerfeuer::N,篝火,营火
310,Last::N,荷物,负担
311,Gang::N,歩み,行走
312,Schritt::N,歩,步伐
313,Norden::N,北,北
314,Süden::N,南,南
315,Westen::N,西,西
316,Osten::N,東,东
317,Holz::N,木,木材
318,Holz::N,木材,木材
319,Brett::N,板,木板
320,Platte::N,盤,平板
321,Stütze::N,支柱,支架
322,Stange::N,棒,杆
323,Stock::N,杖,棒
324,Stab::N,棒,棍
325,Rohr::N,管,管子
326,Haus::N,家,房屋
327,Heim::N,家,家
328,Ofen::N,ストーブ,炉子
329,Fußboden::N,床,地板
330,Tisch::N,机,桌子
331,Stuhl::N,椅子,椅子
332,Wiege::N,揺籃,摇蓝
333,Bett::N,ベッド,床
334,Regal::N,棚,架子
335,Kiste::N,箱,箱子
336,Fenster::N,窓,窗户
337,Tür::N,戸,门
338,Tür::N,ドア,门
339,Tor::N,門,大门
340,Zaun::N,垣根,篱笆
341,Dach::N,屋根,屋顶
342,Leiter::N,梯子,梯子
343,Besen::N,ほうき,扫帚
344,Spaten::N,スコップ,铁锹
345,Schaufel::N,シャベル,铁锹
346,Gabel::N,フォーク,叉
347,Löffel::N,スプーン,食匙
348,Messer::N,ナイフ,刀
349,Nagel::N,釘,钉子
350,Netz::N,網,网
351,Haken::N,鉤,钩子
352,Haken::N,フック,钩子
353,Griff::N,取っ手,把柄
354,Schloss::N,錠,锁
355,Bild::N,絵,图画
356,Figur::N,像,人像
357,Puppe::N,人形,娃娃
358,Beutel::N,袋,袋子
359,Bündel::N,束,捆
360,Bündel::N,包み,捆
361,Tasche::N,かばん,手提包
362,Eimer::N,バケツ,桶
363,Deckel::N,蓋,盖子
364,Geschirr::N,食器,餐具
365,Sack::N,袋,袋子
366,Tasse::N,カップ,杯子
367,Topf::N,鍋,锅
368,Kessel::N,釜,水壶
369,Essen::N,食事,进餐
370,Nahrung::N,食物,食物
371,Speise::N,料理,菜肴
372,Fleisch::N,肉,肉
373,Getreide::N,麦,谷物
374,Getreide::N,穀物,谷物
375,Brei::N,粥,粥
376,Brot::N,パン,面包
377,Scheibe::N,枚,片
378,Scheibe::N,切れ,片
379,Fett::N,脂肪,脂肪
380,Butter::N,バター,黄油
381,Öl::N,油,油
382,Salz::N,塩,盐
383,Suppe::N,スープ,汤
384,Honig::N,蜂蜜,蜂蜜
385,Milch::N,牛乳,奶
386,Tee::N,茶,茶
387,Tee::N,お茶,茶
388,Leder::N,革,皮革
389,Wolle::N,毛糸,毛线
390,Stoff::N,布,织物
391,Nadel::N,針,针
392,Faden::N,糸,线
393,Knopf::N,ボタン,纽扣
394,Knoten::N,結び目,结
395,Farbe::N,ペンキ,颜色
396,Kleidung::N,衣服,衣服
397,Hemd::N,シャツ,衬衫
398,Kragen::N,襟,领子
399,Ärmel::N,袖,袖子
400,Hose::N,ズボン,裤子
401,Gürtel::N,帯,腰带
402,Gürtel::N,ベルト,腰带
403,Mütze::N,帽子,帽子
404,Schuh::N,靴,鞋
405,Stiefel::N,ブーツ,靴子
406,Ring::N,輪,戒指
407,Band::N,リボン,带子
408,Kamm::N,櫛,梳子
409,Spiegel::N,鏡,镜子
410,Riemen::N,緒,皮带
411,Schnur::N,紐,绳子
412,Leine::N,綱,皮带
413,Decke::N,掛け布団,被子
414,Kissen::N,枕,软垫
415,Tuch::N,スカーフ,巾
416,Handtuch::N,タオル,手巾
417,Kraft::N,力,力
418,Stärke::N,強さ,力量
419,Gesundheit::N,健康,健康
420,Krankheit::N,病気,病
421,Schmerz::N,痛み,痛
422,Wunde::N,傷,伤口
423,Fieber::N,熱,发烧
424,Arznei::N,薬,药
425,Brücke::N,橋,桥
426,Brunnen::N,井戸,井
427,Weide::N,牧場,牧场
428,Pfad::N,小路,小路
429,Weg::N,道,路
430,Straße::N,街道,街
431,Dorf::N,村,村庄
432,Stadt::N,町,城市
433,Stadt::N,都市,城市
434,Brief::N,手紙,信
435,Buch::N,本,书
436,Buchstabe::N,文字,字母
437,Zeitung::N,新聞,报纸
438,Leben::N,生活,生命
439,Tod::N,死,死亡
440,Grab::N,墓,坟墓
441,Kirche::N,教会,教堂
442,Sünde::N,罪,罪
443,Gott::N,神,上帝
444,Arbeiter::N,労働者,工人
445,Chef::N,上司,上司
446,Meister::N,達人,师傅
447,Meister::N,マイスター,师傅
448,Arzt::N,医者,医生
449,Lehrer::N,先生,教师
450,Geld::N,金,钱
451,Geschäft::N,取り引き,交易
452,Laden::N,店,商店
453,Preis::N,値段,价格
454,Ware::N,商品,商品
455,Nutzen::N,利益,好处
456,Reichtum::N,豊かさ,财富
457,Welt::N,世界,世界
458,Land::N,国,国家
459,Staat::N,国家,国家
460,König::N,国王,国王
461,Macht::N,権力,权力
462,Grenze::N,国境,边界
463,Krieg::N,戦争,战争
464,Feind::N,敵,敌人
465,Gewalt::N,暴力,暴力
466,Kampf::N,戦い,战斗
467,Bogen[Waffe]::N,弓,弓
468,Pfeil::N,矢,箭
469,Gewehr::N,銃,枪
470,Fehler::N,間違い,错误
471,Lüge::N,嘘,谎话
472,Schaden::N,損害,损失
473,Unglück::N,不幸,不幸
474,Schuld::N,罪,过错
475,Alter::N,年,年龄
476,Alter::N,年齢,年龄
477,Schluss::N,終わり,结束
478,Zeit::N,時,时间
479,Zeit::N,時間,时间
480,Tag::N,日,天
481,Morgen::N,朝,早晨
482,Mittag::N,昼,中午
483,Abend::N,晩,晚上
484,Abend::N,夕方,晚上
485,Nacht::N,夜,夜
486,Woche::N,週,星期
487,Monat::N,月,月
488,Jahr::N,年,年
489,Frühling::N,春,春天
490,Sommer::N,夏,夏天
491,Herbst::N,秋,秋天
492,Winter::N,冬,冬天
493,Januar::N,一月,一月
494,Februar::N,二月,二月
495,März::N,三月,三月
496,April::N,四月,四月
497,Mai::N,五月,五月
498,Juni::N,六月,六月
499,Juli::N,七月,七月
500,August::N,八月,八月
501,September::N,九月,九月
502,Oktober::N,十月,十月
503,November::N,十一月,十一月
504,Dezember::N,十二月,十二月
505,Montag::N,月曜日,星期一
506,Dienstag::N,火曜日,星期二
507,Mittwoch::N,水曜日,星期三
508,Donnerstag::N,木曜日,星期四
509,Freitag::N,金曜日,星期五
510,Samstag::N,土曜日,星期六
511,Sonntag::N,日曜日,星期日
512,groß::A,大きい,大
513,klein::A,小さい,小
514,lang::A,長い,长
515,kurz::A,短い,短
516,breit::A,広い,宽
517,schmal::A,狭い,细长的
518,dicht::A,密な,密
519,dick[Gegenstand]::A,厚い,厚
520,dünn::A,薄い,薄
521,fein::A,細い,细小
522,fest::A,硬い,固体
523,flach::A,平らな,平坦
524,glatt::A,滑らかな,光滑
525,hart::A,堅い,硬
526,weich::A,柔らかい,软
527,rund::A,丸い,圆
528,spitz::A,尖った,尖
529,scharf::A,鋭い,锋利
530,stumpf::A,鈍い,钝
531,schwer::A,重い,重
532,schön::A,綺麗な,美丽
533,heiß::A,熱い,烫
534,warm::A,温かい,暖和
535,kalt::A,寒い,冷
536,kalt::A,冷たい,冷
537,kühl::A,涼しい,凉
538,frisch::A,ひんやりした,新鲜
539,feucht::A,湿った,潮湿
540,nass::A,濡れた,湿
541,trocken::A,乾いた,干
542,voll::A,いっぱいの,满
543,leer::A,空の,空
544,offen::A,開いた,敞开
545,geschlossen::A,閉まった,关闭
546,sauber::A,清潔な,干净
547,schmutzig::A,汚い,肮脏
548,roh::A,生の,生
549,reif::A,熟した,成熟
550,lecker::A,美味しい,好吃
551,süß::A,甘い,甜
552,bitter::A,苦い,苦
553,sauer::A,酸っぱい,酸
554,hell::A,明るい,亮
555,dunkel::A,暗い,阴暗
556,schwarz::A,黒い,黑
557,weiß::A,白い,白
558,rot::A,赤い,红
559,gelb::A,黄色い,黄
560,blau::A,青い,蓝
561,grün::A,緑の,绿
562,grau::A,灰色の,灰色
563,bunt::A,色取り取りの,五彩
564,billig::A,安い,便宜
565,teuer::A,高い,贵
566,wertvoll::A,貴重な,贵重
567,blind::A,盲目の,瞎
568,taub::A,耳が聞こえない,聋
569,kräftig::A,強力な,强壮
570,stark::A,強い,强壮
571,schwach::A,弱い,弱
572,fett::A,太った,胖
573,schlank::A,ほっそりした,苗条
574,hübsch::A,素敵な,漂亮
575,böse::A,悪い,邪恶
576,dumm::A,馬鹿な,笨
577,faul::A,怠惰な,懒惰
578,fleißig::A,勤勉な,勤奋
579,geizig::A,けちな,吝啬
580,klug::A,賢い,聪明
581,klug::A,頭のいい,聪明
582,geschickt::A,器用な,灵巧
583,lieb::A,愛らしい,可爱
584,lustig::A,楽しい,快乐
585,sanft::A,温和な,柔和
586,hungrig::A,空腹の,饥饿
587,krank::A,病気の,患病
588,nackt::A,裸の,裸体
589,traurig::A,悲しい,悲哀
590,lebendig::A,生きた,活
591,gut::A,良い,好
592,schlecht::A,悪い,坏
593,schlecht::A,駄目な,坏
594,richtig::A,正しい,正确
595,schlimm::A,ひどい,糟糕
596,wahr::A,本当の,真
597,alt::A,古い,旧
598,neu::A,新しい,新
599,ehemalig::A,以前の,以前
600,alt[Lebewesen]::A,年を取った,老
601,jung::A,若い,年轻
602,arm::A,貧乏な,贫穷
603,reich::A,裕福な,富裕
604,bekannt::A,有名な,出名
605,berühmt::A,有名な,著名
606,fremd::A,見知らぬ,陌生
607,verschieden::A,色々な,不同
608,nah::A,近い,近
609,fern::A,遠い,遥远
610,linker::A,左の,左
611,rechter::A,右の,右
612,anderer::A,別の,别的
613,erster::A,一番目,第一
614,zweiter::A,二番目,第二
615,dritter::A,三番目,第三
616,letzter::A,最後の,最后
617,allein::ADV,一人で,单独
618,auf einmal::ADV,同時に,同时
619,zusammen::ADV,一緒に,一起
620,lange::ADV,長い間,许久
621,plötzlich::ADV,急に,忽然
622,sofort::ADV,すぐに,立刻
623,später::ADV,後で,以后
624,jetzt::ADV,今,现在
625,heute::ADV,今日,今天
626,morgen::ADV,明日,明天
627,bald::ADV,間もなく,即将
628,dann::ADV,それから,然后
629,gestern::ADV,昨日,昨天
630,einst::ADV,過去に,曾经
631,damals::ADV,あの時,当时
632,danach::ADV,その後で,随后
633,vorher::ADV,以前に,事先
634,zuerst::ADV,まず,首先
635,zuerst::ADV,最初に,首先
636,einmal::ADV,一回,一次
637,manchmal::ADV,時々,有时
638,oft::ADV,よく,时常
639,immer::ADV,いつも,总是
640,niemals::ADV,一度も...ない,从未
641,hier::ADV,こちら,这里
642,hierhin::ADV,ここへ,到这里
643,hierhin::ADV,こちらへ,到这里
644,von hier::ADV,ここから,由此
645,dort::ADV,そちら,那里
646,dorthin::ADV,そこへ,到那里
647,dorthin::ADV,そちらへ,到那里
648,geradeaus::ADV,真っ直ぐに,一直往前
649,vorwärts::ADV,前へ,向前
650,rückwärts::ADV,後ろへ,向后
651,zurück::ADV,後ろへ,退后
652,unten::ADV,下に,下面
653,hinab::ADV,下へ,向下
654,oben::ADV,上に,上面
655,hinauf::ADV,上へ,向上
656,überall::ADV,どこでも,到处
657,nicht::ADV,ない,不
658,ein wenig::ADV,少し,一点儿
659,ein wenig::ADV,ちょっと,一点儿
660,kaum::ADV,ほとんど～ない,几乎不
661,sehr::ADV,とても,很
662,so::ADV,こう,如此
663,noch::ADV,まだ,还
664,nur::ADV,～だけ,只
665,schon::ADV,もう,已经
666,wieder::ADV,再び,又
667,vergebens::ADV,無駄に,
668,vor::PRP,前に,在...面前
669,hinter::PRP,後ろに,在...背后
670,unter::PRP,下に,在...下面
671,durch::PRP,通して,穿过
672,neben::PRP,横に,在...旁
673,zwischen::PRP,間に,在...之间
674,wegen::PRP,為に,由于
675,wegen::PRP,せいで,由于
676,dies::PRN,これ,这
677,das::PRN,それ,那
678,alles::PRN,全部,一切
679,ich::PRN,私,我
680,du::PRN,あなた,你
681,er::PRN,彼,他
682,wir::PRN,私達,我们
683,ihr::PRN,あなた達,你们
684,sie::PRN,彼ら,她
685,was::FPRN,何,什么
686,wer::FPRN,誰,谁
687,wer::FPRN,どなた,谁
688,wo::FADV,どこ,哪里
689,wo::FADV,どこに,哪里
690,wohin::FADV,どこへ,去哪里
691,wie::FADV,どう,怎么
692,warum::FADV,何故,为什么
693,warum::FADV,どうして,为什么
694,wieviel::FNUM,どのくらい,多少
695,eins::NUM,一,一
696,zwei::NUM,二,二
697,zwei::NUM,二つ,二
698,drei::NUM,三,三
699,drei::NUM,三つ,三
700,vier::NUM,四,四
701,vier::NUM,四つ,四
702,fünf::NUM,五,五
703,fünf::NUM,五つ,五
704,sechs::NUM,六,六
705,sechs::NUM,六つ,六
706,sieben::NUM,七,七
707,sieben::NUM,七つ,七
708,acht::NUM,八,八
709,acht::NUM,八つ,八
710,neun::NUM,九,九
711,neun::NUM,九つ,九
712,zehn::NUM,十,十
713,elf::NUM,十一,十一
714,zwölf::NUM,十二,十二
715,zwanzig::NUM,二十,二十
716,dreißig::NUM,三十,三十
717,vierzig::NUM,四十,四十
718,fünfzig::NUM,五十,五十
719,sechzig::NUM,六十,六十
720,siebzig::NUM,七十,七十
721,achtzig::NUM,八十,八十
722,neunzig::NUM,九十,九十
723,hundert::NUM,百,百
724,tausend::NUM,千,千
725,und::CNJ,-と,和
726,und::CNJ,そして,和
727,oder::CNJ,或いは,或者
728,stehen::V,立っている,站
729,sitzen::V,座っている,坐
730,liegen::V,横になっている,躺着
731,hängen::V,掛かっている,挂着
732,werden::V,なる,成为
733,passieren::V,起こる,发生
734,beginnen::V,始まる,开始
735,enden::V,終わる,终止
736,wechseln::V,変わる,变迁
737,aufgehen[Sonne]::V,出る,升起
738,untergehen[Sonne]::V,沈む,下落
739,scheinen[Sonne]::V,輝く,照射
740,donnern::V,雷が鳴る,打雷
741,wehen::V,吹く,飘扬
742,strömen::V,流れる,流
743,fließen::V,流れる,流动
744,sich drehen::V,回転する,转动
745,schwanken::V,揺れる,摇摆
746,schwingen::V,振動する,摇
747,fallen::V,落ちる,坠落
748,brennen::V,燃える,燃烧
749,rauchen::V,煙を出す,冒烟
750,regnen::V,雨が降る,下雨
751,gefrieren::V,凍る,结冰
752,tauen::V,溶ける,融化
753,schmelzen::V,溶ける,溶化
754,trocknen::V,乾く,变干
755,sieden::V,沸く,煮
756,faulen::V,腐る,腐烂
757,verfaulen::V,朽ちる,腐烂
758,reißen::V,切れる,撕
759,versinken::V,沈む,下沉
760,vergehen::V,経つ,流逝
761,erscheinen::V,現れる,出现
762,verschwinden::V,消える,消失
763,sinken::V,下がる,下降
764,abnehmen::V,減る,减少
765,zunehmen::V,増える,增加
766,steigen::V,上がる,上升
767,wachsen::V,伸びる,生长
768,glänzen::V,輝く,发光
769,funkeln::V,ぴかぴか光る,闪烁
770,lärmen::V,騒ぐ,吵闹
771,läuten::V,鳴る,响
772,klingeln::V,鳴る,按铃
773,klirren::V,がらんがらんと鳴る,
774,brausen::V,逆巻く,疾驶
775,rauschen::V,戦ぐ,
776,klingen::V,鳴る,听起来
777,bellen::V,吠える,吠
778,heulen::V,きゃんきゃん鳴く,嗥
779,blasen::V,吹く,吹
780,pfeifen::V,口笛を吹く,吹口哨
781,schreien::V,叫ぶ,叫喊
782,stöhnen::V,うめく,呻吟
783,zittern::V,震える,颤抖
784,leben::V,生きている,生存
785,geboren werden::V,生まれる,出生
786,atmen::V,呼吸する,呼吸
787,trinken::V,飲む,喝
788,essen::V,食べる,吃
789,schlucken::V,飲み込む,咽
790,müde werden::V,眠くなる,疲倦
791,einschlafen::V,寝付く,入睡
792,schlafen::V,眠る,睡觉
793,aufwachen::V,目が覚める,睡醒
794,aufstehen::V,起きる,起床
795,sich erholen::V,休養する,休养
796,krank werden::V,病気になる,生病
797,krank sein::V,病気である,生病
798,schmerzen::V,痛む,疼痛
799,husten::V,咳をする,咳
800,genesen::V,元気になる,痊愈
801,sterben::V,死ぬ,死
802,sterben::V,亡くなる,死
803,umkommen::V,死亡する,丧命
804,sich bewegen::V,移動する,移动
805,sich rühren::V,動く,动弹
806,sich erheben::V,立ち上がる,站起
807,sich setzen::V,座る,坐
808,hinfallen::V,転ぶ,跌倒
809,laufen::V,歩く,步行
810,schreiten::V,跨ぐ,迈步
811,spazierengehen::V,散歩する,散步
812,eilen::V,急ぐ,急忙
813,sich beeilen::V,焦る,赶快
814,sausen::V,疾駆する,疾驰
815,rennen::V,走る,奔跑
816,springen::V,跳ぶ,跳
817,klettern::V,よじ登る,攀缘
818,schaukeln::V,ぶらんこに乗る,荡秋千
819,kriechen::V,這う,爬行
820,schwimmen::V,泳ぐ,游泳
821,tauchen::V,潜る,潜水
822,rudern::V,漕ぐ,划船
823,fahren::V,行く,行驶
824,fahren::V,乗車する,行驶
825,fliegen::V,飛ぶ,飞
826,gehen::V,行く,走
827,weggehen::V,立ち去る,离去
828,abfahren::V,出発する,出发
829,anhalten::V,止まる,停住
830,hineingehen::V,入る,进去
831,eintreten::V,中に入る,进入
832,kommen::V,来る,来
833,ankommen::V,着く,到达
834,ankommen::V,到着する,到达
835,zurückkommen::V,帰る,回来
836,bleiben::V,留まる,停留
837,warten::V,待つ,等
838,erwarten::V,期待する,等候
839,suchen::V,探る,找
840,finden::V,見つける,找到
841,versuchen::V,試す,尝试
842,vorbereiten::V,準備する,预备
843,lieben::V,愛する,爱
844,mögen::V,好きである,喜欢
845,lachen::V,笑う,笑
846,rühren::V,感情を動かす,
847,weinen::V,泣く,哭
848,schimpfen::V,叱る,骂
849,sich ärgern::V,怒る,生气
850,sich ärgern::V,腹を立てる,生气
851,sich fürchten::V,怖がる,害怕
852,fürchten::V,恐れる,害怕
853,fliehen::V,逃げる,逃走
854,flüchten::V,逃亡する,逃跑
855,sehen::V,見る,看
856,anschauen::V,眺める,注视
857,ansehen::V,見る,注视
858,hören::V,聞く,听
859,zuhören::V,聴く,倾听
860,probieren::V,食べてみる,尝
861,riechen::V,気取る,闻
862,fühlen::V,感じる,感到
863,scheinen::V,ように見える,照耀
864,zu sehen sein::V,見える,可以看到
865,vernehmen::V,承る,审讯
866,frieren::V,寒気がする,觉得冷
867,tun::V,する,作
868,können::V,出来る,能
