,Concept_ID,eu,tt
102,Donner::N,ostots,күкрәү
103,Donner::N,ihurtzuri,күкрәү
104,Strömung::N,laster,агыш'агым
105,Tropfen::N,xorta,тамчы
106,Schaum::N,bits,күбек
107,Schmutz::N,lohi,пычрак
108,Schmutz::N,zikin,пычрак
109,See::N,laku,күл
110,See::N,aintzira,күл
111,Sumpf::N,zingira,саз
112,Moor::N,zohikaztegi,торфлык
113,Wiese::N,larre,болын
114,Wiese::N,belardi,болын
115,Wald::N,baso,урман
116,Wald::N,oihan,урман
117,Hügel::N,muino,калку
118,Hügel::N,pentoka,калку
119,Anhöhe::N,garai,үр
120,Anhöhe::N,goragune,үр
121,Berg::N,mendi,тау
122,Gipfel::N,gain,оч
123,Gipfel::N,tontor,оч
124,Höhle::N,kobazulo,мәгарә
125,Abhang::N,aldapa,кабырга
126,Quelle::N,iturri,чишмә
127,Quelle::N,iturbegi,чишмә
128,Bach::N,lats,елга
129,Bach::N,erreka,елга
130,Fluss::N,ibai,дәрья
131,Fluss::N,uhaitz,дәрья
132,Ufer::N,bazter,су кырые
133,Küste::N,itsasalde,яр буе
134,Festland::N,lehor,коры җир
135,Meer::N,itsaso,диңгез
136,Bucht::N,golko,бухта
137,Bucht::N,golko,култык
138,Insel::N,irla,атау
139,Insel::N,irla,утрау
140,Insel::N,uharte,атау
141,Insel::N,uharte,утрау
142,Blume::N,lili,чәчкә
143,Gras::N,belar,үлән
144,Wurzel::N,zuztar,тамыр
145,Wurzel::N,sustrai,тамыр
146,Baum::N,zuhaitz,агач
147,Stamm::N,enbor,кәүсә
148,Rinde::N,azal,кабык
149,Ast::N,adar,ботак
150,Zweig::N,abar,ботак
151,Zweig::N,abar,тармак
152,Blatt::N,hosto,яфрак
153,Birke::N,urki,каен
154,Kiefer[Baum]::N,ler,нарат
155,Weide[Baum]::N,zume,тал
156,Weide[Baum]::N,sahats,тал
157,Tanne::N,izei,чыршы
158,Horn::N,adar,мөгез
159,Feder::N,luma,йон
160,Feder::N,hegaki,йон
161,Fell::N,ile,тире
162,Fell::N,larru,тире
163,Flügel::N,hego,канат
164,Klaue::N,atzapar,тырнак
165,Kralle::N,erpe,тырнак
166,Kralle::N,atzapar,тырнак
167,Schwanz::N,isats,койрык
168,Schwanz::N,buztan,койрык
169,Ei::N,arrautza,күкәй
170,Ei::N,arrautza,йомырка
171,Nest::N,habia,оя
172,Bau::N,ohantze,өн
173,Tier::N,abere,хайван
174,Tier::N,piztia,хайван
175,Herde::N,saldo,көтү
176,Herde::N,abere talde,көтү
177,Kuh::N,behi,сыер
178,Bulle::N,zezen,үгез
179,Pferd::N,zaldi,ат
180,Schaf::N,ardi,сарык
181,Schwein::N,urde,дуңгыз
182,Schwein::N,txerri,дуңгыз
183,Hund::N,txakur,эт
184,Katze::N,katu,песи
185,Bär::N,hartz,аю
186,Eichhörnchen::N,urtxintxa,тиен
187,Elch::N,altze,поши
188,Fuchs::N,azeri,төлке
189,Hase::N,erbi,куян
190,Maus::N,sagu,тычкан
191,Wolf::N,otso,бүре
192,Vogel::N,txori,кош
193,Vogel::N,hegazti,кош
194,Schwarm::N,aldra,көтү
195,Huhn::N,oilo,тавык
196,Hahn::N,oilar,әтәч
197,Gans::N,antzara,каз
198,Adler::N,arrano,каракош
199,Ente::N,ahate,үрдәк
200,Eule::N,hontza,ябалак
201,Kranich::N,kurrilo,торна
202,Krähe::N,bele,карга
203,Kuckuck::N,kuku,күке
204,Kuckuck::N,kuku,кәккүк
205,Schwan::N,beltxarga,аккош
206,Fisch::N,arrain,балык
207,Barsch::N,perka,алабуга
208,Hecht::N,lutxo,чуртан
209,Schlange[Tier]::N,suge,елан
210,Wurm::N,har,корт
211,Spinne::N,armiarma,үрмәкүч
212,Ameise::N,inurri,кырмыска
213,Laus::N,zorri,бет
214,Mücke::N,eltxo,черки
215,Mücke::N,eltxo,озынборын
216,Fliege::N,euli,чебен
217,Schmetterling::N,pinpirin,күбәләк
218,Schmetterling::N,tximeleta,күбәләк
219,Beere::N,baia,җиләк
220,Apfel::N,sagar,алма
221,Pilz::N,onddo,гөмбә
222,Pilz::N,perretxiko,гөмбә
223,Zwiebel::N,tipula,суган
224,Zwiebel::N,tipula,суганбаш
225,Saat::N,haziak,орлык
226,Korn::N,ale,иген
227,Korn::N,ale,орлык
228,Korn::N,pikor,иген
229,Korn::N,pikor,орлык
230,Heu::N,belar ondu,печән
231,Schale::N,azal,кабык
232,Grube::N,hobi,баз
233,Grube::N,hobi,чокыр
234,Falle::N,harrapagailu,тозак
235,Falle::N,harrapagailu,капкын
236,Schlinge::N,bilur,элмәк
237,Schlinge::N,xedera,элмәк
238,Spur::N,lorratz,эз
239,Asche::N,errauts,көл
240,Dreck::N,satsukeria,пычрак
241,Eisen::N,burdina,тимер
242,Gold::N,urre,алтын
243,Gold::N,urregorri,алтын
244,Silber::N,zilar,көмеш
245,Silber::N,urrezuri,көмеш
246,Kohle::N,ikatz,күмер
247,Glas::N,beira,пыяла
248,Lehm::N,buztin,балчык
249,Sand::N,harea,ком
250,Sand::N,hondar,ком
251,Mensch::N,gizaki,адәм
252,Mensch::N,gizaki,инсан
253,Mann::N,gizon,ир
254,Frau::N,andere,хатын
255,Frau::N,emakume,хатын
256,Kind::N,haur,бала
257,Junge::N,mutil,малай
258,Mädchen::N,neska,кыз
259,Familie::N,sendi,гаилә
260,Familie::N,familia,гаилә
261,Großvater::N,aitona,бабай
262,Großvater::N,aitatxi,бабай
263,Großmutter::N,amona,әби
264,Großmutter::N,amatxi,әби
265,Eltern::N,gurasoak,ата-ана
266,Vater::N,aita,ата
267,Mutter::N,ama,ана
268,Sohn::N,seme,ул
269,Tochter::N,alaba,кыз
270,Bruder::N,neba,кардәш
271,Bruder::N,anaia,кардәш
272,Schwester::N,ahizpa,апа
273,Schwester::N,ahizpa,сеңел
274,Onkel::N,osaba,дәдә
275,Onkel::N,osaba,дәдәй
276,Tante::N,izeba,түти
277,Tante::N,izeba,тәтәй
278,Ehemann::N,senar,ир
279,Ehefrau::N,emazte,хатын
280,Freude::N,poz,сөенеч
281,Freude::N,pozkari,сөенеч
282,Gelächter::N,barre,көлү
283,Gelächter::N,barre,көлеш
284,Gelächter::N,karkara,көлү
285,Gelächter::N,karkara,көлеш
286,Glück::N,zori,бәхет
287,Kummer::N,xangrin,хәсрәт
288,Kummer::N,atsekabe,хәсрәт
289,Wunsch::N,nahi,теләк
290,Wunsch::N,nahikunde,теләк
291,Lust::N,gogo,теләк
292,Lust::N,gogo,теләү
293,Geist::N,gogo,рух
294,Gedanke::N,gogoeta,уй
295,Gedanke::N,gogoeta,фикер
296,Gedächtnis::N,oroimen,хәтер
297,Gedächtnis::N,gogoramen,хәтер
298,Verstand::N,adimen,акыл
299,Verstand::N,ulermen,акыл
300,Sinn::N,zentzu,мәгънә
301,Grund::N,zergati,сәбәп
302,Wahrheit::N,egia,хак
303,Gespräch::N,hizketa,әңгәмә
304,Gespräch::N,elkarrizketa,әңгәмә
305,Märchen::N,ipuin,әкият
306,Erzählung::N,edesti,хикәя
307,Erzählung::N,kontakizun,хикәя
308,Nachricht::N,albiste,хәбәр
309,Neuigkeit::N,berri,яңалык
310,Name::N,izen,исем
311,Rätsel::N,asmakizun,табышмак
312,Rede::N,hitzaldi,нотык
313,Rede::N,mintzaldi,нотык
314,Sprache::N,hizkuntza,тел
315,Stimme::N,ahots,тавыш
316,Wort::N,hitz,сүз
317,Zeichen::N,agerbide,ишарә
318,Zeichen::N,agergarri,ишарә
319,Ruf::N,dei,дәшү
320,Lärm::N,zarata,шау
321,Lärm::N,harrabots,шау
322,Laut::N,hots,аваз
323,Ton::N,tonu,шалтырату
324,Ton::N,soinu,шалтырату
325,Lied::N,abesti,җыр
326,Ruhe::N,nasaitasun,тынлык
327,Leute::N,jende,халык
328,Volk::N,herri,халык
329,Volk::N,populu,халык
330,Arbeit::N,lan,эш
331,Arbeit::N,lan,хезмәт
332,Gast::N,arrotz,кунак
333,Gast::N,apopilo,кунак
334,Geschenk::N,opari,бүләк
335,Spiel::N,jolas,уен
336,Gesellschaft::N,gizarte,җәмгыять
337,Hilfe::N,helpide,ярдәм
338,Hilfe::N,helpide,булышлык
339,Hilfe::N,laguntza,ярдәм
340,Hilfe::N,laguntza,булышлык
341,Freund::N,lagun,дус
342,Kamerad::N,adiskide,иптәш
343,Kamerad::N,lagunkide,иптәш
344,Angelegenheit::N,afera,эш
345,Anzahl::N,kopuru,микъдар
346,Art::N,mota,төр
347,Stück::N,puska,кисәк
348,Teil::N,atal,өлеш
349,Hälfte::N,erdi,ярым
350,Kreis::N,biribilki,түгәрәк
351,Kreuz::N,gurutze,хач
352,Kreuz::N,gurutze,тәре
353,Linie::N,linea,сызык
354,Strich::N,marra,сызык
355,Abstand::N,tarte,ара
356,Entfernung::N,urrunera,ераклык
357,Gegend::N,alderdi,урын
358,Gegend::N,eskualde,урын
359,Platz::N,leku,бушлык
360,Ort::N,toki,урын
361,Seite::N,albo,як
362,Mitte::N,erdi,урта
363,Gegenstand::N,gauzaki,нәрсә
364,Sache::N,gauza,нәрсә
365,Rand::N,ertz,чит
366,Kante::N,ertz,кырый
367,Ecke::N,kantoi,почмак
368,Spitze::N,punta,оч
369,Ende::N,buru,азак
370,Ende::N,mutur,азак
371,Loch::N,zulo,тишек
372,Winkel::N,zoko,почмак
373,Winkel::N,bazter,почмак
374,Muster::N,eredu,парча
375,Muster::N,marrazki,парча
376,Größe::N,kaizu,зурлык
377,Größe::N,tamaina,зурлык
378,Länge::N,luzera,озынлык
379,Höhe::N,goiera,биеклек
380,Höhe::N,garaiera,биеклек
381,Gewicht::N,hazta,авырлык
382,Menge::N,kopuru,микъдар
383,Haufen::N,pila,өем
384,Haufen::N,mendoi,өем
385,Reihe::N,ilara,рәт
386,Reihe::N,errenkada,рәт
387,Boot::N,potin,каек
388,Boot::N,potin,көймә
389,Boot::N,txalupa,каек
390,Boot::N,txalupa,көймә
391,Ruder::N,arraun,ишкәк
392,Schlitten::N,lera,чана
393,Schlitten::N,narra,чана
394,Ski::N,eski,чаңгы
395,Lagerfeuer::N,su,костёр
396,Last::N,zama,йөк
397,Last::N,karga,йөк
398,Gang::N,ibilera,йөреш
399,Schritt::N,pauso,адым
400,Schritt::N,urrats,адым
401,Norden::N,ipar,төньяк
402,Norden::N,iparralde,төньяк
403,Süden::N,hego,көньяк
404,Süden::N,hegoalde,көньяк
405,Westen::N,sartalde,көнбатыш
406,Westen::N,mendebalde,көнбатыш
407,Osten::N,ekialde,шәрык
408,Osten::N,ekialde,көнчыгыш
409,Osten::N,sortalde,шәрык
410,Osten::N,sortalde,көнчыгыш
411,Holz::N,zur,агач
412,Brett::N,ohol,такта
413,Platte::N,lauza,плитә
414,Stütze::N,irozgarri,таяу
415,Stütze::N,bermagailu,таяу
416,Stange::N,haga,колга
417,Stock::N,makila,таяк
418,Stab::N,makila,таяк
419,Rohr::N,hodi,торба
420,Haus::N,etxe,өй
421,Haus::N,etxe,йорт
422,Heim::N,etxe,гаилә
423,Heim::N,etxe,нәсел
424,Heim::N,etxaleku,гаилә
425,Heim::N,etxaleku,нәсел
426,Ofen::N,berogailu,мич
427,Fußboden::N,zoru,идән
428,Tisch::N,mahai,өстәл
429,Stuhl::N,aulki,утыргыч
430,Wiege::N,kuma,бишек
431,Wiege::N,sehaska,бишек
432,Bett::N,ohe,ятак
433,Bett::N,ohe,урын-җир
434,Bett::N,ohatze,ятак
435,Bett::N,ohatze,урын-җир
436,Regal::N,apalategi,киштә
437,Regal::N,apalategi,шүрлек
438,Kiste::N,kutxa,әрҗә
439,Fenster::N,leiho,тәрәзә
440,Tür::N,ate,ишек
441,Tor::N,atari,капка
442,Zaun::N,hesi,койма
443,Dach::N,teilatu,түбә
444,Leiter::N,zurubi,баскыч
445,Besen::N,erratz,себерке
446,Spaten::N,burdinpala,көрәк
447,Schaufel::N,pala,көрәк
448,Gabel::N,sardexka,чәннечке
449,Löffel::N,koilara,кашык
450,Messer::N,aizto,пычак
451,Nagel::N,iltze,кадак
452,Netz::N,sare,челтәр
453,Haken::N,mako,ыргак
454,Griff::N,eskutoki,тотка
455,Schloss::N,sarraila,йозак
456,Bild::N,irudi,рәсем
457,Bild::N,irudi,картина
458,Figur::N,figura,сын
459,Figur::N,figura,фигура
460,Puppe::N,panpina,курчак
461,Puppe::N,andrakila,курчак
462,Beutel::N,zorro,луза
463,Bündel::N,azao,бәйләм
464,Bündel::N,espal,бәйләм
465,Tasche::N,poltsa,букча
466,Eimer::N,treska,чиләк
467,Deckel::N,tapa,капкач
468,Deckel::N,estalki,капкач
469,Geschirr::N,baxera,савыт-саба
470,Geschirr::N,baxera,кашык-аяк
471,Geschirr::N,ontziteria,савыт-саба
472,Geschirr::N,ontziteria,кашык-аяк
473,Sack::N,zaku,капчык
474,Tasse::N,kikara,чынаяк
475,Topf::N,ontzi,чүлмәк
476,Topf::N,lapiko,чүлмәк
477,Kessel::N,pazia,казан
478,Essen::N,janaldi,ашау
479,Nahrung::N,jan,азык
480,Nahrung::N,jan,тәгам
481,Nahrung::N,jan,ашамлык
482,Speise::N,jaki,ризык
483,Fleisch::N,okela,ит
484,Fleisch::N,haragi,ит
485,Getreide::N,labore,ашлык
486,Brei::N,ahi,ботка
487,Brei::N,pure,ботка
488,Brot::N,ogi,ипи
489,Brot::N,ogi,икмәк
490,Scheibe::N,xerra,телем
491,Scheibe::N,pirripita,телем
492,Fett::N,urin,май
493,Fett::N,koipe,май
494,Butter::N,gurin,май
495,Öl::N,olio,май
496,Salz::N,gatz,тоз
497,Suppe::N,zopa,шулпа
498,Suppe::N,salda,шулпа
499,Honig::N,ezti,бал
500,Milch::N,esne,сөт
501,Tee::N,te,чәй
502,Leder::N,larru,күн
503,Wolle::N,artile,йон
504,Stoff::N,ehun,тукыма
505,Nadel::N,orratz,энә
506,Nadel::N,jostorratz,энә
507,Faden::N,hari,җеп
508,Knopf::N,botoi,төймә
509,Knoten::N,korapilo,төен
510,Farbe::N,pintura,буяу
511,Kleidung::N,arropa,кием
512,Kleidung::N,jantziak,кием
513,Hemd::N,atorra,күлмәк
514,Hemd::N,alkandora,күлмәк
515,Kragen::N,idun,яка
516,Ärmel::N,mahuka,җиң
517,Hose::N,prakak,чалбар
518,Hose::N,galtzak,чалбар
519,Gürtel::N,gerriko,билбау
520,Mütze::N,txano,бүрек
521,Mütze::N,txapel,бүрек
522,Schuh::N,oski,башмак
523,Schuh::N,oinetako,башмак
524,Stiefel::N,bota,итек
525,Ring::N,uztai,балдак
526,Band::N,zinta,тасма
527,Band::N,xingola,тасма
528,Kamm::N,orrazi,тарак
529,Spiegel::N,mirail,көзге
530,Riemen::N,uhal,каеш
531,Schnur::N,lokailu,бау
532,Leine::N,lotura,тезген
533,Decke::N,burusi,юрган
534,Kissen::N,kuxin,мендәр
535,Tuch::N,zapi,яулык
536,Tuch::N,oihal,яулык
537,Handtuch::N,eskuzapi,сөлгә
538,Handtuch::N,eskuoihal,сөлгә
539,Kraft::N,indar,егәр
540,Kraft::N,indar,дәрман
541,Stärke::N,indar,көч
542,Stärke::N,indar,дәрман
543,Gesundheit::N,osasun,саулык
544,Krankheit::N,eritasun,чир
545,Krankheit::N,eritasun,хаста
546,Krankheit::N,eritasun,сырхау
547,Krankheit::N,gaixotasun,чир
548,Krankheit::N,gaixotasun,хаста
549,Krankheit::N,gaixotasun,сырхау
550,Schmerz::N,min,авырту
551,Wunde::N,zauri,яра
552,Wunde::N,zauri,җәрәхәт
553,Fieber::N,sukar,бизгәк
554,Arznei::N,osagai,дару
555,Arznei::N,sendagai,дару
556,Brücke::N,zubi,күпер
557,Brunnen::N,putzu,кое
558,Weide::N,alha,утлавык
559,Weide::N,bazkaleku,утлавык
560,Pfad::N,zidor,сукмак
561,Pfad::N,bidexka,сукмак
562,Weg::N,bide,юл
563,Straße::N,errepide,урам
564,Dorf::N,herri,авыл
565,Stadt::N,hiri,шәһәр
566,Brief::N,gutun,хат
567,Brief::N,eskutitz,хат
568,Buch::N,liburu,китап
569,Buchstabe::N,hizki,хәреф
570,Zeitung::N,egunkari,газет
571,Zeitung::N,egunkari,газета
572,Leben::N,bizi,гомер
573,Leben::N,bizi,тормыш
574,Leben::N,bizi,тереклек
575,Leben::N,bizitza,гомер
576,Leben::N,bizitza,тормыш
577,Leben::N,bizitza,тереклек
578,Tod::N,herio,үлем
579,Tod::N,heriotza,үлем
580,Grab::N,hobi,гүр
581,Grab::N,hobi,кабер
582,Grab::N,hilobi,гүр
583,Grab::N,hilobi,кабер
584,Kirche::N,eliza,чиркәү
585,Sünde::N,hoben,язык
586,Sünde::N,hoben,гөнаһ
587,Sünde::N,bekatu,язык
588,Sünde::N,bekatu,гөнаһ
589,Gott::N,jainko,алла
590,Gott::N,jainko,ходай
591,Arbeiter::N,langile,эшче
592,Arbeiter::N,behargin,эшче
593,Chef::N,nagusi,башлык
594,Meister::N,maisu,оста
595,Arzt::N,osagile,врач
596,Arzt::N,osagile,табиб
597,Arzt::N,sendagile,врач
598,Arzt::N,sendagile,табиб
599,Lehrer::N,irakasle,укытучы
600,Lehrer::N,irakasle,мөгаллим
601,Geld::N,diru,акча
602,Geschäft::N,negozio,эш
603,Laden::N,denda,кибет
604,Laden::N,denda,магазин
605,Laden::N,saltegi,кибет
606,Laden::N,saltegi,магазин
607,Preis::N,prezio,бәя
608,Preis::N,prezio,бәһа
609,Preis::N,salneurri,бәя
610,Preis::N,salneurri,бәһа
611,Ware::N,salgai,товар
612,Nutzen::N,onura,файда
613,Nutzen::N,probetxu,файда
614,Reichtum::N,aberastasun,байлык
615,Welt::N,ludi,дөнья
616,Welt::N,mundu,дөнья
617,Land::N,herrialde,ил
618,Staat::N,estatu,дәүләт
619,König::N,errege,патша
620,Macht::N,botere,хакимият
621,Grenze::N,muga,чик
622,Krieg::N,guda,сугыш
623,Feind::N,etsai,дошман
624,Feind::N,arerio,дошман
625,Gewalt::N,bortxa,көчләү
626,Gewalt::N,bortizkeria,көчләү
627,Kampf::N,gudu,көрәш
628,Kampf::N,auska,көрәш
629,Bogen[Waffe]::N,arku,җәя
630,Pfeil::N,gezi,ук
631,Gewehr::N,fusil,мылтык
632,Fehler::N,huts,хата
633,Fehler::N,hutsegin,хата
634,Lüge::N,gezur,ялган
635,Schaden::N,kalte,зыян
636,Schaden::N,kalte,зарар
637,Unglück::N,zoritxar,бәла
638,Unglück::N,zorigaitz,бәла
639,Schuld::N,erru,гаеп
640,Alter::N,adin,яшь
641,Schluss::N,bukaera,ахыр
642,Zeit::N,aldi,заман
643,Zeit::N,denbora,заман
644,Tag::N,egun,көн
645,Morgen::N,goiz,иртә
646,Mittag::N,eguerdi,өйлә
647,Abend::N,arrats,кич
648,Nacht::N,gau,төн
649,Woche::N,aste,атна
650,Monat::N,hil,ай
651,Jahr::N,urte,ел
652,Frühling::N,udalehen,яз
653,Sommer::N,uda,җәй
654,Herbst::N,udazken,көз
655,Herbst::N,neguantz,көз
656,Winter::N,negu,кыш
657,Januar::N,urtarril,гыйнвар
658,Februar::N,otsail,февраль
659,März::N,martxo,март
660,April::N,apiril,апрель
661,Mai::N,maiatz,май
662,Juni::N,ekain,июнь
663,Juli::N,uztail,июль
664,August::N,abuztu,август
665,September::N,irail,сентябрь
666,Oktober::N,urri,октябрь
667,November::N,azaro,ноябрь
668,Dezember::N,abendu,декабрь
669,Montag::N,astelehen,дүшәмбе
670,Dienstag::N,astearte,сишәмбе
671,Mittwoch::N,asteazken,чәршәмбе
672,Donnerstag::N,ostegun,атнакич
673,Donnerstag::N,ostegun,пәнҗешәмбе
674,Freitag::N,ostiral,җомга
675,Samstag::N,larunbat,шимбә
676,Sonntag::N,igande,якшәмбе
677,groß::A,handi,зур
678,klein::A,txiki,кечкенә
679,lang::A,luze,озын
680,kurz::A,labur,кыска
681,breit::A,zabal,киң
682,schmal::A,mehar,кысык
683,dicht::A,sarri,куе
684,dicht::A,trinko,куе
685,dick[Gegenstand]::A,lodi,калын
686,dünn::A,mehe,нечкә
687,fein::A,fin,нәзакәтле
688,fest::A,tinko,нык
689,flach::A,lau,яссы
690,flach::A,lau,ялпак
691,flach::A,ordoki,яссы
692,flach::A,ordoki,ялпак
693,glatt::A,leun,шома
694,hart::A,gogor,каты
695,weich::A,bigun,йомшак
696,weich::A,beratz,йомшак
697,rund::A,biribil,түгәрәк
698,spitz::A,puntadun,очлы
699,scharf::A,zorrotz,үткен
700,stumpf::A,kamuts,үтмәс
701,schwer::A,astun,салмак
702,schwer::A,pisutsu,салмак
703,schön::A,eder,гүзәл
704,heiß::A,bero,эссе
705,heiß::A,oso bero,эссе
706,warm::A,bero,җылы
707,kalt::A,hotz,суык
708,kalt::A,hotz,салкын
709,kühl::A,hotzil,салкынча
710,frisch::A,fresko,салкынча
711,frisch::A,hozkirri,салкынча
712,feucht::A,heze,юеш
713,nass::A,busti,дымлы
714,trocken::A,siku,коры
715,trocken::A,lehor,коры
716,voll::A,bete,тулы
717,leer::A,huts,буш
718,offen::A,ireki,ачык
719,geschlossen::A,itxita,йомык
720,sauber::A,xahu,пакь
721,sauber::A,xahu,чиста
722,sauber::A,garbi,пакь
723,sauber::A,garbi,чиста
724,schmutzig::A,lohi,керле
725,schmutzig::A,lohi,пычрак
726,schmutzig::A,zikin,керле
727,schmutzig::A,zikin,пычрак
728,roh::A,gordin,чи
729,reif::A,umo,өлгергән
730,reif::A,heldu,өлгергән
731,lecker::A,goxo,тәмле
732,süß::A,goxo,татлы
733,bitter::A,karmin,ачы
734,bitter::A,garratz,ачы
735,sauer::A,mingots,әче
736,hell::A,argi,якты
737,dunkel::A,ilun,кара
738,schwarz::A,beltz,кара
739,weiß::A,zuri,ак
740,rot::A,gorri,кызыл
741,gelb::A,hori,сары
742,blau::A,urdin,күк
743,grün::A,berde,яшел
744,grün::A,musker,яшел
745,grau::A,urdin,соры
746,grau::A,urdinabar,соры
747,bunt::A,koloretsu,чуар
748,billig::A,merke,арзан
749,teuer::A,garesti,хаклы
750,wertvoll::A,baliotsu,кыйммәтле
751,blind::A,itsu,сукыр
752,blind::A,itsu,күзсез
753,taub::A,gor,чукрак
754,taub::A,gor,саңгырау
755,kräftig::A,kementsu,егәрле
756,stark::A,bizkor,нык
757,stark::A,bizkor,базык
758,stark::A,indartsu,нык
759,stark::A,indartsu,базык
760,schwach::A,ahul,зәгыйфь
761,schwach::A,indargabe,зәгыйфь
762,fett::A,gizen,симез
763,schlank::A,lerden,нәзек
764,hübsch::A,polit,чибәр
765,böse::A,tzar,усал
766,böse::A,gaizto,усал
767,dumm::A,lelo,акылсыз
768,dumm::A,pello,акылсыз
769,faul::A,nagi,ялкау
770,faul::A,nagi,иренчәк
771,faul::A,alfer,ялкау
772,faul::A,alfer,иренчәк
773,fleißig::A,maratz,тырыш
774,fleißig::A,maratz,тырышучан
775,fleißig::A,lanzale,тырыш
776,fleißig::A,lanzale,тырышучан
777,geizig::A,zeken,саран
778,geizig::A,zikoitz,саран
779,klug::A,zuhur,акыллы
780,geschickt::A,trebe,маһир
781,geschickt::A,antzetsu,маһир
782,lieb::A,maite,сөекле
783,lieb::A,laztan,сөекле
784,lustig::A,alaitsu,күңелле
785,sanft::A,eme,басынкы
786,sanft::A,ezti,басынкы
787,hungrig::A,gose,ач
788,krank::A,eri,чирле
789,krank::A,eri,сырхау
790,krank::A,gaixo,чирле
791,krank::A,gaixo,сырхау
792,nackt::A,biluzi,шәрә
793,traurig::A,itun,ямансу
794,traurig::A,betilun,ямансу
795,lebendig::A,bizirik,тере
796,gut::A,on,яхшы
797,schlecht::A,txar,начар
798,richtig::A,zuzen,дөрес
799,schlimm::A,larri,әшәкә
800,wahr::A,egiazko,чып-чын
801,alt::A,zahar,иске
802,neu::A,berri,яңа
803,ehemalig::A,lehengo,элекке
804,alt[Lebewesen]::A,adindun,карт
805,jung::A,gazte,яшь
806,arm::A,txiro,фәкыйрь
807,arm::A,behartsu,фәкыйрь
808,reich::A,dirudun,бай
809,bekannt::A,ezagun,таныш
810,berühmt::A,entzun,атаклы
811,berühmt::A,ospetsu,атаклы
812,fremd::A,arrotz,ят
813,verschieden::A,ezberdin,төрле
814,verschieden::A,desberdin,төрле
815,nah::A,hurre,якын
816,nah::A,hurbil,якын
