,Concept_ID,he,myv
59,Geschmack::N,טעם,тансть
60,Geruch::N,ריח,чине
61,Schlaf::N,שנה,удома
62,Traum::N,חלום,он
63,Himmel::N,שמים,менель
64,Sonne::N,שמש,чи
65,Mond::N,ירח,ков
66,Stern::N,כוכב,теште
67,Luft::N,אויר,кошт
68,Wind::N,רוח,варма
69,Welle::N,גל,толкун
70,Wasser::N,מים,ведь
71,Stein::N,אבן,кев
72,Boden::N,קרקע,мода
73,Erde::N,אדמה,мастор
74,Staub::N,אבק,пуль
75,Rauch::N,עשן,качамо
76,Funke::N,ניצוץ,сятко
77,Feuer::N,אש,тол
78,Licht::N,אור,валдо
79,Schatten::N,צל,сулей
80,Schatten::N,צל,сулейкс
81,Wetter::N,מזג אויר,ушо
82,Nebel::N,ערפל,сув
83,Wolke::N,ענן,пель
84,Regen::N,גשם,пиземс
85,Schnee::N,שלג,лов
86,Eis::N,קרח,эй
87,Frost::N,צנה,кельме
88,Kälte::N,קר,якшамо
89,Hitze::N,חם,пси
90,Raureif::N,כפור,лекш
91,Regenbogen::N,קשת,пурьгинечирьке
92,Regenbogen::N,קשת,пурьгинеёнкс
93,Donner::N,רעם,пурьгине
94,Strömung::N,זרימה,чудема
95,Strömung::N,זרימה,чудевкс
96,Tropfen::N,טפה,петнявкс
97,Schaum::N,קצף,чов
98,Schmutz::N,לכלוך,рудаз
99,See::N,אגם,эрьке
100,Sumpf::N,בצה,чей
101,Moor::N,בצה,чей
102,Wiese::N,מרעה,луга
103,Wald::N,יער,вирь
104,Hügel::N,תל,губорь
105,Hügel::N,תל,пандыне
106,Anhöhe::N,מעלה,губорь
107,Anhöhe::N,מעלה,пандыне
108,Berg::N,הר,пандо
109,Gipfel::N,פסגה,пря
110,Höhle::N,מערה,пещера
111,Abhang::N,מדרון,пандочама
112,Abhang::N,שפוע,пандочама
113,Quelle::N,מעין,ушодкс
114,Bach::N,נחל,чудикерькс
115,Fluss::N,נהר,лей
116,Ufer::N,גדה,чире
117,Küste::N,חוף,лейчире
118,Festland::N,יבשה,мода
119,Meer::N,ים,моря
120,Bucht::N,מפרץ,усия
121,Insel::N,אי,усия
122,Blume::N,פרח,цеця
123,Gras::N,דשא,тикше
124,Wurzel::N,שרש,юр
125,Wurzel::N,שרש,ундокс
126,Baum::N,עץ,чувто
127,Stamm::N,גזע,рунго
128,Rinde::N,קלפת עץ,суд
129,Rinde::N,קלפת עץ,керь
130,Ast::N,ענף,морго
131,Zweig::N,ענף,тарад
132,Blatt::N,עלה,лопа
133,Birke::N,שדר,килей
134,Kiefer[Baum]::N,ארן,пиче
135,Weide[Baum]::N,ערבה,каль
136,Tanne::N,אשוח,куз
137,Horn::N,קרן,сюро
138,Feder::N,נוצה,толга
139,Fell::N,פרוה,пона
140,Flügel::N,כנף,сёлмо
141,Klaue::N,טלף,кенже
142,Kralle::N,טפר,кенже
143,Schwanz::N,זנב,пуло
144,Ei::N,ביצה,ал
145,Nest::N,קן,пизэ
146,Bau::N,מחלה,варя
147,Bau::N,מחלה,пизе
148,Tier::N,חיה,ракша
149,Herde::N,עדר,стада
150,Kuh::N,פרה,скал
151,Bulle::N,פר,бука
152,Pferd::N,סוס,лишме
153,Schaf::N,כבשה,реве
154,Schwein::N,חזיר,туво
155,Hund::N,כלב,пине
156,Hund::N,כלב,киска
157,Katze::N,חתול,псака
158,Bär::N,דב,овто
159,Eichhörnchen::N,סנאי,ур
160,Elch::N,דישון,сярдо
161,Fuchs::N,שועל,ривезь
162,Hase::N,ארנב,нумоло
163,Maus::N,עכבר,чеерь
164,Wolf::N,זאב,верьгиз
165,Vogel::N,צפור,нармунь
166,Schwarm::N,נחיל,полк
167,Schwarm::N,נחיל,стада
168,Schwarm::N,להקה,полк
169,Schwarm::N,להקה,стада
170,Huhn::N,תרנגלת,сараз
171,Hahn::N,תרנגול,атякш
172,Gans::N,אוז,гала
173,Gans::N,אוז,мацей
174,Adler::N,עיט,куцькан
175,Adler::N,עיט,тумоатякш
176,Ente::N,ברוז,яксярго
177,Eule::N,ינשוף,корж
178,Kranich::N,עגור,карго
179,Kranich::N,כרוכיה,карго
180,Krähe::N,עורב,варака
181,Kuckuck::N,קוקיה,куко
182,Schwan::N,ברבור,локсей
183,Fisch::N,דג,кал
184,Barsch::N,אוקונוס,окунь
185,Hecht::N,זאב הים,щука
186,Schlange[Tier]::N,נחש,гуй
187,Wurm::N,תולעת,сукс
188,Spinne::N,עכביש,шанжав
189,Ameise::N,נמלה,коткудав
190,Laus::N,כנה,сий
191,Mücke::N,יתוש,сеське
192,Fliege::N,זבוב,карво
193,Schmetterling::N,פרפר,нимиляв
194,Beere::N,ענבה,умарь
195,Apfel::N,תפוח,умарь
196,Pilz::N,פטריה,панго
197,Zwiebel::N,בצל,чурька
198,Saat::N,זרעים,видьметь
199,Korn::N,גרעין,сюро
200,Heu::N,חציר,тикше
201,Schale::N,קלפה,кедь
202,Schale::N,קלפה,ваткавкс
203,Grube::N,בור,латко
204,Grube::N,שוחה,латко
205,Falle::N,מלכדת,тувор
206,Falle::N,מלכדת,кундамка
207,Schlinge::N,לולאה,килькш
208,Spur::N,עקבה,челькс
209,Spur::N,עקבה,пильгеки
210,Asche::N,אפר,кулов
211,Dreck::N,זהמה,рудаз
212,Eisen::N,ברזל,кшни
213,Gold::N,זהב,сырне
214,Silber::N,כסף,сия
215,Kohle::N,פחם,сэдь
216,Kohle::N,פחם,уголия
217,Glas::N,זכוכית,сулика
218,Lehm::N,חרסית,сёвонь
219,Sand::N,חול,човар
220,Mensch::N,אדם,ломань
221,Mann::N,איש,аля
222,Mann::N,איש,цёраломань
223,Mann::N,גבר,аля
224,Mann::N,גבר,цёраломань
225,Frau::N,אשה,ава
226,Frau::N,גברת,ава
227,Kind::N,ילד,эйкакш
228,Junge::N,ילד,цёрыне
229,Mädchen::N,נערה,тейтерне
230,Familie::N,משפחה,семия
231,Großvater::N,סבא,покштя
232,Großmutter::N,סבתא,баба
233,Eltern::N,הורים,тетят-ават
234,Vater::N,אב,тетя
235,Mutter::N,אם,ава
236,Sohn::N,בן,цёра
237,Tochter::N,בת,тейтерь
238,Bruder::N,אח,леля
239,Bruder::N,אח,ялакс
240,Schwester::N,אחות,сазор
241,Onkel::N,דוד,леля
242,Tante::N,דודה,патя
243,Ehemann::N,איש,мирде
244,Ehemann::N,בעל,мирде
245,Ehefrau::N,אשה,ни
246,Freude::N,שמחה,кеняркс
247,Gelächter::N,צחוק,ракамо
248,Gelächter::N,צחוק,пейдема
249,Glück::N,אשר,уцяска
250,Kummer::N,יגון,рискс
251,Kummer::N,יגון,мелявкс
252,Kummer::N,עגמה,рискс
253,Kummer::N,עגמה,мелявкс
254,Wunsch::N,אחול,мель
255,Wunsch::N,אחול,бажамо
256,Wunsch::N,משאלה,мель
257,Wunsch::N,משאלה,бажамо
258,Lust::N,חשק,бажамо
259,Lust::N,תשוקה,бажамо
260,Geist::N,רוח,ойме
261,Gedanke::N,מחשבה,мель
262,Gedächtnis::N,זכרון,мель
263,Verstand::N,שכל,прев
264,Sinn::N,מובן,толк
265,Sinn::N,מובן,смысла
266,Sinn::N,משמעות,толк
267,Sinn::N,משמעות,смысла
268,Grund::N,סבה,тувтал
269,Wahrheit::N,אמת,видечи
270,Gespräch::N,דיון,кортнема
271,Märchen::N,אגדה,ёвкс
272,Erzählung::N,ספור,ёвтнема
273,Nachricht::N,ידיעה,куля
274,Neuigkeit::N,חדשה,куля
275,Name::N,שם,лем
276,Rätsel::N,תעלומה,содамоёвкс
277,Rede::N,נאום,кортамо
278,Sprache::N,לשון,кель
279,Stimme::N,קול,ваигель
280,Wort::N,מלה,вал
281,Zeichen::N,סימן,теште
282,Ruf::N,קריאה,тердема
283,Lärm::N,רעש,шалнома
284,Laut::N,הגה,вайгель
285,Ton::N,צליל,гайнема
286,Lied::N,שיר,моро
287,Ruhe::N,שלוה,оймамо
288,Leute::N,אנשים,ломанть
289,Volk::N,עם,народ
290,Arbeit::N,עבודה,тев
291,Gast::N,אורח,инже
292,Geschenk::N,מתנה,казне
293,Spiel::N,משחק,налксема
294,Gesellschaft::N,חברה,община
295,Hilfe::N,עזרה,лездамо
296,Freund::N,חבר,оя
297,Freund::N,חבר,ялга
298,Freund::N,ידיד,оя
299,Freund::N,ידיד,ялга
300,Kamerad::N,רע,оя
301,Kamerad::N,רע,ялга
302,Angelegenheit::N,ענין,тев
303,Anzahl::N,מספר,ламоксчи
304,Art::N,סוג,вид
305,Stück::N,חתיכה,пакш
306,Stück::N,חתיכה,пелькс
307,Teil::N,פרק,часть
308,Teil::N,פרק,пелькс
309,Hälfte::N,חצי,пель
310,Hälfte::N,חצי,пелькс
311,Kreis::N,מעגל,кирькс
312,Kreuz::N,צלב,крёст
313,Linie::N,קו,кикс
314,Strich::N,קו קצר,межа
315,Abstand::N,מרחק,ютко
316,Entfernung::N,מרחק,ютко
317,Gegend::N,נוף,тарка
318,Gegend::N,נוף,пертьпелькс
319,Platz::N,שטח,васолкс
320,Ort::N,אתר,тарка
321,Ort::N,מקום,тарка
322,Seite::N,צד,ён
323,Seite::N,צד,чире
324,Mitte::N,אמצע,куншка
325,Gegenstand::N,אוביקט,предмет
326,Sache::N,דבר,тев
327,Sache::N,דבר,веща
328,Rand::N,פרור,пе
329,Rand::N,פרור,чире
330,Kante::N,קצה,ирдез
331,Ecke::N,פנה,ужо
332,Spitze::N,קצה,пряне
333,Spitze::N,קצה,пе
334,Ende::N,סוף,пе
335,Loch::N,חר,варя
336,Winkel::N,פנה,ужо
337,Muster::N,תבנית,сёрма
338,Größe::N,גדל,сэрь
339,Größe::N,גדל,покшолма
340,Länge::N,ארך,кувалмо
341,Höhe::N,קומה,сэрь
342,Höhe::N,קומה,пандо
343,Höhe::N,גבה,сэрь
344,Höhe::N,גבה,пандо
345,Gewicht::N,משקל,сталмо
346,Menge::N,כמות,лововкс
347,Haufen::N,ערמה,мар
348,Haufen::N,ערמה,валявкс
349,Reihe::N,רצף,ряд
350,Boot::N,סירה,венч
351,Ruder::N,משוט,милё
352,Schlitten::N,מזחלת,нурдт
353,Ski::N,מגלשים,сокс
354,Lagerfeuer::N,מדורה,толбандя
355,Last::N,משא,сталмо
356,Last::N,משא,кандома
357,Gang::N,הליכה,молема
358,Gang::N,הליכה,якамо
359,Schritt::N,צעד,эскелькс
360,Norden::N,צפון,якшамо ёнкс
361,Süden::N,דרום,лембе ёнкс
362,Westen::N,מערב,чивалгома
363,Osten::N,מזרח,чилисема
364,Holz::N,עץ,чувто
365,Brett::N,קרש,лаз
366,Platte::N,לוח,плита
367,Stütze::N,משען,неже
368,Stange::N,מוט,олга
369,Stock::N,מקל,мандо
370,Stab::N,מוט,олога
371,Rohr::N,צנור,турба
372,Haus::N,בית,кудо
373,Heim::N,בית,кудо
374,Ofen::N,תנור,каштомо
375,Fußboden::N,רצפה,киякс
376,Tisch::N,שלחן,столь
377,Stuhl::N,כסא,стул
378,Wiege::N,ערש,лавсь
379,Wiege::N,ערש,нурямот
380,Bett::N,מטה,ацамо
381,Regal::N,מדף,лався
382,Regal::N,מדף,лавсяланго
383,Kiste::N,תבה,горобия
384,Kiste::N,תבה,сундук
385,Kiste::N,ארגז,горобия
386,Kiste::N,ארגז,сундук
387,Fenster::N,חלון,вальма
388,Tür::N,דלת,кенкш
389,Tor::N,שער,ортат
390,Zaun::N,גדר,пирявт
391,Zaun::N,גדר,пирвякс
392,Dach::N,גג,кудопря
393,Leiter::N,סלם,кузтема
394,Besen::N,מטאטא,тенсть
395,Spaten::N,את,койме
396,Schaufel::N,את,кече
397,Schaufel::N,את,келей койме
398,Gabel::N,מזלג,сянгине
399,Löffel::N,כף,пенч
400,Messer::N,סכין,пеель
401,Nagel::N,מסמר,эске
402,Netz::N,רשת,алтыма
403,Haken::N,וו,кечказ
404,Haken::N,קרס,кечказ
405,Griff::N,ידית,кедне
406,Schloss::N,מנעול,замок
407,Schloss::N,מנעול,панжома
408,Bild::N,תמונה,картина
409,Figur::N,פסל,рунго
410,Puppe::N,בבה,няка
411,Beutel::N,שק,кескав
412,Bündel::N,צרור,керькс
413,Tasche::N,שקית,юдма
414,Eimer::N,דלי,ведра
415,Deckel::N,מכסה,велькс
416,Geschirr::N,כלים,кедьге
417,Sack::N,שק,кескав
418,Tasse::N,ספל,чакш
419,Topf::N,סיר,кастрюля
420,Kessel::N,קנקן,котёл
421,Essen::N,אכל,ярсамо
422,Essen::N,ארוחה,ярсамо
423,Nahrung::N,הזנה,ярсамопель
424,Nahrung::N,תזונה,ярсамопель
425,Speise::N,מאכל,ярсамопель
426,Speise::N,ארוחה,ярсамопель
427,Fleisch::N,בשר,сывель
428,Getreide::N,דגן,сюро
429,Brei::N,מחית,каша
430,Brot::N,לחם,кши
431,Scheibe::N,עגול,кочом
432,Scheibe::N,עגול,сускомо
433,Scheibe::N,פרוסה,кочом
434,Scheibe::N,פרוסה,сускомо
435,Fett::N,שמן,куя
436,Butter::N,חמאה,ой
437,Öl::N,שמן,ой
438,Salz::N,מלח,сал
439,Suppe::N,מרק,ям
440,Honig::N,דבש,медь
441,Milch::N,חלב,ловсо
442,Tee::N,תה,чай
443,Leder::N,עור,киське
444,Wolle::N,צמר,пона
445,Stoff::N,בד,коцт
446,Stoff::N,אריג,коцт
447,Nadel::N,מחט,салмукс
448,Faden::N,חוט,суре
449,Knopf::N,כפתור,пов
450,Knoten::N,קשר,сюлмо
451,Farbe::N,צבע,артомапель
452,Kleidung::N,בגדים,оршамот
453,Hemd::N,חלצה,панар
454,Kragen::N,צוארון,сиве
455,Ärmel::N,שרוול,ожа
456,Hose::N,מכנסים,понкст
457,Gürtel::N,חגורה,каркс
458,Mütze::N,כובע,чапка
459,Schuh::N,נעל,туфля
460,Stiefel::N,מגף,кем
461,Ring::N,טבעת,суркс
462,Band::N,סרט,лента
463,Kamm::N,מסרק,сурсеме
464,Spiegel::N,מראה,чавачамо
465,Riemen::N,רצועה,кшнань каркс
466,Schnur::N,חבל,пикс
467,Leine::N,מושכות,ведьме
468,Decke::N,שמיכה,вельтямо
469,Kissen::N,כרית,тодов
470,Tuch::N,צעיף,паця
471,Handtuch::N,מגבת,нардамо
472,Kraft::N,כוח,вий
473,Stärke::N,און,виевчи
474,Gesundheit::N,בריאות,шумбрачи
475,Krankheit::N,מחלה,орма
476,Krankheit::N,מחלה,сэредема
477,Schmerz::N,כאב,сэредькс
478,Wunde::N,פציעה,керявкс
479,Fieber::N,חם,маштыкс
480,Arznei::N,תרופה,ормаменькс
481,Brücke::N,גשר,сэдь
482,Brücke::N,גשר,мадамо
483,Brunnen::N,באר,лисьма
484,Weide::N,אחו,ракшань ванома тарка
485,Weide::N,מרעה,ракшань ванома тарка
486,Pfad::N,שביל,ян
487,Pfad::N,מדרכה,ян
488,Weg::N,דרך,ки
489,Straße::N,כביש,ки
490,Dorf::N,כפר,веле
491,Stadt::N,עיר,ош
492,Brief::N,מכתב,сёрма
493,Buch::N,ספר,книга
494,Buchstabe::N,אות,буква
495,Zeitung::N,עתון,газета
496,Leben::N,חיים,эрямо
497,Tod::N,מות,кулома
498,Grab::N,קבר,калмо
499,Kirche::N,כנסיה,церькова
500,Sünde::N,חטא,чумочи
501,Gott::N,אל,паз
502,Arbeiter::N,פועל,робочей
503,Chef::N,ראש,прявт
504,Chef::N,מנהל,прявт
505,Meister::N,ממחה,кол тевень тенця
506,Arzt::N,רופא,врач
507,Lehrer::N,מורה,учитель
508,Lehrer::N,מורה,тонавтыця
509,Geld::N,כסף,ярмак
510,Geschäft::N,עסקה,ладязь тев
511,Laden::N,חנות,лавка
512,Preis::N,מחיר,питне
513,Ware::N,סחורה,миевкс
514,Ware::N,סחורה,рамавкс
515,Nutzen::N,תועלת,паро
516,Nutzen::N,תועלת,лезэ
517,Reichtum::N,עשר,сюпавчи
518,Welt::N,עולם,мир
519,Welt::N,עולם,мастор ланго
520,Land::N,ארץ,мастор
521,Staat::N,מדינה,государства
522,König::N,מלך,король
523,Macht::N,כוח,азорксчи
524,Grenze::N,גבול,буен тешкс
525,Krieg::N,מלחמה,война
526,Feind::N,אויב,душман
527,Gewalt::N,אלימות,нарьгамо
528,Kampf::N,קרב,тюрема
529,Kampf::N,לחימה,тюрема
530,Bogen[Waffe]::N,קשת,нал
531,Pfeil::N,חץ,нал
532,Gewehr::N,רובה,ружия
533,Gewehr::N,רובה,винтовка
534,Fehler::N,טעות,ильведькс
535,Fehler::N,טעות,ильведевкс
536,Lüge::N,שקר,манчема
537,Lüge::N,שקר,кенгелема
538,Schaden::N,נזק,зыян
539,Unglück::N,מזל רע,зыян
540,Schuld::N,אשמה,чумочи
541,Alter::N,גיל,шка
542,Schluss::N,סיום,пе
543,Zeit::N,זמן,шка
544,Zeit::N,זמן,пинге
545,Tag::N,יום,чи
546,Morgen::N,בקר,валске
547,Mittag::N,צהרים,чикуншка
548,Abend::N,ערב,чокшнэ
549,Nacht::N,לילה,ве
550,Woche::N,שבוע,недля
551,Monat::N,חדש,ков
552,Jahr::N,שנה,ие
553,Frühling::N,אביב,тундо
554,Sommer::N,קיץ,кизэ
555,Herbst::N,סתו,сёксь
556,Winter::N,חרף,теле
557,Januar::N,ינואר,якшамков
558,Februar::N,פברואר,февраль
559,März::N,מרץ,март
560,April::N,אפריל,апрель
561,Mai::N,מאי,май
562,Juni::N,יוני,июнь
563,Juli::N,יולי,июль
564,August::N,אוגוסט,август
565,September::N,ספטמבר,сентября
566,Oktober::N,אוקטובר,октября
567,November::N,נובמבר,ноября
568,Dezember::N,דצמבר,декабря
569,Montag::N,יום שני,пондельник
570,Dienstag::N,יום שלישי,овторник
571,Mittwoch::N,יום רביעי,серёда
572,Donnerstag::N,יום חמישי,цетьверьг
573,Freitag::N,יום ששי,пеця
574,Samstag::N,יום שבת,субута
575,Samstag::N,יום שבת,шлямочи
576,Sonntag::N,יום ראשון,недлячи
577,groß::A,גדול,ине
578,groß::A,גדול,покш
579,klein::A,קטן,вишка
580,lang::A,ארך,кувака
581,kurz::A,קצר,нурькине
582,breit::A,רחב,келей
583,schmal::A,צר,теине
584,dicht::A,צפוף,тусто
585,dick[Gegenstand]::A,עבה,эчке
586,dünn::A,דק,човине
587,fein::A,מעדן,човине
588,fest::A,מוצק,кеме
589,flach::A,שטוח,лапужа
590,glatt::A,חלק,валаня
591,hart::A,קשיח,калгодо
592,weich::A,רך,чевте
593,rund::A,עגל,кеверь
594,spitz::A,חד,пшти
595,scharf::A,חד,пшти
596,stumpf::A,קהה,ношка
597,schwer::A,כבד,стака
598,schön::A,יפה,мазый
599,heiß::A,חם,пси
600,warm::A,חם,лембе
601,kalt::A,קר,якшамо
602,kühl::A,צונן,экше
603,frisch::A,טרי,свежа
604,feucht::A,לח,летьке
605,nass::A,רטוב,начко
606,trocken::A,יבש,коське
607,voll::A,מלא,пешксе
608,leer::A,ריק,чаво
609,offen::A,פתוח,панжадо
610,offen::A,פתוח,виде
611,geschlossen::A,סגור,пекстазь
612,geschlossen::A,סגור,сёлгозь
613,sauber::A,נקי,ванькс
614,schmutzig::A,מלכלך,ливезев
615,roh::A,חי,верек
616,reif::A,בשל,кенерезь
617,lecker::A,טעים,тантей
618,süß::A,מתוק,ламбамо
619,bitter::A,מר,сэпей
620,sauer::A,חמוץ,чапамо
621,hell::A,בהיר,валдо
622,dunkel::A,עמום,чопода
623,schwarz::A,שחר,раужо
624,weiß::A,לבן,ашо
625,rot::A,אדם,якстере
626,gelb::A,צהב,ожо
627,blau::A,כחל,сэнь
628,grün::A,ירק,пиже
629,grau::A,אפר,шержев
630,bunt::A,צבעוני,сёрмав
631,billig::A,זול,аволь питней
632,teuer::A,יקר,питней
633,wertvoll::A,יקר ערך,питней
634,blind::A,עור,сокор
635,taub::A,חרש,амариця
636,kräftig::A,חסן,пек виев
637,stark::A,חזק,виев
638,schwach::A,חלש,лавшо
639,fett::A,שמן,куя
640,schlank::A,רזה,виде ронга
641,hübsch::A,יפה תאר,мазый
642,böse::A,רשע,кежей
643,dumm::A,טפש,чавола
644,dumm::A,טפש,превтеме
645,faul::A,עצלן,нузякс
646,fleißig::A,חרוץ,мелень путыця
647,geizig::A,קמצן,скупой
648,klug::A,נבון,превей
649,klug::A,פקח,превей
650,geschickt::A,מימן,маштозь теезь
651,lieb::A,יקר,вадря
652,lieb::A,אהוב,вадря
653,lustig::A,עליז,весёла
654,sanft::A,עדין,сэтьме
655,hungrig::A,רעב,вачо
656,krank::A,חולה,сэредиця
657,nackt::A,ערום,штапо
658,traurig::A,עצוב,нусманя
659,lebendig::A,חי,эриця
660,gut::A,טוב,паро
661,schlecht::A,גרוע,берянь
662,richtig::A,נכון,виде
663,schlimm::A,רע,берянь
664,wahr::A,אמתי,алкуксонь
665,alt::A,ישן,ташто
666,neu::A,חדש,од
667,ehemalig::A,לשעבר,икелень
668,alt[Lebewesen]::A,זקן,сыре
669,jung::A,צעיר,од
670,arm::A,עני,кажов
671,reich::A,עשיר,сюпав
672,bekannt::A,ידוע,содавикс
673,berühmt::A,מפרסם,содавикс
674,fremd::A,זר,лия
675,fremd::A,זר,асодавикс
676,verschieden::A,שונה,эрьва
677,nah::A,קרוב,а васолонь
678,fern::A,רחוק,умонь
679,fern::A,רחוק,кезэрень
680,linker::A,שמאלי,керш
681,rechter::A,ימין,вить
682,anderer::A,אחר,лия
683,erster::A,ראשון,васень
684,erster::A,ראשון,васенце
685,zweiter::A,שני,омбоце
686,dritter::A,שלישי,колмоце
687,letzter::A,אחרון,меельце
688,allein::ADV,לבד,башка
689,allein::ADV,לבד,ськамонзо
690,auf einmal::ADV,בו-זמנית,вейсэ
691,zusammen::ADV,ביחד,вейс
692,zusammen::ADV,ביחד,вейсэ
693,lange::ADV,הרבה זמן,кувать
694,plötzlich::ADV,לפתע,апак учо
695,plötzlich::ADV,פתאום,апак учо
696,sofort::ADV,מיד,курок
697,sofort::ADV,מיד,нейке
698,später::ADV,לאחר זמן,мейле
699,später::ADV,יותר מאחר,мейле
700,jetzt::ADV,עכשיו,ней
701,heute::ADV,היום,течи
702,morgen::ADV,מחר,ванды
703,bald::ADV,בקרוב,курок
704,dann::ADV,אחר-כך,мейле
705,dann::ADV,אחר-כך,седе мейле
706,gestern::ADV,אתמול,исяк
707,einst::ADV,לפנים,весть
708,einst::ADV,לפנים,зярдо-бути
709,damals::ADV,אז,сестэ
710,danach::ADV,אחר-כך,мейле
711,danach::ADV,אחר-כך,седе мейле
712,vorher::ADV,לפני זה,васняяк
713,zuerst::ADV,קדם,васня
714,einmal::ADV,פעם,весть
715,manchmal::ADV,לפעמים,лиясто
716,oft::ADV,לעתים קרובות,сеетьстэ
717,immer::ADV,תמיד,свал
718,niemals::ADV,אף פעם,а зярдояк
719,hier::ADV,כאן,тесэ
720,hierhin::ADV,פה,тей
721,von hier::ADV,מפה,тестэ
722,dort::ADV,שם,тосо
723,dorthin::ADV,שם,тов
724,geradeaus::ADV,ישר,витьстэ
725,vorwärts::ADV,קדימה,икелев
726,rückwärts::ADV,לאחור,мекев
727,zurück::ADV,בחזרה,мекев
728,zurück::ADV,אחורנית,мекев
729,unten::ADV,למטה,ало
730,hinab::ADV,למטה,алов
731,oben::ADV,מעל,вере
732,oben::ADV,למעלה,вере
733,hinauf::ADV,למעלה,верев
734,überall::ADV,בכל מקום,эрьва косо
735,nicht::ADV,לא,а
736,ein wenig::ADV,קצת,аламошка
737,kaum::ADV,בקשי,ансяк
738,sehr::ADV,מאוד,пек
739,sehr::ADV,מאוד,вельть
740,so::ADV,כך,истя
741,so::ADV,ככה,истя
742,noch::ADV,עוד,таго
743,noch::ADV,עדין,таго
744,nur::ADV,רק,ансяк
745,schon::ADV,כבר,уш
746,wieder::ADV,שוב,таго
747,vergebens::ADV,לריק,стяко
748,vergebens::ADV,לשוא,стяко
749,vor::PRP,מול,икеле
750,hinter::PRP,מאחורי,вельде
751,unter::PRP,מתחת,ало
752,durch::PRP,דרך,пачк
753,neben::PRP,ליד,вакссо
754,neben::PRP,על-יד,вакссо
755,zwischen::PRP,בין,ютксо
756,wegen::PRP,בשל,кис
757,wegen::PRP,בשל,коряс
758,wegen::PRP,בשל,кувалт
759,wegen::PRP,בגלל,кис
760,wegen::PRP,בגלל,коряс
761,wegen::PRP,בגלל,кувалт
762,dies::PRN,זה,те
763,das::PRN,זה,те
764,das::PRN,זה,тона
765,alles::PRN,הכל,весе
766,alles::PRN,הכל,весемесь
767,ich::PRN,אני,мон
768,du::PRN,את,тон
769,du::PRN,אתה,тон
770,er::PRN,הוא,сон
771,wir::PRN,אנחנו,минь
772,ihr::PRN,לה,тынь
773,sie::PRN,הם,сынь
774,was::FPRN,מה,мезе
775,wer::FPRN,מי,ки
776,wo::FADV,איפה,косо
777,wohin::FADV,לאן,ков
778,wohin::FADV,לאן,козо
779,wie::FADV,איך,кода
780,warum::FADV,למה,мекс
781,wieviel::FNUM,כמה,зяро
782,eins::NUM,אחד,вейке
783,zwei::NUM,שתים,кавто
784,drei::NUM,שלושה,колмо
785,vier::NUM,ארבעה,ниле
786,fünf::NUM,חמשה,вете
787,sechs::NUM,ששה,кото
788,sieben::NUM,שבעה,сисем
789,acht::NUM,שמונה,кавксо
790,neun::NUM,תשעה,вейксэ
791,zehn::NUM,עשרה,кемень
792,elf::NUM,אחת עשרה,кевейкее
793,zwölf::NUM,שתים עשרה,кемгавтово
794,zwanzig::NUM,עשרים,комсь
795,dreißig::NUM,שלושים,колоньгемень
796,vierzig::NUM,ארבעים,ниленьгемень
797,fünfzig::NUM,חמשים,ведьгемень
798,sechzig::NUM,ששים,кодгемень
799,siebzig::NUM,שבעים,сизьгемень
800,achtzig::NUM,שמונים,кавксоньгемень
