,Concept_ID,da,hr
247,Familie::N,familie,obitelj
248,Familie::N,familie,porodica
249,Großvater::N,bedstefar,djed
250,Großmutter::N,bedstemor,baka
251,Eltern::N,forældre,roditelji
252,Vater::N,far,otac
253,Mutter::N,mor,majka
254,Sohn::N,søn,sin
255,Tochter::N,datter,kći
256,Tochter::N,datter,kćerka
257,Bruder::N,bror,brat
258,Schwester::N,søster,sestra
259,Onkel::N,onkel,čika
260,Onkel::N,onkel,ujak
261,Tante::N,tante,ujna
262,Tante::N,tante,tetka
263,Ehemann::N,ægtemand,muž
264,Ehemann::N,ægtemand,suprug
265,Ehefrau::N,hustru,žena
266,Ehefrau::N,hustru,supruga
267,Freude::N,glæde,radost
268,Gelächter::N,latter,grohot
269,Glück::N,lykke,sreća
270,Kummer::N,sorg,jad
271,Kummer::N,sorg,briga
272,Wunsch::N,ønske,želja
273,Lust::N,lyst,volja
274,Geist::N,ånd,duh
275,Gedanke::N,tanke,misao
276,Gedächtnis::N,hukommelse,pamćenje
277,Verstand::N,forstand,um
278,Verstand::N,forstand,razum
279,Sinn::N,mening,smisao
280,Sinn::N,mening,značenje
281,Sinn::N,betydning,smisao
282,Sinn::N,betydning,značenje
283,Grund::N,grund,razlog
284,Wahrheit::N,sandhed,istina
285,Gespräch::N,samtale,razgovor
286,Märchen::N,eventyr,bajka
287,Erzählung::N,fortælling,priča
288,Erzählung::N,fortælling,pripovijest
289,Nachricht::N,efterretning,vijest
290,Neuigkeit::N,nyhed,novost
291,Name::N,navn,ime
292,Rätsel::N,gåde,zagonetka
293,Rede::N,tale,govor
294,Rede::N,tale,besjeda
295,Sprache::N,sprog,jezik
296,Stimme::N,stemme,glas
297,Wort::N,ord,riječ
298,Zeichen::N,tegn,znak
299,Ruf::N,råb,povik
300,Ruf::N,råb,poklik
301,Lärm::N,larm,buka
302,Lärm::N,larm,galama
303,Laut::N,lyd,zvuk
304,Ton::N,tone,ton
305,Lied::N,sang,pjesma
306,Ruhe::N,ro,tišina
307,Ruhe::N,ro,počinak
308,Ruhe::N,hvile,tišina
309,Ruhe::N,hvile,počinak
310,Leute::N,folk,ljudi
311,Leute::N,mennesker,ljudi
312,Volk::N,folk,puk
313,Volk::N,folk,narod
314,Arbeit::N,arbejde,rad
315,Arbeit::N,arbejde,posao
316,Gast::N,gæst,gost
317,Geschenk::N,gave,dar
318,Geschenk::N,gave,poklon
319,Spiel::N,leg,igra
320,Gesellschaft::N,selskab,društvo
321,Gesellschaft::N,selskab,kompanija
322,Hilfe::N,hjælp,pomoć
323,Freund::N,ven,prijatelj
324,Kamerad::N,kammerat,drug
325,Kamerad::N,kammerat,drugar
326,Angelegenheit::N,sag,posao
327,Angelegenheit::N,anliggende,posao
328,Anzahl::N,antal,broj
329,Anzahl::N,antal,brojnost
330,Art::N,art,vid
331,Art::N,art,vrst
332,Stück::N,stykke,komad
333,Teil::N,del,dio
334,Hälfte::N,halvdel,polovina
335,Kreis::N,cirkel,krug
336,Kreuz::N,kors,križ
337,Kreuz::N,kryds,križ
338,Linie::N,linie,crta
339,Strich::N,streg,crta
340,Abstand::N,afstand,razmak
341,Abstand::N,afstand,odstojanje
342,Entfernung::N,afstand,udaljenost
343,Gegend::N,egn,kraj
344,Gegend::N,egn,predeo
345,Platz::N,plads,mjesto
346,Ort::N,sted,mjesto
347,Seite::N,side,bok
348,Seite::N,side,strana
349,Mitte::N,midte,sredina
350,Gegenstand::N,genstand,predmet
351,Sache::N,sag,posao
352,Rand::N,rand,rub
353,Rand::N,rand,kraj
354,Kante::N,kant,brid
355,Kante::N,kant,ivica
356,Ecke::N,hjørne,ugao
357,Spitze::N,spids,vrh
358,Spitze::N,spids,šiljak
359,Ende::N,ende,konac
360,Loch::N,hul,rupa
361,Winkel::N,vinkel,kut
362,Winkel::N,vinkel,ugao
363,Muster::N,mønster,uzor
364,Größe::N,størrelse,veličina
365,Länge::N,længde,duljina
366,Höhe::N,højde,visina
367,Gewicht::N,vægt,težina
368,Menge::N,mængde,mnoštvo
369,Menge::N,mængde,količina
370,Haufen::N,bunke,hrpa
371,Haufen::N,bunke,gomila
372,Reihe::N,række,red
373,Boot::N,båd,čun
374,Boot::N,båd,čamac
375,Ruder::N,åre,veslo
376,Schlitten::N,kælk,saone
377,Schlitten::N,slæde,saone
378,Ski::N,ski,ski
379,Ski::N,ski,smučka
380,Lagerfeuer::N,lejrbål,logorska vatra
381,Last::N,last,tovar
382,Last::N,byrde,tovar
383,Gang::N,gang,hod
384,Schritt::N,skridt,korak
385,Norden::N,nord,sjever
386,Süden::N,syd,jug
387,Westen::N,vest,zapad
388,Osten::N,øst,istok
389,Holz::N,træ,drvo
390,Brett::N,bræt,daska
391,Platte::N,plade,ploča
392,Stütze::N,støtte,potpora
393,Stange::N,stang,motka
394,Stock::N,stok,štap
395,Stock::N,stok,palica
396,Stab::N,stav,štap
397,Stab::N,stav,šipka
398,Rohr::N,rør,cijev
399,Haus::N,hus,kuća
400,Heim::N,hjem,dom
401,Ofen::N,ovn,peć
402,Fußboden::N,gulv,pod
403,Tisch::N,bord,stol
404,Tisch::N,bord,trpeza
405,Stuhl::N,stol,stolac
406,Stuhl::N,stol,stolica
407,Wiege::N,vugge,kolijevka
408,Bett::N,seng,krevet
409,Bett::N,seng,postelja
410,Regal::N,reol,polica
411,Kiste::N,kasse,sanduk
412,Fenster::N,vindue,prozor
413,Tür::N,dør,vrata
414,Tor::N,port,vrata
415,Tor::N,port,kapija
416,Zaun::N,stakit,plot
417,Zaun::N,stakit,ograda
418,Dach::N,tag,krov
419,Leiter::N,stige,ljestve
420,Leiter::N,stige,ljestvice
421,Besen::N,kost,metla
422,Spaten::N,spade,ašov
423,Schaufel::N,skovl,lopata
424,Gabel::N,gaffel,viljuška
425,Löffel::N,ske,žlica
426,Messer::N,kniv,nož
427,Nagel::N,søm,čavao
428,Netz::N,net,mreža
429,Haken::N,krog,kuka
430,Griff::N,tag,držak
431,Griff::N,tag,ručica
432,Griff::N,håndtag,držak
433,Griff::N,håndtag,ručica
434,Schloss::N,lås,brava
435,Bild::N,billede,slika
436,Figur::N,figur,figura
437,Puppe::N,dukke,lutka
438,Beutel::N,pose,kesa
439,Bündel::N,bylt,snop
440,Bündel::N,bylt,svežanj
441,Bündel::N,bundt,snop
442,Bündel::N,bundt,svežanj
443,Tasche::N,taske,torba
444,Tasche::N,taske,taška
445,Eimer::N,spand,kabao
446,Deckel::N,låg,poklopac
447,Geschirr::N,husgeråd,suđe
448,Geschirr::N,husgeråd,posuđe
449,Sack::N,sæk,džak
450,Sack::N,sæk,vreća
451,Tasse::N,kop,šalica
452,Topf::N,gryde,lonac
453,Kessel::N,kedel,kazan
454,Essen::N,måltid,obrok
455,Nahrung::N,mad,hrana
456,Nahrung::N,næring,hrana
457,Speise::N,ret,jelo
458,Fleisch::N,kød,meso
459,Getreide::N,korn,žito
460,Getreide::N,korn,žitarice
461,Brei::N,grød,kaša
462,Brot::N,brød,kruh
463,Scheibe::N,skive,kriška
464,Fett::N,fedt,mast
465,Fett::N,fedt,salo
466,Butter::N,smør,buter
467,Butter::N,smør,maslac
468,Öl::N,olie,ulje
469,Salz::N,salt,sol
470,Suppe::N,suppe,supa
471,Honig::N,honning,med
472,Milch::N,mælk,mlijeko
473,Tee::N,te,čaj
474,Leder::N,skind,koža
475,Wolle::N,uld,vuna
476,Stoff::N,stof,štof
477,Stoff::N,stof,tkanina
478,Nadel::N,nål,igla
479,Faden::N,tråd,nit
480,Faden::N,tråd,konac
481,Knopf::N,knap,dugme
482,Knoten::N,knude,čvor
483,Knoten::N,knude,uzao
484,Farbe::N,farve,farba
485,Kleidung::N,påklædning,odjeća
486,Hemd::N,skjorte,košulja
487,Kragen::N,krave,ovratnik
488,Ärmel::N,ærme,rukav
489,Hose::N,bukser,hlače
490,Gürtel::N,bælte,pas
491,Gürtel::N,bælte,pojas
492,Mütze::N,hue,kapa
493,Schuh::N,sko,cipela
494,Stiefel::N,støvle,čizma
495,Ring::N,ring,prsten
496,Band::N,bånd,vrpca
497,Kamm::N,kam,češalj
498,Spiegel::N,spejl,zrcalo
499,Spiegel::N,spejl,ogledalo
500,Riemen::N,rem,kaiš
501,Riemen::N,rem,remen
502,Schnur::N,snor,vrpca
503,Leine::N,snor,uzica
504,Decke::N,tæppe,ćebe
505,Decke::N,tæppe,pokrivač
506,Kissen::N,pude,jastuk
507,Tuch::N,sjaltørklæde,rubac
508,Tuch::N,sjaltørklæde,marama
509,Handtuch::N,håndklæde,ručnik
510,Kraft::N,kraft,snaga
511,Stärke::N,styrke,jakost
512,Gesundheit::N,sundhed,zdravlje
513,Krankheit::N,sygdom,bolest
514,Schmerz::N,smerte,bol
515,Wunde::N,sår,rana
516,Fieber::N,feber,groznica
517,Arznei::N,medicin,lijek
518,Arznei::N,lægemiddel,lijek
519,Brücke::N,bro,most
520,Brücke::N,bro,ćuprija
521,Brunnen::N,brønd,bunar
522,Brunnen::N,brønd,zdenac
523,Weide::N,græsgang,paša
524,Weide::N,græsgang,pašnjak
525,Pfad::N,sti,staza
526,Weg::N,vej,put
527,Straße::N,gade,drum
528,Straße::N,gade,cesta
529,Dorf::N,landsby,selo
530,Stadt::N,by,grad
531,Stadt::N,by,varoš
532,Brief::N,brev,list
533,Brief::N,brev,pismo
534,Buch::N,bog,knjiga
535,Buchstabe::N,bogstav,slovo
536,Zeitung::N,avis,novine
537,Leben::N,liv,život
538,Tod::N,død,smrt
539,Grab::N,grav,raka
540,Kirche::N,kirke,crkva
541,Sünde::N,synd,grijeh
542,Gott::N,gud,bog
543,Arbeiter::N,arbejder,radnik
544,Chef::N,chef,šef
545,Meister::N,mester,majstor
546,Arzt::N,læge,liječnik
547,Lehrer::N,lærer,učitelj
548,Geld::N,penge,novac
549,Geschäft::N,forretning,posao
550,Geschäft::N,forretning,trgovina
551,Laden::N,butik,dućan
552,Laden::N,forretning,dućan
553,Preis::N,pris,cijena
554,Ware::N,vare,roba
555,Nutzen::N,nytte,korist
556,Reichtum::N,rigdom,bogatstvo
557,Welt::N,verden,svijet
558,Land::N,land,zemlja
559,Staat::N,stat,država
560,König::N,konge,kralj
561,Macht::N,magt,moć
562,Macht::N,magt,vlast
563,Grenze::N,grænse,granica
564,Krieg::N,krig,rat
565,Feind::N,fjende,neprijatelj
566,Gewalt::N,vold,sila
567,Gewalt::N,vold,nasilje
568,Kampf::N,kamp,boj
569,Kampf::N,kamp,borba
570,Bogen[Waffe]::N,bue,luk
571,Pfeil::N,pil,strijela
572,Gewehr::N,gevær,puška
573,Fehler::N,fejl,pogreška
574,Fehler::N,fejl,griješka
575,Lüge::N,løgn,laž
576,Schaden::N,skade,šteta
577,Unglück::N,uheld,nesreća
578,Unglück::N,ulykke,nesreća
579,Schuld::N,skyld,krivnja
580,Alter::N,alder,dob
581,Schluss::N,slut,kraj
582,Schluss::N,slut,konac
583,Schluss::N,slutning,kraj
584,Schluss::N,slutning,konac
585,Zeit::N,tid,doba
586,Zeit::N,tid,vrijeme
587,Tag::N,dag,dan
588,Morgen::N,morgen,jutro
589,Mittag::N,middag,podne
590,Abend::N,aften,veče
591,Abend::N,aften,večer
592,Nacht::N,nat,noć
593,Woche::N,uge,sedmica
594,Monat::N,måned,mjesec
595,Jahr::N,år,godina
596,Frühling::N,forår,proljeće
597,Sommer::N,sommer,ljeto
598,Herbst::N,efterår,jesen
599,Winter::N,vinter,zima
600,Januar::N,januar,januar
601,Januar::N,januar,siječanj
602,Februar::N,februar,veljača
603,Februar::N,februar,februar
604,März::N,marts,mart
605,März::N,marts,ožujak
606,April::N,april,april
607,April::N,april,travanj
608,Mai::N,maj,maj
609,Mai::N,maj,svibanj
610,Juni::N,juni,juni
611,Juni::N,juni,lipanj
612,Juli::N,juli,juli
613,Juli::N,juli,srpanj
614,August::N,august,august
615,August::N,august,kolovoz
616,September::N,september,rujan
617,September::N,september,septembar
618,Oktober::N,oktober,oktobar
619,Oktober::N,oktober,listopad
620,November::N,november,studeni
621,November::N,november,novembar
622,Dezember::N,december,prosinac
623,Montag::N,mandag,ponedjeljak
624,Montag::N,mandag,ponedjeljnik
625,Dienstag::N,tirsdag,utorak
626,Dienstag::N,tirsdag,utornik
627,Mittwoch::N,onsdag,srijeda
628,Donnerstag::N,torsdag,četvrtak
629,Freitag::N,fredag,petak
630,Samstag::N,lørdag,subota
631,Sonntag::N,søndag,nedjelja
632,groß::A,stor,velik
633,klein::A,lille,mali
634,klein::A,lille,malen
635,lang::A,lang,dug
636,lang::A,lang,dugačak
637,kurz::A,kort,kratak
638,breit::A,bred,širok
639,schmal::A,smal,uski
640,schmal::A,smal,uzak
641,dicht::A,tæt,gust
642,dick[Gegenstand]::A,tyk,debeo
643,dünn::A,tynd,tanak
644,fein::A,fin,fin
645,fein::A,fin,tanak
646,fest::A,fast,čvrst
647,flach::A,flad,ravan
648,flach::A,flad,plosnat
649,glatt::A,glat,gladak
650,hart::A,hård,tvrd
651,weich::A,blød,mek
652,weich::A,blød,mekan
653,rund::A,rund,okrugao
654,spitz::A,spids,oštar
655,spitz::A,spids,šiljast
656,scharf::A,skarp,oštar
657,scharf::A,skarp,bridak
658,stumpf::A,sløv,tup
659,stumpf::A,stump,tup
660,schwer::A,tung,težak
661,schön::A,skøn,krasan
662,heiß::A,hed,vruć
663,warm::A,varm,topao
664,kalt::A,kold,hladan
665,kühl::A,kølig,hladan
666,frisch::A,frisk,svjež
667,feucht::A,fugtig,vlažan
668,nass::A,våd,mokar
669,trocken::A,tør,suh
670,voll::A,fuld,pun
671,leer::A,tom,prazan
672,offen::A,åben,otvoren
673,geschlossen::A,lukket,zatvoren
674,sauber::A,ren,čist
675,schmutzig::A,snavset,nečist
676,schmutzig::A,snavset,blatan
677,roh::A,rå,sirov
678,reif::A,moden,zreo
679,lecker::A,lækker,tečan
680,lecker::A,lækker,ukusan
681,süß::A,sød,sladak
682,bitter::A,bitter,gorak
683,sauer::A,sur,kiseo
684,hell::A,lys,vedar
685,hell::A,lys,svijetao
686,dunkel::A,mørk,taman
687,schwarz::A,sort,crn
688,weiß::A,hvid,bio
689,weiß::A,hvid,bijel
690,rot::A,rød,crven
691,gelb::A,gul,žut
692,blau::A,blå,plav
693,blau::A,blå,modar
694,grün::A,grøn,zelen
695,grau::A,grå,siv
696,bunt::A,broget,šaren
697,billig::A,billig,jeftin
698,teuer::A,dyr,skup
699,wertvoll::A,værdifuld,vrijedan
700,wertvoll::A,værdifuld,dragocjen
701,blind::A,blind,slijep
702,taub::A,døv,gluh
703,kräftig::A,kraftig,snažan
704,stark::A,stærk,jak
705,stark::A,stærk,snažan
706,schwach::A,svag,slab
707,fett::A,fed,pretio
708,schlank::A,slank,vitak
709,hübsch::A,køn,zgodan
710,böse::A,ond,zao
711,böse::A,ond,opak
712,böse::A,slem,zao
713,böse::A,slem,opak
714,dumm::A,dum,glup
715,faul::A,doven,lijen
716,fleißig::A,flittig,radin
717,fleißig::A,flittig,marljiv
718,geizig::A,gerrig,škrt
719,klug::A,klog,razborit
720,geschickt::A,dygtig,vješt
721,geschickt::A,behændig,vješt
722,lieb::A,rar,drag
723,lustig::A,lystig,veseo
724,sanft::A,blid,blag
725,hungrig::A,sulten,gladan
726,krank::A,syg,bolestan
727,nackt::A,nøgen,nag
728,traurig::A,bedrøvet,tužan
729,traurig::A,bedrøvet,žalostan
730,lebendig::A,levende,živ
731,gut::A,god,dobar
732,schlecht::A,dårlig,loš
733,schlecht::A,dårlig,rđav
734,richtig::A,rigtig,tačan
735,richtig::A,rigtig,ispravan
736,schlimm::A,slem,zao
737,schlimm::A,slem,zločest
738,wahr::A,sand,istinit
739,alt::A,gammel,star
740,neu::A,ny,nov
741,ehemalig::A,forhenværende,bivši
742,alt[Lebewesen]::A,gammel,star
743,jung::A,ung,mlad
744,arm::A,fattig,ubog
745,arm::A,fattig,siromašan
746,reich::A,rig,bogat
747,bekannt::A,kendt,poznat
748,berühmt::A,berømt,čuven
749,berühmt::A,berømt,slavan
750,fremd::A,fremmed,tuđ
751,fremd::A,fremmed,stran
752,verschieden::A,forskellig,razan
753,verschieden::A,forskellig,različan
754,nah::A,nær,blizak
755,fern::A,fjern,dalek
756,fern::A,fjern,daljnji
757,linker::A,venstre,lijevi
758,rechter::A,højre,desni
759,anderer::A,anden,drugi
760,anderer::A,anden,drugačiji
761,erster::A,første,prvi
762,zweiter::A,anden,drugi
763,dritter::A,tredje,treći
764,letzter::A,sidste,zadnji
765,allein::ADV,alene,sam
766,auf einmal::ADV,på én gang,istodobno
767,zusammen::ADV,sammen,skupa
768,zusammen::ADV,sammen,zajedno
769,lange::ADV,længe,dugo
770,plötzlich::ADV,pludselig,naglo
771,plötzlich::ADV,pludselig,iznenada
772,sofort::ADV,straks,odmah
773,später::ADV,senere,kasnije
774,jetzt::ADV,nu,sad
775,jetzt::ADV,nu,sada
776,heute::ADV,i dag,danas
777,morgen::ADV,i morgen,sutra
778,bald::ADV,snart,skoro
779,bald::ADV,snart,doskora
780,dann::ADV,så,zatim
781,gestern::ADV,i går,juče
782,gestern::ADV,i går,jučer
783,einst::ADV,engang,negda
784,einst::ADV,engang,nekada
785,damals::ADV,dengang,tada
786,damals::ADV,dengang,onda
787,danach::ADV,derefter,poslije
788,danach::ADV,derefter,nakon toga
789,vorher::ADV,før,prije
790,vorher::ADV,før,prije toga
791,vorher::ADV,forud,prije
792,vorher::ADV,forud,prije toga
793,zuerst::ADV,først,prvo
794,zuerst::ADV,først,najprije
795,einmal::ADV,en gang,jednom
796,einmal::ADV,en gang,jedanput
797,manchmal::ADV,sommetider,katkad
798,manchmal::ADV,sommetider,katkada
799,oft::ADV,ofte,često
800,immer::ADV,altid,vazda
801,immer::ADV,altid,uvijek
802,niemals::ADV,aldrig,nikad
803,niemals::ADV,aldrig,nikada
804,hier::ADV,her,tu
805,hier::ADV,her,ovdje
806,hierhin::ADV,hid,amo
807,hierhin::ADV,hid,ovamo
808,hierhin::ADV,herhen,amo
809,hierhin::ADV,herhen,ovamo
810,von hier::ADV,herfra,odavde
811,dort::ADV,der,ondje
812,dorthin::ADV,derhen,onamo
813,geradeaus::ADV,lige ud,ravno
814,vorwärts::ADV,fremad,naprijed
815,rückwärts::ADV,baglæns,natrag
816,zurück::ADV,tilbage,nazad
817,zurück::ADV,tilbage,natrag
818,unten::ADV,nede,dolje
819,unten::ADV,forneden,dolje
820,hinab::ADV,ned,nizbrdo
821,hinab::ADV,nedad,nizbrdo
822,oben::ADV,oppe,gore
823,oben::ADV,ovenpå,gore
824,hinauf::ADV,op,uzbrdo
825,hinauf::ADV,opad,uzbrdo
826,überall::ADV,overalt,svuda
827,überall::ADV,overalt,svagdje
828,nicht::ADV,ikke,ne
829,ein wenig::ADV,lidt,malo
830,kaum::ADV,knap,tek
831,kaum::ADV,knap,jedva
832,kaum::ADV,næppe,tek
833,kaum::ADV,næppe,jedva
834,sehr::ADV,meget,jako
835,sehr::ADV,meget,veoma
836,so::ADV,så,tako
837,so::ADV,så,ovako
838,noch::ADV,endnu,još
839,nur::ADV,kun,samo
840,nur::ADV,bare,samo
841,schon::ADV,alt,već
842,schon::ADV,allerede,već
843,wieder::ADV,igen,opet
844,wieder::ADV,igen,ponovo
845,vergebens::ADV,forgæves,uzalud
846,vergebens::ADV,forgæves,zabadava
847,vor::PRP,foran,pred
848,vor::PRP,foran,ispred
849,vor::PRP,uden for,pred
850,vor::PRP,uden for,ispred
851,hinter::PRP,bag,za
852,hinter::PRP,bag,iza
853,hinter::PRP,bagved,za
854,hinter::PRP,bagved,iza
855,unter::PRP,under,pod
856,unter::PRP,under,ispod
857,durch::PRP,gennem,po
858,durch::PRP,gennem,kroz
859,durch::PRP,igennem,po
