,Concept_ID,udm,mhr
257,Schwester::N,апа,ака́
258,Schwester::N,сузэр,ака́
259,Onkel::N,агай,иза́
260,Tante::N,апа,кока́
261,Tante::N,кенак,кока́
262,Ehemann::N,карт,мари́й
263,Ehefrau::N,кышно,ва́те
264,Freude::N,шумпотон,куа́н
265,Freude::N,шумпотон,куаныма́ш
266,Gelächter::N,горем,во́штылтыш
267,Glück::N,шуд,пиа́л
268,Kummer::N,кайгу,о́йго
269,Kummer::N,куректон,о́йго
270,Wunsch::N,мылпотон,ку́мыл
271,Lust::N,потон,ку́мыл
272,Geist::N,лул,ӧрт
273,Geist::N,лул,чон
274,Gedanke::N,малпан,ой
275,Gedanke::N,малпан,шоныма́ш
276,Gedächtnis::N,йырсазь,шарныма́ш
277,Gedächtnis::N,тодэваён,шарныма́ш
278,Verstand::N,йырвизь,уш
279,Sinn::N,смысл,смысл
280,Grund::N,муг,ама́л
281,Grund::N,ньӧм,ама́л
282,Wahrheit::N,зэм,чын
283,Wahrheit::N,шонер,чын
284,Gespräch::N,вераськон,мутланыма́ш
285,Märchen::N,выжыкыл,йома́к
286,Erzählung::N,верос,ойлыма́ш
287,Nachricht::N,ивор,увертарыма́ш
288,Neuigkeit::N,выльивор,уве́р
289,Name::N,ним,лӱм
290,Rätsel::N,мадькыл,ту́што
291,Rede::N,верам,ойлыма́ш
292,Sprache::N,кыл,йы́лме
293,Stimme::N,куара,йӱк
294,Wort::N,кыл,ой
295,Wort::N,кыл,мут
296,Zeichen::N,пус,ти́ште
297,Zeichen::N,пус,знак
298,Zeichen::N,тодмет,ти́ште
299,Zeichen::N,тодмет,знак
300,Ruf::N,ӧтён,ӱжма́ш
301,Ruf::N,чортон,ӱжма́ш
302,Lärm::N,ӵашетон,лӱшкыма́ш
303,Lärm::N,ӵашетон,йӱк-йӱа́н
304,Laut::N,куара,йӱк
305,Ton::N,куара,йӱксе́м
306,Lied::N,кырӟан,му́ро
307,Ruhe::N,чалмыт улон,ты́мык
308,Leute::N,адямиос,еҥ-влак
309,Volk::N,калык,ка́лык
310,Arbeit::N,уж,паша́
311,Gast::N,куно,уна́
312,Geschenk::N,салам,пӧле́к
313,Geschenk::N,кузьым,пӧле́к
314,Spiel::N,шудон,мо́дыш
315,Spiel::N,шудон,модма́ш
316,Gesellschaft::N,калык,тӱшка́
317,Hilfe::N,юрттон,по́лыш
318,Freund::N,эш,таҥ
319,Freund::N,эш,йолта́ш
320,Freund::N,юлтош,таҥ
321,Freund::N,юлтош,йолта́ш
322,Kamerad::N,тодмо,таҥ
323,Angelegenheit::N,уж,паша́
324,Anzahl::N,лыд,чот
325,Art::N,тус,вид
326,Stück::N,юдэс,ка́тыш
327,Stück::N,юдэс,ла́стык
328,Teil::N,люкет,ужа́ш
329,Hälfte::N,ӝыны,пел
330,Hälfte::N,ӝыны,пе́ле
331,Kreis::N,котырес,ты́ртыш
332,Kreuz::N,крест,ыре́с
333,Linie::N,гож,ли́ний
334,Strich::N,гож,коре́ш
335,Abstand::N,вис,кокла́
336,Abstand::N,кусып,кокла́
337,Entfernung::N,кусып,тора́
338,Entfernung::N,кусып,ку́жыт
339,Gegend::N,инты,кунде́м
340,Platz::N,инты,ку́мдык
341,Ort::N,инты,вер
342,Ort::N,инты,о́лмо
343,Ort::N,места,вер
344,Ort::N,места,о́лмо
345,Seite::N,пал,ӧ́рдыж
346,Mitte::N,шор,покше́л
347,Gegenstand::N,арбери,наста́
348,Sache::N,котыр,наста́
349,Rand::N,дур,тӱр
350,Rand::N,шаер,тӱр
351,Kante::N,дур,тӱр
352,Ecke::N,сэрег,лук
353,Spitze::N,йыл,вуй
354,Ende::N,пум,муча́ш
355,Loch::N,пась,рож
356,Winkel::N,сэрег,лук
357,Muster::N,пужы,пеза́к
358,Muster::N,пужы,узо́р
359,Muster::N,пужы,ӱ́лгӧ
360,Größe::N,быдӟала,кӱ́кшыт
361,Länge::N,кузьдала,ку́тыш
362,Höhe::N,ӝуждала,кӱ́кшыт
363,Gewicht::N,сектала,не́лыт
364,Gewicht::N,секытлык,не́лыт
365,Menge::N,лыд,чот
366,Menge::N,лыдпус,чот
367,Haufen::N,люк,кы́шыл
368,Reihe::N,чур,рада́м
369,Boot::N,пыж,пуш
370,Boot::N,лодка,пуш
371,Ruder::N,полыс,эшка́к
372,Schlitten::N,додьы,тер
373,Schlitten::N,додьы,изде́р
374,Ski::N,куас,е́че
375,Lagerfeuer::N,тылскем,туло́то
376,Last::N,секыт,нӧ́лтыш
377,Gang::N,ветлон,ошкылма́ш
378,Schritt::N,вамыш,о́шкыл
379,Norden::N,уйпал,йӱдйыма́л
380,Süden::N,лымшор,кечывалве́л
381,Westen::N,шунды пуксён,касве́л
382,Osten::N,шунды ӝужан,эрве́л
383,Holz::N,пу,пу
384,Brett::N,пул,оҥа́
385,Platte::N,плита,аста́р
386,Stütze::N,пыкет,чара́к
387,Stange::N,пуӵ,лома́ш
388,Stock::N,боды,тоя́
389,Stab::N,пуӵ,вара́
390,Stab::N,пуӵ,кашта́
391,Stab::N,боды,вара́
392,Stab::N,боды,кашта́
393,Rohr::N,труба,пуч
394,Haus::N,юрт,пӧрт
395,Heim::N,корка,мӧ́ҥгӧ
396,Ofen::N,гур,комака́
397,Fußboden::N,выж,кӱва́р
398,Tisch::N,ӝӧк,ӱсте́л
399,Stuhl::N,пукон,пӱке́н
400,Wiege::N,кӧкы,шепка́
401,Wiege::N,зыбка,шепка́
402,Bett::N,валес,ва́кшыш
403,Regal::N,ӝажы,шӧ́рлык
404,Kiste::N,ящик,шо́ндык
405,Kiste::N,ящик,я́шлык
406,Fenster::N,укно,окна́
407,Fenster::N,косяк,окна́
408,Tür::N,ӧс,омса́
409,Tor::N,ӟезьы,капка́
410,Zaun::N,забор,сава́р
411,Dach::N,липет,леве́дыш
412,Leiter::N,падӟа,тошка́лтыш
413,Besen::N,ӵужон,ӱштерво́штыр
414,Besen::N,исьнер,ӱштерво́штыр
415,Spaten::N,лопатка,ко́льмо
416,Schaufel::N,ютырон,сово́к
417,Schaufel::N,ютырон,су́ско
418,Gabel::N,тэчы,ви́лке
419,Gabel::N,вилка,ви́лке
420,Löffel::N,пуньы,па́не
421,Löffel::N,пуньы,совла́
422,Messer::N,пурт,кӱ́зӧ
423,Nagel::N,кортӵог,пуда́
424,Netz::N,сеть,вапш
425,Haken::N,курик,са́гыле
426,Griff::N,ныд,кыл
427,Schloss::N,тунгон,кӧгӧ́н
428,Bild::N,суред,сӱре́т
429,Figur::N,фигура,фигу́р
430,Puppe::N,мунё,курча́к
431,Beutel::N,пуйы,меша́к
432,Bündel::N,керттэт,арша́ш
433,Tasche::N,пуйы,сумка́
434,Tasche::N,сумка,сумка́
435,Eimer::N,ведра,ведра́
436,Deckel::N,ӵоксэт,ко́мдыш
437,Geschirr::N,тусьты-пуньы,а́те
438,Sack::N,пуйы,куль
439,Sack::N,пуйы,меша́к
440,Tasse::N,ӵаша,чу́кыр
441,Tasse::N,ӵаша,чашка́
442,Topf::N,миска,ми́ске
443,Kessel::N,пурты,под
444,Essen::N,сиськон,ко́чкыш
445,Nahrung::N,сион,ку́рго
446,Speise::N,сиён,ко́чкыш
447,Fleisch::N,сӥль,шыл
448,Getreide::N,ю тысь,шу́рно
449,Brei::N,ӝук,пу́чымыш
450,Brot::N,нянь,ки́нде
451,Scheibe::N,шорем,ка́тыш
452,Fett::N,кӧй,коя́
453,Butter::N,вӧй,ӱй
454,Öl::N,вӧй,ӱй
455,Salz::N,сылал,шинча́л
456,Suppe::N,шыд,шӱр
457,Honig::N,чечы,мӱй
458,Milch::N,йӧл,шӧр
459,Tee::N,чай,чай
460,Leder::N,сурон,сура́н
461,Leder::N,сурон,шӱ́штӧ
462,Wolle::N,гон,пун
463,Wolle::N,ыжгон,пун
464,Stoff::N,куэм,куэ́м
465,Stoff::N,куэм,посто́
466,Nadel::N,вень,и́ме
467,Faden::N,сӥньыс,шӱ́ртӧ
468,Knopf::N,бирды,по́лдыш
469,Knoten::N,герд,пышке́м
470,Farbe::N,буёл,чия́
471,Kleidung::N,дӥсь,чие́м
472,Kleidung::N,дӥсь,вурге́м
473,Hemd::N,дэрем,ту́выр
474,Kragen::N,сирес,сога́
475,Ärmel::N,саес,шокш
476,Hose::N,брюки,йола́ш
477,Hose::N,штань,йола́ш
478,Gürtel::N,кускерттон,ӱ́штӧ
479,Mütze::N,ызьы,упш
480,Schuh::N,ботинка,боти́нке
481,Stiefel::N,сапег,кем
482,Ring::N,зундэс,шерга́ш
483,Band::N,лента,тасма́
484,Band::N,лента,ле́нте
485,Kamm::N,сын,шерге́
486,Spiegel::N,синучкон,вошто́нчыш
487,Riemen::N,е,кӱзанӱ́штӧ
488,Schnur::N,гозы,кере́м
489,Schnur::N,гозы,кандыра́
490,Leine::N,думет,вӱра́ҥ
491,Decke::N,шобрет,леве́дыш
492,Decke::N,шобрет,одея́л
493,Kissen::N,миндэр,кӱ́пчык
494,Tuch::N,кышет,шо́выч
495,Handtuch::N,ӵушкон,со́лык
496,Kraft::N,кать,вий
497,Kraft::N,кать,куа́т
498,Kraft::N,ӟигар,вий
499,Kraft::N,ӟигар,куа́т
500,Stärke::N,юнлык,куа́т
501,Stärke::N,юнлык,карма́н
502,Gesundheit::N,тазалык,таза́лык
503,Krankheit::N,висён,чер
504,Schmerz::N,висён,ко́рштыш
505,Wunde::N,яра,су́сыр
506,Fieber::N,кезег,йӱштыму́ж
507,Fieber::N,кезег,лихора́дке
508,Arznei::N,эмъюм,эм
509,Brücke::N,выж,кӱва́р
510,Brunnen::N,колдэч,вӱдвыне́м
511,Weide::N,возь,нурше́р
512,Pfad::N,сюрес,йолго́рно
513,Pfad::N,сюрес,сокма́к
514,Weg::N,сюрес,ко́рно
515,Straße::N,сюрес,ко́рно
516,Dorf::N,гурт,ял
517,Stadt::N,кар,ола́
518,Stadt::N,город,ола́
519,Brief::N,гожтэт,се́рыш
520,Buch::N,книга,книга́
521,Buchstabe::N,буква,буква́
522,Zeitung::N,газет,газе́т
523,Leben::N,улон,и́лыш
524,Tod::N,кулон,колыма́ш
525,Grab::N,шайгу,шӱга́р
526,Kirche::N,черк,че́рке
527,Sünde::N,сьӧлык,су́лык
528,Gott::N,ӥнмар,ю́мо
529,Arbeiter::N,рабочий,паша́зе
530,Chef::N,начальник,тӧра́
531,Meister::N,кибашлы,маста́р
532,Arzt::N,врач,врач
533,Lehrer::N,дышетӥсь,ту́ныктышо
534,Geld::N,уксё,окса́
535,Geld::N,коньдон,окса́
536,Geschäft::N,уж,сатулыма́ш
537,Laden::N,магазин,ке́выт
538,Preis::N,дун,ак
539,Ware::N,вуз,сату́
540,Nutzen::N,пайда,пайда́
541,Reichtum::N,узырлык,поя́нлык
542,Welt::N,дунне,тӱня́
543,Land::N,шаер,эл
544,Staat::N,кун,кугыжа́ныш
545,König::N,эксэй,кугыжа́
546,Macht::N,власть,власть
547,Grenze::N,кунгож,грани́ца
548,Krieg::N,ож,сар
549,Feind::N,тушмон,тушма́н
550,Gewalt::N,эриктэман,виешлыма́ш
551,Kampf::N,нюръяськон,кредалма́ш
552,Bogen[Waffe]::N,пукыӵ,юҥе́ж
553,Pfeil::N,пукыӵ вень,пикш
554,Gewehr::N,пыӵал,пыча́л
555,Fehler::N,янгыш,йо́ҥылыш
556,Lüge::N,пӧян,шоя́к
557,Lüge::N,алдан,шоя́к
558,Lüge::N,ӧрекчан,шоя́к
559,Schaden::N,изъян,зия́н
560,Unglück::N,куректон,эҥге́к
561,Unglück::N,шудтэме усён,эҥге́к
562,Schuld::N,янгыш,тита́к
563,Schuld::N,янгыш,йола́
564,Alter::N,арлыд,ийго́т
565,Schluss::N,пум,муча́ш
566,Zeit::N,дыр,жап
567,Zeit::N,дыр,па́гыт
568,Tag::N,нунал,ке́че
569,Morgen::N,ӵукна,эр
570,Mittag::N,лымшор,кечыва́л
571,Abend::N,ӝыт,кас
572,Abend::N,акшан,кас
573,Nacht::N,уй,йӱд
574,Woche::N,арня,арня́
575,Monat::N,толэзь,ты́лзе
576,Jahr::N,ар,ий
577,Frühling::N,тулыс,шо́шо
578,Sommer::N,гужем,кеҥе́ж
579,Herbst::N,сӥзьыл,шы́же
580,Winter::N,тол,те́ле
581,Januar::N,выльартолэзь,шоркыйол
582,Januar::N,выльартолэзь,идалыкву́й
583,Januar::N,выльартолэзь,янва́рь
584,Februar::N,тулыспал,пургыж
585,Februar::N,тулыспал,февра́ль
586,März::N,южтолэзь,ӱярня
587,März::N,южтолэзь,март
588,April::N,оштолэзь,апре́ль
589,Mai::N,куартолэзь,ага
590,Mai::N,куартолэзь,май
591,Juni::N,вожотолэзь,пеледыш
592,Juni::N,вожотолэзь,ию́нь
593,Juli::N,пӧсьтолэзь,сӱрем
594,Juli::N,пӧсьтолэзь,ию́ль
595,August::N,гудырикошкон,сорла
596,August::N,гудырикошкон,агарма́н
597,August::N,гудырикошкон,а́вгуст
598,September::N,куарусён,идым
599,September::N,куарусён,сентя́брь
600,Oktober::N,выльӝуктолэзь,шыжа
601,Oktober::N,выльӝуктолэзь,октя́брь
602,November::N,шуркынмон,кылме тылзе
603,November::N,шуркынмон,ноя́брь
604,Dezember::N,толсур,дека́брь
605,Montag::N,вордӥськон,шо́чмо
606,Dienstag::N,вторник,ку́шкыжмо
607,Mittwoch::N,вирнунал,вӱрге́че
608,Donnerstag::N,покчиарня,изарня́
609,Freitag::N,удмуртарня,кугарня́
610,Samstag::N,кӧснунал,шуматке́че
611,Sonntag::N,арня,рушарня́
612,groß::A,бадӟым,кугу́
613,klein::A,пичи,изи́
614,lang::A,кузь,кужу́
615,kurz::A,вакчи,кӱ́чык
616,breit::A,паськыт,кумда́
617,schmal::A,сюлэг,а́ҥысыр
618,dicht::A,ӵем,ну́гыдо
619,dick[Gegenstand]::A,зӧк,кӱ́жгӧ
620,dünn::A,векчи,ви́чкыж
621,fein::A,векчи,ты́гыде
622,fest::A,юн,чо́ткыдо
623,fest::A,чурыт,чо́ткыдо
624,flach::A,ӵошкыт,лапка́
625,glatt::A,гылыт,яклака́
626,glatt::A,вольыт,яклака́
627,hart::A,чурыт,пе́ҥгыде
628,weich::A,небыт,пу́шкыдо
629,rund::A,котырес,йырге́шке
630,spitz::A,йылсо,коша́р
631,scharf::A,лэчыт,пӱ́сӧ
632,stumpf::A,ныж,токма́к
633,schwer::A,секыт,не́ле
634,schön::A,чебер,сы́лне
635,heiß::A,пӧсь,шо́кшо
636,warm::A,шуныт,ле́ве
637,kalt::A,кезьыт,йӱ́штӧ
638,kühl::A,юзмыт,юа́лге
639,kühl::A,юзмыт,южгата́
640,kühl::A,салкым,юа́лге
641,kühl::A,салкым,южгата́
642,frisch::A,выль,свежа́
643,feucht::A,мускыт,вӱ́дыжгӧ
644,nass::A,котмем,нӧ́рӧ
645,trocken::A,кӧс,ку́кшо
646,voll::A,тыр,тич
647,leer::A,буш,яра́
648,leer::A,тырттэм,яра́
649,offen::A,усьтэм,виш
650,geschlossen::A,ӵогам,пе́тырыме
651,geschlossen::A,ӵогам,тӱ́чмӧ
652,geschlossen::A,пунням,пе́тырыме
653,geschlossen::A,пунням,тӱ́чмӧ
654,sauber::A,ӝикыт,ару́
655,sauber::A,ӝикыт,янда́р
656,sauber::A,чылкыт,ару́
657,sauber::A,чылкыт,янда́р
658,schmutzig::A,нӧд,лавыра́н
659,schmutzig::A,нӧд,ла́выргыше
660,roh::A,ыль,кӱ́чымӧ
661,reif::A,вуэм,лӧза́
662,lecker::A,ческыт,ту́тло
663,süß::A,ческыт,ше́ре
664,bitter::A,курыт,ко́чо
665,sauer::A,чырс,шо́по
666,hell::A,югыт,во́лгыдо
667,dunkel::A,пеймыт,пычке́мыш
668,schwarz::A,сьӧд,шола́
669,weiß::A,тӧдьы,ош
670,rot::A,горд,йошка́р
671,gelb::A,ӵуж,сар
672,blau::A,лыз,ка́нде
673,grün::A,вож,ужа́р
674,grau::A,пурысь,сур
675,bunt::A,куӵо,олача́
676,billig::A,дунтэм,шу́лдо
677,teuer::A,дуно,ше́рге
678,wertvoll::A,дуно,шергака́н
679,blind::A,сукыр,со́кыр
680,blind::A,синтэм,со́кыр
681,taub::A,пельтэм,соҥгыра́
682,kräftig::A,кужмо,куа́тле
683,stark::A,юн,вия́н
684,stark::A,кужмо,вия́н
685,schwach::A,ляб,а́лдыме
686,schwach::A,начар,а́лдыме
687,fett::A,кӧй,коя́
688,schlank::A,веськыт,йоштката́
689,schlank::A,веськыт,яжу́
690,schlank::A,веськрес,йоштката́
691,schlank::A,веськрес,яжу́
692,hübsch::A,чебер,чеве́р
693,hübsch::A,синмаськымон,чеве́р
694,böse::A,лек,шы́де
695,dumm::A,шузи,аҥыра́
696,dumm::A,визьтэм,аҥыра́
697,faul::A,азьтэм,його
698,fleißig::A,сюлмо,ты́ршыше
699,geizig::A,сук,чаҥга́
700,klug::A,визьмо,уша́н
701,geschickt::A,усто,уста́
702,geschickt::A,быгатӥсь,уста́
703,lieb::A,мусо,ала́л
704,lustig::A,шулдыр,весела́
705,sanft::A,мусо,ны́жылге
706,sanft::A,эрке,ны́жылге
707,hungrig::A,сютэм,шу́жышо
708,krank::A,висись,че́рле
709,nackt::A,гольык,чарама́т
710,traurig::A,мӧзмыт,ойга́н
711,lebendig::A,улэп,и́лыше
712,gut::A,ӟеч,сай
713,gut::A,умой,сай
714,schlecht::A,урод,уда́
715,schlecht::A,урод,шӱ́кшӧ
716,schlecht::A,алама,уда́
717,schlecht::A,алама,шӱ́кшӧ
718,richtig::A,шонер,чы́нле
719,schlimm::A,алама,аля́к
720,schlimm::A,алама,тыра́н
721,wahr::A,зэмос,чы́нле
722,wahr::A,зэмос,настоя́щий
723,alt::A,вуж,то́што
724,neu::A,выль,у
725,ehemalig::A,азьвылэз,о́нчычсо
726,ehemalig::A,азьвылэз,онда́кысе
