,Concept_ID,hu,hr
95,Schatten::N,árnyék,sjena
96,Wetter::N,idő,vrijeme
97,Wetter::N,időjárás,vrijeme
98,Nebel::N,köd,magla
99,Wolke::N,felhő,oblak
100,Regen::N,eső,kiša
101,Schnee::N,hó,snijeg
102,Eis::N,jég,led
103,Frost::N,fagy,mraz
104,Kälte::N,hideg,studen
105,Kälte::N,hideg,hladnoća
106,Hitze::N,hő,vrućina
107,Hitze::N,hőség,vrućina
108,Raureif::N,zúzmara,inje
109,Regenbogen::N,szivárvány,duga
110,Donner::N,dörgés,grom
111,Donner::N,dörgés,grmljavina
112,Donner::N,mennydörgés,grom
113,Donner::N,mennydörgés,grmljavina
114,Strömung::N,áramlat,struja
115,Strömung::N,áramlat,strujanje
116,Tropfen::N,csepp,kap
117,Tropfen::N,csepp,kaplja
118,Schaum::N,hab,pjena
119,Schaum::N,tajték,pjena
120,Schmutz::N,piszok,nečistoća
121,Schmutz::N,piszok,prljavština
122,See::N,tó,jezero
123,Sumpf::N,mocsár,bara
124,Moor::N,láp,močvara
125,Wiese::N,rét,livada
126,Wiese::N,mező,livada
127,Wald::N,erdő,šuma
128,Hügel::N,domb,brijeg
129,Hügel::N,domb,brežuljak
130,Anhöhe::N,magaslat,uzvišica
131,Berg::N,hegy,brdo
132,Gipfel::N,csúcs,vrh
133,Höhle::N,barlang,pećina
134,Höhle::N,barlang,spilja
135,Abhang::N,lejtő,obronak
136,Abhang::N,lejtő,nizbrdica
137,Quelle::N,forrás,izvor
138,Quelle::N,forrás,vrelo
139,Bach::N,patak,potok
140,Fluss::N,folyó,rijeka
141,Ufer::N,part,obala
142,Küste::N,tengerpart,obala
143,Küste::N,tengerpart,morska obala
144,Festland::N,szárazföld,kopno
145,Meer::N,tenger,more
146,Bucht::N,öböl,zaliv
147,Insel::N,sziget,ada
148,Insel::N,sziget,otok
149,Blume::N,virág,cvijet
150,Gras::N,fű,trava
151,Wurzel::N,gyökér,korijen
152,Baum::N,fa,drvo
153,Baum::N,fa,stablo
154,Stamm::N,tő,deblo
155,Stamm::N,tő,stablo
156,Stamm::N,törzs,deblo
157,Stamm::N,törzs,stablo
158,Rinde::N,kéreg,kora
159,Ast::N,ág,grana
160,Zweig::N,gally,grana
161,Blatt::N,levél,list
162,Birke::N,nyír,breza
163,Kiefer[Baum]::N,fenyő,bor
164,Weide[Baum]::N,fűz,iva
165,Weide[Baum]::N,fűz,vŕba
166,Tanne::N,fenyő,jela
167,Horn::N,szarv,rog
168,Feder::N,toll,pero
169,Fell::N,szőr,koža
170,Fell::N,bunda,koža
171,Flügel::N,szárny,krilo
172,Klaue::N,köröm,papak
173,Kralle::N,karom,pandža
174,Schwanz::N,farok,rep
175,Ei::N,tojás,jaje
176,Nest::N,fészek,gnijezdo
177,Bau::N,odú,jazbina
178,Tier::N,állat,životinja
179,Herde::N,nyáj,krdo
180,Herde::N,nyáj,stado
181,Herde::N,csorda,krdo
182,Herde::N,csorda,stado
183,Kuh::N,tehén,krava
184,Bulle::N,bika,bik
185,Pferd::N,ló,konj
186,Schaf::N,juh,ovca
187,Schaf::N,birka,ovca
188,Schwein::N,sertés,svinja
189,Hund::N,eb,pas
190,Hund::N,eb,pseto
191,Hund::N,kutya,pas
192,Hund::N,kutya,pseto
193,Katze::N,macska,mačka
194,Bär::N,medve,medvjed
195,Eichhörnchen::N,mókus,vjeverica
196,Elch::N,jávorszarvas,los
197,Fuchs::N,róka,lisica
198,Hase::N,nyúl,zec
199,Maus::N,egér,miš
200,Wolf::N,farkas,vuk
201,Wolf::N,farkas,kurjak
202,Vogel::N,madár,ptica
203,Schwarm::N,raj,roj
204,Schwarm::N,raj,jato
205,Huhn::N,tyúk,kokoš
206,Hahn::N,kakas,kokot
207,Hahn::N,kakas,pijevac
208,Gans::N,lúd,guska
209,Gans::N,liba,guska
210,Adler::N,sas,orao
211,Ente::N,kacsa,patka
212,Eule::N,bagoly,sova
213,Kranich::N,daru,ždral
214,Krähe::N,varjú,vrana
215,Kuckuck::N,kakukk,kukavica
216,Schwan::N,hattyú,labud
217,Fisch::N,hal,riba
218,Barsch::N,sügér,grgeč
219,Hecht::N,csuka,štuka
220,Schlange[Tier]::N,kígyó,guja
221,Schlange[Tier]::N,kígyó,zmija
222,Wurm::N,kukac,crv
223,Spinne::N,pók,pauk
224,Ameise::N,hangya,mrav
225,Laus::N,tetű,uš
226,Mücke::N,szúnyog,komarac
227,Fliege::N,légy,muha
228,Schmetterling::N,lepke,leptir
229,Schmetterling::N,pillangó,leptir
230,Beere::N,bogyó,boba
231,Beere::N,bogyó,bobica
232,Apfel::N,alma,jabuka
233,Pilz::N,gomba,pečurka
234,Zwiebel::N,hagyma,luk
235,Zwiebel::N,hagyma,kapula
236,Saat::N,vetőmag,sjemenje
237,Korn::N,mag,zrno
238,Korn::N,szem,zrno
239,Heu::N,széna,sijeno
240,Schale::N,héj,kora
241,Schale::N,héj,ljuska
242,Grube::N,verem,jama
243,Falle::N,csapda,zamka
244,Falle::N,csapda,klopka
245,Schlinge::N,tőr,uzao
246,Schlinge::N,tőr,petlja
247,Spur::N,nyom,trag
248,Spur::N,nyom,slijed
249,Asche::N,hamu,pepeo
250,Dreck::N,sár,blato
251,Dreck::N,piszok,blato
252,Eisen::N,vas,željezo
253,Gold::N,arany,zlato
254,Silber::N,ezüst,srebro
255,Kohle::N,szén,ugalj
256,Kohle::N,szén,ugljen
257,Glas::N,üveg,staklo
258,Lehm::N,agyag,glina
259,Lehm::N,agyag,ilovača
260,Lehm::N,vályog,glina
261,Lehm::N,vályog,ilovača
262,Sand::N,homok,pijesak
263,Mensch::N,ember,čovjek
264,Mann::N,úr,muškarac
265,Mann::N,férfi,muškarac
266,Frau::N,nő,žena
267,Frau::N,asszony,žena
268,Kind::N,gyerek,čedo
269,Kind::N,gyerek,dijete
270,Kind::N,gyermek,čedo
271,Kind::N,gyermek,dijete
272,Junge::N,fiú,momče
273,Junge::N,fiú,dječak
274,Mädchen::N,lány,djevojka
275,Mädchen::N,lány,djevojčica
276,Familie::N,család,obitelj
277,Familie::N,család,porodica
278,Großvater::N,nagyapa,djed
279,Großmutter::N,nagyanya,baka
280,Eltern::N,szülők,roditelji
281,Vater::N,apa,otac
282,Vater::N,atya,otac
283,Mutter::N,anya,majka
284,Sohn::N,fiú,sin
285,Tochter::N,lány,kći
286,Tochter::N,lány,kćerka
287,Bruder::N,fivér,brat
288,Bruder::N,testvér,brat
289,Schwester::N,nővér,sestra
290,Schwester::N,lánytestvér,sestra
291,Onkel::N,nagybácsi,čika
292,Onkel::N,nagybácsi,ujak
293,Tante::N,nagynéni,ujna
294,Tante::N,nagynéni,tetka
295,Ehemann::N,férj,muž
296,Ehemann::N,férj,suprug
297,Ehefrau::N,feleség,žena
298,Ehefrau::N,feleség,supruga
299,Freude::N,öröm,radost
300,Gelächter::N,nevetés,grohot
301,Gelächter::N,hahotázás,grohot
302,Glück::N,boldogság,sreća
303,Kummer::N,bánat,jad
304,Kummer::N,bánat,briga
305,Wunsch::N,óhaj,želja
306,Lust::N,kedv,volja
307,Geist::N,elme,duh
308,Geist::N,szellem,duh
309,Gedanke::N,gondolat,misao
310,Gedächtnis::N,emlékezet,pamćenje
311,Verstand::N,ész,um
312,Verstand::N,ész,razum
313,Verstand::N,értelem,um
314,Verstand::N,értelem,razum
315,Sinn::N,értelem,smisao
316,Sinn::N,értelem,značenje
317,Grund::N,ok,razlog
318,Grund::N,alap,razlog
319,Wahrheit::N,igaz,istina
320,Wahrheit::N,igazság,istina
321,Gespräch::N,beszélgetés,razgovor
322,Märchen::N,mese,bajka
323,Erzählung::N,elbeszélés,priča
324,Erzählung::N,elbeszélés,pripovijest
325,Nachricht::N,hír,vijest
326,Nachricht::N,híradás,vijest
327,Neuigkeit::N,újság,novost
328,Name::N,név,ime
329,Rätsel::N,rejtvény,zagonetka
330,Rede::N,beszéd,govor
331,Rede::N,beszéd,besjeda
332,Rede::N,szónoklat,govor
333,Rede::N,szónoklat,besjeda
334,Sprache::N,nyelv,jezik
335,Stimme::N,hang,glas
336,Wort::N,szó,riječ
337,Zeichen::N,jel,znak
338,Ruf::N,kiáltás,povik
339,Ruf::N,kiáltás,poklik
340,Lärm::N,zaj,buka
341,Lärm::N,zaj,galama
342,Laut::N,hang,zvuk
343,Ton::N,hang,ton
344,Lied::N,dal,pjesma
345,Lied::N,ének,pjesma
346,Ruhe::N,csend,tišina
347,Ruhe::N,csend,počinak
348,Ruhe::N,nyugalom,tišina
349,Ruhe::N,nyugalom,počinak
350,Leute::N,emberek,ljudi
351,Volk::N,nép,puk
352,Volk::N,nép,narod
353,Arbeit::N,dolog,rad
354,Arbeit::N,dolog,posao
355,Gast::N,vendég,gost
356,Geschenk::N,ajándék,dar
357,Geschenk::N,ajándék,poklon
358,Spiel::N,játék,igra
359,Gesellschaft::N,társaság,društvo
360,Gesellschaft::N,társaság,kompanija
361,Hilfe::N,segítség,pomoć
362,Freund::N,barát,prijatelj
363,Kamerad::N,társ,drug
364,Kamerad::N,társ,drugar
365,Angelegenheit::N,ügy,posao
366,Anzahl::N,szám,broj
367,Anzahl::N,szám,brojnost
368,Art::N,faj,vid
369,Art::N,faj,vrst
370,Art::N,fajta,vid
371,Art::N,fajta,vrst
372,Stück::N,darab,komad
373,Teil::N,rész,dio
374,Hälfte::N,fél,polovina
375,Kreis::N,kör,krug
376,Kreuz::N,kereszt,križ
377,Linie::N,vonal,crta
378,Strich::N,vonás,crta
379,Abstand::N,köz,razmak
380,Abstand::N,köz,odstojanje
381,Entfernung::N,távolság,udaljenost
382,Gegend::N,táj,kraj
383,Gegend::N,táj,predeo
384,Gegend::N,vidék,kraj
385,Gegend::N,vidék,predeo
386,Platz::N,hely,mjesto
387,Ort::N,hely,mjesto
388,Seite::N,fél,bok
389,Seite::N,fél,strana
390,Seite::N,oldal,bok
391,Seite::N,oldal,strana
392,Mitte::N,közép,sredina
393,Gegenstand::N,tárgy,predmet
394,Sache::N,dolog,posao
395,Rand::N,szél,rub
396,Rand::N,szél,kraj
397,Rand::N,perem,rub
398,Rand::N,perem,kraj
399,Rand::N,szegély,rub
400,Rand::N,szegély,kraj
401,Kante::N,él,brid
402,Kante::N,él,ivica
403,Ecke::N,sarok,ugao
404,Ecke::N,szöglet,ugao
405,Spitze::N,csúcs,vrh
406,Spitze::N,csúcs,šiljak
407,Ende::N,vég,konac
408,Loch::N,lyuk,rupa
409,Winkel::N,szög,kut
410,Winkel::N,szög,ugao
411,Muster::N,minta,uzor
412,Größe::N,nagyság,veličina
413,Länge::N,hossz,duljina
414,Länge::N,hosszúság,duljina
415,Höhe::N,magasság,visina
416,Gewicht::N,súly,težina
417,Menge::N,sokaság,mnoštvo
418,Menge::N,sokaság,količina
419,Menge::N,mennyiség,mnoštvo
420,Menge::N,mennyiség,količina
421,Haufen::N,halom,hrpa
422,Haufen::N,halom,gomila
423,Reihe::N,sor,red
424,Boot::N,csónak,čun
425,Boot::N,csónak,čamac
426,Ruder::N,evező,veslo
427,Schlitten::N,szánkó,saone
428,Ski::N,sí,ski
429,Ski::N,sí,smučka
430,Lagerfeuer::N,tábortűz,logorska vatra
431,Last::N,teher,tovar
432,Gang::N,járás,hod
433,Schritt::N,lépés,korak
434,Norden::N,észak,sjever
435,Süden::N,dél,jug
436,Westen::N,nyugat,zapad
437,Osten::N,kelet,istok
438,Holz::N,fa,drvo
439,Brett::N,deszka,daska
440,Platte::N,lap,ploča
441,Platte::N,lemez,ploča
442,Stütze::N,támasz,potpora
443,Stütze::N,támaszték,potpora
444,Stange::N,rúd,motka
445,Stange::N,pózna,motka
446,Stock::N,pálca,štap
447,Stock::N,pálca,palica
448,Stab::N,bot,štap
449,Stab::N,bot,šipka
450,Rohr::N,cső,cijev
451,Haus::N,ház,kuća
452,Heim::N,otthon,dom
453,Ofen::N,kályha,peć
454,Fußboden::N,padló,pod
455,Tisch::N,asztal,stol
456,Tisch::N,asztal,trpeza
457,Stuhl::N,szék,stolac
458,Stuhl::N,szék,stolica
459,Wiege::N,bölcső,kolijevka
460,Bett::N,ágy,krevet
461,Bett::N,ágy,postelja
462,Regal::N,polc,polica
463,Regal::N,állvány,polica
464,Kiste::N,láda,sanduk
465,Fenster::N,ablak,prozor
466,Tür::N,ajtó,vrata
467,Tor::N,kapu,vrata
468,Tor::N,kapu,kapija
469,Zaun::N,kerítés,plot
470,Zaun::N,kerítés,ograda
471,Dach::N,tető,krov
472,Leiter::N,létra,ljestve
473,Leiter::N,létra,ljestvice
474,Besen::N,seprű,metla
475,Spaten::N,ásó,ašov
476,Schaufel::N,lapát,lopata
477,Gabel::N,villa,viljuška
478,Löffel::N,kanál,žlica
479,Messer::N,kés,nož
480,Nagel::N,szeg,čavao
481,Netz::N,háló,mreža
482,Haken::N,kampó,kuka
483,Griff::N,nyél,držak
484,Griff::N,nyél,ručica
485,Griff::N,fogantyú,držak
486,Griff::N,fogantyú,ručica
487,Schloss::N,zár,brava
488,Bild::N,kép,slika
489,Figur::N,alak,figura
490,Puppe::N,bábu,lutka
491,Beutel::N,zacskó,kesa
492,Bündel::N,köteg,snop
493,Bündel::N,köteg,svežanj
494,Tasche::N,táska,torba
495,Tasche::N,táska,taška
496,Eimer::N,vödör,kabao
497,Deckel::N,fedő,poklopac
498,Deckel::N,fedél,poklopac
499,Geschirr::N,edény,suđe
500,Geschirr::N,edény,posuđe
501,Sack::N,zsák,džak
502,Sack::N,zsák,vreća
503,Tasse::N,csésze,šalica
504,Topf::N,fazék,lonac
505,Kessel::N,üst,kazan
506,Kessel::N,bogrács,kazan
507,Essen::N,evés,obrok
508,Essen::N,étkezés,obrok
509,Nahrung::N,ennivaló,hrana
510,Speise::N,étel,jelo
511,Fleisch::N,hús,meso
512,Getreide::N,gabona,žito
513,Getreide::N,gabona,žitarice
514,Brei::N,pép,kaša
515,Brei::N,kása,kaša
516,Brot::N,kenyér,kruh
517,Scheibe::N,szelet,kriška
518,Fett::N,háj,mast
519,Fett::N,háj,salo
520,Fett::N,zsír,mast
521,Fett::N,zsír,salo
522,Butter::N,vaj,buter
523,Butter::N,vaj,maslac
524,Öl::N,olaj,ulje
525,Salz::N,só,sol
526,Suppe::N,leves,supa
527,Honig::N,méz,med
528,Milch::N,tej,mlijeko
529,Tee::N,tea,čaj
530,Leder::N,bőr,koža
531,Wolle::N,gyapjú,vuna
532,Stoff::N,szövet,štof
533,Stoff::N,szövet,tkanina
534,Nadel::N,tű,igla
535,Faden::N,fonál,nit
536,Faden::N,fonál,konac
537,Knopf::N,gomb,dugme
538,Knoten::N,csomó,čvor
539,Knoten::N,csomó,uzao
540,Farbe::N,szín,farba
541,Farbe::N,festék,farba
542,Kleidung::N,ruha,odjeća
543,Kleidung::N,ruházat,odjeća
544,Hemd::N,ing,košulja
545,Kragen::N,gallér,ovratnik
546,Ärmel::N,ujj,rukav
547,Hose::N,gatya,hlače
548,Hose::N,nadrág,hlače
549,Gürtel::N,öv,pas
550,Gürtel::N,öv,pojas
551,Mütze::N,sapka,kapa
552,Schuh::N,cipő,cipela
553,Stiefel::N,csizma,čizma
554,Ring::N,gyűrű,prsten
555,Band::N,szalag,vrpca
556,Kamm::N,fésű,češalj
557,Spiegel::N,tükör,zrcalo
558,Spiegel::N,tükör,ogledalo
559,Riemen::N,szíj,kaiš
560,Riemen::N,szíj,remen
561,Schnur::N,zsinór,vrpca
562,Leine::N,póráz,uzica
563,Decke::N,takaró,ćebe
564,Decke::N,takaró,pokrivač
565,Kissen::N,párna,jastuk
566,Tuch::N,kendő,rubac
567,Tuch::N,kendő,marama
568,Handtuch::N,törülköző,ručnik
569,Kraft::N,erő,snaga
570,Stärke::N,erő,jakost
571,Stärke::N,erősség,jakost
572,Gesundheit::N,egészség,zdravlje
573,Krankheit::N,kór,bolest
574,Krankheit::N,betegség,bolest
575,Schmerz::N,fájdalom,bol
576,Wunde::N,seb,rana
577,Fieber::N,láz,groznica
578,Arznei::N,orvosság,lijek
579,Arznei::N,gyógyszer,lijek
580,Brücke::N,híd,most
581,Brücke::N,híd,ćuprija
582,Brunnen::N,kút,bunar
583,Brunnen::N,kút,zdenac
584,Weide::N,legelő,paša
585,Weide::N,legelő,pašnjak
586,Pfad::N,ösvény,staza
587,Weg::N,út,put
588,Straße::N,út,drum
589,Straße::N,út,cesta
590,Dorf::N,falu,selo
591,Stadt::N,város,grad
592,Stadt::N,város,varoš
593,Brief::N,levél,list
594,Brief::N,levél,pismo
595,Buch::N,könyv,knjiga
596,Buchstabe::N,betű,slovo
597,Zeitung::N,újság,novine
598,Zeitung::N,hírlap,novine
599,Leben::N,élet,život
600,Tod::N,halál,smrt
601,Grab::N,sír,raka
602,Kirche::N,templom,crkva
603,Sünde::N,bűn,grijeh
604,Sünde::N,vétek,grijeh
605,Gott::N,isten,bog
606,Arbeiter::N,munkás,radnik
607,Chef::N,főnök,šef
608,Meister::N,mester,majstor
609,Arzt::N,orvos,liječnik
610,Lehrer::N,tanár,učitelj
611,Lehrer::N,tanító,učitelj
612,Geld::N,pénz,novac
613,Geschäft::N,üzlet,posao
614,Geschäft::N,üzlet,trgovina
615,Laden::N,bolt,dućan
616,Preis::N,ár,cijena
617,Ware::N,áru,roba
618,Nutzen::N,haszon,korist
619,Reichtum::N,gazdagság,bogatstvo
620,Welt::N,világ,svijet
621,Land::N,ország,zemlja
622,Staat::N,állam,država
623,König::N,király,kralj
624,Macht::N,hatalom,moć
625,Macht::N,hatalom,vlast
626,Grenze::N,határ,granica
627,Krieg::N,háború,rat
628,Feind::N,ellenség,neprijatelj
629,Gewalt::N,erőszak,sila
630,Gewalt::N,erőszak,nasilje
631,Kampf::N,harc,boj
632,Kampf::N,harc,borba
633,Bogen[Waffe]::N,íj,luk
634,Pfeil::N,nyíl,strijela
635,Gewehr::N,puska,puška
636,Gewehr::N,fegyver,puška
637,Fehler::N,hiba,pogreška
638,Fehler::N,hiba,griješka
639,Lüge::N,hazugság,laž
640,Schaden::N,kár,šteta
641,Unglück::N,csapás,nesreća
642,Unglück::N,balszerencse,nesreća
643,Schuld::N,bűn,krivnja
644,Alter::N,kor,dob
645,Schluss::N,vég,kraj
646,Schluss::N,vég,konac
647,Schluss::N,befejezés,kraj
648,Schluss::N,befejezés,konac
649,Zeit::N,idő,doba
650,Zeit::N,idő,vrijeme
651,Tag::N,nap,dan
652,Morgen::N,reggel,jutro
653,Mittag::N,dél,podne
654,Abend::N,este,veče
655,Abend::N,este,večer
656,Nacht::N,éj,noć
657,Nacht::N,éjszaka,noć
658,Woche::N,hét,sedmica
659,Monat::N,hó,mjesec
660,Monat::N,hónap,mjesec
661,Jahr::N,év,godina
662,Frühling::N,tavasz,proljeće
663,Sommer::N,nyár,ljeto
664,Herbst::N,ősz,jesen
665,Winter::N,tél,zima
666,Januar::N,január,januar
667,Januar::N,január,siječanj
668,Februar::N,február,veljača
669,Februar::N,február,februar
670,März::N,március,mart
671,März::N,március,ožujak
672,April::N,április,april
673,April::N,április,travanj
674,Mai::N,május,maj
675,Mai::N,május,svibanj
676,Juni::N,június,juni
677,Juni::N,június,lipanj
678,Juli::N,július,juli
679,Juli::N,július,srpanj
680,August::N,augusztus,august
681,August::N,augusztus,kolovoz
682,September::N,szeptember,rujan
683,September::N,szeptember,septembar
684,Oktober::N,október,oktobar
685,Oktober::N,október,listopad
686,November::N,november,studeni
687,November::N,november,novembar
688,Dezember::N,december,prosinac
689,Montag::N,hétfő,ponedjeljak
690,Montag::N,hétfő,ponedjeljnik
691,Dienstag::N,kedd,utorak
692,Dienstag::N,kedd,utornik
693,Mittwoch::N,szerda,srijeda
694,Donnerstag::N,csütörtök,četvrtak
695,Freitag::N,péntek,petak
696,Samstag::N,szombat,subota
697,Sonntag::N,vasárnap,nedjelja
698,groß::A,nagy,velik
699,klein::A,pici,mali
700,klein::A,pici,malen
701,klein::A,kicsi,mali
702,klein::A,kicsi,malen
703,lang::A,hosszú,dug
704,lang::A,hosszú,dugačak
705,kurz::A,rövid,kratak
706,breit::A,széles,širok
707,schmal::A,keskeny,uski
708,schmal::A,keskeny,uzak
709,dicht::A,sűrű,gust
710,dick[Gegenstand]::A,vastag,debeo
711,dünn::A,vékony,tanak
712,fein::A,vékony,fin
713,fein::A,vékony,tanak
714,fest::A,szilárd,čvrst
715,flach::A,sík,ravan
716,flach::A,sík,plosnat
717,flach::A,lapos,ravan
718,flach::A,lapos,plosnat
719,glatt::A,sima,gladak
720,hart::A,kemény,tvrd
721,weich::A,puha,mek
722,weich::A,puha,mekan
723,rund::A,kerek,okrugao
724,spitz::A,hegyes,oštar
725,spitz::A,hegyes,šiljast
726,scharf::A,éles,oštar
727,scharf::A,éles,bridak
728,stumpf::A,tompa,tup
729,stumpf::A,életlen,tup
730,schwer::A,nehéz,težak
731,schwer::A,súlyos,težak
732,schön::A,szép,krasan
733,heiß::A,forró,vruć
734,warm::A,meleg,topao
735,kalt::A,hideg,hladan
736,kühl::A,hűs,hladan
737,kühl::A,hűvös,hladan
738,frisch::A,üde,svjež
739,frisch::A,friss,svjež
740,feucht::A,nedves,vlažan
741,nass::A,vizes,mokar
742,trocken::A,száraz,suh
743,voll::A,telt,pun
744,leer::A,üres,prazan
745,offen::A,nyílt,otvoren
746,offen::A,nyitott,otvoren
747,geschlossen::A,zárt,zatvoren
748,geschlossen::A,csukott,zatvoren
749,sauber::A,tiszta,čist
750,schmutzig::A,piszkos,nečist
751,schmutzig::A,piszkos,blatan
752,schmutzig::A,szennyes,nečist
753,schmutzig::A,szennyes,blatan
754,roh::A,nyers,sirov
755,reif::A,érett,zreo
756,lecker::A,finom,tečan
757,lecker::A,finom,ukusan
758,süß::A,édes,sladak
759,bitter::A,keserű,gorak
760,sauer::A,savanyú,kiseo
761,hell::A,világos,vedar
762,hell::A,világos,svijetao
763,dunkel::A,sötét,taman
764,schwarz::A,fekete,crn
765,weiß::A,fehér,bio
766,weiß::A,fehér,bijel
767,rot::A,vörös,crven
768,gelb::A,sárga,žut
769,blau::A,kék,plav
770,blau::A,kék,modar
771,grün::A,zöld,zelen
772,grau::A,ősz,siv
773,grau::A,szürke,siv
774,bunt::A,tarka,šaren
775,bunt::A,színes,šaren
776,billig::A,olcsó,jeftin
777,teuer::A,drága,skup
778,wertvoll::A,értékes,vrijedan
779,wertvoll::A,értékes,dragocjen
780,blind::A,vak,slijep
781,taub::A,süket,gluh
782,kräftig::A,erős,snažan
783,stark::A,erős,jak
784,stark::A,erős,snažan
785,schwach::A,gyenge,slab
786,schwach::A,erőtlen,slab
787,fett::A,hájas,pretio
788,schlank::A,karcsú,vitak
789,hübsch::A,csinos,zgodan
790,böse::A,rossz,zao
791,böse::A,rossz,opak
792,böse::A,gonosz,zao
793,böse::A,gonosz,opak
794,dumm::A,buta,glup
795,dumm::A,ostoba,glup
796,faul::A,lusta,lijen
797,fleißig::A,szorgalmas,radin
798,fleißig::A,szorgalmas,marljiv
799,geizig::A,fukar,škrt
800,geizig::A,fösvény,škrt
801,klug::A,okos,razborit
802,klug::A,eszes,razborit
803,geschickt::A,ügyes,vješt
804,lieb::A,drága,drag
805,lieb::A,kedves,drag
806,lustig::A,víg,veseo
807,lustig::A,vidám,veseo
808,sanft::A,enyhe,blag
809,hungrig::A,éhes,gladan
810,krank::A,beteg,bolestan
811,nackt::A,csupasz,nag
812,nackt::A,meztelen,nag
813,traurig::A,bús,tužan
814,traurig::A,bús,žalostan
815,traurig::A,szomorú,tužan
816,traurig::A,szomorú,žalostan
817,lebendig::A,élő,živ
818,gut::A,jó,dobar
819,schlecht::A,rossz,loš
820,schlecht::A,rossz,rđav
821,richtig::A,helyes,tačan
822,richtig::A,helyes,ispravan
823,schlimm::A,rossz,zao
824,schlimm::A,rossz,zločest
825,wahr::A,igaz,istinit
826,alt::A,ó,star
827,alt::A,régi,star
828,neu::A,új,nov
829,ehemalig::A,volt,bivši
830,ehemalig::A,egykori,bivši
831,alt[Lebewesen]::A,öreg,star
832,jung::A,fiatal,mlad
833,arm::A,szegény,ubog
834,arm::A,szegény,siromašan
835,reich::A,gazdag,bogat
836,bekannt::A,ismert,poznat
837,bekannt::A,ismeretes,poznat
838,berühmt::A,híres,čuven
839,berühmt::A,híres,slavan
840,fremd::A,idegen,tuđ
841,fremd::A,idegen,stran
842,verschieden::A,különböző,razan
843,verschieden::A,különböző,različan
844,nah::A,közeli,blizak
845,fern::A,távoli,dalek
846,fern::A,távoli,daljnji
847,linker::A,bal,lijevi
848,rechter::A,jobb,desni
849,anderer::A,más,drugi
850,anderer::A,más,drugačiji
851,anderer::A,másik,drugi
852,anderer::A,másik,drugačiji
853,erster::A,első,prvi
854,zweiter::A,második,drugi
