,Concept_ID,no,cv
149,Fell::N,skinn,ҫӑм
150,Flügel::N,vinge,ҫунат
151,Klaue::N,klauv,чӗрне
152,Kralle::N,klo,ура
153,Schwanz::N,hale,хӳре
154,Ei::N,egg,ҫӑмарта
155,Nest::N,rede,йӑва
156,Bau::N,hi,йӗнӗ
157,Tier::N,dyr,выльӑх
158,Herde::N,flokk,кӗтӳ
159,Kuh::N,ku,ӗне
160,Bulle::N,tyr,вӑкӑр
161,Pferd::N,hest,лаша
162,Schaf::N,får,сурӑх
163,Schwein::N,gris,сысна
164,Hund::N,hund,йытӑ
165,Katze::N,katt,кушак
166,Bär::N,bjørn,упа
167,Eichhörnchen::N,ekorn,пакша
168,Elch::N,elg,пӑши
169,Fuchs::N,rev,тилӗ
170,Hase::N,hare,куян
171,Hase::N,hare,мулкач
172,Maus::N,mus,шӑши
173,Wolf::N,ulv,кашкӑр
174,Wolf::N,varg,кашкӑр
175,Vogel::N,fugl,кайӑк
176,Vogel::N,fugl,вӗҫен кайӑк
177,Schwarm::N,sverm,ушкӑн
178,Huhn::N,høne,чӑх
179,Huhn::N,høne,чӑхӑ
180,Hahn::N,hane,автан
181,Gans::N,gås,хур
182,Adler::N,ørn,ӑмӑрт кайӑк
183,Ente::N,and,кӑвакал
184,Eule::N,ugle,тӑмана
185,Kranich::N,trane,тӑрна
186,Krähe::N,kråke,ула курак
187,Kuckuck::N,gjøk,куккук
188,Schwan::N,svane,акӑш
189,Fisch::N,fisk,пулӑ
190,Barsch::N,abbor,уланкӑ
191,Hecht::N,gjedde,ҫӑрттан
192,Schlange[Tier]::N,orm,ҫӗлен
193,Schlange[Tier]::N,slange,ҫӗлен
194,Wurm::N,orm,ӑман
195,Wurm::N,mark,ӑман
196,Spinne::N,edderkopp,эрешмен
197,Ameise::N,maur,кӑткӑ
198,Laus::N,lus,пыйтӑ
199,Mücke::N,mygg,вӑрӑм туна
200,Fliege::N,flue,шӑна
201,Schmetterling::N,sommerfugl,лӗпӗш
202,Beere::N,bær,ҫырла
203,Apfel::N,eple,улма
204,Apfel::N,eple,пан улми
205,Pilz::N,sopp,кӑмпа
206,Zwiebel::N,løk,сухан
207,Saat::N,sæd,вӑрӑ
208,Korn::N,korn,тӗшӗ
209,Korn::N,korn,пӗрчӗ
210,Heu::N,høy,утӑ
211,Schale::N,skall,хупӑ
212,Grube::N,grop,шӑтӑк
213,Falle::N,felle,тапӑ
214,Falle::N,felle,капкӑн
215,Schlinge::N,snare,йӑлӑ
216,Spur::N,spor,йӗр
217,Asche::N,aske,кӗл
218,Dreck::N,møkk,пылчӑк
219,Dreck::N,skitt,пылчӑк
220,Eisen::N,jern,тимӗр
221,Gold::N,gull,ылтӑн
222,Silber::N,sølv,кӗмӗл
223,Kohle::N,kol,кӑмрӑк
224,Kohle::N,kull,кӑмрӑк
225,Glas::N,glass,кӗленче
226,Lehm::N,leire,тӑм
227,Sand::N,sand,хӑйӑр
228,Mensch::N,menneske,ҫын
229,Mensch::N,menneske,этем
230,Mann::N,mann,ар
231,Frau::N,kvinne,хӗрарӑм
232,Kind::N,barn,ача
233,Junge::N,gutt,ача
234,Junge::N,gutt,ар ҫын ача
235,Mädchen::N,pike,хӗр ача
236,Mädchen::N,jente,хӗр ача
237,Familie::N,familie,ҫемье
238,Familie::N,familie,кил-йыш
239,Großvater::N,bestefar,кукаҫи
240,Großmutter::N,bestemor,кукамай
241,Eltern::N,foreldre,аҫа-ама
242,Vater::N,far,атте
243,Mutter::N,mor,анне
244,Sohn::N,sønn,ывӑл
245,Tochter::N,datter,хӗр
246,Bruder::N,bror,ар тӑван
247,Schwester::N,søster,аппа
248,Schwester::N,søster,йӑмӑк
249,Onkel::N,onkel,мучи
250,Onkel::N,onkel,пичче
251,Tante::N,tante,аппа
252,Ehemann::N,ektemann,упӑшка
253,Ehefrau::N,hustru,арӑм
254,Freude::N,glede,савӑнӑҫ
255,Freude::N,glede,хаваслӑх
256,Gelächter::N,latter,кулӑ
257,Glück::N,lykke,телей
258,Glück::N,lykke,ӑраскал
259,Kummer::N,sorg,хурлӑх
260,Wunsch::N,ønske,ӗмӗт
261,Wunsch::N,ønske,кӑмӑл
262,Lust::N,lyst,кӑмӑл
263,Geist::N,ånd,чун-чӗм
264,Geist::N,ånd,ыр-усал
265,Geist::N,ånd,чун хавалӗ
266,Gedanke::N,tanke,шухӑш
267,Gedächtnis::N,minne,ас
268,Gedächtnis::N,hukommelse,ас
269,Verstand::N,forstand,ӑс
270,Verstand::N,forstand,ӑс-тӑн
271,Verstand::N,forstand,ӑс-хакӑл
272,Sinn::N,mening,тупсӑм
273,Sinn::N,mening,пӗлтерӗш
274,Sinn::N,betydning,тупсӑм
275,Sinn::N,betydning,пӗлтерӗш
276,Grund::N,grunn,сӑлтав
277,Wahrheit::N,sannhet,чӑнлӑх
278,Gespräch::N,samtale,калаҫу
279,Märchen::N,eventyr,юмах
280,Erzählung::N,fortelling,акалав
281,Erzählung::N,fortelling,каласа пани
282,Nachricht::N,melding,хыпар
283,Neuigkeit::N,nyhet,ҫӗнӗ хыпар
284,Name::N,navn,ят
285,Rätsel::N,gåte,сутмалли юмах
286,Rede::N,tale,сӑмах
287,Sprache::N,språk,чӗлхе
288,Stimme::N,stemme,сасӑ
289,Wort::N,ord,сӑмах
290,Zeichen::N,tegn,паллӑ
291,Ruf::N,rop,йыхрав
292,Ruf::N,rop,чӗнӳ
293,Lärm::N,bråk,шав
294,Laut::N,lyd,сасӑ
295,Ton::N,tone,сасӑ
296,Lied::N,vise,юрӑ
297,Ruhe::N,ro,канӑҫлӑх
298,Ruhe::N,ro,лӑпкӑлӑх
299,Leute::N,folk,ҫамрӑксем
300,Leute::N,folk,ҫамрӑк ҫынсем
301,Volk::N,folk,халӑх
302,Arbeit::N,arbeid,ӗҫхӗл
303,Arbeit::N,arbeid,ӗҫлев
304,Gast::N,gjest,хӑна
305,Geschenk::N,gave,парне
306,Geschenk::N,gave,кучченеҫ
307,Spiel::N,lek,вӑйӑ
308,Spiel::N,spill,вӑйӑ
309,Gesellschaft::N,selskap,общество
310,Hilfe::N,hjelp,пулӑшу
311,Freund::N,venn,тус
312,Kamerad::N,kamerat,юлташ
313,Kamerad::N,kamerat,тус
314,Angelegenheit::N,sak,ӗҫ
315,Angelegenheit::N,anliggende,ӗҫ
316,Anzahl::N,antall,йыш
317,Anzahl::N,antall,хисеп
318,Art::N,art,тӗс
319,Art::N,slag,тӗс
320,Stück::N,stykke,татӑк
321,Teil::N,del,пай
322,Hälfte::N,halvdel,ҫурӑ
323,Kreis::N,ring,ункӑ
324,Kreis::N,ring,ҫавракӑш
325,Kreis::N,sirkel,ункӑ
326,Kreis::N,sirkel,ҫавракӑш
327,Kreuz::N,kors,хӗрес
328,Kreuz::N,kryss,хӗрес
329,Linie::N,linje,йӗр
330,Strich::N,strek,йӗр
331,Abstand::N,avstand,хушӑ
332,Entfernung::N,avstand,хушӑ
333,Gegend::N,strøk,вырӑн
334,Platz::N,plass,хутлӑх
335,Ort::N,sted,вырӑн
336,Seite::N,side,ен
337,Seite::N,side,аяк
338,Seite::N,side,айӑк
339,Mitte::N,midte,варӑ
340,Gegenstand::N,gjenstand,япала
341,Sache::N,sak,япала
342,Rand::N,rand,вӗҫ
343,Rand::N,rand,хӗрӗ
344,Rand::N,rand,хӗрри
345,Kante::N,kant,хайкача
346,Kante::N,kant,хысак
347,Ecke::N,hjørne,кӗтес
348,Spitze::N,spiss,вӗҫ
349,Ende::N,ende,вӗҫ
350,Loch::N,hull,шӑтӑк
351,Winkel::N,vinkel,кӗтес
352,Muster::N,mønster,эреш
353,Größe::N,størrelse,пысӑкӑш
354,Länge::N,lengde,вӑрӑмӑш
355,Höhe::N,høyde,ҫӳллӗш
356,Gewicht::N,vekt,виҫе
357,Gewicht::N,vekt,йывӑрӑш
358,Menge::N,mengde,йыш
359,Haufen::N,haug,купа
360,Haufen::N,bunke,купа
361,Reihe::N,rekke,рет
362,Boot::N,båt,кимӗ
363,Ruder::N,åre,кӗсмен
364,Schlitten::N,slede,ҫуна
365,Schlitten::N,kjelke,ҫуна
366,Ski::N,ski,йӗлтӗр
367,Lagerfeuer::N,leirbål,вут
368,Lagerfeuer::N,leirbål,кӑвайт
369,Last::N,bør,сулмаклӑх
370,Last::N,bør,йывӑр япала
371,Last::N,last,сулмаклӑх
372,Last::N,last,йывӑр япала
373,Gang::N,gang,куҫӑм
374,Schritt::N,steg,утӑм
375,Schritt::N,steg,пусӑм
376,Schritt::N,skritt,утӑм
377,Schritt::N,skritt,пусӑм
378,Norden::N,nord,ҫурҫӗр
379,Süden::N,sør,кӑнтӑр
380,Westen::N,vest,анӑҫ
381,Westen::N,vest,хӗвел анӑҫ
382,Osten::N,øst,хӗвел тухӑҫ
383,Holz::N,tre,йывӑҫ
384,Brett::N,fjøl,хӑма
385,Brett::N,brett,хӑма
386,Platte::N,plate,плита
387,Stütze::N,støtte,ура
388,Stange::N,stang,шерте
389,Stock::N,pinne,патак
390,Stab::N,stav,шӑчӑ
391,Stab::N,kjepp,шӑчӑ
392,Rohr::N,rør,пӑрӑх
393,Haus::N,hus,ҫурт
394,Heim::N,hjem,кил
395,Ofen::N,ovn,кӑмака
396,Fußboden::N,gulv,урай
397,Tisch::N,bord,сӗтел
398,Stuhl::N,stol,пукан
399,Wiege::N,vogge,сӑпка
400,Bett::N,seng,кравать
401,Regal::N,reol,ҫӳлӗк
402,Regal::N,reol,сентре
403,Regal::N,hylle,ҫӳлӗк
404,Regal::N,hylle,сентре
405,Kiste::N,kasse,ещӗк
406,Kiste::N,kasse,сунтӑх
407,Fenster::N,vindu,чӳрече
408,Tür::N,dør,алӑк
409,Tor::N,port,хапха
410,Zaun::N,gjerde,хӳме
411,Dach::N,tak,тӑрӑ
412,Leiter::N,stige,пусма
413,Besen::N,kost,шӑпӑр
414,Spaten::N,spade,кӗреҫе
415,Schaufel::N,skuffe,кӗреҫе
416,Gabel::N,gaffel,вилка
417,Löffel::N,skje,кашӑк
418,Messer::N,kniv,ҫӗҫӗ
419,Nagel::N,spiker,пӑта
420,Netz::N,nett,тетел
421,Haken::N,krok,йӑрхах
422,Haken::N,krok,ҫекӗл
423,Griff::N,tak,хӑлӑп
424,Griff::N,håndtak,хӑлӑп
425,Schloss::N,lås,ҫӑра
426,Bild::N,bilde,сӑн
427,Bild::N,bilde,сӑнлӑх
428,Bild::N,bilde,картина
429,Figur::N,figur,кӗлетке
430,Puppe::N,dukke,пукане
431,Beutel::N,pose,михӗ
432,Bündel::N,bylt,ҫыхӑ
433,Bündel::N,bylt,тӗрке
434,Tasche::N,veske,сумка
435,Eimer::N,bøtte,витре
436,Deckel::N,lokk,хупӑ
437,Geschirr::N,kjøkkentøy,савӑт-сапа
438,Sack::N,sekk,михӗ
439,Tasse::N,kopp,курка
440,Topf::N,gryte,кастрюль
441,Kessel::N,kjele,хуран
442,Essen::N,mål,апат
443,Nahrung::N,mat,апат-ҫимӗс
444,Nahrung::N,næring,апат-ҫимӗс
445,Speise::N,matrett,апат
446,Speise::N,matrett,ҫимӗҫ
447,Fleisch::N,kjøtt,аш
448,Fleisch::N,kjøtt,какай
449,Getreide::N,korn,тырӑ
450,Brei::N,grøt,пӑтӑ
451,Brot::N,brød,ҫӑкӑр
452,Scheibe::N,skive,чӗлӗ
453,Scheibe::N,skive,касӑк
454,Fett::N,fett,ҫу
455,Butter::N,smør,ҫу
456,Öl::N,olje,ҫу
457,Salz::N,salt,тӑвар
458,Suppe::N,suppe,яшка
459,Honig::N,honning,пыл
460,Milch::N,melk,сӗт
461,Tee::N,te,чей
462,Leder::N,lær,сӑран
463,Leder::N,skinn,сӑран
464,Wolle::N,ull,ҫӑм
465,Stoff::N,tøy,тӗртӗм
466,Stoff::N,stoff,тӗртӗм
467,Nadel::N,nål,йӗп
468,Faden::N,tråd,ҫип
469,Knopf::N,knapp,тӳме
470,Knoten::N,knute,йӑлӑ
471,Farbe::N,farge,сӑрӑ
472,Kleidung::N,påkledning,тум
473,Kleidung::N,påkledning,ҫипуҫ
474,Kleidung::N,påkledning,тум-тир
475,Hemd::N,skjorte,кӗпе
476,Kragen::N,krage,ҫуха
477,Ärmel::N,erme,ҫанӑ
478,Hose::N,bukse,шӑлавар
479,Gürtel::N,belte,пиҫиххи
480,Mütze::N,lue,ҫӗлӗк
481,Schuh::N,sko,пушмак
482,Schuh::N,sko,ботинок
483,Stiefel::N,støvel,атӑ
484,Ring::N,ring,ҫӗрӗ
485,Band::N,band,хаю
486,Band::N,band,йӗсме
487,Kamm::N,kam,тура
488,Spiegel::N,speil,тӗкӗр
489,Spiegel::N,speil,куҫ кӗски
490,Riemen::N,rem,чӗн
491,Schnur::N,snor,кантра
492,Leine::N,line,касмӑк
493,Decke::N,teppe,утиял
494,Kissen::N,pute,ҫытар
495,Kissen::N,pute,минтер
496,Tuch::N,tøy,тутӑр
497,Handtuch::N,håndkle,ал шӑлли
498,Kraft::N,kraft,вӑй
499,Kraft::N,kraft,хӑват
500,Stärke::N,styrke,хал
501,Stärke::N,styrke,хӑват
502,Gesundheit::N,helse,хал
503,Gesundheit::N,helse,сывлӑх
504,Gesundheit::N,sunnhet,хал
505,Gesundheit::N,sunnhet,сывлӑх
506,Krankheit::N,syke,чир
507,Krankheit::N,sykdom,чир
508,Schmerz::N,smerte,ырату
509,Wunde::N,sår,суран
510,Fieber::N,feber,сив чир
511,Arznei::N,medisin,эмел
512,Arznei::N,legemiddel,эмел
513,Brücke::N,bro,кӗпер
514,Brunnen::N,brønn,ҫӑл
515,Brunnen::N,brønn,пусӑ
516,Weide::N,beite,ҫаран
517,Pfad::N,sti,йӗр
518,Pfad::N,sti,сукмак
519,Weg::N,vei,ҫул
520,Weg::N,vei,ҫул-йӗр
521,Straße::N,gate,ҫӳрев
522,Straße::N,gate,ҫул ҫӳрени
523,Dorf::N,landsby,ял
524,Stadt::N,by,хула
525,Brief::N,brev,ҫыру
526,Buch::N,bok,кӗнеке
527,Buchstabe::N,bokstav,сас палли
528,Zeitung::N,avis,хаҫат
529,Leben::N,liv,пурнӑҫ
530,Tod::N,død,вилӗм
531,Grab::N,grav,масар шӑтӑкӗ
532,Kirche::N,kirke,чиркӳ
533,Sünde::N,synd,ҫылӑх
534,Gott::N,gud,турӑ
535,Arbeiter::N,arbeider,рабочи
536,Chef::N,sjef,пуҫлӑх
537,Meister::N,mester,ӑста
538,Meister::N,mester,мастер
539,Arzt::N,lege,врач
540,Arzt::N,lege,тухтӑр
541,Lehrer::N,lærer,учитель
542,Lehrer::N,lærer,вӗрентекен
543,Geld::N,penger,укҫа
544,Geschäft::N,forretning,бизнес
545,Laden::N,butikk,магазин
546,Preis::N,pris,хак
547,Ware::N,vare,тавар
548,Nutzen::N,nytte,пайта
549,Reichtum::N,rikdom,мул
550,Welt::N,verden,тӗнче
551,Land::N,land,ҫӗр-шыв
552,Staat::N,stat,патшàлӑх
553,König::N,konge,король
554,Macht::N,makt,власть
555,Grenze::N,grense,чикӗ
556,Krieg::N,krig,вӑрҫӑ
557,Feind::N,fiende,тӑшман
558,Gewalt::N,vold,ирӗксӗрлӳ
559,Kampf::N,kamp,кӗрешӳ
560,Bogen[Waffe]::N,bue,ухӑ
561,Pfeil::N,pil,ҫӗмрен
562,Pfeil::N,pil,ухӑ йӗппи
563,Gewehr::N,gevær,пӑшал
564,Fehler::N,feil,йӑнӑш
565,Lüge::N,løgn,суя
566,Lüge::N,løgn,ултав
567,Schaden::N,skade,сиен
568,Unglück::N,uhell,шар
569,Unglück::N,uhell,инкек
570,Schuld::N,skyld,айӑп
571,Alter::N,alder,ҫул шучӗ
572,Schluss::N,slutt,пӗтни
573,Schluss::N,slutt,пӗтмӗш
574,Zeit::N,tid,вӑхӑт
575,Tag::N,dag,кун
576,Morgen::N,morgen,ир
577,Mittag::N,middag,кӑнтӑрла
578,Abend::N,aften,каҫ
579,Nacht::N,natt,каҫ
580,Woche::N,uke,эрне
581,Monat::N,måned,уйӑх
582,Jahr::N,år,ҫулталӑк
583,Frühling::N,vår,ҫур
584,Frühling::N,vår,ҫуркунне
585,Sommer::N,sommer,ҫу
586,Sommer::N,sommer,ҫулла
587,Herbst::N,høst,кӗр
588,Herbst::N,høst,кӗркунне
589,Winter::N,vinter,хӗл
590,Winter::N,vinter,хӗлле
591,Januar::N,januar,январь
592,Februar::N,februar,февраль
593,Februar::N,februar,кӗҫӗн кӑрлач
594,März::N,mars,март
595,März::N,mars,пуш уйӑхӗ
596,April::N,april,апрель
597,Mai::N,mai,май
598,Juni::N,juni,июнь
599,Juli::N,juli,июль
600,August::N,august,август
601,September::N,september,сентябрь
602,September::N,september,авӑн уйӑхӗ
603,Oktober::N,oktober,октябрь
604,November::N,november,ноябрь
605,Dezember::N,desember,раштав
606,Dezember::N,desember,декабрь
607,Montag::N,mandag,тунти кун
608,Dienstag::N,tirsdag,ытлари кун
609,Mittwoch::N,onsdag,юн кун
610,Donnerstag::N,torsdag,кӗҫнерни кун
611,Freitag::N,fredag,эрне кун
612,Samstag::N,lørdag,шӑмат кун
613,Sonntag::N,søndag,вырсарни кун
614,groß::A,stor,пысӑк
615,klein::A,liten,пӗчӗк
616,lang::A,lang,вӑрӑм
617,kurz::A,kort,кӗске
618,breit::A,bred,сарлака
619,schmal::A,smal,ансӑр
620,dicht::A,tett,йӑвӑ
621,dick[Gegenstand]::A,tykk,хулӑн
622,dünn::A,tynn,ҫинҫе
623,dünn::A,tynn,ҫӳхе
624,fein::A,fin,тарай
625,fein::A,fin,вӗлтӗрти
626,fest::A,fast,тӗреклӗ
627,flach::A,flat,лаптак
628,glatt::A,glatt,такӑр
629,hart::A,hard,хытӑ
630,weich::A,myk,ҫемҫе
631,weich::A,bløt,ҫемҫе
632,rund::A,rund,ҫавра
633,spitz::A,spiss,шӗвӗр
634,scharf::A,kvass,ҫивӗч
635,stumpf::A,stubb,мӑка
636,stumpf::A,stubb,пуклак
637,stumpf::A,stubb,тӗрӗнчӗк
638,stumpf::A,stubb,ӑнкарусӑр
639,schwer::A,tung,йывӑр
640,schön::A,pen,илемлӗ
641,schön::A,vakker,илемлӗ
642,heiß::A,het,вӗри
643,warm::A,varm,ӑшӑ
644,kalt::A,kald,сивӗ
645,kühl::A,kjølig,уҫӑ
646,frisch::A,fersk,уҫӑ
647,feucht::A,fuktig,йӗпе
648,nass::A,våt,нӳрӗ
649,trocken::A,tørr,типӗ
650,voll::A,full,тулли
651,leer::A,tom,пушӑ
652,offen::A,åpen,уҫӑ
653,geschlossen::A,lukket,хупӑ
654,sauber::A,ren,таса
655,schmutzig::A,skitten,пылчӑклӑ
656,schmutzig::A,skitten,вараланчӑк
657,roh::A,rå,чӗрӗ
658,reif::A,moden,пулнӑ
659,reif::A,moden,пиҫӗхнӗ
660,reif::A,moden,аталаннӑ
661,reif::A,moden,пиҫсе ҫитнӗ
662,lecker::A,lekker,тутлӑ
663,lecker::A,lekker,техӗмлӗ
664,süß::A,søt,пылак
665,bitter::A,besk,йӳҫӗ
666,bitter::A,bitter,йӳҫӗ
667,sauer::A,sur,йӳҫӗ
668,sauer::A,sur,йӳҫек
669,sauer::A,sur,кӑвасак
670,hell::A,lys,ҫутӑ
671,dunkel::A,mørk,тӗттӗм
672,schwarz::A,svart,хура
673,weiß::A,hvit,шурӑ
674,rot::A,rød,хӗрлӗ
675,gelb::A,gul,сарӑ
676,blau::A,blå,кӑвак
677,grün::A,grønn,симӗс
678,grün::A,grønn,пиҫмен
679,grün::A,grønn,ӑс пухман
680,grau::A,grå,кӑвак
681,bunt::A,broket,чӑпар
682,billig::A,billig,йӳнӗ
683,teuer::A,dyr,хаклӑ
684,wertvoll::A,verdifull,паха
685,blind::A,blind,суккӑр
686,taub::A,døv,хӑлхасӑр
687,kräftig::A,kraftig,хӑватлӑ
688,stark::A,sterk,вирлӗ
689,schwach::A,svak,халсӑр
690,fett::A,fet,самӑр
691,fett::A,fet,мӑнтӑр
692,schlank::A,slank,йӑрӑс
693,schlank::A,slank,яштака
694,hübsch::A,pen,хитре
695,böse::A,slem,усал
696,dumm::A,dum,ухмах
697,faul::A,lat,наян
698,faul::A,lat,юлхав
699,faul::A,lat,ӳркенчӗк
700,faul::A,doven,наян
701,faul::A,doven,юлхав
702,faul::A,doven,ӳркенчӗк
703,fleißig::A,flittig,хастар
704,geizig::A,gjerrig,хытӑ
705,klug::A,klok,ӑслӑ
706,geschickt::A,hendig,ӑста
707,geschickt::A,skikket,ӑста
708,lieb::A,kjær,савнӑ
709,lieb::A,snill,савнӑ
710,lustig::A,morsom,хаваслӑ
711,sanft::A,blid,ачаш
712,hungrig::A,sulten,выҫӑ
713,krank::A,syk,чирлӗ
714,nackt::A,naken,ҫара
715,traurig::A,sørgmodig,салхуллӑ
716,lebendig::A,levende,чӗрӗ
717,gut::A,god,аван
718,gut::A,god,лайӑх
719,schlecht::A,dårlig,япӑх
720,schlecht::A,dårlig,начар
721,richtig::A,riktig,тӗрӗс
722,schlimm::A,slem,йӗрӗнчӗк
723,wahr::A,sann,чӑн
724,alt::A,gammel,кивӗ
725,neu::A,ny,ҫӗнӗ
726,ehemalig::A,forhenværende,пулнӑ
727,alt[Lebewesen]::A,gammel,ватӑ
728,jung::A,ung,яш
729,jung::A,ung,ҫамрӑк
730,arm::A,fattig,чухӑн
731,reich::A,rik,пуян
732,bekannt::A,kjent,пӗлӗш
733,berühmt::A,berømt,чаплӑ
734,fremd::A,fremmed,ют
735,verschieden::A,forskjellig,расна
736,nah::A,nær,ҫывӑх
737,nah::A,nær,ҫывӑхри
738,fern::A,fjern,инҫе
739,fern::A,fjern,аякри
740,linker::A,venstre,сулахай
741,rechter::A,høyre,сылтӑм
742,anderer::A,annen,урӑх
743,erster::A,første,пӗрремӗш
744,zweiter::A,annen,иккӗмӗш
745,dritter::A,tredje,виҫҫӗмӗш
746,letzter::A,sist,юлашки
747,allein::ADV,alene,пӗччен
748,auf einmal::ADV,med ett,кӗмӗрккен
749,zusammen::ADV,sammen,пӗрле
750,lange::ADV,lenge,вӑрах
751,plötzlich::ADV,plutselig,сасартӑк
