,Concept_ID,cv,fi
53,Gehirn::N,миме,aivot
54,Herz::N,чӗре,sydän
55,Magen::N,хырӑмлӑх,maha
56,Magen::N,хырӑмлӑх,vatsa
57,Leber::N,пӗвер,maksa
58,Atem::N,сывлав,henki
59,Atem::N,сывлав,hengitys
60,Hunger::N,выҫлӑх,nälkä
61,Träne::N,куҫҫуль,kyynel
62,Geschmack::N,техӗм,maku
63,Geruch::N,шӑршӑ,haju
64,Schlaf::N,ыйхӑ,uni
65,Traum::N,тӗлӗк,uni
66,Himmel::N,пӗлӗт,taivas
67,Sonne::N,хӗвел,aurinko
68,Mond::N,уйӑх,kuu
69,Stern::N,ҫӑлтӑр,tähti
70,Luft::N,сывлӑш,ilma
71,Wind::N,ҫил,tuuli
72,Welle::N,хум,aalto
73,Wasser::N,шыв,vesi
74,Wasser::N,шыв-шур,vesi
75,Stein::N,чул,kivi
76,Boden::N,тӑпра,maa
77,Boden::N,тӑпра,maaperä
78,Erde::N,ҫӗр,maa
79,Staub::N,тусан,pöly
80,Rauch::N,тӗтӗм,savu
81,Funke::N,хӗм,kipinä
82,Feuer::N,вут,tuli
83,Feuer::N,ҫулӑм,tuli
84,Licht::N,ҫутӑ,valo
85,Schatten::N,сулхӑн,varjo
86,Wetter::N,ҫанталӑк,sää
87,Nebel::N,тӗтре,sumu
88,Wolke::N,пӗлӗт,pilvi
89,Regen::N,ҫумӑр,sade
90,Schnee::N,юр,lumi
91,Eis::N,пӑр,jää
92,Frost::N,сивӗ,halla
93,Frost::N,сивӗ,pakkanen
94,Kälte::N,сивӗ,vilu
95,Kälte::N,сивӗ,kylmyys
96,Hitze::N,вӗри,helle
97,Hitze::N,вӗри,kuumuus
98,Hitze::N,шӑрӑх,helle
99,Hitze::N,шӑрӑх,kuumuus
100,Raureif::N,пас,huurre
101,Regenbogen::N,асамат кӗперӗ,sateenkaari
102,Donner::N,аслати,jyrinä
103,Strömung::N,юхӑ,virtaus
104,Tropfen::N,тумлам,tippa
105,Tropfen::N,тумлам,pisara
106,Schaum::N,кӑпӑк,vaahto
107,Schmutz::N,пылчӑк,loka
108,See::N,кӳлӗ,järvi
109,Sumpf::N,шур,suo
110,Sumpf::N,шурлӑх,suo
111,Moor::N,торфлӑ шурлӑх,räme
112,Wiese::N,улӑх,niitty
113,Wiese::N,ҫаран,niitty
114,Wald::N,вӑрман,metsä
115,Hügel::N,сӑрт,mäki
116,Hügel::N,сӑрт,kumpu
117,Hügel::N,сӑрт,kukkula
118,Hügel::N,тӗмеске,mäki
119,Hügel::N,тӗмеске,kumpu
120,Hügel::N,тӗмеске,kukkula
121,Anhöhe::N,сӑрт,mäki
122,Anhöhe::N,сӑрт,kumpare
123,Berg::N,ту,mäki
124,Berg::N,ту,vuori
125,Gipfel::N,тӳпе,laki
126,Gipfel::N,тӳпе,huippu
127,Höhle::N,ҫӗр хӑвӑлӗ,luola
128,Abhang::N,тӑвайкки,rinne
129,Quelle::N,ҫӑл куҫ,lähde
130,Bach::N,пӗчӗк шыв,puro
131,Fluss::N,юхан шыв,joki
132,Ufer::N,ҫыран,ranta
133,Küste::N,тинӗс ҫыранӗ,rannikko
134,Festland::N,тип ҫӗр,manner
135,Meer::N,тинӗс,meri
136,Bucht::N,тинӗс кукӑрӗ,lahti
137,Insel::N,утрав,saari
138,Blume::N,чечек,kukka
139,Gras::N,курӑк,ruoho
140,Wurzel::N,тымар,juuri
141,Baum::N,йывӑҫ,puu
142,Stamm::N,вулӑ,runko
143,Rinde::N,хуйӑр,kuori
144,Rinde::N,хуйӑр,parkki
145,Ast::N,турат,oksa
146,Zweig::N,турат,haara
147,Blatt::N,ҫулҫӑ,lehti
148,Birke::N,хурӑн,koivu
149,Kiefer[Baum]::N,хыр,mänty
150,Kiefer[Baum]::N,хыр,petäjä
151,Weide[Baum]::N,хӑва,paju
152,Tanne::N,чӑрӑш,kuusi
153,Horn::N,мӑйрака,sarvi
154,Feder::N,тӗк,sulka
155,Feder::N,тӗк,höyhen
156,Fell::N,ҫӑм,talja
157,Flügel::N,ҫунат,siipi
158,Klaue::N,чӗрне,kynsi
159,Kralle::N,ура,kynsi
160,Schwanz::N,хӳре,häntä
161,Schwanz::N,хӳре,pyrstö
162,Ei::N,ҫӑмарта,muna
163,Nest::N,йӑва,pesä
164,Bau::N,йӗнӗ,pesä
165,Tier::N,выльӑх,eläin
166,Herde::N,кӗтӳ,lauma
167,Kuh::N,ӗне,lehmä
168,Bulle::N,вӑкӑр,sonni
169,Pferd::N,лаша,hevonen
170,Schaf::N,сурӑх,lammas
171,Schwein::N,сысна,sika
172,Hund::N,йытӑ,koira
173,Katze::N,кушак,kissa
174,Bär::N,упа,karhu
175,Eichhörnchen::N,пакша,orava
176,Elch::N,пӑши,hirvi
177,Fuchs::N,тилӗ,kettu
178,Hase::N,куян,jänis
179,Hase::N,мулкач,jänis
180,Maus::N,шӑши,hiiri
181,Wolf::N,кашкӑр,susi
182,Vogel::N,кайӑк,lintu
183,Vogel::N,вӗҫен кайӑк,lintu
184,Schwarm::N,ушкӑн,parvi
185,Huhn::N,чӑх,kana
186,Huhn::N,чӑхӑ,kana
187,Hahn::N,автан,kukko
188,Gans::N,хур,hanhi
189,Adler::N,ӑмӑрт кайӑк,kotka
190,Ente::N,кӑвакал,ankka
191,Eule::N,тӑмана,pöllö
192,Kranich::N,тӑрна,kurki
193,Krähe::N,ула курак,varis
194,Kuckuck::N,куккук,käki
195,Schwan::N,акӑш,joutsen
196,Fisch::N,пулӑ,kala
197,Barsch::N,уланкӑ,ahven
198,Hecht::N,ҫӑрттан,hauki
199,Schlange[Tier]::N,ҫӗлен,käärme
200,Wurm::N,ӑман,mato
201,Spinne::N,эрешмен,hämähäkki
202,Ameise::N,кӑткӑ,muurahainen
203,Laus::N,пыйтӑ,täi
204,Mücke::N,вӑрӑм туна,sääski
205,Mücke::N,вӑрӑм туна,hyttynen
206,Fliege::N,шӑна,kärpänen
207,Schmetterling::N,лӗпӗш,perhonen
208,Beere::N,ҫырла,marja
209,Apfel::N,улма,omena
210,Apfel::N,пан улми,omena
211,Pilz::N,кӑмпа,sieni
212,Zwiebel::N,сухан,sipuli
213,Saat::N,вӑрӑ,siemenet
214,Korn::N,тӗшӗ,jyvä
215,Korn::N,тӗшӗ,vilja
216,Korn::N,пӗрчӗ,jyvä
217,Korn::N,пӗрчӗ,vilja
218,Heu::N,утӑ,heinä
219,Schale::N,хупӑ,kuori
220,Grube::N,шӑтӑк,kuoppa
221,Falle::N,тапӑ,loukku
222,Falle::N,капкӑн,loukku
223,Schlinge::N,йӑлӑ,ansa
224,Spur::N,йӗр,jälki
225,Asche::N,кӗл,tuhka
226,Dreck::N,пылчӑк,lika
227,Eisen::N,тимӗр,rauta
228,Gold::N,ылтӑн,kulta
229,Silber::N,кӗмӗл,hopea
230,Kohle::N,кӑмрӑк,hiili
231,Glas::N,кӗленче,lasi
232,Lehm::N,тӑм,savi
233,Sand::N,хӑйӑр,hiekka
234,Mensch::N,ҫын,ihminen
235,Mensch::N,этем,ihminen
236,Mann::N,ар,mies
237,Frau::N,хӗрарӑм,nainen
238,Kind::N,ача,lapsi
239,Junge::N,ача,poika
240,Junge::N,ар ҫын ача,poika
241,Mädchen::N,хӗр ача,tyttö
242,Familie::N,ҫемье,perhe
243,Familie::N,кил-йыш,perhe
244,Großvater::N,кукаҫи,isoisä
245,Großmutter::N,кукамай,isoäiti
246,Eltern::N,аҫа-ама,vanhemmat
247,Vater::N,атте,isä
248,Mutter::N,анне,äiti
249,Sohn::N,ывӑл,poika
250,Tochter::N,хӗр,tytär
251,Bruder::N,ар тӑван,veli
252,Schwester::N,аппа,sisko
253,Schwester::N,йӑмӑк,sisko
254,Onkel::N,мучи,eno
255,Onkel::N,мучи,setä
256,Onkel::N,пичче,eno
257,Onkel::N,пичче,setä
258,Tante::N,аппа,täti
259,Ehemann::N,упӑшка,mies
260,Ehemann::N,упӑшка,aviomies
261,Ehefrau::N,арӑм,vaimo
262,Ehefrau::N,арӑм,aviovaimo
263,Freude::N,савӑнӑҫ,ilo
264,Freude::N,савӑнӑҫ,riemu
265,Freude::N,хаваслӑх,ilo
266,Freude::N,хаваслӑх,riemu
267,Gelächter::N,кулӑ,nauru
268,Glück::N,телей,onni
269,Glück::N,ӑраскал,onni
270,Kummer::N,хурлӑх,suru
271,Kummer::N,хурлӑх,murhe
272,Wunsch::N,ӗмӗт,toive
273,Wunsch::N,ӗмӗт,toivomus
274,Wunsch::N,кӑмӑл,toive
275,Wunsch::N,кӑмӑл,toivomus
276,Lust::N,кӑмӑл,himo
277,Geist::N,чун-чӗм,henki
278,Geist::N,ыр-усал,henki
279,Geist::N,чун хавалӗ,henki
280,Gedanke::N,шухӑш,aate
281,Gedanke::N,шухӑш,ajatus
282,Gedächtnis::N,ас,muisti
283,Verstand::N,ӑс,äly
284,Verstand::N,ӑс,järki
285,Verstand::N,ӑс,ymmärrys
286,Verstand::N,ӑс-тӑн,äly
287,Verstand::N,ӑс-тӑн,järki
288,Verstand::N,ӑс-тӑн,ymmärrys
289,Verstand::N,ӑс-хакӑл,äly
290,Verstand::N,ӑс-хакӑл,järki
291,Verstand::N,ӑс-хакӑл,ymmärrys
292,Sinn::N,тупсӑм,merkitys
293,Sinn::N,пӗлтерӗш,merkitys
294,Grund::N,сӑлтав,syy
295,Grund::N,сӑлтав,peruste
296,Wahrheit::N,чӑнлӑх,tosi
297,Wahrheit::N,чӑнлӑх,totuus
298,Gespräch::N,калаҫу,puhelu
299,Gespräch::N,калаҫу,keskustelu
300,Märchen::N,юмах,satu
301,Erzählung::N,акалав,tarina
302,Erzählung::N,акалав,kertomus
303,Erzählung::N,каласа пани,tarina
304,Erzählung::N,каласа пани,kertomus
305,Nachricht::N,хыпар,tieto
306,Nachricht::N,хыпар,ilmoitus
307,Neuigkeit::N,ҫӗнӗ хыпар,uutinen
308,Name::N,ят,nimi
309,Rätsel::N,сутмалли юмах,arvoitus
310,Rede::N,сӑмах,puhe
311,Sprache::N,чӗлхе,kieli
312,Stimme::N,сасӑ,ääni
313,Wort::N,сӑмах,sana
314,Zeichen::N,паллӑ,merkki
315,Ruf::N,йыхрав,kutsu
316,Ruf::N,чӗнӳ,kutsu
317,Lärm::N,шав,melu
318,Lärm::N,шав,hälinä
319,Laut::N,сасӑ,ääni
320,Ton::N,сасӑ,sävel
321,Lied::N,юрӑ,laulu
322,Ruhe::N,канӑҫлӑх,lepo
323,Ruhe::N,канӑҫлӑх,rauha
324,Ruhe::N,лӑпкӑлӑх,lepo
325,Ruhe::N,лӑпкӑлӑх,rauha
326,Leute::N,ҫамрӑксем,väki
327,Leute::N,ҫамрӑксем,ihmiset
328,Leute::N,ҫамрӑк ҫынсем,väki
329,Leute::N,ҫамрӑк ҫынсем,ihmiset
330,Volk::N,халӑх,kansa
331,Arbeit::N,ӗҫхӗл,työ
332,Arbeit::N,ӗҫлев,työ
333,Gast::N,хӑна,vieras
334,Geschenk::N,парне,lahja
335,Geschenk::N,кучченеҫ,lahja
336,Spiel::N,вӑйӑ,peli
337,Spiel::N,вӑйӑ,leikki
338,Gesellschaft::N,общество,seura
339,Hilfe::N,пулӑшу,apu
340,Freund::N,тус,ystävä
341,Kamerad::N,юлташ,toveri
342,Kamerad::N,тус,toveri
343,Angelegenheit::N,ӗҫ,asia
344,Anzahl::N,йыш,lukumäärä
345,Anzahl::N,хисеп,lukumäärä
346,Art::N,тӗс,laji
347,Stück::N,татӑк,pala
348,Stück::N,татӑк,kappale
349,Teil::N,пай,osa
350,Hälfte::N,ҫурӑ,puoli
351,Kreis::N,ункӑ,ympyrä
352,Kreis::N,ҫавракӑш,ympyrä
353,Kreuz::N,хӗрес,risti
354,Linie::N,йӗр,viiva
355,Strich::N,йӗр,piirto
356,Abstand::N,хушӑ,väli
357,Abstand::N,хушӑ,väljyys
358,Entfernung::N,хушӑ,etäisyys
359,Gegend::N,вырӑн,seutu
360,Platz::N,хутлӑх,tila
361,Ort::N,вырӑн,kohta
362,Ort::N,вырӑн,paikka
363,Seite::N,ен,sivu
364,Seite::N,ен,kylki
365,Seite::N,аяк,sivu
366,Seite::N,аяк,kylki
367,Seite::N,айӑк,sivu
368,Seite::N,айӑк,kylki
369,Mitte::N,варӑ,keskus
370,Mitte::N,варӑ,puoliväli
371,Gegenstand::N,япала,kalu
372,Gegenstand::N,япала,esine
373,Sache::N,япала,asia
374,Rand::N,вӗҫ,ääri
375,Rand::N,вӗҫ,syrjä
376,Rand::N,хӗрӗ,ääri
377,Rand::N,хӗрӗ,syrjä
378,Rand::N,хӗрри,ääri
379,Rand::N,хӗрри,syrjä
380,Kante::N,хайкача,särmä
381,Kante::N,хысак,särmä
382,Ecke::N,кӗтес,nurkka
383,Spitze::N,вӗҫ,terä
384,Spitze::N,вӗҫ,kärki
385,Ende::N,вӗҫ,pää
386,Ende::N,вӗҫ,perä
387,Loch::N,шӑтӑк,kolo
388,Loch::N,шӑтӑк,reikä
389,Winkel::N,кӗтес,kulma
390,Muster::N,эреш,kuvio
391,Größe::N,пысӑкӑш,koko
392,Größe::N,пысӑкӑш,suuruus
393,Länge::N,вӑрӑмӑш,pituus
394,Höhe::N,ҫӳллӗш,korkeus
395,Gewicht::N,виҫе,paino
396,Gewicht::N,йывӑрӑш,paino
397,Menge::N,йыш,määrä
398,Haufen::N,купа,kasa
399,Reihe::N,рет,rivi
400,Boot::N,кимӗ,vene
401,Ruder::N,кӗсмен,airo
402,Schlitten::N,ҫуна,reki
403,Schlitten::N,ҫуна,kelkka
404,Ski::N,йӗлтӗр,suksi
405,Lagerfeuer::N,вут,nuotio
406,Lagerfeuer::N,кӑвайт,nuotio
407,Last::N,сулмаклӑх,kuorma
408,Last::N,йывӑр япала,kuorma
409,Gang::N,куҫӑм,kulku
410,Gang::N,куҫӑм,käynti
411,Schritt::N,утӑм,askel
412,Schritt::N,пусӑм,askel
413,Norden::N,ҫурҫӗр,pohjoinen
414,Süden::N,кӑнтӑр,etelä
415,Westen::N,анӑҫ,länsi
416,Westen::N,хӗвел анӑҫ,länsi
417,Osten::N,хӗвел тухӑҫ,itä
418,Holz::N,йывӑҫ,puu
419,Brett::N,хӑма,lauta
420,Platte::N,плита,levy
421,Stütze::N,ура,noja
422,Stange::N,шерте,tanko
423,Stock::N,патак,keppi
424,Stab::N,шӑчӑ,sauva
425,Stab::N,шӑчӑ,seiväs
426,Rohr::N,пӑрӑх,putki
427,Haus::N,ҫурт,talo
428,Heim::N,кил,koti
429,Ofen::N,кӑмака,uuni
430,Fußboden::N,урай,lattia
431,Tisch::N,сӗтел,pöytä
432,Stuhl::N,пукан,tuoli
433,Wiege::N,сӑпка,kehto
434,Bett::N,кравать,sänky
435,Regal::N,ҫӳлӗк,hylly
436,Regal::N,сентре,hylly
437,Kiste::N,ещӗк,arkku
438,Kiste::N,ещӗк,kirstu
439,Kiste::N,ещӗк,laatikko
440,Kiste::N,сунтӑх,arkku
441,Kiste::N,сунтӑх,kirstu
442,Kiste::N,сунтӑх,laatikko
443,Fenster::N,чӳрече,ikkuna
444,Tür::N,алӑк,ovi
445,Tor::N,хапха,portti
446,Zaun::N,хӳме,aita
447,Dach::N,тӑрӑ,katto
448,Leiter::N,пусма,tikkaat
449,Leiter::N,пусма,tikapuut
450,Besen::N,шӑпӑр,luuta
451,Spaten::N,кӗреҫе,lapio
452,Schaufel::N,кӗреҫе,lapio
453,Gabel::N,вилка,haarukka
454,Löffel::N,кашӑк,lusikka
455,Messer::N,ҫӗҫӗ,veitsi
456,Nagel::N,пӑта,naula
457,Netz::N,тетел,verkko
458,Haken::N,йӑрхах,haka
459,Haken::N,йӑрхах,koukku
460,Haken::N,ҫекӗл,haka
461,Haken::N,ҫекӗл,koukku
462,Griff::N,хӑлӑп,ripa
463,Griff::N,хӑлӑп,kahva
464,Schloss::N,ҫӑра,lukko
465,Bild::N,сӑн,kuva
466,Bild::N,сӑнлӑх,kuva
467,Bild::N,картина,kuva
468,Figur::N,кӗлетке,kuvio
469,Puppe::N,пукане,nukke
470,Beutel::N,михӗ,pussi
471,Bündel::N,ҫыхӑ,nippu
472,Bündel::N,ҫыхӑ,kimppu
473,Bündel::N,тӗрке,nippu
474,Bündel::N,тӗрке,kimppu
475,Tasche::N,сумка,laukku
476,Eimer::N,витре,sanko
477,Eimer::N,витре,ämpäri
478,Deckel::N,хупӑ,kansi
479,Geschirr::N,савӑт-сапа,astia
480,Sack::N,михӗ,säkki
481,Tasse::N,курка,kuppi
482,Topf::N,кастрюль,pata
483,Kessel::N,хуран,kattila
484,Essen::N,апат,syönti
485,Nahrung::N,апат-ҫимӗс,ruoka
486,Nahrung::N,апат-ҫимӗс,ravinto
487,Speise::N,апат,ruoka
488,Speise::N,ҫимӗҫ,ruoka
489,Fleisch::N,аш,liha
490,Fleisch::N,какай,liha
491,Getreide::N,тырӑ,vilja
492,Brei::N,пӑтӑ,puuro
493,Brot::N,ҫӑкӑр,leipä
494,Scheibe::N,чӗлӗ,viipale
495,Scheibe::N,касӑк,viipale
496,Fett::N,ҫу,rasva
497,Butter::N,ҫу,voi
498,Öl::N,ҫу,öljy
499,Salz::N,тӑвар,suola
500,Suppe::N,яшка,keitto
501,Honig::N,пыл,hunaja
502,Milch::N,сӗт,maito
503,Tee::N,чей,tee
504,Leder::N,сӑран,nahka
505,Wolle::N,ҫӑм,villa
506,Stoff::N,тӗртӗм,kangas
507,Nadel::N,йӗп,neula
508,Faden::N,ҫип,lanka
509,Knopf::N,тӳме,nappi
510,Knoten::N,йӑлӑ,solmu
511,Farbe::N,сӑрӑ,maali
512,Kleidung::N,тум,vaatteet
513,Kleidung::N,ҫипуҫ,vaatteet
514,Kleidung::N,тум-тир,vaatteet
515,Hemd::N,кӗпе,paita
516,Kragen::N,ҫуха,kaulus
517,Ärmel::N,ҫанӑ,hiha
518,Hose::N,шӑлавар,housut
519,Gürtel::N,пиҫиххи,vyö
520,Mütze::N,ҫӗлӗк,lakki
521,Schuh::N,пушмак,kenkä
522,Schuh::N,ботинок,kenkä
523,Stiefel::N,атӑ,saapas
524,Ring::N,ҫӗрӗ,sormus
525,Band::N,хаю,nauha
526,Band::N,йӗсме,nauha
527,Kamm::N,тура,kampa
528,Spiegel::N,тӗкӗр,peili
529,Spiegel::N,куҫ кӗски,peili
530,Riemen::N,чӗн,hihna
531,Schnur::N,кантра,naru
532,Schnur::N,кантра,nuora
533,Leine::N,касмӑк,talutushihna
534,Decke::N,утиял,peite
535,Kissen::N,ҫытар,tyyny
536,Kissen::N,ҫытар,pielus
537,Kissen::N,минтер,tyyny
538,Kissen::N,минтер,pielus
539,Tuch::N,тутӑр,huivi
540,Handtuch::N,ал шӑлли,pyyheliina
541,Kraft::N,вӑй,väki
542,Kraft::N,вӑй,voima
543,Kraft::N,хӑват,väki
544,Kraft::N,хӑват,voima
545,Stärke::N,хал,vahvuus
546,Stärke::N,хӑват,vahvuus
547,Gesundheit::N,хал,terveys
548,Gesundheit::N,сывлӑх,terveys
549,Krankheit::N,чир,tauti
550,Krankheit::N,чир,sairaus
551,Schmerz::N,ырату,kipu
552,Schmerz::N,ырату,särky
553,Wunde::N,суран,haava
554,Fieber::N,сив чир,kuume
555,Arznei::N,эмел,lääke
556,Brücke::N,кӗпер,silta
557,Brunnen::N,ҫӑл,kaivo
558,Brunnen::N,пусӑ,kaivo
559,Weide::N,ҫаран,laidun
560,Pfad::N,йӗр,polku
561,Pfad::N,сукмак,polku
562,Weg::N,ҫул,tie
563,Weg::N,ҫул-йӗр,tie
564,Straße::N,ҫӳрев,katu
565,Straße::N,ҫул ҫӳрени,katu
566,Dorf::N,ял,kylä
567,Stadt::N,хула,kaupunki
568,Brief::N,ҫыру,kirje
569,Buch::N,кӗнеке,kirja
570,Buchstabe::N,сас палли,kirjain
571,Zeitung::N,хаҫат,lehti
572,Zeitung::N,хаҫат,sanomalehti
573,Leben::N,пурнӑҫ,elo
574,Leben::N,пурнӑҫ,elämä
575,Tod::N,вилӗм,kuolema
576,Grab::N,масар шӑтӑкӗ,hauta
577,Kirche::N,чиркӳ,kirkko
578,Sünde::N,ҫылӑх,synti
579,Gott::N,турӑ,jumala
580,Arbeiter::N,рабочи,työläinen
581,Chef::N,пуҫлӑх,päällikkö
582,Meister::N,ӑста,mestari
583,Meister::N,мастер,mestari
584,Arzt::N,врач,lääkäri
585,Arzt::N,тухтӑр,lääkäri
586,Lehrer::N,учитель,opettaja
587,Lehrer::N,вӗрентекен,opettaja
588,Geld::N,укҫа,raha
589,Geschäft::N,бизнес,liike
590,Laden::N,магазин,puoti
591,Laden::N,магазин,kauppa
592,Preis::N,хак,hinta
593,Ware::N,тавар,tavara
594,Nutzen::N,пайта,hyöty
595,Reichtum::N,мул,rikkaus
596,Welt::N,тӗнче,maailma
597,Land::N,ҫӗр-шыв,maa
598,Staat::N,патшàлӑх,valtio
599,König::N,король,kuningas
600,Macht::N,власть,mahti
601,Grenze::N,чикӗ,raja
602,Krieg::N,вӑрҫӑ,sota
603,Feind::N,тӑшман,vihollinen
604,Gewalt::N,ирӗксӗрлӳ,väkivalta
605,Kampf::N,кӗрешӳ,taistelu
606,Bogen[Waffe]::N,ухӑ,jousi
607,Pfeil::N,ҫӗмрен,nuoli
608,Pfeil::N,ухӑ йӗппи,nuoli
609,Gewehr::N,пӑшал,kivääri
610,Fehler::N,йӑнӑш,vika
611,Fehler::N,йӑнӑш,virhe
612,Lüge::N,суя,valhe
613,Lüge::N,ултав,valhe
614,Schaden::N,сиен,vaurio
615,Schaden::N,сиен,vahinko
616,Unglück::N,шар,vahinko
617,Unglück::N,шар,onnettomuus
618,Unglück::N,инкек,vahinko
619,Unglück::N,инкек,onnettomuus
620,Schuld::N,айӑп,syy
621,Alter::N,ҫул шучӗ,ikä
622,Schluss::N,пӗтни,loppu
623,Schluss::N,пӗтмӗш,loppu
624,Zeit::N,вӑхӑт,aika
625,Tag::N,кун,päivä
626,Morgen::N,ир,aamu
627,Morgen::N,ир,huomen
628,Mittag::N,кӑнтӑрла,keskipäivä
629,Abend::N,каҫ,ilta
630,Nacht::N,каҫ,yö
631,Woche::N,эрне,viikko
632,Monat::N,уйӑх,kuukausi
633,Jahr::N,ҫулталӑк,vuosi
634,Frühling::N,ҫур,kevät
635,Frühling::N,ҫуркунне,kevät
636,Sommer::N,ҫу,kesä
637,Sommer::N,ҫулла,kesä
638,Herbst::N,кӗр,syksy
639,Herbst::N,кӗркунне,syksy
640,Winter::N,хӗл,talvi
641,Winter::N,хӗлле,talvi
642,Januar::N,январь,tammikuu
643,Februar::N,февраль,helmikuu
644,Februar::N,кӗҫӗн кӑрлач,helmikuu
645,März::N,март,maaliskuu
646,März::N,пуш уйӑхӗ,maaliskuu
647,April::N,апрель,huhtikuu
648,Mai::N,май,toukokuu
649,Juni::N,июнь,kesäkuu
650,Juli::N,июль,heinäkuu
651,August::N,август,elokuu
652,September::N,сентябрь,syyskuu
653,September::N,авӑн уйӑхӗ,syyskuu
654,Oktober::N,октябрь,lokakuu
655,November::N,ноябрь,marraskuu
656,Dezember::N,раштав,joulukuu
657,Dezember::N,декабрь,joulukuu
658,Montag::N,тунти кун,maanantai
659,Dienstag::N,ытлари кун,tiistai
660,Mittwoch::N,юн кун,keskiviikko
661,Donnerstag::N,кӗҫнерни кун,torstai
662,Freitag::N,эрне кун,perjantai
663,Samstag::N,шӑмат кун,lauantai
664,Sonntag::N,вырсарни кун,sunnuntai
665,groß::A,пысӑк,iso
666,groß::A,пысӑк,suuri
667,klein::A,пӗчӗк,pieni
668,lang::A,вӑрӑм,pitkä
669,kurz::A,кӗске,lyhyt
670,breit::A,сарлака,leveä
671,schmal::A,ансӑр,kapea
672,dicht::A,йӑвӑ,taaja
673,dick[Gegenstand]::A,хулӑн,paksu
674,dünn::A,ҫинҫе,ohut
675,dünn::A,ҫӳхе,ohut
676,fein::A,тарай,hieno
677,fein::A,вӗлтӗрти,hieno
678,fest::A,тӗреклӗ,luja
679,flach::A,лаптак,litteä
680,flach::A,лаптак,tasainen
681,glatt::A,такӑр,sileä
682,glatt::A,такӑр,siloinen
683,hart::A,хытӑ,kova
684,weich::A,ҫемҫе,pehmeä
685,rund::A,ҫавра,pyöreä
686,spitz::A,шӗвӗр,terävä
687,scharf::A,ҫивӗч,terävä
688,stumpf::A,мӑка,tylsä
689,stumpf::A,пуклак,tylsä
690,stumpf::A,тӗрӗнчӗк,tylsä
691,stumpf::A,ӑнкарусӑр,tylsä
692,schwer::A,йывӑр,raskas
693,schwer::A,йывӑр,painava
694,schön::A,илемлӗ,kaunis
695,heiß::A,вӗри,kuuma
696,warm::A,ӑшӑ,lämmin
697,kalt::A,сивӗ,kylmä
698,kalt::A,сивӗ,viluinen
699,kühl::A,уҫӑ,viileä
700,frisch::A,уҫӑ,tuore
701,feucht::A,йӗпе,kostea
702,nass::A,нӳрӗ,märkä
703,trocken::A,типӗ,kuiva
704,voll::A,тулли,täysi
705,leer::A,пушӑ,tyhjä
706,offen::A,уҫӑ,avonainen
707,geschlossen::A,хупӑ,suljettu
708,sauber::A,таса,puhdas
709,schmutzig::A,пылчӑклӑ,likainen
710,schmutzig::A,вараланчӑк,likainen
711,roh::A,чӗрӗ,raaka
712,reif::A,пулнӑ,kypsä
713,reif::A,пиҫӗхнӗ,kypsä
714,reif::A,аталаннӑ,kypsä
715,reif::A,пиҫсе ҫитнӗ,kypsä
716,lecker::A,тутлӑ,herkullinen
717,lecker::A,техӗмлӗ,herkullinen
718,süß::A,пылак,makea
719,bitter::A,йӳҫӗ,karvas
720,bitter::A,йӳҫӗ,kitkerä
721,sauer::A,йӳҫӗ,hapan
