,Concept_ID,cv,es
132,Stamm::N,вулӑ,tronco
133,Rinde::N,хуйӑр,corteza
134,Ast::N,турат,rama
135,Zweig::N,турат,ramo
136,Blatt::N,ҫулҫӑ,hoja
137,Birke::N,хурӑн,abedul
138,Kiefer[Baum]::N,хыр,pino
139,Weide[Baum]::N,хӑва,sauce
140,Tanne::N,чӑрӑш,abeto
141,Horn::N,мӑйрака,asta
142,Horn::N,мӑйрака,cuerno
143,Feder::N,тӗк,pluma
144,Fell::N,ҫӑм,piel
145,Flügel::N,ҫунат,ala
146,Klaue::N,чӗрне,garra
147,Kralle::N,ура,uña
148,Kralle::N,ура,garra
149,Schwanz::N,хӳре,cola
150,Ei::N,ҫӑмарта,huevo
151,Nest::N,йӑва,nido
152,Bau::N,йӗнӗ,madriguera
153,Tier::N,выльӑх,animal
154,Herde::N,кӗтӳ,rebaño
155,Kuh::N,ӗне,vaca
156,Bulle::N,вӑкӑр,toro
157,Pferd::N,лаша,caballo
158,Schaf::N,сурӑх,oveja
159,Schwein::N,сысна,cerdo
160,Hund::N,йытӑ,perro
161,Katze::N,кушак,gato
162,Bär::N,упа,oso
163,Eichhörnchen::N,пакша,ardilla
164,Elch::N,пӑши,alce
165,Fuchs::N,тилӗ,zorro
166,Hase::N,куян,liebre
167,Hase::N,мулкач,liebre
168,Maus::N,шӑши,ratón
169,Wolf::N,кашкӑр,lobo
170,Vogel::N,кайӑк,ave
171,Vogel::N,кайӑк,pájaro
172,Vogel::N,вӗҫен кайӑк,ave
173,Vogel::N,вӗҫен кайӑк,pájaro
174,Schwarm::N,ушкӑн,bandada
175,Huhn::N,чӑх,gallina
176,Huhn::N,чӑхӑ,gallina
177,Hahn::N,автан,gallo
178,Gans::N,хур,oca
179,Gans::N,хур,ganso
180,Adler::N,ӑмӑрт кайӑк,águila
181,Ente::N,кӑвакал,pato
182,Eule::N,тӑмана,lechuza
183,Kranich::N,тӑрна,grulla
184,Krähe::N,ула курак,corneja
185,Kuckuck::N,куккук,cuco
186,Schwan::N,акӑш,cisne
187,Fisch::N,пулӑ,pez
188,Barsch::N,уланкӑ,perca
189,Hecht::N,ҫӑрттан,lucio
190,Schlange[Tier]::N,ҫӗлен,serpiente
191,Wurm::N,ӑман,gusano
192,Spinne::N,эрешмен,araña
193,Ameise::N,кӑткӑ,hormiga
194,Laus::N,пыйтӑ,piojo
195,Mücke::N,вӑрӑм туна,mosquito
196,Fliege::N,шӑна,mosca
197,Schmetterling::N,лӗпӗш,mariposa
198,Beere::N,ҫырла,baya
199,Apfel::N,улма,manzana
200,Apfel::N,пан улми,manzana
201,Pilz::N,кӑмпа,seta
202,Pilz::N,кӑмпа,hongo
203,Zwiebel::N,сухан,cebolla
204,Saat::N,вӑрӑ,siembra
205,Korn::N,тӗшӗ,grano
206,Korn::N,пӗрчӗ,grano
207,Heu::N,утӑ,heno
208,Schale::N,хупӑ,cáscara
209,Grube::N,шӑтӑк,foso
210,Falle::N,тапӑ,trampa
211,Falle::N,капкӑн,trampa
212,Schlinge::N,йӑлӑ,lazo
213,Spur::N,йӗр,huella
214,Asche::N,кӗл,ceniza
215,Dreck::N,пылчӑк,suciedad
216,Eisen::N,тимӗр,hierro
217,Gold::N,ылтӑн,oro
218,Silber::N,кӗмӗл,plata
219,Kohle::N,кӑмрӑк,carbón
220,Glas::N,кӗленче,vidrio
221,Glas::N,кӗленче,cristal
222,Lehm::N,тӑм,barro
223,Sand::N,хӑйӑр,arena
224,Mensch::N,ҫын,hombre
225,Mensch::N,ҫын,ser humano
226,Mensch::N,этем,hombre
227,Mensch::N,этем,ser humano
228,Mann::N,ар,hombre
229,Frau::N,хӗрарӑм,mujer
230,Kind::N,ача,niño
231,Junge::N,ача,chico
232,Junge::N,ача,muchacho
233,Junge::N,ар ҫын ача,chico
234,Junge::N,ар ҫын ача,muchacho
235,Mädchen::N,хӗр ача,chica
236,Mädchen::N,хӗр ача,muchacha
237,Familie::N,ҫемье,familia
238,Familie::N,кил-йыш,familia
239,Großvater::N,кукаҫи,abuelo
240,Großmutter::N,кукамай,abuela
241,Eltern::N,аҫа-ама,padres
242,Vater::N,атте,padre
243,Mutter::N,анне,madre
244,Sohn::N,ывӑл,hijo
245,Tochter::N,хӗр,hija
246,Bruder::N,ар тӑван,hermano
247,Schwester::N,аппа,hermana
248,Schwester::N,йӑмӑк,hermana
249,Onkel::N,мучи,tío
250,Onkel::N,пичче,tío
251,Tante::N,аппа,tía
252,Ehemann::N,упӑшка,esposo
253,Ehefrau::N,арӑм,esposa
254,Freude::N,савӑнӑҫ,placer
255,Freude::N,савӑнӑҫ,alegría
256,Freude::N,хаваслӑх,placer
257,Freude::N,хаваслӑх,alegría
258,Gelächter::N,кулӑ,risa
259,Gelächter::N,кулӑ,carcajada
260,Glück::N,телей,felicidad
261,Glück::N,ӑраскал,felicidad
262,Kummer::N,хурлӑх,pena
263,Wunsch::N,ӗмӗт,deseo
264,Wunsch::N,кӑмӑл,deseo
265,Lust::N,кӑмӑл,ganas
266,Geist::N,чун-чӗм,mente
267,Geist::N,чун-чӗм,espíritu
268,Geist::N,ыр-усал,mente
269,Geist::N,ыр-усал,espíritu
270,Geist::N,чун хавалӗ,mente
271,Geist::N,чун хавалӗ,espíritu
272,Gedanke::N,шухӑш,idea
273,Gedanke::N,шухӑш,pensamiento
274,Gedächtnis::N,ас,memoria
275,Verstand::N,ӑс,razón
276,Verstand::N,ӑс,entendimiento
277,Verstand::N,ӑс-тӑн,razón
278,Verstand::N,ӑс-тӑн,entendimiento
279,Verstand::N,ӑс-хакӑл,razón
280,Verstand::N,ӑс-хакӑл,entendimiento
281,Sinn::N,тупсӑм,sentido
282,Sinn::N,тупсӑм,significado
283,Sinn::N,пӗлтерӗш,sentido
284,Sinn::N,пӗлтерӗш,significado
285,Grund::N,сӑлтав,causa
286,Wahrheit::N,чӑнлӑх,verdad
287,Gespräch::N,калаҫу,conversación
288,Märchen::N,юмах,cuento
289,Erzählung::N,акалав,cuento
290,Erzählung::N,акалав,narración
291,Erzählung::N,каласа пани,cuento
292,Erzählung::N,каласа пани,narración
293,Nachricht::N,хыпар,mensaje
294,Neuigkeit::N,ҫӗнӗ хыпар,noticia
295,Name::N,ят,nombre
296,Rätsel::N,сутмалли юмах,acertijo
297,Rätsel::N,сутмалли юмах,adivinanza
298,Rede::N,сӑмах,discurso
299,Sprache::N,чӗлхе,lengua
300,Stimme::N,сасӑ,voz
301,Wort::N,сӑмах,palabra
302,Zeichen::N,паллӑ,señal
303,Ruf::N,йыхрав,llamada
304,Ruf::N,чӗнӳ,llamada
305,Lärm::N,шав,ruido
306,Lärm::N,шав,barullo
307,Laut::N,сасӑ,sonido
308,Ton::N,сасӑ,tono
309,Lied::N,юрӑ,canción
310,Ruhe::N,канӑҫлӑх,calma
311,Ruhe::N,канӑҫлӑх,silencio
312,Ruhe::N,лӑпкӑлӑх,calma
313,Ruhe::N,лӑпкӑлӑх,silencio
314,Leute::N,ҫамрӑксем,gente
315,Leute::N,ҫамрӑк ҫынсем,gente
316,Volk::N,халӑх,pueblo
317,Arbeit::N,ӗҫхӗл,trabajo
318,Arbeit::N,ӗҫлев,trabajo
319,Gast::N,хӑна,huésped
320,Gast::N,хӑна,invitado
321,Geschenk::N,парне,regalo
322,Geschenk::N,кучченеҫ,regalo
323,Spiel::N,вӑйӑ,juego
324,Gesellschaft::N,общество,compañía
325,Hilfe::N,пулӑшу,ayuda
326,Hilfe::N,пулӑшу,socorro
327,Freund::N,тус,amigo
328,Kamerad::N,юлташ,camarada
329,Kamerad::N,юлташ,compañero
330,Kamerad::N,тус,camarada
331,Kamerad::N,тус,compañero
332,Angelegenheit::N,ӗҫ,asunto
333,Anzahl::N,йыш,cantidad
334,Anzahl::N,хисеп,cantidad
335,Art::N,тӗс,tipo
336,Art::N,тӗс,clase
337,Stück::N,татӑк,pieza
338,Teil::N,пай,parte
339,Hälfte::N,ҫурӑ,mitad
340,Kreis::N,ункӑ,círculo
341,Kreis::N,ҫавракӑш,círculo
342,Kreuz::N,хӗрес,cruz
343,Linie::N,йӗр,línea
344,Strich::N,йӗр,raya
345,Strich::N,йӗр,trazo
346,Abstand::N,хушӑ,distancia
347,Entfernung::N,хушӑ,distancia
348,Gegend::N,вырӑн,región
349,Gegend::N,вырӑн,comarca
350,Platz::N,хутлӑх,espacio
351,Ort::N,вырӑн,sitio
352,Seite::N,ен,lado
353,Seite::N,ен,costado
354,Seite::N,аяк,lado
355,Seite::N,аяк,costado
356,Seite::N,айӑк,lado
357,Seite::N,айӑк,costado
358,Mitte::N,варӑ,medio
359,Mitte::N,варӑ,centro
360,Gegenstand::N,япала,objeto
361,Sache::N,япала,cosa
362,Rand::N,вӗҫ,borde
363,Rand::N,хӗрӗ,borde
364,Rand::N,хӗрри,borde
365,Kante::N,хайкача,borde
366,Kante::N,хысак,borde
367,Ecke::N,кӗтес,esquina
368,Spitze::N,вӗҫ,punta
369,Ende::N,вӗҫ,cabo
370,Ende::N,вӗҫ,extremo
371,Loch::N,шӑтӑк,agujero
372,Loch::N,шӑтӑк,abertura
373,Winkel::N,кӗтес,ángulo
374,Muster::N,эреш,dibujo
375,Größe::N,пысӑкӑш,tamaño
376,Länge::N,вӑрӑмӑш,longitud
377,Höhe::N,ҫӳллӗш,altura
378,Höhe::N,ҫӳллӗш,altitud
379,Gewicht::N,виҫе,peso
380,Gewicht::N,йывӑрӑш,peso
381,Menge::N,йыш,cantidad
382,Haufen::N,купа,montón
383,Reihe::N,рет,fila
384,Boot::N,кимӗ,bote
385,Boot::N,кимӗ,barca
386,Ruder::N,кӗсмен,remo
387,Schlitten::N,ҫуна,trineo
388,Ski::N,йӗлтӗр,esquí
389,Lagerfeuer::N,вут,hoguera
390,Lagerfeuer::N,кӑвайт,hoguera
391,Last::N,сулмаклӑх,carga
392,Last::N,йывӑр япала,carga
393,Gang::N,куҫӑм,marcha
394,Schritt::N,утӑм,paso
395,Schritt::N,пусӑм,paso
396,Norden::N,ҫурҫӗр,norte
397,Süden::N,кӑнтӑр,sur
398,Westen::N,анӑҫ,oeste
399,Westen::N,хӗвел анӑҫ,oeste
400,Osten::N,хӗвел тухӑҫ,este
401,Holz::N,йывӑҫ,madera
402,Brett::N,хӑма,tabla
403,Platte::N,плита,placa
404,Platte::N,плита,plancha
405,Stütze::N,ура,sostén
406,Stütze::N,ура,soporte
407,Stange::N,шерте,vara
408,Stange::N,шерте,percha
409,Stock::N,патак,palo
410,Stock::N,патак,bastón
411,Stab::N,шӑчӑ,vara
412,Stab::N,шӑчӑ,bastón
413,Rohr::N,пӑрӑх,tubo
414,Haus::N,ҫурт,casa
415,Heim::N,кил,hogar
416,Ofen::N,кӑмака,estufa
417,Fußboden::N,урай,suelo
418,Tisch::N,сӗтел,mesa
419,Stuhl::N,пукан,silla
420,Wiege::N,сӑпка,cuna
421,Bett::N,кравать,cama
422,Regal::N,ҫӳлӗк,estantería
423,Regal::N,сентре,estantería
424,Kiste::N,ещӗк,caja
425,Kiste::N,сунтӑх,caja
426,Fenster::N,чӳрече,ventana
427,Tür::N,алӑк,puerta
428,Tor::N,хапха,puerta
429,Zaun::N,хӳме,valla
430,Zaun::N,хӳме,cercado
431,Dach::N,тӑрӑ,techo
432,Dach::N,тӑрӑ,tejado
433,Leiter::N,пусма,escalera
434,Besen::N,шӑпӑр,escoba
435,Spaten::N,кӗреҫе,pala
436,Schaufel::N,кӗреҫе,pala
437,Schaufel::N,кӗреҫе,paleta
438,Gabel::N,вилка,tenedor
439,Löffel::N,кашӑк,cuchara
440,Messer::N,ҫӗҫӗ,cuchillo
441,Nagel::N,пӑта,clavo
442,Netz::N,тетел,red
443,Haken::N,йӑрхах,gancho
444,Haken::N,йӑрхах,corchete
445,Haken::N,ҫекӗл,gancho
446,Haken::N,ҫекӗл,corchete
447,Griff::N,хӑлӑп,asa
448,Griff::N,хӑлӑп,mango
449,Schloss::N,ҫӑра,cerradura
450,Bild::N,сӑн,imagen
451,Bild::N,сӑнлӑх,imagen
452,Bild::N,картина,imagen
453,Figur::N,кӗлетке,figura
454,Puppe::N,пукане,muñeca
455,Beutel::N,михӗ,bolsa
456,Bündel::N,ҫыхӑ,haz
457,Bündel::N,тӗрке,haz
458,Tasche::N,сумка,bolso
459,Eimer::N,витре,cubo
460,Deckel::N,хупӑ,tapa
461,Deckel::N,хупӑ,tapadera
462,Geschirr::N,савӑт-сапа,vajilla
463,Sack::N,михӗ,saco
464,Tasse::N,курка,taza
465,Topf::N,кастрюль,olla
466,Topf::N,кастрюль,marmita
467,Kessel::N,хуран,caldera
468,Essen::N,апат,comida
469,Nahrung::N,апат-ҫимӗс,alimento
470,Speise::N,апат,plato
471,Speise::N,ҫимӗҫ,plato
472,Fleisch::N,аш,carne
473,Fleisch::N,какай,carne
474,Getreide::N,тырӑ,cereales
475,Brei::N,пӑтӑ,puré
476,Brei::N,пӑтӑ,papilla
477,Brot::N,ҫӑкӑр,pan
478,Scheibe::N,чӗлӗ,lonja
479,Scheibe::N,чӗлӗ,rebanada
480,Scheibe::N,касӑк,lonja
481,Scheibe::N,касӑк,rebanada
482,Fett::N,ҫу,grasa
483,Butter::N,ҫу,mantequilla
484,Öl::N,ҫу,aceite
485,Salz::N,тӑвар,sal
486,Suppe::N,яшка,sopa
487,Honig::N,пыл,miel
488,Milch::N,сӗт,leche
489,Tee::N,чей,té
490,Leder::N,сӑран,cuero
491,Wolle::N,ҫӑм,lana
492,Stoff::N,тӗртӗм,tela
493,Stoff::N,тӗртӗм,tejido
494,Nadel::N,йӗп,aguja
495,Faden::N,ҫип,hilo
496,Knopf::N,тӳме,botón
497,Knoten::N,йӑлӑ,nudo
498,Farbe::N,сӑрӑ,pintura
499,Kleidung::N,тум,ropa
500,Kleidung::N,тум,vestidos
501,Kleidung::N,ҫипуҫ,ropa
502,Kleidung::N,ҫипуҫ,vestidos
503,Kleidung::N,тум-тир,ropa
504,Kleidung::N,тум-тир,vestidos
505,Hemd::N,кӗпе,camisa
506,Kragen::N,ҫуха,cuello
507,Ärmel::N,ҫанӑ,manga
508,Hose::N,шӑлавар,pantalón
509,Gürtel::N,пиҫиххи,cinturón
510,Mütze::N,ҫӗлӗк,gorro
511,Schuh::N,пушмак,zapato
512,Schuh::N,ботинок,zapato
513,Stiefel::N,атӑ,bota
514,Ring::N,ҫӗрӗ,anillo
515,Band::N,хаю,cinta
516,Band::N,йӗсме,cinta
517,Kamm::N,тура,peine
518,Spiegel::N,тӗкӗр,espejo
519,Spiegel::N,куҫ кӗски,espejo
520,Riemen::N,чӗн,correa
521,Schnur::N,кантра,cuerda
522,Leine::N,касмӑк,correa
523,Decke::N,утиял,manta
524,Kissen::N,ҫытар,almohada
525,Kissen::N,минтер,almohada
526,Tuch::N,тутӑр,pañuelo
527,Handtuch::N,ал шӑлли,toalla
528,Kraft::N,вӑй,fuerza
529,Kraft::N,хӑват,fuerza
530,Stärke::N,хал,fuerza
531,Stärke::N,хӑват,fuerza
532,Gesundheit::N,хал,salud
533,Gesundheit::N,сывлӑх,salud
534,Krankheit::N,чир,enfermedad
535,Schmerz::N,ырату,dolor
536,Wunde::N,суран,llaga
537,Wunde::N,суран,herida
538,Fieber::N,сив чир,fiebre
539,Arznei::N,эмел,medicina
540,Arznei::N,эмел,medicamento
541,Brücke::N,кӗпер,puente
542,Brunnen::N,ҫӑл,pozo
543,Brunnen::N,пусӑ,pozo
544,Weide::N,ҫаран,pasto
545,Pfad::N,йӗр,sendero
546,Pfad::N,сукмак,sendero
547,Weg::N,ҫул,camino
548,Weg::N,ҫул-йӗр,camino
549,Straße::N,ҫӳрев,vía
550,Straße::N,ҫӳрев,carretera
551,Straße::N,ҫул ҫӳрени,vía
552,Straße::N,ҫул ҫӳрени,carretera
553,Dorf::N,ял,aldea
554,Dorf::N,ял,pueblo
555,Stadt::N,хула,ciudad
556,Brief::N,ҫыру,carta
557,Buch::N,кӗнеке,libro
558,Buchstabe::N,сас палли,letra
559,Buchstabe::N,сас палли,carácter
560,Zeitung::N,хаҫат,diario
561,Zeitung::N,хаҫат,periódico
562,Leben::N,пурнӑҫ,vida
563,Tod::N,вилӗм,muerte
564,Grab::N,масар шӑтӑкӗ,tumba
565,Grab::N,масар шӑтӑкӗ,sepulcro
566,Kirche::N,чиркӳ,iglesia
567,Sünde::N,ҫылӑх,pecado
568,Gott::N,турӑ,dios
569,Arbeiter::N,рабочи,obrero
570,Arbeiter::N,рабочи,trabajador
571,Chef::N,пуҫлӑх,jefe
572,Meister::N,ӑста,maestro
573,Meister::N,мастер,maestro
574,Arzt::N,врач,médico
575,Arzt::N,тухтӑр,médico
576,Lehrer::N,учитель,profesor
577,Lehrer::N,вӗрентекен,profesor
578,Geld::N,укҫа,dinero
579,Geschäft::N,бизнес,negocio
580,Laden::N,магазин,tienda
581,Preis::N,хак,precio
582,Ware::N,тавар,mercancía
583,Nutzen::N,пайта,provecho
584,Reichtum::N,мул,riqueza
585,Welt::N,тӗнче,mundo
586,Land::N,ҫӗр-шыв,país
587,Staat::N,патшàлӑх,Estado
588,König::N,король,rey
589,Macht::N,власть,poder
590,Macht::N,власть,potencia
591,Grenze::N,чикӗ,frontera
592,Krieg::N,вӑрҫӑ,guerra
593,Feind::N,тӑшман,enemigo
594,Gewalt::N,ирӗксӗрлӳ,violencia
595,Kampf::N,кӗрешӳ,lucha
596,Kampf::N,кӗрешӳ,combate
597,Bogen[Waffe]::N,ухӑ,arco
598,Pfeil::N,ҫӗмрен,flecha
599,Pfeil::N,ухӑ йӗппи,flecha
600,Gewehr::N,пӑшал,fusil
601,Gewehr::N,пӑшал,escopeta
602,Fehler::N,йӑнӑш,error
603,Lüge::N,суя,mentira
604,Lüge::N,ултав,mentira
605,Schaden::N,сиен,daño
606,Unglück::N,шар,desgracia
607,Unglück::N,инкек,desgracia
608,Schuld::N,айӑп,culpa
609,Alter::N,ҫул шучӗ,edad
610,Schluss::N,пӗтни,fin
611,Schluss::N,пӗтни,final
612,Schluss::N,пӗтмӗш,fin
613,Schluss::N,пӗтмӗш,final
614,Zeit::N,вӑхӑт,tiempo
615,Tag::N,кун,día
616,Morgen::N,ир,mañana
617,Mittag::N,кӑнтӑрла,mediodía
618,Abend::N,каҫ,noche
619,Nacht::N,каҫ,noche
620,Woche::N,эрне,semana
621,Monat::N,уйӑх,mes
622,Jahr::N,ҫулталӑк,año
623,Frühling::N,ҫур,primavera
624,Frühling::N,ҫуркунне,primavera
625,Sommer::N,ҫу,verano
626,Sommer::N,ҫулла,verano
627,Herbst::N,кӗр,otoño
628,Herbst::N,кӗркунне,otoño
629,Winter::N,хӗл,invierno
630,Winter::N,хӗлле,invierno
631,Januar::N,январь,enero
632,Februar::N,февраль,febrero
633,Februar::N,кӗҫӗн кӑрлач,febrero
634,März::N,март,marzo
635,März::N,пуш уйӑхӗ,marzo
636,April::N,апрель,abril
637,Mai::N,май,mayo
638,Juni::N,июнь,junio
639,Juli::N,июль,julio
640,August::N,август,agosto
641,September::N,сентябрь,septiembre
642,September::N,авӑн уйӑхӗ,septiembre
643,Oktober::N,октябрь,octubre
644,November::N,ноябрь,noviembre
645,Dezember::N,раштав,diciembre
646,Dezember::N,декабрь,diciembre
647,Montag::N,тунти кун,lunes
648,Dienstag::N,ытлари кун,martes
649,Mittwoch::N,юн кун,miércoles
650,Donnerstag::N,кӗҫнерни кун,jueves
651,Freitag::N,эрне кун,viernes
652,Samstag::N,шӑмат кун,sábado
653,Sonntag::N,вырсарни кун,domingo
654,groß::A,пысӑк,grande
655,klein::A,пӗчӗк,pequeño
656,lang::A,вӑрӑм,largo
657,kurz::A,кӗске,corto
658,breit::A,сарлака,ancho
659,schmal::A,ансӑр,estrecho
660,dicht::A,йӑвӑ,denso
661,dick[Gegenstand]::A,хулӑн,grueso
662,dünn::A,ҫинҫе,fino
663,dünn::A,ҫинҫе,delgado
664,dünn::A,ҫӳхе,fino
665,dünn::A,ҫӳхе,delgado
666,fein::A,тарай,fino
667,fein::A,тарай,delicado
668,fein::A,вӗлтӗрти,fino
669,fein::A,вӗлтӗрти,delicado
670,fest::A,тӗреклӗ,firme
671,fest::A,тӗреклӗ,sólido
672,flach::A,лаптак,plano
673,glatt::A,такӑр,liso
674,hart::A,хытӑ,duro
675,weich::A,ҫемҫе,muelle
676,rund::A,ҫавра,redondo
677,spitz::A,шӗвӗр,agudo
678,spitz::A,шӗвӗр,apuntado
679,scharf::A,ҫивӗч,agudo
680,scharf::A,ҫивӗч,afilado
681,stumpf::A,мӑка,sin filo
682,stumpf::A,пуклак,sin filo
683,stumpf::A,тӗрӗнчӗк,sin filo
684,stumpf::A,ӑнкарусӑр,sin filo
685,schwer::A,йывӑр,pesado
686,schön::A,илемлӗ,bello
687,schön::A,илемлӗ,hermoso
688,heiß::A,вӗри,caluroso
689,warm::A,ӑшӑ,cálido
690,warm::A,ӑшӑ,caliente
691,kalt::A,сивӗ,frío
692,kühl::A,уҫӑ,fresco
693,frisch::A,уҫӑ,fresco
694,feucht::A,йӗпе,húmedo
695,nass::A,нӳрӗ,mojado
696,trocken::A,типӗ,seco
697,voll::A,тулли,lleno
698,leer::A,пушӑ,vacío
699,offen::A,уҫӑ,abierto
700,geschlossen::A,хупӑ,cerrado
701,sauber::A,таса,limpio
702,schmutzig::A,пылчӑклӑ,sucio
703,schmutzig::A,вараланчӑк,sucio
704,roh::A,чӗрӗ,crudo
705,reif::A,пулнӑ,maduro
706,reif::A,пиҫӗхнӗ,maduro
707,reif::A,аталаннӑ,maduro
708,reif::A,пиҫсе ҫитнӗ,maduro
709,lecker::A,тутлӑ,rico
710,lecker::A,тутлӑ,sabroso
711,lecker::A,техӗмлӗ,rico
712,lecker::A,техӗмлӗ,sabroso
713,süß::A,пылак,dulce
714,bitter::A,йӳҫӗ,amargo
715,sauer::A,йӳҫӗ,agrio
716,sauer::A,йӳҫек,agrio
717,sauer::A,кӑвасак,agrio
718,hell::A,ҫутӑ,claro
719,dunkel::A,тӗттӗм,oscuro
720,schwarz::A,хура,negro
721,weiß::A,шурӑ,blanco
722,rot::A,хӗрлӗ,rojo
723,gelb::A,сарӑ,amarillo
724,blau::A,кӑвак,azul
725,grün::A,симӗс,verde
726,grün::A,пиҫмен,verde
727,grün::A,ӑс пухман,verde
728,grau::A,кӑвак,gris
729,bunt::A,чӑпар,multicolor
730,billig::A,йӳнӗ,barato
731,teuer::A,хаклӑ,caro
732,wertvoll::A,паха,valioso
733,wertvoll::A,паха,precioso
734,blind::A,суккӑр,ciego
735,taub::A,хӑлхасӑр,sordo
736,kräftig::A,хӑватлӑ,fuerte
737,stark::A,вирлӗ,fuerte
