,Concept_ID,xal,fi
78,Staub::N,тоосн,pöly
79,Rauch::N,утан,savu
80,Funke::N,очн,kipinä
81,Feuer::N,һал,tuli
82,Licht::N,герл,valo
83,Schatten::N,сүүдр,varjo
84,Wetter::N,теңгр,sää
85,Nebel::N,будн,sumu
86,Wolke::N,үүлн,pilvi
87,Regen::N,хур,sade
88,Schnee::N,цасн,lumi
89,Eis::N,мөсн,jää
90,Frost::N,киитн,halla
91,Frost::N,киитн,pakkanen
92,Kälte::N,киитн,vilu
93,Kälte::N,киитн,kylmyys
94,Hitze::N,халун,helle
95,Hitze::N,халун,kuumuus
96,Raureif::N,цаң,huurre
97,Raureif::N,кирү,huurre
98,Regenbogen::N,солңһ,sateenkaari
99,Donner::N,оһтрһун дун,jyrinä
100,Strömung::N,урсхл,virtaus
101,Tropfen::N,дусал,tippa
102,Tropfen::N,дусал,pisara
103,Schaum::N,көөсн,vaahto
104,Schmutz::N,кир,loka
105,See::N,нур,järvi
106,Sumpf::N,унул,suo
107,Moor::N,улм,räme
108,Wiese::N,хадлһн,niitty
109,Wald::N,ө-модн,metsä
110,Hügel::N,толһа,mäki
111,Hügel::N,толһа,kumpu
112,Hügel::N,толһа,kukkula
113,Anhöhe::N,хамр,mäki
114,Anhöhe::N,хамр,kumpare
115,Berg::N,уул,mäki
116,Berg::N,уул,vuori
117,Gipfel::N,ора,laki
118,Gipfel::N,ора,huippu
119,Höhle::N,хадин көндә,luola
120,Abhang::N,ташу,rinne
121,Quelle::N,булг,lähde
122,Bach::N,һооҗур,puro
123,Fluss::N,һол,joki
124,Ufer::N,көвә,ranta
125,Küste::N,көвә,rannikko
126,Küste::N,теңгсин көвә,rannikko
127,Festland::N,хүүрә һазр,manner
128,Meer::N,теңгс,meri
129,Bucht::N,цекә,lahti
130,Bucht::N,теңгсин цекә,lahti
131,Insel::N,арл,saari
132,Blume::N,цецг,kukka
133,Gras::N,ноһан,ruoho
134,Wurzel::N,уңг,juuri
135,Baum::N,модн,puu
136,Stamm::N,шилв,runko
137,Stamm::N,һол модн,runko
138,Rinde::N,көрсн,kuori
139,Rinde::N,көрсн,parkki
140,Ast::N,ац,oksa
141,Zweig::N,ац,haara
142,Blatt::N,хамтхасн,lehti
143,Birke::N,хусм модн,koivu
144,Kiefer[Baum]::N,шар харһа,mänty
145,Kiefer[Baum]::N,шар харһа,petäjä
146,Weide[Baum]::N,удн,paju
147,Tanne::N,җөөлн цаһан модн,kuusi
148,Horn::N,өвр,sarvi
149,Feder::N,өрвлг,sulka
150,Feder::N,өрвлг,höyhen
151,Fell::N,арсн,talja
152,Flügel::N,җивр,siipi
153,Klaue::N,хумсн,kynsi
154,Kralle::N,тавг,kynsi
155,Schwanz::N,сүл,häntä
156,Schwanz::N,сүл,pyrstö
157,Ei::N,өндгн,muna
158,Nest::N,үр,pesä
159,Bau::N,нүкн,pesä
160,Tier::N,мал,eläin
161,Herde::N,сүрг мал,lauma
162,Kuh::N,үкр,lehmä
163,Bulle::N,бух,sonni
164,Pferd::N,мөрн,hevonen
165,Schaf::N,хөн,lammas
166,Schwein::N,һаха,sika
167,Hund::N,ноха,koira
168,Katze::N,мис,kissa
169,Bär::N,аю,karhu
170,Eichhörnchen::N,кермн,orava
171,Elch::N,хандһа,hirvi
172,Fuchs::N,арат,kettu
173,Hase::N,туула,jänis
174,Maus::N,хулһн,hiiri
175,Wolf::N,чон,susi
176,Vogel::N,шовун,lintu
177,Schwarm::N,зел,parvi
178,Huhn::N,така,kana
179,Hahn::N,эр така,kukko
180,Gans::N,һалун,hanhi
181,Adler::N,һәрд,kotka
182,Ente::N,нуһсн,ankka
183,Eule::N,һурвлһ,pöllö
184,Kranich::N,тоһрун,kurki
185,Krähe::N,шаазһа,varis
186,Kuckuck::N,эргин хуцдг,käki
187,Schwan::N,хун,joutsen
188,Fisch::N,заһсн,kala
189,Barsch::N,шүрг,ahven
190,Hecht::N,цурх,hauki
191,Schlange[Tier]::N,моһа,käärme
192,Wurm::N,өтн,mato
193,Spinne::N,аралҗн,hämähäkki
194,Ameise::N,шорһлҗн,muurahainen
195,Laus::N,бөөсн,täi
196,Mücke::N,бөкүн,sääski
197,Mücke::N,бөкүн,hyttynen
198,Fliege::N,батхн,kärpänen
199,Schmetterling::N,эрвәкә,perhonen
200,Beere::N,бөөлҗрһн,marja
201,Apfel::N,альмн,omena
202,Pilz::N,теңгрин ки,sieni
203,Zwiebel::N,мәңгрснә толһа,sipuli
204,Saat::N,буудян экн,siemenet
205,Korn::N,экн,jyvä
206,Korn::N,экн,vilja
207,Heu::N,өвсн,heinä
208,Schale::N,хальсн,kuori
209,Grube::N,нүкн,kuoppa
210,Falle::N,урх,loukku
211,Falle::N,хавх,loukku
212,Schlinge::N,бүтү,ansa
213,Spur::N,мөр,jälki
214,Asche::N,үмсн,tuhka
215,Dreck::N,бальчг,lika
216,Eisen::N,төмр,rauta
217,Gold::N,алтн,kulta
218,Silber::N,мөңгн,hopea
219,Silber::N,цаһан мөңгн,hopea
220,Kohle::N,нүүрсн,hiili
221,Glas::N,шил,lasi
222,Lehm::N,шавр,savi
223,Sand::N,элсн,hiekka
224,Mensch::N,күн,ihminen
225,Mensch::N,күмн,ihminen
226,Mann::N,эр,mies
227,Frau::N,күүкд күн,nainen
228,Kind::N,үрн,lapsi
229,Junge::N,көвүн,poika
230,Mädchen::N,бичкн күүкн,tyttö
231,Familie::N,бүл,perhe
232,Großvater::N,өвк эцк,isoisä
233,Großvater::N,наһц эцк,isoisä
234,Großmutter::N,эмг эк,isoäiti
235,Großmutter::N,наһц эк,isoäiti
236,Eltern::N,эк эцк хойр,vanhemmat
237,Vater::N,эцк,isä
238,Mutter::N,эк,äiti
239,Sohn::N,көвүн,poika
240,Tochter::N,күүкн,tytär
241,Bruder::N,дү көвүн,veli
242,Schwester::N,эгч,sisko
243,Schwester::N,дү күүкн,sisko
244,Onkel::N,авһ,eno
245,Onkel::N,авһ,setä
246,Onkel::N,наһцх,eno
247,Onkel::N,наһцх,setä
248,Tante::N,наһц эгч,täti
249,Ehemann::N,залу,mies
250,Ehemann::N,залу,aviomies
251,Ehefrau::N,гергн,vaimo
252,Ehefrau::N,гергн,aviovaimo
253,Freude::N,байр,ilo
254,Freude::N,байр,riemu
255,Gelächter::N,инәдн,nauru
256,Glück::N,җирһл,onni
257,Glück::N,сәәхн җирһл,onni
258,Kummer::N,зовлң,suru
259,Kummer::N,зовлң,murhe
260,Wunsch::N,дурн,toive
261,Wunsch::N,дурн,toivomus
262,Lust::N,җилвтлһн,himo
263,Geist::N,зөрг,henki
264,Gedanke::N,ухан,aate
265,Gedanke::N,ухан,ajatus
266,Gedächtnis::N,чееҗин тодлвр,muisti
267,Verstand::N,ухан,äly
268,Verstand::N,ухан,järki
269,Verstand::N,ухан,ymmärrys
270,Sinn::N,учр-утх,merkitys
271,Grund::N,учр,syy
272,Grund::N,учр,peruste
273,Grund::N,шалтан,syy
274,Grund::N,шалтан,peruste
275,Wahrheit::N,үнн,tosi
276,Wahrheit::N,үнн,totuus
277,Gespräch::N,күүндвүр,puhelu
278,Gespräch::N,күүндвүр,keskustelu
279,Märchen::N,тууль,satu
280,Erzählung::N,келвр,tarina
281,Erzählung::N,келвр,kertomus
282,Nachricht::N,медүллһн,tieto
283,Nachricht::N,медүллһн,ilmoitus
284,Neuigkeit::N,зәңг,uutinen
285,Name::N,нерн,nimi
286,Rätsel::N,тәәлвртә тууль,arvoitus
287,Rede::N,келлһн,puhe
288,Sprache::N,келн,kieli
289,Stimme::N,дун,ääni
290,Wort::N,үг,sana
291,Zeichen::N,темдг,merkki
292,Ruf::N,дуудлһн,kutsu
293,Lärm::N,шууган,melu
294,Lärm::N,шууган,hälinä
295,Laut::N,ә,ääni
296,Ton::N,дун,sävel
297,Lied::N,дун,laulu
298,Ruhe::N,амулң,lepo
299,Ruhe::N,амулң,rauha
300,Leute::N,әмтн,väki
301,Leute::N,әмтн,ihmiset
302,Volk::N,улс,kansa
303,Arbeit::N,көдлмш,työ
304,Gast::N,гиич,vieras
305,Geschenk::N,белг,lahja
306,Spiel::N,наадн,peli
307,Spiel::N,наадн,leikki
308,Gesellschaft::N,олн,seura
309,Hilfe::N,нөкд,apu
310,Freund::N,иньг,ystävä
311,Kamerad::N,үр,toveri
312,Angelegenheit::N,керг,asia
313,Anzahl::N,то,lukumäärä
314,Art::N,зүүл,laji
315,Stück::N,хусг,pala
316,Stück::N,хусг,kappale
317,Teil::N,хүв,osa
318,Hälfte::N,өрәл,puoli
319,Kreis::N,төгрг,ympyrä
320,Kreuz::N,кирс,risti
321,Linie::N,зурасн,viiva
322,Strich::N,татасн,piirto
323,Abstand::N,зә,väli
324,Abstand::N,зә,väljyys
325,Entfernung::N,һазр,etäisyys
326,Gegend::N,һазр,seutu
327,Platz::N,зә,tila
328,Ort::N,бәәрн,kohta
329,Ort::N,бәәрн,paikka
330,Seite::N,тал,sivu
331,Seite::N,тал,kylki
332,Seite::N,хаҗу,sivu
333,Seite::N,хаҗу,kylki
334,Seite::N,хәврһ,sivu
335,Seite::N,хәврһ,kylki
336,Mitte::N,дунд,keskus
337,Mitte::N,дунд,puoliväli
338,Gegenstand::N,юмн,kalu
339,Gegenstand::N,юмн,esine
340,Sache::N,юмн,asia
341,Rand::N,зах,ääri
342,Rand::N,зах,syrjä
343,Kante::N,ирмәг,särmä
344,Ecke::N,өнцг,nurkka
345,Spitze::N,үзүр,terä
346,Spitze::N,үзүр,kärki
347,Ende::N,үзүр,pää
348,Ende::N,үзүр,perä
349,Loch::N,хаһрха,kolo
350,Loch::N,хаһрха,reikä
351,Winkel::N,булң,kulma
352,Muster::N,намч,kuvio
353,Größe::N,кемҗән,koko
354,Größe::N,кемҗән,suuruus
355,Länge::N,ут,pituus
356,Höhe::N,өндр,korkeus
357,Gewicht::N,күнд,paino
358,Gewicht::N,чиңнүр,paino
359,Menge::N,ик,määrä
360,Haufen::N,ова,kasa
361,Reihe::N,зерг,rivi
362,Reihe::N,зерглән,rivi
363,Boot::N,оңһц,vene
364,Ruder::N,хәәв,airo
365,Schlitten::N,цан,reki
366,Schlitten::N,цан,kelkka
367,Ski::N,лыҗ,suksi
368,Lagerfeuer::N,костёр,nuotio
369,Last::N,күнд,kuorma
370,Gang::N,йовлһн,kulku
371,Gang::N,йовлһн,käynti
372,Schritt::N,ишкм,askel
373,Norden::N,ар үзг,pohjoinen
374,Süden::N,өмн,etelä
375,Süden::N,өмн үзг,etelä
376,Westen::N,барун,länsi
377,Westen::N,барун үзг,länsi
378,Osten::N,зүн,itä
379,Osten::N,зүн үзг,itä
380,Holz::N,модн,puu
381,Brett::N,харһа,lauta
382,Platte::N,хавтха чолун,levy
383,Stütze::N,тулг,noja
384,Stange::N,уньн,tanko
385,Stock::N,модн,keppi
386,Stab::N,шуург,sauva
387,Stab::N,шуург,seiväs
388,Rohr::N,турва,putki
389,Haus::N,гер,talo
390,Heim::N,гер-бул,koti
391,Ofen::N,беш,uuni
392,Fußboden::N,девскр,lattia
393,Tisch::N,ширә,pöytä
394,Stuhl::N,стул,tuoli
395,Wiege::N,өлгә,kehto
396,Wiege::N,дүүҗң,kehto
397,Bett::N,орн,sänky
398,Bett::N,орндг,sänky
399,Regal::N,таг,hylly
400,Regal::N,тәвц,hylly
401,Kiste::N,яршг,arkku
402,Kiste::N,яршг,kirstu
403,Kiste::N,яршг,laatikko
404,Fenster::N,терз,ikkuna
405,Tür::N,үүдн,ovi
406,Tor::N,үүдн,portti
407,Tor::N,өргн үүдн,portti
408,Tor::N,хашан үүдн,portti
409,Zaun::N,хаша,aita
410,Dach::N,деевр,katto
411,Leiter::N,шат,tikkaat
412,Leiter::N,шат,tikapuut
413,Leiter::N,давшур,tikkaat
414,Leiter::N,давшур,tikapuut
415,Besen::N,сәвүр,luuta
416,Spaten::N,күрз,lapio
417,Schaufel::N,совг,lapio
418,Gabel::N,серә,haarukka
419,Löffel::N,ухр,lusikka
420,Messer::N,утх,veitsi
421,Nagel::N,хадасн,naula
422,Netz::N,гөлм,verkko
423,Haken::N,дегә,haka
424,Haken::N,дегә,koukku
425,Griff::N,иш,ripa
426,Griff::N,иш,kahva
427,Griff::N,бәрүл,ripa
428,Griff::N,бәрүл,kahva
429,Schloss::N,оньс,lukko
430,Bild::N,зург,kuva
431,Figur::N,фигур,kuvio
432,Puppe::N,наадһа,nukke
433,Beutel::N,мишг,pussi
434,Bündel::N,багла,nippu
435,Bündel::N,багла,kimppu
436,Bündel::N,боодһа,nippu
437,Bündel::N,боодһа,kimppu
438,Tasche::N,сумк,laukku
439,Eimer::N,суулһ,sanko
440,Eimer::N,суулһ,ämpäri
441,Deckel::N,бүркәсн,kansi
442,Geschirr::N,сав,astia
443,Geschirr::N,сав-сарх,astia
444,Sack::N,мишг,säkki
445,Tasse::N,ааһ,kuppi
446,Topf::N,кастрюль,pata
447,Kessel::N,хәәсн,kattila
448,Essen::N,зоогллһн,syönti
449,Nahrung::N,теҗәл,ruoka
450,Nahrung::N,теҗәл,ravinto
451,Speise::N,хот,ruoka
452,Fleisch::N,махн,liha
453,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,vilja
454,Brei::N,хаш,puuro
455,Brot::N,өдмг,leipä
456,Scheibe::N,зүсм,viipale
457,Fett::N,өөкн,rasva
458,Butter::N,тосн,voi
459,Öl::N,тосн,öljy
460,Salz::N,давсн,suola
461,Suppe::N,шөлн,keitto
462,Honig::N,бал,hunaja
463,Milch::N,үсн,maito
464,Tee::N,цә,tee
465,Leder::N,арсн,nahka
466,Wolle::N,утцн,villa
467,Wolle::N,эд,villa
468,Stoff::N,эд,kangas
469,Nadel::N,зүн,neula
470,Faden::N,утцн,lanka
471,Knopf::N,товч,nappi
472,Knoten::N,зәңгдә,solmu
473,Farbe::N,будг,maali
474,Kleidung::N,хувцн,vaatteet
475,Kleidung::N,хувц-хунр,vaatteet
476,Hemd::N,киилг,paita
477,Kragen::N,зах,kaulus
478,Ärmel::N,ханцн,hiha
479,Hose::N,шалвур,housut
480,Gürtel::N,бүс,vyö
481,Mütze::N,махла,lakki
482,Schuh::N,башмгуд,kenkä
483,Stiefel::N,һосн,saapas
484,Ring::N,билцг,sormus
485,Band::N,лент,nauha
486,Kamm::N,сам,kampa
487,Spiegel::N,толь,peili
488,Riemen::N,бүс,hihna
489,Schnur::N,деесн,naru
490,Schnur::N,деесн,nuora
491,Leine::N,бурнтг,talutushihna
492,Leine::N,нохан көтлвр,talutushihna
493,Decke::N,көнҗл,peite
494,Kissen::N,дер,tyyny
495,Kissen::N,дер,pielus
496,Tuch::N,альчур,huivi
497,Handtuch::N,полотенц,pyyheliina
498,Handtuch::N,һар-нүүрин альчур,pyyheliina
499,Kraft::N,күчн,väki
500,Kraft::N,күчн,voima
501,Stärke::N,чидл,vahvuus
502,Gesundheit::N,эрүл-менд,terveys
503,Krankheit::N,өвчн,tauti
504,Krankheit::N,өвчн,sairaus
505,Schmerz::N,өвдлһн,kipu
506,Schmerz::N,өвдлһн,särky
507,Wunde::N,шав,haava
508,Fieber::N,безг,kuume
509,Arznei::N,эм,lääke
510,Brücke::N,тагт,silta
511,Brunnen::N,худг,kaivo
512,Weide::N,малын идг,laidun
513,Pfad::N,цувг,polku
514,Weg::N,хаалһ,tie
515,Straße::N,зам,katu
516,Dorf::N,хотн,kylä
517,Stadt::N,балһсн,kaupunki
518,Brief::N,бичг,kirje
519,Buch::N,дегтр,kirja
520,Buchstabe::N,үзг,kirjain
521,Zeitung::N,газет,lehti
522,Zeitung::N,газет,sanomalehti
523,Leben::N,җирһл,elo
524,Leben::N,җирһл,elämä
525,Tod::N,үкл,kuolema
526,Tod::N,өңгрлһн,kuolema
527,Grab::N,оршалһна нүкн,hauta
528,Kirche::N,чонҗ,kirkko
529,Sünde::N,нүл,synti
530,Sünde::N,килнц,synti
531,Gott::N,бурхн,jumala
532,Arbeiter::N,көдлмшч,työläinen
533,Chef::N,толһач,päällikkö
534,Meister::N,урн,mestari
535,Arzt::N,эмч,lääkäri
536,Lehrer::N,багш,opettaja
537,Geld::N,мөңгн,raha
538,Geschäft::N,көдлмш,liike
539,Laden::N,лавк,puoti
540,Laden::N,лавк,kauppa
541,Preis::N,үн,hinta
542,Ware::N,эд-тавр,tavara
543,Nutzen::N,олз,hyöty
544,Reichtum::N,зөөр,rikkaus
545,Welt::N,орчлң,maailma
546,Welt::N,делкә,maailma
547,Land::N,орн-нутг,maa
548,Staat::N,государств,valtio
549,König::N,хан,kuningas
550,Macht::N,йосн,mahti
551,Grenze::N,меҗә,raja
552,Krieg::N,дән,sota
553,Feind::N,дәәсн,vihollinen
554,Gewalt::N,күч һарһлһн,väkivalta
555,Kampf::N,ноолдан,taistelu
556,Kampf::N,бәрлдлһн,taistelu
557,Bogen[Waffe]::N,саадг,jousi
558,Pfeil::N,сумн,nuoli
559,Gewehr::N,бу,kivääri
560,Fehler::N,алдг,vika
561,Fehler::N,алдг,virhe
562,Lüge::N,худл,valhe
563,Schaden::N,хорлт,vaurio
564,Schaden::N,хорлт,vahinko
565,Unglück::N,гүрм,vahinko
566,Unglück::N,гүрм,onnettomuus
567,Schuld::N,гем,syy
568,Schuld::N,буру,syy
569,Alter::N,насн,ikä
570,Schluss::N,чилгч,loppu
571,Zeit::N,цаг,aika
572,Tag::N,өдр,päivä
573,Morgen::N,өрүн,aamu
574,Morgen::N,өрүн,huomen
575,Mittag::N,үд,keskipäivä
576,Abend::N,асхн,ilta
577,Nacht::N,сө,yö
578,Woche::N,долан хонг,viikko
579,Monat::N,сар,kuukausi
580,Jahr::N,җил,vuosi
581,Frühling::N,хавр,kevät
582,Sommer::N,зун,kesä
583,Herbst::N,намр,syksy
584,Winter::N,үвл,talvi
585,Januar::N,январь,tammikuu
586,Februar::N,февраль,helmikuu
587,März::N,март,maaliskuu
588,März::N,моһа сар,maaliskuu
589,April::N,апрель,huhtikuu
590,Mai::N,май,toukokuu
591,Juni::N,июнь,kesäkuu
592,Juni::N,мөчн сар,kesäkuu
593,Juli::N,июль,heinäkuu
594,August::N,август,elokuu
595,September::N,һаха сар,syyskuu
596,Oktober::N,октябрь,lokakuu
597,November::N,ноябрь,marraskuu
598,November::N,үкр сар,marraskuu
599,Dezember::N,бар сар,joulukuu
600,Montag::N,понедельник,maanantai
601,Dienstag::N,вторник,tiistai
602,Mittwoch::N,среда,keskiviikko
603,Mittwoch::N,үлмҗ өдр,keskiviikko
604,Donnerstag::N,четверг,torstai
605,Donnerstag::N,пүрвә өдр,torstai
606,Freitag::N,пятниц,perjantai
607,Samstag::N,суббот,lauantai
608,Sonntag::N,нарн өдр,sunnuntai
609,Sonntag::N,воскресень,sunnuntai
610,groß::A,ик,iso
611,groß::A,ик,suuri
612,klein::A,бичкн,pieni
613,lang::A,ут,pitkä
614,kurz::A,оһтр,lyhyt
615,breit::A,өргн,leveä
616,schmal::A,уутьхн,kapea
617,dicht::A,нигт,taaja
618,dick[Gegenstand]::A,зузан,paksu
619,dünn::A,нимгн,ohut
620,fein::A,нәрхн,hieno
621,fest::A,бат,luja
622,flach::A,хавтха,litteä
623,flach::A,хавтха,tasainen
624,glatt::A,тегш,sileä
625,glatt::A,тегш,siloinen
626,glatt::A,тиньгр,sileä
627,glatt::A,тиньгр,siloinen
628,hart::A,хату,kova
629,weich::A,җөөлн,pehmeä
630,weich::A,җөөлкн,pehmeä
631,rund::A,төгрг,pyöreä
632,spitz::A,шовһр,terävä
633,scharf::A,хурц,terävä
634,stumpf::A,мука,tylsä
635,schwer::A,күнд,raskas
636,schwer::A,күнд,painava
637,schön::A,сәәхн,kaunis
638,heiß::A,халун,kuuma
639,warm::A,дулан,lämmin
640,kalt::A,киитн,kylmä
641,kalt::A,киитн,viluinen
642,kühl::A,серүн,viileä
643,frisch::A,серүн,tuore
644,feucht::A,чиигтә,kostea
645,nass::A,чиигтә,märkä
646,trocken::A,хагсу,kuiva
647,voll::A,дүүрң,täysi
648,leer::A,сул,tyhjä
649,leer::A,хоосн,tyhjä
650,offen::A,секәтә,avonainen
651,geschlossen::A,хаалһата,suljettu
652,sauber::A,цевр,puhdas
653,schmutzig::A,киртә,likainen
654,roh::A,түүкә,raaka
655,reif::A,болсн,kypsä
656,lecker::A,әмтәхн,herkullinen
657,süß::A,әмтәхн,makea
658,bitter::A,һашун,karvas
659,bitter::A,һашун,kitkerä
660,bitter::A,һашута,karvas
661,bitter::A,һашута,kitkerä
662,sauer::A,ишклң,hapan
663,hell::A,герлтә,kirkas
664,hell::A,герлтә,valoisa
665,dunkel::A,харңһу,pimeä
666,schwarz::A,хар,musta
667,weiß::A,цаһан,valkea
668,rot::A,улан,punainen
669,gelb::A,шар,keltainen
670,blau::A,көк,sininen
671,grün::A,көк,vihreä
672,grau::A,бор,harmaa
673,bunt::A,алг,kirjava
674,bunt::A,эрәтә,kirjava
675,billig::A,кимд,halpa
676,billig::A,кимд,huokea
677,teuer::A,үнтә,kallis
678,wertvoll::A,үнтә,arvokas
679,wertvoll::A,эрднь,arvokas
680,blind::A,сохр,sokea
681,taub::A,дүлә,kuuro
682,kräftig::A,күчтә,väkevä
683,kräftig::A,күчтә,voimakas
684,stark::A,чаңһ,vahva
685,schwach::A,күчн тату,heikko
686,fett::A,тарһн,lihava
687,schlank::A,эццн,hoikka
688,schlank::A,эццн,solakka
689,hübsch::A,көркхн,soma
690,hübsch::A,көркхн,sievä
691,böse::A,уурта,paha
692,böse::A,уурта,häijy
693,dumm::A,тенг,tyhmä
694,dumm::A,тенг,typerä
695,faul::A,залху,laiska
696,fleißig::A,кинән,ahkera
697,fleißig::A,кинмһә,ahkera
698,geizig::A,ховдг,saita
699,klug::A,ухата,älykäs
700,geschickt::A,чадмг,taitava
701,lieb::A,эңкр,rakas
702,lustig::A,сергмҗтә,hauska
703,lustig::A,сергмҗтә,iloinen
704,lustig::A,җирһлтә,hauska
705,lustig::A,җирһлтә,iloinen
706,sanft::A,номһн,lauha
707,sanft::A,номһн,lempeä
708,hungrig::A,өлн,nälkäinen
709,hungrig::A,харһнсн,nälkäinen
710,krank::A,өвчтә,sairas
711,krank::A,шалтгта,sairas
712,nackt::A,нүцкн,alaston
713,traurig::A,һундлта,surullinen
714,traurig::A,һундлта,murheellinen
715,lebendig::A,әмд,elävä
716,gut::A,сән,hyvä
717,schlecht::A,му,paha
718,schlecht::A,му,huono
719,richtig::A,зөвтә,oikea
720,schlimm::A,җигшүртә,paha
721,wahr::A,үнн,tosi
722,wahr::A,мөн,tosi
723,alt::A,хуучн,vanha
724,neu::A,шин,uusi
725,ehemalig::A,хуучн,entinen
726,ehemalig::A,хуучн,muinainen
727,alt[Lebewesen]::A,көгшн,vanha
728,jung::A,баһ,nuori
729,arm::A,угатя,köyhä
730,reich::A,байн,rikas
731,bekannt::A,таньл,tuttu
732,bekannt::A,таньл,tunnettu
733,bekannt::A,таньдг,tuttu
734,bekannt::A,таньдг,tunnettu
735,berühmt::A,туурсн,kuuluisa
736,fremd::A,күүнә,vieras
737,verschieden::A,әдл биш,eri
738,verschieden::A,әдл биш,erilainen
739,verschieden::A,йилһәтә,eri
740,verschieden::A,йилһәтә,erilainen
741,nah::A,өөрхн,läheinen
742,fern::A,хол,etäinen
743,linker::A,зүн,vasen
744,rechter::A,барун,oikea
745,anderer::A,талдан,muu
746,anderer::A,талдан,toinen
747,erster::A,негдгч,ensimmäinen
748,zweiter::A,хойрдгч,toinen
749,dritter::A,һурвдгч,kolmas
750,letzter::A,отхн,viimeinen
751,allein::ADV,һанцарн,yksin
752,auf einmal::ADV,нег дәкҗ,yhdellä kertaa
753,zusammen::ADV,хамдан,yhdessä
754,lange::ADV,удан,kauan
755,lange::ADV,удан,pitkään
756,plötzlich::ADV,генткн,äkkiä
757,sofort::ADV,дарунь,heti
758,später::ADV,сүүлд,myöhemmin
759,jetzt::ADV,ода,nyt
760,heute::ADV,эндр,tänään
761,morgen::ADV,маңһдур,huomenna
762,bald::ADV,дарунь,pian
763,dann::ADV,дәкәд,sitten
764,gestern::ADV,өцклдүр,eilen
765,einst::ADV,нег саамд,aikanaan
766,damals::ADV,тиигхд,silloin
767,damals::ADV,тиигхд,siihen aikaan
768,danach::ADV,тегәд,sen jälkeen
769,vorher::ADV,урд,ennen
770,zuerst::ADV,түрүләд,ensin
771,zuerst::ADV,түрүләд,ensiksi
772,einmal::ADV,нег дәкҗ,kerran
773,manchmal::ADV,зәрмдән,joskus
774,oft::ADV,хара биш,usein
775,oft::ADV,хатяр биш,usein
776,oft::ADV,дару-дарунь,usein
777,immer::ADV,оньдинд,aina
778,niemals::ADV,кезә чмгн биш,ei koskaan
779,hier::ADV,энд,tässä
780,hier::ADV,энд,täällä
781,hier::ADV,энүнд,tässä
782,hier::ADV,энүнд,täällä
783,hierhin::ADV,нааран,tähän
784,von hier::ADV,эндәс,tästä
785,von hier::ADV,эндәс,täältä
786,dort::ADV,тенд,siinä
787,dort::ADV,тенд,siellä
788,dorthin::ADV,тиигән,sinne
789,dorthin::ADV,тиигән,tuonne
