,Concept_ID,lt,ta
1294,vergessen::V,užmiršti,மற
1295,messen::V,matuoti,அளவிடு
1296,zählen::V,skaičiuoti,எண்ணு
1297,rechnen::V,skaičiuoti,கணக்கிடு
1298,lesen::V,skaityti,படி
1299,malen::V,tapyti,வண்ணச்சித்திரம்
1300,zeichnen::V,piešti,வரை
1301,zeichnen::V,žymėti,வரை
1302,zeichnen::V,braižyti,வரை
1303,schreiben::V,rašyti,எழுது
1304,besitzen::V,turėti,உடைமையாகக் கொண்டிரு
1305,kaufen::V,pirkti,வாங்கு
1306,verkaufen::V,parduoti,விற்பனை செய்
1307,bezahlen::V,apmokėti,இறுத்தல்
1308,zahlen::V,mokėti,பணம் செலுத்து
1309,beherrschen::V,valdyti,ஆட்சிசெய்
1310,ertragen::V,kę̃sti,தாங்கு
1311,ertragen::V,pakelti,தாங்கு
1312,ertragen::V,iškę̃sti,தாங்கு
