,Concept_ID,fr,ca
80,Rauch::N,fumée,fum
81,Funke::N,étincelle,guspira
82,Funke::N,étincelle,centella
83,Feuer::N,feu,foc
84,Licht::N,lumière,llum
85,Schatten::N,ombre,ombra
86,Wetter::N,temps,temps
87,Nebel::N,brume,boira
88,Nebel::N,brouillard,boira
89,Wolke::N,nuage,núvol
90,Regen::N,pluie,pluja
91,Schnee::N,neige,neu
92,Eis::N,glace,gel
93,Eis::N,glace,glaç
94,Frost::N,gel,glaçada
95,Frost::N,gelée,glaçada
96,Kälte::N,froid,fred
97,Hitze::N,chaleur,calor
98,Raureif::N,givre,gebre
99,Regenbogen::N,arc-en-ciel,arc iris
100,Donner::N,tonnerre,tro
101,Strömung::N,courant,corrent
102,Tropfen::N,goutte,gota
103,Schaum::N,écume,escuma
104,Schaum::N,mousse,escuma
105,Schmutz::N,boue,brutícia
106,Schmutz::N,saleté,brutícia
107,See::N,lac,llac
108,Sumpf::N,marais,pantà
109,Sumpf::N,marécage,pantà
110,Moor::N,tourbière,pantà
111,Wiese::N,pré,prat
112,Wiese::N,pré,prada
113,Wald::N,bois,bosc
114,Wald::N,forêt,bosc
115,Hügel::N,coteau,puig
116,Hügel::N,coteau,pujol
117,Hügel::N,colline,puig
118,Hügel::N,colline,pujol
119,Anhöhe::N,éminence,turó
120,Anhöhe::N,élévation,turó
121,Berg::N,mont,muntanya
122,Berg::N,montagne,muntanya
123,Gipfel::N,cime,cim
124,Gipfel::N,sommet,cim
125,Höhle::N,caverne,cova
126,Abhang::N,pente,coster
127,Abhang::N,versant,coster
128,Quelle::N,source,font
129,Quelle::N,fontaine,font
130,Bach::N,ruisseau,riera
131,Fluss::N,fleuve,riu
132,Fluss::N,rivière,riu
133,Ufer::N,bord,riba
134,Ufer::N,rivage,riba
135,Küste::N,côte,costa
136,Festland::N,terre ferme,terra ferma
137,Meer::N,mer,mar
138,Bucht::N,baie,cala
139,Bucht::N,baie,badia
140,Insel::N,île,illa
141,Blume::N,fleur,flor
142,Gras::N,herbe,herba
143,Wurzel::N,racine,rel
144,Wurzel::N,racine,arrel
145,Baum::N,arbre,arbre
146,Stamm::N,tronc,tronc
147,Rinde::N,écorce,escorça
148,Ast::N,branche,branca
149,Zweig::N,rameau,ram
150,Blatt::N,feuille,fulla
151,Birke::N,bouleau,bedoll
152,Kiefer[Baum]::N,pin,pi
153,Weide[Baum]::N,saule,salze
154,Tanne::N,sapin,avet
155,Horn::N,corne,corn
156,Horn::N,corne,banya
157,Feder::N,plume,ploma
158,Fell::N,peau,pell
159,Flügel::N,aile,ala
160,Klaue::N,serre,urpa
161,Kralle::N,ongle,grapa
162,Kralle::N,griffe,grapa
163,Schwanz::N,queue,cua
164,Ei::N,œuf,ou
165,Nest::N,nid,niu
166,Bau::N,terrier,cau
167,Tier::N,animal,animāl
168,Herde::N,troupeau,ramat
169,Kuh::N,vache,vaca
170,Bulle::N,taureau,toro
171,Pferd::N,cheval,cavāll
172,Schaf::N,mouton,be
173,Schaf::N,mouton,ovella
174,Schwein::N,porc,bacó
175,Schwein::N,cochon,bacó
176,Hund::N,chien,ca
177,Hund::N,chien,gos
178,Katze::N,chat,gat
179,Bär::N,ours,ós
180,Eichhörnchen::N,écureuil,esquirol
181,Elch::N,élan,ant
182,Fuchs::N,renard,guilla
183,Hase::N,lièvre,llebre
184,Maus::N,souris,ratolí
185,Wolf::N,loup,llop
186,Vogel::N,oiseau,au
187,Vogel::N,oiseau,ocēll
188,Schwarm::N,nuée,bandada
189,Schwarm::N,volée,bandada
190,Huhn::N,poule,gallina
191,Hahn::N,coq,gall
192,Gans::N,oie,oca
193,Adler::N,aigle,àguila
194,Ente::N,canard,ànec
195,Eule::N,hibou,òliba
196,Eule::N,hibou,mussol
197,Kranich::N,grue,grua
198,Krähe::N,corneille,cornella
199,Kuckuck::N,coucou,cucut
200,Schwan::N,cygne,cigne
201,Fisch::N,poisson,peix
202,Barsch::N,perche,perca
203,Hecht::N,brochet,lluç
204,Schlange[Tier]::N,serpent,serp
205,Wurm::N,ver,cuc
206,Spinne::N,araignée,aranya
207,Ameise::N,fourmi,formiga
208,Laus::N,pou,poll
209,Mücke::N,moucheron,mosquit
210,Fliege::N,mouche,mosca
211,Schmetterling::N,papillon,papallona
212,Beere::N,baie,baia
213,Apfel::N,pomme,poma
214,Pilz::N,champignon,bolet
215,Zwiebel::N,oignon,ceba
216,Saat::N,semence,sembra
217,Korn::N,grain,gra
218,Heu::N,foin,fenc
219,Schale::N,pelure,closca
220,Grube::N,fosse,sot
221,Grube::N,fosse,clot
222,Falle::N,piège,trampa
223,Schlinge::N,lacs,baga
224,Spur::N,trace,traça
225,Asche::N,cendre,cendra
226,Dreck::N,crotte,llot
227,Eisen::N,fer,ferro
228,Gold::N,or,or
229,Silber::N,argent,plata
230,Kohle::N,charbon,carbó
231,Glas::N,verre,vidre
232,Lehm::N,glaise,fang
233,Lehm::N,glaise,argila
234,Sand::N,sable,arena
235,Mensch::N,homme,humà
236,Mensch::N,homme,persona
237,Mann::N,homme,home
238,Frau::N,femme,dona
239,Kind::N,enfant,nen
240,Junge::N,garçon,noi
241,Mädchen::N,fille,noia
242,Mädchen::N,jeune fille,noia
243,Familie::N,famille,família
244,Großvater::N,grand-père,avi
245,Großmutter::N,grand-mère,àvia
246,Eltern::N,parents,pares
247,Vater::N,père,pare
248,Mutter::N,mère,mare
249,Sohn::N,fils,fill
250,Tochter::N,fille,filla
251,Bruder::N,frère,germà
252,Schwester::N,sœur,germana
253,Onkel::N,oncle,oncle
254,Tante::N,tante,tia
255,Ehemann::N,mari,espòs
256,Ehemann::N,époux,espòs
257,Ehefrau::N,femme,muller
258,Ehefrau::N,épouse,muller
259,Freude::N,joie,goig
260,Freude::N,joie,alegria
261,Freude::N,plaisir,goig
262,Freude::N,plaisir,alegria
263,Gelächter::N,rires,riallada
264,Glück::N,bonheur,felicitat
265,Kummer::N,peine,pena
266,Kummer::N,chagrin,pena
267,Wunsch::N,désir,desig
268,Lust::N,envie,ganes
269,Geist::N,esprit,ment
270,Geist::N,esprit,esperit
271,Gedanke::N,idée,pensament
272,Gedanke::N,pensée,pensament
273,Gedächtnis::N,mémoire,memòria
274,Verstand::N,raison,raó
275,Verstand::N,raison,seny
276,Sinn::N,sens,solta
277,Sinn::N,sens,sentit
278,Grund::N,cause,raó
279,Grund::N,cause,causa
280,Grund::N,raison,raó
281,Grund::N,raison,causa
282,Wahrheit::N,vérité,veritāt
283,Gespräch::N,conversation,conversa
284,Märchen::N,conte,conte
285,Märchen::N,conte de fées,conte
286,Erzählung::N,conte,narració
287,Erzählung::N,narration,narració
288,Nachricht::N,message,missatge
289,Neuigkeit::N,nouvelle,novetat
290,Name::N,nom,nom
291,Rätsel::N,énigme,endevinalla
292,Rätsel::N,devinette,endevinalla
293,Rede::N,parole,discurs
294,Rede::N,discours,discurs
295,Sprache::N,langue,llēngua
296,Sprache::N,langage,llēngua
297,Stimme::N,voix,veu
298,Wort::N,mot,mot
299,Wort::N,mot,paraula
300,Zeichen::N,signe,signe
301,Zeichen::N,signe,senyal
302,Ruf::N,cri,crida
303,Ruf::N,appel,crida
304,Lärm::N,bruit,sorōll
305,Laut::N,son,so
306,Ton::N,ton,to
307,Lied::N,chant,cançó
308,Lied::N,chanson,cançó
309,Ruhe::N,calme,calma
310,Ruhe::N,calme,silenci
311,Ruhe::N,tranquillité,calma
312,Ruhe::N,tranquillité,silenci
313,Leute::N,gens,gent
314,Volk::N,peuple,poble
315,Arbeit::N,travail,labor
316,Arbeit::N,travail,treball
317,Gast::N,hôte,hoste
318,Gast::N,invité,hoste
319,Geschenk::N,cadeau,regal
320,Geschenk::N,cadeau,obsequi
321,Geschenk::N,présent,regal
322,Geschenk::N,présent,obsequi
323,Spiel::N,jeu,joc
324,Gesellschaft::N,compagnie,companyia
325,Hilfe::N,aide,ajut
326,Hilfe::N,secours,ajut
327,Freund::N,ami,amīc
328,Kamerad::N,copain,company
329,Kamerad::N,copain,camarada
330,Kamerad::N,camarade,company
331,Kamerad::N,camarade,camarada
332,Angelegenheit::N,affaire,afer
333,Angelegenheit::N,affaire,assumpte
334,Anzahl::N,nombre,nombre
335,Anzahl::N,nombre,quantitat
336,Art::N,sorte,tipus
337,Art::N,sorte,classe
338,Art::N,espèce,tipus
339,Art::N,espèce,classe
340,Stück::N,morceau,peça
341,Teil::N,part,part
342,Teil::N,partie,part
343,Hälfte::N,moitié,meitat
344,Kreis::N,cercle,cercle
345,Kreuz::N,croix,creu
346,Linie::N,ligne,línia
347,Strich::N,trait,traç
348,Strich::N,trait,ratlla
349,Abstand::N,écart,distància
350,Entfernung::N,distance,distància
351,Gegend::N,région,regió
352,Gegend::N,région,contrada
353,Gegend::N,contrée,regió
354,Gegend::N,contrée,contrada
355,Platz::N,place,cabuda
356,Ort::N,lieu,lloc
357,Ort::N,endroit,lloc
358,Seite::N,côté,banda
359,Seite::N,côté,costāt
360,Mitte::N,milieu,mig
361,Mitte::N,milieu,centre
362,Gegenstand::N,objet,objecte
363,Sache::N,chose,cosa
364,Rand::N,bord,vora
365,Rand::N,bord,marge
366,Kante::N,arête,caire
367,Kante::N,arête,cantell
368,Ecke::N,coin,cantonada
369,Ecke::N,tournant,cantonada
370,Spitze::N,cime,punta
371,Spitze::N,pointe,punta
372,Ende::N,bout,cap
373,Loch::N,trou,forāt
374,Winkel::N,coin,racó
375,Winkel::N,réduit,racó
376,Muster::N,dessin,dibuix
377,Muster::N,dessin,disseny
378,Größe::N,grandeur,grandària
379,Länge::N,longueur,longitud
380,Höhe::N,hauteur,altura
381,Höhe::N,hauteur,altitud
382,Höhe::N,altitude,altura
383,Höhe::N,altitude,altitud
384,Gewicht::N,poids,pes
385,Menge::N,quantité,quantitat
386,Haufen::N,tas,pila
387,Reihe::N,file,fila
388,Reihe::N,rangée,fila
389,Boot::N,canot,bot
390,Boot::N,canot,barca
391,Boot::N,bateau,bot
392,Boot::N,bateau,barca
393,Ruder::N,rame,rem
394,Ruder::N,aviron,rem
395,Schlitten::N,traîneau,trineu
396,Ski::N,ski,esquí
397,Lagerfeuer::N,feu de camp,foc de campament
398,Last::N,charge,càrrega
399,Last::N,fardeau,càrrega
400,Gang::N,tour,marxa
401,Gang::N,marche,marxa
402,Schritt::N,pas,pas
403,Norden::N,nord,nord
404,Süden::N,sud,sud
405,Westen::N,ouest,oest
406,Westen::N,ouest,occident
407,Westen::N,occident,oest
408,Westen::N,occident,occident
409,Osten::N,est,est
410,Osten::N,est,orient
411,Osten::N,orient,est
412,Osten::N,orient,orient
413,Holz::N,bois,fusta
414,Brett::N,planche,taula
415,Platte::N,plaque,placa
416,Stütze::N,appui,suport
417,Stütze::N,soutien,suport
418,Stange::N,barre,vara
419,Stange::N,perche,vara
420,Stock::N,canne,pal
421,Stab::N,bâton,bastó
422,Rohr::N,tube,tub
423,Rohr::N,tuyau,tub
424,Haus::N,maison,casa
425,Heim::N,maison,llar
426,Ofen::N,poêle,estufa
427,Fußboden::N,plancher,terra
428,Tisch::N,table,taula
429,Stuhl::N,chaise,cadira
430,Wiege::N,berceau,bressol
431,Bett::N,lit,llit
432,Regal::N,étagère,prestatgeria
433,Kiste::N,caisse,caixa
434,Fenster::N,fenêtre,finestra
435,Tür::N,porte,porta
436,Tor::N,porte,portal
437,Tor::N,portail,portal
438,Zaun::N,clôture,tanca
439,Dach::N,toit,teulada
440,Leiter::N,échelle,escala
441,Leiter::N,échelle,escala de mà
442,Besen::N,balai,escombra
443,Spaten::N,bêche,pala
444,Schaufel::N,pelle,pala
445,Gabel::N,fourchette,forquilla
446,Löffel::N,cuiller,cullera
447,Messer::N,couteau,coltell
448,Nagel::N,clou,clau
449,Netz::N,filet,filat
450,Haken::N,croc,ganxo
451,Haken::N,crochet,ganxo
452,Griff::N,prise,puny
453,Griff::N,prise,mànec
454,Griff::N,manche,puny
455,Griff::N,manche,mànec
456,Schloss::N,serrure,pany
457,Bild::N,image,imatge
458,Bild::N,tableau,imatge
459,Figur::N,figure,figura
460,Puppe::N,poupée,nina
461,Beutel::N,sac,bossa
462,Beutel::N,petit sac,bossa
463,Bündel::N,paquet,feix
464,Bündel::N,paquet,paquet
465,Bündel::N,faisceau,feix
466,Bündel::N,faisceau,paquet
467,Tasche::N,sac,bossa
468,Eimer::N,seau,galleda
469,Deckel::N,couvercle,tapa
470,Deckel::N,couvercle,tapadora
471,Geschirr::N,vaisselle,vaixella
472,Sack::N,sac,sac
473,Sack::N,sac,saca
474,Tasse::N,tasse,tassa
475,Topf::N,pot,pot
476,Topf::N,pot,olla
477,Topf::N,marmite,pot
478,Topf::N,marmite,olla
479,Kessel::N,chaudron,caldera
480,Essen::N,repas,àpat
481,Essen::N,repas,menjada
482,Essen::N,manger,àpat
483,Essen::N,manger,menjada
484,Nahrung::N,nourriture,aliment
485,Speise::N,plat,plat
486,Fleisch::N,viande,carn
487,Getreide::N,blé,cereals
488,Getreide::N,céréales,cereals
489,Brei::N,purée,puré
490,Brei::N,bouillie,puré
491,Brot::N,pain,pa
492,Scheibe::N,tranche,tall
493,Scheibe::N,tranche,llesca
494,Fett::N,graisse,greix
495,Butter::N,beurre,mantega
496,Öl::N,huile,oli
497,Salz::N,sel,sal
498,Suppe::N,soupe,sopa
499,Suppe::N,potage,sopa
500,Honig::N,miel,mel
501,Milch::N,lait,llet
502,Tee::N,thé,te
503,Leder::N,cuir,cuir
504,Wolle::N,laine,llana
505,Stoff::N,tissu,tela
506,Stoff::N,étoffe,tela
507,Nadel::N,aiguille,agulla
508,Faden::N,fil,fil
509,Knopf::N,bouton,botó
510,Knoten::N,nœud,nus
511,Farbe::N,peinture,pintura
512,Kleidung::N,vêtements,roba
513,Kleidung::N,vêtements,vestits
514,Kleidung::N,habillement,roba
515,Kleidung::N,habillement,vestits
516,Hemd::N,chemise,camisa
517,Kragen::N,col,coll
518,Ärmel::N,manche,màniga
519,Hose::N,pantalon,pantalōns
520,Gürtel::N,ceinture,cinturó
521,Mütze::N,bonnet,gorra
522,Mütze::N,casquette,gorra
523,Schuh::N,soulier,sabata
524,Schuh::N,chaussure,sabata
525,Stiefel::N,botte,bota
526,Ring::N,bague,anell
527,Band::N,ruban,veta
528,Band::N,ruban,cinta
529,Kamm::N,peigne,pinta
530,Spiegel::N,glace,mirāll
531,Spiegel::N,miroir,mirāll
532,Riemen::N,lanière,corretja
533,Riemen::N,courroie,corretja
534,Schnur::N,corde,corda
535,Schnur::N,ficelle,corda
536,Leine::N,laisse,corretja
537,Decke::N,couverture,manta
538,Decke::N,couverture,flassada
539,Kissen::N,oreiller,coixí
540,Tuch::N,drap,mocador
541,Tuch::N,fichu,mocador
542,Handtuch::N,serviette,tovallola
543,Handtuch::N,essuie-mains,tovallola
544,Kraft::N,force,força
545,Stärke::N,vigueur,vigor
546,Gesundheit::N,santé,salut
547,Krankheit::N,maladie,malaltia
548,Schmerz::N,douleur,dolor
549,Wunde::N,plaie,ferida
550,Wunde::N,blessure,ferida
551,Fieber::N,fièvre,febre
552,Arznei::N,remède,medicament
553,Arznei::N,médecine,medicament
554,Brücke::N,pont,pont
555,Brunnen::N,puits,pou
556,Weide::N,pâturage,pastura
557,Pfad::N,sentier,senda
558,Pfad::N,sentier,sender
559,Weg::N,voie,camí
560,Weg::N,chemin,camí
561,Straße::N,route,carretera
562,Dorf::N,village,poble
563,Stadt::N,cité,ciutāt
564,Stadt::N,ville,ciutāt
565,Brief::N,lettre,carta
566,Buch::N,livre,llibre
567,Buchstabe::N,lettre,lletra
568,Buchstabe::N,caractère,lletra
569,Zeitung::N,journal,diāri
570,Leben::N,vie,vida
571,Tod::N,mort,mort
572,Grab::N,tombe,tomba
573,Kirche::N,église,església
574,Sünde::N,péché,pecat
575,Gott::N,dieu,déu
576,Arbeiter::N,ouvrier,obrer
577,Arbeiter::N,travailleur,obrer
578,Chef::N,chef,cap
579,Chef::N,patron,cap
580,Meister::N,maître,mestre
581,Arzt::N,médecin,metge
582,Lehrer::N,professeur,mestre
583,Lehrer::N,instituteur,mestre
584,Geld::N,argent,dinērs
585,Geschäft::N,affaire,negoci
586,Geschäft::N,commerce,negoci
587,Laden::N,magasin,tenda
588,Laden::N,magasin,botiga
589,Laden::N,boutique,tenda
590,Laden::N,boutique,botiga
591,Preis::N,prix,preu
592,Ware::N,marchandise,mercaderia
593,Nutzen::N,profit,profit
594,Reichtum::N,richesse,riquesa
595,Welt::N,monde,món
596,Land::N,pays,país
597,Staat::N,État,estat
598,König::N,roi,rei
599,Macht::N,pouvoir,poder
600,Macht::N,pouvoir,potència
601,Macht::N,puissance,poder
602,Macht::N,puissance,potència
603,Grenze::N,frontière,frontera
604,Krieg::N,guerre,guerra
605,Feind::N,ennemi,enemic
606,Gewalt::N,violence,violència
607,Kampf::N,lutte,lluita
608,Kampf::N,combat,lluita
609,Bogen[Waffe]::N,arc,arc
610,Pfeil::N,flèche,fletxa
611,Gewehr::N,fusil,fusell
612,Gewehr::N,fusil,escopeta
613,Fehler::N,faute,falta
614,Fehler::N,erreur,falta
615,Lüge::N,mensonge,mentida
616,Schaden::N,dégât,dany
617,Schaden::N,dommage,dany
618,Unglück::N,malheur,desgràcia
619,Schuld::N,faute,culpa
620,Schuld::N,culpabilité,culpa
621,Alter::N,âge,edat
622,Schluss::N,fin,fi
623,Schluss::N,fin,final
624,Zeit::N,temps,temps
625,Tag::N,jour,dia
626,Tag::N,journée,dia
627,Morgen::N,matin,matí
628,Morgen::N,matinée,matí
629,Mittag::N,midi,migdia
630,Abend::N,soir,vespre
631,Abend::N,soirée,vespre
632,Nacht::N,nuit,nit
633,Woche::N,semaine,setmana
634,Monat::N,mois,mes
635,Jahr::N,an,any
636,Jahr::N,année,any
637,Frühling::N,printemps,primavera
638,Sommer::N,été,estīu
639,Herbst::N,automne,tardor
640,Winter::N,hiver,hivērn
641,Januar::N,janvier,gener
642,Februar::N,février,febrer
643,März::N,mars,març
644,April::N,avril,abril
645,Mai::N,mai,maig
646,Juni::N,juin,juny
647,Juli::N,juillet,juliol
648,August::N,août,agost
649,September::N,septembre,setembre
650,Oktober::N,octobre,octubre
651,November::N,novembre,novembre
652,Dezember::N,décembre,desembre
653,Montag::N,lundi,dilluns
654,Dienstag::N,mardi,dimarts
655,Mittwoch::N,mercredi,dimecres
656,Donnerstag::N,jeudi,dijous
657,Freitag::N,vendredi,divendres
658,Samstag::N,samedi,dissabte
659,Sonntag::N,dimanche,diumenge
660,groß::A,grand,gros
661,klein::A,petit,petīt
662,lang::A,long,llarg
663,kurz::A,court,curt
664,breit::A,large,ample
665,schmal::A,étroit,estret
666,dicht::A,dense,dens
667,dick[Gegenstand]::A,épais,gruixūt
668,dünn::A,mince,prim
669,fein::A,fin,fi
670,fein::A,menu,fi
671,fest::A,ferme,ferm
672,fest::A,ferme,sòlid
673,fest::A,solide,ferm
674,fest::A,solide,sòlid
675,flach::A,plat,pla
676,glatt::A,poli,llis
677,glatt::A,lisse,llis
678,hart::A,dur,dur
679,weich::A,mou,tou
680,rund::A,rond,rodó
681,spitz::A,aigu,punxegut
682,spitz::A,pointu,punxegut
683,scharf::A,tranchant,agut
684,stumpf::A,mousse,rom
685,stumpf::A,mousse,esmussat
686,stumpf::A,émoussé,rom
687,stumpf::A,émoussé,esmussat
688,schwer::A,lourd,pesāt
689,schwer::A,pesant,pesāt
690,schön::A,beau,bonīc
691,heiß::A,chaud,calēnt
692,heiß::A,très chaud,calēnt
693,warm::A,chaud,càlid
694,kalt::A,froid,fred
695,kühl::A,frais,fresc
696,frisch::A,frais,fresc
697,feucht::A,humide,humit
698,nass::A,mouillé,mullat
699,trocken::A,sec,sec
700,voll::A,plein,ple
701,voll::A,rempli,ple
702,leer::A,vide,buit
703,offen::A,ouvert,obert
704,geschlossen::A,clos,tancat
705,geschlossen::A,fermé,tancat
706,sauber::A,net,net
707,sauber::A,propre,net
708,schmutzig::A,sale,brut
709,schmutzig::A,crasseux,brut
710,roh::A,cru,cru
711,roh::A,brut,cru
712,reif::A,mûr,madur
713,lecker::A,délicieux,deliciós
714,lecker::A,appétissant,deliciós
715,süß::A,doux,dolç
716,bitter::A,amer,amarg
717,sauer::A,aigre,agre
718,hell::A,clair,clar
719,dunkel::A,sombre,fosc
720,schwarz::A,noir,negre
721,weiß::A,blanc,blanc
722,rot::A,rouge,vermēll
723,gelb::A,jaune,groc
724,blau::A,bleu,blau
725,grün::A,vert,verd
726,grau::A,gris,gris
727,bunt::A,multicolore,multicolor
728,billig::A,bon marché,barat
729,teuer::A,cher,car
730,wertvoll::A,précieux,preciós
731,blind::A,aveugle,cec
732,taub::A,sourd,sord
733,kräftig::A,fort,fort
734,kräftig::A,fort,vigorós
735,kräftig::A,vigoureux,fort
736,kräftig::A,vigoureux,vigorós
737,stark::A,fort,fort
738,stark::A,puissant,fort
739,schwach::A,faible,feble
740,fett::A,gras,gras
741,schlank::A,svelte,esvelt
742,hübsch::A,joli,maco
743,böse::A,mauvais,dolent
744,dumm::A,sot,ximple
745,dumm::A,sot,estúpid
746,dumm::A,bête,ximple
747,dumm::A,bête,estúpid
748,faul::A,fainéant,gandūl
749,faul::A,fainéant,mandrós
750,faul::A,paresseux,gandūl
751,faul::A,paresseux,mandrós
752,fleißig::A,appliqué,diligēnt
753,geizig::A,avare,avar
754,klug::A,intelligent,intel·ligent
755,geschickt::A,habile,hàbil
756,lieb::A,cher,amat
757,lieb::A,cher,estimat
758,lieb::A,gentil,amat
759,lieb::A,gentil,estimat
760,lustig::A,gai,alegre
761,lustig::A,joyeux,alegre
762,sanft::A,doux,suau
763,hungrig::A,affamé,afamat
764,krank::A,malade,malālt
765,nackt::A,nu,nu
766,traurig::A,triste,trist
767,lebendig::A,vivant,viu
768,gut::A,bon,bo
769,schlecht::A,mauvais,dolēnt
770,richtig::A,juste,just
771,richtig::A,juste,correcte
772,richtig::A,correct,just
773,richtig::A,correct,correcte
774,schlimm::A,grave,greu
775,schlimm::A,mauvais,greu
776,wahr::A,vrai,vertader
777,wahr::A,vrai,veritable
778,wahr::A,véritable,vertader
779,wahr::A,véritable,veritable
780,alt::A,vieux,vell
781,neu::A,neuf,nou
782,neu::A,nouveau,nou
783,ehemalig::A,ancien,antic
784,alt[Lebewesen]::A,âgé,vell
785,alt[Lebewesen]::A,vieux,vell
786,jung::A,jeune,jove
787,arm::A,pauvre,pobre
788,reich::A,riche,ric
789,bekannt::A,connu,conegut
790,berühmt::A,fameux,famós
791,berühmt::A,célèbre,famós
792,fremd::A,étranger,estrany
793,verschieden::A,différent,diferent
794,nah::A,lié,pròxim
795,nah::A,proche,pròxim
796,fern::A,éloigné,llunyà
797,fern::A,éloigné,distant
798,fern::A,lointain,llunyà
799,fern::A,lointain,distant
800,linker::A,gauche,esquerre
801,rechter::A,droit,dret
802,anderer::A,autre,altre
803,erster::A,premier,primer
804,zweiter::A,second,segon
805,zweiter::A,deuxième,segon
806,dritter::A,troisième,tercer
807,letzter::A,dernier,últim
808,allein::ADV,seul,sol
809,auf einmal::ADV,à la fois,d'una vegada
810,zusammen::ADV,ensemble,junt
811,lange::ADV,longtemps,molt de temps
812,plötzlich::ADV,tout à coup,de cop
813,plötzlich::ADV,tout à coup,de sobte
814,sofort::ADV,immédiatement,de seguida
815,später::ADV,plus tard,més tard
816,jetzt::ADV,maintenant,ara
817,heute::ADV,aujourd'hui,avūi
818,morgen::ADV,demain,demà
819,bald::ADV,bientôt,aviāt
820,dann::ADV,puis,després
821,dann::ADV,ensuite,després
822,gestern::ADV,hier,ahir
823,einst::ADV,jadis,anteriorment
824,einst::ADV,autrefois,anteriorment
825,damals::ADV,alors,llavōrs
826,damals::ADV,alors,aleshores
827,damals::ADV,à l'époque,llavōrs
828,damals::ADV,à l'époque,aleshores
829,danach::ADV,après,després
830,danach::ADV,ensuite,després
831,vorher::ADV,auparavant,abāns
832,zuerst::ADV,d'abord,primer
833,zuerst::ADV,premièrement,primer
834,einmal::ADV,une fois,una vegada
835,manchmal::ADV,parfois,de vegades
836,manchmal::ADV,quelquefois,de vegades
837,oft::ADV,souvent,sovint
838,immer::ADV,toujours,sempre
839,niemals::ADV,ne ... jamais,no ... mai
840,hier::ADV,ici,aquí
841,hierhin::ADV,par ici,per aquí
842,von hier::ADV,d'ici,des d'aquí
843,dort::ADV,là,allí
844,dort::ADV,là-bas,allí
845,dorthin::ADV,y,hi
846,dorthin::ADV,par là,hi
847,geradeaus::ADV,tout droit,tot dret
848,vorwärts::ADV,en avant,endavānt
849,rückwärts::ADV,en arrière,endarrera
850,zurück::ADV,de retour,darrere
851,unten::ADV,en bas,a baix
852,unten::ADV,au-dessous,a baix
853,hinab::ADV,en bas,cap avall
854,hinab::ADV,vers le bas,cap avall
855,oben::ADV,dessus,dalt
856,oben::ADV,en haut,dalt
857,hinauf::ADV,en haut,cap amunt
858,hinauf::ADV,vers le haut,cap amunt
859,überall::ADV,partout,pertot
860,überall::ADV,partout,per tot arreu
861,nicht::ADV,ne ... pas,no
862,ein wenig::ADV,un peu,una mica
863,kaum::ADV,à peine,a penes
864,sehr::ADV,très,molt
865,so::ADV,si,així
866,so::ADV,ainsi,així
