,Concept_ID,tr,os
693,Sonntag::N,pazar,хуыцаубон
694,groß::A,büyük,дынджыр
695,klein::A,ufak,гыццыл
696,klein::A,küçük,гыццыл
697,lang::A,uzun,даргъ
698,kurz::A,kısa,цыбыр
699,breit::A,enli,фӕтӕн
700,breit::A,geniş,фӕтӕн
701,schmal::A,dar,нарӕг
702,schmal::A,dar,уынгӕг
703,dicht::A,sık,бæзджын
704,dicht::A,sık,тар
705,dicht::A,yoğun,бæзджын
706,dicht::A,yoğun,тар
707,dick[Gegenstand]::A,kalın,сӕвджын
708,dick[Gegenstand]::A,iri,сӕвджын
709,dünn::A,ince,тæнæг
710,fein::A,ince,лыстӕг
711,fein::A,narin,лыстӕг
712,fest::A,sabit,фидар
713,fest::A,sabit,хъӕддых
714,fest::A,sağlam,фидар
715,fest::A,sağlam,хъӕддых
716,flach::A,düz,тъӕпӕн
717,flach::A,yassı,тъӕпӕн
718,glatt::A,düz,лӕгъз
719,hart::A,katı,хъӕбӕр
720,weich::A,yumuşak,фӕлмӕн
721,rund::A,yuvarlak,тымбыл
722,spitz::A,sivri,цыргъбырынкъ
723,spitz::A,sivri,цыргъфындз
724,scharf::A,keskin,цыргъ
725,stumpf::A,kör,къуымых
726,schwer::A,ağır,уӕззау
727,schön::A,güzel,аив
728,schön::A,güzel,рӕсугъд
729,heiß::A,kızgın,тӕвд
730,warm::A,sıcak,хъарм
731,kalt::A,soğuk,уазал
732,kühl::A,serin,сатæг
733,kühl::A,serin,уазалгомау
734,frisch::A,taze,сатæг
735,feucht::A,nemli,уымӕл
736,feucht::A,rutubetli,уымӕл
737,nass::A,yaş,хуылыдз
738,nass::A,ıslak,хуылыдз
739,trocken::A,kuru,хус
740,voll::A,dolu,дзаг
741,voll::A,dolu,йедзаг 
742,voll::A,dolmuş,дзаг
743,voll::A,dolmuş,йедзаг 
744,leer::A,boş,афтид
745,offen::A,açık,гом
746,geschlossen::A,kapalı,æхгæд
747,sauber::A,pak,сыгъдæг
748,sauber::A,temiz,сыгъдæг
749,schmutzig::A,pis,чъиллон
750,schmutzig::A,kirli,чъиллон
751,roh::A,çiğ,хом
752,reif::A,olgun,рӕгъӕд
