,Concept_ID,sl,ps
104,Sumpf::N,močvírje,جبه
105,Moor::N,bárje,جبه
106,Wiese::N,trávnik,چمن
107,Wiese::N,trávnik,شنېلی
108,Wald::N,lés,ځنګل
109,Wald::N,gòzd,ځنګل
110,Hügel::N,brég,تپه
111,Hügel::N,goríca,تپه
112,Anhöhe::N,gríč,غونډۍ
113,Anhöhe::N,višína,غونډۍ
114,Berg::N,gôra,غ‍‍‍‍‍ر
115,Berg::N,planína,غ‍‍‍‍‍ر
116,Gipfel::N,vŕh,څوکه
117,Höhle::N,jáma,کاز
118,Höhle::N,votlína,کاز
119,Abhang::N,pobóčje,لمن
120,Quelle::N,izvír,چینه
121,Bach::N,pôtok,واله
122,Fluss::N,réka,سیند
123,Ufer::N,brég,غاړه
124,Küste::N,obála,ساحل
125,Küste::N,obréžje,ساحل
126,Festland::N,celína,وچه
127,Festland::N,kopnína,وچه
128,Meer::N,mórje,بحر
129,Meer::N,mórje,سمندر
130,Bucht::N,zalív,کارۍ
131,Insel::N,ôtok,ټاپو
132,Insel::N,ôtok,جزيره
133,Blume::N,cvetlíca,ګل
134,Gras::N,tráva,واښه
135,Wurzel::N,korenína,ریښه
136,Baum::N,drevó,ونه
137,Stamm::N,dêblo,ډډ
138,Rinde::N,lúbje,پوستکی
139,Rinde::N,skórja,پوستکی
140,Ast::N,véja,ښاخ
141,Zweig::N,véja,څانګه
142,Blatt::N,líst,پاڼه
143,Birke::N,bréza,توس
144,Kiefer[Baum]::N,bòr,نښتر
145,Weide[Baum]::N,vŕba,وله
146,Tanne::N,hója,ناجو
147,Horn::N,róg,ښکر
148,Feder::N,peró,بڼکه
149,Fell::N,kŕzno,پوستکی
150,Flügel::N,krílo,وزر
151,Klaue::N,párkelj,پنجه
152,Klaue::N,párkelj,منګول
153,Kralle::N,krémpelj,پنجه
154,Kralle::N,krémpelj,منګول
155,Schwanz::N,rèp,لکۍ
156,Ei::N,jájce,وۍ
157,Ei::N,jájce,هګۍ
158,Nest::N,gnézdo,جاله
159,Bau::N,brlòg,کاز
160,Tier::N,živál,ژوی
161,Tier::N,živál,حیوان
162,Herde::N,čréda,رمه
163,Herde::N,čréda,غېله
164,Kuh::N,kráva,غوا
165,Bulle::N,bìk,غوئی
166,Pferd::N,kònj,آس
167,Schaf::N,ôvca,پسه
168,Schwein::N,svínja,سرکوزی
169,Hund::N,pès,سپی
170,Katze::N,máčka,پشه
171,Bär::N,mêdved,خرس
172,Eichhörnchen::N,véverica,خړ لمی
173,Elch::N,lós,ګوزن
174,Fuchs::N,lisíca,سپلم
175,Hase::N,zájec,سوی
176,Maus::N,mìš,مږک
177,Wolf::N,vólk,لېوه
178,Vogel::N,ptìč,مرغه
179,Vogel::N,ptíca,مرغه
180,Schwarm::N,játa,سېل
181,Huhn::N,kokóš,چرګه
182,Hahn::N,petêlin,چرګ
183,Gans::N,gós,بته
184,Adler::N,ôrel,عقاب
185,Ente::N,ráca,ایلۍ
186,Eule::N,sôva,ګونګی
187,Kranich::N,žerjàv,کلنګ
188,Krähe::N,vrána,کارغه
189,Kuckuck::N,kúkavica,فاخته
190,Schwan::N,labód,قو
191,Fisch::N,ríba,کب
192,Fisch::N,ríba,ماهی
193,Barsch::N,ostríž,
194,Hecht::N,ščúka,
195,Schlange[Tier]::N,káča,مار
196,Wurm::N,čr̀v,چینجی
197,Wurm::N,glísta,چینجی
198,Spinne::N,pájek,غڼه
199,Spinne::N,pájek,تارکښ
200,Ameise::N,mrávlja,مېږی
201,Laus::N,úš,سپږه
202,Mücke::N,komár,ماشی
203,Fliege::N,múha,مچ
204,Schmetterling::N,metúlj,پتنګ
205,Beere::N,jágoda,مېوۍ
206,Apfel::N,jábolko,مڼه
207,Pilz::N,góba,خرېړی
208,Zwiebel::N,čebúla,پیاز
209,Saat::N,séme,تخم
210,Korn::N,zŕno,تخم
211,Korn::N,zŕno,دانه
212,Heu::N,senó,بوس
213,Heu::N,senó,پروړه
214,Schale::N,lupína,پوستکی
215,Grube::N,jáma,کنده
216,Falle::N,pást,دام
217,Falle::N,pást,لومه
218,Schlinge::N,zánka,کړۍ
219,Schlinge::N,pêtlja,کړۍ
220,Spur::N,sléd,نښه
221,Asche::N,pepél,آس
222,Asche::N,pepél,ایره
223,Dreck::N,bláto,ناپاکي
224,Eisen::N,želézo,اوسپنه
225,Gold::N,zlató,سره زر
226,Silber::N,srebró,نقره
227,Silber::N,srebró,سپین زر
228,Kohle::N,ógel,سکور
229,Kohle::N,ógel,سکاره
230,Glas::N,stêklo,ښيښه
231,Lehm::N,ílo,خټه
232,Sand::N,pések,شګه
233,Mensch::N,člôvek,انسان
234,Mann::N,móž,سړی
235,Mann::N,móž,نارینه
236,Mann::N,môški,سړی
237,Mann::N,môški,نارینه
238,Frau::N,gospá,ښځه
239,Frau::N,žénska,ښځه
240,Kind::N,déte,بچی
241,Kind::N,déte,ماشوم
242,Kind::N,otròk,بچی
243,Kind::N,otròk,ماشوم
244,Junge::N,fànt,هلک
245,Junge::N,déček,هلک
246,Mädchen::N,deklè,نجلۍ
247,Mädchen::N,déklica,نجلۍ
248,Familie::N,družína,کورنۍ
249,Großvater::N,dèd,بابا
250,Großvater::N,dédek,بابا
251,Großmutter::N,bábica,انا
252,Eltern::N,stárši,مور او پلار
253,Vater::N,ôče,پلار
254,Mutter::N,máma,مور
255,Sohn::N,sín,زوی
256,Tochter::N,hčí,لور
257,Tochter::N,hčérka,لور
258,Bruder::N,bràt,ورور
259,Schwester::N,sêstra,خور
260,Onkel::N,újec,تره
261,Onkel::N,újec,ماما
262,Onkel::N,stríc,تره
263,Onkel::N,stríc,ماما
264,Tante::N,têta,خاله
265,Tante::N,strína,خاله
266,Ehemann::N,móž,مېړه
267,Ehemann::N,sopróg,مېړه
268,Ehefrau::N,žêna,مېرمن
269,Ehefrau::N,sopróga,مېرمن
270,Freude::N,rádost,خوشحالي
271,Freude::N,vesêlje,خوشحالي
272,Gelächter::N,sméh,خندا
273,Gelächter::N,grohòt,خندا
274,Glück::N,sréča,بخت
275,Kummer::N,gorjé,غم
276,Wunsch::N,žêlja,هيله
277,Wunsch::N,žêlja,غوښتنه
278,Lust::N,poželênje,شوق
279,Lust::N,poželênje,مینه
280,Geist::N,dúša,روح
281,Gedanke::N,mísel,فکر
282,Gedächtnis::N,pámet,یاد
283,Gedächtnis::N,pámet,حافظه
284,Sinn::N,pomèn,معنی
285,Sinn::N,smísel,معنی
286,Grund::N,vzròk,علت
287,Grund::N,vzròk,اساس
288,Wahrheit::N,resníca,حقیقت
289,Gespräch::N,pogóvor,مرکه
290,Gespräch::N,pogóvor,خبرې اترې
291,Märchen::N,právljica,افسانه
292,Erzählung::N,povést,قصه
293,Erzählung::N,povést,کیسه
294,Nachricht::N,sporočílo,خبر
295,Neuigkeit::N,novóst,نوی خبر
296,Name::N,imé,نوم
297,Rätsel::N,ugánka,کیسۍ
298,Rätsel::N,ugánka,چیستان
299,Rede::N,góvor,وینا
300,Sprache::N,jêzik,ژبه
301,Stimme::N,glás,غږ
302,Stimme::N,glás,اواز
303,Wort::N,beséda,لغت
304,Wort::N,beséda,کلمه
305,Zeichen::N,znák,نښه
306,Zeichen::N,znák,اشاره
307,Ruf::N,klíc,ږغ
308,Ruf::N,klíc,بلنه
309,Lärm::N,hrúp,غالمغال
310,Lärm::N,trúšč,غالمغال
311,Laut::N,glás,ږغ
312,Ton::N,tón,اواز
313,Lied::N,pésem,غزله
314,Lied::N,pésem,سندره
315,Ruhe::N,pokòj,ارامي
316,Leute::N,ljudjé,خلک
317,Volk::N,národ,ولس
318,Arbeit::N,délo,کار
319,Gast::N,gòst,مېلمه
320,Geschenk::N,darílo,تحفه
321,Geschenk::N,darílo,سوغات
322,Spiel::N,ígra,لوبه
323,Gesellschaft::N,drúžba,ډله
324,Hilfe::N,pomóč,کومک
325,Hilfe::N,pomóč,مرسته
326,Freund::N,prijátelj,ملګری
327,Kamerad::N,továriš,انډيوال
328,Angelegenheit::N,zadéva,موضوع
329,Anzahl::N,števílo,شمېر
330,Anzahl::N,števílo,تعداد
331,Art::N,vŕsta,ډول
332,Stück::N,kós,ټوټه
333,Teil::N,dél,برخه
334,Hälfte::N,polovíca,نیم
335,Kreis::N,króg,دایره
336,Kreis::N,kolobár,دایره
337,Kreuz::N,kríž,صلیب
338,Linie::N,próga,خط
339,Linie::N,próga,لیکه
340,Strich::N,čŕta,کرښه
341,Abstand::N,preslédek,فاصله
342,Entfernung::N,oddáljenost,واټن
343,Gegend::N,kràj,سیمه
344,Gegend::N,kràj,منطقه
345,Gegend::N,dežêla,سیمه
346,Gegend::N,dežêla,منطقه
347,Platz::N,prôstor,ځای
348,Ort::N,mésto,ځای
349,Seite::N,bòk,مخ
350,Seite::N,bòk,اړخ
351,Seite::N,strán,مخ
352,Seite::N,strán,اړخ
353,Mitte::N,sredína,وسط
354,Mitte::N,sredína,مینځ
355,Gegenstand::N,prédmet,شی
356,Sache::N,réč,شی
357,Sache::N,réč,څيز
358,Sache::N,stvár,شی
359,Sache::N,stvár,څيز
360,Rand::N,kràj,څنډه
361,Rand::N,kràj,کناره
362,Kante::N,rób,اړخ
363,Ecke::N,vogál,ګوټ
364,Spitze::N,óst,څوکه
365,Ende::N,kônec,څوکه
366,Loch::N,lúknja,سوری
367,Winkel::N,kót,کنج
368,Winkel::N,kót,کوتی
369,Muster::N,vzórec,نمونه
370,Größe::N,veličína,قد
371,Größe::N,veličína,لويوالی
372,Länge::N,dolžína,طول
373,Länge::N,dolžína,اوږد والی
374,Höhe::N,vršína,جګوالی
375,Gewicht::N,téža,وزن
376,Menge::N,količína,اندازه
377,Haufen::N,kùp,کوټه
378,Haufen::N,kopíca,کوټه
379,Reihe::N,níz,صف
380,Reihe::N,níz,کتار
381,Reihe::N,vŕsta,صف
382,Reihe::N,vŕsta,کتار
383,Boot::N,čóln,قايق
384,Ruder::N,vêslo,چپه
385,Schlitten::N,saní,ښویېدونی
386,Ski::N,smučí,سکي
387,Lagerfeuer::N,táborni ôgenj,اور
388,Last::N,tôvor,بار
389,Last::N,tôvor,پېټی
390,Gang::N,hòd,تګ
391,Schritt::N,korák,ګام
392,Norden::N,séver,شمال
393,Süden::N,júg,سوېل
394,Westen::N,zapàd,لوېدېځ
395,Osten::N,vzhòd,شرق
396,Osten::N,vzhòd,ختیځ
397,Holz::N,lés,لرګی
398,Brett::N,deskà,تخته
399,Platte::N,plôča,تخته
400,Stütze::N,opóra,تکیوان
401,Stütze::N,zaslómba,تکیوان
402,Stange::N,gréd,ډاګه
403,Stock::N,pálica,لرګی
404,Stab::N,pálica,چيخله
405,Rohr::N,cév,نل
406,Haus::N,híša,کور
407,Heim::N,dóm,کور
408,Ofen::N,péč,تودنۍ
409,Fußboden::N,pòd,غولی
410,Tisch::N,míza,مېز
411,Stuhl::N,stòl,چوکۍ
412,Wiege::N,zíbel,زانګو
413,Bett::N,póstelja,کټ
414,Bett::N,póstelja,چپرکټ
415,Regal::N,políca,تاخچۍ
416,Kiste::N,zabòj,صندوق
417,Fenster::N,ôkno,کړکۍ
418,Tür::N,vráta,دروازه
419,Tor::N,velíka vráta,دروازه
420,Zaun::N,ográja,کټاره
421,Dach::N,stréha,بام
422,Leiter::N,léstev,زينه
423,Besen::N,mêtla,جارو
424,Spaten::N,lopáta,یوم
425,Schaufel::N,lopáta,بېلچه
426,Gabel::N,vílice,پنجه
427,Löffel::N,žlíca,کاشوغه
428,Messer::N,nòž,چاقو
429,Nagel::N,žebèlj,ميخ
430,Netz::N,mréža,جال
431,Haken::N,kljúka,څنګک
432,Griff::N,ročáj,لاستی
433,Griff::N,oprijèm,لاستی
434,Schloss::N,ključávnica,کلپ
435,Bild::N,slíka,رسم
436,Figur::N,figúra,قدوقامت
437,Figur::N,postáva,قدوقامت
438,Puppe::N,lútka,ګوډۍ
439,Beutel::N,môšnja,کڅوړه
440,Bündel::N,cúla,دسته
441,Bündel::N,svéženj,دسته
442,Tasche::N,tórba,بکس
443,Tasche::N,tórba,توبره
444,Tasche::N,tobôlec,بکس
445,Tasche::N,tobôlec,توبره
446,Eimer::N,vêdro,سطل
447,Deckel::N,pokròv,سرپوښ
448,Deckel::N,poklópec,سرپوښ
449,Geschirr::N,posóda,لوښی
450,Sack::N,vréča,جوال
451,Tasse::N,skodélica,پیاله
452,Topf::N,lônec,دېګی
453,Kessel::N,kôtel,دېګ
454,Essen::N,hrána,خوراک
455,Nahrung::N,živílo,خوراک
456,Speise::N,jéd,خواړه
457,Fleisch::N,mesó,غوښه
458,Getreide::N,žíto,غله
459,Brei::N,káša,اوګره
460,Brot::N,krùh,ډوډۍ
461,Scheibe::N,réženj,مړۍ
462,Fett::N,mást,غوړي
463,Fett::N,maščôba,غوړي
464,Butter::N,máslo,کوچ
465,Öl::N,ólje,تېل
466,Salz::N,sól,مالګه
467,Suppe::N,júha,شوربا
468,Honig::N,méd,شات
469,Milch::N,mléko,شوده
470,Tee::N,čáj,چای
471,Leder::N,úsnje,څرمن
472,Wolle::N,vólna,پشم
473,Stoff::N,blagó,ټوټه
474,Nadel::N,ígla,ستن
475,Faden::N,nít,تار
476,Knopf::N,gúmb,تڼۍ
477,Knopf::N,gúmb,تکمه
478,Knoten::N,vôzel,غوټه
479,Farbe::N,bárva,رنګ
480,Kleidung::N,obléka,کالي
481,Hemd::N,srájca,کميس
482,Kragen::N,ovrátnik,غاړه
483,Ärmel::N,rokáv,لستوڼی
484,Hose::N,hláče,پطلون
485,Gürtel::N,pás,کمربند
486,Mütze::N,kápa,خولۍ
487,Mütze::N,čépica,خولۍ
488,Schuh::N,čévelj,بوټ
489,Stiefel::N,škórenj,موزه
490,Ring::N,pŕstan,ګوته
491,Band::N,trák,فيته
492,Kamm::N,glavník,ګمنځ
493,Spiegel::N,zrcálo,ایینه
494,Spiegel::N,zrcálo,هنداره
495,Spiegel::N,ogledálo,ایینه
496,Spiegel::N,ogledálo,هنداره
497,Riemen::N,jêrmen,تسمه
498,Schnur::N,vŕvca,مزی
499,Leine::N,konôpec,رسۍ
500,Decke::N,odéja,بړستن
501,Kissen::N,blazína,بالښت
502,Tuch::N,pŕt,ټیکری
503,Tuch::N,rúta,ټیکری
504,Handtuch::N,brisáča,دسمال
505,Kraft::N,síla,زور
506,Kraft::N,síla,توان
507,Stärke::N,jákost,قوت
508,Gesundheit::N,zdrávje,صحت
509,Gesundheit::N,zdrávje,روغتیا
510,Krankheit::N,bolézen,مرض
511,Krankheit::N,bolézen,ناروغي
512,Schmerz::N,ból,درد
513,Schmerz::N,bolečína,درد
514,Wunde::N,rána,ټپ
515,Wunde::N,rána,زخم
516,Fieber::N,vročína,تبه
517,Arznei::N,lék,دوا
518,Arznei::N,lék,دارو
519,Arznei::N,zdravílo,دوا
520,Arznei::N,zdravílo,دارو
521,Brücke::N,móst,پول
522,Brunnen::N,vodnják,څاه
523,Brunnen::N,vodnják,کوهی
524,Weide::N,páša,وله
525,Pfad::N,stezà,تړه
526,Weg::N,pót,لیار
527,Straße::N,césta,سړک
528,Dorf::N,vás,کلی
529,Stadt::N,mésto,ښار
530,Brief::N,písmo,لیک
531,Brief::N,písmo,مکتوب
532,Buch::N,knjíga,کتاب
533,Buchstabe::N,čŕka,حرف
534,Buchstabe::N,čŕka,توری
535,Zeitung::N,čásnik,اخبار
536,Leben::N,življênje,ژوند
537,Tod::N,smŕt,مرګ
538,Tod::N,smŕt,مړینه
539,Grab::N,gròb,قبر
540,Grab::N,gròb,ډورۍ
541,Kirche::N,cérkev,کلیسا
542,Sünde::N,gréh,ګناه
543,Gott::N,bóg,خدای
544,Arbeiter::N,délavec,کاریګر
545,Chef::N,šéf,آمر
546,Meister::N,mójster,استاد
547,Arzt::N,zdravník,طبیب
548,Arzt::N,zdravník,ډاکټر
549,Lehrer::N,učítelj,معلم
550,Lehrer::N,učítelj,ښوونکی
551,Geld::N,denár,پیسې
552,Geschäft::N,kupčíja,سوداګري
553,Laden::N,trgovína,دکان
554,Laden::N,trgovína,مغازه
555,Preis::N,céna,بیه
556,Ware::N,róba,مال
557,Nutzen::N,príd,ګټه
558,Reichtum::N,bogástvo,شتمني
559,Welt::N,svét,نړۍ
560,Welt::N,svét,دنیا
561,Land::N,dežêla,هېواد
562,Staat::N,držáva,دولت
563,König::N,králj,باچا
564,König::N,králj,پادشاه
565,Macht::N,oblást,قدرت
566,Grenze::N,mêja,حد
567,Grenze::N,mêja,سرحد
568,Krieg::N,vôjna,جګړه
569,Feind::N,sovrážnik,دښمن
570,Gewalt::N,nasílje,زور
571,Gewalt::N,nasílje,تشدد
572,Kampf::N,bòj,جنګ
573,Kampf::N,bòj,مبارزه
574,Kampf::N,bórba,جنګ
575,Kampf::N,bórba,مبارزه
576,Bogen[Waffe]::N,lók,لیندۍ
577,Pfeil::N,puščíca,غشی
578,Gewehr::N,púška,ټوپک
579,Fehler::N,zmóta,خطا
580,Fehler::N,zmóta,غلطي
581,Lüge::N,láž,دروغ
582,Schaden::N,okvára,زیان
583,Schaden::N,okvára,تاوان
584,Unglück::N,nesréča,بدبختي
585,Schuld::N,krívda,ګناه
586,Alter::N,dôba,منګ
587,Schluss::N,kônec,اخر
588,Zeit::N,čàs,وخت
589,Tag::N,dán,ورځ
590,Morgen::N,jútro,سبا
591,Morgen::N,jútro,سهار
592,Mittag::N,póldan,غرمه
593,Abend::N,večér,ماښام
594,Nacht::N,nóč,شپه
595,Woche::N,téden,اونۍ
596,Monat::N,mésec,مياشت
597,Jahr::N,léto,کال
598,Frühling::N,pomlád,پسرلی
599,Sommer::N,polétje,دوبی
600,Herbst::N,jesén,منی
601,Herbst::N,jesén,خزان
602,Winter::N,zíma,ژمی
603,Januar::N,jánuar,جنوري
604,Februar::N,fébruar,فبروري
605,März::N,márec,مارچ
606,April::N,apríl,اپریل
607,Mai::N,máj,مې
608,Juni::N,júnij,جون
609,Juli::N,júlij,جولای
610,August::N,avgúst,اګست
611,September::N,septêmber,سپټامبر
612,Oktober::N,október,اکتوبر
613,November::N,novêmber,نومبر
614,Dezember::N,decémber,دسمبر
615,Montag::N,ponedéljek,دوشنبه
616,Dienstag::N,tôrek,سه شنبه
617,Mittwoch::N,sréda,چارشنبه
618,Donnerstag::N,četŕtek,پنجشنبه
619,Freitag::N,pétek,جمعه
620,Samstag::N,sobóta,خالي
621,Sonntag::N,nedélja,یکشنبه
622,groß::A,vêlik,لوی
623,klein::A,májhen,وړوکی
624,lang::A,dólg,اوړد
625,kurz::A,krátek,لنډ
626,breit::A,širòk,پراخه
627,schmal::A,ózek,تنګ
628,dicht::A,góst,ګڼ
629,dick[Gegenstand]::A,dêbel,پنډ
630,dünn::A,tánek,نری
631,fein::A,drôben,نازک
632,fest::A,tŕden,کلک
633,fest::A,tŕden,ټینګ
634,flach::A,plán,هوار
635,flach::A,plòsk,هوار
636,glatt::A,gládek,ښوی
637,hart::A,tŕd,کلک
638,weich::A,mehák,نرم
639,weich::A,mehák,پوست
640,rund::A,okrógel,ګرد
641,spitz::A,šílast,تېره
642,scharf::A,óster,تېز
643,scharf::A,óster,تېره
644,stumpf::A,tóp,پڅ
645,stumpf::A,skŕhan,پڅ
646,schwer::A,têžek,دروند
647,schön::A,lép,ښکلی
648,schön::A,krásen,ښکلی
649,heiß::A,vròč,تود
650,warm::A,tôpel,تود
651,kalt::A,mŕzel,ېخ
652,kalt::A,mŕzel,سوړ
653,kalt::A,hláden,ېخ
654,kalt::A,hláden,سوړ
655,kühl::A,hláden,ېخ
656,kühl::A,hláden,سوړ
657,frisch::A,svéž,تازه
658,feucht::A,vlážen,مرطوب
659,nass::A,móker,لوند
660,trocken::A,súh,وچ
661,voll::A,póln,ډک
662,leer::A,prázen,خالی
663,offen::A,odpŕt,خلاص
664,offen::A,odpŕt,پرانیستی
665,geschlossen::A,zapŕt,تړلی
666,sauber::A,číst,پاک
667,sauber::A,líčen,پاک
668,schmutzig::A,umázan,چټل
669,roh::A,suròv,خام
670,reif::A,zrèl,پوخ
671,reif::A,zrèl,رسېدلی
672,lecker::A,okúsen,خوندور
673,lecker::A,okúsen,مزه دار
674,süß::A,sládek,خوږ
675,süß::A,sládek,شیرین
676,bitter::A,grenák,تریخ
677,sauer::A,kísel,ټاک
678,sauer::A,kísel,تريو
679,hell::A,svetèl,روڼ
680,hell::A,svetèl,روښان
681,dunkel::A,temèn,تیاره
682,schwarz::A,čŕn,تور
683,weiß::A,bél,سپين
684,rot::A,rdèč,سور
685,gelb::A,žólt,زېړ
686,gelb::A,rumèn,زېړ
687,blau::A,móder,شین
688,blau::A,móder,اسماني رنګه
689,grün::A,zelèn,زرغون
690,grau::A,sív,خړ
691,bunt::A,písan,رنګارنګ
692,billig::A,pocéni,ارزان
693,teuer::A,drág,ګران
694,wertvoll::A,dragocén,قیمتي
695,blind::A,slép,ړوند
696,taub::A,glúh,کوڼ
697,kräftig::A,močán,قوی
698,stark::A,ják,قوی
699,stark::A,ják,تکړه
700,schwach::A,šíbek,ضعیف
701,schwach::A,šíbek,کمزوری
702,fett::A,dêbel,چاغ
703,schlank::A,vítek,خوش اندام
704,hübsch::A,lép,ښکلی
705,hübsch::A,lép,ښایسته
706,böse::A,zèl,شریر
707,böse::A,zèl,قهرناک
708,böse::A,hudôben,شریر
709,böse::A,hudôben,قهرناک
710,dumm::A,glúp,احمق
711,dumm::A,bédast,احمق
712,faul::A,lén,لټ
713,faul::A,lén,تنبل
714,fleißig::A,marljív,زحمت کښ
715,geizig::A,škŕt,بخیل
716,klug::A,pámeten,عاقل
717,klug::A,pámeten,هوښیار
718,geschickt::A,spréten,ماهر
719,lieb::A,míl,عزیز
720,lieb::A,míl,محبوب
721,lieb::A,ljúb,عزیز
722,lieb::A,ljúb,محبوب
723,lustig::A,vesél,خوشحال
724,sanft::A,láhek,پوست
725,sanft::A,láhek,ملایم
726,hungrig::A,láčen,وږی
727,krank::A,bolán,مريض
728,krank::A,bolán,ناروغ
729,nackt::A,nág,لوڅ
730,traurig::A,túžen,غمجن
731,lebendig::A,žív,ژوندی
732,gut::A,dóber,ښه
733,schlecht::A,malopríden,بد
734,schlecht::A,malopríden,خراب
735,richtig::A,pravílen,سم
736,richtig::A,pravílen,صحیح
737,schlimm::A,húd,بد
738,schlimm::A,húd,مخوف
739,wahr::A,resníčen,واقعي
740,alt::A,stàr,زوړ
741,neu::A,nòv,نوی
742,ehemalig::A,nekdánji,پخوانی
743,alt[Lebewesen]::A,stàr,زوړ
744,jung::A,mlád,ځوان
745,arm::A,ubóg,غریب
746,arm::A,ubóg,بې وزله
747,arm::A,réven,غریب
748,arm::A,réven,بې وزله
749,reich::A,bogàt,شتمن
750,reich::A,bogàt,دولتمند
751,bekannt::A,znán,اشنا
752,berühmt::A,sláven,مشهور
753,berühmt::A,znamenít,مشهور
754,fremd::A,túj,پردی
755,fremd::A,túj,بېګانه
756,verschieden::A,razlíčen,مختلف
757,nah::A,blížnji,نژدې
758,fern::A,dáleč,لیری
759,linker::A,lévi,چپ
760,linker::A,lévi,کیڼ
761,rechter::A,désni,ښی
762,anderer::A,drúgi,بل
763,erster::A,pŕvi,لومړی
764,zweiter::A,drúgi,دوهم
765,dritter::A,trétji,درېم
766,letzter::A,poslédnji,آخرنی
767,letzter::A,poslédnji,وروستی
768,allein::ADV,sám,یوازې
769,auf einmal::ADV,obênem,په یوه وخت کی
770,zusammen::ADV,skúpaj,یو ځای
771,lange::ADV,dólgo,ډېر وخت
772,lange::ADV,dólgo,ډېره موده
773,plötzlich::ADV,náglo,ناببره
774,plötzlich::ADV,náglo,یوناڅاپه
775,plötzlich::ADV,nenádoma,ناببره
776,plötzlich::ADV,nenádoma,یوناڅاپه
777,sofort::ADV,prècej,فوراً
778,sofort::ADV,prècej,سمدلاسه
779,später::ADV,poznêje,وروسته
780,jetzt::ADV,zdàj,اوس
781,heute::ADV,dánes,نن
782,morgen::ADV,jútri,سبا
783,bald::ADV,kmálu,ژر
784,dann::ADV,nató,پس
785,dann::ADV,nató,وروسته
