,Concept_ID,os,ab
1295,einladen::V,ӕрбахонын,анаҧхьара
1296,vereinigen::V,баиу кӕнын,аилаҵара
1297,besuchen::V,абæрæг кæнын,абара
1298,besuchen::V,бабæрæг кæнын,абара
1299,besuchen::V,бауайын,абара
1300,treffen::V,фембæлын,аҧылара
1301,sich versammeln::V,æрæмбырд уын,аизара
1302,spielen::V,хъазын,ахəмарра
1303,singen::V,зарын,ашəаҳəара
1304,tanzen::V,кафын,акəашара
1305,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,аилыҵра
1306,verlassen::V,ныууадзын,акажьра
1307,retten::V,фервӕзын кӕнын,Аиқəрхара
1308,bewachen::V,хъахъхъӕнын,ахьчара
1309,schützen::V,хъахъхъӕнын,ацəыхьчара
1310,verteidigen::V,бахизын,ахьчара
1311,sich schlagen::V,хыл кæнын,аисра
1312,schießen::V,ӕхсын,ахысра
1313,siegen::V,басӕттын,аиааира
1314,siegen::V,фӕуӕлахиз уӕвын,аиааира
1315,ärgern::V,мӕсты кӕнын,аргəаара
1316,schlagen::V,ныццæвын,асра
1317,schlagen::V,ныццæвын,аҭасра
1318,stechen::V,фæрæхойын,алакшара
1319,stoßen::V,риуыгъын,агəҭасра
1320,stehlen::V,давын,аӡара
1321,stören::V,хъыгдарын,аҧырхагахара
1322,belästigen::V,хъыгдарын,аргəамҵра
1323,verbergen::V,бамбӕхсын,аӡара
1324,verbergen::V,басусӕг кӕнын,аӡара
1325,täuschen::V,фӕливын,ажьара
1326,täuschen::V,асайын,ажьара
1327,betrügen::V,асайын,ажьара
1328,töten::V,амарын,ашьра
1329,wohnen::V,цӕрын,анхара
1330,arbeiten::V,кусын,аусура
1331,sammeln::V,æртонын,аҟəшəара
1332,pflücken::V,тонын,аҿыршəара
1333,pflücken::V,тонын,аҿыхра
1334,jagen::V,цуан кæнын,ашəарыцара
1335,fischen::V,кæсаг ахсын æнгуырæй,аҧсыӡ икуеит
1336,fischen::V,æнгуыр дарын,аҧсыӡ икуеит
1337,fassen::V,ӕрцахсын,акра
1338,hüten::V,хизын,арҳəра
1339,hüten::V,хизын,ахьчара
1340,treiben::V,скъӕрын,акацара
1341,anbinden::V,бабæттын,адҳəалара
1342,anbinden::V,æрбæттын,адҳəалара
1343,füttern::V,холлаг дæттын,акырҿаҵара
1344,füttern::V,холлаг æвæрын,акырҿаҵара
1345,füttern::V,дарын,акырҿаҵара
1346,melken::V,дуцын,ахьара
1347,hacken::V,кæрдын,аҟəаҟəара
1348,hacken::V,лыгтæ кæнын,аҟəаҟəара
1349,gießen::V,бакалын,аҵаҭəара
1350,reifen::V,срæгъæд уын,ашəра
1351,reifen::V,срæгъæд уын,аҟалара
1352,reifen::V,сцæттæ уын,ашəра
1353,reifen::V,сцæттæ уын,аҟалара
1354,zubereiten::V,сцӕттӕ кӕнын,ацура
1355,kochen::V,фыцын,ажəра
1356,backen::V,фыцын,аӡра
1357,braten::V,цурын,аӡра
1358,umrühren::V,ахæццæ кæнын,аилрыхра
1359,umrühren::V,азмæнтын,аилрыхра
1360,umrühren::V,астауын,аилрыхра
1361,stricken::V,кæнын,аҧара
1362,stricken::V,бийын,аҧара
1363,nähen::V,хуыйын,аӡахра
1364,färben::V,ахорын,ашəра
1365,reinigen::V,ссыгъдæг кæнын,арыцқьара
1366,reinigen::V,ныссыгъдæг кæнын,арыцқьара
1367,reinigen::V,ныссæрфын,арыцқьара
1368,waschen::V,ӕхсын,аӡәӡәара
1369,abwischen::V,сӕрфын,арбара
1370,spülen::V,æнхъæвзын,аҭыршара
1371,fegen::V,мӕрзын,аҧссара
1372,kehren::V,мӕрзын,
1373,baden::V,хи найын,аҽыкəабара
1374,sich waschen::V,хи æхсын,аҽыӡəӡəара
1375,ausziehen::V,ласын,ашəыхра
1376,anziehen::V,скæнын,ашəҵара
1377,sich anziehen::V,дзаума скæнын,аҽеилаҳəара
1378,sich anziehen::V,дарæс скæнын,аҽеилаҳəара
1379,kämmen::V,ныффасын,аҳəара
1380,kämmen::V,æрфасын,аҳəара
1381,schmücken::V,фӕлындын,арҧшӡара
1382,sagen::V,зæгъын,аҳəара
1383,sprechen::V,дзурын,ацəажəара
1384,reden::V,ныхас кӕнын,ацəажəара
1385,reden::V,ныхас кӕнын,аицәажәара
1386,sich unterhalten::V,ныхас кæнын,аицәажәара
1387,fragen::V,фӕрсын,азҵаара
1388,bitten::V,курын,аҳəара
1389,erzählen::V,радзурын,аҳəара
1390,erzählen::V,ратаурæгъ кæнын,аҳəара
1391,mitteilen::V,фехъусын кæнын,азыцҳара
1392,nennen::V,хонын,ахьӡҵара
1393,rufen::V,сидын,азҿыҭра
1394,prahlen::V,ӕппӕлын,аҽхəара
1395,übersetzen::V,ратæлмац кæнын,аиҭагара
1396,denken::V,ӕнхъӕлын,азхəыцра
1397,denken::V,хъуыды кӕнын,азхəыцра
1398,glauben::V,уырнын,ахаҵара
1399,bemerken::V,фенын,агəаҭара
1400,erkennen::V,базонын,адырра
1401,begreifen::V,ӕмбарын,аилкаара
1402,begreifen::V,бамбарын,аилкаара
1403,lernen::V,ахуыр кӕнын,аҵара
1404,wissen::V,зонын,адырра
1405,sich erinnern an::V,зæрдыл æрлæууын,агəаларшəара
1406,sich erinnern an::V,æрымысын,агəаларшəара
1407,sich erinnern an::V,æрбаймысын,агəаларшəара
1408,sich erinnern an::V,æрхъуыды кæнын,агəаларшəара
1409,vergessen::V,ферох кæнын,ахашҭра
1410,vergessen::V,айрох кæнын,ахашҭра
1411,messen::V,барын,ашəара
1412,zählen::V,нымайын,аҧхьаӡара
1413,rechnen::V,хынцын,аҳасабра
1414,lesen::V,кӕсын,аҧхьара
1415,lesen::V,фӕрсын,аҧхьара
1416,malen::V,ныв кӕнын,
1417,zeichnen::V,ныв кӕнын,
1418,schreiben::V,фыссын,
1419,besitzen::V,хицау уын,амазаара
1420,kaufen::V,балхӕнын,Аахəара
1421,verkaufen::V,уӕй кӕнын,аҭира
1422,bezahlen::V,бафидын,ахҭынҵара
1423,bezahlen::V,бафидын,ашəара
1424,zahlen::V,фидын,ашəара
1425,beherrschen::V,æлдариуæг кæнын,
1426,ertragen::V,бавзарын,ачҳара
1427,Leine::N,,аҕура
1428,verstehen::V,,аҳара
