,Concept_ID,cy,bg
128,Bach::N,afonig,поток
129,Bach::N,cornant,поток
130,Fluss::N,afon,река
131,Ufer::N,glan,бряг
132,Küste::N,traeth,бряг
133,Küste::N,traeth,крайбрежие
134,Küste::N,arfordir,бряг
135,Küste::N,arfordir,крайбрежие
136,Festland::N,tir,суша
137,Meer::N,môr,море
138,Bucht::N,bae,залив
139,Insel::N,ynys,остров
140,Blume::N,blodyn,цвете
141,Gras::N,glaswellt,трева
142,Wurzel::N,gwreiddyn,корен
143,Baum::N,coeden,дърво
144,Stamm::N,colfen,стъбло
145,Stamm::N,boncyff,стъбло
146,Rinde::N,rhisgl,кора
147,Ast::N,cangen,клон
148,Zweig::N,cainc,клон
149,Zweig::N,cangen,клон
150,Blatt::N,deilen,лист
151,Birke::N,bedwen,бреза
152,Kiefer[Baum]::N,pinwydden,бор
153,Weide[Baum]::N,helygen,върба
154,Tanne::N,ffynidwydden,ела
155,Horn::N,corn,рог
156,Feder::N,plufyn,перо
157,Fell::N,ffwr,кожа
158,Flügel::N,adain,крило
159,Klaue::N,crafanc,нокът
160,Kralle::N,ewin,нокът
161,Schwanz::N,cwt,опашка
162,Schwanz::N,cynffon,опашка
163,Ei::N,wy,яйце
164,Nest::N,nyth,гнездо
165,Bau::N,ffau,дупка
166,Tier::N,anifail,животно
167,Herde::N,praidd,стадо
168,Herde::N,diadell,стадо
169,Kuh::N,buwch,крава
170,Bulle::N,tarw,бик
171,Pferd::N,ceffyl,кон
172,Schaf::N,dafad,овца
173,Schwein::N,mochyn,свиня
174,Hund::N,ci,куче
175,Katze::N,cath,котка
176,Bär::N,arth,мечка
177,Eichhörnchen::N,gwiwer,катерица
178,Elch::N,elc,лос
179,Fuchs::N,cadno,лисица
180,Hase::N,ysgyfarnog,заек
181,Maus::N,llygoden,мишка
182,Wolf::N,blaidd,вълк
183,Vogel::N,aderyn,птица
184,Schwarm::N,haid,рой
185,Schwarm::N,haid,рояк
186,Huhn::N,cyw,кокошка
187,Hahn::N,ceiliog,петел
188,Gans::N,gŵydd,гъска
189,Adler::N,eryr,орел
190,Ente::N,hwyad,патица
191,Eule::N,tylluan,сова
192,Kranich::N,garan,жерав
193,Kranich::N,crychydd,жерав
194,Krähe::N,brân,врана
195,Kuckuck::N,cog,кукувица
196,Kuckuck::N,cwcw,кукувица
197,Schwan::N,alarch,лебед
198,Fisch::N,pysgod,риба
199,Barsch::N,draenog,костур
200,Hecht::N,penhwyad,щука
201,Schlange[Tier]::N,neidr,змия
202,Wurm::N,abwydyn,червей
203,Wurm::N,pryf genwair,червей
204,Spinne::N,cor,паяк
205,Spinne::N,pryf copyn,паяк
206,Ameise::N,morgrugyn,мравка
207,Laus::N,lleuen,въшка
208,Mücke::N,gwybedyn,комар
209,Fliege::N,cleren,муха
210,Schmetterling::N,glöyn byw,пеперуда
211,Schmetterling::N,iâr fach yr haf,пеперуда
212,Beere::N,aeronen,плод
213,Apfel::N,afal,ябълка
214,Pilz::N,madarch,гъба
215,Zwiebel::N,nionyn,лук
216,Zwiebel::N,nionyn,кромид
217,Zwiebel::N,winwnsyn,лук
218,Zwiebel::N,winwnsyn,кромид
219,Saat::N,had,семе
220,Korn::N,grawn,зърно
221,Heu::N,gwair,сено
222,Schale::N,croen,кора
223,Schale::N,plisgyn,кора
224,Grube::N,pwll,яма
225,Grube::N,pwll,дупка
226,Grube::N,pydew,яма
227,Grube::N,pydew,дупка
228,Falle::N,magl,примка
229,Schlinge::N,cwlwm rhedeg,клуп
230,Spur::N,ôl,диря
231,Spur::N,ôl,следа
232,Asche::N,lludw,пепел
233,Dreck::N,baw,кал
234,Dreck::N,budreddi,кал
235,Eisen::N,haearn,желязо
236,Gold::N,aur,злато
237,Silber::N,arian,сребро
238,Kohle::N,glo,въглища
239,Glas::N,gwydr,стъкло
240,Lehm::N,clai,глина
241,Sand::N,tywod,пясък
242,Mensch::N,dyn,човек
243,Mann::N,dyn,мъж
244,Frau::N,merch,жена
245,Frau::N,gwraig,жена
246,Kind::N,plentyn,дете
247,Junge::N,hogyn,момче
248,Junge::N,bachgen,момче
249,Mädchen::N,merch,момиче
250,Mädchen::N,geneth,момиче
251,Familie::N,teulu,фамилия
252,Familie::N,teulu,семейство
253,Familie::N,tylwyth,фамилия
254,Familie::N,tylwyth,семейство
255,Großvater::N,taid,дядо
256,Großvater::N,tad-cu,дядо
257,Großmutter::N,nain,баба
258,Großmutter::N,mam-gu,баба
259,Eltern::N,rhieni,родители
260,Vater::N,tad,баща
261,Mutter::N,mam,майка
262,Sohn::N,mab,син
263,Tochter::N,merch,дъщеря
264,Bruder::N,brawd,брат
265,Schwester::N,chwaer,сестра
266,Onkel::N,ewythr,чичо
267,Onkel::N,ewythr,вуйчо
268,Tante::N,modryb,леля
269,Ehemann::N,gŵr,съпруг
270,Ehefrau::N,gwraig,съпруга
271,Freude::N,gorfoledd,радост
272,Gelächter::N,chwerthin,смях
273,Glück::N,hapusrwydd,щастие
274,Kummer::N,galar,тъга
275,Wunsch::N,dymuniad,желание
276,Lust::N,chwant,желание
277,Geist::N,ysbryd,дух
278,Gedanke::N,meddwl,мисъл
279,Gedächtnis::N,cof,памет
280,Verstand::N,meddwl,ум
281,Verstand::N,meddwl,разум
282,Sinn::N,ystyr,смисъл
283,Grund::N,achos,причина
284,Grund::N,rheswm,причина
285,Wahrheit::N,gwir,правда
286,Wahrheit::N,gwirionedd,правда
287,Gespräch::N,sgwrs,разговор
288,Märchen::N,chwedl werin,приказка
289,Erzählung::N,stori,разказ
290,Nachricht::N,neges,вест
291,Nachricht::N,neges,известие
292,Neuigkeit::N,newydd,новина
293,Name::N,enw,име
294,Rätsel::N,pos,гатанка
295,Rede::N,araith,реч
296,Rede::N,araith,слово
297,Sprache::N,iaith,език
298,Stimme::N,llais,глас
299,Wort::N,gair,дума
300,Zeichen::N,arwydd,знак
301,Ruf::N,galwad,зов
302,Lärm::N,trwst,шум
303,Lärm::N,trwst,глъчка
304,Laut::N,sain,звук
305,Ton::N,tôn,тон
306,Lied::N,cân,песен
307,Ruhe::N,tawelwch,тишина
308,Ruhe::N,tawelwch,спокойствие
309,Leute::N,pobl,хора
310,Volk::N,pobl,народ
311,Arbeit::N,gwaith,труд
312,Arbeit::N,gwaith,работа
313,Gast::N,gwestai,гост
314,Geschenk::N,rhodd,дар
315,Geschenk::N,rhodd,подарък
316,Geschenk::N,anrheg,дар
317,Geschenk::N,anrheg,подарък
318,Spiel::N,chwarae,игра
319,Gesellschaft::N,cwmni,общество
320,Hilfe::N,cymorth,помощ
321,Freund::N,cyfaill,приятел
322,Kamerad::N,cydymaith,другар
323,Angelegenheit::N,pwnc,работа
324,Anzahl::N,cyfrif,брой
325,Anzahl::N,cyfrif,количество
326,Art::N,bath,вид
327,Stück::N,darn,къс
328,Stück::N,darn,парче
329,Teil::N,rhan,дял
330,Teil::N,rhan,част
331,Hälfte::N,hanner,половина
332,Kreis::N,cylch,кръг
333,Kreuz::N,croes,кръст
334,Linie::N,llinell,черта
335,Strich::N,strôc,щрих
336,Strich::N,strôc,черта
337,Strich::N,trawiad,щрих
338,Strich::N,trawiad,черта
339,Abstand::N,bwlch,дистанция
340,Abstand::N,bwlch,разстояние
341,Abstand::N,pellter,дистанция
342,Abstand::N,pellter,разстояние
343,Entfernung::N,pellter,разстояние
344,Gegend::N,cylch,местност
345,Platz::N,lle,място
346,Ort::N,lle,място
347,Seite::N,ochr,страна
348,Mitte::N,canol,среда
349,Gegenstand::N,eitem,предмет
350,Sache::N,peth,вещ
351,Rand::N,cwr,ръб
352,Rand::N,ymyl,ръб
353,Kante::N,min,ръб
354,Kante::N,min,кант
355,Kante::N,ymyl,ръб
356,Kante::N,ymyl,кант
357,Ecke::N,cornel,ъгъл
358,Spitze::N,blaen,връх
359,Spitze::N,blaen,острие
360,Ende::N,pen,край
361,Loch::N,twll,дупка
362,Winkel::N,congl,кът
363,Winkel::N,congl,ъгъл
364,Muster::N,patrwm,десен
365,Muster::N,patrwm,образец
366,Größe::N,maint,големина
367,Größe::N,maintioli,големина
368,Länge::N,hyd,дължина
369,Höhe::N,uchder,висота
370,Höhe::N,uchder,височина
371,Gewicht::N,pwysau,тегло
372,Gewicht::N,pwysau,тежест
373,Menge::N,swm,количество
374,Menge::N,maint,количество
375,Haufen::N,pentwr,куп
376,Haufen::N,pentwr,грамада
377,Reihe::N,rhes,ред
378,Reihe::N,rhes,редица
379,Boot::N,cwch,лодка
380,Ruder::N,rhwyf,весло
381,Ruder::N,rhwyf,гребло
382,Schlitten::N,sled,шейна
383,Schlitten::N,car llusg,шейна
384,Ski::N,sgi,ски
385,Lagerfeuer::N,coelcerth,огнище
386,Last::N,llwyth,товар
387,Gang::N,tro,ход
388,Gang::N,tro,вървеж
389,Schritt::N,cam,стъпка
390,Norden::N,gogledd,север
391,Süden::N,de,юг
392,Westen::N,gorllewin,запад
393,Osten::N,dwyrain,изток
394,Holz::N,pren,дърво
395,Brett::N,bwrdd,дъска
396,Brett::N,astell,дъска
397,Platte::N,llech,
398,Stütze::N,ateg,
399,Stütze::N,cynhalydd,
400,Stange::N,polyn,прът
401,Stange::N,polyn,върлина
402,Stock::N,ffon,прът
403,Stock::N,ffon,тояга
404,Stock::N,brigyn,прът
405,Stock::N,brigyn,тояга
406,Stab::N,ffon,прът
407,Rohr::N,pibell,цев
408,Rohr::N,pibell,тръба
409,Haus::N,tŷ,къща
410,Heim::N,cartref,дом
411,Ofen::N,stof,печка
412,Fußboden::N,llawr,под
413,Tisch::N,bwrdd,маса
414,Stuhl::N,cadair,стол
415,Wiege::N,crud,люлка
416,Bett::N,gwely,легло
417,Bett::N,gwely,креват
418,Regal::N,silff,рафт
419,Regal::N,silff,етажерка
420,Kiste::N,bocs,кутия
421,Kiste::N,bocs,сандък
422,Kiste::N,blwch,кутия
423,Kiste::N,blwch,сандък
424,Fenster::N,ffenestr,прозорец
425,Tür::N,drws,врата
426,Tor::N,porth,врата
427,Zaun::N,ffens,ограда
428,Dach::N,to,покрив
429,Leiter::N,ysgol,стълба
430,Besen::N,ysgub,метла
431,Spaten::N,rhaw,лопата
432,Schaufel::N,rhaw,лопата
433,Gabel::N,fforc,вилица
434,Löffel::N,llwy,лъжица
435,Messer::N,cyllell,нож
436,Nagel::N,hoel,гвоздей
437,Netz::N,gwe,мрежа
438,Netz::N,rhwyd,мрежа
439,Haken::N,bach,кука
440,Haken::N,bach,закачалка
441,Griff::N,carn,ръчка
442,Griff::N,carn,дръжка
443,Schloss::N,clo,брава
444,Schloss::N,clo,ключалка
445,Bild::N,llun,картина
446,Bild::N,pictiwr,картина
447,Figur::N,ffigur,фигура
448,Puppe::N,dol,кукла
449,Beutel::N,cwd,кесия
450,Bündel::N,bwndel,връзка
451,Bündel::N,coflaid,връзка
452,Tasche::N,cod,чанта
453,Eimer::N,bwced,кофа
454,Eimer::N,cunnog,кофа
455,Deckel::N,caead,капак
456,Deckel::N,caead,похлупак
457,Geschirr::N,llestri,съдове
458,Sack::N,sach,чувал
459,Tasse::N,cwpan,чаша
460,Topf::N,pot,гърне
461,Topf::N,pot,тенджера
462,Topf::N,crochan,гърне
463,Topf::N,crochan,тенджера
464,Kessel::N,tegell,котел
465,Essen::N,pryd o fwyd,ядене
466,Nahrung::N,bwyd,храна
467,Speise::N,saig,ястие
468,Fleisch::N,cig,месо
469,Getreide::N,ŷd,зърнено храни
470,Getreide::N,llafur,зърнено храни
471,Brei::N,uwd,каша
472,Brot::N,bara,хляб
473,Scheibe::N,tafell,резен
474,Fett::N,saim,мазнина
475,Fett::N,braster,мазнина
476,Butter::N,ymenyn,масло
477,Öl::N,olew,олио
478,Öl::N,olew,оливия
479,Salz::N,halen,сол
480,Suppe::N,cawl,супа
481,Honig::N,mêl,мед
482,Milch::N,llaeth,мляко
483,Milch::N,llefrith,мляко
484,Tee::N,te,чай
485,Leder::N,lledr,кожа
486,Wolle::N,gwlân,вълна
487,Stoff::N,lliain,плат
488,Stoff::N,lliain,материал
489,Stoff::N,brethyn,плат
490,Stoff::N,brethyn,материал
491,Nadel::N,nodwydd,игла
492,Faden::N,edau,конец
493,Faden::N,edefyn,конец
494,Knopf::N,botwm,копче
495,Knoten::N,cwlwm,възел
496,Farbe::N,paent,боя
497,Kleidung::N,dillad,дрехи
498,Kleidung::N,dillad,облекло
499,Kleidung::N,gwisgoedd,дрехи
500,Kleidung::N,gwisgoedd,облекло
501,Hemd::N,crys,риза
502,Kragen::N,coler,яка
503,Ärmel::N,llawes,ръкав
504,Hose::N,trowsus,панталони
505,Gürtel::N,gwregys,пояс
506,Gürtel::N,gwregys,колан
507,Mütze::N,cap,каскет
508,Mütze::N,cap,фуражка
509,Schuh::N,esgid,обувка
510,Stiefel::N,botasen,ботуш
511,Ring::N,modrwy,пръстен
512,Band::N,rhuban,лента
513,Band::N,rhuban,връзка
514,Kamm::N,crib,гребен
515,Spiegel::N,drych,огледало
516,Riemen::N,strap,каиш
517,Riemen::N,strap,ремък
518,Schnur::N,llinyn,връв
519,Leine::N,tennyn,връв
520,Leine::N,tennyn,въже
521,Decke::N,blanced,покривка
522,Decke::N,gwrthban,покривка
523,Kissen::N,clustog,възглавница
524,Kissen::N,gobennydd,възглавница
525,Tuch::N,sgarff,сукно
526,Handtuch::N,tywel,пешкир
527,Handtuch::N,tywel,кърпа за лице
528,Handtuch::N,lliain sychu,пешкир
529,Handtuch::N,lliain sychu,кърпа за лице
530,Kraft::N,grym,мощ
531,Kraft::N,grym,сила
532,Stärke::N,nerth,сила
533,Stärke::N,cryfder,сила
534,Gesundheit::N,iechyd,здраве
535,Krankheit::N,afiechyd,болест
536,Krankheit::N,anhwylder,болест
537,Schmerz::N,poen,болка
538,Schmerz::N,gwayw,болка
539,Wunde::N,clwyf,рана
540,Fieber::N,twymyn,треска
541,Fieber::N,twymyn,температура
542,Arznei::N,meddyginiaeth,лек
543,Arznei::N,meddyginiaeth,лекарство
544,Brücke::N,pont,мост
545,Brunnen::N,ffynnon,чешма
546,Brunnen::N,ffynnon,кладенец
547,Weide::N,porfa,паша
548,Weide::N,porfa,пасище
549,Pfad::N,llwybr,пътека
550,Weg::N,ffordd,път
551,Straße::N,heol,шосе
552,Straße::N,ffordd,шосе
553,Dorf::N,pentref,село
554,Stadt::N,tref,град
555,Brief::N,llythyr,писмо
556,Buch::N,llyfr,книга
557,Buchstabe::N,llythyren,буква
558,Zeitung::N,papur newydd,вестник
559,Leben::N,bywyd,живот
560,Tod::N,marwolaeth,смърт
561,Grab::N,bedd,гроб
562,Kirche::N,eglwys,църква
563,Sünde::N,pechod,грях
564,Gott::N,duw,бог
565,Arbeiter::N,gweithiwr,работник
566,Chef::N,pennaeth,шеф
567,Chef::N,pennaeth,началник
568,Meister::N,meistr,майстор
569,Arzt::N,meddyg,лекар
570,Lehrer::N,athro,учител
571,Geld::N,pres,пари
572,Geld::N,arian,пари
573,Geschäft::N,busnes,сделка
574,Laden::N,siop,дюкян
575,Laden::N,siop,магазин
576,Preis::N,pris,цена
577,Ware::N,nwydd,стока
578,Nutzen::N,elw,полза
579,Nutzen::N,elw,облага
580,Nutzen::N,budd,полза
581,Nutzen::N,budd,облага
582,Reichtum::N,cyfoeth,богатство
583,Welt::N,byd,свят
584,Land::N,gwlad,страна
585,Staat::N,gwladwriaeth,щат
586,Staat::N,gwladwriaeth,държава
587,König::N,brenin,крал
588,Macht::N,grym,мощ
589,Macht::N,grym,власт
590,Macht::N,awdurdod,мощ
591,Macht::N,awdurdod,власт
592,Grenze::N,ffin,граница
593,Grenze::N,goror,граница
594,Krieg::N,rhyfel,война
595,Feind::N,gelyn,враг
596,Feind::N,gelyn,неприятел
597,Gewalt::N,ffyrnigrwydd,сила
598,Gewalt::N,ffyrnigrwydd,насилие
599,Kampf::N,brwydr,борба
600,Kampf::N,brwydr,сражение
601,Bogen[Waffe]::N,bwa,лък
602,Pfeil::N,saeth,стрела
603,Gewehr::N,dryll,пушка
604,Fehler::N,gwall,грешка
605,Fehler::N,camgymeriad,грешка
606,Lüge::N,celwydd,лъжа
607,Lüge::N,anwiredd,лъжа
608,Schaden::N,niwed,повреда
609,Schaden::N,difrod,повреда
610,Unglück::N,anffawd,нещастие
611,Schuld::N,bai,вина
612,Alter::N,oed,възраст
613,Schluss::N,diwedd,край
614,Zeit::N,amser,време
615,Tag::N,dydd,ден
616,Tag::N,diwrnod,ден
617,Morgen::N,bore,утро
618,Morgen::N,bore,сутрин
619,Mittag::N,nawn,обед
620,Mittag::N,nawn,пладне
621,Abend::N,noswaith,вечер
622,Nacht::N,nos,нощ
623,Woche::N,wythnos,седмица
624,Monat::N,mis,месец
625,Jahr::N,blwyddyn,година
626,Frühling::N,gwanwyn,пролет
627,Sommer::N,haf,лято
628,Herbst::N,hydref,есен
629,Winter::N,gaeaf,зима
630,Januar::N,Ionawr,януари
631,Februar::N,Chwefror,февруари
632,März::N,Mawrth,март
633,April::N,Ebrill,април
634,Mai::N,Mai,май
635,Juni::N,Mehefin,юни
636,Juli::N,Gorffennaf,юли
637,August::N,Awst,август
638,September::N,Medi,септември
639,Oktober::N,Hydref,октомври
640,November::N,Tachwedd,ноември
641,Dezember::N,Rhagfyr,декември
642,Montag::N,dydd Llun,понеделник
643,Dienstag::N,dydd Mawrth,вторник
644,Mittwoch::N,dydd Mercher,сряда
645,Donnerstag::N,dydd Iau,четвъртък
646,Freitag::N,dydd Gwener,петък
647,Samstag::N,dydd Sadwrn,събота
648,Sonntag::N,dydd Sul,неделя
649,groß::A,mawr,едър
650,groß::A,mawr,голям
651,klein::A,bach,малък
652,klein::A,bach,дребен
653,lang::A,hir,дълъг
654,kurz::A,byr,къс
655,kurz::A,cwta,къс
656,breit::A,llydan,широк
657,schmal::A,cul,тесен
658,dicht::A,dwys,гъст
659,dick[Gegenstand]::A,trwchus,дебел
660,dünn::A,tenau,тънък
661,fein::A,main,фин
662,fein::A,main,тънък
663,fest::A,cadarn,твърд
664,fest::A,cadarn,плътен
665,flach::A,gwastad,равен
666,flach::A,gwastad,плосък
667,glatt::A,llyfn,гладък
668,hart::A,caled,твърд
669,hart::A,caled,корав
670,weich::A,meddal,мек
671,rund::A,crwn,кръгъл
672,spitz::A,pigfain,островръх
673,scharf::A,miniog,остър
674,stumpf::A,pŵl,тъп
675,schwer::A,trwm,тежък
676,schön::A,teg,хубав
677,schön::A,teg,красив
678,schön::A,hardd,хубав
679,schön::A,hardd,красив
680,schön::A,prydferth,хубав
681,schön::A,prydferth,красив
682,heiß::A,poeth,жарък
683,warm::A,twym,топъл
684,warm::A,cynnes,топъл
685,kalt::A,oer,студен
686,kühl::A,oeraidd,хладен
687,frisch::A,iach,свеж
688,feucht::A,llaith,влажен
689,nass::A,gwlyb,мокър
690,trocken::A,sych,сух
691,voll::A,llawn,пълен
692,leer::A,gwag,празен
693,offen::A,agored,откровен
694,geschlossen::A,caead,закрит
695,geschlossen::A,caead,затворен
696,geschlossen::A,caeëdig,закрит
697,geschlossen::A,caeëdig,затворен
698,sauber::A,glân,чист
699,schmutzig::A,budr,мръсен
700,schmutzig::A,brwnt,мръсен
701,roh::A,amrwd,суров
702,reif::A,aeddfed,зрял
703,lecker::A,blasus,вкусен
704,lecker::A,danteithiol,вкусен
705,süß::A,melys,сладък
706,bitter::A,chwerw,горчив
707,sauer::A,sur,кисел
708,hell::A,disglair,ясен
709,hell::A,disglair,светъл
710,dunkel::A,tywyll,тъмен
711,schwarz::A,du,черен
712,weiß::A,gwyn,бял
713,rot::A,coch,червен
714,gelb::A,melyn,жълт
715,blau::A,glas,син
716,grün::A,gwyrdd,зелен
717,grau::A,llwyd,сив
718,bunt::A,lliwgar,шарен
719,bunt::A,lliwgar,пъстър
720,billig::A,rhad,евтин
721,teuer::A,drud,скъп
722,wertvoll::A,gwerthfawr,ценен
723,blind::A,dall,сляп
724,taub::A,byddar,глух
725,kräftig::A,nerthol,силен
726,kräftig::A,grymus,силен
727,stark::A,cryf,здрав
728,stark::A,cryf,силен
729,stark::A,cadarn,здрав
730,stark::A,cadarn,силен
731,schwach::A,gwan,слаб
732,fett::A,tew,тлъст
733,schlank::A,main,тънък
734,schlank::A,main,строен
735,hübsch::A,tlws,хубав
736,böse::A,drwg,зъл
737,dumm::A,twp,глупав
738,faul::A,diog,ленив
739,faul::A,diog,мързелив
740,fleißig::A,dyfal,прилежен
741,geizig::A,crintach,скъпернически
742,geizig::A,cybyddlyd,скъпернически
743,klug::A,deallus,умен
744,klug::A,deallus,разумен
745,geschickt::A,medrus,умел
746,geschickt::A,medrus,сръчен
747,geschickt::A,deheuig,умел
748,geschickt::A,deheuig,сръчен
749,lieb::A,hoff,мил
750,lieb::A,hoff,драг
751,lieb::A,annwyl,мил
752,lieb::A,annwyl,драг
753,lustig::A,llon,весел
754,sanft::A,mwyn,нежен
755,sanft::A,mwyn,кротък
756,hungrig::A,newynog,гладен
757,krank::A,sâl,болен
758,krank::A,gwael,болен
759,nackt::A,noeth,гол
760,traurig::A,trist,тъжен
761,traurig::A,trist,печален
762,lebendig::A,yn fyw,жив
763,gut::A,da,добър
764,schlecht::A,drwg,лош
765,schlecht::A,gwael,лош
766,richtig::A,cywir,правилен
767,schlimm::A,enbyd,лош
768,wahr::A,gwir,верен
769,wahr::A,gwir,истински
770,alt::A,hen,стар
771,alt::A,hen,древен
772,neu::A,newydd,нов
773,ehemalig::A,blaenorol,бивш
774,alt[Lebewesen]::A,oedrannus,стар
775,jung::A,ifanc,млад
776,arm::A,tlawd,беден
777,reich::A,cyfoethog,богат
778,bekannt::A,cynefin,познат
779,bekannt::A,cynefin,известен
780,bekannt::A,cyfarwydd,познат
781,bekannt::A,cyfarwydd,известен
782,berühmt::A,enwog,почут
783,berühmt::A,enwog,известен
784,fremd::A,estron,чужд
785,verschieden::A,gwahanol,разен
786,verschieden::A,gwahanol,различен
787,nah::A,agos,близък
788,fern::A,pell,далечен
789,linker::A,aswy,ляв
790,linker::A,chwith,ляв
791,rechter::A,de,прав
792,rechter::A,deau,прав
793,anderer::A,arall,друг
794,erster::A,cyntaf,пръв
795,erster::A,cyntaf,първи
796,zweiter::A,ail,втори
797,dritter::A,trydydd,трети
798,letzter::A,olaf,последен
799,allein::ADV,unig,само
800,allein::ADV,ar ei ben ei hun,само
801,auf einmal::ADV,ar yr un pryd,същевременно
802,zusammen::ADV,ynghyd,заедно
803,zusammen::ADV,gyda'i gilydd,заедно
804,lange::ADV,amser hir,дълго
805,plötzlich::ADV,yn sydyn,изведнъж
806,sofort::ADV,ar unwaith,веднага
807,später::ADV,yn ddiweddarach,по-късно
808,jetzt::ADV,yn awr,сега
809,heute::ADV,heddiw,днес
810,morgen::ADV,yfory,утре
811,bald::ADV,yn fuan,скоро
812,bald::ADV,gyda hyn,скоро
813,dann::ADV,yna,после
814,dann::ADV,yna,тогава
815,dann::ADV,y pryd hwnnw,после
816,dann::ADV,y pryd hwnnw,тогава
817,gestern::ADV,ddoe,вчера
818,einst::ADV,gynt,някога
819,damals::ADV,ar y pryd,тогава
820,damals::ADV,bryd hynny,тогава
821,danach::ADV,wedyn,после
822,danach::ADV,wedyn,след това
823,vorher::ADV,o'r blaen,преди
824,vorher::ADV,o'r blaen,преди това
825,zuerst::ADV,yn gyntaf,най-напред
826,einmal::ADV,unwaith,веднъж
827,einmal::ADV,unwaith,един път
828,manchmal::ADV,weithiau,понякога
829,manchmal::ADV,ar brydiau,понякога
830,oft::ADV,yn aml,често
