,Concept_ID,cy,ru
106,Hügel::N,bryn,холм
107,Anhöhe::N,bryn,возвышенность
108,Berg::N,mynydd,гора
109,Gipfel::N,copa,вершина
110,Höhle::N,ogof,пещера
111,Abhang::N,llethr,склон
112,Quelle::N,tarddiad,источник
113,Quelle::N,ffynhonnell,источник
114,Bach::N,nant,ручей
115,Bach::N,afonig,ручей
116,Bach::N,cornant,ручей
117,Fluss::N,afon,река
118,Ufer::N,glan,берег
119,Küste::N,traeth,побережье
120,Küste::N,arfordir,побережье
121,Festland::N,tir,суша
122,Meer::N,môr,море
123,Bucht::N,bae,бухта
124,Insel::N,ynys,остров
125,Blume::N,blodyn,цветок
126,Gras::N,glaswellt,трава
127,Wurzel::N,gwreiddyn,корень
128,Baum::N,coeden,дерево
129,Stamm::N,colfen,ствол
130,Stamm::N,boncyff,ствол
131,Rinde::N,rhisgl,кора
132,Ast::N,cangen,сук
133,Zweig::N,cainc,ветвь
134,Zweig::N,cangen,ветвь
135,Blatt::N,deilen,лист
136,Birke::N,bedwen,береза
137,Kiefer[Baum]::N,pinwydden,сосна
138,Weide[Baum]::N,helygen,ива
139,Tanne::N,ffynidwydden,ель
140,Horn::N,corn,рог
141,Feder::N,plufyn,перо
142,Fell::N,ffwr,шкура
143,Flügel::N,adain,крыло
144,Klaue::N,crafanc,коготь
145,Kralle::N,ewin,лапа
146,Schwanz::N,cwt,хвост
147,Schwanz::N,cynffon,хвост
148,Ei::N,wy,яйцо
149,Nest::N,nyth,гнездо
150,Bau::N,ffau,нора
151,Tier::N,anifail,животное
152,Herde::N,praidd,стадо
153,Herde::N,diadell,стадо
154,Kuh::N,buwch,корова
155,Bulle::N,tarw,бык
156,Pferd::N,ceffyl,лошадь
157,Schaf::N,dafad,овца
158,Schwein::N,mochyn,свинья
159,Hund::N,ci,собака
160,Katze::N,cath,кошка
161,Bär::N,arth,медведь
162,Eichhörnchen::N,gwiwer,белка
163,Elch::N,elc,лось
164,Fuchs::N,cadno,лиса
165,Hase::N,ysgyfarnog,заяц
166,Maus::N,llygoden,мышь
167,Wolf::N,blaidd,волк
168,Vogel::N,aderyn,птица
169,Schwarm::N,haid,стая
170,Huhn::N,cyw,курица
171,Hahn::N,ceiliog,петух
172,Gans::N,gŵydd,гусь
173,Adler::N,eryr,орел
174,Ente::N,hwyad,утка
175,Eule::N,tylluan,сова
176,Kranich::N,garan,журавль
177,Kranich::N,crychydd,журавль
178,Krähe::N,brân,ворона
179,Kuckuck::N,cog,кукушка
180,Kuckuck::N,cwcw,кукушка
181,Schwan::N,alarch,лебедь
182,Fisch::N,pysgod,рыба
183,Barsch::N,draenog,окунь
184,Hecht::N,penhwyad,щука
185,Schlange[Tier]::N,neidr,змея
186,Wurm::N,abwydyn,червяк
187,Wurm::N,pryf genwair,червяк
188,Spinne::N,cor,паук
189,Spinne::N,pryf copyn,паук
190,Ameise::N,morgrugyn,муравей
191,Laus::N,lleuen,вошь
192,Mücke::N,gwybedyn,комар
193,Fliege::N,cleren,муха
194,Schmetterling::N,glöyn byw,бабочка
195,Schmetterling::N,iâr fach yr haf,бабочка
196,Beere::N,aeronen,ягода
197,Apfel::N,afal,яблоко
198,Pilz::N,madarch,гриб
199,Zwiebel::N,nionyn,луковица
200,Zwiebel::N,winwnsyn,луковица
201,Saat::N,had,семя
202,Korn::N,grawn,зерно
203,Heu::N,gwair,сено
204,Schale::N,croen,шелуха
205,Schale::N,plisgyn,шелуха
206,Grube::N,pwll,яма
207,Grube::N,pydew,яма
208,Falle::N,magl,ловушка
209,Schlinge::N,cwlwm rhedeg,силок
210,Spur::N,ôl,след
211,Asche::N,lludw,зола
212,Asche::N,lludw,пепел
213,Dreck::N,baw,грязь
214,Dreck::N,budreddi,грязь
215,Eisen::N,haearn,железо
216,Gold::N,aur,золото
217,Silber::N,arian,серебро
218,Kohle::N,glo,уголь
219,Glas::N,gwydr,стекло
220,Lehm::N,clai,глина
221,Sand::N,tywod,песок
222,Mensch::N,dyn,человек
223,Mann::N,dyn,мужчина
224,Frau::N,merch,женщина
225,Frau::N,gwraig,женщина
226,Kind::N,plentyn,ребенок
227,Junge::N,hogyn,мальчик
228,Junge::N,bachgen,мальчик
229,Mädchen::N,merch,девочка
230,Mädchen::N,geneth,девочка
231,Familie::N,teulu,семья
232,Familie::N,tylwyth,семья
233,Großvater::N,taid,дедушка
234,Großvater::N,tad-cu,дедушка
235,Großmutter::N,nain,бабушка
236,Großmutter::N,mam-gu,бабушка
237,Eltern::N,rhieni,родители
238,Vater::N,tad,отец
239,Mutter::N,mam,мать
240,Sohn::N,mab,сын
241,Tochter::N,merch,дочь
242,Bruder::N,brawd,брат
243,Schwester::N,chwaer,сестра
244,Onkel::N,ewythr,дядя
245,Tante::N,modryb,тетя
246,Ehemann::N,gŵr,муж
247,Ehefrau::N,gwraig,жена
248,Freude::N,gorfoledd,радость
249,Gelächter::N,chwerthin,смех
250,Glück::N,hapusrwydd,счастье
251,Kummer::N,galar,горе
252,Wunsch::N,dymuniad,желание
253,Lust::N,chwant,влечение
254,Geist::N,ysbryd,дух
255,Gedanke::N,meddwl,мысль
256,Gedächtnis::N,cof,память
257,Verstand::N,meddwl,ум
258,Sinn::N,ystyr,смысл
259,Grund::N,achos,повод
260,Grund::N,rheswm,повод
261,Wahrheit::N,gwir,правда
262,Wahrheit::N,gwirionedd,правда
263,Gespräch::N,sgwrs,беседа
264,Märchen::N,chwedl werin,сказка
265,Erzählung::N,stori,рассказ
266,Nachricht::N,neges,сообщение
267,Neuigkeit::N,newydd,новость
268,Name::N,enw,имя
269,Rätsel::N,pos,загадка
270,Rede::N,araith,речь
271,Sprache::N,iaith,язык
272,Stimme::N,llais,голос
273,Wort::N,gair,слово
274,Zeichen::N,arwydd,знак
275,Ruf::N,galwad,зов
276,Lärm::N,trwst,шум
277,Laut::N,sain,звук
278,Ton::N,tôn,звучание
279,Lied::N,cân,песня
280,Ruhe::N,tawelwch,покой
281,Leute::N,pobl,люди
282,Volk::N,pobl,народ
283,Arbeit::N,gwaith,работа
284,Gast::N,gwestai,гость
285,Geschenk::N,rhodd,подарок
286,Geschenk::N,anrheg,подарок
287,Spiel::N,chwarae,игра
288,Gesellschaft::N,cwmni,общество
289,Hilfe::N,cymorth,помощь
290,Freund::N,cyfaill,друг
291,Kamerad::N,cydymaith,приятель
292,Angelegenheit::N,pwnc,дело
293,Anzahl::N,cyfrif,количество
294,Art::N,bath,вид
295,Stück::N,darn,кусок
296,Teil::N,rhan,часть
297,Hälfte::N,hanner,половина
298,Kreis::N,cylch,круг
299,Kreuz::N,croes,крест
300,Linie::N,llinell,линия
301,Strich::N,strôc,черта
302,Strich::N,trawiad,черта
303,Abstand::N,bwlch,промежуток
304,Abstand::N,pellter,промежуток
305,Entfernung::N,pellter,расстояние
306,Gegend::N,cylch,местность
307,Platz::N,lle,пространство
308,Ort::N,lle,место
309,Seite::N,ochr,сторона
310,Mitte::N,canol,середина
311,Gegenstand::N,eitem,предмет
312,Sache::N,peth,вещь
313,Rand::N,cwr,край
314,Rand::N,ymyl,край
315,Kante::N,min,ребро
316,Kante::N,ymyl,ребро
317,Ecke::N,cornel,угол
318,Spitze::N,blaen,кончик
319,Ende::N,pen,конец
320,Loch::N,twll,дыра
321,Winkel::N,congl,угол
322,Muster::N,patrwm,узор
323,Größe::N,maint,размер
324,Größe::N,maintioli,размер
325,Länge::N,hyd,длина
326,Höhe::N,uchder,высота
327,Gewicht::N,pwysau,вес
328,Menge::N,swm,количество
329,Menge::N,maint,количество
330,Haufen::N,pentwr,куча
331,Reihe::N,rhes,ряд
332,Boot::N,cwch,лодка
333,Ruder::N,rhwyf,весло
334,Schlitten::N,sled,сани
335,Schlitten::N,car llusg,сани
336,Ski::N,sgi,лыжа
337,Lagerfeuer::N,coelcerth,костер
338,Last::N,llwyth,тяжесть
339,Gang::N,tro,ход
340,Schritt::N,cam,шаг
341,Norden::N,gogledd,север
342,Süden::N,de,юг
343,Westen::N,gorllewin,запад
344,Osten::N,dwyrain,восток
345,Holz::N,pren,древесина
346,Brett::N,bwrdd,доска
347,Brett::N,astell,доска
348,Platte::N,llech,плита
349,Stütze::N,ateg,подпорка
350,Stütze::N,cynhalydd,подпорка
351,Stange::N,polyn,жердь
352,Stock::N,ffon,палка
353,Stock::N,brigyn,палка
354,Stab::N,ffon,шест
355,Rohr::N,pibell,труба
356,Haus::N,tŷ,дом
357,Heim::N,cartref,дом
358,Ofen::N,stof,печь
359,Fußboden::N,llawr,пол
360,Tisch::N,bwrdd,стол
361,Stuhl::N,cadair,стул
362,Wiege::N,crud,колыбель
363,Bett::N,gwely,постель
364,Regal::N,silff,полка
365,Kiste::N,bocs,ящик
366,Kiste::N,blwch,ящик
367,Fenster::N,ffenestr,окно
368,Tür::N,drws,дверь
369,Tor::N,porth,ворота
370,Zaun::N,ffens,забор
371,Dach::N,to,крыша
372,Leiter::N,ysgol,лестница
373,Besen::N,ysgub,метла
374,Spaten::N,rhaw,лопата
375,Schaufel::N,rhaw,совок
376,Gabel::N,fforc,вилка
377,Löffel::N,llwy,ложка
378,Messer::N,cyllell,нож
379,Nagel::N,hoel,гвоздь
380,Netz::N,gwe,сеть
381,Netz::N,rhwyd,сеть
382,Haken::N,bach,крюк
383,Griff::N,carn,ручка
384,Schloss::N,clo,замок
385,Bild::N,llun,картина
386,Bild::N,pictiwr,картина
387,Figur::N,ffigur,фигура
388,Puppe::N,dol,кукла
389,Beutel::N,cwd,мешок
390,Bündel::N,bwndel,связка
391,Bündel::N,coflaid,связка
392,Tasche::N,cod,сумка
393,Eimer::N,bwced,ведро
394,Eimer::N,cunnog,ведро
395,Deckel::N,caead,крышка
396,Geschirr::N,llestri,посуда
397,Sack::N,sach,мешок
398,Tasse::N,cwpan,чашка
399,Topf::N,pot,кастрюля
400,Topf::N,crochan,кастрюля
401,Kessel::N,tegell,котел
402,Essen::N,pryd o fwyd,еда
403,Nahrung::N,bwyd,пища
404,Speise::N,saig,блюдо
405,Speise::N,saig,кушанье
406,Fleisch::N,cig,мясо
407,Getreide::N,ŷd,хлеб
408,Getreide::N,llafur,хлеб
409,Brei::N,uwd,каша
410,Brot::N,bara,хлеб
411,Scheibe::N,tafell,ломоть
412,Fett::N,saim,жир
413,Fett::N,braster,жир
414,Butter::N,ymenyn,масло
415,Öl::N,olew,масло
416,Salz::N,halen,соль
417,Suppe::N,cawl,суп
418,Honig::N,mêl,мед
419,Milch::N,llaeth,молоко
420,Milch::N,llefrith,молоко
421,Tee::N,te,чай
422,Leder::N,lledr,кожа
423,Wolle::N,gwlân,шерсть
424,Stoff::N,lliain,ткань
425,Stoff::N,brethyn,ткань
426,Nadel::N,nodwydd,игла
427,Faden::N,edau,нитка
428,Faden::N,edefyn,нитка
429,Knopf::N,botwm,пуговица
430,Knoten::N,cwlwm,узел
431,Farbe::N,paent,краска
432,Kleidung::N,dillad,одежда
433,Kleidung::N,gwisgoedd,одежда
434,Hemd::N,crys,рубашка
435,Kragen::N,coler,воротник
436,Ärmel::N,llawes,рукав
437,Hose::N,trowsus,брюки
438,Gürtel::N,gwregys,пояс
439,Mütze::N,cap,шапка
440,Schuh::N,esgid,ботинок
441,Stiefel::N,botasen,сапог
442,Ring::N,modrwy,кольцо
443,Band::N,rhuban,лента
444,Kamm::N,crib,расческа
445,Spiegel::N,drych,зеркало
446,Riemen::N,strap,ремень
447,Schnur::N,llinyn,веревка
448,Leine::N,tennyn,поводок
449,Decke::N,blanced,одеяло
450,Decke::N,gwrthban,одеяло
451,Kissen::N,clustog,подушка
452,Kissen::N,gobennydd,подушка
453,Tuch::N,sgarff,платок
454,Handtuch::N,tywel,полотенце
455,Handtuch::N,lliain sychu,полотенце
456,Kraft::N,grym,сила
457,Stärke::N,nerth,крепость
458,Stärke::N,cryfder,крепость
459,Gesundheit::N,iechyd,здоровье
460,Krankheit::N,afiechyd,болезнь
461,Krankheit::N,anhwylder,болезнь
462,Schmerz::N,poen,боль
463,Schmerz::N,gwayw,боль
464,Wunde::N,clwyf,рана
465,Fieber::N,twymyn,лихорадка
466,Fieber::N,twymyn,температура
467,Arznei::N,meddyginiaeth,лекарство
468,Brücke::N,pont,мост
469,Brunnen::N,ffynnon,колодец
470,Weide::N,porfa,пастбище
471,Pfad::N,llwybr,тропа
472,Weg::N,ffordd,путь
473,Weg::N,ffordd,дорога
474,Straße::N,heol,улица
475,Straße::N,heol,дорога
476,Straße::N,ffordd,улица
477,Straße::N,ffordd,дорога
478,Dorf::N,pentref,деревня
479,Stadt::N,tref,город
480,Brief::N,llythyr,письмо
481,Buch::N,llyfr,книга
482,Buchstabe::N,llythyren,буква
483,Zeitung::N,papur newydd,газета
484,Leben::N,bywyd,жизнь
485,Tod::N,marwolaeth,смерть
486,Grab::N,bedd,могила
487,Kirche::N,eglwys,церковь
488,Sünde::N,pechod,грех
489,Gott::N,duw,бог
490,Arbeiter::N,gweithiwr,рабочий
491,Chef::N,pennaeth,начальник
492,Meister::N,meistr,мастер
493,Arzt::N,meddyg,врач
494,Lehrer::N,athro,учитель
495,Geld::N,pres,деньги
496,Geld::N,arian,деньги
497,Geschäft::N,busnes,занятие
498,Laden::N,siop,магазин
499,Preis::N,pris,цена
500,Ware::N,nwydd,товар
501,Nutzen::N,elw,выгода
502,Nutzen::N,budd,выгода
503,Reichtum::N,cyfoeth,богатство
504,Welt::N,byd,мир
505,Land::N,gwlad,страна
506,Staat::N,gwladwriaeth,государство
507,König::N,brenin,король
508,Macht::N,grym,власть
509,Macht::N,awdurdod,власть
510,Grenze::N,ffin,граница
511,Grenze::N,goror,граница
512,Krieg::N,rhyfel,война
513,Feind::N,gelyn,враг
514,Gewalt::N,ffyrnigrwydd,насилие
515,Kampf::N,brwydr,борьба
516,Bogen[Waffe]::N,bwa,лук
517,Pfeil::N,saeth,стрела
518,Gewehr::N,dryll,ружье
519,Fehler::N,gwall,ошибка
520,Fehler::N,camgymeriad,ошибка
521,Lüge::N,celwydd,ложь
522,Lüge::N,anwiredd,ложь
523,Schaden::N,niwed,вред
524,Schaden::N,difrod,вред
525,Unglück::N,anffawd,беда
526,Schuld::N,bai,вина
527,Alter::N,oed,возраст
528,Schluss::N,diwedd,окончание
529,Zeit::N,amser,время
530,Tag::N,dydd,день
531,Tag::N,diwrnod,день
532,Morgen::N,bore,утро
533,Mittag::N,nawn,полдень
534,Abend::N,noswaith,вечер
535,Nacht::N,nos,ночь
536,Woche::N,wythnos,неделя
537,Monat::N,mis,месяц
538,Jahr::N,blwyddyn,год
539,Frühling::N,gwanwyn,весна
540,Sommer::N,haf,лето
541,Herbst::N,hydref,осень
542,Winter::N,gaeaf,зима
543,Januar::N,Ionawr,январь
544,Februar::N,Chwefror,февраль
545,März::N,Mawrth,март
546,April::N,Ebrill,апрель
547,Mai::N,Mai,май
548,Juni::N,Mehefin,июнь
549,Juli::N,Gorffennaf,июль
550,August::N,Awst,август
551,September::N,Medi,сентябрь
552,Oktober::N,Hydref,октябрь
553,November::N,Tachwedd,ноябрь
554,Dezember::N,Rhagfyr,декабрь
555,Montag::N,dydd Llun,понедельник
556,Dienstag::N,dydd Mawrth,вторник
557,Mittwoch::N,dydd Mercher,среда
558,Donnerstag::N,dydd Iau,четверг
559,Freitag::N,dydd Gwener,пятница
560,Samstag::N,dydd Sadwrn,суббота
561,Sonntag::N,dydd Sul,воскресенье
562,groß::A,mawr,большой
563,klein::A,bach,маленький
564,lang::A,hir,длинный
565,kurz::A,byr,короткий
566,kurz::A,cwta,короткий
567,breit::A,llydan,широкий
568,schmal::A,cul,узкий
569,dicht::A,dwys,густой
570,dick[Gegenstand]::A,trwchus,толстый
571,dünn::A,tenau,тонкий
572,fein::A,main,тонкий
573,fest::A,cadarn,крепкий
574,flach::A,gwastad,плоский
575,glatt::A,llyfn,гладкий
576,hart::A,caled,твердый
577,weich::A,meddal,мягкий
578,rund::A,crwn,круглый
579,spitz::A,pigfain,остроконечный
580,scharf::A,miniog,острый
581,stumpf::A,pŵl,тупой
582,schwer::A,trwm,тяжелый
583,schön::A,teg,красивый
584,schön::A,hardd,красивый
585,schön::A,prydferth,красивый
586,heiß::A,poeth,жаркий
587,warm::A,twym,теплый
588,warm::A,cynnes,теплый
589,kalt::A,oer,холодный
590,kühl::A,oeraidd,прохладный
591,frisch::A,iach,свежий
592,feucht::A,llaith,влажный
593,nass::A,gwlyb,мокрый
594,trocken::A,sych,сухой
595,voll::A,llawn,полный
596,voll::A,llawn,наполненный
597,leer::A,gwag,пустой
598,offen::A,agored,открытый
599,geschlossen::A,caead,закрытый
600,geschlossen::A,caeëdig,закрытый
601,sauber::A,glân,чистый
602,schmutzig::A,budr,грязный
603,schmutzig::A,brwnt,грязный
604,roh::A,amrwd,сырой
605,reif::A,aeddfed,зрелый
606,lecker::A,blasus,вкусный
607,lecker::A,danteithiol,вкусный
608,süß::A,melys,сладкий
609,bitter::A,chwerw,горький
610,sauer::A,sur,кислый
611,hell::A,disglair,светлый
612,dunkel::A,tywyll,темный
613,schwarz::A,du,черный
614,weiß::A,gwyn,белый
615,rot::A,coch,красный
616,gelb::A,melyn,желтый
617,blau::A,glas,синий
618,grün::A,gwyrdd,зеленый
619,grau::A,llwyd,серый
620,bunt::A,lliwgar,пестрый
621,billig::A,rhad,дешевый
622,teuer::A,drud,дорогой
623,wertvoll::A,gwerthfawr,ценный
624,blind::A,dall,слепой
625,taub::A,byddar,глухой
626,kräftig::A,nerthol,могучий
627,kräftig::A,grymus,могучий
628,stark::A,cryf,сильный
629,stark::A,cadarn,сильный
630,schwach::A,gwan,слабый
631,fett::A,tew,жирный
632,schlank::A,main,стройный
633,hübsch::A,tlws,прелестный
634,böse::A,drwg,злой
635,dumm::A,twp,глупый
636,faul::A,diog,ленивый
637,fleißig::A,dyfal,прилежный
638,geizig::A,crintach,жадный
639,geizig::A,cybyddlyd,жадный
640,klug::A,deallus,умный
641,geschickt::A,medrus,искусный
642,geschickt::A,deheuig,искусный
643,lieb::A,hoff,милый
644,lieb::A,annwyl,милый
645,lustig::A,llon,веселый
646,sanft::A,mwyn,нежный
647,hungrig::A,newynog,голодный
648,krank::A,sâl,больной
649,krank::A,gwael,больной
650,nackt::A,noeth,голый
651,traurig::A,trist,грустный
652,lebendig::A,yn fyw,живой
653,gut::A,da,хороший
654,schlecht::A,drwg,плохой
655,schlecht::A,gwael,плохой
656,richtig::A,cywir,правильный
657,schlimm::A,enbyd,отвратительный
658,schlimm::A,enbyd,мерзкий
659,wahr::A,gwir,настоящий
660,alt::A,hen,старый
661,neu::A,newydd,новый
662,ehemalig::A,blaenorol,бывший
663,alt[Lebewesen]::A,oedrannus,пожилой
664,jung::A,ifanc,молодой
665,arm::A,tlawd,бедный
666,reich::A,cyfoethog,богатый
667,bekannt::A,cynefin,знакомый
668,bekannt::A,cyfarwydd,знакомый
669,berühmt::A,enwog,знаменитый
670,fremd::A,estron,чужой
671,verschieden::A,gwahanol,разный
672,nah::A,agos,близкий
673,fern::A,pell,далекий
674,linker::A,aswy,левый
675,linker::A,chwith,левый
676,rechter::A,de,правый
677,rechter::A,deau,правый
678,anderer::A,arall,другой
679,erster::A,cyntaf,первый
680,zweiter::A,ail,второй
681,dritter::A,trydydd,третий
682,letzter::A,olaf,последний
683,allein::ADV,unig,один
684,allein::ADV,ar ei ben ei hun,один
685,auf einmal::ADV,ar yr un pryd,сразу
686,zusammen::ADV,ynghyd,вместе
687,zusammen::ADV,gyda'i gilydd,вместе
688,lange::ADV,amser hir,долго
689,plötzlich::ADV,yn sydyn,вдруг
690,sofort::ADV,ar unwaith,тотчас
691,später::ADV,yn ddiweddarach,позже
692,jetzt::ADV,yn awr,сейчас
693,heute::ADV,heddiw,сегодня
694,morgen::ADV,yfory,завтра
695,bald::ADV,yn fuan,скоро
696,bald::ADV,gyda hyn,скоро
697,dann::ADV,yna,потом
698,dann::ADV,y pryd hwnnw,потом
699,gestern::ADV,ddoe,вчера
700,einst::ADV,gynt,однажды
701,damals::ADV,ar y pryd,тогда
702,damals::ADV,bryd hynny,тогда
703,danach::ADV,wedyn,затем
704,vorher::ADV,o'r blaen,раньше
705,zuerst::ADV,yn gyntaf,сперва
706,einmal::ADV,unwaith,раз
707,manchmal::ADV,weithiau,иногда
708,manchmal::ADV,ar brydiau,иногда
709,oft::ADV,yn aml,часто
710,oft::ADV,yn fynych,часто
711,immer::ADV,bob amser,всегда
712,niemals::ADV,ni ... byth,никогда
713,niemals::ADV,ni ... erioed,никогда
714,hier::ADV,yma,здесь
715,hierhin::ADV,hyd yma,сюда
716,von hier::ADV,oddi yma,отсюда
717,dort::ADV,acw,там
718,dorthin::ADV,tuag yno,туда
719,geradeaus::ADV,syth ymlaen,прямо
720,vorwärts::ADV,ymlaen,вперед
721,rückwärts::ADV,yn ôl,назад
722,zurück::ADV,yn ôl,обратно
723,unten::ADV,isod,внизу
724,unten::ADV,oddi tanodd,внизу
725,hinab::ADV,i lawr,вниз
726,hinab::ADV,i waered,вниз
727,oben::ADV,fry,наверху
728,hinauf::ADV,i fyny,вверх
729,hinauf::ADV,i'r lan,вверх
730,überall::ADV,ym mhobman,везде
731,nicht::ADV,ni,не
732,nicht::ADV,nid,не
733,ein wenig::ADV,tipyn,немного
734,ein wenig::ADV,ychydig,немного
735,kaum::ADV,prin,едва
736,sehr::ADV,iawn,очень
737,so::ADV,fel,так
738,so::ADV,felly,так
739,noch::ADV,eto,еще
740,nur::ADV,yn unig,только
741,schon::ADV,eisoes,уже
742,schon::ADV,yn barod,уже
743,wieder::ADV,drachefn,опять
744,vergebens::ADV,yn ofer,напрасно
745,vor::PRP,o flaen,перед
746,hinter::PRP,ar ôl,за
747,hinter::PRP,ar ôl,позади
748,unter::PRP,islaw,под
749,durch::PRP,trwy,сквозь
750,neben::PRP,ar bwys,возле
751,zwischen::PRP,rhwng,между
752,zwischen::PRP,cydrhwng,между
753,wegen::PRP,o achos,из-за
754,wegen::PRP,oherwydd,из-за
755,dies::PRN,hyn,это
756,das::PRN,hynny,то
757,alles::PRN,popeth,все
758,ich::PRN,fi,я
759,du::PRN,ti,ты
760,er::PRN,fe,он
761,wir::PRN,ni,мы
762,ihr::PRN,chi,вы
763,sie::PRN,hwy,они
764,was::FPRN,pa beth,что
765,wer::FPRN,pwy,кто
766,wo::FADV,ble,где
767,wo::FADV,ym mha le,где
768,wohin::FADV,i ble,куда
769,wohin::FADV,i ba le,куда
770,wie::FADV,sut,как
771,warum::FADV,pam,почему
772,wieviel::FNUM,faint,сколько
773,eins::NUM,un,один
774,zwei::NUM,dau,два
775,drei::NUM,tri,три
776,vier::NUM,pedwar,четыре
777,fünf::NUM,pump,пять
778,sechs::NUM,chwech,шесть
779,sieben::NUM,saith,семь
780,acht::NUM,wyth,восемь
781,neun::NUM,naw,девять
782,zehn::NUM,deg,десять
783,elf::NUM,un ar ddeg,одиннадцать
784,zwölf::NUM,deuddeg,двенадцать
785,zwölf::NUM,un deg dau,двенадцать
786,zwanzig::NUM,ugain,двадцать
787,dreißig::NUM,tri deg,тридцать
788,dreißig::NUM,deg ar hugain,тридцать
789,vierzig::NUM,deugain,сорок
790,fünfzig::NUM,hanner cant,пятьдесят
791,sechzig::NUM,chwe deg,шестьдесят
792,siebzig::NUM,saith deg,семьдесят
793,siebzig::NUM,deg a thrigain,семьдесят
794,achtzig::NUM,wyth deg,восемьдесят
795,achtzig::NUM,pedar ugain,восемьдесят
796,neunzig::NUM,naw deg,девяносто
797,neunzig::NUM,deg a phedwar ugain,девяносто
798,hundert::NUM,cant,сто
799,tausend::NUM,mil,тысяча
800,und::CNJ,a,и
801,oder::CNJ,neu,или
802,oder::CNJ,neu,либо
803,stehen::V,sefyll,стоять
804,sitzen::V,eistedd,сидеть
805,liegen::V,gorwedd,лежать
806,hängen::V,hongian,висеть
807,werden::V,dod yn,стать
808,werden::V,mynd yn,стать
809,passieren::V,digwydd,случиться
810,beginnen::V,cychwyn,начаться
811,enden::V,gorffen,кончиться
812,wechseln::V,newid,меняться
813,aufgehen[Sonne]::V,codi,взойти
814,untergehen[Sonne]::V,machlud,зайти
815,scheinen[Sonne]::V,tywynnu,светить
816,donnern::V,taranu,греметь
817,wehen::V,chwythu,дуть
