,Concept_ID,pl,uk
72,Erde::N,ziemia,земля
73,Staub::N,pył,пил
74,Staub::N,kurz,пил
75,Rauch::N,dym,дим
76,Funke::N,iskra,іскра
77,Feuer::N,ogień,вогонь
78,Licht::N,światło,світло
79,Schatten::N,cień,тінь
80,Wetter::N,pogoda,погода
81,Nebel::N,mgła,туман
82,Wolke::N,obłok,хмара
83,Wolke::N,chmura,хмара
84,Regen::N,deszcz,дощ
85,Schnee::N,śnieg,сніг
86,Eis::N,lód,лід
87,Frost::N,mróz,мороз
88,Kälte::N,chłód,холод
89,Hitze::N,gorąco,жар
90,Raureif::N,szron,іній
91,Regenbogen::N,tęcza,райдуга
92,Donner::N,grzmot,грім
93,Strömung::N,nurt,струмина
94,Tropfen::N,kropla,крапля
95,Schaum::N,piana,піна
96,Schmutz::N,brud,бруд
97,See::N,jezioro,озеро
98,Sumpf::N,bagno,драговина
99,Moor::N,bagno,болото
100,Wiese::N,łąka,луг
101,Wiese::N,łąka,лука
102,Wald::N,las,ліс
103,Hügel::N,pagórek,горб
104,Anhöhe::N,wzgórze,височина
105,Berg::N,góra,гора
106,Gipfel::N,szczyt,вершина
107,Gipfel::N,wierzchołek,вершина
108,Höhle::N,pieczara,печера
109,Abhang::N,stok,схил
110,Abhang::N,zbocze,схил
111,Quelle::N,zdrój,джерело
112,Quelle::N,źródło,джерело
113,Bach::N,potok,струмок
114,Bach::N,strumień,струмок
115,Fluss::N,rzeka,річка
116,Ufer::N,brzeg,берег
117,Küste::N,wybrzeże,узбережжя
118,Festland::N,ląd,суша
119,Meer::N,morze,море
120,Bucht::N,zatoka,бухта
121,Bucht::N,zatoka,затока
122,Insel::N,wyspa,острів
123,Blume::N,kwiat,квітка
124,Gras::N,trawa,трава
125,Wurzel::N,korzeń,корінь
126,Baum::N,drzewo,дерево
127,Stamm::N,pień,стовбур
128,Rinde::N,kora,кора
129,Ast::N,gałąź,гілка
130,Zweig::N,gałąź,галузь
131,Blatt::N,liść,лист
132,Birke::N,brzoza,береза
133,Kiefer[Baum]::N,sosna,сосна
134,Weide[Baum]::N,wierzba,верба
135,Tanne::N,jodła,ялиця
136,Horn::N,róg,ріг
137,Feder::N,pióro,перо
138,Fell::N,futro,хутро
139,Flügel::N,skrzydło,крило
140,Klaue::N,szpon,кіготь
141,Kralle::N,pazur,лапа
142,Schwanz::N,ogon,хвіст
143,Ei::N,jajko,яйце
144,Nest::N,gniazdo,гніздо
145,Bau::N,nora,лігво
146,Tier::N,zwierzę,тварина
147,Herde::N,stado,стадо
148,Herde::N,trzoda,стадо
149,Kuh::N,krowa,корова
150,Bulle::N,byk,бик
151,Bulle::N,byk,бугай
152,Pferd::N,koń,кінь
153,Schaf::N,owca,вівця
154,Schwein::N,świnia,свиня
155,Hund::N,pies,собака
156,Katze::N,kot,кішка
157,Katze::N,kotka,кішка
158,Bär::N,niedźwiedż,ведмідь
159,Eichhörnchen::N,wiewiórka,білка
160,Elch::N,łóś,лось
161,Fuchs::N,lis,лисиця
162,Hase::N,zając,заєць
163,Maus::N,mysz,миша
164,Wolf::N,wilk,вовк
165,Vogel::N,ptak,птах
166,Schwarm::N,stado,зграя
167,Huhn::N,kura,курка
168,Hahn::N,kogut,півень
169,Gans::N,gęś,гуска
170,Adler::N,orzeł,орел
171,Ente::N,kaczka,качка
172,Eule::N,sowa,сова
173,Kranich::N,żuraw,журавель
174,Krähe::N,wrona,ворона
175,Kuckuck::N,kukułka,зозуля
176,Schwan::N,łabędż,лебідь
177,Fisch::N,ryba,риба
178,Barsch::N,okoń,окунь
179,Hecht::N,szczupak,щука
180,Schlange[Tier]::N,wąż,змія
181,Schlange[Tier]::N,żmija,змія
182,Wurm::N,robak,черв’як
183,Spinne::N,pająk,павук
184,Ameise::N,mrówka,мурашка
185,Laus::N,wesz,воша
186,Mücke::N,komar,комар
187,Fliege::N,mucha,муха
188,Schmetterling::N,motyl,метелик
189,Beere::N,jagoda,ягода
190,Apfel::N,jabłko,яблуко
191,Pilz::N,grzyb,гриб
192,Zwiebel::N,cebula,цибуля
193,Saat::N,siew,сім’я
194,Korn::N,ziarno,зерно
195,Heu::N,siano,сіно
196,Schale::N,łupina,шкірка
197,Grube::N,dół,яма
198,Grube::N,jama,яма
199,Falle::N,pułapka,пастка
200,Schlinge::N,sidła,петля
201,Spur::N,ślad,слід
202,Asche::N,popiół,зола
203,Asche::N,popiół,попіл
204,Dreck::N,brud,бруд
205,Eisen::N,żelazo,залізо
206,Gold::N,złoto,золото
207,Silber::N,srebro,срібло
208,Kohle::N,węgiel,вугілля
209,Glas::N,szkło,скло
210,Lehm::N,glina,глина
211,Sand::N,piasek,пісок
212,Mensch::N,człowiek,людина
213,Mann::N,mężczyzna,чоловік
214,Frau::N,kobieta,жінка
215,Kind::N,dziecko,дитина
216,Junge::N,chłopak,хлопець
217,Junge::N,chłopiec,хлопець
218,Mädchen::N,dziewczynka,дівчина
219,Familie::N,rodzina,сім’я
220,Familie::N,rodzina,родина
221,Großvater::N,dziadek,дідусь
222,Großmutter::N,babka,бабуся
223,Eltern::N,rodzice,батьки
224,Vater::N,ojciec,батько
225,Mutter::N,matka,мати
226,Sohn::N,syn,син
227,Tochter::N,córka,дочка
228,Bruder::N,brat,брат
229,Schwester::N,siostra,сестра
230,Onkel::N,wuj,дядько
231,Onkel::N,stryj,дядько
232,Tante::N,ciotka,тітка
233,Ehemann::N,mąż,чоловік
234,Ehefrau::N,żona,жінка
235,Ehefrau::N,żona,дружина
236,Freude::N,radość,радощі
237,Gelächter::N,śmiech,сміх
238,Glück::N,szczęście,щастя
239,Kummer::N,zmartwienie,горе
240,Wunsch::N,życzenie,бажання
241,Lust::N,chęć,бажання
242,Lust::N,ochota,бажання
243,Geist::N,duch,дух
244,Gedanke::N,myśl,думка
245,Gedächtnis::N,pamięć,пам’ять
246,Verstand::N,rozum,розум
247,Sinn::N,zmysł,зміст
248,Sinn::N,zmysł,значення
249,Grund::N,powód,причина
250,Wahrheit::N,prawda,правда
251,Gespräch::N,rozmowa,розмова
252,Märchen::N,bajka,байка
253,Erzählung::N,opowiadanie,повість
254,Erzählung::N,opowiadanie,оповідання
255,Nachricht::N,wiadomość,повідомлення
256,Neuigkeit::N,nowina,новина
257,Name::N,imię,ім’я
258,Rätsel::N,zagadka,загадка
259,Rede::N,mowa,промова
260,Sprache::N,język,мова
261,Stimme::N,głos,голос
262,Wort::N,słowo,слово
263,Zeichen::N,znak,знак
264,Ruf::N,wołanie,оклик
265,Lärm::N,hałas,шум
266,Lärm::N,zgiełk,шум
267,Laut::N,dźwięk,звук
268,Ton::N,ton,тон
269,Ton::N,dźwięk,тон
270,Lied::N,pieśń,пісня
271,Lied::N,piosenka,пісня
272,Ruhe::N,spokój,спокій
273,Leute::N,ludzie,люди
274,Volk::N,naród,народ
275,Arbeit::N,praca,робота
276,Arbeit::N,robota,робота
277,Gast::N,gość,гість
278,Geschenk::N,prezent,подарунок
279,Geschenk::N,podarunek,подарунок
280,Spiel::N,gra,гра
281,Spiel::N,zabawa,гра
282,Gesellschaft::N,towarzystwo,товариство
283,Hilfe::N,pomoc,допомога
284,Freund::N,przyjaciel,друг
285,Freund::N,przyjaciel,приятель
286,Kamerad::N,kolega,товариш
287,Angelegenheit::N,sprawa,справа
288,Anzahl::N,ilość,число
289,Art::N,rodzaj,рід
290,Stück::N,kawałek,кусок
291,Teil::N,część,частина
292,Hälfte::N,połowa,половина
293,Kreis::N,krąg,круг
294,Kreis::N,krąg,коло
295,Kreuz::N,krzyż,хрест
296,Linie::N,linia,лінія
297,Strich::N,kreska,штрих
298,Abstand::N,odstęp,проміжок
299,Entfernung::N,odległość,відстань
300,Gegend::N,okolica,місцевість
301,Platz::N,miejsce,площа
302,Ort::N,miejsce,місце
303,Seite::N,bok,сторона
304,Seite::N,strona,сторона
305,Mitte::N,środek,середина
306,Gegenstand::N,przedmiot,предмет
307,Sache::N,rzecz,річ
308,Rand::N,skraj,край
309,Rand::N,krawędź,край
310,Kante::N,kant,ребро
311,Kante::N,krawędź,ребро
312,Ecke::N,róg,ріг
313,Spitze::N,ostrze,кінчик
314,Ende::N,koniec,кінець
315,Loch::N,dziura,діра
316,Winkel::N,kąt,куток
317,Winkel::N,kącik,куток
318,Muster::N,wzór,узор
319,Größe::N,rozmiar,розмір
320,Größe::N,wielkość,розмір
321,Länge::N,długość,довжина
322,Höhe::N,wysokość,висота
323,Gewicht::N,ciężar,вага
324,Menge::N,ilość,кількість
325,Haufen::N,kupa,купа
326,Reihe::N,rząd,ряд
327,Reihe::N,szereg,ряд
328,Boot::N,łódź,човен
329,Boot::N,łódka,човен
330,Ruder::N,wiosło,весло
331,Schlitten::N,sanki,сани
332,Ski::N,narta,лижа
333,Lagerfeuer::N,ognisko,вогнище
334,Last::N,ciężar,тягар
335,Last::N,ciężar,вантаж
336,Last::N,brzemię,тягар
337,Last::N,brzemię,вантаж
338,Gang::N,chód,хід
339,Schritt::N,krok,крок
340,Norden::N,północ,північ
341,Süden::N,południe,південь
342,Westen::N,zachód,захід
343,Osten::N,wschód,схід
344,Holz::N,drzewo,дрова
345,Brett::N,deska,дошка
346,Platte::N,płyta,плита
347,Stütze::N,podpora,підпірка
348,Stange::N,drąg,жердина
349,Stange::N,żerdź,жердина
350,Stock::N,kij,палиця
351,Stock::N,laska,палиця
352,Stab::N,pręt,палиця
353,Rohr::N,rura,труба
354,Haus::N,dom,дім
355,Haus::N,dom,хата
356,Heim::N,dom,житло
357,Ofen::N,piec,піч
358,Fußboden::N,podłoga,підлога
359,Tisch::N,stół,стіл
360,Stuhl::N,krzesło,стілець
361,Wiege::N,kołyska,колиска
362,Bett::N,łóżko,ліжко
363,Bett::N,łóżko,постіль
364,Bett::N,pościel,ліжко
365,Bett::N,pościel,постіль
366,Regal::N,regał,полиця
367,Kiste::N,skrzynia,ящик
368,Fenster::N,okno,вікно
369,Tür::N,drzwi,двері
370,Tor::N,brama,ворота
371,Zaun::N,płot,паркан
372,Zaun::N,płot,огорожа
373,Zaun::N,parkan,паркан
374,Zaun::N,parkan,огорожа
375,Dach::N,dach,дах
376,Leiter::N,drabina,драбина
377,Besen::N,miotła,мітла
378,Spaten::N,rydel,заступ
379,Schaufel::N,łopata,совок
380,Schaufel::N,łopata,лопата
381,Gabel::N,widelec,виделка
382,Löffel::N,łyżka,ложка
383,Messer::N,nóż,ніж
384,Nagel::N,gwóźdź,цвях
385,Netz::N,sieć,сіть
386,Haken::N,hak,крюк
387,Griff::N,chwyt,ручка
388,Griff::N,chwyt,держак
389,Schloss::N,zamek,замок
390,Bild::N,obraz,картина
391,Figur::N,figura,фігура
392,Puppe::N,lalka,лялька
393,Beutel::N,torba,мішечок
394,Beutel::N,torba,торбинка
395,Bündel::N,wiązka,в’язка
396,Tasche::N,torba,сумка
397,Eimer::N,kubeł,відро
398,Eimer::N,wiadro,відро
399,Deckel::N,przykrywka,кришка
400,Geschirr::N,statki,посуд
401,Geschirr::N,naczynia,посуд
402,Sack::N,worek,мішок
403,Tasse::N,filiżanka,чашка
404,Topf::N,garnek,горщик
405,Kessel::N,kocioł,котел
406,Essen::N,jedzenie,їжа
407,Nahrung::N,pokarm,харч
408,Nahrung::N,pożywienie,харч
409,Speise::N,potrawa,страва
410,Speise::N,jedzenie,страва
411,Fleisch::N,mięso,м’ясо
412,Getreide::N,zboże,хліб
413,Getreide::N,zboże,збіжжя
414,Brei::N,kasza,каша
415,Brot::N,chleb,хліб
416,Scheibe::N,kromka,скибочка
417,Fett::N,tłuszcz,жир
418,Butter::N,masło,масло
419,Öl::N,olej,олія
420,Salz::N,sól,сіль
421,Suppe::N,zupa,суп
422,Honig::N,miód,мед
423,Milch::N,mleko,молоко
424,Tee::N,herbata,чай
425,Leder::N,skóra,шкіра
426,Wolle::N,wełna,шерсть
427,Stoff::N,tkanina,тканина
428,Stoff::N,materiał,тканина
429,Nadel::N,igła,голка
430,Faden::N,nić,нитка
431,Faden::N,nitka,нитка
432,Knopf::N,guzik,ґудзик
433,Knoten::N,węzeł,вузол
434,Farbe::N,farba,фарба
435,Kleidung::N,odzież,одяг
436,Kleidung::N,odzież,убрання
437,Hemd::N,koszula,сорочка
438,Kragen::N,kołnierz,комір
439,Ärmel::N,rękaw,рукав
440,Hose::N,spodnie,брюки
441,Gürtel::N,pasek,пояс
442,Mütze::N,czapka,шапка
443,Schuh::N,but,ботинок
444,Schuh::N,bucik,ботинок
445,Stiefel::N,but,чобіт
446,Stiefel::N,kozak,чобіт
447,Ring::N,pierścień,кільце
448,Band::N,wstęga,стрічка
449,Kamm::N,grzebień,гребінець
450,Spiegel::N,lustro,дзеркало
451,Riemen::N,rzemień,ремінь
452,Schnur::N,sznur,вірьовка
453,Leine::N,smycz,шворка
454,Decke::N,kołdra,ковдра
455,Kissen::N,poduszka,подушка
456,Tuch::N,chustka,хустка
457,Handtuch::N,ręcznik,рушник
458,Kraft::N,moc,сила
459,Kraft::N,siła,сила
460,Stärke::N,moc,сила
461,Stärke::N,siła,сила
462,Gesundheit::N,zdrowie,здоров’я
463,Krankheit::N,choroba,хвороба
464,Schmerz::N,ból,біль
465,Wunde::N,rana,рана
466,Fieber::N,gorączka,гарячка
467,Arznei::N,lekarstwo,ліки
468,Brücke::N,most,міст
469,Brunnen::N,studnia,колодязь
470,Weide::N,pastwisko,пасовище
471,Pfad::N,ścieżka,стежка
472,Weg::N,droga,шлях
473,Weg::N,droga,дорога
474,Straße::N,ulica,вулиця
475,Dorf::N,wieś,село
476,Stadt::N,miasto,місто
477,Brief::N,list,лист
478,Buch::N,książka,книга
479,Buch::N,książka,книжка
480,Buchstabe::N,litera,буква
481,Buchstabe::N,litera,літера
482,Zeitung::N,gazeta,газета
483,Zeitung::N,dziennik,газета
484,Leben::N,życie,життя
485,Tod::N,śmierć,смерть
486,Grab::N,grób,могила
487,Kirche::N,kościół,церква
488,Sünde::N,grzech,гріх
489,Gott::N,bóg,бог
490,Arbeiter::N,robotnik,робітник
491,Chef::N,szef,хазяїн
492,Meister::N,mistrz,умілець
493,Meister::N,majster,умілець
494,Arzt::N,lekarz,лікар
495,Lehrer::N,nauczyciel,вчитель
496,Geld::N,pieniądze,гроші
497,Geschäft::N,sprawa,заняття
498,Geschäft::N,interes,заняття
499,Laden::N,sklep,магазин
500,Laden::N,sklep,крамниця
501,Preis::N,cena,ціна
502,Ware::N,towar,товар
503,Nutzen::N,pożytek,вигода
504,Nutzen::N,pożytek,користь
505,Reichtum::N,bogactwo,багатство
506,Welt::N,świat,світ
507,Land::N,kraj,країна
508,Staat::N,państwo,держава
509,König::N,król,король
510,Macht::N,władza,влада
511,Grenze::N,granica,кордон
512,Krieg::N,wojna,війна
513,Feind::N,wróg,ворог
514,Gewalt::N,władza,насильство
515,Kampf::N,bój,бій
516,Kampf::N,bój,боротьба
517,Kampf::N,walka,бій
518,Kampf::N,walka,боротьба
519,Bogen[Waffe]::N,łuk,лук
520,Pfeil::N,strzała,стріла
521,Gewehr::N,karabin,рушниця
522,Gewehr::N,karabin,гвинтівка
523,Fehler::N,błąd,помилка
524,Lüge::N,kłamstwo,брехня
525,Schaden::N,szkoda,шкода
526,Schaden::N,szkoda,збиток
527,Unglück::N,nieszczęście,нещастя
528,Schuld::N,wina,провина
529,Alter::N,wiek,вік
530,Alter::N,wiek,літа
531,Schluss::N,koniec,кінець
532,Schluss::N,zakończenie,кінець
533,Zeit::N,czas,час
534,Tag::N,dzień,день
535,Morgen::N,ranek,ранок
536,Morgen::N,poranek,ранок
537,Mittag::N,południe,південь
538,Abend::N,wieczór,вечір
539,Nacht::N,noc,ніч
540,Woche::N,tydzień,тиждень
541,Monat::N,miesiąc,місяць
542,Jahr::N,rok,рік
543,Frühling::N,wiosna,весна
544,Sommer::N,lato,літо
545,Herbst::N,jesień,осінь
546,Winter::N,zima,зима
547,Januar::N,styczeń,січень
548,Februar::N,luty,лютий
549,März::N,marzec,березень
550,April::N,kwiecień,квітень
551,Mai::N,maj,травень
552,Juni::N,czerwiec,червень
553,Juli::N,lipiec,липень
554,August::N,sierpień,серпень
555,September::N,wrzesień,вересень
556,Oktober::N,październik,жовтень
557,November::N,listopad,листопад
558,Dezember::N,grudzień,грудень
559,Montag::N,poniedziałek,понеділок
560,Dienstag::N,wtorek,вівторок
561,Mittwoch::N,środa,середа
562,Donnerstag::N,czwartek,четвер
563,Freitag::N,piątek,п’ятниця
564,Samstag::N,sobota,субота
565,Sonntag::N,niedziela,неділя
566,groß::A,duży,великий
567,groß::A,wielki,великий
568,klein::A,mały,малий
569,klein::A,mały,маленький
570,lang::A,długi,довгий
571,kurz::A,krótki,короткий
572,breit::A,szeroki,широкий
573,schmal::A,wąski,вузький
574,dicht::A,gęsty,густий
575,dick[Gegenstand]::A,gruby,товстий
576,dünn::A,cienki,тонкий
577,fein::A,drobny,дрібний
578,fest::A,mocny,міцний
579,fest::A,twardy,міцний
580,flach::A,płaski,плоский
581,glatt::A,gładki,рівний
582,glatt::A,gładki,гладенький
583,hart::A,twardy,твердий
584,weich::A,miękki,м’який
585,rund::A,okrągły,круглий
586,spitz::A,spiczasty,гострокінцевий
587,scharf::A,ostry,гострий
588,stumpf::A,tępy,тупий
589,schwer::A,ciężki,важкий
590,schön::A,ładny,вродливий
591,schön::A,piękny,вродливий
592,heiß::A,gorący,жаркий
593,heiß::A,gorący,гарячий
594,warm::A,ciepły,теплий
595,kalt::A,zimny,холодний
596,kühl::A,chłodny,прохолодний
597,frisch::A,świeży,свіжий
598,feucht::A,wilgotny,вогкий
599,nass::A,mokry,мокрий
600,trocken::A,suchy,сухий
601,voll::A,pełny,повний
602,leer::A,pusty,пустий
603,leer::A,próżny,пустий
604,offen::A,otwarty,відкритий
605,geschlossen::A,zamknięty,закритий
606,geschlossen::A,zamknięty,зачинений
607,sauber::A,czysty,чистий
608,sauber::A,czysty,охайний
609,schmutzig::A,brudny,брудний
610,roh::A,surowy,сирий
611,reif::A,dojrzały,зрілий
612,lecker::A,smaczny,смачний
613,süß::A,słodki,солодкий
614,bitter::A,gorzki,гіркий
615,sauer::A,kwaśny,кислий
616,hell::A,jasny,світлий
617,dunkel::A,ciemny,темний
618,schwarz::A,czarny,чорний
619,weiß::A,biały,сивий
620,rot::A,czerwony,червоний
621,gelb::A,żółty,жовтий
622,blau::A,błękitny,синій
623,blau::A,niebieski,синій
624,grün::A,zielony,зелений
625,grau::A,szary,сірий
626,bunt::A,barwny,барвистий
627,billig::A,tani,дешевий
628,teuer::A,drogi,дорогий
629,wertvoll::A,cenny,цінний
630,blind::A,ślepy,сліпий
631,taub::A,głuchy,глухий
632,kräftig::A,mocny,могутній
633,stark::A,silny,сильний
634,schwach::A,słaby,слабкий
635,fett::A,tłusty,жирний
636,fett::A,tłusty,товстий
637,schlank::A,smukły,тонкий
638,schlank::A,smukły,стрункий
639,hübsch::A,ładny,чарівний
640,böse::A,zły,злий
641,böse::A,zły,лихий
642,dumm::A,głupi,дурний
643,faul::A,leniwy,ледачий
644,fleißig::A,pilny,старанний
645,geizig::A,skąpy,скупий
646,klug::A,mądry,мудрий
647,klug::A,mądry,розумний
648,geschickt::A,zręczny,умілий
649,lieb::A,miły,милий
650,lustig::A,wesoły,веселий
651,sanft::A,łagodny,лагідний
652,hungrig::A,głodny,голодний
653,krank::A,chory,слабий
654,nackt::A,nagi,голий
655,traurig::A,smutny,сумний
656,lebendig::A,żywy,живий
657,gut::A,dobry,добрий
658,schlecht::A,zły,поганий
659,schlecht::A,zły,кепський
660,richtig::A,słuszny,правильний
661,richtig::A,właściwy,правильний
662,schlimm::A,zły,бридкий
663,wahr::A,prawdziwy,справжній
664,alt::A,stary,старий
665,neu::A,nowy,новий
666,ehemalig::A,były,колишній
667,alt[Lebewesen]::A,stary,старий
668,jung::A,młody,молодий
669,arm::A,ubogi,бідний
670,arm::A,biedny,бідний
671,reich::A,bogaty,багатий
672,bekannt::A,znany,знайомий
673,berühmt::A,słynny,славетний
674,fremd::A,obcy,чужий
675,fremd::A,cudzy,чужий
676,verschieden::A,różny,різний
677,nah::A,bliski,близький
678,fern::A,daleki,далекий
679,linker::A,lewy,лівий
680,rechter::A,prawy,правий
681,anderer::A,inny,інакший
682,erster::A,pierwszy,перший
683,zweiter::A,drugi,другий
684,dritter::A,trzeci,третій
685,letzter::A,ostatni,останній
686,allein::ADV,sam,сам
687,allein::ADV,sam,один
688,auf einmal::ADV,naraz,відразу
689,zusammen::ADV,razem,разом
690,zusammen::ADV,razem,спільно
691,lange::ADV,długo,довго
692,plötzlich::ADV,nagle,раптом
693,sofort::ADV,natychmiast,зараз
694,später::ADV,później,пізніше
695,jetzt::ADV,teraz,тепер
696,jetzt::ADV,obecnie,тепер
697,heute::ADV,dziś,сьогодні
698,heute::ADV,dzisiaj,сьогодні
699,morgen::ADV,jutro,завтра
700,bald::ADV,wkrótce,незабаром
701,dann::ADV,potem,потім
702,gestern::ADV,wczoraj,вчора
703,einst::ADV,kiedyś,колись
704,einst::ADV,niegdyś,колись
705,damals::ADV,wtedy,тоді
706,damals::ADV,wówczas,тоді
707,danach::ADV,następnie,згодом
708,vorher::ADV,przedtem,раніше
709,zuerst::ADV,naprzód,спершу
710,zuerst::ADV,naprzód,спочатку
711,zuerst::ADV,najpierw,спершу
712,zuerst::ADV,najpierw,спочатку
713,einmal::ADV,raz,один раз
714,manchmal::ADV,czasem,іноді
715,manchmal::ADV,czasem,інколи
716,oft::ADV,często,часто
717,immer::ADV,zawsze,завжди
718,niemals::ADV,nigdy,ніколи
719,hier::ADV,tu,тут
720,hier::ADV,tutaj,тут
721,hierhin::ADV,tu,сюди
722,von hier::ADV,stąd,звідси
723,dort::ADV,tam,там
724,dorthin::ADV,tam,туди
725,geradeaus::ADV,prosto,прямо
726,vorwärts::ADV,naprzód,вперед
727,rückwärts::ADV,wstecz,назад
728,zurück::ADV,z powrotem,назад
729,unten::ADV,u dołu,внизу
730,unten::ADV,na dole,внизу
731,hinab::ADV,na_dół,вниз
732,hinab::ADV,w_dół,вниз
733,oben::ADV,w górze,вгорі
734,oben::ADV,na górze,вгорі
735,hinauf::ADV,w górę,вгору
736,hinauf::ADV,na górę,вгору
737,überall::ADV,wszędzie,скрізь
738,nicht::ADV,nie,не
739,ein wenig::ADV,trochę,трохи
740,ein wenig::ADV,trochę,небагато
741,kaum::ADV,ledwie,ледве
742,kaum::ADV,prawie nie,ледве
743,sehr::ADV,bardzo,дуже
744,so::ADV,tak,так
745,noch::ADV,jeszcze,ще
746,nur::ADV,tylko,лише
747,nur::ADV,tylko,тільки
748,schon::ADV,już,вже
749,wieder::ADV,znów,знову
750,wieder::ADV,znowu,знову
751,vergebens::ADV,na próżno,дарма
752,vor::PRP,przed,перед
753,hinter::PRP,za,ззаду
754,hinter::PRP,za,позаду
755,unter::PRP,pod,під
756,durch::PRP,przez,крізь
757,neben::PRP,obok,біля
758,zwischen::PRP,między,між
759,wegen::PRP,z powodu,з-за
760,wegen::PRP,z powodu,через
761,dies::PRN,to,це
762,das::PRN,to,то
763,alles::PRN,wszystko,все
764,ich::PRN,ja,я
765,du::PRN,ty,ти
766,er::PRN,on,він
767,wir::PRN,my,ми
768,ihr::PRN,wy,ви
769,sie::PRN,oni,вони
770,was::FPRN,co,що
771,wer::FPRN,kto,хто
772,wo::FADV,gdzie,де
773,wohin::FADV,dokąd,куди
774,wie::FADV,jak,як
775,warum::FADV,dlaczego,чому
776,wieviel::FNUM,ile,скільки
777,eins::NUM,jeden,один
778,zwei::NUM,dwa,два
779,drei::NUM,trzy,три
780,vier::NUM,cztery,чотири
781,fünf::NUM,pięć,п’ять
782,sechs::NUM,sześć,шість
783,sieben::NUM,siedem,сім
784,acht::NUM,osiem,вісім
785,neun::NUM,dziewięć,дев’ять
786,zehn::NUM,dziesięć,десять
787,elf::NUM,jedenaście,одинадцять
788,zwölf::NUM,dwanaście,дванадцять
789,zwanzig::NUM,dwadzieścia,двадцять
790,dreißig::NUM,trzydzieści,тридцять
791,vierzig::NUM,czterdzieści,сорок
792,fünfzig::NUM,pięćdziesiąt,п’ятдесят
793,sechzig::NUM,sześćdziesiąt,шістдесят
794,siebzig::NUM,siedemdziesiąt,сімдесят
795,achtzig::NUM,osiemdziesiąt,вісімдесят
796,neunzig::NUM,dziewięćdziesiąt,дев’яносто
797,hundert::NUM,sto,сто
798,tausend::NUM,tysiąc,тисяча
799,und::CNJ,i,і
800,oder::CNJ,lub,або
801,oder::CNJ,albo,або
802,stehen::V,stać,стояти
803,sitzen::V,siedzieć,сидіти
804,liegen::V,leżeć,лежати
805,hängen::V,wisieć,висіти
806,werden::V,zostać,стати
807,werden::V,zostać,робитися
808,werden::V,stać się,стати
809,werden::V,stać się,робитися
810,passieren::V,dziać się,трапитися
811,passieren::V,zdarzyć się,трапитися
812,beginnen::V,zacząć się,початися
813,enden::V,kończyć się,кінчитися
814,wechseln::V,zmienić się,мінятися
815,aufgehen[Sonne]::V,wzejść,зійти
816,untergehen[Sonne]::V,zajść,зайти
817,scheinen[Sonne]::V,świecić,світити
818,donnern::V,grzmieć,гриміти
819,wehen::V,wiać,віяти
820,strömen::V,płynąć,литися
821,strömen::V,lać się,литися
822,fließen::V,ciec,текти
823,fließen::V,płynąć,текти
824,sich drehen::V,obracać się,обертатися
825,schwanken::V,chwiać się,коливатися
