,Concept_ID,he,ru
193,Spur::N,עקבה,след
194,Asche::N,אפר,зола
195,Asche::N,אפר,пепел
196,Dreck::N,זהמה,грязь
197,Eisen::N,ברזל,железо
198,Gold::N,זהב,золото
199,Silber::N,כסף,серебро
200,Kohle::N,פחם,уголь
201,Glas::N,זכוכית,стекло
202,Lehm::N,חרסית,глина
203,Sand::N,חול,песок
204,Mensch::N,אדם,человек
205,Mann::N,איש,мужчина
206,Mann::N,גבר,мужчина
207,Frau::N,אשה,женщина
208,Frau::N,גברת,женщина
209,Kind::N,ילד,ребенок
210,Junge::N,ילד,мальчик
211,Mädchen::N,נערה,девочка
212,Familie::N,משפחה,семья
213,Großvater::N,סבא,дедушка
214,Großmutter::N,סבתא,бабушка
215,Eltern::N,הורים,родители
216,Vater::N,אב,отец
217,Mutter::N,אם,мать
218,Sohn::N,בן,сын
219,Tochter::N,בת,дочь
220,Bruder::N,אח,брат
221,Schwester::N,אחות,сестра
222,Onkel::N,דוד,дядя
223,Tante::N,דודה,тетя
224,Ehemann::N,איש,муж
225,Ehemann::N,בעל,муж
226,Ehefrau::N,אשה,жена
227,Freude::N,שמחה,радость
228,Gelächter::N,צחוק,смех
229,Glück::N,אשר,счастье
230,Kummer::N,יגון,горе
231,Kummer::N,עגמה,горе
232,Wunsch::N,אחול,желание
233,Wunsch::N,משאלה,желание
234,Lust::N,חשק,влечение
235,Lust::N,תשוקה,влечение
236,Geist::N,רוח,дух
237,Gedanke::N,מחשבה,мысль
238,Gedächtnis::N,זכרון,память
239,Verstand::N,שכל,ум
240,Sinn::N,מובן,смысл
241,Sinn::N,משמעות,смысл
242,Grund::N,סבה,повод
243,Wahrheit::N,אמת,правда
244,Gespräch::N,דיון,беседа
245,Märchen::N,אגדה,сказка
246,Erzählung::N,ספור,рассказ
247,Nachricht::N,ידיעה,сообщение
248,Neuigkeit::N,חדשה,новость
249,Name::N,שם,имя
250,Rätsel::N,תעלומה,загадка
251,Rede::N,נאום,речь
252,Sprache::N,לשון,язык
253,Stimme::N,קול,голос
254,Wort::N,מלה,слово
255,Zeichen::N,סימן,знак
256,Ruf::N,קריאה,зов
257,Lärm::N,רעש,шум
258,Laut::N,הגה,звук
259,Ton::N,צליל,звучание
260,Lied::N,שיר,песня
261,Ruhe::N,שלוה,покой
262,Leute::N,אנשים,люди
263,Volk::N,עם,народ
264,Arbeit::N,עבודה,работа
265,Gast::N,אורח,гость
266,Geschenk::N,מתנה,подарок
267,Spiel::N,משחק,игра
268,Gesellschaft::N,חברה,общество
269,Hilfe::N,עזרה,помощь
270,Freund::N,חבר,друг
271,Freund::N,ידיד,друг
272,Kamerad::N,רע,приятель
273,Angelegenheit::N,ענין,дело
274,Anzahl::N,מספר,количество
275,Art::N,סוג,вид
276,Stück::N,חתיכה,кусок
277,Teil::N,פרק,часть
278,Hälfte::N,חצי,половина
279,Kreis::N,מעגל,круг
280,Kreuz::N,צלב,крест
281,Linie::N,קו,линия
282,Strich::N,קו קצר,черта
283,Abstand::N,מרחק,промежуток
284,Entfernung::N,מרחק,расстояние
285,Gegend::N,נוף,местность
286,Platz::N,שטח,пространство
287,Ort::N,אתר,место
288,Ort::N,מקום,место
289,Seite::N,צד,сторона
290,Mitte::N,אמצע,середина
291,Gegenstand::N,אוביקט,предмет
292,Sache::N,דבר,вещь
293,Rand::N,פרור,край
294,Kante::N,קצה,ребро
295,Ecke::N,פנה,угол
296,Spitze::N,קצה,кончик
297,Ende::N,סוף,конец
298,Loch::N,חר,дыра
299,Winkel::N,פנה,угол
300,Muster::N,תבנית,узор
301,Größe::N,גדל,размер
302,Länge::N,ארך,длина
303,Höhe::N,קומה,высота
304,Höhe::N,גבה,высота
305,Gewicht::N,משקל,вес
306,Menge::N,כמות,количество
307,Haufen::N,ערמה,куча
308,Reihe::N,רצף,ряд
309,Boot::N,סירה,лодка
310,Ruder::N,משוט,весло
311,Schlitten::N,מזחלת,сани
312,Ski::N,מגלשים,лыжа
313,Lagerfeuer::N,מדורה,костер
314,Last::N,משא,тяжесть
315,Gang::N,הליכה,ход
316,Schritt::N,צעד,шаг
317,Norden::N,צפון,север
318,Süden::N,דרום,юг
319,Westen::N,מערב,запад
320,Osten::N,מזרח,восток
321,Holz::N,עץ,древесина
322,Brett::N,קרש,доска
323,Platte::N,לוח,плита
324,Stütze::N,משען,подпорка
325,Stange::N,מוט,жердь
326,Stock::N,מקל,палка
327,Stab::N,מוט,шест
328,Rohr::N,צנור,труба
329,Haus::N,בית,дом
330,Heim::N,בית,дом
331,Ofen::N,תנור,печь
332,Fußboden::N,רצפה,пол
333,Tisch::N,שלחן,стол
334,Stuhl::N,כסא,стул
335,Wiege::N,ערש,колыбель
336,Bett::N,מטה,постель
337,Regal::N,מדף,полка
338,Kiste::N,תבה,ящик
339,Kiste::N,ארגז,ящик
340,Fenster::N,חלון,окно
341,Tür::N,דלת,дверь
342,Tor::N,שער,ворота
343,Zaun::N,גדר,забор
344,Dach::N,גג,крыша
345,Leiter::N,סלם,лестница
346,Besen::N,מטאטא,метла
347,Spaten::N,את,лопата
348,Schaufel::N,את,совок
349,Gabel::N,מזלג,вилка
350,Löffel::N,כף,ложка
351,Messer::N,סכין,нож
352,Nagel::N,מסמר,гвоздь
353,Netz::N,רשת,сеть
354,Haken::N,וו,крюк
355,Haken::N,קרס,крюк
356,Griff::N,ידית,ручка
357,Schloss::N,מנעול,замок
358,Bild::N,תמונה,картина
359,Figur::N,פסל,фигура
360,Puppe::N,בבה,кукла
361,Beutel::N,שק,мешок
362,Bündel::N,צרור,связка
363,Tasche::N,שקית,сумка
364,Eimer::N,דלי,ведро
365,Deckel::N,מכסה,крышка
366,Geschirr::N,כלים,посуда
367,Sack::N,שק,мешок
368,Tasse::N,ספל,чашка
369,Topf::N,סיר,кастрюля
370,Kessel::N,קנקן,котел
371,Essen::N,אכל,еда
372,Essen::N,ארוחה,еда
373,Nahrung::N,הזנה,пища
374,Nahrung::N,תזונה,пища
375,Speise::N,מאכל,блюдо
376,Speise::N,מאכל,кушанье
377,Speise::N,ארוחה,блюдо
378,Speise::N,ארוחה,кушанье
379,Fleisch::N,בשר,мясо
380,Getreide::N,דגן,хлеб
381,Brei::N,מחית,каша
382,Brot::N,לחם,хлеб
383,Scheibe::N,עגול,ломоть
384,Scheibe::N,פרוסה,ломоть
385,Fett::N,שמן,жир
386,Butter::N,חמאה,масло
387,Öl::N,שמן,масло
388,Salz::N,מלח,соль
389,Suppe::N,מרק,суп
390,Honig::N,דבש,мед
391,Milch::N,חלב,молоко
392,Tee::N,תה,чай
393,Leder::N,עור,кожа
394,Wolle::N,צמר,шерсть
395,Stoff::N,בד,ткань
396,Stoff::N,אריג,ткань
397,Nadel::N,מחט,игла
398,Faden::N,חוט,нитка
399,Knopf::N,כפתור,пуговица
400,Knoten::N,קשר,узел
401,Farbe::N,צבע,краска
402,Kleidung::N,בגדים,одежда
403,Hemd::N,חלצה,рубашка
404,Kragen::N,צוארון,воротник
405,Ärmel::N,שרוול,рукав
406,Hose::N,מכנסים,брюки
407,Gürtel::N,חגורה,пояс
408,Mütze::N,כובע,шапка
409,Schuh::N,נעל,ботинок
410,Stiefel::N,מגף,сапог
411,Ring::N,טבעת,кольцо
412,Band::N,סרט,лента
413,Kamm::N,מסרק,расческа
414,Spiegel::N,מראה,зеркало
415,Riemen::N,רצועה,ремень
416,Schnur::N,חבל,веревка
417,Leine::N,מושכות,поводок
418,Decke::N,שמיכה,одеяло
419,Kissen::N,כרית,подушка
420,Tuch::N,צעיף,платок
421,Handtuch::N,מגבת,полотенце
422,Kraft::N,כוח,сила
423,Stärke::N,און,крепость
424,Gesundheit::N,בריאות,здоровье
425,Krankheit::N,מחלה,болезнь
426,Schmerz::N,כאב,боль
427,Wunde::N,פציעה,рана
428,Fieber::N,חם,лихорадка
429,Fieber::N,חם,температура
430,Arznei::N,תרופה,лекарство
431,Brücke::N,גשר,мост
432,Brunnen::N,באר,колодец
433,Weide::N,אחו,пастбище
434,Weide::N,מרעה,пастбище
435,Pfad::N,שביל,тропа
436,Pfad::N,מדרכה,тропа
437,Weg::N,דרך,путь
438,Weg::N,דרך,дорога
439,Straße::N,כביש,улица
440,Straße::N,כביש,дорога
441,Dorf::N,כפר,деревня
442,Stadt::N,עיר,город
443,Brief::N,מכתב,письмо
444,Buch::N,ספר,книга
445,Buchstabe::N,אות,буква
446,Zeitung::N,עתון,газета
447,Leben::N,חיים,жизнь
448,Tod::N,מות,смерть
449,Grab::N,קבר,могила
450,Kirche::N,כנסיה,церковь
451,Sünde::N,חטא,грех
452,Gott::N,אל,бог
453,Arbeiter::N,פועל,рабочий
454,Chef::N,ראש,начальник
455,Chef::N,מנהל,начальник
456,Meister::N,ממחה,мастер
457,Arzt::N,רופא,врач
458,Lehrer::N,מורה,учитель
459,Geld::N,כסף,деньги
460,Geschäft::N,עסקה,занятие
461,Laden::N,חנות,магазин
462,Preis::N,מחיר,цена
463,Ware::N,סחורה,товар
464,Nutzen::N,תועלת,выгода
465,Reichtum::N,עשר,богатство
466,Welt::N,עולם,мир
467,Land::N,ארץ,страна
468,Staat::N,מדינה,государство
469,König::N,מלך,король
470,Macht::N,כוח,власть
471,Grenze::N,גבול,граница
472,Krieg::N,מלחמה,война
473,Feind::N,אויב,враг
474,Gewalt::N,אלימות,насилие
475,Kampf::N,קרב,борьба
476,Kampf::N,לחימה,борьба
477,Bogen[Waffe]::N,קשת,лук
478,Pfeil::N,חץ,стрела
479,Gewehr::N,רובה,ружье
480,Fehler::N,טעות,ошибка
481,Lüge::N,שקר,ложь
482,Schaden::N,נזק,вред
483,Unglück::N,מזל רע,беда
484,Schuld::N,אשמה,вина
485,Alter::N,גיל,возраст
486,Schluss::N,סיום,окончание
487,Zeit::N,זמן,время
488,Tag::N,יום,день
489,Morgen::N,בקר,утро
490,Mittag::N,צהרים,полдень
491,Abend::N,ערב,вечер
492,Nacht::N,לילה,ночь
493,Woche::N,שבוע,неделя
494,Monat::N,חדש,месяц
495,Jahr::N,שנה,год
496,Frühling::N,אביב,весна
497,Sommer::N,קיץ,лето
498,Herbst::N,סתו,осень
499,Winter::N,חרף,зима
500,Januar::N,ינואר,январь
501,Februar::N,פברואר,февраль
502,März::N,מרץ,март
503,April::N,אפריל,апрель
504,Mai::N,מאי,май
505,Juni::N,יוני,июнь
506,Juli::N,יולי,июль
507,August::N,אוגוסט,август
508,September::N,ספטמבר,сентябрь
509,Oktober::N,אוקטובר,октябрь
510,November::N,נובמבר,ноябрь
511,Dezember::N,דצמבר,декабрь
512,Montag::N,יום שני,понедельник
513,Dienstag::N,יום שלישי,вторник
514,Mittwoch::N,יום רביעי,среда
515,Donnerstag::N,יום חמישי,четверг
516,Freitag::N,יום ששי,пятница
517,Samstag::N,יום שבת,суббота
518,Sonntag::N,יום ראשון,воскресенье
519,groß::A,גדול,большой
520,klein::A,קטן,маленький
521,lang::A,ארך,длинный
522,kurz::A,קצר,короткий
523,breit::A,רחב,широкий
524,schmal::A,צר,узкий
525,dicht::A,צפוף,густой
526,dick[Gegenstand]::A,עבה,толстый
527,dünn::A,דק,тонкий
528,fein::A,מעדן,тонкий
529,fest::A,מוצק,крепкий
530,flach::A,שטוח,плоский
531,glatt::A,חלק,гладкий
532,hart::A,קשיח,твердый
533,weich::A,רך,мягкий
534,rund::A,עגל,круглый
535,spitz::A,חד,остроконечный
536,scharf::A,חד,острый
537,stumpf::A,קהה,тупой
538,schwer::A,כבד,тяжелый
539,schön::A,יפה,красивый
540,heiß::A,חם,жаркий
541,warm::A,חם,теплый
542,kalt::A,קר,холодный
543,kühl::A,צונן,прохладный
544,frisch::A,טרי,свежий
545,feucht::A,לח,влажный
546,nass::A,רטוב,мокрый
547,trocken::A,יבש,сухой
548,voll::A,מלא,полный
549,voll::A,מלא,наполненный
550,leer::A,ריק,пустой
551,offen::A,פתוח,открытый
552,geschlossen::A,סגור,закрытый
553,sauber::A,נקי,чистый
554,schmutzig::A,מלכלך,грязный
555,roh::A,חי,сырой
556,reif::A,בשל,зрелый
557,lecker::A,טעים,вкусный
558,süß::A,מתוק,сладкий
559,bitter::A,מר,горький
560,sauer::A,חמוץ,кислый
561,hell::A,בהיר,светлый
562,dunkel::A,עמום,темный
563,schwarz::A,שחר,черный
564,weiß::A,לבן,белый
565,rot::A,אדם,красный
566,gelb::A,צהב,желтый
567,blau::A,כחל,синий
568,grün::A,ירק,зеленый
569,grau::A,אפר,серый
570,bunt::A,צבעוני,пестрый
571,billig::A,זול,дешевый
572,teuer::A,יקר,дорогой
573,wertvoll::A,יקר ערך,ценный
574,blind::A,עור,слепой
575,taub::A,חרש,глухой
576,kräftig::A,חסן,могучий
577,stark::A,חזק,сильный
578,schwach::A,חלש,слабый
579,fett::A,שמן,жирный
580,schlank::A,רזה,стройный
581,hübsch::A,יפה תאר,прелестный
582,böse::A,רשע,злой
583,dumm::A,טפש,глупый
584,faul::A,עצלן,ленивый
585,fleißig::A,חרוץ,прилежный
586,geizig::A,קמצן,жадный
587,klug::A,נבון,умный
588,klug::A,פקח,умный
589,geschickt::A,מימן,искусный
590,lieb::A,יקר,милый
591,lieb::A,אהוב,милый
592,lustig::A,עליז,веселый
593,sanft::A,עדין,нежный
594,hungrig::A,רעב,голодный
595,krank::A,חולה,больной
596,nackt::A,ערום,голый
597,traurig::A,עצוב,грустный
598,lebendig::A,חי,живой
599,gut::A,טוב,хороший
600,schlecht::A,גרוע,плохой
601,richtig::A,נכון,правильный
602,schlimm::A,רע,отвратительный
603,schlimm::A,רע,мерзкий
604,wahr::A,אמתי,настоящий
605,alt::A,ישן,старый
606,neu::A,חדש,новый
607,ehemalig::A,לשעבר,бывший
608,alt[Lebewesen]::A,זקן,пожилой
609,jung::A,צעיר,молодой
610,arm::A,עני,бедный
611,reich::A,עשיר,богатый
612,bekannt::A,ידוע,знакомый
613,berühmt::A,מפרסם,знаменитый
614,fremd::A,זר,чужой
615,verschieden::A,שונה,разный
616,nah::A,קרוב,близкий
617,fern::A,רחוק,далекий
618,linker::A,שמאלי,левый
619,rechter::A,ימין,правый
620,anderer::A,אחר,другой
621,erster::A,ראשון,первый
622,zweiter::A,שני,второй
623,dritter::A,שלישי,третий
624,letzter::A,אחרון,последний
625,allein::ADV,לבד,один
626,auf einmal::ADV,בו-זמנית,сразу
627,zusammen::ADV,ביחד,вместе
628,lange::ADV,הרבה זמן,долго
629,plötzlich::ADV,לפתע,вдруг
630,plötzlich::ADV,פתאום,вдруг
631,sofort::ADV,מיד,тотчас
632,später::ADV,לאחר זמן,позже
633,später::ADV,יותר מאחר,позже
634,jetzt::ADV,עכשיו,сейчас
635,heute::ADV,היום,сегодня
636,morgen::ADV,מחר,завтра
637,bald::ADV,בקרוב,скоро
638,dann::ADV,אחר-כך,потом
639,gestern::ADV,אתמול,вчера
640,einst::ADV,לפנים,однажды
641,damals::ADV,אז,тогда
642,danach::ADV,אחר-כך,затем
643,vorher::ADV,לפני זה,раньше
644,zuerst::ADV,קדם,сперва
645,einmal::ADV,פעם,раз
646,manchmal::ADV,לפעמים,иногда
647,oft::ADV,לעתים קרובות,часто
648,immer::ADV,תמיד,всегда
649,niemals::ADV,אף פעם,никогда
650,hier::ADV,כאן,здесь
651,hierhin::ADV,פה,сюда
652,von hier::ADV,מפה,отсюда
653,dort::ADV,שם,там
654,dorthin::ADV,שם,туда
655,geradeaus::ADV,ישר,прямо
656,vorwärts::ADV,קדימה,вперед
657,rückwärts::ADV,לאחור,назад
658,zurück::ADV,בחזרה,обратно
659,zurück::ADV,אחורנית,обратно
660,unten::ADV,למטה,внизу
661,hinab::ADV,למטה,вниз
662,oben::ADV,מעל,наверху
663,oben::ADV,למעלה,наверху
664,hinauf::ADV,למעלה,вверх
665,überall::ADV,בכל מקום,везде
666,nicht::ADV,לא,не
667,ein wenig::ADV,קצת,немного
668,kaum::ADV,בקשי,едва
669,sehr::ADV,מאוד,очень
670,so::ADV,כך,так
671,so::ADV,ככה,так
672,noch::ADV,עוד,еще
673,noch::ADV,עדין,еще
674,nur::ADV,רק,только
675,schon::ADV,כבר,уже
676,wieder::ADV,שוב,опять
677,vergebens::ADV,לריק,напрасно
678,vergebens::ADV,לשוא,напрасно
679,vor::PRP,מול,перед
680,hinter::PRP,מאחורי,за
681,hinter::PRP,מאחורי,позади
682,unter::PRP,מתחת,под
683,durch::PRP,דרך,сквозь
684,neben::PRP,ליד,возле
685,neben::PRP,על-יד,возле
686,zwischen::PRP,בין,между
687,wegen::PRP,בשל,из-за
688,wegen::PRP,בגלל,из-за
689,dies::PRN,זה,это
690,das::PRN,זה,то
691,alles::PRN,הכל,все
692,ich::PRN,אני,я
693,du::PRN,את,ты
694,du::PRN,אתה,ты
695,er::PRN,הוא,он
696,wir::PRN,אנחנו,мы
697,ihr::PRN,לה,вы
698,sie::PRN,הם,они
699,was::FPRN,מה,что
700,wer::FPRN,מי,кто
701,wo::FADV,איפה,где
702,wohin::FADV,לאן,куда
703,wie::FADV,איך,как
704,warum::FADV,למה,почему
705,wieviel::FNUM,כמה,сколько
706,eins::NUM,אחד,один
707,zwei::NUM,שתים,два
708,drei::NUM,שלושה,три
709,vier::NUM,ארבעה,четыре
710,fünf::NUM,חמשה,пять
711,sechs::NUM,ששה,шесть
712,sieben::NUM,שבעה,семь
713,acht::NUM,שמונה,восемь
714,neun::NUM,תשעה,девять
715,zehn::NUM,עשרה,десять
716,elf::NUM,אחת עשרה,одиннадцать
717,zwölf::NUM,שתים עשרה,двенадцать
718,zwanzig::NUM,עשרים,двадцать
719,dreißig::NUM,שלושים,тридцать
720,vierzig::NUM,ארבעים,сорок
721,fünfzig::NUM,חמשים,пятьдесят
722,sechzig::NUM,ששים,шестьдесят
723,siebzig::NUM,שבעים,семьдесят
724,achtzig::NUM,שמונים,восемьдесят
725,neunzig::NUM,תשעים,девяносто
726,hundert::NUM,מאה,сто
727,tausend::NUM,אלף,тысяча
728,und::CNJ,ו,и
729,oder::CNJ,או,или
730,oder::CNJ,או,либо
731,stehen::V,עמד,стоять
732,sitzen::V,ישב,сидеть
733,liegen::V,שכב,лежать
734,hängen::V,היה תלוי,висеть
735,werden::V,הפך ל,стать
736,passieren::V,קרה,случиться
737,beginnen::V,התחיל,начаться
738,enden::V,הסתים,кончиться
739,wechseln::V,השתנה,меняться
740,aufgehen[Sonne]::V,זרח,взойти
741,untergehen[Sonne]::V,שקע,зайти
742,scheinen[Sonne]::V,בהק,светить
743,donnern::V,רעם,греметь
744,wehen::V,נשב,дуть
745,strömen::V,זרם,литься
746,fließen::V,זרם,течь
747,sich drehen::V,הסתובב,вращаться
748,schwanken::V,התנודד,колебаться
749,schwingen::V,התנענע,качаться
750,fallen::V,נפל,падать
751,brennen::V,בער,гореть
752,rauchen::V,עשן,дымить
753,regnen::V,ירד גשם,дождить
754,gefrieren::V,קפא,замерзнуть
755,tauen::V,נמס,таять
756,schmelzen::V,התיך,плавиться
757,trocknen::V,התיבש,сохнуть
758,sieden::V,רתח,кипеть
759,faulen::V,רקב,гнить
760,verfaulen::V,רקב,сгнить
761,reißen::V,נקרע,рваться
762,versinken::V,טבע,тонуть
763,vergehen::V,עבר,проходить
764,erscheinen::V,נגלה,появиться
765,erscheinen::V,הופיע,появиться
766,verschwinden::V,נעלם,исчезнуть
767,sinken::V,ירד,спадать
768,abnehmen::V,הפחית,уменьшиться
769,zunehmen::V,רבה,увеличиваться
770,steigen::V,עלה,подниматься
771,wachsen::V,גדל,расти
772,glänzen::V,נצץ,блестеть
773,glänzen::V,בהק,блестеть
774,funkeln::V,נצנץ,сверкать
775,lärmen::V,רעש,шуметь
776,läuten::V,צלצל,звонить
777,klingeln::V,צלצל,звонить
778,klirren::V,קרקש,звякать
779,brausen::V,געש,бушевать
780,rauschen::V,רשרש,шелестеть
781,klingen::V,נשמע,звучать
782,bellen::V,נבח,лаять
783,heulen::V,ילל,выть
784,blasen::V,נשף,дунуть
785,pfeifen::V,שרק,свистеть
786,schreien::V,צעק,кричать
787,stöhnen::V,נאנק,стонать
788,zittern::V,רעד,дрожать
789,leben::V,חי,жить
790,geboren werden::V,נולד,родиться
791,atmen::V,נשם,дышать
792,trinken::V,שתה,пить
793,essen::V,אכל,есть
794,essen::V,אכל,кушать
795,schlucken::V,בלע,глотать
796,müde werden::V,התעיף,устать
797,einschlafen::V,נרדם,заснуть
798,schlafen::V,ישן,спать
799,aufwachen::V,התעורר,проснуться
800,aufstehen::V,קם,встать
801,sich erholen::V,נפש,отдыхать
802,krank werden::V,חלה,заболеть
803,krank sein::V,היה חולה,болеть
804,schmerzen::V,כאב,болеть
805,husten::V,השתעל,кашлять
806,genesen::V,הבריא,поправиться
807,sterben::V,מת,умереть
808,umkommen::V,נספה,погибнуть
809,sich bewegen::V,נע,двигаться
810,sich rühren::V,זז,шевельнуться
811,sich erheben::V,קם,встать
812,sich setzen::V,התישב,сесть
813,hinfallen::V,נפל,упасть
814,laufen::V,הלך ברגל,ходить
815,schreiten::V,פסע,шагать
816,spazierengehen::V,טיל,гулять
817,eilen::V,אץ,спешить
818,eilen::V,מהר,спешить
819,sich beeilen::V,מהר,торопиться
820,sausen::V,אץ,мчаться
821,rennen::V,רץ,бегать
822,springen::V,קפץ,прыгать
823,klettern::V,טפס,лазать
