,Concept_ID,sah,no
790,sechzig::NUM,алта уон,seksti
791,siebzig::NUM,сэттэ уон,sytti
792,achtzig::NUM,аҕыс уон,åtti
793,neunzig::NUM,тоҕус уонус,nitti
794,hundert::NUM,сүүс,hundre
795,tausend::NUM,тыһыынча,tusen
796,und::CNJ,да,og
797,und::CNJ,уонна,og
798,und::CNJ,итиэннэ,og
799,oder::CNJ,эбэтэр,eller
800,stehen::V,тур,stå
801,sitzen::V,олор,sitte
802,liegen::V,сыт,ligge
803,hängen::V,санньылый,henge
804,werden::V,буол,bli
805,passieren::V,буол,skje
806,passieren::V,буол,hende
807,beginnen::V,саҕалан,begynne
808,enden::V,бүт,ende
809,enden::V,бүт,slutte
810,wechseln::V,уларый,veksle
811,aufgehen[Sonne]::V,ой,stå opp
812,untergehen[Sonne]::V,киир,gå ned
813,scheinen[Sonne]::V,сырдат,skinne
814,donnern::V,эт,tordne
815,wehen::V,үр,blåse
816,strömen::V,кутулун,strømme
817,fließen::V,сүүр,flyte
818,sich drehen::V,эргий,dreie seg
819,schwanken::V,биэтэҥнээ,svaie
820,schwingen::V,эйэҥнээ,svinge
821,fallen::V,оҕут,falle
822,brennen::V,умай,brenne
823,rauchen::V,буруолаа,ryke
824,regnen::V,самыырдаа,regne
825,gefrieren::V,тоҥ,fryse
826,tauen::V,ир,tine
827,schmelzen::V,уулун,smelte
828,trocknen::V,куур,tørre
829,sieden::V,оргуй,koke
830,faulen::V,сытый,råtne
831,verfaulen::V,сытыйан_хаал,råtne
832,reißen::V,хайыт,briste
833,reißen::V,быһытталан,briste
834,versinken::V,тимир,synke
835,versinken::V,тимир,synke ned
836,versinken::V,батылын,synke
837,versinken::V,батылын,synke ned
838,vergehen::V,дьай,forløpe
839,erscheinen::V,көһүн,synes
840,verschwinden::V,сүт,forsvinne
841,sinken::V,намтаа,synke
842,abnehmen::V,аччаа,avta
843,abnehmen::V,аччаа,minske
844,zunehmen::V,элбээ,tilta
845,steigen::V,үрдээ,stige
846,wachsen::V,үүн,gro
847,wachsen::V,үүн,vokse
848,glänzen::V,кылбай,skinne
849,funkeln::V,күлүмнээ,tindre
850,funkeln::V,күлүмүрдээ,tindre
851,lärmen::V,тыаһаа,bråke
852,läuten::V,собуоннаа,ringe
853,klingeln::V,линкинээ,ringe
854,klirren::V,айгырат,klirre
855,brausen::V,сирилээ,bruse
856,rauschen::V,суугунаа,suse
857,klingen::V,доргуй,lyde
858,klingen::V,доргуй,klinge
859,bellen::V,үр,gjø
860,bellen::V,үр,bjeffe
861,heulen::V,улуй,ule
862,blasen::V,үр,blåse
863,pfeifen::V,иһиир,plystre
864,schreien::V,кылан,skrike
865,schreien::V,хаһыытаа,skrike
866,stöhnen::V,ынчыктаа,stønne
867,zittern::V,титирээ,dirre
868,zittern::V,титирээ,skjelve
869,zittern::V,дьигиһий,dirre
870,zittern::V,дьигиһий,skjelve
871,leben::V,олор,leve
872,geboren werden::V,төрөө,fødes
873,atmen::V,тыын,ånde
874,atmen::V,тыын,puste
875,trinken::V,ис,drikke
876,essen::V,аһаа,spise
877,schlucken::V,ыйыһын,svelge
878,müde werden::V,сылай,bli trett
879,einschlafen::V,утуйан хаал,sovne
880,schlafen::V,утуй,sove
881,schlafen::V,утуйа сыт,sove
882,aufwachen::V,уһугун,våkne
883,aufstehen::V,тур,stå opp
884,sich erholen::V,сынньан,bli bra
885,sich erholen::V,сынньан,komme seg
886,krank werden::V,ыарый,bli syk
887,krank sein::V,ыарый,være syk
888,krank sein::V,ыарыт,være syk
889,schmerzen::V,ыарыт,gjøre vondt
890,husten::V,сөтөлүн,hoste
891,genesen::V,көн,komme seg
892,sterben::V,өл,dø
893,umkommen::V,өл,omkomme
894,umkommen::V,оҕут,omkomme
895,sich bewegen::V,хамсаа,bevege seg
896,sich rühren::V,хамсаа,røre på seg
897,sich erheben::V,тур,reise seg
898,sich setzen::V,олор,sette sig
899,hinfallen::V,оҕут,falle over ende
900,laufen::V,хаам,løpe
901,schreiten::V,атыллаа,skride
902,spazierengehen::V,дьаарбай,spasere
903,spazierengehen::V,дьаарбай,gå en tur
904,eilen::V,тиэтэй,ile
905,sich beeilen::V,ыксаа,skynde seg
906,sausen::V,элээр,suse
907,rennen::V,сүүрэкэлээ,løpe
908,springen::V,ой,hoppe
909,springen::V,ой,springe
910,springen::V,ыстан,hoppe
911,springen::V,ыстан,springe
912,klettern::V,ытын,klatre
913,schaukeln::V,эйэҥнээ,huske
914,schaukeln::V,биэрэҥнээ,huske
915,kriechen::V,сыыл,krype
916,schwimmen::V,уһун,svømme
917,schwimmen::V,харбаа,svømme
918,tauchen::V,умус,dykke
919,rudern::V,эрт,ro
920,fahren::V,айаннаа,kjøre
921,fliegen::V,көт,fly
922,gehen::V,бар,gå
923,weggehen::V,бар,gå bort
924,abfahren::V,бар,reise
925,anhalten::V,тохтоо,stanse
926,hineingehen::V,киир,gå inn
927,eintreten::V,киир,tre inn
928,kommen::V,кэл,komme
929,ankommen::V,кэл,ankomme
930,ankommen::V,кэл,komme til
931,ankommen::V,тиий,ankomme
932,ankommen::V,тиий,komme til
933,zurückkommen::V,төнүн,komme tilbake
934,bleiben::V,хаал,bli
935,bleiben::V,хаал,forbli
936,warten::V,көһүт,vente
937,erwarten::V,күүт,vente
938,erwarten::V,көһүт,vente
939,suchen::V,ирдээ,søke
940,suchen::V,көрдөө,søke
941,finden::V,бул,finne
942,versuchen::V,сорун,prøve
943,versuchen::V,сорун,forsøke
944,vorbereiten::V,бэлэмнээ,forberede
945,lieben::V,таптаа,elske
946,mögen::V,сөбүл,like
947,lachen::V,күл,le
948,rühren::V,долгут,røre
949,weinen::V,ытаа,gråte
950,schimpfen::V,үөҕүс,skjelle
951,sich ärgern::V,кыыһыр,ergre seg
952,sich ärgern::V,кыйахан,ergre seg
953,sich fürchten::V,куттан,være redd
954,sich fürchten::V,дьиксин,være redd
955,fürchten::V,дьиксин,være redd for
956,fürchten::V,куттан,være redd for
957,fliehen::V,күрээ,rømme
958,fliehen::V,күрээ,flykte
959,flüchten::V,күрээ,flykte
960,sehen::V,көр,se
961,anschauen::V,көр,se på
962,anschauen::V,көр,betrakte
963,ansehen::V,көр,anse
964,hören::V,бил,høre
965,hören::V,иһит,høre
966,zuhören::V,иһит,tilhøre
967,probieren::V,боруобалаан көр,smake
968,probieren::V,боруобалаан көр,smake på
969,probieren::V,амсайан көр,smake
970,probieren::V,амсайан көр,smake på
971,riechen::V,сытырҕаа,lukte
972,fühlen::V,бил,føle
973,scheinen::V,көһүн,se ut
974,zu sehen sein::V,көһүн,synes
975,vernehmen::V,иһит,få vite
976,frieren::V,тоҥ,fryse
977,frieren::V,үлүй,fryse
978,tun::V,гын,gjøre
979,können::V,кыай,kunne
980,wollen::V,баҕар,ville
981,anfangen::V,саҕалаа,begynne
982,beenden::V,бүтэр,avslutte
983,aufhören::V,уурай,slutte
984,aufhören::V,уурай,holde opp
985,gelingen::V,сатан,lykkes
986,geraten::V,баар буолан биэр,bli
987,geraten::V,баар буола тус,bli
988,geraten::V,буолан таҕыс,bli
989,öffnen::V,ас,åpne
990,schließen::V,сап,lukke
991,schließen::V,сап,stenge
992,schließen::V,хатаа,lukke
993,schließen::V,хатаа,stenge
994,stellen::V,уур,stille
995,stellen::V,туруор,stille
996,setzen::V,туруор,sette
997,setzen::V,уур,sette
998,legen::V,уур,legge
999,berühren::V,тыыт,berøre
1000,berühren::V,таарый,berøre
1001,verbinden::V,кэлгий,forbinde
1002,bedecken::V,бүрүй,dekke
1003,aufhängen::V,ыйаа,henge
1004,aufhängen::V,ыйаа,henge opp
1005,anzünden::V,умат,tenne
1006,anzünden::V,умат,antenne
1007,anzünden::V,умат,tenne på
1008,aufheben::V,өрө тарт,løfte
1009,aufheben::V,өрө тарт,ta opp
1010,zurücklassen::V,бырах,slippe tilbake
1011,verlieren::V,сүтэр,miste
1012,fallen lassen::V,түһэр,droppe
1013,fallen lassen::V,түһэр,la falle
1014,fallen lassen::V,мүлчү тут,droppe
1015,fallen lassen::V,мүлчү тут,la falle
1016,machen::V,оҥор,lage
1017,machen::V,оҥор,gjøre
1018,machen::V,оҥоһун,lage
1019,machen::V,оҥоһун,gjøre
1020,herstellen::V,оҥор,fremstille
1021,bauen::V,тут,bygge
1022,reparieren::V,абырахтаа,reparere
1023,verbessern::V,тупсар,rette
1024,verbessern::V,тупсар,forbedre
1025,ändern::V,уларыт,forandre
1026,graben::V,хас,grave
1027,beugen::V,бокут,bøye
1028,beugen::V,токурут,bøye
1029,beugen::V,бүк баттаа,bøye
1030,biegen::V,иэх,bøye
1031,biegen::V,өҕүлүннэр,bøye
1032,drehen::V,эргит,dreie
1033,drehen::V,эргичит,dreie
1034,wenden::V,эргилин,vende
1035,umdrehen::V,түҥнэр,snu
1036,heben::V,көтөх,heve
1037,hochheben::V,таһаар,løfte
1038,ergreifen::V,тут,gripe
1039,ergreifen::V,тут,få tak i
1040,halten::V,тут,holde
1041,drücken::V,ык,trykke
1042,schieben::V,ас,skyve
1043,kratzen::V,кыһыы,klø
1044,kratzen::V,кыһыы,klore
1045,lecken::V,салаа,slikke
1046,beißen::V,ытыр,bite
1047,abreißen::V,быһа тарт,rive av
1048,abreißen::V,туура тарт,rive av
1049,abschneiden::V,быс,skjære av
1050,abschneiden::V,быһан ыл,skjære av
1051,abschneiden::V,быһа баттаа,skjære av
1052,binden::V,кэлгий,binde
1053,stecken::V,батары ас,stikke
1054,brechen::V,тоһут,bryte
1055,brechen::V,тоһут,briste
1056,klopfen::V,тоҥсуй,banke
1057,hauen::V,оҕус,hogge
1058,kleben::V,силимнээ,klistre
1059,reiben::V,аал,gni
1060,streichen::V,сыбаа,stryke
1061,schleifen::V,чочуй,slipe
1062,schneiden::V,быс,klippe
1063,rütteln::V,иэҕэҥнэт,ruske
1064,schütteln::V,сахсый,riste
1065,schwenken::V,дайбаа,svinge
1066,schütten::V,кут,helle
1067,füllen::V,толор,fylle
1068,einwickeln::V,суулаа,vikle inn
1069,tragen::V,ит,bære
1070,schleppen::V,сос,slepe
1071,ziehen::V,тарт,dra
1072,ziehen::V,тарт,trekke
1073,aufbewahren::V,уур,oppbevare
1074,aufbewahren::V,уур,ta vare på
1075,aufbewahren::V,харай,oppbevare
1076,aufbewahren::V,харай,ta vare på
1077,werfen::V,бырах,kaste
1078,fangen::V,хап,fange
1079,packen::V,тут,gripe
1080,packen::V,тут,gripe tak i
1081,verstecken::V,саһыар,gjemme
1082,teilen::V,үллэр,dele
1083,schicken::V,ыыт,sende
1084,bringen::V,аҕал,bringe
1085,hinzufügen::V,эп,tilføye
1086,bekommen::V,ыл,få
1087,bekommen::V,булун,få
1088,erhalten::V,ыл,få
1089,nehmen::V,ыл,ta
1090,wählen::V,быыбардаа,velge
1091,auswählen::V,тал,velge ut
1092,bewahren::V,харай,bevare
1093,behindern::V,мэһэйдээ,hindre
1094,behindern::V,мэһэйдээ,forhindre
1095,verderben::V,буорту гын,ødelegge
1096,beschädigen::V,алдьат,skade
1097,zerbrechen::V,үлтүрүт,brekke i stykker
1098,zerreißen::V,хайыта тарт,rive i stykker
1099,zerstören::V,алдьат,ødelegge
1100,verbrennen::V,уоттаа,brenne
1101,verbrennen::V,уоттаа,brenne opp
1102,geben::V,биэр,gi
1103,reichen::V,аҕал,rekke
1104,schenken::V,бэлэхтээ,forære
1105,schenken::V,бэлэхтээ,skjenke
1106,versprechen::V,эрэннэр,love
1107,wünschen::V,баҕар,ønske
1108,loben::V,хайҕаа,rose
1109,küssen::V,уураа,kysse
1110,wiegen::V,бигээ,vogge
1111,zudecken::V,сап,dekke til
1112,zudecken::V,бүрүй,dekke til
1113,wecken::V,уһугуннар,vekke
1114,zeigen::V,көрдөр,vise
1115,führen::V,салай,føre
1116,lehren::V,үөрэт,lære
1117,unterrichten::V,үөрэт,undervise
1118,aufziehen::V,иит,oppdra
1119,leiten::V,салай,lede
1120,antreiben::V,кыһай,drive på
1121,lassen::V,күһэй,få til å
1122,einladen::V,ыҥыр,be
1123,einladen::V,ыҥыр,invitere
1124,vereinigen::V,холбоо,forene
1125,vereinigen::V,түм,forene
1126,besuchen::V,сырыт,besøke
1127,besuchen::V,билсэ сырыт,besøke
1128,treffen::V,көрүс,møte
1129,treffen::V,көрүс,treffe
1130,sich versammeln::V,мүһүн,forsamles
1131,sich versammeln::V,түмүс,forsamles
1132,spielen::V,оонньоо,leke
1133,spielen::V,оонньоо,spille
1134,singen::V,ыллаа,synge
1135,tanzen::V,үҥкүүлээ,danse
1136,sich trennen::V,араҕыс,skilles
1137,verlassen::V,хааллар,forlate
1138,retten::V,өрүһүй,redde
1139,bewachen::V,араҥаччылаа,bevokte
1140,schützen::V,көмүскээ,verne
1141,schützen::V,көмүскээ,beskytte
1142,verteidigen::V,көмүскээ,forsvare
1143,sich schlagen::V,охсус,slåss
1144,schießen::V,ытыалаа,skyte
1145,siegen::V,хот,seire
1146,siegen::V,кыай,seire
1147,ärgern::V,кыыһырт,ergre
1148,schlagen::V,оҕус,
1149,treten::V,тэп,sparke
1150,stechen::V,кэй,stikke
1151,stoßen::V,кэп,støte
1152,stoßen::V,үтүрүй,støte
1153,stehlen::V,уор,stjele
1154,stören::V,мэһэйдээ,forstyrre
1155,belästigen::V,батар,plage
1156,belästigen::V,батар,sjenere
1157,verbergen::V,кистээ,gjemme
1158,täuschen::V,албыннаа,villede
1159,betrügen::V,албыннаа,bedra
1160,töten::V,өлөр,drepe
1161,wohnen::V,олор,bo
1162,arbeiten::V,үлэлээ,arbeide
1163,sammeln::V,мус,samle
1164,sammeln::V,хомуй,samle
1165,pflücken::V,үргээ,plukke
1166,jagen::V,бултаа,jage
1167,fischen::V,балыктаа,fiske
1168,fassen::V,тут,fange
1169,hüten::V,манаа,vokte
1170,treiben::V,үүр,drive
1171,anbinden::V,баай,feste
1172,füttern::V,аһат,fore
1173,melken::V,ыа,melke
1174,hacken::V,кэрт,hakke
1175,gießen::V,сиигирт,helle
1176,reifen::V,бус,modne
1177,zubereiten::V,бэлэмнээ,lage
1178,zubereiten::V,бэлэмнээ,tilberede
1179,kochen::V,буһар,koke
1180,backen::V,буһар,bake
1181,braten::V,хооруй,steke
1182,braten::V,ыһаарылаа,steke
1183,braten::V,соркуойдаа,steke
1184,umrühren::V,былаа,røre om
1185,stricken::V,өр,strikke
1186,nähen::V,иистэн,sy
1187,färben::V,кырааскалаа,farge
1188,reinigen::V,ыраастаа,rense
1189,reinigen::V,ыраастаа,gjøre ren
1190,waschen::V,сууй,vaske
1191,abwischen::V,сот,tørke av
1192,spülen::V,сайҕаа,spyle
1193,spülen::V,сайҕаа,skylle
1194,fegen::V,сиппий,feie
1195,kehren::V,харбаа,koste
1196,baden::V,сөтүөлээ,bade
1197,sich waschen::V,суун,vaske seg
1198,ausziehen::V,уһул,ta av
1199,anziehen::V,кэтэрт,ta på
1200,sich anziehen::V,таҥын,kle på seg
1201,kämmen::V,тараа,gre
1202,kämmen::V,тараа,kjemme
1203,schmücken::V,симээ,pynte
1204,schmücken::V,симээ,smykke
1205,sagen::V,диэ,si
1206,sprechen::V,эт,snakke
1207,sprechen::V,саҥар,snakke
1208,reden::V,кэпсэт,tale
1209,reden::V,кэпсэт,snakke
1210,sich unterhalten::V,кэпсэт,samtale
1211,fragen::V,ыйыт,spørre
1212,bitten::V,көрдөс,be
1213,erzählen::V,кэпсээ,fortelle
1214,erzählen::V,сэһэргээ,fortelle
1215,mitteilen::V,биллэр,meddele
1216,nennen::V,ааттаа,kalle
1217,rufen::V,ыҥыр,rope
1218,prahlen::V,чабылан,skryte
1219,prahlen::V,киһиргээ,skryte
1220,übersetzen::V,тылбаастаа,oversette
1221,denken::V,санаа,tenke
1222,denken::V,толкуйдаа,tenke
1223,glauben::V,итэҕэй,tro
1224,bemerken::V,бэлиэтээ,bemerke
1225,bemerken::V,бэлиэтээ,legge merke til
1226,erkennen::V,бил,gjenkjenne
1227,begreifen::V,өйдөө,begripe
1228,verstehen::V,өйдөө,forstå
1229,verstehen::V,өйдөө,skjønne
1230,lernen::V,үөрэн,lære
1231,wissen::V,бил,vite
1232,sich erinnern an::V,аҕын,huske på
1233,vergessen::V,умун,glemme
1234,messen::V,кэмнээ,måle
1235,messen::V,кээмэйдээ,måle
1236,zählen::V,аах,telle
1237,rechnen::V,аах,regne
1238,lesen::V,аах,lese
1239,malen::V,уруһуйдаа,male
1240,zeichnen::V,уруһуйдаа,tegne
1241,schreiben::V,суруй,skrive
1242,besitzen::V,баһылаа,eie
1243,besitzen::V,баһылаа,inneha
1244,kaufen::V,атыылас,kjøpe
1245,verkaufen::V,атыылаа,selge
1246,bezahlen::V,төлөө,betale
1247,zahlen::V,төлөө,betale
1248,beherrschen::V,баһылаа,beherske
1249,ertragen::V,тулуй,orke
