,Concept_ID,sah,kk
58,Hunger::N,аас,ашаршылық
59,Träne::N,харах уута,жас
60,Geschmack::N,амтан,дәм
61,Geschmack::N,амтан,татым
62,Geschmack::N,амтан,талғам
63,Geruch::N,сыт,иіс
64,Schlaf::N,утуйуу,ұйқы
65,Schlaf::N,утуйуу,ұйықтау
66,Traum::N,түүл,түс
67,Himmel::N,халлаан,аспан
68,Himmel::N,халлаан,көқ
69,Himmel::N,халлаан,таңдай
70,Sonne::N,күн,күн
71,Mond::N,ый,ай
72,Stern::N,сулус,жұлдыз
73,Luft::N,салгын,әуе
74,Wind::N,тыал,жел
75,Welle::N,долгун,толқын
76,Welle::N,балхаан,толқын
77,Wasser::N,уу,су
78,Stein::N,таас,тас
79,Boden::N,сир,қыртыс
80,Erde::N,буор,топырақ
81,Staub::N,быыл,шаң
82,Rauch::N,буруо,түтін
83,Funke::N,кыым,ұшқын
84,Feuer::N,уот,алау
85,Licht::N,уот,шұғыла
86,Schatten::N,күлүк,көлеңке
87,Wetter::N,күн-дьыл,ауа райы
88,Nebel::N,туман,тұман
89,Wolke::N,былыт,бұлт
90,Regen::N,самыыр,жаңбыр
91,Schnee::N,хаар,қар
92,Eis::N,муус,мұз
93,Frost::N,тымныы,суық
94,Kälte::N,тымныы,ызғар
95,Kälte::N,тымныы,суықтық
96,Hitze::N,куйаас,аптап
97,Raureif::N,кырыа,қырау
98,Regenbogen::N,кустук,кемпірқосақ
99,Donner::N,этиҥ,күн күркіреу
100,Strömung::N,сүүрүк,ағын
101,Tropfen::N,таммах,тамшы
102,Tropfen::N,хааппыла,тамшы
103,Schaum::N,күүгэн,көбік
104,Schmutz::N,кир,кір
105,See::N,күөл,көл
106,Sumpf::N,бадараан,саз
107,Moor::N,дьэбэрэ,саз
108,Wiese::N,ходуһа,шалғын
109,Wald::N,ойуур,орман
110,Hügel::N,булгунньах,төбе
111,Hügel::N,булгунньах,белес
112,Hügel::N,булгунньах,белес-белес
113,Anhöhe::N,үрдэл,дөң
114,Anhöhe::N,үрдэл,адыр
115,Anhöhe::N,үрдэл,қырат
116,Berg::N,хайа,тау
117,Gipfel::N,чыпчаал,төбе
118,Höhle::N,хайа_хаспаҕа,үңгір
119,Höhle::N,көҥүс,үңгір
120,Abhang::N,эниэ,бауыр
121,Quelle::N,дьүүктэ,қайнар
122,Bach::N,үрүйэ,жылға
123,Fluss::N,өрүс,өзен
124,Ufer::N,биэрэк,жиек
125,Küste::N,кытыл,жиегі
126,Küste::N,кытыл,жағалау
127,Festland::N,кураанах сир,құрылық
128,Meer::N,муора,теңіз
129,Bucht::N,хомо,шығанақ
130,Bucht::N,бухта,шығанақ
131,Insel::N,арыы,арал
132,Blume::N,сибэкки,гүл
133,Gras::N,от,от
134,Wurzel::N,силис,түбір
135,Baum::N,мас,ағаш
136,Baum::N,мас,дарақ
137,Stamm::N,умнас,сояу
138,Stamm::N,умнас,оқпан
139,Rinde::N,хатырык,қабық
140,Ast::N,мутук,бұтақ
141,Zweig::N,лабаа,шыбық
142,Blatt::N,сэбирдэх,жапырақ
143,Birke::N,хатыҥ,қайың
144,Kiefer[Baum]::N,бэс,қарағай
145,Weide[Baum]::N,үөт,тал
146,Weide[Baum]::N,талах,тал
147,Tanne::N,харыйа,шырша
148,Horn::N,муос,мүйіз
149,Feder::N,куорсун,қаламұш
150,Fell::N,тирии,тері
151,Flügel::N,кынат,қанат
152,Klaue::N,тыҥырах,тырнақ
153,Kralle::N,баппаҕай,аяқ
154,Schwanz::N,кутурук,құйрық
155,Ei::N,сымыыт,жұмыртқа
156,Nest::N,уйа,ұя
157,Bau::N,хороон,жатақ
158,Tier::N,кыыл,айуан
159,Tier::N,кыыл,жануар
160,Tier::N,харамай,айуан
161,Tier::N,харамай,жануар
162,Herde::N,үөр,пада
163,Kuh::N,ынах,сиыр
164,Bulle::N,оҕус,өгіз
165,Pferd::N,сылгы,жылқы
166,Schaf::N,овца,қой
167,Schwein::N,сибиинньэ,шошқа
168,Hund::N,ыт,ит
169,Katze::N,куоска,мысық
170,Bär::N,эһэ,аю
171,Eichhörnchen::N,тииҥ,тиін
172,Elch::N,тайах,бұғы
173,Fuchs::N,саһыл,түлкі
174,Hase::N,куобах,қоян
175,Maus::N,кутуйах,қаптесер
176,Wolf::N,бөрө,бөрі
177,Wolf::N,бөрө,қасқыр
178,Vogel::N,көтөр,құс
179,Schwarm::N,бөлөх,топ
180,Schwarm::N,бөлөх,үйір
181,Huhn::N,куурусса,тауық
182,Huhn::N,куурусса,мекиен
183,Hahn::N,бөтүүк,әтеш
184,Hahn::N,бөтүүк,қораз
185,Gans::N,хаас,қаз
186,Adler::N,хотой,бүркіт
187,Ente::N,кус,үйрек
188,Eule::N,мэкчиргэ,жапалақ
189,Kranich::N,туруйа,тырна
190,Krähe::N,тураах,қарға
191,Kuckuck::N,кэҕэ,көкек
192,Schwan::N,куба,аққу
193,Fisch::N,балык,балық
194,Barsch::N,алыһар,алабұға
195,Hecht::N,сордон,шортан
196,Schlange[Tier]::N,моҕой,жылан
197,Schlange[Tier]::N,эриэн үөн,жылан
198,Wurm::N,үөн,шұбалшаң
199,Spinne::N,ооҕуй,өрмекші
200,Ameise::N,кымырдаҕас,қүмырска
201,Laus::N,быт,бит
202,Mücke::N,кумаар,маса
203,Fliege::N,сахсырҕа,шыбын
204,Schmetterling::N,лыах,көбелек
205,Schmetterling::N,үрүмэччи,көбелек
206,Beere::N,отон,жидек
207,Apfel::N,яблоко,алма
208,Pilz::N,тэллэй,қозықұйрық
209,Pilz::N,тэллэй,саңыраукулақ
210,Zwiebel::N,луук,жуа
211,Saat::N,сиэмэ,тұқым
212,Korn::N,сиэмэ,дән
213,Heu::N,от,шөп
214,Schale::N,хах,қабық
215,Schale::N,хах,қабығы
216,Grube::N,дьаама,ор
217,Falle::N,сохсо,дұзақ
218,Falle::N,сохсо,қақпан
219,Schlinge::N,уктаа,ілмек
220,Spur::N,суол,із
221,Asche::N,күл,күл
222,Dreck::N,бадараан,былғаныш
223,Eisen::N,тимир,темір
224,Gold::N,көмүс,алтын
225,Gold::N,кыһыл көмүс,алтын
226,Silber::N,көмүс,күміс
227,Silber::N,үрүҥ көмүс,күміс
228,Kohle::N,чох,көмір
229,Glas::N,өстүөкүлэ,шыны
230,Lehm::N,туой,балшық
231,Sand::N,кумах,құм
232,Mensch::N,киһи,адам
233,Mann::N,эр,еркек
234,Mann::N,эр,ер адам
235,Frau::N,дьахтар,бике
236,Frau::N,дьахтар,қатын
237,Kind::N,оҕо,бала
238,Kind::N,оҕо,перзент
239,Junge::N,уол,бала
240,Junge::N,уол,ер бала
241,Mädchen::N,кыыс оҕо,қыз
242,Familie::N,кэргэн,жанұя
243,Großvater::N,эһэ,ата
244,Großmutter::N,эбэ,әже
245,Großmutter::N,эбэ,әжей
246,Eltern::N,аҕа-ийэ,ата-аналар
247,Vater::N,аҕа,әке
248,Mutter::N,ийэ,ана
249,Sohn::N,уол,ұл
250,Tochter::N,кыыс,қызым
251,Bruder::N,убай,бауырым
252,Bruder::N,быраат,бауырым
253,Schwester::N,аҕас,әпке
254,Schwester::N,балыс,әпке
255,Onkel::N,таай,көке
256,Onkel::N,абаҕа,көке
257,Tante::N,эдьиий,тәте
258,Ehemann::N,эр,ер
259,Ehefrau::N,ойох,зайып
260,Freude::N,үөрүү,қуаныш
261,Freude::N,үөрүү,сүйініш
262,Freude::N,үөрүү,шат-думан
263,Freude::N,үөрүү,қуаныштылық
264,Gelächter::N,күлүү,күлу
265,Glück::N,дьол,бақыт
266,Glück::N,дьол,бақыттылық
267,Glück::N,соргу,бақыт
268,Glück::N,соргу,бақыттылық
269,Kummer::N,кутурҕан,аза
270,Kummer::N,кутурҕан,қайғы
271,Kummer::N,кутурҕан,қасырет
272,Wunsch::N,баҕарыы,мүдде
273,Lust::N,баҕа,тәбет
274,Lust::N,баҕа,ынтызар
275,Lust::N,баҕа,құштарлық
276,Geist::N,тыын,рух
277,Gedanke::N,санаа,ой
278,Gedächtnis::N,өй,ес
279,Gedächtnis::N,өй,жады
280,Gedächtnis::N,өй,ақыл-ес
281,Verstand::N,өй,ақыл
282,Verstand::N,өй,парасат
283,Sinn::N,суолта,мән
284,Sinn::N,суолта,маныз
285,Sinn::N,суолта,мағына
286,Sinn::N,суолта,мән-мағына
287,Grund::N,төрүөт,себеп
288,Wahrheit::N,кырдьык,рас
289,Gespräch::N,бэсиэдэ,әңгіме
290,Gespräch::N,кэпсэтии,әңгіме
291,Märchen::N,остуоруйа,ертеп
292,Märchen::N,остуоруйа,ертек
293,Erzählung::N,кэпсээн,әңгіме
294,Nachricht::N,биллэриллии,хабар
295,Neuigkeit::N,сонун,жаңалық
296,Name::N,аат,ат
297,Name::N,аат,атау
298,Rätsel::N,таабырын,жұмбақ
299,Rede::N,этии,сөз
300,Sprache::N,тыл,тіл
301,Stimme::N,куолас,үн
302,Stimme::N,куолас,әуен
303,Stimme::N,куолас,дауыс
304,Wort::N,тыл,сөз
305,Zeichen::N,бэлиэ,ишара
306,Ruf::N,ыҥырыы,айғай
307,Lärm::N,айдаан,айғай-шу
308,Lärm::N,айдаан,айғай-ұйғай
309,Laut::N,тыас,дыбыс
310,Laut::N,тыас,дауыс
311,Ton::N,дорҕоон,әуен
312,Lied::N,ырыа,ән
313,Lied::N,ырыа,жыр
314,Lied::N,ырыа,ән-жыр
315,Ruhe::N,уу чуумпу,тыныштық
316,Leute::N,дьон,кісілер
317,Volk::N,дьон,халық
318,Volk::N,норуот,халық
319,Arbeit::N,үлэ,еңбек
320,Gast::N,ыалдьыт,қонақ
321,Gast::N,ыалдьыт,мейман
322,Geschenk::N,бэлэх,қадия
323,Spiel::N,оонньуу,ойын
324,Gesellschaft::N,общество,қауым
325,Gesellschaft::N,общество,жұртшылық
326,Hilfe::N,көмө,жэрдем
327,Freund::N,доҕор,дос
328,Kamerad::N,атас,дос-жар
329,Angelegenheit::N,дьыала,жұмыс
330,Anzahl::N,ахсаан,сан
331,Anzahl::N,ахсаан,саны
332,Art::N,биис,түр
333,Stück::N,кырбас,тілім
334,Teil::N,ирээт,үлес
335,Teil::N,ирээт,бөлшек
336,Hälfte::N,аҥар,жарты
337,Kreis::N,төгүрүк,шеңбер
338,Kreis::N,төгүрүмтэ,шеңбер
339,Kreuz::N,кириэс,крест
340,Linie::N,сурааһын,сызық
341,Strich::N,сурааһын,сызық
342,Abstand::N,арыт,ара
343,Abstand::N,арыт,аралық
344,Entfernung::N,ыраах,аралық
345,Gegend::N,сир,өңір
346,Platz::N,арыт,орны
347,Ort::N,сир,орын
348,Seite::N,өрүт,жақ
349,Seite::N,өрүт,бүйір
350,Seite::N,сирэй,жақ
351,Seite::N,сирэй,бүйір
352,Mitte::N,орто,ортасы
353,Gegenstand::N,предмет,зат
354,Gegenstand::N,предмет,нәрсе
355,Sache::N,мал,бұйым
356,Rand::N,кытыы,шет
357,Rand::N,кытыы,шеті
358,Rand::N,ойоҕос,шет
359,Rand::N,ойоҕос,шеті
360,Kante::N,кырыы,қыр
361,Kante::N,кырыы,қыры
362,Ecke::N,муннук,қыры
363,Ecke::N,муннук,бұрыш
364,Spitze::N,чыпчаал,ұшы
365,Ende::N,төбө,аяқ
366,Ende::N,төбө,соңы
367,Loch::N,тэһэҕэс,тесік
368,Loch::N,дьөлөҕөс,тесік
369,Winkel::N,муннук,мүйіс
370,Muster::N,оһуор,мәнер
371,Größe::N,кээмэй,ауқым
372,Größe::N,кээмэй,көлемдік
373,Länge::N,уста,бой
374,Länge::N,уста,ұзындық
375,Höhe::N,үрдүк,жоғарылық
376,Höhe::N,үрдүк,биіктік
377,Gewicht::N,ыйааһын,салмақ
378,Menge::N,ахсаан,мөлшер
379,Haufen::N,чөмчөх,үйме
380,Haufen::N,чөмчөх,үйінді
381,Reihe::N,кэккэ,сап
382,Boot::N,оҥочо,қайық
383,Ruder::N,эрдии,ескек
384,Schlitten::N,сыарҕа,шана
385,Ski::N,хайыһар,шаңғы
386,Lagerfeuer::N,кутаа,алау
387,Last::N,ыарахан,ауырлық
388,Last::N,ыарахан,ауыр зат
389,Gang::N,хаамыы,жүріс
390,Schritt::N,хардыы,адым
391,Norden::N,хоту,солтүстік
392,Norden::N,хоту,терістік
393,Süden::N,соҕуруу,оңтүстік
394,Westen::N,арҕаа,батыс
395,Osten::N,илин,күншығыс
396,Holz::N,мас,ағаш
397,Holz::N,мас,сүрек
398,Brett::N,дуоска,тақта
399,Brett::N,хаптаһын,тақта
400,Platte::N,билиитэ,тақта
401,Stütze::N,тулааһын,тіреу
402,Stange::N,ураҕас,қада
403,Stock::N,мас,сойыл
404,Stock::N,баалкы,сойыл
405,Stab::N,ураҕас,сырық
406,Rohr::N,турба,құбыр
407,Haus::N,дьиэ,үй
408,Heim::N,дьиэ,үйлі
409,Heim::N,дьиэ,шаңырақ
410,Ofen::N,оһох,ошақ
411,Ofen::N,оһох,пеш
412,Fußboden::N,муоста,еден
413,Tisch::N,остуол,үстел
414,Stuhl::N,устуул,орындық
415,Wiege::N,биһик,бесік
416,Bett::N,кырабаат,кереует
417,Regal::N,долбуур,сөре
418,Kiste::N,дьааһык,жәшік
419,Fenster::N,түннүк,терезе
420,Tür::N,аан,есік
421,Tor::N,аан,дарбаза
422,Zaun::N,соппулуот,дуал
423,Dach::N,кырыыса,шатыр
424,Leiter::N,кирилиэс,саты
425,Leiter::N,кирилиэс,басқыш
426,Besen::N,миинньик,сыпырғыш
427,Spaten::N,күрдьэх,күрек
428,Schaufel::N,күрдьэх,қалақ
429,Gabel::N,биилкэ,аша
430,Gabel::N,биилкэ,шанышқы
431,Löffel::N,луоска,қасық
432,Messer::N,быһах,пышақ
433,Nagel::N,тоһоҕо,мық
434,Nagel::N,тоһоҕо,шеге
435,Netz::N,илим,керегекөз
436,Haken::N,көхө,ілмек
437,Griff::N,ук,сап
438,Griff::N,ук,тұтқа
439,Griff::N,тутаах,сап
440,Griff::N,тутаах,тұтқа
441,Schloss::N,күлүүс,құлып
442,Schloss::N,күлүүс,бекіткіш
443,Bild::N,хартыына,сурет
444,Figur::N,фигура,тұлға
445,Puppe::N,куукула,қуыршақ
446,Beutel::N,мөһөөччук,қапшық
447,Bündel::N,баайыы,байлам
448,Tasche::N,суумка,дорба
449,Eimer::N,биэдэрэ,шелек
450,Deckel::N,хаппах,жапқыш
451,Geschirr::N,иһит,ыдыс
452,Sack::N,куул,қап
453,Tasse::N,сэлиэнэй,шыныаяқ
454,Topf::N,көстүрүүҥкэ,кәстрөл
455,Kessel::N,хочуол,қазан
456,Essen::N,аһылык,ас
457,Nahrung::N,ас,ас
458,Nahrung::N,ас,тамақ
459,Speise::N,аһылык,тағам
460,Fleisch::N,эт,ет
461,Getreide::N,злактар,дәнді
462,Brei::N,хааһы,ботқа
463,Brot::N,килиэп,күлше
464,Scheibe::N,куһуок,тілім
465,Fett::N,сыа,май
466,Butter::N,арыы,май
467,Öl::N,арыы,май
468,Salz::N,туус,тұз
469,Suppe::N,мин,көже
470,Honig::N,мүөт,бал
471,Milch::N,үүт,сүт
472,Tee::N,чэй,шай
473,Leder::N,тирии,көн
474,Wolle::N,түү,жүн
475,Stoff::N,таҥас,мата
476,Stoff::N,таҥас,кездеме
477,Nadel::N,иннэ,ине
478,Faden::N,сап,жіп
479,Knopf::N,тимэх,түйме
480,Knoten::N,түмүк,түйін
481,Farbe::N,кырааска,рең
482,Kleidung::N,таҥас,киім
483,Hemd::N,ырбаахы,жейде
484,Kragen::N,саҕа,жаға
485,Ärmel::N,сиэх,жең
486,Hose::N,ыстаан,шалбар
487,Hose::N,бүрүүкэ,шалбар
488,Gürtel::N,кур,белбеу
489,Mütze::N,бэргэһэ,қалпақ
490,Schuh::N,бачыыҥка,кебіс
491,Stiefel::N,саппыкы,етік
492,Ring::N,биһилэх,жүзік
493,Band::N,лиэнтэ,таспа
494,Kamm::N,тараах,тарақ
495,Spiegel::N,сиэркилэ,айна
496,Riemen::N,кур,қайыс
497,Schnur::N,быа,жіп
498,Leine::N,тэһиин,тізгін
499,Decke::N,суорҕан,көрпе
500,Kissen::N,сыттык,жастық
501,Tuch::N,былаат,орамал
502,Handtuch::N,соттор,сүлгі
503,Kraft::N,сыра,қуат
504,Kraft::N,сыра,қарқын
505,Kraft::N,сыра,әл-шама
506,Kraft::N,сыра,әл-дәрмен
507,Stärke::N,күүс,әл
508,Stärke::N,күүс,күш
509,Gesundheit::N,доруобуйа,денсаулык
510,Krankheit::N,ыарыы,ауру
511,Schmerz::N,ыарыы,ауру
512,Wunde::N,баас,зақым
513,Wunde::N,баас,жарақат
514,Fieber::N,түрүлгэн,безгек
515,Fieber::N,түрүлгэн,қалтырау
516,Fieber::N,түрүлгэн,қызу көтерілуі
517,Fieber::N,лихорадка,безгек
518,Fieber::N,лихорадка,қалтырау
519,Fieber::N,лихорадка,қызу көтерілуі
520,Fieber::N,температура,безгек
521,Fieber::N,температура,қалтырау
522,Fieber::N,температура,қызу көтерілуі
523,Arznei::N,эмп,дәрі
524,Arznei::N,эмп,дәрі-дәрмек
525,Brücke::N,күргэ,көпір
526,Brunnen::N,холуодьас,құдық
527,Weide::N,мэччирэҥ,өріс
528,Weide::N,мэччирэҥ,жайылым
529,Pfad::N,ыллык,жол
530,Weg::N,суол,жол
531,Straße::N,суол,жол
532,Dorf::N,дэриэбинэ,ауыл
533,Stadt::N,куорат,қала
534,Stadt::N,куорат,шаһар
535,Brief::N,сурук,хат
536,Brief::N,сурук,жазу
537,Buch::N,кинигэ,кітап
538,Buchstabe::N,буква,әріп
539,Buchstabe::N,буква,қаріп
540,Zeitung::N,хаһыат,газет
541,Leben::N,тыын,өмір
542,Leben::N,тыын,тіршілік
543,Tod::N,өлүү,опат
544,Grab::N,иин,мола
545,Grab::N,иин,мазар
546,Kirche::N,таҥара дьиэтэ,шіркеу
547,Sünde::N,айыы,күнә
548,Gott::N,тангара,алла
549,Gott::N,тангара,құдай
550,Gott::N,тангара,тәңірі
551,Gott::N,тангара,пәруардігер
552,Gott::N,тангара,жаратқан тәңірі
553,Arbeiter::N,үлэһит,жүмысшы
554,Chef::N,баһылык,басшы
555,Chef::N,баһылык,жұмыс басқарушысы
556,Chef::N,начальник,басшы
557,Chef::N,начальник,жұмыс басқарушысы
558,Meister::N,уус,шебер
559,Meister::N,уус,өнерпаз
560,Meister::N,маастар,шебер
561,Meister::N,маастар,өнерпаз
562,Arzt::N,врач,дәрігер
563,Lehrer::N,учуутал,мұғалім
564,Geld::N,харчы,пұл
565,Geschäft::N,идэ,бизнес
566,Laden::N,маҕаһыын,дүкен
567,Preis::N,сыана,ақы
568,Preis::N,сыана,құны
569,Preis::N,сыана,нарық
570,Ware::N,табаар,тауар
571,Nutzen::N,туһа,пайда
572,Reichtum::N,баай,бақ-дәулет
573,Welt::N,аан дойду,әлем
574,Welt::N,аан дойду,жиһан
575,Land::N,дойду,аймақ
576,Staat::N,государство,мемлекет
577,König::N,король,патша
578,Macht::N,былаас,өкімет
579,Macht::N,былаас,қожалық
580,Grenze::N,кыраныысса,шек
581,Krieg::N,сэрии,соғыс
582,Feind::N,өстөөх,жау
583,Feind::N,өстөөх,дұшпан
584,Gewalt::N,күүһүлээһин,зорлык
585,Gewalt::N,күүһүлээһин,зорлық-зомбылык
586,Kampf::N,охсуһуу,күрес
587,Kampf::N,охсуһуу,алыспақ
588,Bogen[Waffe]::N,ох,саржа
589,Pfeil::N,ох,жебе
590,Gewehr::N,саа,қару
591,Fehler::N,сыыһа,әбес
592,Fehler::N,сыыһа,қаталық
593,Lüge::N,сымыйа,өтірік
594,Schaden::N,хоромньу,зиян
595,Schaden::N,хоромньу,зарар
596,Unglück::N,алдьархай,пәле
597,Unglück::N,алдьархай,қасырет
598,Unglück::N,алдьархай,ауыртпалық
599,Schuld::N,буруй,айыптылық
600,Alter::N,саас,жас
601,Alter::N,саас,жас шамасы
602,Schluss::N,тиһэх,ада
603,Schluss::N,тиһэх,бітуі
604,Zeit::N,бириэмэ,уақыт
605,Tag::N,күн,күн
606,Morgen::N,сарсыарда,таң
607,Morgen::N,сарсыарда,таңертең
608,Mittag::N,күн ортото,талтүс
609,Abend::N,киэһэ,кеш
610,Nacht::N,түүн,түн
611,Woche::N,нэдиэлэ,апта
612,Monat::N,ый,ай
613,Jahr::N,сыл,жыл
614,Jahr::N,дьыл,жыл
615,Frühling::N,саас,көктем
616,Sommer::N,сайын,жаз
617,Herbst::N,күһүн,күз
618,Winter::N,кыһын,қыс
619,Januar::N,тохсунньу,каңтар
620,Februar::N,олунньу,ақпан
621,März::N,кулун тутар,наурыз
622,April::N,муус устар ый,сәуір
623,Mai::N,ыам ыйа,мамыр
624,Juni::N,бэс ыйа,маусым
625,Juli::N,от ыйа,шілде
626,August::N,атырдьах ыйа,сүмбіле
627,August::N,атырдьах ыйа,тамыз
628,September::N,балаҕан ыйа,қыркүйек
629,Oktober::N,алтынньы,ақырап
630,November::N,сэтинньи,қараша
631,Dezember::N,ахсынньы,желтоқсан
632,Montag::N,бэнидиэнньик,дүйсенбі
633,Dienstag::N,оптуорунньук,сейсенбі
634,Mittwoch::N,сэрэдэ,сәрсенбі
635,Donnerstag::N,чэппиэр,бейсенбі
636,Freitag::N,бээтинсэ,жұма
637,Samstag::N,субуота,сенбі
638,Sonntag::N,баскыһыанньа,жексембі
639,groß::A,бөдөҥ,алпамсадай
640,groß::A,улахан,алпамсадай
641,klein::A,кыр,кішкене
642,klein::A,кыр,қарғадай
643,lang::A,уһун,сопақ
644,lang::A,уһун,сорайған
645,kurz::A,кылгас,кеспелтек
646,breit::A,кэтит,айдынды
647,schmal::A,кыараҕас,қысық
648,dicht::A,хойуу,жиі
649,dick[Gegenstand]::A,суон,шомбал
650,dick[Gegenstand]::A,хойуу,шомбал
651,dünn::A,чараас,жұқа
652,dünn::A,чараас,жіңішке
653,fein::A,бытархай,қаңылтақ
654,fein::A,синньигес,қаңылтақ
655,fest::A,бөҕө,берік
656,fest::A,бөҕө,мызғымас
657,fest::A,кытаанах,берік
658,fest::A,кытаанах,мызғымас
659,flach::A,хаптаҕай,жалпак
660,glatt::A,кылааккай,типыл
661,hart::A,хатан,қатты
662,hart::A,кытаанах,қатты
663,weich::A,сымнаҕас,жұмсақ
664,rund::A,төгүрүк,домалақ
665,spitz::A,сытыы,үшкір
666,spitz::A,уһуктаах,үшкір
667,scharf::A,сытыы,сүйрік
668,stumpf::A,сыппах,доғал
669,stumpf::A,сыппах,өтпейтін
670,schwer::A,ыарахан,салмақты
671,schön::A,кыраһыабай,сұлу
672,heiß::A,итии,ыссы
673,warm::A,ичигэс,жылы
674,kalt::A,тымныы,аязды
675,kühl::A,сөрүүн,салқын
676,frisch::A,ыраас,таза
677,frisch::A,ыраас,жаңа
678,frisch::A,сөрүүн,таза
679,frisch::A,сөрүүн,жаңа
680,frisch::A,тымныы,таза
681,frisch::A,тымныы,жаңа
682,feucht::A,сииктээх,нам
683,feucht::A,сииктээх,дымқылды
684,nass::A,инчэҕэй,сулы
685,trocken::A,кураан,құрғақ
686,voll::A,толору,толы
687,leer::A,иччитэх,бос
688,offen::A,аһаҕас,ашып қойылған
689,geschlossen::A,бүтэй,жабулы
690,sauber::A,сэбэр,дақсыз
691,sauber::A,сэбэр,мұнтаздай
692,schmutzig::A,кирдээх,айғыз
693,schmutzig::A,кирдээх,сатпақ
694,schmutzig::A,кирдээх,сатал-сатал
695,roh::A,сиикэй,шикі
696,reif::A,буспут,піскен
697,reif::A,сиппит-хоппут,піскен
698,lecker::A,минньигэс,дәмді
699,süß::A,минньигэс,тәтті
700,bitter::A,аһыы,ащы
701,sauer::A,аһыы,қышқыл
702,hell::A,сырдык,жарық
703,hell::A,сырдык,жарқын
704,dunkel::A,хараҥа,қараңғы
705,schwarz::A,хара,қара
706,weiß::A,үрүҥ,ақ
707,weiß::A,маҥан,ақ
708,rot::A,кыһыл,қызыл
709,gelb::A,саһархай,сары
710,blau::A,күөх,көк
711,grün::A,күөх,жасыл
712,grün::A,от күөҕэ,жасыл
713,grau::A,сиэрэй,бозамық
714,bunt::A,эриэн,алабажак
715,billig::A,чэпчэки,арзан
716,teuer::A,сыаналаах,бағалы
717,wertvoll::A,сыаналаах,құнды
718,wertvoll::A,сыаналаах,қымбат
719,blind::A,хараҕа суох,көзсіз
720,blind::A,хараҕа суох,көр
721,blind::A,хараҕа суох,көр_соқыр
722,taub::A,дьүлэй,керең
723,taub::A,дьүлэй,саңырау
724,kräftig::A,модун,қуатты
725,kräftig::A,модун,қарымды
726,stark::A,күүстээх,білекті
727,schwach::A,мөлтөх,әлсіз
728,schwach::A,мөлтөх,күшсіз
729,schwach::A,мөлтөх,қайратсыз
730,fett::A,эмис,семіз
731,schlank::A,дьылҕан,ашаң
732,schlank::A,дьыпсаҕай,ашаң
733,hübsch::A,олус кэрэ,ажарлы
734,hübsch::A,олус кэрэ,шырайлы
735,hübsch::A,көрүөхтэн үчүгэй,ажарлы
736,hübsch::A,көрүөхтэн үчүгэй,шырайлы
737,böse::A,өһүөннээх,өш
738,böse::A,өһүөннээх,сұм
739,böse::A,өһүөннээх,жауыз
740,dumm::A,акаары,көкми
741,dumm::A,акаары,ақымақ
742,dumm::A,акаары,миы жоқ
743,faul::A,нэс,жалқау
744,faul::A,нэс,еріншек
745,fleißig::A,кыһамньылаах,ұқыпты
746,geizig::A,иҥсэлээх,сараң
747,klug::A,өйдөөх,жетік
748,klug::A,өйдөөх,ақылды
749,geschickt::A,наһаа дьоҕурдаах,шебер
750,lieb::A,тапталлаах,абзал
