,Concept_ID,it,nl
262,Wunsch::N,desiderio,verlangen
263,Lust::N,voglia,zin
264,Lust::N,voglia,lust
265,Geist::N,mente,geest
266,Geist::N,spìrito,geest
267,Gedanke::N,idea,gedachte
268,Gedanke::N,pensiero,gedachte
269,Gedächtnis::N,memoria,geheugen
270,Verstand::N,intelletto,verstand
271,Sinn::N,senso,betekenis
272,Sinn::N,significato,betekenis
273,Grund::N,causa,reden
274,Grund::N,motivo,reden
275,Grund::N,ragione,reden
276,Wahrheit::N,verità,waarheid
277,Gespräch::N,discorso,gesprek
278,Gespräch::N,conversazione,gesprek
279,Märchen::N,fiaba,sprookje
280,Märchen::N,fàvola,sprookje
281,Erzählung::N,racconto,verhaal
282,Erzählung::N,narrazione,verhaal
283,Nachricht::N,messaggio,tijding
284,Neuigkeit::N,notizia,nieuws
285,Neuigkeit::N,notizia,nieuwtje
286,Name::N,nome,naam
287,Rätsel::N,indovinello,raadsel
288,Rede::N,discorso,rede
289,Sprache::N,lingua,taal
290,Sprache::N,linguaggio,taal
291,Stimme::N,voce,stem
292,Wort::N,parola,woord
293,Zeichen::N,segno,teken
294,Zeichen::N,segnale,teken
295,Ruf::N,chiamata,roep
296,Lärm::N,chiasso,lawaai
297,Lärm::N,strèpito,lawaai
298,Laut::N,suono,klank
299,Laut::N,suono,geluid
300,Ton::N,tono,toon
301,Ton::N,tono,klank
302,Lied::N,canto,lied
303,Lied::N,canzone,lied
304,Ruhe::N,calma,rust
305,Ruhe::N,calma,stilte
306,Ruhe::N,tranquillità,rust
307,Ruhe::N,tranquillità,stilte
308,Leute::N,gente,lui
309,Leute::N,gente,mensen
310,Volk::N,pòpolo,volk
311,Arbeit::N,lavoro,werk
312,Arbeit::N,lavoro,arbeid
313,Gast::N,òspite,gast
314,Gast::N,invitato,gast
315,Geschenk::N,regalo,cadeau
316,Geschenk::N,regalo,geschenk
317,Spiel::N,gioco,spel
318,Gesellschaft::N,compagnìa,gezelschap
319,Hilfe::N,aiuto,hulp
320,Hilfe::N,soccorso,hulp
321,Freund::N,amico,vriend
322,Kamerad::N,camerata,maat
323,Kamerad::N,camerata,metgezel
324,Angelegenheit::N,affare,zaak
325,Angelegenheit::N,affare,aangelegenheid
326,Angelegenheit::N,faccenda,zaak
327,Angelegenheit::N,faccenda,aangelegenheid
328,Anzahl::N,nùmero,tal
329,Anzahl::N,nùmero,aantal
330,Anzahl::N,quantità,tal
331,Anzahl::N,quantità,aantal
332,Art::N,tipo,slag
333,Art::N,tipo,soort
334,Art::N,specie,slag
335,Art::N,specie,soort
336,Stück::N,pezzo,stuk
337,Teil::N,parte,deel
338,Hälfte::N,metà,helft
339,Kreis::N,cìrcolo,kring
340,Kreis::N,cìrcolo,cirkel
341,Kreuz::N,croce,kruis
342,Linie::N,lìnea,lijn
343,Strich::N,tratto,haal
344,Strich::N,tratto,streep
345,Abstand::N,distanza,afstand
346,Entfernung::N,distanza,afstand
347,Entfernung::N,lontananza,afstand
348,Gegend::N,regione,streek
349,Platz::N,posto,ruimte
350,Platz::N,spazio,ruimte
351,Ort::N,luogo,oord
352,Ort::N,luogo,plaats
353,Ort::N,località,oord
354,Ort::N,località,plaats
355,Seite::N,lato,zij
356,Seite::N,lato,kant
357,Seite::N,lato,zijde
358,Seite::N,parte,zij
359,Seite::N,parte,kant
360,Seite::N,parte,zijde
361,Mitte::N,mezzo,midden
362,Mitte::N,centro,midden
363,Gegenstand::N,oggetto,voorwerp
364,Sache::N,cosa,zaak
365,Rand::N,orlo,rand
366,Rand::N,orlo,boord
367,Rand::N,bordo,rand
368,Rand::N,bordo,boord
369,Kante::N,spìgolo,kant
370,Ecke::N,canto,hoek
371,Spitze::N,punta,punt
372,Spitze::N,punta,spits
373,Ende::N,capo,einde
374,Ende::N,capo,uiteinde
375,Ende::N,estremità,einde
376,Ende::N,estremità,uiteinde
377,Loch::N,buco,gat
378,Winkel::N,àngolo,hoek
379,Muster::N,disegno,dessin
380,Muster::N,disegno,patroon
381,Größe::N,taglia,grootte
382,Größe::N,grandezza,grootte
383,Länge::N,lunghezza,lengte
384,Höhe::N,altezza,hoogte
385,Gewicht::N,peso,gewicht
386,Menge::N,quantità,hoeveelheid
387,Haufen::N,cùmulo,hoop
388,Haufen::N,mucchio,hoop
389,Reihe::N,fila,rij
390,Reihe::N,fila,reeks
391,Boot::N,barca,boot
392,Boot::N,battello,boot
393,Ruder::N,remo,roeiriem
394,Schlitten::N,slitta,slee
395,Schlitten::N,slitta,slede
396,Ski::N,sci,ski
397,Lagerfeuer::N,falò,kampvuur
398,Lagerfeuer::N,fuoco di bivacco,kampvuur
399,Last::N,càrico,last
400,Last::N,càrico,vracht
401,Gang::N,andata,wandeling
402,Schritt::N,passo,stap
403,Schritt::N,passo,schrede
404,Norden::N,nord,noorden
405,Norden::N,settentrione,noorden
406,Süden::N,sud,zuiden
407,Süden::N,meridione,zuiden
408,Westen::N,òvest,westen
409,Westen::N,occidente,westen
410,Osten::N,est,oosten
411,Osten::N,oriente,oosten
412,Holz::N,legno,hout
413,Brett::N,asse,plank
414,Brett::N,tàvola,plank
415,Platte::N,lastra,plaat
416,Platte::N,piastra,plaat
417,Stütze::N,supporto,stut
418,Stütze::N,supporto,steun
419,Stange::N,sbarra,stang
420,Stange::N,pèrtica,stang
421,Stock::N,verga,stok
422,Stock::N,bastone,stok
423,Stock::N,bacchetta,stok
424,Stab::N,asta,staf
425,Rohr::N,tubo,pijp
426,Haus::N,casa,huis
427,Heim::N,casa,tehuis
428,Ofen::N,stufa,kachel
429,Fußboden::N,pavimento,vloer
430,Tisch::N,tàvolo,tafel
431,Stuhl::N,sedia,stoel
432,Wiege::N,culla,wieg
433,Bett::N,letto,bed
434,Regal::N,scaffale,rek
435,Kiste::N,cassa,kist
436,Fenster::N,finestra,raam
437,Fenster::N,finestra,venster
438,Tür::N,porta,deur
439,Tor::N,portone,poort
440,Zaun::N,recinto,omheining
441,Dach::N,tetto,dak
442,Leiter::N,scala,ladder
443,Leiter::N,scala a pioli,ladder
444,Besen::N,scopa,bezem
445,Spaten::N,vanga,schop
446,Schaufel::N,pala,schep
447,Gabel::N,forchetta,vork
448,Löffel::N,cucchiaio,lepel
449,Messer::N,coltello,mes
450,Nagel::N,chiodo,spijker
451,Netz::N,rete,net
452,Haken::N,uncino,haak
453,Griff::N,mànico,handvat
454,Griff::N,maniglia,handvat
455,Schloss::N,serratura,slot
456,Bild::N,quadro,beeld
457,Bild::N,immàgine,beeld
458,Figur::N,figura,figuur
459,Puppe::N,bàmbola,pop
460,Beutel::N,borsa,zak
461,Beutel::N,borsa,buidel
462,Beutel::N,sacchetto,zak
463,Beutel::N,sacchetto,buidel
464,Bündel::N,fascio,pak
465,Bündel::N,fascio,bundel
466,Bündel::N,fagotto,pak
467,Bündel::N,fagotto,bundel
468,Tasche::N,borsa,tas
469,Eimer::N,secchio,emmer
470,Deckel::N,coperchio,deksel
471,Geschirr::N,stoviglie,vaatwerk
472,Sack::N,sacco,zak
473,Tasse::N,tazza,kop
474,Topf::N,pèntola,pan
475,Kessel::N,paiolo,ketel
476,Kessel::N,calderone,ketel
477,Essen::N,pasto,eten
478,Essen::N,mangiare,eten
479,Nahrung::N,cibo,voedsel
480,Nahrung::N,alimento,voedsel
481,Speise::N,piatto,spijs
482,Fleisch::N,carne,vlees
483,Getreide::N,cereali,graan
484,Brei::N,purè,pap
485,Brei::N,purè,brij
486,Brei::N,pappa,pap
487,Brei::N,pappa,brij
488,Brot::N,pane,brood
489,Scheibe::N,fetta,plak
490,Scheibe::N,fetta,snede
491,Scheibe::N,trancia,plak
492,Scheibe::N,trancia,snede
493,Fett::N,grasso,vet
494,Butter::N,burro,boter
495,Öl::N,olio,olie
496,Salz::N,sale,zout
497,Suppe::N,zuppa,soep
498,Suppe::N,minestra,soep
499,Honig::N,miele,honing
500,Milch::N,latte,melk
501,Tee::N,tè,thee
502,Leder::N,pelle,leer
503,Leder::N,pelle,leder
504,Wolle::N,lana,wol
505,Stoff::N,panno,stof
506,Stoff::N,tessuto,stof
507,Nadel::N,ago,naald
508,Faden::N,filo,draad
509,Knopf::N,bottone,knoop
510,Knoten::N,nodo,knoop
511,Farbe::N,pittura,verf
512,Kleidung::N,vestiti,kledij
513,Kleidung::N,vestiti,kleding
514,Kleidung::N,vestiario,kledij
515,Kleidung::N,vestiario,kleding
516,Hemd::N,camicia,hemd
517,Kragen::N,bàvero,kraag
518,Kragen::N,colletto,kraag
519,Ärmel::N,mànica,mouw
520,Hose::N,calzoni,broek
521,Hose::N,calzoni,pantalon
522,Gürtel::N,cintura,riem
523,Gürtel::N,cintura,gordel
524,Mütze::N,berretto,muts
525,Schuh::N,scarpa,schoen
526,Stiefel::N,stivale,laars
527,Ring::N,anello,ring
528,Band::N,nastro,lint
529,Band::N,fettuccia,lint
530,Kamm::N,pèttine,kam
531,Spiegel::N,specchio,spiegel
532,Riemen::N,cinghia,riem
533,Schnur::N,corda,koord
534,Leine::N,guinzaglio,lijn
535,Decke::N,coperta,deken
536,Kissen::N,cuscino,kussen
537,Kissen::N,guanciale,kussen
538,Tuch::N,fazzoletto,doek
539,Handtuch::N,asciugamano,handdoek
540,Kraft::N,forza,kracht
541,Stärke::N,forza,sterkte
542,Stärke::N,vigore,sterkte
543,Stärke::N,fortezza,sterkte
544,Gesundheit::N,salute,gezondheid
545,Krankheit::N,malattìa,ziekte
546,Schmerz::N,dolore,pijn
547,Wunde::N,piaga,wond
548,Wunde::N,ferita,wond
549,Fieber::N,febbre,koorts
550,Arznei::N,fàrmaco,medicament
551,Arznei::N,fàrmaco,geneesmiddel
552,Arznei::N,medicina,medicament
553,Arznei::N,medicina,geneesmiddel
554,Brücke::N,ponte,brug
555,Brunnen::N,pozzo,put
556,Brunnen::N,pozzo,bron
557,Weide::N,pàscolo,wei
558,Weide::N,pàscolo,weide
559,Pfad::N,sentiero,pad
560,Weg::N,via,weg
561,Weg::N,cammino,weg
562,Straße::N,strada,baan
563,Straße::N,strada,straat
564,Dorf::N,paese,dorp
565,Dorf::N,villaggio,dorp
566,Stadt::N,città,stad
567,Brief::N,lèttera,brief
568,Buch::N,libro,boek
569,Buchstabe::N,lèttera,letter
570,Zeitung::N,giornale,krant
571,Zeitung::N,giornale,dagblad
572,Leben::N,vita,leven
573,Tod::N,morte,dood
574,Grab::N,tomba,graf
575,Grab::N,sepolcro,graf
576,Kirche::N,chiesa,kerk
577,Sünde::N,peccato,zonde
578,Gott::N,dio,god
579,Arbeiter::N,operaio,arbeider
580,Arbeiter::N,lavoratore,arbeider
581,Chef::N,capo,chef
582,Chef::N,padrone,chef
583,Meister::N,mastro,meester
584,Meister::N,maestro,meester
585,Arzt::N,mèdico,arts
586,Arzt::N,mèdico,dokter
587,Arzt::N,dottore,arts
588,Arzt::N,dottore,dokter
589,Lehrer::N,professore,leraar
590,Lehrer::N,professore,onderwijzer
591,Geld::N,soldi,geld
592,Geld::N,denaro,geld
593,Geschäft::N,affare,zaak
594,Geschäft::N,negozio,zaak
595,Laden::N,negozio,winkel
596,Preis::N,prezzo,prijs
597,Ware::N,merce,waar
598,Nutzen::N,ùtile,nut
599,Nutzen::N,ùtile,voordeel
600,Nutzen::N,profitto,nut
601,Nutzen::N,profitto,voordeel
602,Reichtum::N,ricchezza,rijkdom
603,Welt::N,mondo,wereld
604,Land::N,paese,land
605,Staat::N,Stato,staat
606,König::N,re,koning
607,Macht::N,potere,macht
608,Grenze::N,confine,grens
609,Grenze::N,frontiera,grens
610,Krieg::N,guerra,oorlog
611,Feind::N,nemico,vijand
612,Gewalt::N,violenza,geweld
613,Kampf::N,lotta,strijd
614,Kampf::N,lotta,gevecht
615,Bogen[Waffe]::N,arco,boog
616,Pfeil::N,freccia,pijl
617,Gewehr::N,fucile,geweer
618,Fehler::N,errore,fout
619,Fehler::N,sbaglio,fout
620,Lüge::N,bugìa,leugen
621,Lüge::N,menzogna,leugen
622,Schaden::N,danno,schade
623,Unglück::N,sfortuna,tegenspoed
624,Schuld::N,colpa,schuld
625,Alter::N,età,leeftijd
626,Schluss::N,fine,slot
627,Zeit::N,tempo,tijd
628,Tag::N,giorno,dag
629,Tag::N,giornata,dag
630,Morgen::N,mattina,morgen
631,Morgen::N,mattina,ochtend
632,Mittag::N,mezzogiorno,middag
633,Abend::N,sera,avond
634,Abend::N,serata,avond
635,Nacht::N,notte,nacht
636,Woche::N,settimana,week
637,Monat::N,mese,maand
638,Jahr::N,anno,jaar
639,Frühling::N,primavera,lente
640,Frühling::N,primavera,voorjaar
641,Sommer::N,estate,zomer
642,Herbst::N,autunno,herfst
643,Winter::N,inverno,winter
644,Januar::N,gennaio,januari
645,Februar::N,febbraio,februari
646,März::N,marzo,maart
647,April::N,aprile,april
648,Mai::N,maggio,mei
649,Juni::N,giugno,juni
650,Juli::N,luglio,juli
651,August::N,agosto,augustus
652,September::N,settembre,september
653,Oktober::N,ottobre,oktober
654,November::N,novembre,november
655,Dezember::N,dicembre,december
656,Montag::N,lunedì,maandag
657,Dienstag::N,martedì,dinsdag
658,Mittwoch::N,mercoledì,woensdag
659,Donnerstag::N,giovedì,donderdag
660,Freitag::N,venerdì,vrijdag
661,Samstag::N,sàbato,zaterdag
662,Sonntag::N,domenica,zondag
663,groß::A,grande,groot
664,klein::A,pìccolo,klein
665,lang::A,lungo,lang
666,kurz::A,corto,kort
667,breit::A,largo,breed
668,schmal::A,stretto,smal
669,dicht::A,denso,dicht
670,dick[Gegenstand]::A,spesso,dik
671,dünn::A,sottile,dun
672,fein::A,fine,fijn
673,fein::A,delicato,fijn
674,fest::A,sodo,vast
675,fest::A,fisso,vast
676,flach::A,piano,plat
677,flach::A,piatto,plat
678,glatt::A,liscio,glad
679,hart::A,duro,hard
680,weich::A,molle,week
681,rund::A,rotondo,rond
682,spitz::A,aguzzo,spits
683,spitz::A,aguzzo,puntig
684,spitz::A,appuntito,spits
685,spitz::A,appuntito,puntig
686,scharf::A,affilato,scherp
687,scharf::A,tagliente,scherp
688,stumpf::A,smussato,stomp
689,schwer::A,pesante,zwaar
690,schön::A,bello,mooi
691,schön::A,bello,fraai
692,heiß::A,caldo,heet
693,heiß::A,bollente,heet
694,warm::A,caldo,warm
695,kalt::A,freddo,koud
696,kühl::A,fresco,koel
697,frisch::A,fresco,fris
698,feucht::A,ùmido,vochtig
699,nass::A,bagnato,nat
700,trocken::A,secco,droog
701,voll::A,pieno,vol
702,leer::A,vuoto,leeg
703,offen::A,aperto,open
704,geschlossen::A,chiuso,gesloten
705,sauber::A,netto,net
706,sauber::A,netto,schoon
707,sauber::A,pulito,net
708,sauber::A,pulito,schoon
709,schmutzig::A,sporco,vuil
710,schmutzig::A,sùdicio,vuil
711,roh::A,crudo,rauw
712,reif::A,maturo,rijp
713,lecker::A,ghiotto,lekker
714,lecker::A,squisito,lekker
715,süß::A,dolce,zoet
716,bitter::A,amaro,bitter
717,sauer::A,aspro,zuur
718,sauer::A,acerbo,zuur
719,hell::A,chiaro,licht
720,hell::A,chiaro,helder
721,dunkel::A,buio,donker
722,dunkel::A,oscuro,donker
723,schwarz::A,nero,zwart
724,weiß::A,bianco,wit
725,rot::A,rosso,rood
726,gelb::A,giallo,geel
727,blau::A,blu,blauw
728,blau::A,azzurro,blauw
729,grün::A,verde,groen
730,grau::A,grigio,grijs
731,bunt::A,variopinto,bont
732,billig::A,a buon prezzo,goedkoop
733,billig::A,a buon mercato,goedkoop
734,teuer::A,caro,duur
735,wertvoll::A,prezioso,kostbaar
736,wertvoll::A,prezioso,waardevol
737,blind::A,cieco,blind
738,taub::A,sordo,doof
739,kräftig::A,forte,krachtig
740,kräftig::A,robusto,krachtig
741,stark::A,forte,sterk
742,stark::A,vigoroso,sterk
743,schwach::A,dèbole,zwak
744,fett::A,grasso,vet
745,schlank::A,snello,slank
746,schlank::A,slanciato,slank
747,hübsch::A,bello,leuk
748,hübsch::A,carino,leuk
749,böse::A,cattivo,kwaad
750,dumm::A,stùpido,dom
751,faul::A,pigro,lui
752,fleißig::A,diligente,vlijtig
753,geizig::A,avaro,gierig
754,klug::A,intelligente,slim
755,klug::A,intelligente,schrander
756,klug::A,intelligente,verstandig
757,geschickt::A,àbile,handig
758,geschickt::A,àbile,vaardig
759,lieb::A,caro,lief
760,lustig::A,gaio,vrolijk
761,lustig::A,allegro,vrolijk
762,sanft::A,dolce,zacht
763,hungrig::A,affamato,hongerig
764,krank::A,malato,ziek
765,krank::A,infermo,ziek
766,nackt::A,nudo,naakt
767,traurig::A,triste,treurig
768,traurig::A,triste,bedroefd
769,lebendig::A,vivo,levend
770,gut::A,buono,goed
771,schlecht::A,cattivo,slecht
772,richtig::A,giusto,juist
773,schlimm::A,grave,erg
774,schlimm::A,grave,kwaad
775,wahr::A,vero,waar
776,alt::A,vecchio,oud
777,neu::A,nuovo,nieuw
778,ehemalig::A,vecchio,voormalig
779,ehemalig::A,d'una_volta,voormalig
780,alt[Lebewesen]::A,anziano,oud
781,jung::A,giovane,jong
782,arm::A,pòvero,arm
783,reich::A,ricco,rijk
784,bekannt::A,noto,bekend
785,bekannt::A,conosciuto,bekend
786,berühmt::A,famoso,beroemd
787,berühmt::A,cèlebre,beroemd
788,fremd::A,estràneo,vreemd
789,fremd::A,straniero,vreemd
790,verschieden::A,diverso,verscheiden
791,verschieden::A,diverso,verschillend
792,verschieden::A,differente,verscheiden
793,verschieden::A,differente,verschillend
794,nah::A,vicino,nabij
795,nah::A,vicino,nabijgelegen
796,nah::A,propinquo,nabij
797,nah::A,propinquo,nabijgelegen
798,fern::A,lontano,ver
799,linker::A,sinistro,linker
800,rechter::A,destro,rechter
801,anderer::A,altro,andere
802,erster::A,primo,eerste
803,zweiter::A,secondo,tweede
804,dritter::A,terzo,derde
805,letzter::A,ùltimo,laatste
806,allein::ADV,solo,alleen
807,allein::ADV,da solo,alleen
808,auf einmal::ADV,insieme,ineens
809,auf einmal::ADV,insieme,tegelijk
810,zusammen::ADV,insieme,samen
811,zusammen::ADV,insieme,bijeen
812,lange::ADV,a lungo,lang
813,plötzlich::ADV,all'improvviso,eensklaps
814,plötzlich::ADV,all'improvviso,plotsklaps
815,sofort::ADV,sùbito,terstond
816,sofort::ADV,sùbito,aanstonds
817,sofort::ADV,sùbito,onmiddelijk
818,sofort::ADV,all'istante,terstond
819,sofort::ADV,all'istante,aanstonds
820,sofort::ADV,all'istante,onmiddelijk
821,später::ADV,più tardi,later
822,jetzt::ADV,ora,nu
823,jetzt::ADV,ora,nou
824,jetzt::ADV,ora,thans
825,jetzt::ADV,adesso,nu
826,jetzt::ADV,adesso,nou
827,jetzt::ADV,adesso,thans
828,heute::ADV,oggi,heden
829,heute::ADV,oggi,vandaag
830,morgen::ADV,domani,morgen
831,bald::ADV,presto,gauw
832,bald::ADV,presto,weldra
833,bald::ADV,tra poco,gauw
834,bald::ADV,tra poco,weldra
835,dann::ADV,allora,dan
836,dann::ADV,allora,toen
837,gestern::ADV,ieri,gisteren
838,einst::ADV,prima,eens
839,einst::ADV,un tempo,eens
840,damals::ADV,allora,toen
841,damals::ADV,allora,destijds
842,danach::ADV,poi,daarna
843,danach::ADV,dopo,daarna
844,vorher::ADV,prima,vooraf
