,Concept_ID,pl,te
153,Katze::N,kotka,పిల్లి
154,Bär::N,niedźwiedż,ఎలుగుబంటి
155,Eichhörnchen::N,wiewiórka,ఉడుత
156,Elch::N,łóś,కణంజు
157,Fuchs::N,lis,గుంటనక్క
158,Hase::N,zając,కుందేలు
159,Maus::N,mysz,చిట్టెలుక
160,Wolf::N,wilk,తోడేలు
161,Vogel::N,ptak,పక్షి
162,Schwarm::N,stado,గుంపు
163,Huhn::N,kura,కోడిపిల్ల
164,Hahn::N,kogut,కోడివుంజు
165,Gans::N,gęś,ఆడుబాతు
166,Adler::N,orzeł,గ్రద్ద
167,Ente::N,kaczka,పాట్టిబాతు
168,Eule::N,sowa,గ్రుడ్లగూబ
169,Kranich::N,żuraw,కొంగ
170,Krähe::N,wrona,కాకి
171,Kuckuck::N,kukułka,కోయల
172,Schwan::N,łabędż,హంస
173,Fisch::N,ryba,చేప
174,Barsch::N,okoń,ఒకచేఁప
175,Hecht::N,szczupak,గండుమీను
176,Schlange[Tier]::N,wąż,పాము
177,Schlange[Tier]::N,żmija,పాము
178,Wurm::N,robak,పురుగు
179,Spinne::N,pająk,సాలె పురుగు
180,Ameise::N,mrówka,చీమ
181,Laus::N,wesz,పేను
182,Mücke::N,komar,చీకటీగ
183,Fliege::N,mucha,ఈగ
184,Schmetterling::N,motyl,సీతాకోకచిలుక
185,Beere::N,jagoda,కాయ
186,Apfel::N,jabłko,ఆపిల్ పండు
187,Pilz::N,grzyb,కుక్కగొడుగు
188,Zwiebel::N,cebula,నీరుల్లి
189,Saat::N,siew,విత్తనము
190,Korn::N,ziarno,గింజ
191,Heu::N,siano,ఎండుగడ్డి
192,Schale::N,łupina,పొట్టు
193,Grube::N,dół,గొయ్యి
194,Grube::N,jama,గొయ్యి
195,Falle::N,pułapka,బోను
196,Schlinge::N,sidła,ఉరి
197,Spur::N,ślad,జాడ
198,Asche::N,popiół,బూడిద
199,Dreck::N,brud,ముఱికి
200,Eisen::N,żelazo,ఇనుము
201,Gold::N,złoto,బంగారము
202,Silber::N,srebro,వెండి
203,Kohle::N,węgiel,నేలబొగ్గు
204,Glas::N,szkło,గాజు
205,Lehm::N,glina,బంకమన్ను
206,Sand::N,piasek,ఇసుక
207,Mensch::N,człowiek,నరుడు
208,Mann::N,mężczyzna,పురుమడు
209,Frau::N,kobieta,ఆడుది
210,Kind::N,dziecko,బిడ్డ
211,Junge::N,chłopak,బాలుడు
212,Junge::N,chłopiec,బాలుడు
213,Mädchen::N,dziewczynka,బాలిక
214,Familie::N,rodzina,కుటుంబము
215,Großvater::N,dziadek,తాత
216,Großmutter::N,babka,అయ్యమ్మ
217,Eltern::N,rodzice,తల్లితండ్రులు
218,Vater::N,ojciec,తండ్రి
219,Mutter::N,matka,తల్లి
220,Sohn::N,syn,కొడుకు
221,Tochter::N,córka,కూతురు
222,Bruder::N,brat,పోదరుడు
223,Schwester::N,siostra,సోదరి
224,Onkel::N,wuj,మేనమామ
225,Onkel::N,stryj,మేనమామ
226,Tante::N,ciotka,మేనత్త
227,Tante::N,ciotka,పినతల్లి
228,Ehemann::N,mąż,భర్త
229,Ehefrau::N,żona,భార్య
230,Freude::N,radość,సంతోషము
231,Gelächter::N,śmiech,నవ్వు
232,Glück::N,szczęście,సంతోషము
233,Kummer::N,zmartwienie,దుఃఖము
234,Wunsch::N,życzenie,కోరిక
235,Lust::N,chęć,కోరిక
236,Lust::N,ochota,కోరిక
237,Geist::N,duch,ఆత్మ
238,Gedanke::N,myśl,ఆలోచన
239,Gedächtnis::N,pamięć,జ్ఞాపకము
240,Verstand::N,rozum,మనస్సు
241,Sinn::N,zmysł,అర్థము
242,Grund::N,powód,కారణము
243,Wahrheit::N,prawda,సత్యము
244,Gespräch::N,rozmowa,పంభాషణ
245,Märchen::N,bajka,అద్భుతకథ
246,Erzählung::N,opowiadanie,కథ
247,Nachricht::N,wiadomość,వార్త
248,Neuigkeit::N,nowina,వార్త
249,Name::N,imię,పేరు
250,Rätsel::N,zagadka,చిక్కు
251,Rede::N,mowa,ఉపన్యాసము
252,Sprache::N,język,భాష
253,Stimme::N,głos,కంరథ్సని
254,Wort::N,słowo,మాట
255,Zeichen::N,znak,గుర్తు
256,Ruf::N,wołanie,పిలువు
257,Lärm::N,hałas,సందడి
258,Lärm::N,zgiełk,సందడి
259,Laut::N,dźwięk,ధ్వని
260,Ton::N,ton,స్వరము
261,Ton::N,dźwięk,స్వరము
262,Lied::N,pieśń,పాట
263,Lied::N,piosenka,పాట
264,Ruhe::N,spokój,గాలిలేమి
265,Leute::N,ludzie,జనులు
266,Volk::N,naród,జాతి
267,Arbeit::N,praca,పని
268,Arbeit::N,robota,పని
269,Gast::N,gość,అతిధి
270,Geschenk::N,prezent,దానము
271,Geschenk::N,podarunek,దానము
272,Spiel::N,gra,ఆట
273,Spiel::N,zabawa,ఆట
274,Gesellschaft::N,towarzystwo,జట్టు
275,Hilfe::N,pomoc,సాహాయ్యము
276,Freund::N,przyjaciel,స్నేహితుడు
277,Kamerad::N,kolega,చెలికాడు
278,Angelegenheit::N,sprawa,విషయము
279,Anzahl::N,ilość,లెక్క
280,Art::N,rodzaj,జాతి
281,Stück::N,kawałek,తునుక
282,Teil::N,część,భాగము
283,Hälfte::N,połowa,సగము
284,Kreis::N,krąg,వృత్తము
285,Kreuz::N,krzyż,సిలువ
286,Linie::N,linia,గీత
287,Strich::N,kreska,గీత
288,Abstand::N,odstęp,సందు
289,Entfernung::N,odległość,దూరము
290,Gegend::N,okolica,విస్తీర్ణము
291,Platz::N,miejsce,ఎడము
292,Ort::N,miejsce,స్థలము
293,Seite::N,bok,ప్రక్క
294,Seite::N,strona,ప్రక్క
295,Mitte::N,środek,నడిమి
296,Gegenstand::N,przedmiot,పద్దు
297,Sache::N,rzecz,వస్తువు
298,Rand::N,skraj,అంచు
299,Rand::N,krawędź,అంచు
300,Kante::N,kant,అంచు
301,Kante::N,krawędź,అంచు
302,Ecke::N,róg,మూల
303,Spitze::N,ostrze,మొన
304,Ende::N,koniec,కొన
305,Loch::N,dziura,రంధ్రము
306,Winkel::N,kąt,కోణము
307,Winkel::N,kącik,కోణము
308,Muster::N,wzór,మాదిరి
309,Größe::N,rozmiar,పరిమాణము
310,Größe::N,wielkość,పరిమాణము
311,Länge::N,długość,పొడుగు
312,Höhe::N,wysokość,పొడుగు
313,Gewicht::N,ciężar,భారము
314,Menge::N,ilość,మొత్తము
315,Haufen::N,kupa,రాశి
316,Reihe::N,rząd,వరుస
317,Reihe::N,szereg,వరుస
318,Boot::N,łódź,పడవ
319,Boot::N,łódka,పడవ
320,Ruder::N,wiosło,అడక
321,Schlitten::N,sanki,సరవండ్లు
322,Ski::N,narta,స్కీ
323,Lagerfeuer::N,ognisko,నెగడు
324,Last::N,ciężar,బరువు
325,Last::N,brzemię,బరువు
326,Gang::N,chód,నడక
327,Schritt::N,krok,అడుగు
328,Norden::N,północ,ఉత్తరదిక్కు
329,Süden::N,południe,దక్షిణము
330,Westen::N,zachód,పడమర
331,Osten::N,wschód,తూర్పు
332,Holz::N,drzewo,కొయ్య
333,Brett::N,deska,పలక
334,Platte::N,płyta,పలక
335,Stütze::N,podpora,వాల్సేడ్లు
336,Stange::N,drąg,స్తంభము
337,Stange::N,żerdź,స్తంభము
338,Stock::N,kij,కఱ్ఱ
339,Stock::N,laska,కఱ్ఱ
340,Stab::N,pręt,కఱ్ఱ
341,Rohr::N,rura,గొట్టము
342,Haus::N,dom,ఇల్లు
343,Heim::N,dom,స్వగృహము
344,Ofen::N,piec,పొయ్యి
345,Fußboden::N,podłoga,నేల
346,Tisch::N,stół,మేజా
347,Stuhl::N,krzesło,కుర్చీ
348,Wiege::N,kołyska,ఉయ్యాల
349,Bett::N,łóżko,పడక
350,Bett::N,łóżko,మంచం
351,Bett::N,pościel,పడక
352,Bett::N,pościel,మంచం
353,Regal::N,regał,అటక
354,Kiste::N,skrzynia,వెట్టె
355,Fenster::N,okno,కిటికి
356,Tür::N,drzwi,ద్వారము
357,Tor::N,brama,ద్వారము
358,Zaun::N,płot,కంచె
359,Zaun::N,parkan,కంచె
360,Dach::N,dach,ఇంటివైకప్పు
361,Leiter::N,drabina,నిచ్చెన
362,Besen::N,miotła,చీపురుకట్ట
363,Spaten::N,rydel,పాఱ
364,Schaufel::N,łopata,పాఱ
365,Gabel::N,widelec,ముండ్లగరిటె
366,Löffel::N,łyżka,గరిటె
367,Messer::N,nóż,కత్తి
368,Nagel::N,gwóźdź,మేకు
369,Netz::N,sieć,వల
370,Haken::N,hak,కొక్కెము
371,Griff::N,chwyt,పిడి
372,Schloss::N,zamek,తాళము
373,Bild::N,obraz,చిత్రము
374,Figur::N,figura,రూపము
375,Puppe::N,lalka,బొమ్మ
376,Beutel::N,torba,సంచి
377,Bündel::N,wiązka,మూట
378,Tasche::N,torba,సంచి
379,Eimer::N,kubeł,చేద
380,Eimer::N,wiadro,చేద
381,Deckel::N,przykrywka,మూత
382,Geschirr::N,statki,వంటకాలు
383,Geschirr::N,naczynia,వంటకాలు
384,Sack::N,worek,గోనెసంచి
385,Tasse::N,filiżanka,గిన్నె
386,Topf::N,garnek,కుండ
387,Kessel::N,kocioł,నీరుకాచుపాత్ర
388,Essen::N,jedzenie,ఆహారము
389,Nahrung::N,pokarm,ఆహారము
390,Nahrung::N,pożywienie,ఆహారము
391,Speise::N,potrawa,ఆహారము
392,Speise::N,jedzenie,ఆహారము
393,Fleisch::N,mięso,మాంసము
394,Getreide::N,zboże,ధాన్యము
395,Brei::N,kasza,గుజ్జు
396,Brot::N,chleb,రొట్టె
397,Scheibe::N,kromka,బద్ద
398,Fett::N,tłuszcz,క్రొవ్వు
399,Butter::N,masło,వెన్న
400,Öl::N,olej,నూనె
401,Salz::N,sól,ఉప్పు
402,Suppe::N,zupa,చారు
403,Honig::N,miód,తెనె
404,Milch::N,mleko,పాలు
405,Tee::N,herbata,తేనీరు
406,Leder::N,skóra,బాగుచేసివతోలు
407,Wolle::N,wełna,ఉన్ని
408,Stoff::N,tkanina,బట్ట
409,Stoff::N,materiał,బట్ట
410,Nadel::N,igła,సూది
411,Faden::N,nić,దారము
412,Faden::N,nitka,దారము
413,Knopf::N,guzik,బొత్తాము
414,Knoten::N,węzeł,ముడి
415,Farbe::N,farba,రంగు
416,Kleidung::N,odzież,బట్టలు
417,Hemd::N,koszula,చొక్కాయ
418,Kragen::N,kołnierz,మాల
419,Ärmel::N,rękaw,చొక్కాయచెయ్యి
420,Hose::N,spodnie,ఇజారు
421,Gürtel::N,pasek,పటకా
422,Mütze::N,czapka,టోపి
423,Schuh::N,but,పాదరక్ష
424,Schuh::N,bucik,పాదరక్ష
425,Stiefel::N,but,బూటు
426,Stiefel::N,kozak,బూటు
427,Ring::N,pierścień,ఉంగరము
428,Band::N,wstęga,నాడా
429,Kamm::N,grzebień,దువ్వెన
430,Spiegel::N,lustro,అద్దము
431,Riemen::N,rzemień,వాడా
432,Schnur::N,sznur,దారము
433,Leine::N,smycz,వారు
434,Decke::N,kołdra,కంబళి
435,Kissen::N,poduszka,తలగడ
436,Tuch::N,chustka,బట్ట
437,Handtuch::N,ręcznik,తువాలు
438,Kraft::N,moc,బలము
439,Kraft::N,siła,బలము
440,Stärke::N,moc,శక్తి
441,Stärke::N,siła,శక్తి
442,Gesundheit::N,zdrowie,ఆరోగ్యము
443,Krankheit::N,choroba,రోగము
444,Schmerz::N,ból,నొప్పి
445,Wunde::N,rana,గాయము
446,Fieber::N,gorączka,జ్వరము
447,Arznei::N,lekarstwo,మందు
448,Brücke::N,most,వంతెన
449,Brunnen::N,studnia,బావి
450,Brunnen::N,studnia,కూపము
451,Brunnen::N,studnia,నుయ్యి
452,Weide::N,pastwisko,పచ్చికబయలు
453,Pfad::N,ścieżka,కాలిత్రోవ
454,Weg::N,droga,మార్గము
455,Straße::N,ulica,బాట
456,Dorf::N,wieś,గ్రామము
457,Stadt::N,miasto,పట్టణము
458,Brief::N,list,జాబు
459,Buch::N,książka,పుస్తకము
460,Buchstabe::N,litera,అక్షరము
461,Zeitung::N,gazeta,వార్తాపత్రిక
462,Zeitung::N,dziennik,వార్తాపత్రిక
463,Leben::N,życie,ప్రాణము
464,Tod::N,śmierć,మరణము
465,Grab::N,grób,సమాధి
466,Kirche::N,kościół,క్రెస్తవులగుడి
467,Sünde::N,grzech,పాపము
468,Gott::N,bóg,దేవుడు
469,Arbeiter::N,robotnik,పనిపాటుచేశేవాడు
470,Chef::N,szef,యజమానుడు
471,Meister::N,mistrz,కళాకారుడు
472,Meister::N,majster,కళాకారుడు
473,Arzt::N,lekarz,వైద్యుడు
474,Lehrer::N,nauczyciel,ఉపాధ్యాయుడు
475,Geld::N,pieniądze,ద్రవ్యము
476,Geschäft::N,sprawa,వ్యాపారము
477,Geschäft::N,interes,వ్యాపారము
478,Laden::N,sklep,అంగడి
479,Preis::N,cena,వెల
480,Ware::N,towar,సరకులు
481,Nutzen::N,pożytek,ప్రయోజనము
482,Reichtum::N,bogactwo,ధనము
483,Welt::N,świat,ప్రపంచము
484,Land::N,kraj,దేశము
485,Staat::N,państwo,రాజ్యము
486,König::N,król,రాజు
487,Macht::N,władza,అధికారము
488,Grenze::N,granica,సరిహద్దు
489,Krieg::N,wojna,యుద్ధము
490,Feind::N,wróg,శత్రువు
491,Gewalt::N,władza,దౌర్జన్యము
492,Kampf::N,bój,పోట్లాట
493,Kampf::N,walka,పోట్లాట
494,Bogen[Waffe]::N,łuk,విల్లు
495,Pfeil::N,strzała,బాణము
496,Gewehr::N,karabin,తుపాకి
497,Fehler::N,błąd,తప్ప
498,Lüge::N,kłamstwo,అసత్యము
499,Schaden::N,szkoda,నష్టము
500,Unglück::N,nieszczęście,దురదృష్టము
501,Schuld::N,wina,తప్పు
502,Alter::N,wiek,వయస్సు
503,Schluss::N,koniec,ముగింపు
504,Schluss::N,zakończenie,ముగింపు
505,Zeit::N,czas,కాలము
506,Tag::N,dzień,దినము
507,Morgen::N,ranek,ఉదయము
508,Morgen::N,poranek,ఉదయము
509,Mittag::N,południe,మధ్యాహ్నము
510,Abend::N,wieczór,సాయంకాలము
511,Nacht::N,noc,రత్రి
512,Woche::N,tydzień,వారము
513,Monat::N,miesiąc,నెల
514,Jahr::N,rok,సంవత్సరము
515,Frühling::N,wiosna,వసంతకాలము
516,Sommer::N,lato,వేసవికాము
517,Herbst::N,jesień,ఆకురాలుకాలము
518,Winter::N,zima,శీతకాలము
519,Januar::N,styczeń,జనవరి
520,Februar::N,luty,ఫిబ్రవరి
521,März::N,marzec,మార్చి
522,April::N,kwiecień,ఏప్రిలు
523,Mai::N,maj,మే
524,Juni::N,czerwiec,జూన్
525,Juli::N,lipiec,జూలై
526,August::N,sierpień,ఆగస్టు
527,September::N,wrzesień,సెప్ఠెంబరు
528,Oktober::N,październik,అక్టోబరు
529,November::N,listopad,నవంబరు
530,Dezember::N,grudzień,డిసెంబర్
531,Montag::N,poniedziałek,సోమవారము
532,Dienstag::N,wtorek,మంగళవారము
533,Mittwoch::N,środa,బుధవారము
534,Donnerstag::N,czwartek,గురువారము
535,Freitag::N,piątek,శుక్రవారము
536,Samstag::N,sobota,శనివారము
537,Sonntag::N,niedziela,ఆదివారము
538,groß::A,duży,గొప్పైన
539,groß::A,wielki,గొప్పైన
540,klein::A,mały,చిన్న
541,lang::A,długi,పొడుగాటి
542,kurz::A,krótki,పొట్టి
543,breit::A,szeroki,వెడల్పైన
544,schmal::A,wąski,ఇఱుకైన
545,dicht::A,gęsty,దట్టమైన
546,dick[Gegenstand]::A,gruby,దట్టమైన
547,dünn::A,cienki,పలుచని
548,fein::A,drobny,నాజాకైన
549,fest::A,mocny,దృడమైవ
550,fest::A,twardy,దృడమైవ
551,flach::A,płaski,చదువైన
552,glatt::A,gładki,నున్నని
553,hart::A,twardy,కఠినమైన
554,weich::A,miękki,మృదువైన
555,rund::A,okrągły,గుండ్రని
556,spitz::A,spiczasty,మొనగల
557,scharf::A,ostry,పదనైన
558,stumpf::A,tępy,వాడిలేని
559,schwer::A,ciężki,బరువ్తెన
560,schön::A,ładny,సుందరమైన
561,schön::A,piękny,సుందరమైన
562,heiß::A,gorący,వేడియైన
563,warm::A,ciepły,వెచ్చని
564,kalt::A,zimny,చల్లని
565,kühl::A,chłodny,చల్లని
566,frisch::A,świeży,తాజాయైన
567,feucht::A,wilgotny,చెమ్మగానున్న
568,nass::A,mokry,తడిగామన్న
569,trocken::A,suchy,ఎండిన
570,voll::A,pełny,నిండు
571,leer::A,pusty,శూన్యమైన
572,leer::A,próżny,శూన్యమైన
573,offen::A,otwarty,తెఱచియున్న
574,geschlossen::A,zamknięty,మూసిన
575,sauber::A,czysty,పరిశుద్ధమైన
576,schmutzig::A,brudny,ముఱికియైన
577,roh::A,surowy,పచ్చి
578,reif::A,dojrzały,పండివ
579,lecker::A,smaczny,రుచి గల
580,süß::A,słodki,తియ్యని
581,bitter::A,gorzki,చేదైన
582,sauer::A,kwaśny,పుల్లని
583,hell::A,jasny,కాంతిగల
584,dunkel::A,ciemny,చీకటియైన
585,schwarz::A,czarny,నల్లని
586,weiß::A,biały,తెలుపు
587,rot::A,czerwony,ఎఱ్ఱని
588,gelb::A,żółty,పసుపు పచ్చ
589,blau::A,błękitny,నీలవర్ణము
590,blau::A,niebieski,నీలవర్ణము
591,grün::A,zielony,ఆకుపచ్చని
592,grau::A,szary,నెరిసిన
593,bunt::A,barwny,రంగేలీ
594,billig::A,tani,చౌకయైన
595,teuer::A,drogi,వెలపొడుగైన
596,wertvoll::A,cenny,విలుప్తెన
597,blind::A,ślepy,గ్రుడ్డి
598,taub::A,głuchy,చెవిటి
599,kräftig::A,mocny,శక్తి గల
600,stark::A,silny,బలమైన
601,schwach::A,słaby,బలహీనమైన
602,fett::A,tłusty,క్రొవ్విన
603,schlank::A,smukły,సన్నని
604,hübsch::A,ładny,సాగప్తెన
605,böse::A,zły,చెడ్డ
606,dumm::A,głupi,తెలివిలేని
607,faul::A,leniwy,సోమరియైన
608,fleißig::A,pilny,శ్రద్దగల
609,geizig::A,skąpy,పిసినారియైన
610,klug::A,mądry,తెలివిగల
611,geschickt::A,zręczny,నిపుణతగల
612,lieb::A,miły,ప్రియమైన
613,lustig::A,wesoły,ఉల్లాసము గల
614,sanft::A,łagodny,సాధువైన
615,hungrig::A,głodny,ఆకలిగొనిన
616,krank::A,chory,వ్యాధిగల
617,nackt::A,nagi,దిగంబరమైన
618,traurig::A,smutny,విచారముగల
619,lebendig::A,żywy,ప్రాణముతో నున్న
620,gut::A,dobry,మంచి
621,schlecht::A,zły,చెడ్డ
622,richtig::A,słuszny,సరియైన
623,richtig::A,właściwy,సరియైన
624,schlimm::A,zły,అసహ్యమైన
625,wahr::A,prawdziwy,నిజమైన
626,alt::A,stary,ముసలి
627,neu::A,nowy,క్రొత్త
628,ehemalig::A,były,పూర్వపు
629,alt[Lebewesen]::A,stary,ముసలి
630,jung::A,młody,పసి
631,arm::A,ubogi,బీద
632,arm::A,biedny,బీద
633,reich::A,bogaty,ధనవంతుడైన
634,bekannt::A,znany,తెలిసిన
635,berühmt::A,słynny,ప్రపిద్దికెక్కివ
636,fremd::A,obcy,అన్యమైన
637,fremd::A,cudzy,అన్యమైన
638,verschieden::A,różny,భేదమైన
639,nah::A,bliski,దగ్గఱనున్న
640,fern::A,daleki,దూరమందున్న
641,linker::A,lewy,ఎడమప్రక్కగ
642,rechter::A,prawy,కుడి
643,anderer::A,inny,వేఱ్తెన
644,erster::A,pierwszy,మొదటి
645,zweiter::A,drugi,రెండన
646,dritter::A,trzeci,మూడో
647,letzter::A,ostatni,కడపటి
648,allein::ADV,sam,ఒంటిగా
649,auf einmal::ADV,naraz,హరాత్తుగ
650,zusammen::ADV,razem,కలిసి
651,lange::ADV,długo,బహుకాలము
652,plötzlich::ADV,nagle,హరాత్తుగ
653,sofort::ADV,natychmiast,తక్షణము
654,später::ADV,później,ఇటీవలి
655,jetzt::ADV,teraz,ఇప్పుడు
656,jetzt::ADV,obecnie,ఇప్పుడు
657,heute::ADV,dziś,నేడు
658,heute::ADV,dzisiaj,నేడు
659,morgen::ADV,jutro,ఱేపు
660,bald::ADV,wkrótce,శీఘ్రముగ
661,dann::ADV,potem,అప్పుడు
662,gestern::ADV,wczoraj,నిన్నటి దినము
663,einst::ADV,kiedyś,పూర్వమొకప్పుడు
664,einst::ADV,niegdyś,పూర్వమొకప్పుడు
665,damals::ADV,wtedy,అప్పుడు
666,damals::ADV,wówczas,అప్పుడు
667,danach::ADV,następnie,అప్పుడు
668,vorher::ADV,przedtem,ఎదుట
669,zuerst::ADV,naprzód,మొదటిలో
670,zuerst::ADV,najpierw,మొదటిలో
671,einmal::ADV,raz,ఒకసారి
672,manchmal::ADV,czasem,అప్పటప్పటికి
673,oft::ADV,często,తఱచుగా
674,immer::ADV,zawsze,ఎల్లప్పుడు
675,niemals::ADV,nigdy,ఎప్పుడునులేదు
676,hier::ADV,tu,ఇక్కడ
677,hier::ADV,tutaj,ఇక్కడ
678,hierhin::ADV,tu,ఇక్కడకు
679,von hier::ADV,stąd,ఇక్కడనుండి
680,dort::ADV,tam,అక్కడ
681,dorthin::ADV,tam,అక్కడికి
682,geradeaus::ADV,prosto,సూటిగా
683,vorwärts::ADV,naprzód,ముందుకు
684,rückwärts::ADV,wstecz,వెనుకకు
685,zurück::ADV,z powrotem,వెనుకభాగము
686,unten::ADV,u dołu,క్రింద
687,unten::ADV,na dole,క్రింద
688,hinab::ADV,na_dół,కిందికి
689,hinab::ADV,w_dół,కిందికి
690,oben::ADV,w górze,మీద
691,oben::ADV,na górze,మీద
692,hinauf::ADV,w górę,పైకి
