,Concept_ID,nl,en
886,sterben::V,overlijden,die
887,umkommen::V,omkomen,perish
888,sich bewegen::V,zich bewegen,move
889,sich rühren::V,zich verroeren,budge
890,sich erheben::V,oprijzen,stand up
891,sich erheben::V,verrijzen,stand up
892,sich setzen::V,gaan zitten,sit down
893,hinfallen::V,vallen,tumble
894,hinfallen::V,neervallen,tumble
895,laufen::V,lopen,walk
896,schreiten::V,stappen,pace
897,schreiten::V,schrijden,pace
898,spazierengehen::V,gaan wandelen,go for a walk
899,eilen::V,ijlen,rush
900,eilen::V,haasten,rush
901,sich beeilen::V,zich haasten,hurry
902,sausen::V,stuiven,dash
903,rennen::V,rennen,run
904,springen::V,springen,jump
905,klettern::V,klimmen,climb
906,klettern::V,klauteren,climb
907,schaukeln::V,schommelen,seesaw
908,kriechen::V,kruipen,creep
909,schwimmen::V,zwemmen,swim
910,tauchen::V,duiken,dive
911,rudern::V,roeien,row
912,fahren::V,rijden,drive
913,fliegen::V,vliegen,fly
914,gehen::V,gaan,go
915,weggehen::V,weggaan,go away
916,abfahren::V,vertrekken,depart
917,anhalten::V,stoppen,stop
918,anhalten::V,stilhouden,stop
919,hineingehen::V,ingaan,go in
920,hineingehen::V,binnengaan,go in
921,eintreten::V,binnenkomen,enter
922,kommen::V,komen,come
923,ankommen::V,aankomen,arrive
924,zurückkommen::V,terugkomen,come back
925,bleiben::V,blijven,stay
926,warten::V,wachten,wait
927,erwarten::V,verwachten,wait for
928,suchen::V,zoeken,seek
929,suchen::V,zoeken,look for
930,finden::V,vinden,find
931,versuchen::V,proberen,try
932,versuchen::V,beproeven,try
933,vorbereiten::V,voorbereiden,prepare
934,lieben::V,houden van,love
935,mögen::V,lusten,like
936,mögen::V,houden van,like
937,lachen::V,lachen,laugh
938,rühren::V,roeren,move
939,weinen::V,huilen,weep
940,weinen::V,schreien,weep
941,schimpfen::V,kijven,grumble
942,schimpfen::V,schelden,grumble
943,sich ärgern::V,zich ergeren,be annoyed
944,sich fürchten::V,bang zijn,be afraid
945,fürchten::V,vrezen,be afraid of
946,fliehen::V,vluchten,flee
947,flüchten::V,ontsnappen,escape
948,flüchten::V,ontkomen,escape
949,sehen::V,zien,see
950,anschauen::V,aankijken,look at
951,ansehen::V,aanzien,watch
952,ansehen::V,bekijken,watch
953,hören::V,horen,hear
954,zuhören::V,luisteren,listen
955,probieren::V,proeven,taste
956,riechen::V,ruiken,smell
957,fühlen::V,voelen,feel
958,scheinen::V,lijken,seem
959,zu sehen sein::V,te zien zijn,show
960,vernehmen::V,vernemen,hear
961,frieren::V,het koud hebben,be cold
962,tun::V,doen,do
963,können::V,kunnen,can
964,wollen::V,willen,want
965,anfangen::V,beginnen,start
966,anfangen::V,aanvangen,start
967,beenden::V,beëindigen,finish
968,aufhören::V,ophouden,stop
969,gelingen::V,lukken,succeed
970,gelingen::V,gelukken,succeed
971,geraten::V,uitvallen,turn out
972,öffnen::V,openen,open
973,öffnen::V,opendoen,open
974,schließen::V,sluiten,close
975,schließen::V,dichtdoen,close
976,stellen::V,stellen,put
977,stellen::V,plaatsen,put
978,setzen::V,zetten,place
979,setzen::V,plaatsen,place
980,legen::V,leggen,lay
981,berühren::V,aanraken,touch
982,verbinden::V,verbinden,connect
983,bedecken::V,bedekken,cover
984,aufhängen::V,ophangen,hang up
985,anzünden::V,aansteken,light
986,aufheben::V,oprapen,pick up
987,zurücklassen::V,achterlaten,leave
988,verlieren::V,verliezen,lose
989,fallen lassen::V,laten vallen,drop
990,machen::V,maken,make
991,herstellen::V,produceren,produce
992,herstellen::V,voortbrengen,produce
993,bauen::V,bouwen,build
994,reparieren::V,repareren,mend
995,reparieren::V,herstellen,mend
996,verbessern::V,verbeteren,improve
997,ändern::V,wijzigen,alter
998,ändern::V,veranderen,alter
999,graben::V,graven,dig
1000,beugen::V,buigen,bow
1001,biegen::V,buigen,bend
1002,drehen::V,draaien,spin
1003,wenden::V,keren,turn
1004,wenden::V,wenden,turn
1005,umdrehen::V,omdraaien,turn around
1006,heben::V,heffen,raise
1007,heben::V,optillen,raise
1008,hochheben::V,tillen,lift
1009,ergreifen::V,pakken,seize
1010,ergreifen::V,grijpen,seize
1011,halten::V,houden,hold
1012,drücken::V,drukken,press
1013,schieben::V,duwen,push
1014,schieben::V,schuiven,push
1015,kratzen::V,krassen,scrape
1016,lecken::V,likken,lick
1017,beißen::V,bijten,bite
1018,abreißen::V,afrukken,tear off
1019,abreißen::V,afscheuren,tear off
1020,abschneiden::V,afsnijden,cut off
1021,binden::V,binden,tie
1022,stecken::V,steken,stick
1023,brechen::V,breken,break
1024,klopfen::V,kloppen,knock
1025,hauen::V,houwen,hit
1026,kleben::V,plakken,glue
1027,reiben::V,wrijven,rub
1028,streichen::V,smeren,spread
1029,schleifen::V,slijpen,grind
1030,schneiden::V,snijden,cut
1031,rütteln::V,schudden,jolt
1032,schütteln::V,schudden,shake
1033,schwenken::V,wuiven,swing
1034,schwenken::V,zwaaien,swing
1035,schütten::V,gieten,pour
1036,schütten::V,storten,pour
1037,füllen::V,vullen,fill
1038,einwickeln::V,inwikkelen,wrap
1039,tragen::V,dragen,carry
1040,schleppen::V,slepen,drag
1041,ziehen::V,trekken,pull
1042,aufbewahren::V,bewaren,keep
1043,werfen::V,gooien,throw
1044,fangen::V,vangen,catch
1045,packen::V,pakken,grab
1046,packen::V,vastpakken,grab
1047,verstecken::V,verstoppen,hide
1048,teilen::V,delen,divide
1049,schicken::V,sturen,send
1050,bringen::V,brengen,bring
1051,hinzufügen::V,toevoegen,add
1052,bekommen::V,verkrijgen,get
1053,erhalten::V,krijgen,receive
1054,nehmen::V,nemen,take
1055,wählen::V,kiezen,choose
1056,wählen::V,verkiezen,choose
1057,auswählen::V,uitkiezen,select
1058,bewahren::V,bewaren,preserve
1059,behindern::V,hinderen,hinder
1060,verderben::V,bederven,spoil
1061,beschädigen::V,beschadigen,damage
1062,zerbrechen::V,breken,break
1063,zerbrechen::V,stukbreken,break
1064,zerreißen::V,scheuren,tear
1065,zerreißen::V,verscheuren,tear
1066,zerstören::V,vernielen,destroy
1067,verbrennen::V,branden,burn
1068,verbrennen::V,verbranden,burn
1069,geben::V,geven,give
1070,reichen::V,reiken,hand
1071,reichen::V,aanreiken,hand
1072,schenken::V,schenken,give
1073,versprechen::V,beloven,promise
1074,wünschen::V,wensen,wish
1075,loben::V,loven,praise
1076,loben::V,prijzen,praise
1077,küssen::V,kussen,kiss
1078,wiegen::V,wiegen,rock
1079,zudecken::V,toedekken,cover
1080,wecken::V,wekken,wake
1081,zeigen::V,tonen,show
1082,zeigen::V,wijzen,show
1083,führen::V,voeren,guide
1084,lehren::V,leren,teach
1085,unterrichten::V,onderwijzen,instruct
1086,aufziehen::V,grootbrengen,bring up
1087,leiten::V,leiden,lead
1088,antreiben::V,aandrijven,urge
1089,lassen::V,laten,let
1090,einladen::V,uitnodigen,invite
1091,vereinigen::V,verenigen,unite
1092,besuchen::V,bezoeken,visit
1093,treffen::V,treffen,meet
1094,treffen::V,ontmoeten,meet
1095,sich versammeln::V,zich verzamelen,assemble
1096,spielen::V,spelen,play
1097,singen::V,zingen,sing
1098,tanzen::V,dansen,dance
1099,sich trennen::V,van elkaar gaan,separate
1100,verlassen::V,verlaten,leave
1101,retten::V,redden,rescue
1102,bewachen::V,bewaken,guard
1103,schützen::V,beschermen,protect
1104,verteidigen::V,verdedigen,defend
1105,sich schlagen::V,knokken,brawl
1106,schießen::V,schieten,shoot
1107,siegen::V,overwinnen,win
1108,ärgern::V,ergeren,annoy
1109,schlagen::V,slaan,beat
1110,treten::V,trappen,kick
1111,treten::V,schoppen,kick
1112,stechen::V,steken,sting
1113,stechen::V,prikken,sting
1114,stoßen::V,stoten,shove
1115,stehlen::V,stelen,steal
1116,stören::V,storen,disturb
1117,stören::V,verstoren,disturb
1118,belästigen::V,lastig vallen,bother
1119,verbergen::V,verbergen,conceal
1120,täuschen::V,misleiden,deceive
1121,betrügen::V,bedriegen,cheat
1122,töten::V,doden,kill
1123,wohnen::V,wonen,dwell
1124,arbeiten::V,werken,work
1125,sammeln::V,inzamelen,gather
1126,sammeln::V,verzamelen,gather
1127,pflücken::V,plukken,pick
1128,jagen::V,jagen,hunt
1129,fischen::V,vissen,fish
1130,fassen::V,vangen,catch
1131,hüten::V,hoeden,herd
1132,treiben::V,drijven,drive
1133,anbinden::V,vastbinden,tie up
1134,füttern::V,voeren,feed
1135,melken::V,melken,milk
1136,hacken::V,hakken,chop
1137,gießen::V,gieten,water
1138,reifen::V,rijpen,ripen
1139,zubereiten::V,klaarmaken,cook
1140,zubereiten::V,toebereiden,cook
1141,kochen::V,koken,boil
1142,backen::V,bakken,bake
1143,braten::V,braden,fry
1144,umrühren::V,omroeren,stir
1145,stricken::V,breien,knit
1146,nähen::V,naaien,sew
1147,färben::V,verven,dye
1148,färben::V,kleuren,dye
1149,reinigen::V,reinigen,clean
1150,waschen::V,wassen,wash
1151,abwischen::V,afvegen,wipe
1152,spülen::V,spoelen,rinse
1153,spülen::V,afwassen,rinse
1154,fegen::V,vegen,sweep
1155,kehren::V,vegen,sweep
1156,baden::V,baden,bath
1157,sich waschen::V,zich wassen,wash
1158,ausziehen::V,uittrekken,take off
1159,anziehen::V,aantrekken,put on
1160,sich anziehen::V,zich aankleden,get dressed
1161,kämmen::V,kammen,comb
1162,schmücken::V,tooien,decorate
1163,sagen::V,zeggen,say
1164,sprechen::V,spreken,speak
1165,reden::V,praten,talk
1166,sich unterhalten::V,zich onderhouden,chat
1167,fragen::V,vragen,ask
1168,bitten::V,vragen,request
1169,bitten::V,verzoeken,request
1170,erzählen::V,vertellen,tell
1171,mitteilen::V,meedelen,convey
1172,nennen::V,noemen,name
1173,rufen::V,roepen,call
1174,prahlen::V,pralen,brag
1175,übersetzen::V,vertalen,translate
1176,denken::V,denken,think
1177,glauben::V,geloven,believe
1178,bemerken::V,bemerken,notice
1179,erkennen::V,herkennen,recognize
1180,begreifen::V,begrijpen,grasp
1181,verstehen::V,verstaan,understand
1182,lernen::V,leren,learn
1183,wissen::V,weten,know
1184,sich erinnern an::V,zich herinneren aan,remember
1185,vergessen::V,vergeten,forget
1186,messen::V,meten,measure
1187,zählen::V,tellen,count
1188,rechnen::V,rekenen,calculate
1189,lesen::V,lezen,read
1190,malen::V,schilderen,paint
1191,zeichnen::V,tekenen,draw
1192,schreiben::V,schrijven,write
1193,besitzen::V,bezitten,own
1194,kaufen::V,kopen,buy
1195,verkaufen::V,verkopen,sell
1196,bezahlen::V,betalen,pay for
1197,zahlen::V,betalen,pay
1198,beherrschen::V,beheersen,rule
1199,ertragen::V,verdragen,endure
