,Concept_ID,br,cs
86,Hitze::N,tommder,horko
87,Raureif::N,frim,jinovatka
88,Regenbogen::N,gwareg-ar-glav,duha
89,Donner::N,kurun,hrom
90,Strömung::N,red,proudění
91,Tropfen::N,bannac'h,kapka
92,Tropfen::N,takenn,kapka
93,Schaum::N,spoum,pěna
94,Schmutz::N,fank,špína
95,See::N,lenn,jezero
96,Sumpf::N,gwern,močál
97,Sumpf::N,gwern,bažina
98,Moor::N,taouarc'heg,bažina
99,Moor::N,taouarc'heg,slatina
100,Wiese::N,prad,louka
101,Wald::N,koad,les
102,Hügel::N,torgenn,kopec
103,Anhöhe::N,run,pahorek
104,Berg::N,menez,hora
105,Gipfel::N,barr,vrchol
106,Höhle::N,kav,jeskyně
107,Abhang::N,naou,svah
108,Abhang::N,naou,stráň
109,Quelle::N,feunteun,pramen
110,Bach::N,gwazh,potok
111,Fluss::N,stêr,řeka
112,Ufer::N,ribl,břeh
113,Küste::N,aod,pobřeží
114,Festland::N,douar,souš
115,Festland::N,douar,pevnina
116,Meer::N,mor,moře
117,Bucht::N,mor-bihan,záliv
118,Bucht::N,mor-bihan,zátoka
119,Insel::N,enez,ostrov
120,Blume::N,bleunienn,květina
121,Gras::N,geot,tráva
122,Wurzel::N,gwrizienn,kořen
123,Baum::N,gwezenn,strom
124,Stamm::N,kef,kmen
125,Rinde::N,rusk,kůra
126,Ast::N,barr,větev
127,Zweig::N,bod,větev
128,Blatt::N,delienn,lupen
129,Birke::N,bezvenn,bříza
130,Kiefer[Baum]::N,pinenn,sosna
131,Kiefer[Baum]::N,pinenn,borovice
132,Weide[Baum]::N,halegenn,vrba
133,Tanne::N,sapenn,jedle
134,Horn::N,korn,roh
135,Feder::N,pluñv,pero
136,Fell::N,kreoñ,srst
137,Flügel::N,askell,křídlo
138,Klaue::N,skilf,dráp
139,Klaue::N,skilf,pazneht
140,Kralle::N,skilf,dráp
141,Schwanz::N,lost,ocas
142,Ei::N,vi,vejce
143,Nest::N,neizh,hnízdo
144,Bau::N,douarenn,nora
145,Tier::N,loen,zvíře
146,Herde::N,tropell,stádo
147,Kuh::N,buoc'h,kráva
148,Bulle::N,tarv,býk
149,Pferd::N,marc'h,kůň
150,Schaf::N,dañvad,ovce
151,Schwein::N,pemoc'h,vepř
152,Schwein::N,pemoc'h,prase
153,Hund::N,ki,pes
154,Katze::N,kazh,kočka
155,Bär::N,arzh,medvěd
156,Eichhörnchen::N,gwiñver,veverka
157,Elch::N,karv-dour,los
158,Fuchs::N,louarn,liška
159,Hase::N,gad,zajíc
160,Maus::N,logodenn,myš
161,Wolf::N,bleiz,vlk
162,Vogel::N,labous,pták
163,Schwarm::N,nijad,roj
164,Schwarm::N,nijad,hejno
165,Huhn::N,yar,kuře
166,Huhn::N,yar,slepice
167,Hahn::N,kilhog,kohout
168,Gans::N,gwazenn,husa
169,Adler::N,erer,orel
170,Ente::N,houad,kachna
171,Eule::N,toud,sova
172,Kranich::N,garan,jeřáb
173,Krähe::N,bran,vrána
174,Kuckuck::N,koukoug,kukačka
175,Schwan::N,alarc'h,labuť
176,Fisch::N,pesk,ryba
177,Barsch::N,brell,okoun
178,Hecht::N,beked,štika
179,Schlange[Tier]::N,naer,had
180,Wurm::N,preñv,červ
181,Spinne::N,kevnidenn,pavouk
182,Ameise::N,merion,mravenec
183,Laus::N,laouenn,veš
184,Mücke::N,moustik,komár
185,Fliege::N,kelienenn,moucha
186,Schmetterling::N,balafenn,motýl
187,Beere::N,hog,bobule
188,Apfel::N,aval,jablko
189,Pilz::N,kabell-touseg,houba
190,Zwiebel::N,ognonenn,cibule
191,Saat::N,had,osivo
192,Korn::N,ed,zrno
193,Heu::N,foenn,seno
194,Schale::N,peliadur,slupka
195,Schale::N,peliadur,skořápka
196,Falle::N,pech,past
197,Falle::N,pech,léčka
198,Schlinge::N,krouglas,smyčka
199,Asche::N,ludu,popel
200,Dreck::N,fank,špína
201,Eisen::N,houarn,železo
202,Gold::N,aour,zlato
203,Silber::N,arc'hant,stříbro
204,Kohle::N,glaou,uhlí
205,Glas::N,gwer,sklo
206,Sand::N,traezh,písek
207,Mensch::N,den,člověk
208,Mann::N,den,muž
209,Frau::N,maouez,žena
210,Kind::N,bugel,dítě
211,Junge::N,paotr,hoch
212,Junge::N,paotr,chlapec
213,Mädchen::N,plac'h,děvče
214,Familie::N,familh,rodina
215,Großvater::N,tad-kozh,děd
216,Großvater::N,tad-kozh,dědeček
217,Großmutter::N,mamm-gozh,babička
218,Eltern::N,kerent,rodiče
219,Vater::N,tad,otec
220,Mutter::N,mamm,matka
221,Sohn::N,mab,syn
222,Tochter::N,merc'h,dcera
223,Bruder::N,breur,bratr
224,Schwester::N,c'hoar,sestra
225,Onkel::N,eontr,strýc
226,Tante::N,moereb,teta
227,Ehemann::N,gwaz,choť
228,Ehemann::N,gwaz,manžel
229,Ehefrau::N,gwreg,choť
230,Ehefrau::N,gwreg,manželka
231,Freude::N,levenez,radost
232,Gelächter::N,c'hoarzherezh,smích
233,Glück::N,chañs,štěstí
234,Kummer::N,doan,žal
235,Kummer::N,doan,trápení
236,Wunsch::N,c'hoant,přání
237,Lust::N,c'hoant,chuť
238,Geist::N,spered,duch
239,Gedanke::N,soñj,myšlenka
240,Gedächtnis::N,eñvor,paměť
241,Verstand::N,skiant,rozum
242,Sinn::N,ster,smysl
243,Grund::N,kaoz,důvod
244,Wahrheit::N,gwirionez,pravda
245,Gespräch::N,kaozeadenn,rozhovor
246,Märchen::N,kaoz korriganez,pohádka
247,Erzählung::N,kontadenn,povídka
248,Nachricht::N,keloù,zpráva
249,Neuigkeit::N,kelaouenn,novina
250,Neuigkeit::N,kelaouenn,novinka
251,Name::N,anv,jméno
252,Rätsel::N,divinatez,hádanka
253,Rede::N,diskour,řeč
254,Rede::N,diskour,proslov
255,Sprache::N,yezh,řeč
256,Sprache::N,yezh,jazyk
257,Stimme::N,mouezh,hlas
258,Wort::N,ger,slovo
259,Zeichen::N,sin,znamení
260,Ruf::N,galv,zavolání
261,Lärm::N,trouz,hluk
262,Ton::N,ton,tón
263,Lied::N,kanaouenn,píseň
264,Ruhe::N,sioulded,klid
265,Ruhe::N,sioulded,pokoj
266,Leute::N,tud,lidé
267,Volk::N,pobl,národ
268,Arbeit::N,labour,práce
269,Gast::N,kouviad,host
270,Geschenk::N,prof,dar
271,Spiel::N,c'hoari,hra
272,Gesellschaft::N,kompagnunezh,společnost
273,Gesellschaft::N,kavandad,společnost
274,Hilfe::N,sikour,pomoc
275,Freund::N,mignon,přítel
276,Kamerad::N,kamarad,kamarád
277,Angelegenheit::N,afer,záležitost
278,Anzahl::N,niver,počet
279,Art::N,sort,druh
280,Stück::N,tamm,kus
281,Stück::N,tamm,kousek
282,Teil::N,pezh,díl
283,Teil::N,pezh,část
284,Hälfte::N,hanterenn,půl
285,Kreis::N,kelc'h,kruh
286,Kreuz::N,kroaz,kříž
287,Linie::N,linenn,linka
288,Strich::N,tenn,čára
289,Strich::N,tenn,čárka
290,Abstand::N,distok,vzdálenost
291,Entfernung::N,keid,vzdálenost
292,Entfernung::N,kehid,vzdálenost
293,Gegend::N,korn-bro,krajina
294,Platz::N,plasenn,prostor
295,Ort::N,lec'h,místo
296,Seite::N,tu,strana
297,Mitte::N,kreiz,střed
298,Mitte::N,kreiz,prostředek
299,Gegenstand::N,tra,předmět
300,Sache::N,tra,věc
301,Rand::N,kantenn,kraj
302,Rand::N,kantenn,okraj
303,Kante::N,kantenn,hrana
304,Ecke::N,korn,roh
305,Spitze::N,begell,hrot
306,Spitze::N,begell,špička
307,Ende::N,dibenn,konec
308,Loch::N,toull,díra
309,Muster::N,tresadenn,vzor
310,Größe::N,ment,velikost
311,Länge::N,hirder,délka
312,Höhe::N,uhelder,výška
313,Gewicht::N,pouez,váha
314,Menge::N,bern,množství
315,Haufen::N,bern,kupa
316,Haufen::N,bern,hromada
317,Reihe::N,steud,řada
318,Reihe::N,steud,řádek
319,Boot::N,bag,člun
320,Ruder::N,roeñv,veslo
321,Schlitten::N,trainell,sáně
322,Ski::N,ski,lyže
323,Last::N,karg,náklad
324,Last::N,karg,břemeno
325,Gang::N,kerzh,chůze
326,Gang::N,kerzh,chodba
327,Schritt::N,paz,krok
328,Norden::N,norzh,sever
329,Norden::N,hanternoz,sever
330,Süden::N,su,jih
331,Süden::N,kreisteiz,jih
332,Westen::N,kuzh-heol,západ
333,Osten::N,reter,východ
334,Osten::N,sav-heol,východ
335,Holz::N,koad,dřevo
336,Brett::N,plankenn,prkno
337,Platte::N,plakenn,deska
338,Stütze::N,harp,opěra
339,Stange::N,sparl,tyč
340,Stange::N,sparl,tyčka
341,Stock::N,bazh,hůlka
342,Stab::N,bazh,hůl
343,Rohr::N,tub,trubka
344,Rohr::N,korz,trubka
345,Haus::N,ti,dům
346,Heim::N,kêr,domov
347,Ofen::N,forn,kamna
348,Fußboden::N,plañchod,podlaha
349,Tisch::N,taol,stůl
350,Stuhl::N,kador,židle
351,Wiege::N,kavell,kolébka
352,Bett::N,gwele,postel
353,Regal::N,estajerenn,regál
354,Regal::N,estajerenn,police
355,Kiste::N,kased,bedna
356,Fenster::N,prenestr,okno
357,Tür::N,dor,dveře
358,Tor::N,portal,vrata
359,Zaun::N,sklotur,plot
360,Dach::N,toenn,střecha
361,Leiter::N,skeul,žebřík
362,Besen::N,skubell,koště
363,Besen::N,skubell,smeták
364,Spaten::N,pal,rýč
365,Schaufel::N,pal,lopata
366,Gabel::N,fourchetez,vidlička
367,Löffel::N,loa,lžíce
368,Messer::N,kontell,nůž
369,Nagel::N,tach,hřebík
370,Netz::N,roued,síť
371,Haken::N,krog,hák
372,Griff::N,kemer,držadlo
373,Schloss::N,potenn,zámek
374,Bild::N,skeudenn,obraz
375,Figur::N,skeud,figura
376,Figur::N,figur,figura
377,Puppe::N,merc'hodenn,panenka
378,Beutel::N,sac'h,pytlík
379,Bündel::N,feskenn,svazek
380,Tasche::N,sac'h,taška
381,Tasche::N,sac'h,brašna
382,Eimer::N,sailh,kýbl
383,Eimer::N,sailh,vědro
384,Deckel::N,pallenn,víko
385,Deckel::N,pallenn,příklop
386,Geschirr::N,listriaj,nádobí
387,Sack::N,sac'h,pytel
388,Tasse::N,tas,šálek
389,Topf::N,pod,hrnec
390,Kessel::N,chaodouron,kotel
391,Essen::N,pred,jídlo
392,Nahrung::N,boued,strava
393,Nahrung::N,boued,potrava
394,Speise::N,meuz,jídlo
395,Fleisch::N,kig,maso
396,Getreide::N,ed,obilí
397,Brei::N,yod,kaše
398,Brot::N,bara,chléb
399,Scheibe::N,tailhenn,krajíc
400,Fett::N,lard,tuk
401,Fett::N,lard,omastek
402,Butter::N,amann,máslo
403,Öl::N,eoul,olej
404,Salz::N,holen,sůl
405,Suppe::N,soubenn,polévka
406,Honig::N,mel,med
407,Milch::N,laezh,mléko
408,Tee::N,te,čaj
409,Leder::N,lêr,kůže
410,Wolle::N,gloan,vlna
411,Stoff::N,danvez,látka
412,Nadel::N,nadoz,jehla
413,Faden::N,neudenn,nit
414,Knopf::N,bouton,knoflík
415,Knoten::N,skoulm,uzel
416,Farbe::N,liv,barva
417,Kleidung::N,dilhad,šaty
418,Kleidung::N,dilhad,šatstvo
419,Hemd::N,roc'hed,košile
420,Kragen::N,gouzoug,límec
421,Ärmel::N,milgin,rukáv
422,Hose::N,bragoù,kalhoty
423,Gürtel::N,gouriz,pás
424,Gürtel::N,gouriz,opasek
425,Mütze::N,boned,čepice
426,Schuh::N,botez,bota
427,Stiefel::N,botez,holínka
428,Ring::N,gwalenn,prsten
429,Band::N,bagad,pásek
430,Kamm::N,krib,hřeben
431,Spiegel::N,melezour,zrcadlo
432,Riemen::N,lerenn,řemen
433,Schnur::N,kordenn,šňůra
434,Leine::N,roll,vodítko
435,Decke::N,golo,pokrývka
436,Decke::N,golo,přikrývka
437,Kissen::N,goubenner,polštář
438,Tuch::N,mezher,šátek
439,Handtuch::N,toailhon,ručník
440,Kraft::N,nerzh,síla
441,Stärke::N,nerzhder,síla
442,Gesundheit::N,yec'hed,zdraví
443,Krankheit::N,klañved,nemoc
444,Krankheit::N,klañved,choroba
445,Schmerz::N,poan,bolest
446,Schmerz::N,droug,bolest
447,Wunde::N,gloazadenn,rána
448,Fieber::N,terzhienn,horečka
449,Arznei::N,louzoù,lék
450,Brücke::N,pont,most
451,Brunnen::N,puñs,studna
452,Weide::N,prad,pastva
453,Weide::N,prad,pastvina
454,Pfad::N,gwenodenn,pěšina
455,Weg::N,hent,cesta
456,Straße::N,ru,silnice
457,Straße::N,hent,silnice
458,Dorf::N,kêr,vesnice
459,Dorf::N,kêriadenn,vesnice
460,Stadt::N,kêr,město
461,Brief::N,lizher,dopis
462,Buch::N,levr,kniha
463,Buchstabe::N,lizherenn,písmeno
464,Zeitung::N,kazetenn,noviny
465,Leben::N,buhez,život
466,Tod::N,marv,smrt
467,Grab::N,bez,hrob
468,Kirche::N,iliz,kostel
469,Sünde::N,pec'hed,hřích
470,Gott::N,doue,bůh
471,Arbeiter::N,labourer,dělník
472,Arbeiter::N,labourer,pracovník
473,Arbeiter::N,micherour,dělník
474,Arbeiter::N,micherour,pracovník
475,Chef::N,penn,šéf
476,Chef::N,penn,vedoucí
477,Meister::N,mestr,mistr
478,Arzt::N,mezeg,lékař
479,Arzt::N,medisin,lékař
480,Lehrer::N,skolaer,učitel
481,Lehrer::N,kelenner,učitel
482,Geld::N,arc'hant,peníze
483,Geschäft::N,stal,obchod
484,Laden::N,stal,krám
485,Preis::N,priz,cena
486,Ware::N,marc'hadourezh,zboží
487,Nutzen::N,gounidegezh,užitek
488,Nutzen::N,lañs,užitek
489,Nutzen::N,profit,užitek
490,Nutzen::N,spleit,užitek
491,Reichtum::N,pinvidigezh,bohatství
492,Welt::N,douar,svět
493,Land::N,bro,země
494,Staat::N,stad,stát
495,König::N,roue,král
496,Macht::N,galloud,moc
497,Macht::N,galloud,mocnost
498,Grenze::N,harzoù,hranice
499,Krieg::N,brezel,válka
500,Feind::N,eneber,nepřítel
501,Gewalt::N,tâerder,násilí
502,Kampf::N,kann,boj
503,Bogen[Waffe]::N,gwareg,luk
504,Pfeil::N,saezh,šíp
505,Gewehr::N,fuzuilh,puška
506,Gewehr::N,fuzuilh,ručnice
507,Fehler::N,fazi,chyba
508,Lüge::N,gaou,lež
509,Schaden::N,gwall,škoda
510,Unglück::N,gwalleur,neštěstí
511,Schuld::N,kablusted,vina
512,Schuld::N,pec'hedigezh,vina
513,Alter::N,oad,věk
514,Schluss::N,diwezh,konec
515,Zeit::N,amzer,čas
516,Tag::N,deizh,den
517,Morgen::N,beure,ráno
518,Morgen::N,beure,jitro
519,Morgen::N,mintin,ráno
520,Morgen::N,mintin,jitro
521,Mittag::N,kreisteiz,poledne
522,Abend::N,abardaez,večer
523,Nacht::N,noz,noc
524,Woche::N,sizhun,týden
525,Monat::N,miz,měsíc
526,Jahr::N,bloaz,rok
527,Frühling::N,nevezamzer,jaro
528,Sommer::N,hañv,léto
529,Herbst::N,diskaramzer,podzim
530,Winter::N,goañv,zima
531,Januar::N,Genver,leden
532,Februar::N,C'hwevrer,únor
533,März::N,Meurzh,březen
534,April::N,Ebrel,duben
535,Mai::N,Mae,květen
536,Juni::N,Mezheven,červen
537,Juli::N,Gouhere,červenec
538,August::N,Eost,srpen
539,September::N,Gwengolo,září
540,Oktober::N,Here,říjen
541,November::N,Du,listopad
542,Dezember::N,Kerzu,prosinec
543,Montag::N,Lun,pondělí
544,Montag::N,Lun,pondělek
545,Dienstag::N,Meurzh,úterý
546,Mittwoch::N,Merc'her,středa
547,Donnerstag::N,Yaou,čtvrtek
548,Freitag::N,Gwener,pátek
549,Samstag::N,Sadorn,sobota
550,Sonntag::N,Sul,neděle
551,groß::A,bras,velký
552,klein::A,bihan,malý
553,lang::A,hir,dlouhý
554,kurz::A,berr,krátký
555,breit::A,ledan,široký
556,schmal::A,strizh,úzký
557,dicht::A,stank,hustý
558,dick[Gegenstand]::A,tev,tlustý
559,dünn::A,moan,tenký
560,fein::A,munut,jemný
561,fest::A,start,pevný
562,flach::A,plaen,plochý
563,flach::A,plaen,placatý
564,glatt::A,lintr,hladký
565,glatt::A,levn,hladký
566,hart::A,kalet,tvrdý
567,weich::A,blot,měkký
568,rund::A,ront,kulatý
569,rund::A,ront,okrouhlý
570,spitz::A,poentet,špičatý
571,scharf::A,dremm,ostrý
572,stumpf::A,talsoc'h,tupý
573,schwer::A,pounner,těžký
574,schön::A,kaer,pěkný
575,schön::A,kaer,krásný
576,heiß::A,tomm,horký
577,warm::A,tomm,teplý
578,kalt::A,yen,studený
579,kühl::A,yen,chladný
580,frisch::A,fresk,svěží
581,feucht::A,gleb,vlhký
582,nass::A,gleb,mokrý
583,trocken::A,sec'h,suchý
584,voll::A,leun,plný
585,leer::A,goullo,prázdný
586,offen::A,digor,otevřený
587,geschlossen::A,serr,zavřený
588,sauber::A,naet,čistý
589,schmutzig::A,lous,špinavý
590,roh::A,kriz,syrový
591,reif::A,darev,zralý
592,lecker::A,lipous,chutný
593,lecker::A,saourus,chutný
594,süß::A,dous,sladký
595,bitter::A,c'hwerv,hořký
596,sauer::A,trenk,kyselý
597,hell::A,sklaer,světlý
598,dunkel::A,teñval,temný
599,schwarz::A,du,černý
600,weiß::A,gwenn,bílý
601,rot::A,ruz,rudý
602,rot::A,ruz,červený
603,gelb::A,melen,žlutý
604,blau::A,glas,modrý
605,grün::A,gwer,zelený
606,grau::A,louet,šedý
607,grau::A,louet,šedivý
608,bunt::A,liesliv,pestrý
609,billig::A,marc'had-mat,levný
610,billig::A,marc'had-mat,laciný
611,teuer::A,ker,drahý
612,wertvoll::A,prizius,cenný
613,blind::A,dall,slepý
614,taub::A,bouzar,hluchý
615,kräftig::A,start,silný
616,stark::A,kreñv,silný
617,schwach::A,gwan,slabý
618,fett::A,lard,tučný
619,fett::A,lard,tlustý
620,schlank::A,sinkl,štíhlý
621,hübsch::A,koant,hezký
622,böse::A,gwall,zlý
623,dumm::A,glep,hloupý
624,faul::A,lezirek,líný
625,fleißig::A,studius,pilný
626,geizig::A,tost,lakomý
627,klug::A,speredek,chytrý
628,geschickt::A,dornet,šikovný
629,lieb::A,koant,milý
630,lustig::A,laouen,veselý
631,sanft::A,flour,mírný
632,hungrig::A,marnaon,hladový
633,krank::A,klañv,nemocný
634,nackt::A,noazh,nahý
635,traurig::A,trist,smutný
636,traurig::A,trist,truchlivý
637,lebendig::A,bev,živý
638,gut::A,mad,dobrý
639,schlecht::A,fall,špatný
640,schlecht::A,gwall,špatný
641,richtig::A,reizh,pravý
642,richtig::A,reizh,správný
643,schlimm::A,gwall,zlý
644,wahr::A,gwir,pravdivý
645,alt::A,kozh,starý
646,neu::A,nevez,nový
647,ehemalig::A,kozh,bývalý
648,alt[Lebewesen]::A,kozh,starý
649,jung::A,yaouank,mladý
650,arm::A,paour,chudý
651,reich::A,pinvidik,bohatý
652,bekannt::A,anavezet,známý
653,berühmt::A,brudet,slavný
654,fremd::A,dizanav,cizí
655,verschieden::A,disheñel,různý
656,verschieden::A,disheñel,rozličný
657,nah::A,nes,blízký
658,fern::A,diabell,daleký
659,linker::A,kleiz,levý
660,rechter::A,dehoù,pravý
661,anderer::A,all,jiný
662,erster::A,kentañ,první
663,zweiter::A,eil,druhý
664,dritter::A,trede,třetí
665,letzter::A,diwezhañ,poslední
666,allein::ADV,e-unan,sám
667,auf einmal::ADV,ar un dro,najednou
668,zusammen::ADV,asambles,spolu
669,zusammen::ADV,asambles,dohromady
670,lange::ADV,pell,dlouho
671,plötzlich::ADV,en un taol,vtom
672,plötzlich::ADV,en un taol,náhle
673,sofort::ADV,diouzhtu,hned
674,sofort::ADV,diouzhtu,ihned
675,später::ADV,diwezhatoc'h,později
676,jetzt::ADV,bremañ,teď
677,jetzt::ADV,bremañ,nyní
678,heute::ADV,hiziv,dnes
679,heute::ADV,hiziv,dneska
680,morgen::ADV,arc'hoazh,zítra
681,bald::ADV,hepdale,brzo
682,dann::ADV,a-c'houde,pak
683,dann::ADV,a-c'houde,potom
684,gestern::ADV,dec'h,včera
685,einst::ADV,gwechall,kdysi
686,damals::ADV,neuze,tehdy
687,damals::ADV,neuze,tenkrát
688,danach::ADV,goude,podle toho
689,vorher::ADV,diagent,dříve
690,vorher::ADV,diagent,napřed
691,zuerst::ADV,da gentañ,nejprve
692,zuerst::ADV,da gentañ,nejdříve
693,einmal::ADV,ur wech,jednou
694,manchmal::ADV,a-wechoù,někdy
695,oft::ADV,alies,často
696,immer::ADV,atav,vždy
697,immer::ADV,atav,stále
698,immer::ADV,bepred,vždy
699,immer::ADV,bepred,stále
700,niemals::ADV,gwech ebet,nikdy
701,hier::ADV,amañ,zde
702,hier::ADV,amañ,tady
703,hierhin::ADV,dre amañ,sem
704,von hier::ADV,alemañ,odtud
705,dort::ADV,aze,tam
706,dort::ADV,ahont,tam
707,dorthin::ADV,di,tam
708,dorthin::ADV,aze,tam
709,dorthin::ADV,ahont,tam
710,geradeaus::ADV,war-eeun,rovně
711,vorwärts::ADV,war-raok,kupředu
712,rückwärts::ADV,war-lerc'h,zpět
713,zurück::ADV,war-dreñv,zpět
714,zurück::ADV,war-dreñv,nazpět
715,unten::ADV,en traoñ,dole
716,hinab::ADV,a-izel,dolů
717,oben::ADV,en nec'h,nahoře
718,oben::ADV,en nec'h,navrchu
719,hinauf::ADV,e-krec'h,nahoru
720,überall::ADV,dre-holl,všude
721,nicht::ADV,ne ... ket,ne
722,ein wenig::ADV,un tammig,trochu
723,kaum::ADV,a-boan,sotva
724,sehr::ADV,-tre,velmi
725,sehr::ADV,-tre,velice
726,sehr::ADV,-kenañ,velmi
727,sehr::ADV,-kenañ,velice
728,so::ADV,evel-se,tak
729,so::ADV,evel-se,takto
730,noch::ADV,c'hoazh,ještě
731,nur::ADV,hepken,jen
732,nur::ADV,hepken,jenom
733,schon::ADV,dija,už
734,schon::ADV,dija,již
735,wieder::ADV,adarre,zase
736,vor::PRP,dirak,před
737,hinter::PRP,a-drek,za
738,hinter::PRP,a-dreñv,za
739,unter::PRP,dindan,pod
740,durch::PRP,dre,skrz
741,neben::PRP,e-kichen,vedle
742,zwischen::PRP,etre,mezi
743,wegen::PRP,abalamour da,pro
744,dies::PRN,hemañ,toto
745,dies::PRN,hemañ,tohle
746,das::PRN,se,to
747,das::PRN,hennezh,to
748,alles::PRN,pep tra,všechno
749,ich::PRN,me,já
750,du::PRN,te,ty
751,er::PRN,eñ,on
752,wir::PRN,ni,my
753,ihr::PRN,c'hwi,vy
754,sie::PRN,int,oni
755,was::FPRN,petra,co
756,wer::FPRN,piv,kdo
757,wo::FADV,pelec'h,kde
758,wohin::FADV,da belec'h,kam
759,wie::FADV,penaos,jak
760,warum::FADV,perak,proč
761,wieviel::FNUM,pet,kolik
762,eins::NUM,unan,jeden
763,zwei::NUM,daou,dva
764,drei::NUM,tri,tři
765,vier::NUM,pevar,čtyři
766,fünf::NUM,pemp,pět
767,sechs::NUM,c'hwec'h,šest
768,sieben::NUM,seizh,sedm
769,acht::NUM,eizh,osm
770,neun::NUM,nav,devět
771,zehn::NUM,dek,deset
772,elf::NUM,unnek,jedenáct
773,zwölf::NUM,daouzek,dvanáct
774,zwanzig::NUM,ugent,dvacet
775,dreißig::NUM,tregont,třicet
776,vierzig::NUM,daou-ugent,čtyřicet
777,fünfzig::NUM,hanter-kant,padesát
778,sechzig::NUM,tri-ugent,šedesát
779,siebzig::NUM,dek ha tri-ugent,sedmdesát
780,achtzig::NUM,pevar-ugent,osmdesát
781,neunzig::NUM,dek ha pevar-ugent,devadesát
782,hundert::NUM,kant,sto
783,tausend::NUM,mil,tisíc
784,und::CNJ,ha,a
785,oder::CNJ,pe,nebo
786,stehen::V,bezañ a-sav,stát
787,sitzen::V,azezañ,sedět
788,sitzen::V,bezañ en e goazez,sedět
789,liegen::V,bezañ en e c'hourvez,ležet
790,hängen::V,krougañ,viset
791,werden::V,dazonet,stát se
792,passieren::V,c'hoarvezout,stát se
793,beginnen::V,stagañ,počít
794,enden::V,achuiñ,končit
795,enden::V,achuiñ,skončit
796,wechseln::V,cheñch,měnit se
797,aufgehen[Sonne]::V,dirouzañ,vyjít
798,scheinen[Sonne]::V,lugernañ,svítit
799,donnern::V,taranal,hřmět
800,wehen::V,c'hwezhañ,vát
801,wehen::V,c'hwezhañ,vanout
802,strömen::V,deredek,proudit
803,fließen::V,redek,téct
804,sich drehen::V,troiñ,točit se
805,schwanken::V,trantellat,kolísat
806,schwanken::V,trantellat,houpat se
807,schwingen::V,froumal,kývat se
808,fallen::V,kouezhañ,padat
809,brennen::V,deviñ,hořet
810,rauchen::V,divogedañ,kouřit
811,regnen::V,glavañ,pršet
812,gefrieren::V,reviñ,zamrznout
813,tauen::V,diskornañ,tát
814,schmelzen::V,teuziñ,tavit
815,trocknen::V,sec'hañ,schnout
