,Concept_ID,ja,tt
72,Boden::N,土地,туфрак
73,Erde::N,土,җир
74,Staub::N,埃,тузан
75,Rauch::N,煙,төтен
76,Funke::N,火花,очкын
77,Feuer::N,火,ут
78,Licht::N,光,якты
79,Schatten::N,陰,күләгә
80,Wetter::N,天気,һава
81,Nebel::N,霧,томан
82,Wolke::N,雲,болыт
83,Regen::N,雨,яңгыр
84,Schnee::N,雪,кар
85,Eis::N,氷,боз
86,Frost::N,霜,суык
87,Frost::N,霜,салкын
88,Kälte::N,寒さ,суык
89,Kälte::N,寒さ,салкын
90,Hitze::N,暑さ,эсселек
91,Raureif::N,霧氷,бәс
92,Raureif::N,霧氷,сыкы
93,Regenbogen::N,虹,салават күпере
94,Donner::N,雷,күкрәү
95,Strömung::N,流れ,агыш'агым
96,Tropfen::N,滴,тамчы
97,Schaum::N,泡,күбек
98,Schmutz::N,汚れ,пычрак
99,See::N,湖,күл
100,Sumpf::N,沼,саз
101,Moor::N,湿原,торфлык
102,Wiese::N,草原,болын
103,Wald::N,森,урман
104,Hügel::N,丘,калку
105,Anhöhe::N,高み,үр
106,Berg::N,山,тау
107,Gipfel::N,頂上,оч
108,Höhle::N,洞窟,мәгарә
109,Abhang::N,斜面,кабырга
110,Quelle::N,泉,чишмә
111,Bach::N,小川,елга
112,Fluss::N,川,дәрья
113,Ufer::N,岸,су кырые
114,Küste::N,海岸,яр буе
115,Festland::N,陸,коры җир
116,Meer::N,海,диңгез
117,Bucht::N,湾,бухта
118,Bucht::N,湾,култык
119,Insel::N,島,атау
120,Insel::N,島,утрау
121,Blume::N,花,чәчкә
122,Gras::N,草,үлән
123,Wurzel::N,根,тамыр
124,Baum::N,木,агач
125,Stamm::N,幹,кәүсә
126,Rinde::N,皮層,кабык
127,Ast::N,枝,ботак
128,Zweig::N,小枝,ботак
129,Zweig::N,小枝,тармак
130,Blatt::N,葉,яфрак
131,Birke::N,樺,каен
132,Kiefer[Baum]::N,松,нарат
133,Weide[Baum]::N,柳,тал
134,Tanne::N,樅,чыршы
135,Horn::N,角,мөгез
136,Feder::N,羽根,йон
137,Fell::N,毛皮,тире
138,Flügel::N,羽,канат
139,Klaue::N,鉤爪,тырнак
140,Kralle::N,爪,тырнак
141,Schwanz::N,尻尾,койрык
142,Ei::N,卵,күкәй
143,Ei::N,卵,йомырка
144,Nest::N,巣,оя
145,Bau::N,穴,өн
146,Tier::N,動物,хайван
147,Herde::N,群れ,көтү
148,Kuh::N,牛,сыер
149,Bulle::N,雄牛,үгез
150,Pferd::N,馬,ат
151,Schaf::N,羊,сарык
152,Schwein::N,豚,дуңгыз
153,Hund::N,犬,эт
154,Katze::N,猫,песи
155,Bär::N,熊,аю
156,Eichhörnchen::N,栗鼠,тиен
157,Elch::N,ヘラジカ,поши
158,Fuchs::N,狐,төлке
159,Hase::N,兎,куян
160,Maus::N,鼠,тычкан
161,Wolf::N,狼,бүре
162,Vogel::N,鳥,кош
163,Schwarm::N,群れ,көтү
164,Huhn::N,鶏,тавык
165,Hahn::N,雄鶏,әтәч
166,Gans::N,ガチョウ,каз
167,Adler::N,鷲,каракош
168,Ente::N,鴨,үрдәк
169,Eule::N,フクロウ,ябалак
170,Kranich::N,鶴,торна
171,Krähe::N,烏,карга
172,Kuckuck::N,郭公,күке
173,Kuckuck::N,郭公,кәккүк
174,Schwan::N,白鳥,аккош
175,Fisch::N,魚,балык
176,Barsch::N,鱸,алабуга
177,Hecht::N,川魳,чуртан
178,Schlange[Tier]::N,蛇,елан
179,Wurm::N,虫,корт
180,Spinne::N,蜘蛛,үрмәкүч
181,Ameise::N,蟻,кырмыска
182,Laus::N,虱,бет
183,Mücke::N,蚊,черки
184,Mücke::N,蚊,озынборын
185,Fliege::N,蝿,чебен
186,Schmetterling::N,蝶,күбәләк
187,Beere::N,漿果,җиләк
188,Apfel::N,林檎,алма
189,Pilz::N,茸,гөмбә
190,Zwiebel::N,玉葱,суган
191,Zwiebel::N,玉葱,суганбаш
192,Saat::N,種,орлык
193,Korn::N,粒,иген
194,Korn::N,粒,орлык
195,Heu::N,干し草,печән
196,Schale::N,皮,кабык
197,Grube::N,穴,баз
198,Grube::N,穴,чокыр
199,Falle::N,わな,тозак
200,Falle::N,わな,капкын
201,Schlinge::N,輪,элмәк
202,Spur::N,跡,эз
203,Asche::N,灰,көл
204,Dreck::N,泥,пычрак
205,Eisen::N,鉄,тимер
206,Gold::N,金,алтын
207,Silber::N,銀,көмеш
208,Kohle::N,炭,күмер
209,Glas::N,ガラス,пыяла
210,Lehm::N,ローム,балчык
211,Sand::N,砂,ком
212,Mensch::N,人,адәм
213,Mensch::N,人,инсан
214,Mann::N,男,ир
215,Mann::N,男性,ир
216,Frau::N,女,хатын
217,Frau::N,女性,хатын
218,Kind::N,子,бала
219,Kind::N,子供,бала
220,Junge::N,男の子,малай
221,Mädchen::N,女の子,кыз
222,Familie::N,家族,гаилә
223,Großvater::N,祖父,бабай
224,Großvater::N,おじいさん,бабай
225,Großmutter::N,祖母,әби
226,Großmutter::N,おばあさん,әби
227,Eltern::N,親,ата-ана
228,Eltern::N,両親,ата-ана
229,Vater::N,父,ата
230,Vater::N,お父さん,ата
231,Mutter::N,母,ана
232,Mutter::N,お母さん,ана
233,Sohn::N,息子,ул
234,Sohn::N,息子さん,ул
235,Tochter::N,娘,кыз
236,Tochter::N,お嬢さん,кыз
237,Bruder::N,弟,кардәш
238,Schwester::N,妹,апа
239,Schwester::N,妹,сеңел
240,Onkel::N,伯父,дәдә
241,Onkel::N,伯父,дәдәй
242,Onkel::N,伯父さん,дәдә
243,Onkel::N,伯父さん,дәдәй
244,Tante::N,叔母,түти
245,Tante::N,叔母,тәтәй
246,Tante::N,叔母さん,түти
247,Tante::N,叔母さん,тәтәй
248,Ehemann::N,夫,ир
249,Ehemann::N,主人,ир
250,Ehefrau::N,妻,хатын
251,Ehefrau::N,奥さん,хатын
252,Freude::N,喜び,сөенеч
253,Gelächter::N,笑い,көлү
254,Gelächter::N,笑い,көлеш
255,Glück::N,幸せ,бәхет
256,Kummer::N,悩み,хәсрәт
257,Wunsch::N,希望,теләк
258,Lust::N,気,теләк
259,Lust::N,気,теләү
260,Geist::N,精神,рух
261,Gedanke::N,考え,уй
262,Gedanke::N,考え,фикер
263,Gedächtnis::N,記憶,хәтер
264,Verstand::N,理解力,акыл
265,Sinn::N,意味,мәгънә
266,Grund::N,理由,сәбәп
267,Wahrheit::N,真実,хак
268,Gespräch::N,会話,әңгәмә
269,Märchen::N,童話,әкият
270,Erzählung::N,物語,хикәя
271,Nachricht::N,報告,хәбәр
272,Neuigkeit::N,ニュース,яңалык
273,Name::N,名前,исем
274,Rätsel::N,謎,табышмак
275,Rede::N,演説,нотык
276,Sprache::N,言語,тел
277,Stimme::N,声,тавыш
278,Wort::N,言葉,сүз
279,Zeichen::N,記号,ишарә
280,Ruf::N,呼び声,дәшү
281,Lärm::N,騒音,шау
282,Laut::N,音,аваз
283,Ton::N,音,шалтырату
284,Lied::N,歌,җыр
285,Ruhe::N,静けさ,тынлык
286,Leute::N,人々,халык
287,Volk::N,民族,халык
288,Arbeit::N,仕事,эш
289,Arbeit::N,仕事,хезмәт
290,Gast::N,客,кунак
291,Geschenk::N,贈り物,бүләк
292,Spiel::N,遊び,уен
293,Gesellschaft::N,社会,җәмгыять
294,Hilfe::N,援助,ярдәм
295,Hilfe::N,援助,булышлык
296,Freund::N,友達,дус
297,Kamerad::N,同志,иптәш
298,Angelegenheit::N,件,эш
299,Anzahl::N,数,микъдар
300,Art::N,種類,төр
301,Stück::N,部分,кисәк
302,Teil::N,部分,өлеш
303,Hälfte::N,半分,ярым
304,Kreis::N,円,түгәрәк
305,Kreuz::N,十字,хач
306,Kreuz::N,十字,тәре
307,Linie::N,線,сызык
308,Strich::N,線,сызык
309,Abstand::N,距離,ара
310,Entfernung::N,距離,ераклык
311,Gegend::N,辺,урын
312,Gegend::N,地域,урын
313,Platz::N,ゆとり,бушлык
314,Ort::N,所,урын
315,Ort::N,場所,урын
316,Seite::N,横,як
317,Mitte::N,真ん中,урта
318,Gegenstand::N,物件,нәрсә
319,Sache::N,物,нәрсә
320,Rand::N,端,чит
321,Kante::N,縁,кырый
322,Ecke::N,角,почмак
323,Spitze::N,先頭,оч
324,Ende::N,端,азак
325,Loch::N,穴,тишек
326,Winkel::N,片隅,почмак
327,Muster::N,模様,парча
328,Größe::N,大きさ,зурлык
329,Länge::N,長さ,озынлык
330,Höhe::N,高さ,биеклек
331,Gewicht::N,重さ,авырлык
332,Menge::N,量,микъдар
333,Haufen::N,堆積,өем
334,Reihe::N,並び,рәт
335,Boot::N,ボート,каек
336,Boot::N,ボート,көймә
337,Ruder::N,オール,ишкәк
338,Schlitten::N,そり,чана
339,Ski::N,スキー,чаңгы
340,Lagerfeuer::N,篝火,костёр
341,Last::N,荷物,йөк
342,Gang::N,歩み,йөреш
343,Schritt::N,歩,адым
344,Norden::N,北,төньяк
345,Süden::N,南,көньяк
346,Westen::N,西,көнбатыш
347,Osten::N,東,шәрык
348,Osten::N,東,көнчыгыш
349,Holz::N,木,агач
350,Holz::N,木材,агач
351,Brett::N,板,такта
352,Platte::N,盤,плитә
353,Stütze::N,支柱,таяу
354,Stange::N,棒,колга
355,Stock::N,杖,таяк
356,Stab::N,棒,таяк
357,Rohr::N,管,торба
358,Haus::N,家,өй
359,Haus::N,家,йорт
360,Heim::N,家,гаилә
361,Heim::N,家,нәсел
362,Ofen::N,ストーブ,мич
363,Fußboden::N,床,идән
364,Tisch::N,机,өстәл
365,Stuhl::N,椅子,утыргыч
366,Wiege::N,揺籃,бишек
367,Bett::N,ベッド,ятак
368,Bett::N,ベッド,урын-җир
369,Regal::N,棚,киштә
370,Regal::N,棚,шүрлек
371,Kiste::N,箱,әрҗә
372,Fenster::N,窓,тәрәзә
373,Tür::N,戸,ишек
374,Tür::N,ドア,ишек
375,Tor::N,門,капка
376,Zaun::N,垣根,койма
377,Dach::N,屋根,түбә
378,Leiter::N,梯子,баскыч
379,Besen::N,ほうき,себерке
380,Spaten::N,スコップ,көрәк
381,Schaufel::N,シャベル,көрәк
382,Gabel::N,フォーク,чәннечке
383,Löffel::N,スプーン,кашык
384,Messer::N,ナイフ,пычак
385,Nagel::N,釘,кадак
386,Netz::N,網,челтәр
387,Haken::N,鉤,ыргак
388,Haken::N,フック,ыргак
389,Griff::N,取っ手,тотка
390,Schloss::N,錠,йозак
391,Bild::N,絵,рәсем
392,Bild::N,絵,картина
393,Figur::N,像,сын
394,Figur::N,像,фигура
395,Puppe::N,人形,курчак
396,Beutel::N,袋,луза
397,Bündel::N,束,бәйләм
398,Bündel::N,包み,бәйләм
399,Tasche::N,かばん,букча
400,Eimer::N,バケツ,чиләк
401,Deckel::N,蓋,капкач
402,Geschirr::N,食器,савыт-саба
403,Geschirr::N,食器,кашык-аяк
404,Sack::N,袋,капчык
405,Tasse::N,カップ,чынаяк
406,Topf::N,鍋,чүлмәк
407,Kessel::N,釜,казан
408,Essen::N,食事,ашау
409,Nahrung::N,食物,азык
410,Nahrung::N,食物,тәгам
411,Nahrung::N,食物,ашамлык
412,Speise::N,料理,ризык
413,Fleisch::N,肉,ит
414,Getreide::N,麦,ашлык
415,Getreide::N,穀物,ашлык
416,Brei::N,粥,ботка
417,Brot::N,パン,ипи
418,Brot::N,パン,икмәк
419,Scheibe::N,枚,телем
420,Scheibe::N,切れ,телем
421,Fett::N,脂肪,май
422,Butter::N,バター,май
423,Öl::N,油,май
424,Salz::N,塩,тоз
425,Suppe::N,スープ,шулпа
426,Honig::N,蜂蜜,бал
427,Milch::N,牛乳,сөт
428,Tee::N,茶,чәй
429,Tee::N,お茶,чәй
430,Leder::N,革,күн
431,Wolle::N,毛糸,йон
432,Stoff::N,布,тукыма
433,Nadel::N,針,энә
434,Faden::N,糸,җеп
435,Knopf::N,ボタン,төймә
436,Knoten::N,結び目,төен
437,Farbe::N,ペンキ,буяу
438,Kleidung::N,衣服,кием
439,Hemd::N,シャツ,күлмәк
440,Kragen::N,襟,яка
441,Ärmel::N,袖,җиң
442,Hose::N,ズボン,чалбар
443,Gürtel::N,帯,билбау
444,Gürtel::N,ベルト,билбау
445,Mütze::N,帽子,бүрек
446,Schuh::N,靴,башмак
447,Stiefel::N,ブーツ,итек
448,Ring::N,輪,балдак
449,Band::N,リボン,тасма
450,Kamm::N,櫛,тарак
451,Spiegel::N,鏡,көзге
452,Riemen::N,緒,каеш
453,Schnur::N,紐,бау
454,Leine::N,綱,тезген
455,Decke::N,掛け布団,юрган
456,Kissen::N,枕,мендәр
457,Tuch::N,スカーフ,яулык
458,Handtuch::N,タオル,сөлгә
459,Kraft::N,力,егәр
460,Kraft::N,力,дәрман
461,Stärke::N,強さ,көч
462,Stärke::N,強さ,дәрман
463,Gesundheit::N,健康,саулык
464,Krankheit::N,病気,чир
465,Krankheit::N,病気,хаста
466,Krankheit::N,病気,сырхау
467,Schmerz::N,痛み,авырту
468,Wunde::N,傷,яра
469,Wunde::N,傷,җәрәхәт
470,Fieber::N,熱,бизгәк
471,Arznei::N,薬,дару
472,Brücke::N,橋,күпер
473,Brunnen::N,井戸,кое
474,Weide::N,牧場,утлавык
475,Pfad::N,小路,сукмак
476,Weg::N,道,юл
477,Straße::N,街道,урам
478,Dorf::N,村,авыл
479,Stadt::N,町,шәһәр
480,Stadt::N,都市,шәһәр
481,Brief::N,手紙,хат
482,Buch::N,本,китап
483,Buchstabe::N,文字,хәреф
484,Zeitung::N,新聞,газет
485,Zeitung::N,新聞,газета
486,Leben::N,生活,гомер
487,Leben::N,生活,тормыш
488,Leben::N,生活,тереклек
489,Tod::N,死,үлем
490,Grab::N,墓,гүр
491,Grab::N,墓,кабер
492,Kirche::N,教会,чиркәү
493,Sünde::N,罪,язык
494,Sünde::N,罪,гөнаһ
495,Gott::N,神,алла
496,Gott::N,神,ходай
497,Arbeiter::N,労働者,эшче
498,Chef::N,上司,башлык
499,Meister::N,達人,оста
500,Meister::N,マイスター,оста
501,Arzt::N,医者,врач
502,Arzt::N,医者,табиб
503,Lehrer::N,先生,укытучы
504,Lehrer::N,先生,мөгаллим
505,Geld::N,金,акча
506,Geschäft::N,取り引き,эш
507,Laden::N,店,кибет
508,Laden::N,店,магазин
509,Preis::N,値段,бәя
510,Preis::N,値段,бәһа
511,Ware::N,商品,товар
512,Nutzen::N,利益,файда
513,Reichtum::N,豊かさ,байлык
514,Welt::N,世界,дөнья
515,Land::N,国,ил
516,Staat::N,国家,дәүләт
517,König::N,国王,патша
518,Macht::N,権力,хакимият
519,Grenze::N,国境,чик
520,Krieg::N,戦争,сугыш
521,Feind::N,敵,дошман
522,Gewalt::N,暴力,көчләү
523,Kampf::N,戦い,көрәш
524,Bogen[Waffe]::N,弓,җәя
525,Pfeil::N,矢,ук
526,Gewehr::N,銃,мылтык
527,Fehler::N,間違い,хата
528,Lüge::N,嘘,ялган
529,Schaden::N,損害,зыян
530,Schaden::N,損害,зарар
531,Unglück::N,不幸,бәла
532,Schuld::N,罪,гаеп
533,Alter::N,年,яшь
534,Alter::N,年齢,яшь
535,Schluss::N,終わり,ахыр
536,Zeit::N,時,заман
537,Zeit::N,時間,заман
538,Tag::N,日,көн
539,Morgen::N,朝,иртә
540,Mittag::N,昼,өйлә
541,Abend::N,晩,кич
542,Abend::N,夕方,кич
543,Nacht::N,夜,төн
544,Woche::N,週,атна
545,Monat::N,月,ай
546,Jahr::N,年,ел
547,Frühling::N,春,яз
548,Sommer::N,夏,җәй
549,Herbst::N,秋,көз
550,Winter::N,冬,кыш
551,Januar::N,一月,гыйнвар
552,Februar::N,二月,февраль
553,März::N,三月,март
554,April::N,四月,апрель
555,Mai::N,五月,май
556,Juni::N,六月,июнь
557,Juli::N,七月,июль
558,August::N,八月,август
559,September::N,九月,сентябрь
560,Oktober::N,十月,октябрь
561,November::N,十一月,ноябрь
562,Dezember::N,十二月,декабрь
563,Montag::N,月曜日,дүшәмбе
564,Dienstag::N,火曜日,сишәмбе
565,Mittwoch::N,水曜日,чәршәмбе
566,Donnerstag::N,木曜日,атнакич
567,Donnerstag::N,木曜日,пәнҗешәмбе
568,Freitag::N,金曜日,җомга
569,Samstag::N,土曜日,шимбә
570,Sonntag::N,日曜日,якшәмбе
571,groß::A,大きい,зур
572,klein::A,小さい,кечкенә
573,lang::A,長い,озын
574,kurz::A,短い,кыска
575,breit::A,広い,киң
576,schmal::A,狭い,кысык
577,dicht::A,密な,куе
578,dick[Gegenstand]::A,厚い,калын
579,dünn::A,薄い,нечкә
580,fein::A,細い,нәзакәтле
581,fest::A,硬い,нык
582,flach::A,平らな,яссы
583,flach::A,平らな,ялпак
584,glatt::A,滑らかな,шома
585,hart::A,堅い,каты
586,weich::A,柔らかい,йомшак
587,rund::A,丸い,түгәрәк
588,spitz::A,尖った,очлы
589,scharf::A,鋭い,үткен
590,stumpf::A,鈍い,үтмәс
591,schwer::A,重い,салмак
592,schön::A,綺麗な,гүзәл
593,heiß::A,熱い,эссе
594,warm::A,温かい,җылы
595,kalt::A,寒い,суык
596,kalt::A,寒い,салкын
597,kalt::A,冷たい,суык
598,kalt::A,冷たい,салкын
599,kühl::A,涼しい,салкынча
600,frisch::A,ひんやりした,салкынча
601,feucht::A,湿った,юеш
602,nass::A,濡れた,дымлы
603,trocken::A,乾いた,коры
604,voll::A,いっぱいの,тулы
605,leer::A,空の,буш
606,offen::A,開いた,ачык
607,geschlossen::A,閉まった,йомык
608,sauber::A,清潔な,пакь
609,sauber::A,清潔な,чиста
610,schmutzig::A,汚い,керле
611,schmutzig::A,汚い,пычрак
612,roh::A,生の,чи
613,reif::A,熟した,өлгергән
614,lecker::A,美味しい,тәмле
615,süß::A,甘い,татлы
616,bitter::A,苦い,ачы
617,sauer::A,酸っぱい,әче
618,hell::A,明るい,якты
619,dunkel::A,暗い,кара
620,schwarz::A,黒い,кара
621,weiß::A,白い,ак
622,rot::A,赤い,кызыл
623,gelb::A,黄色い,сары
624,blau::A,青い,күк
625,grün::A,緑の,яшел
626,grau::A,灰色の,соры
627,bunt::A,色取り取りの,чуар
628,billig::A,安い,арзан
629,teuer::A,高い,хаклы
630,wertvoll::A,貴重な,кыйммәтле
631,blind::A,盲目の,сукыр
632,blind::A,盲目の,күзсез
633,taub::A,耳が聞こえない,чукрак
634,taub::A,耳が聞こえない,саңгырау
635,kräftig::A,強力な,егәрле
636,stark::A,強い,нык
637,stark::A,強い,базык
638,schwach::A,弱い,зәгыйфь
639,fett::A,太った,симез
640,schlank::A,ほっそりした,нәзек
641,hübsch::A,素敵な,чибәр
642,böse::A,悪い,усал
643,dumm::A,馬鹿な,акылсыз
644,faul::A,怠惰な,ялкау
645,faul::A,怠惰な,иренчәк
646,fleißig::A,勤勉な,тырыш
647,fleißig::A,勤勉な,тырышучан
648,geizig::A,けちな,саран
649,klug::A,賢い,акыллы
650,klug::A,頭のいい,акыллы
651,geschickt::A,器用な,маһир
652,lieb::A,愛らしい,сөекле
653,lustig::A,楽しい,күңелле
654,sanft::A,温和な,басынкы
655,hungrig::A,空腹の,ач
656,krank::A,病気の,чирле
657,krank::A,病気の,сырхау
658,nackt::A,裸の,шәрә
659,traurig::A,悲しい,ямансу
660,lebendig::A,生きた,тере
661,gut::A,良い,яхшы
662,schlecht::A,悪い,начар
663,schlecht::A,駄目な,начар
664,richtig::A,正しい,дөрес
665,schlimm::A,ひどい,әшәкә
666,wahr::A,本当の,чып-чын
667,alt::A,古い,иске
668,neu::A,新しい,яңа
669,ehemalig::A,以前の,элекке
670,alt[Lebewesen]::A,年を取った,карт
671,jung::A,若い,яшь
672,arm::A,貧乏な,фәкыйрь
673,reich::A,裕福な,бай
674,bekannt::A,有名な,таныш
675,berühmt::A,有名な,атаклы
676,fremd::A,見知らぬ,ят
677,verschieden::A,色々な,төрле
678,nah::A,近い,якын
679,fern::A,遠い,ерак
680,linker::A,左の,сул
681,rechter::A,右の,уң
682,anderer::A,別の,бүтән
683,erster::A,一番目,беренче
684,zweiter::A,二番目,икенче
685,dritter::A,三番目,өченче
686,letzter::A,最後の,ахыргы
687,allein::ADV,一人で,ялгыз
688,auf einmal::ADV,同時に,бердән
689,zusammen::ADV,一緒に,бергә
690,lange::ADV,長い間,озак
691,plötzlich::ADV,急に,искәрмәстән
692,sofort::ADV,すぐに,хәзер
693,später::ADV,後で,соңрак
694,jetzt::ADV,今,хәзер
695,heute::ADV,今日,бүген
696,morgen::ADV,明日,иртәгә
697,bald::ADV,間もなく,тиздән
698,dann::ADV,それから,аннары
699,gestern::ADV,昨日,кичә
700,einst::ADV,過去に,берчак
701,damals::ADV,あの時,ул вакытта
702,damals::ADV,あの時,ул чакта
703,danach::ADV,その後で,да
704,vorher::ADV,以前に,элек
705,zuerst::ADV,まず,башта
706,zuerst::ADV,最初に,башта
707,einmal::ADV,一回,бер
708,einmal::ADV,一回,бер мәртәбә
709,manchmal::ADV,時々,кайчакта
710,oft::ADV,よく,еш
711,immer::ADV,いつも,һәркайчан
712,niemals::ADV,一度も...ない,hичбер вакыт
713,hier::ADV,こちら,монда
714,hier::ADV,こちら,биредә
715,hierhin::ADV,ここへ,монда
716,hierhin::ADV,こちらへ,монда
717,von hier::ADV,ここから,моннан
718,dort::ADV,そちら,анда
719,dorthin::ADV,そこへ,тегеләй
720,dorthin::ADV,そちらへ,тегеләй
721,geradeaus::ADV,真っ直ぐに,турыдан-туры
722,vorwärts::ADV,前へ,алга
723,rückwärts::ADV,後ろへ,кире
724,zurück::ADV,後ろへ,кире
725,unten::ADV,下に,түбәндә
726,hinab::ADV,下へ,аска
727,oben::ADV,上に,өстә
728,oben::ADV,上に,югарыда
729,hinauf::ADV,上へ,өскә
730,überall::ADV,どこでも,hәркайда
731,nicht::ADV,ない,түгел
732,ein wenig::ADV,少し,бераз
733,ein wenig::ADV,ちょっと,бераз
734,kaum::ADV,ほとんど～ない,көчкә
735,sehr::ADV,とても,бик
736,so::ADV,こう,алай
737,noch::ADV,まだ,янә
738,noch::ADV,まだ,тагын
739,nur::ADV,～だけ,фәкать
740,schon::ADV,もう,инде
741,wieder::ADV,再び,янә
742,wieder::ADV,再び,тагын
743,vergebens::ADV,無駄に,юкка
744,vor::PRP,前に,алдыннан
745,hinter::PRP,後ろに,арттан
746,unter::PRP,下に,астында
747,durch::PRP,通して,аша
748,neben::PRP,横に,тирәсендә
749,zwischen::PRP,間に,арасында
750,wegen::PRP,為に,сәбәпле
751,wegen::PRP,せいで,сәбәпле
752,dies::PRN,これ,бу
753,das::PRN,それ,ул
754,alles::PRN,全部,һәммә
755,ich::PRN,私,мин
756,du::PRN,あなた,син
757,er::PRN,彼,ул
758,wir::PRN,私達,без
759,ihr::PRN,あなた達,сез
760,sie::PRN,彼ら,ул
761,was::FPRN,何,ни
762,was::FPRN,何,нәрсә
763,wer::FPRN,誰,кем
764,wer::FPRN,どなた,кем
765,wo::FADV,どこ,кайда
766,wo::FADV,どこに,кайда
767,wohin::FADV,どこへ,кая
768,wie::FADV,どう,ничек
769,warum::FADV,何故,нигә
770,warum::FADV,どうして,нигә
771,wieviel::FNUM,どのくらい,ничә
772,eins::NUM,一,бер
773,zwei::NUM,二,ике
774,zwei::NUM,二つ,ике
775,drei::NUM,三,өч
776,drei::NUM,三つ,өч
777,vier::NUM,四,дүрт
778,vier::NUM,四つ,дүрт
779,fünf::NUM,五,биш
780,fünf::NUM,五つ,биш
781,sechs::NUM,六,алты
782,sechs::NUM,六つ,алты
783,sieben::NUM,七,җиде
784,sieben::NUM,七つ,җиде
785,acht::NUM,八,сигез
786,acht::NUM,八つ,сигез
787,neun::NUM,九,тугыз
788,neun::NUM,九つ,тугыз
789,zehn::NUM,十,ун
790,elf::NUM,十一,унбер
791,zwölf::NUM,十二,унике
792,zwanzig::NUM,二十,егерме
793,dreißig::NUM,三十,утыз
794,vierzig::NUM,四十,кырык
795,fünfzig::NUM,五十,илле
796,sechzig::NUM,六十,алтмыш
797,siebzig::NUM,七十,җитмеш
798,achtzig::NUM,八十,сиксән
799,neunzig::NUM,九十,туксан
800,hundert::NUM,百,йөз
801,tausend::NUM,千,мең
802,und::CNJ,-と,вә
803,und::CNJ,そして,вә
804,oder::CNJ,或いは,яки
805,oder::CNJ,或いは,яисә
806,stehen::V,立っている,тору
807,sitzen::V,座っている,утыру
808,liegen::V,横になっている,яту
809,hängen::V,掛かっている,эленү
810,werden::V,なる,булу
811,passieren::V,起こる,булу
812,beginnen::V,始まる,башлану
813,enden::V,終わる,бетү
814,wechseln::V,変わる,үзгәртү
815,aufgehen[Sonne]::V,出る,чыгу
816,untergehen[Sonne]::V,沈む,бату
817,scheinen[Sonne]::V,輝く,яктырту
818,donnern::V,雷が鳴る,күкрәү
819,wehen::V,吹く,исү
820,strömen::V,流れる,агу
821,fließen::V,流れる,агу
822,sich drehen::V,回転する,бөтерелү
823,schwanken::V,揺れる,икеләнү
824,schwingen::V,振動する,тирбәлү
825,fallen::V,落ちる,егылу
826,brennen::V,燃える,яну
827,rauchen::V,煙を出す,төтәү
828,rauchen::V,煙を出す,төтенләү
829,regnen::V,雨が降る,яву
830,gefrieren::V,凍る,кату
831,tauen::V,溶ける,эрү
832,tauen::V,溶ける,эретү
833,schmelzen::V,溶ける,эрү
834,schmelzen::V,溶ける,эретү
835,trocknen::V,乾く,кибү
836,sieden::V,沸く,ургылу
837,faulen::V,腐る,черү
838,verfaulen::V,朽ちる,черү
