,Concept_ID,ar,cs
173,Wolf::N,ذئب,vlk
174,Vogel::N,طير,pták
175,Schwarm::N,سرب,roj
176,Schwarm::N,سرب,hejno
177,Huhn::N,دجاجة,kuře
178,Huhn::N,دجاجة,slepice
179,Hahn::N,ديك,kohout
180,Gans::N,وزة,husa
181,Adler::N,نسر,orel
182,Ente::N,بطة,kachna
183,Eule::N,بوم,sova
184,Kranich::N,كركي,jeřáb
185,Krähe::N,غراب,vrána
186,Kuckuck::N,وقواق,kukačka
187,Schwan::N,إوز عراقي,labuť
188,Fisch::N,سمك,ryba
189,Barsch::N,فرخ أوربي,okoun
190,Hecht::N,سمك الكراكي,štika
191,Schlange[Tier]::N,حية,had
192,Schlange[Tier]::N,ثعبان,had
193,Wurm::N,دودة,červ
194,Spinne::N,عنكبوت,pavouk
195,Ameise::N,نملة,mravenec
196,Laus::N,قملة,veš
197,Mücke::N,ناموسة,komár
198,Fliege::N,ذبابة,moucha
199,Schmetterling::N,فراشة,motýl
200,Beere::N,حبة,bobule
201,Apfel::N,تفاح,jablko
202,Pilz::N,فطر,houba
203,Zwiebel::N,بصل,cibule
204,Saat::N,زرع,osivo
205,Korn::N,حبة,zrno
206,Heu::N,دريس,seno
207,Schale::N,قشرة,slupka
208,Schale::N,قشرة,skořápka
209,Grube::N,نقرة,jáma
210,Falle::N,فخ,past
211,Falle::N,فخ,léčka
212,Falle::N,مصيدة,past
213,Falle::N,مصيدة,léčka
214,Schlinge::N,عروة,smyčka
215,Spur::N,أثر,stopa
216,Asche::N,رماد,popel
217,Dreck::N,قذر,špína
218,Eisen::N,حديد,železo
219,Gold::N,ذهب,zlato
220,Silber::N,فضة,stříbro
221,Kohle::N,فحم,uhlí
222,Glas::N,زجاج,sklo
223,Lehm::N,طين,jíl
224,Lehm::N,طين,hlína
225,Sand::N,رمل,písek
226,Mensch::N,إنسان,člověk
227,Mann::N,رجل,muž
228,Frau::N,امرأة,žena
229,Kind::N,طفل,dítě
230,Junge::N,ولد,hoch
231,Junge::N,ولد,chlapec
232,Mädchen::N,بنت,děvče
233,Familie::N,عائلة,rodina
234,Großvater::N,جد,děd
235,Großvater::N,جد,dědeček
236,Großmutter::N,جدة,babička
237,Eltern::N,أبوان,rodiče
238,Eltern::N,والدان,rodiče
239,Vater::N,أب,otec
240,Mutter::N,أم,matka
241,Sohn::N,إبن,syn
242,Tochter::N,بنت,dcera
243,Tochter::N,إبنة,dcera
244,Bruder::N,أخ,bratr
245,Bruder::N,شقيق,bratr
246,Schwester::N,أخت,sestra
247,Onkel::N,عم,strýc
248,Tante::N,عمة,teta
249,Ehemann::N,زوج,choť
250,Ehemann::N,زوج,manžel
251,Ehefrau::N,زوجة,choť
252,Ehefrau::N,زوجة,manželka
253,Freude::N,فرح,radost
254,Freude::N,سرور,radost
255,Gelächter::N,قهقهة,smích
256,Glück::N,سعادة,štěstí
257,Kummer::N,غم,žal
258,Kummer::N,غم,trápení
259,Wunsch::N,منية,přání
260,Lust::N,شهوة,chuť
261,Geist::N,روح,duch
262,Gedanke::N,فكرة,myšlenka
263,Gedächtnis::N,ذاكرة,paměť
264,Verstand::N,عقل,rozum
265,Sinn::N,معنى,smysl
266,Grund::N,سبب,důvod
267,Wahrheit::N,حقيقة,pravda
268,Gespräch::N,محادثة,rozhovor
269,Märchen::N,خرافة,pohádka
270,Erzählung::N,قصة,povídka
271,Erzählung::N,حكاية,povídka
272,Nachricht::N,خبر,zpráva
273,Neuigkeit::N,خبر جديد,novina
274,Neuigkeit::N,خبر جديد,novinka
275,Name::N,اسم,jméno
276,Rätsel::N,لغز,hádanka
277,Rede::N,خطبة,řeč
278,Rede::N,خطبة,proslov
279,Sprache::N,لغة,řeč
280,Sprache::N,لغة,jazyk
281,Stimme::N,صوت,hlas
282,Wort::N,كلمة,slovo
283,Zeichen::N,رمز,znamení
284,Zeichen::N,إشارة,znamení
285,Ruf::N,نداء,zavolání
286,Lärm::N,صخب,hluk
287,Lärm::N,ضجة,hluk
288,Laut::N,صوت,zvuk
289,Ton::N,نغمة,tón
290,Lied::N,أغنية,píseň
291,Ruhe::N,هدوء,klid
292,Ruhe::N,هدوء,pokoj
293,Leute::N,ناس,lidé
294,Volk::N,شعب,národ
295,Arbeit::N,عمل,práce
296,Gast::N,ضيف,host
297,Geschenk::N,هدية,dar
298,Spiel::N,لعب,hra
299,Gesellschaft::N,صحبة,společnost
300,Hilfe::N,عون,pomoc
301,Hilfe::N,مساعدة,pomoc
302,Freund::N,صديق,přítel
303,Kamerad::N,زميل,kamarád
304,Angelegenheit::N,أمر,záležitost
305,Angelegenheit::N,شأن,záležitost
306,Anzahl::N,عدد,počet
307,Art::N,نوع,druh
308,Stück::N,قطعة,kus
309,Stück::N,قطعة,kousek
310,Teil::N,قسم,díl
311,Teil::N,قسم,část
312,Hälfte::N,نصف,půl
313,Kreis::N,دائرة,kruh
314,Kreuz::N,صليب,kříž
315,Linie::N,خط,linka
316,Strich::N,شرطة,čára
317,Strich::N,شرطة,čárka
318,Abstand::N,مسافة,vzdálenost
319,Entfernung::N,بعد,vzdálenost
320,Gegend::N,ناحية,krajina
321,Platz::N,فراغ,prostor
322,Ort::N,مكان,místo
323,Seite::N,جانب,strana
324,Mitte::N,وسط,střed
325,Mitte::N,وسط,prostředek
326,Gegenstand::N,موضوع,předmět
327,Sache::N,شيء,věc
328,Rand::N,حافة,kraj
329,Rand::N,حافة,okraj
330,Kante::N,حافة,hrana
331,Ecke::N,ركن,roh
332,Spitze::N,سن,hrot
333,Spitze::N,سن,špička
334,Ende::N,طرف,konec
335,Loch::N,ثقب,díra
336,Winkel::N,زاوية,kout
337,Muster::N,عينة,vzor
338,Größe::N,حجم,velikost
339,Länge::N,طول,délka
340,Höhe::N,علو,výška
341,Höhe::N,ارتفاع,výška
342,Gewicht::N,وزن,váha
343,Menge::N,كمية,množství
344,Haufen::N,كوم,kupa
345,Haufen::N,كوم,hromada
346,Reihe::N,صف,řada
347,Reihe::N,صف,řádek
348,Boot::N,قارب,člun
349,Boot::N,زورق,člun
350,Ruder::N,مجذاف,veslo
351,Schlitten::N,مزلقة,sáně
352,Ski::N,زلاجة,lyže
353,Lagerfeuer::N,نار المخيم,táborák
354,Last::N,حمل,náklad
355,Last::N,حمل,břemeno
356,Gang::N,مشية,chůze
357,Gang::N,مشية,chodba
358,Schritt::N,خطوة,krok
359,Norden::N,شمال,sever
360,Süden::N,جنوب,jih
361,Westen::N,غرب,západ
362,Osten::N,شرق,východ
363,Holz::N,خشب,dřevo
364,Brett::N,لوح,prkno
365,Platte::N,صفيحة,deska
366,Stütze::N,سند,opěra
367,Stütze::N,دعامة,opěra
368,Stange::N,عود,tyč
369,Stange::N,عود,tyčka
370,Stock::N,عصا,hůlka
371,Stab::N,قضيب,hůl
372,Rohr::N,أنبوبة,trubka
373,Haus::N,دار,dům
374,Haus::N,بيت,dům
375,Heim::N,بيت,domov
376,Heim::N,مسكن,domov
377,Ofen::N,مدفأة,kamna
378,Fußboden::N,أرضية,podlaha
379,Tisch::N,مائدة,stůl
380,Stuhl::N,كرسي,židle
381,Wiege::N,مهد,kolébka
382,Bett::N,سرير,postel
383,Regal::N,رف,regál
384,Regal::N,رف,police
385,Kiste::N,صندوق,bedna
386,Fenster::N,شباك,okno
387,Fenster::N,نافذة,okno
388,Tür::N,باب,dveře
389,Tor::N,بوابة,vrata
390,Zaun::N,سياج,plot
391,Dach::N,سطح,střecha
392,Leiter::N,سلم,žebřík
393,Besen::N,مكنسة,koště
394,Besen::N,مكنسة,smeták
395,Spaten::N,مسحاة,rýč
396,Schaufel::N,مجرفة,lopata
397,Gabel::N,شوكة,vidlička
398,Löffel::N,ملعقة,lžíce
399,Messer::N,سكين,nůž
400,Nagel::N,مسمار,hřebík
401,Netz::N,شبكة,síť
402,Haken::N,خطاف,hák
403,Haken::N,صنارة,hák
404,Griff::N,قبضة,držadlo
405,Schloss::N,قفل,zámek
406,Bild::N,صورة,obraz
407,Figur::N,تمثال,figura
408,Puppe::N,دمية,panenka
409,Beutel::N,كيس,pytlík
410,Bündel::N,ربطة,svazek
411,Tasche::N,شنطة,taška
412,Tasche::N,شنطة,brašna
413,Tasche::N,محفظة,taška
414,Tasche::N,محفظة,brašna
415,Eimer::N,سطل,kýbl
416,Eimer::N,سطل,vědro
417,Eimer::N,جردل,kýbl
418,Eimer::N,جردل,vědro
419,Deckel::N,سداد,víko
420,Deckel::N,سداد,příklop
421,Geschirr::N,أوان,nádobí
422,Sack::N,زكيبة,pytel
423,Tasse::N,فنجان,šálek
424,Topf::N,قدر,hrnec
425,Topf::N,طنجرة,hrnec
426,Kessel::N,قدر,kotel
427,Kessel::N,غلاية,kotel
428,Essen::N,طعام,jídlo
429,Nahrung::N,غذاء,strava
430,Nahrung::N,غذاء,potrava
431,Speise::N,أكل,jídlo
432,Fleisch::N,لحم,maso
433,Getreide::N,حبوب,obilí
434,Brei::N,عصيدة,kaše
435,Brot::N,خبز,chléb
436,Scheibe::N,شريحة,krajíc
437,Fett::N,سمن,tuk
438,Fett::N,سمن,omastek
439,Butter::N,زبدة,máslo
440,Öl::N,زيت,olej
441,Salz::N,ملح,sůl
442,Suppe::N,حساء,polévka
443,Suppe::N,شربة,polévka
444,Honig::N,عسل,med
445,Milch::N,حليب,mléko
446,Tee::N,شاي,čaj
447,Leder::N,جلد,kůže
448,Wolle::N,صوف,vlna
449,Stoff::N,قماش,látka
450,Nadel::N,إبرة,jehla
451,Faden::N,خيط,nit
452,Knopf::N,زر,knoflík
453,Knoten::N,عقدة,uzel
454,Farbe::N,صبغة,barva
455,Kleidung::N,ملابس,šaty
456,Kleidung::N,ملابس,šatstvo
457,Hemd::N,قميص,košile
458,Kragen::N,ياقة,límec
459,Ärmel::N,كم,rukáv
460,Hose::N,سروال,kalhoty
461,Hose::N,بنطلون,kalhoty
462,Gürtel::N,حزام,pás
463,Gürtel::N,حزام,opasek
464,Mütze::N,طاقية,čepice
465,Schuh::N,حذاء,bota
466,Stiefel::N,جزمة,holínka
467,Stiefel::N,حذاء طويل,holínka
468,Ring::N,حلقة,prsten
469,Band::N,شريط,pásek
470,Kamm::N,مشط,hřeben
471,Spiegel::N,مرآة,zrcadlo
472,Riemen::N,سير,řemen
473,Schnur::N,حبل,šňůra
474,Schnur::N,دوبارة,šňůra
475,Leine::N,قيد,vodítko
476,Decke::N,بطانية,pokrývka
477,Decke::N,بطانية,přikrývka
478,Kissen::N,وسادة,polštář
479,Tuch::N,منديل,šátek
480,Handtuch::N,فوطة,ručník
481,Handtuch::N,منشفة,ručník
482,Kraft::N,قدرة,síla
483,Stärke::N,قوة,síla
484,Gesundheit::N,صحة,zdraví
485,Krankheit::N,مرض,nemoc
486,Krankheit::N,مرض,choroba
487,Schmerz::N,ألم,bolest
488,Schmerz::N,وجع,bolest
489,Wunde::N,جرح,rána
490,Fieber::N,حمى,horečka
491,Arznei::N,دواء,lék
492,Brücke::N,جسر,most
493,Brunnen::N,بئر,studna
494,Weide::N,مرعى,pastva
495,Weide::N,مرعى,pastvina
496,Pfad::N,درب,pěšina
497,Weg::N,سكة,cesta
498,Straße::N,طريق,silnice
499,Dorf::N,قرية,vesnice
500,Stadt::N,مدينة,město
501,Brief::N,خطاب,dopis
502,Brief::N,مكتوب,dopis
503,Buch::N,كتاب,kniha
504,Buchstabe::N,حرف,písmeno
505,Zeitung::N,جريدة,noviny
506,Leben::N,عيش,život
507,Leben::N,حياة,život
508,Tod::N,موت,smrt
509,Tod::N,وفاة,smrt
510,Grab::N,قبر,hrob
511,Kirche::N,كنيسة,kostel
512,Sünde::N,خطيئة,hřích
513,Gott::N,إله,bůh
514,Arbeiter::N,عامل,dělník
515,Arbeiter::N,عامل,pracovník
516,Chef::N,رئيس,šéf
517,Chef::N,رئيس,vedoucí
518,Meister::N,أسطى,mistr
519,Arzt::N,طبيب,lékař
520,Lehrer::N,مدرس,učitel
521,Geld::N,نقود,peníze
522,Geschäft::N,صفقة,obchod
523,Laden::N,دكان,krám
524,Preis::N,سعر,cena
525,Ware::N,بضاعة,zboží
526,Nutzen::N,فائدة,užitek
527,Reichtum::N,غنى,bohatství
528,Reichtum::N,ثروة,bohatství
529,Welt::N,عالم,svět
530,Welt::N,دنيا,svět
531,Land::N,بلد,země
532,Staat::N,دولة,stát
533,König::N,ملك,král
534,Macht::N,سلطة,moc
535,Macht::N,سلطة,mocnost
536,Grenze::N,حدود,hranice
537,Krieg::N,حرب,válka
538,Feind::N,عدو,nepřítel
539,Gewalt::N,عنف,násilí
540,Kampf::N,قتال,boj
541,Bogen[Waffe]::N,قوس,luk
542,Pfeil::N,سهم,šíp
543,Gewehr::N,بندقية,puška
544,Gewehr::N,بندقية,ručnice
545,Fehler::N,خطأ,chyba
546,Lüge::N,كذب,lež
547,Schaden::N,تلف,škoda
548,Unglück::N,نحس,neštěstí
549,Schuld::N,ذنب,vina
550,Alter::N,سن,věk
551,Alter::N,عمر,věk
552,Schluss::N,ختام,konec
553,Schluss::N,نهاية,konec
554,Zeit::N,وقت,čas
555,Tag::N,يوم,den
556,Morgen::N,صباح,ráno
557,Morgen::N,صباح,jitro
558,Mittag::N,ظهر,poledne
559,Abend::N,مساء,večer
560,Nacht::N,ليلة,noc
561,Woche::N,أسبوع,týden
562,Monat::N,شهر,měsíc
563,Jahr::N,عام,rok
564,Jahr::N,سنة,rok
565,Frühling::N,ربيع,jaro
566,Sommer::N,صيف,léto
567,Herbst::N,خريف,podzim
568,Winter::N,شتاء,zima
569,Januar::N,يناير,leden
570,Januar::N,كانون الثاني,leden
571,Februar::N,شباط,únor
572,Februar::N,فبراير,únor
573,März::N,آذار,březen
574,März::N,مارس,březen
575,April::N,نيسان,duben
576,Mai::N,مايو,květen
577,Juni::N,يونيو,červen
578,Juni::N,حزيران,červen
579,Juli::N,تموز,červenec
580,Juli::N,يوليو,červenec
581,August::N,آب,srpen
582,August::N,أغسطس,srpen
583,September::N,أيلول,září
584,September::N,سبتمبر,září
585,Oktober::N,أكتوبر,říjen
586,Oktober::N,تشرين الأول,říjen
587,November::N,نوفمبر,listopad
588,November::N,تشرين الثاني,listopad
589,Dezember::N,ديسمبر,prosinec
590,Dezember::N,كانون الأول,prosinec
591,Montag::N,يوم الاثنين,pondělí
592,Montag::N,يوم الاثنين,pondělek
593,Dienstag::N,يوم الثلاثاء,úterý
594,Mittwoch::N,يوم الأربعاء,středa
595,Donnerstag::N,يوم الخميس,čtvrtek
596,Freitag::N,يوم الجمعة,pátek
597,Samstag::N,يوم السبت,sobota
598,Sonntag::N,يوم الأحد,neděle
599,groß::A,كبير,velký
600,klein::A,صغير,malý
601,lang::A,طويل,dlouhý
602,kurz::A,قصير,krátký
603,breit::A,واسع,široký
604,schmal::A,ضيق,úzký
605,dicht::A,كث,hustý
606,dicht::A,كثيف,hustý
607,dick[Gegenstand]::A,غليظ,tlustý
608,dünn::A,رفيع,tenký
609,fein::A,رقيق,jemný
610,fest::A,متين,pevný
611,flach::A,سهل,plochý
612,flach::A,سهل,placatý
613,flach::A,منبسط,plochý
614,flach::A,منبسط,placatý
615,glatt::A,ناعم,hladký
616,hart::A,صلب,tvrdý
617,hart::A,جامد,tvrdý
618,weich::A,لين,měkký
619,rund::A,مستدير,kulatý
620,rund::A,مستدير,okrouhlý
621,spitz::A,مدبب,špičatý
622,scharf::A,حاد,ostrý
623,stumpf::A,ثالم,tupý
624,schwer::A,ثقيل,těžký
625,schön::A,جميل,pěkný
626,schön::A,جميل,krásný
627,heiß::A,حار,horký
628,heiß::A,ساخن,horký
629,warm::A,دافئ,teplý
630,kalt::A,بارد,studený
631,kühl::A,قر,chladný
632,frisch::A,طازج,svěží
633,feucht::A,رطب,vlhký
634,nass::A,مبلول,mokrý
635,trocken::A,جاف,suchý
636,voll::A,ملء,plný
637,leer::A,خال,prázdný
638,leer::A,فارغ,prázdný
639,offen::A,مفتوح,otevřený
640,geschlossen::A,مغلق,zavřený
641,sauber::A,نظيف,čistý
642,schmutzig::A,قذر,špinavý
643,roh::A,نيء,syrový
644,reif::A,ناضج,zralý
645,lecker::A,لذيذ,chutný
646,süß::A,حلو,sladký
647,bitter::A,مر,hořký
648,sauer::A,حامض,kyselý
649,hell::A,نير,světlý
650,dunkel::A,مظلم,temný
651,schwarz::A,أسود,černý
652,weiß::A,أبيض,bílý
653,rot::A,أحمر,rudý
654,rot::A,أحمر,červený
655,gelb::A,أصفر,žlutý
656,blau::A,أزرق,modrý
657,grün::A,أخضر,zelený
658,grau::A,رمادي,šedý
659,grau::A,رمادي,šedivý
660,bunt::A,ملوب,pestrý
661,billig::A,رخيص,levný
662,billig::A,رخيص,laciný
663,teuer::A,غال,drahý
664,wertvoll::A,ثمين,cenný
665,blind::A,أعمى,slepý
666,taub::A,أصم,hluchý
667,taub::A,أطرش,hluchý
668,kräftig::A,قوي,silný
669,stark::A,قوي,silný
670,schwach::A,ضعيف,slabý
671,fett::A,سمين,tučný
672,fett::A,سمين,tlustý
673,schlank::A,أهيف,štíhlý
674,hübsch::A,جميل,hezký
675,böse::A,رديء,zlý
676,dumm::A,أبله,hloupý
677,dumm::A,أحمق,hloupý
678,faul::A,كسلان,líný
679,fleißig::A,مجتهد,pilný
680,geizig::A,بخيل,lakomý
681,klug::A,ذكي,chytrý
682,klug::A,عاقل,chytrý
683,geschickt::A,ماهر,šikovný
684,lieb::A,عزيز,milý
685,lustig::A,مرح,veselý
686,sanft::A,حليم,mírný
687,hungrig::A,جائع,hladový
688,krank::A,مريض,nemocný
689,nackt::A,عار,nahý
690,traurig::A,حزين,smutný
691,traurig::A,حزين,truchlivý
692,lebendig::A,حي,živý
693,gut::A,جيد,dobrý
694,schlecht::A,سيء,špatný
695,richtig::A,صحيح,pravý
696,richtig::A,صحيح,správný
697,schlimm::A,خبيث,zlý
698,wahr::A,حق,pravdivý
699,alt::A,قديم,starý
700,neu::A,جديد,nový
701,ehemalig::A,سابق,bývalý
702,alt[Lebewesen]::A,مسن,starý
703,jung::A,شاب,mladý
704,jung::A,صغير,mladý
705,arm::A,فقير,chudý
706,reich::A,غني,bohatý
707,bekannt::A,معلوم,známý
708,berühmt::A,مشهور,slavný
709,fremd::A,أجنبي,cizí
710,verschieden::A,مختلف,různý
711,verschieden::A,مختلف,rozličný
712,nah::A,قريب,blízký
713,fern::A,بعيد,daleký
714,linker::A,يسار,levý
715,rechter::A,يمين,pravý
716,anderer::A,آخر,jiný
717,erster::A,أول,první
718,zweiter::A,ثان,druhý
719,dritter::A,ثالث,třetí
720,letzter::A,أخير,poslední
721,allein::ADV,وحده,sám
722,auf einmal::ADV,بالمرة,najednou
723,zusammen::ADV,معا,spolu
724,zusammen::ADV,معا,dohromady
725,lange::ADV,مدة طويلة,dlouho
726,plötzlich::ADV,فجأة,vtom
727,plötzlich::ADV,فجأة,náhle
728,sofort::ADV,حالا,hned
729,sofort::ADV,حالا,ihned
730,sofort::ADV,فورا,hned
731,sofort::ADV,فورا,ihned
732,später::ADV,فيما بعد,později
733,jetzt::ADV,الآن,teď
734,jetzt::ADV,الآن,nyní
735,jetzt::ADV,حاليا,teď
736,jetzt::ADV,حاليا,nyní
737,heute::ADV,اليوم,dnes
738,heute::ADV,اليوم,dneska
739,morgen::ADV,غدا,zítra
740,bald::ADV,قريبا,brzo
741,dann::ADV,ثم,pak
742,dann::ADV,ثم,potom
743,gestern::ADV,أمس,včera
744,gestern::ADV,البارحة,včera
745,einst::ADV,قديما,kdysi
746,damals::ADV,حينئذ,tehdy
747,damals::ADV,حينئذ,tenkrát
748,danach::ADV,ثم,podle toho
749,danach::ADV,بعد ذلك,podle toho
750,vorher::ADV,من قبل,dříve
751,vorher::ADV,من قبل,napřed
752,vorher::ADV,قبل ذلك,dříve
753,vorher::ADV,قبل ذلك,napřed
754,zuerst::ADV,أولا,nejprve
755,zuerst::ADV,أولا,nejdříve
756,einmal::ADV,مرة,jednou
757,manchmal::ADV,أحيانا,někdy
758,oft::ADV,كثيرا,často
759,immer::ADV,دائما,vždy
760,immer::ADV,دائما,stále
761,niemals::ADV,لا أبدا,nikdy
762,hier::ADV,هنا,zde
763,hier::ADV,هنا,tady
764,hierhin::ADV,إلى هنا,sem
765,von hier::ADV,من هنا,odtud
766,dort::ADV,هناك,tam
767,dorthin::ADV,إلى هناك,tam
768,geradeaus::ADV,إلى الأمام,rovně
769,vorwärts::ADV,إلى الأمام,kupředu
770,rückwärts::ADV,إلى الوراء,zpět
771,zurück::ADV,عودا,zpět
772,zurück::ADV,عودا,nazpět
773,zurück::ADV,إلى الخلف,zpět
774,zurück::ADV,إلى الخلف,nazpět
775,unten::ADV,تحت,dole
776,unten::ADV,في الأسفل,dole
777,hinab::ADV,إلى تحت,dolů
778,oben::ADV,فوق,nahoře
779,oben::ADV,فوق,navrchu
780,oben::ADV,في الأعلى,nahoře
781,oben::ADV,في الأعلى,navrchu
782,hinauf::ADV,إلى فوق,nahoru
783,hinauf::ADV,إلى الأعلى,nahoru
784,überall::ADV,في كل مكان,všude
785,nicht::ADV,لا,ne
786,nicht::ADV,لم,ne
787,ein wenig::ADV,قليلا,trochu
788,kaum::ADV,كاد لا,sotva
789,sehr::ADV,جدا,velmi
790,sehr::ADV,جدا,velice
791,sehr::ADV,كثيرا,velmi
792,sehr::ADV,كثيرا,velice
793,so::ADV,كذا,tak
794,so::ADV,كذا,takto
795,so::ADV,كذلك,tak
796,so::ADV,كذلك,takto
797,noch::ADV,ما زال,ještě
798,nur::ADV,فقط,jen
799,nur::ADV,فقط,jenom
800,schon::ADV,قد,už
801,schon::ADV,قد,již
802,wieder::ADV,من جديد,zase
803,wieder::ADV,مرة أخرى,zase
804,vergebens::ADV,عبثا,marně
805,vor::PRP,أمام,před
806,hinter::PRP,خلف,za
807,hinter::PRP,وراء,za
808,unter::PRP,تحت,pod
