,Concept_ID,cv,mn
179,Eichhörnchen::N,пакша,хэрэм
180,Elch::N,пӑши,хандгай
181,Fuchs::N,тилӗ,үнэг
182,Hase::N,куян,туулай
183,Hase::N,мулкач,туулай
184,Maus::N,шӑши,хулгана
185,Wolf::N,кашкӑр,чоно
186,Vogel::N,кайӑк,шувуу
187,Vogel::N,вӗҫен кайӑк,шувуу
188,Schwarm::N,ушкӑн,сүрэг
189,Huhn::N,чӑх,тахиа
190,Huhn::N,чӑхӑ,тахиа
191,Hahn::N,автан,эр тахиа
192,Gans::N,хур,галуу
193,Adler::N,ӑмӑрт кайӑк,бүргэд
194,Ente::N,кӑвакал,нугас
195,Eule::N,тӑмана,ууль
196,Kranich::N,тӑрна,тогоруу
197,Krähe::N,ула курак,хэрээ
198,Kuckuck::N,куккук,хөхөө
199,Schwan::N,акӑш,хун
200,Fisch::N,пулӑ,загас
201,Barsch::N,уланкӑ,алгана
202,Hecht::N,ҫӑрттан,цурхай
203,Schlange[Tier]::N,ҫӗлен,могой
204,Wurm::N,ӑман,өт
205,Wurm::N,ӑман,хорхой
206,Spinne::N,эрешмен,аалз
207,Ameise::N,кӑткӑ,шоргоолж
208,Laus::N,пыйтӑ,бөөс
209,Mücke::N,вӑрӑм туна,шумуул
210,Fliege::N,шӑна,ялаа
211,Schmetterling::N,лӗпӗш,эрвээхэй
212,Beere::N,ҫырла,жимсгэнэ
213,Apfel::N,улма,алим
214,Apfel::N,пан улми,алим
215,Pilz::N,кӑмпа,мөөг
216,Zwiebel::N,сухан,сонгино
217,Saat::N,вӑрӑ,тариа
218,Korn::N,тӗшӗ,үр
219,Korn::N,тӗшӗ,мөхлөг
220,Korn::N,пӗрчӗ,үр
221,Korn::N,пӗрчӗ,мөхлөг
222,Heu::N,утӑ,өвс
223,Schale::N,хупӑ,хальс
224,Grube::N,шӑтӑк,алам
225,Grube::N,шӑтӑк,нүх
226,Falle::N,тапӑ,хавх
227,Falle::N,тапӑ,занга
228,Falle::N,капкӑн,хавх
229,Falle::N,капкӑн,занга
230,Schlinge::N,йӑлӑ,урхи
231,Spur::N,йӗр,мөр
232,Asche::N,кӗл,үнс
233,Dreck::N,пылчӑк,хир
234,Eisen::N,тимӗр,төмөр
235,Gold::N,ылтӑн,алт
236,Silber::N,кӗмӗл,мөнгө
237,Kohle::N,кӑмрӑк,нүүрс
238,Glas::N,кӗленче,шил
239,Lehm::N,тӑм,шавар
240,Sand::N,хӑйӑр,элс
241,Mensch::N,ҫын,хүн
242,Mensch::N,этем,хүн
243,Mann::N,ар,эр
244,Mann::N,ар,эрэгтэй
245,Frau::N,хӗрарӑм,эмэгтэй
246,Frau::N,хӗрарӑм,хатагтай
247,Kind::N,ача,хүүхэд
248,Junge::N,ача,хүү
249,Junge::N,ар ҫын ача,хүү
250,Mädchen::N,хӗр ача,охин
251,Mädchen::N,хӗр ача,бүсгүй
252,Familie::N,ҫемье,айл
253,Familie::N,кил-йыш,айл
254,Großvater::N,кукаҫи,өвгөн аав
255,Großmutter::N,кукамай,эмэг эх
256,Großmutter::N,кукамай,эмгээ
257,Eltern::N,аҫа-ама,эцэг эх
258,Vater::N,атте,аав
259,Vater::N,атте,эцэг
260,Mutter::N,анне,эх
261,Mutter::N,анне,ээж
262,Sohn::N,ывӑл,хүү
263,Tochter::N,хӗр,охин
264,Bruder::N,ар тӑван,ах
265,Bruder::N,ар тӑван,дүү
266,Schwester::N,аппа,эгч
267,Schwester::N,аппа,охин дүү
268,Schwester::N,йӑмӑк,эгч
269,Schwester::N,йӑмӑк,охин дүү
270,Onkel::N,мучи,авга ах
271,Onkel::N,мучи,нагац ах
272,Onkel::N,пичче,авга ах
273,Onkel::N,пичче,нагац ах
274,Tante::N,аппа,авга эгч
275,Tante::N,аппа,нагац эгч
276,Ehemann::N,упӑшка,нөхөр
277,Ehefrau::N,арӑм,эхнэр
278,Ehefrau::N,арӑм,гэргий
279,Freude::N,савӑнӑҫ,баяр
280,Freude::N,савӑнӑҫ,баясгалан
281,Freude::N,хаваслӑх,баяр
282,Freude::N,хаваслӑх,баясгалан
283,Gelächter::N,кулӑ,инээдэм
284,Glück::N,телей,жаргалан
285,Glück::N,ӑраскал,жаргалан
286,Kummer::N,хурлӑх,гаслан
287,Wunsch::N,ӗмӗт,ерөөл
288,Wunsch::N,кӑмӑл,ерөөл
289,Lust::N,кӑмӑл,дур
290,Lust::N,кӑмӑл,хүсэл
291,Geist::N,чун-чӗм,оюун
292,Geist::N,ыр-усал,оюун
293,Geist::N,чун хавалӗ,оюун
294,Gedanke::N,шухӑш,сэтгэл
295,Gedächtnis::N,ас,ой
296,Gedächtnis::N,ас,цээж
297,Verstand::N,ӑс,ухаан
298,Verstand::N,ӑс-тӑн,ухаан
299,Verstand::N,ӑс-хакӑл,ухаан
300,Sinn::N,тупсӑм,утга
301,Sinn::N,пӗлтерӗш,утга
302,Grund::N,сӑлтав,учир
303,Wahrheit::N,чӑнлӑх,үнэн
304,Gespräch::N,калаҫу,яриа
305,Märchen::N,юмах,явган үлгэр
306,Erzählung::N,акалав,тууж
307,Erzählung::N,каласа пани,тууж
308,Nachricht::N,хыпар,мэдээ
309,Neuigkeit::N,ҫӗнӗ хыпар,сонин
310,Name::N,ят,нэр
311,Rätsel::N,сутмалли юмах,оньсого
312,Rede::N,сӑмах,хэлсэн үг
313,Sprache::N,чӗлхе,хэл
314,Stimme::N,сасӑ,дуу
315,Wort::N,сӑмах,үг
316,Zeichen::N,паллӑ,тамга
317,Zeichen::N,паллӑ,тэмдэг
318,Ruf::N,йыхрав,дуудлага
319,Ruf::N,чӗнӳ,дуудлага
320,Lärm::N,шав,шуугиан
321,Lärm::N,шав,чимээ
322,Laut::N,сасӑ,анир
323,Laut::N,сасӑ,дуу
324,Ton::N,сасӑ,авиа
325,Ton::N,сасӑ,аялгуу
326,Lied::N,юрӑ,дуу
327,Ruhe::N,канӑҫлӑх,энх
328,Ruhe::N,канӑҫлӑх,тайван
329,Ruhe::N,лӑпкӑлӑх,энх
330,Ruhe::N,лӑпкӑлӑх,тайван
331,Leute::N,ҫамрӑксем,хүмүүс
332,Leute::N,ҫамрӑк ҫынсем,хүмүүс
333,Volk::N,халӑх,улс
334,Arbeit::N,ӗҫхӗл,ажил
335,Arbeit::N,ӗҫхӗл,хөдөлмөр
336,Arbeit::N,ӗҫлев,ажил
337,Arbeit::N,ӗҫлев,хөдөлмөр
338,Gast::N,хӑна,зочин
339,Gast::N,хӑна,айлчин
340,Geschenk::N,парне,бэлэг
341,Geschenk::N,кучченеҫ,бэлэг
342,Spiel::N,вӑйӑ,наадам
343,Spiel::N,вӑйӑ,тоглоом
344,Gesellschaft::N,общество,хамт байх
345,Hilfe::N,пулӑшу,тусламж
346,Freund::N,тус,найз
347,Freund::N,тус,нөхөр
348,Kamerad::N,юлташ,хань
349,Kamerad::N,юлташ,нөхөр
350,Kamerad::N,тус,хань
351,Kamerad::N,тус,нөхөр
352,Angelegenheit::N,ӗҫ,хэрэг
353,Anzahl::N,йыш,тоо
354,Anzahl::N,хисеп,тоо
355,Art::N,тӗс,төрөл
356,Art::N,тӗс,янз
357,Stück::N,татӑк,хэсэг
358,Teil::N,пай,хувь
359,Teil::N,пай,хэсэг
360,Hälfte::N,ҫурӑ,хагас
361,Kreis::N,ункӑ,тойрог
362,Kreis::N,ункӑ,хүрээ
363,Kreis::N,ҫавракӑш,тойрог
364,Kreis::N,ҫавракӑш,хүрээ
365,Kreuz::N,хӗрес,загалмай
366,Linie::N,йӗр,шугам
367,Strich::N,йӗр,зураас
368,Abstand::N,хушӑ,зай
369,Entfernung::N,хушӑ,зай
370,Entfernung::N,хушӑ,хол ойр
371,Gegend::N,вырӑн,хавь
372,Gegend::N,вырӑн,газар
373,Platz::N,хутлӑх,зай
374,Platz::N,хутлӑх,завсар
375,Ort::N,вырӑн,газар
376,Ort::N,вырӑн,байр
377,Seite::N,ен,тал
378,Seite::N,ен,этгээд
379,Seite::N,аяк,тал
380,Seite::N,аяк,этгээд
381,Seite::N,айӑк,тал
382,Seite::N,айӑк,этгээд
383,Mitte::N,варӑ,төв
384,Mitte::N,варӑ,дунд
385,Gegenstand::N,япала,юм
386,Sache::N,япала,үйл
387,Sache::N,япала,хэрэг
388,Rand::N,вӗҫ,зах
389,Rand::N,вӗҫ,хөвөө
390,Rand::N,хӗрӗ,зах
391,Rand::N,хӗрӗ,хөвөө
392,Rand::N,хӗрри,зах
393,Rand::N,хӗрри,хөвөө
394,Kante::N,хайкача,ирмэг
395,Kante::N,хысак,ирмэг
396,Ecke::N,кӗтес,өнцөг
397,Spitze::N,вӗҫ,үзүүр
398,Ende::N,вӗҫ,зах
399,Ende::N,вӗҫ,үзүүр
400,Loch::N,шӑтӑк,цоорхой
401,Loch::N,шӑтӑк,онгорхой
402,Winkel::N,кӗтес,өнцөг
403,Muster::N,эреш,хээ
404,Muster::N,эреш,угалз
405,Größe::N,пысӑкӑш,хэмжээ
406,Länge::N,вӑрӑмӑш,урт
407,Höhe::N,ҫӳллӗш,өндөр
408,Gewicht::N,виҫе,жин
409,Gewicht::N,йывӑрӑш,жин
410,Menge::N,йыш,тоо
411,Haufen::N,купа,бөөн
412,Reihe::N,рет,эгнээ
413,Boot::N,кимӗ,завь
414,Ruder::N,кӗсмен,сэлүүр
415,Schlitten::N,ҫуна,чарга
416,Ski::N,йӗлтӗр,цана
417,Lagerfeuer::N,вут,түүдэг
418,Lagerfeuer::N,кӑвайт,түүдэг
419,Last::N,сулмаклӑх,ачаа
420,Last::N,йывӑр япала,ачаа
421,Gang::N,куҫӑм,явдал
422,Schritt::N,утӑм,алхам
423,Schritt::N,пусӑм,алхам
424,Norden::N,ҫурҫӗр,умар
425,Süden::N,кӑнтӑр,урд
426,Süden::N,кӑнтӑр,өмнө
427,Westen::N,анӑҫ,өрнө
428,Westen::N,анӑҫ,баруун
429,Westen::N,хӗвел анӑҫ,өрнө
430,Westen::N,хӗвел анӑҫ,баруун
431,Osten::N,хӗвел тухӑҫ,зүүн
432,Osten::N,хӗвел тухӑҫ,дорно
433,Holz::N,йывӑҫ,мод
434,Brett::N,хӑма,банз
435,Platte::N,плита,хавтан
436,Stütze::N,ура,тулгуур
437,Stütze::N,ура,тулга
438,Stange::N,шерте,сургааг
439,Stock::N,патак,саваа
440,Stab::N,шӑчӑ,таяг
441,Rohr::N,пӑрӑх,хоолой
442,Haus::N,ҫурт,гэр
443,Haus::N,ҫурт,байшин
444,Heim::N,кил,гэр
445,Ofen::N,кӑмака,зуух
446,Ofen::N,кӑмака,пийшин
447,Fußboden::N,урай,шал
448,Tisch::N,сӗтел,ширээ
449,Stuhl::N,пукан,сандал
450,Wiege::N,сӑпка,өлгий
451,Bett::N,кравать,ор
452,Regal::N,ҫӳлӗк,тавиур
453,Regal::N,сентре,тавиур
454,Kiste::N,ещӗк,авдар
455,Kiste::N,ещӗк,хайрцаг
456,Kiste::N,сунтӑх,авдар
457,Kiste::N,сунтӑх,хайрцаг
458,Fenster::N,чӳрече,гэгээвч
459,Tür::N,алӑк,үүд
460,Tür::N,алӑк,хаалга
461,Tor::N,хапха,хаалга
462,Zaun::N,хӳме,хашаа
463,Dach::N,тӑрӑ,дээвэр
464,Leiter::N,пусма,шат
465,Besen::N,шӑпӑр,хамуур
466,Besen::N,шӑпӑр,туужуу
467,Spaten::N,кӗреҫе,хүрз
468,Schaufel::N,кӗреҫе,хүрз
469,Gabel::N,вилка,сэрээ
470,Löffel::N,кашӑк,халбага
471,Messer::N,ҫӗҫӗ,хутга
472,Nagel::N,пӑта,хадаас
473,Netz::N,тетел,өөш
474,Netz::N,тетел,тор
475,Haken::N,йӑрхах,гох
476,Haken::N,ҫекӗл,гох
477,Griff::N,хӑлӑп,иш
478,Griff::N,хӑлӑп,сэнж
479,Schloss::N,ҫӑра,цуурга
480,Schloss::N,ҫӑра,цоож
481,Bild::N,сӑн,зураг
482,Bild::N,сӑнлӑх,зураг
483,Bild::N,картина,зураг
484,Figur::N,кӗлетке,баримал
485,Puppe::N,пукане,хүүхэлдэй
486,Beutel::N,михӗ,агсаа
487,Beutel::N,михӗ,уут
488,Bündel::N,ҫыхӑ,боодол
489,Bündel::N,тӗрке,боодол
490,Tasche::N,сумка,цүнх
491,Eimer::N,витре,хөнөг
492,Eimer::N,витре,хувин
493,Deckel::N,хупӑ,таг
494,Deckel::N,хупӑ,хавхаг
495,Geschirr::N,савӑт-сапа,сав суулга
496,Sack::N,михӗ,шуудай
497,Tasse::N,курка,аяга
498,Topf::N,кастрюль,тогоо
499,Kessel::N,хуран,тогоо
500,Essen::N,апат,идээ
501,Nahrung::N,апат-ҫимӗс,хүнс
502,Speise::N,апат,идээ
503,Speise::N,ҫимӗҫ,идээ
504,Fleisch::N,аш,мах
505,Fleisch::N,какай,мах
506,Getreide::N,тырӑ,будаа
507,Brei::N,пӑтӑ,богшмол
508,Brei::N,пӑтӑ,будаа
509,Brot::N,ҫӑкӑр,талх
510,Scheibe::N,чӗлӗ,зүсэм
511,Scheibe::N,чӗлӗ,хэрчим
512,Scheibe::N,касӑк,зүсэм
513,Scheibe::N,касӑк,хэрчим
514,Fett::N,ҫу,өөх
515,Butter::N,ҫу,тос
516,Öl::N,ҫу,тос
517,Salz::N,тӑвар,давс
518,Suppe::N,яшка,шөл
519,Honig::N,пыл,бал
520,Milch::N,сӗт,сүү
521,Tee::N,чей,цай
522,Leder::N,сӑран,арьс
523,Leder::N,сӑран,савхи
524,Wolle::N,ҫӑм,ноос
525,Wolle::N,ҫӑм,унгас
526,Stoff::N,тӗртӗм,бөс
527,Nadel::N,йӗп,зүү
528,Faden::N,ҫип,боолт
529,Faden::N,ҫип,утас
530,Knopf::N,тӳме,товч
531,Knoten::N,йӑлӑ,зангилаа
532,Farbe::N,сӑрӑ,будаг
533,Kleidung::N,тум,хувцас
534,Kleidung::N,ҫипуҫ,хувцас
535,Kleidung::N,тум-тир,хувцас
536,Hemd::N,кӗпе,цамц
537,Kragen::N,ҫуха,зах заам
538,Ärmel::N,ҫанӑ,ханцуй
539,Hose::N,шӑлавар,өмд
540,Gürtel::N,пиҫиххи,бүс
541,Mütze::N,ҫӗлӗк,малгай
542,Mütze::N,ҫӗлӗк,бүрх
543,Schuh::N,пушмак,туфли
544,Schuh::N,ботинок,туфли
545,Stiefel::N,атӑ,гутал
546,Ring::N,ҫӗрӗ,бөгж
547,Band::N,хаю,тууз
548,Band::N,йӗсме,тууз
549,Kamm::N,тура,сам
550,Spiegel::N,тӗкӗр,толь
551,Spiegel::N,куҫ кӗски,толь
552,Riemen::N,чӗн,тасам
553,Riemen::N,чӗн,сур
554,Schnur::N,кантра,татлага
555,Leine::N,касмӑк,оосор
556,Decke::N,утиял,хөнжил
557,Decke::N,утиял,хучлага
558,Kissen::N,ҫытар,дэр
559,Kissen::N,минтер,дэр
560,Tuch::N,тутӑр,алчуур
561,Tuch::N,тутӑр,даавуу
562,Handtuch::N,ал шӑлли,алчуур
563,Kraft::N,вӑй,чадал
564,Kraft::N,вӑй,хүч
565,Kraft::N,хӑват,чадал
566,Kraft::N,хӑват,хүч
567,Stärke::N,хал,эрч
568,Stärke::N,хал,тэнхээ
569,Stärke::N,хӑват,эрч
570,Stärke::N,хӑват,тэнхээ
571,Gesundheit::N,хал,бие
572,Gesundheit::N,хал,эрүүл мэнд
573,Gesundheit::N,сывлӑх,бие
574,Gesundheit::N,сывлӑх,эрүүл мэнд
575,Krankheit::N,чир,эмгэг
576,Schmerz::N,ырату,өвчин
577,Wunde::N,суран,шарх
578,Fieber::N,сив чир,халуун
579,Arznei::N,эмел,эм
580,Brücke::N,кӗпер,гүүр
581,Brunnen::N,ҫӑл,худаг
582,Brunnen::N,пусӑ,худаг
583,Weide::N,ҫаран,бэлчээр
584,Pfad::N,йӗр,жим
585,Pfad::N,йӗр,зөрөг
586,Pfad::N,сукмак,жим
587,Pfad::N,сукмак,зөрөг
588,Weg::N,ҫул,зам
589,Weg::N,ҫул,харгуй
590,Weg::N,ҫул-йӗр,зам
591,Weg::N,ҫул-йӗр,харгуй
592,Straße::N,ҫӳрев,зам
593,Straße::N,ҫӳрев,харгуй
594,Straße::N,ҫул ҫӳрени,зам
595,Straße::N,ҫул ҫӳрени,харгуй
596,Dorf::N,ял,тосгон
597,Dorf::N,ял,гацаа
598,Stadt::N,хула,хот
599,Brief::N,ҫыру,захидал
600,Brief::N,ҫыру,захиа
601,Buch::N,кӗнеке,ном
602,Buch::N,кӗнеке,бичиг
603,Buchstabe::N,сас палли,үсэг
604,Zeitung::N,хаҫат,сонин
605,Leben::N,пурнӑҫ,амь
606,Leben::N,пурнӑҫ,амьдрал
607,Tod::N,вилӗм,үхэл
608,Grab::N,масар шӑтӑкӗ,булш
609,Kirche::N,чиркӳ,сүм
610,Sünde::N,ҫылӑх,нүгэл
611,Sünde::N,ҫылӑх,хилэнц
612,Gott::N,турӑ,бурхан
613,Arbeiter::N,рабочи,ажилчин
614,Arbeiter::N,рабочи,хөдөлмөрчин
615,Chef::N,пуҫлӑх,дарга
616,Meister::N,ӑста,дархан
617,Meister::N,мастер,дархан
618,Arzt::N,врач,эмч
619,Arzt::N,тухтӑр,эмч
620,Lehrer::N,учитель,багш
621,Lehrer::N,вӗрентекен,багш
622,Geld::N,укҫа,цаас
623,Geld::N,укҫа,мөнгө
624,Geschäft::N,бизнес,наймаа
625,Laden::N,магазин,дэлгүүр
626,Preis::N,хак,үнэ
627,Ware::N,тавар,таваар
628,Ware::N,тавар,бараа
629,Nutzen::N,пайта,ашиг
630,Reichtum::N,мул,баялаг
631,Welt::N,тӗнче,дэлхий
632,Welt::N,тӗнче,орчлон
633,Land::N,ҫӗр-шыв,улс
634,Land::N,ҫӗр-шыв,орон
635,Staat::N,патшàлӑх,төр
636,Staat::N,патшàлӑх,гүрэн
637,König::N,король,ван
638,Macht::N,власть,засаг
639,Grenze::N,чикӗ,хил
640,Krieg::N,вӑрҫӑ,дайн
641,Feind::N,тӑшман,дайсан
642,Gewalt::N,ирӗксӗрлӳ,хүчирхэх
643,Kampf::N,кӗрешӳ,тэмцэл
644,Kampf::N,кӗрешӳ,байлдаан
645,Bogen[Waffe]::N,ухӑ,нум
646,Pfeil::N,ҫӗмрен,годил
647,Pfeil::N,ҫӗмрен,сум
648,Pfeil::N,ухӑ йӗппи,годил
649,Pfeil::N,ухӑ йӗппи,сум
650,Gewehr::N,пӑшал,буу
651,Fehler::N,йӑнӑш,эндэл
652,Fehler::N,йӑнӑш,алдаа
653,Lüge::N,суя,худал
654,Lüge::N,ултав,худал
655,Schaden::N,сиен,хор
656,Schaden::N,сиен,хөнөөл
657,Unglück::N,шар,гай
658,Unglück::N,шар,гамшиг
659,Unglück::N,инкек,гай
660,Unglück::N,инкек,гамшиг
661,Schuld::N,айӑп,гэм
662,Schuld::N,айӑп,буруу
663,Alter::N,ҫул шучӗ,нас
664,Schluss::N,пӗтни,эцэс
665,Schluss::N,пӗтни,төгсгөл
666,Schluss::N,пӗтмӗш,эцэс
667,Schluss::N,пӗтмӗш,төгсгөл
668,Zeit::N,вӑхӑт,цаг
669,Tag::N,кун,өдөр
670,Morgen::N,ир,өглөө
671,Mittag::N,кӑнтӑрла,үд
672,Abend::N,каҫ,үдэш
673,Nacht::N,каҫ,шөнө
674,Woche::N,эрне,долоо хоног
675,Monat::N,уйӑх,сар
676,Jahr::N,ҫулталӑк,жил
677,Frühling::N,ҫур,хавар
678,Frühling::N,ҫуркунне,хавар
679,Sommer::N,ҫу,зун
680,Sommer::N,ҫулла,зун
681,Herbst::N,кӗр,намар
682,Herbst::N,кӗркунне,намар
683,Winter::N,хӗл,өвөл
684,Winter::N,хӗлле,өвөл
685,Januar::N,январь,нэгдүгээр сар
686,Februar::N,февраль,хоёрдугаар сар
687,Februar::N,кӗҫӗн кӑрлач,хоёрдугаар сар
688,März::N,март,гуравдугаар сар
689,März::N,пуш уйӑхӗ,гуравдугаар сар
690,April::N,апрель,дөрөвдүгээр сар
691,Mai::N,май,тавдугаар сар
692,Juni::N,июнь,зургаадугаар сар
693,Juli::N,июль,долдугаар сар
694,August::N,август,наймдугаар сар
695,September::N,сентябрь,есдүгээр сар
696,September::N,авӑн уйӑхӗ,есдүгээр сар
697,Oktober::N,октябрь,аравдугаар сар
698,November::N,ноябрь,арван нэгдүгээр сар
699,Dezember::N,раштав,арван хоёрдугаар сар
700,Dezember::N,декабрь,арван хоёрдугаар сар
701,Montag::N,тунти кун,даваа
702,Dienstag::N,ытлари кун,мягмар
703,Mittwoch::N,юн кун,лхагва
704,Donnerstag::N,кӗҫнерни кун,пүрэв
705,Freitag::N,эрне кун,баасан
706,Samstag::N,шӑмат кун,бямба
