,Concept_ID,cv,mn
1392,vereinigen::V,пӗрлештер,хамтруулах
1393,besuchen::V,ҫит,зочлох
1394,besuchen::V,кӗрсе кур,зочлох
1395,treffen::V,тӗл пул,учрах
1396,treffen::V,тӗл пул,дайралдах
1397,sich versammeln::V,пуҫтарӑн,хуралдах
1398,spielen::V,выля,наадах
1399,singen::V,юрла,дуулах
1400,tanzen::V,ташла,бүжиглэх
1401,sich trennen::V,уйрӑл,салах
1402,verlassen::V,хӑвар,хаях
1403,retten::V,ҫӑл,гэтэлгэх
1404,bewachen::V,хуралла,сахих
1405,schützen::V,сыхла,хамгаалах
1406,verteidigen::V,хӳтӗле,хамгаалах
1407,sich schlagen::V,ҫапӑҫ,зодолдох
1408,schießen::V,пер,харвах
1409,schießen::V,пер,буу буудах
1410,siegen::V,ҫӗн,ялах
1411,siegen::V,ҫӗнтер,ялах
1412,ärgern::V,тарӑхтар,уурлуулах
1413,ärgern::V,тарӑхтар,уур хүргэх
1414,ärgern::V,ҫиллентер,уурлуулах
1415,ärgern::V,ҫиллентер,уур хүргэх
1416,schlagen::V,ҫап,цохих
1417,treten::V,тап,өшиглөх
1418,stechen::V,чик,хатгах
1419,stoßen::V,чыш,ёврох
1420,stoßen::V,чыш,нудрах
1421,stehlen::V,вӑрла,хулгайлах
1422,stören::V,кансӗрле,саад болох
1423,belästigen::V,аптӑрат,зовоох
1424,belästigen::V,аптӑрат,амраахгүй байх
1425,belästigen::V,хупла,зовоох
1426,belästigen::V,хупла,амраахгүй байх
1427,verbergen::V,пытар,нуух
1428,verbergen::V,пытар,далдлах
1429,täuschen::V,суй,мэхлэх
1430,betrügen::V,ултала,хуурах
1431,töten::V,вӗлер,алах
1432,wohnen::V,чуна пар,суух
1433,wohnen::V,чуна пар,амьдрах
1434,wohnen::V,парӑнса тӑр,суух
1435,wohnen::V,парӑнса тӑр,амьдрах
1436,arbeiten::V,ӗҫле,ажиллах
1437,arbeiten::V,ӗҫле,хөдөлмөрлөх
1438,sammeln::V,пух,түүх
1439,sammeln::V,пух,хураах
1440,pflücken::V,тат,түүх
1441,jagen::V,сунара ҫӳре,агнах
1442,jagen::V,сунара ҫӳре,гөрөөлөх
1443,fischen::V,пулӑ тыт,загасчлах
1444,fischen::V,пулӑ тыт,загас барих
1445,fassen::V,тыт,барих
1446,hüten::V,кӗт,маллах
1447,hüten::V,кӗт,хариулах
1448,treiben::V,хӑвала,туух
1449,anbinden::V,кӑкар,уях
1450,füttern::V,ҫитер,тэжээх
1451,melken::V,су,саах
1452,hacken::V,вакла,цавчих
1453,gießen::V,шӑвар,услах
1454,reifen::V,пиҫ,боловсрох
1455,zubereiten::V,пӗҫер,бэлдэх
1456,kochen::V,пӗҫер,чанах
1457,backen::V,пӗҫер,жигнэх
1458,braten::V,ӑшала,шарах
1459,braten::V,ӑшала,хайрах
1460,umrühren::V,хутӑштар,хутгах
1461,stricken::V,ҫых,нэхэх
1462,stricken::V,ҫых,сүлжих
1463,nähen::V,ҫӗле,оёх
1464,färben::V,пӗвет,будах
1465,reinigen::V,тасат,арилгах
1466,reinigen::V,тасат,цэвэрлэх
1467,waschen::V,ҫу,угаах
1468,abwischen::V,шӑл,арчих
1469,spülen::V,чӳхе,зайлах
1470,fegen::V,шӑл,хамах
1471,fegen::V,шӑл,шүүрдэх
1472,kehren::V,шӑл,шүүрдэх
1473,kehren::V,шӑл,туужуудах
1474,baden::V,шыва кӗр,усанд орох
1475,sich waschen::V,ҫӑвӑн,биеэ угаах
1476,ausziehen::V,салан,тайлах
1477,anziehen::V,тӑхӑн,өмсөх
1478,sich anziehen::V,тӑхӑн,хувцаслах
1479,kämmen::V,тура,самнах
1480,schmücken::V,илемлет,гоёх
1481,schmücken::V,илемлет,чимэх
1482,sagen::V,те,гэх
1483,sagen::V,те,хэлэх
1484,sprechen::V,кала,ярих
1485,sprechen::V,кала,өгүүлэх
1486,reden::V,сӑмахла,хэлэх
1487,reden::V,сӑмахла,хөөрөлдөх
1488,reden::V,калаҫ,хэлэх
1489,reden::V,калаҫ,хөөрөлдөх
1490,sich unterhalten::V,пупле,ярилцах
1491,fragen::V,ыйт,асуух
1492,bitten::V,ыйт,гуйх
1493,erzählen::V,каласа пар,өгүүлэх
1494,mitteilen::V,пӗлтер,дуулгах
1495,mitteilen::V,пӗлтер,мэдээлэх
1496,mitteilen::V,хыпарла,дуулгах
1497,mitteilen::V,хыпарла,мэдээлэх
1498,nennen::V,те,нэрлэх
1499,nennen::V,чӗн,нэрлэх
1500,rufen::V,чӗн,дуудах
1501,prahlen::V,мухтан,бардах
1502,prahlen::V,мухтан,сайрхах
1503,prahlen::V,вӗҫкӗнлен,бардах
1504,prahlen::V,вӗҫкӗнлен,сайрхах
1505,übersetzen::V,куҫар,орчуулах
1506,denken::V,шухӑшла,санах
1507,glauben::V,ӗнен,итгэх
1508,bemerken::V,асӑрха,ажих
1509,bemerken::V,асӑрха,ажиглах
1510,erkennen::V,палла,таних
1511,begreifen::V,ӑнлан,ойлгох
1512,verstehen::V,пӗл,мэдэж авах
1513,lernen::V,вӗрен,сурах
1514,wissen::V,пӗл,мэдэх
1515,wissen::V,ӑнкар,мэдэх
1516,sich erinnern an::V,аса ил,дурсах
1517,vergessen::V,ман,мартах
1518,vergessen::V,манса кай,мартах
1519,messen::V,виҫ,хэмжих
1520,zählen::V,шутла,тоолох
1521,rechnen::V,шутла,тооцоох
1522,lesen::V,вула,унших
1523,malen::V,ӳкер,зурах
1524,zeichnen::V,ӳкер,дүрслэн бичих
1525,schreiben::V,ҫыр,бичих
1526,besitzen::V,тыт,эзэмших
1527,kaufen::V,ил,худалдан авах
1528,kaufen::V,туян,худалдан авах
1529,verkaufen::V,сут,худалдах
1530,bezahlen::V,тӳле,төлөх
1531,zahlen::V,тӳле,төлөх
1532,beherrschen::V,тыт,эзэмших
1533,ertragen::V,тӳс,тэсэх
1534,Bauch::N,,хэвлий
1535,Bauch::N,,гэдэс
