,Concept_ID,bn,mhr
60,Traum::N,স্বপ্ন,йӱдо́мо
61,Himmel::N,আকাশ,кава́
62,Sonne::N,সূর্য,ке́че
63,Mond::N,চন্দ্র,ты́лзе
64,Stern::N,নক্ষত্র,шӱ́дыр
65,Luft::N,বায়ু,юж
66,Wind::N,বাতাস,марде́ж
67,Welle::N,ঢেউ,то́лкын
68,Welle::N,তরঙ্গ,то́лкын
69,Wasser::N,জল,вӱд
70,Stein::N,ঢিল,кӱ
71,Stein::N,প্রস্তর,кӱ
72,Boden::N,ভূতল,рок
73,Erde::N,ভূমি,мла́нде
74,Staub::N,ধুলা,пура́к
75,Rauch::N,ধোঁয়া,шикш
76,Funke::N,স্ফুলিঙ্গ,сеске́м
77,Funke::N,স্ফুলিঙ্গ,тулйы́п
78,Feuer::N,অগ্নি,тул
79,Licht::N,আলো,со́то
80,Schatten::N,ছায়া,ӱ́мыл
81,Wetter::N,আবহাওয়া,иге́че
82,Nebel::N,কুহেলিকা,тӱтыра́
83,Wolke::N,মেঘ,пыл
84,Regen::N,বৃষ্টি,йӱр
85,Schnee::N,তুষার,лум
86,Eis::N,বরফ,ий
87,Frost::N,তুষার,чатлама́
88,Kälte::N,শৈত্য,йӱ́штӧ
89,Hitze::N,তাপ,шо́кшо
90,Raureif::N,তুহিন,пӧрш
91,Raureif::N,তুহিন,по́кшым
92,Regenbogen::N,রামধনু,шонанпы́л
93,Donner::N,বজ্রধ্বনি,кӱ́дырчӧ
94,Strömung::N,স্রোত,йо́гын
95,Tropfen::N,ফোঁটা,чӱча́лтыш
96,Schaum::N,ফেনা,шоҥ
97,Schmutz::N,ধুলা,лавыра́
98,See::N,হ্রদ,ер
99,Sumpf::N,জলা,лӱ́кӧ
100,Moor::N,মাঠ,куп
101,Wiese::N,তৃণভূমি,о́лык
102,Wald::N,বন,чодыра́
103,Hügel::N,পাহাড়,арка́
104,Anhöhe::N,টিলা,тӧва́
105,Anhöhe::N,টিলা,кӱкшака́
106,Berg::N,পর্বত,ку́рык
107,Gipfel::N,শীর্ষ,чаҥга́
108,Gipfel::N,শীর্ষ,курыкву́й
109,Höhle::N,গুহা,пеще́р
110,Höhle::N,গুহা,курыкпо́мыш
111,Abhang::N,ঢাল,та́йыл
112,Quelle::N,উৎস,важ
113,Quelle::N,উৎস,вӱдшинча́
114,Bach::N,ক্ষুদ্র নদী,изэҥе́р
115,Fluss::N,নদী,эҥе́р
116,Ufer::N,উপকূল,сер
117,Küste::N,তীর,вӱдтӱ́р
118,Festland::N,ভূমি,мла́нде
119,Meer::N,সমুদ্র,те́ҥыз
120,Bucht::N,উপসাগর,икса́
121,Insel::N,দ্বীপ,отро́
122,Blume::N,ফুল,пеле́дыш
123,Gras::N,ঘাস,шу́до
124,Wurzel::N,শিকড়,вож
125,Baum::N,গাছ,пуше́ҥге
126,Stamm::N,স্কন্ধ,йы́тыр
127,Rinde::N,বল্কল,шӱм
128,Ast::N,শাখা,укш
129,Zweig::N,ডাল,торма́к
130,Blatt::N,পর্ণ,лышта́ш
131,Birke::N,ভুর্জ,куэ́
132,Kiefer[Baum]::N,পাইন গাছ,пӱ́нчӧ
133,Weide[Baum]::N,উইলো,уа́
134,Tanne::N,দেবদারূ গাছ,кож
135,Horn::N,শিং,шур
136,Feder::N,পালক,пы́стыл
137,Fell::N,রোম,кова́ште
138,Flügel::N,ডানা,шу́лдыр
139,Klaue::N,নখর,кӱч
140,Kralle::N,নখর,ла́па
141,Kralle::N,নখর,копа́
142,Schwanz::N,লেজ,поч
143,Ei::N,ডিম,му́но
144,Nest::N,কুলায়,пыжа́ш
145,Bau::N,ডেরা,пыжа́ш
146,Tier::N,জন্তু,я́нлык
147,Tier::N,জন্তু,живо́тный
148,Herde::N,ঝাঁক,кӱ́тӱ
149,Herde::N,ঝাঁক,тӱшка́
150,Kuh::N,গোরু,ушка́л
151,Bulle::N,বৃষ,ӱ́шкыж
152,Pferd::N,ঘোড়া,и́мне
153,Schaf::N,ভেড়া,шо́рык
154,Schwein::N,শূকর,сӧсна́
155,Hund::N,কুকুর,пий
156,Katze::N,বেড়াল,пы́рыс
157,Bär::N,ভল্লুক,маска́
158,Eichhörnchen::N,কাঠবিড়াল,ур
159,Elch::N,হরিণবিশেষ,шо́рдо
160,Fuchs::N,পাঁতিশিয়াল,ры́выж
161,Hase::N,শশক,мера́ҥ
162,Maus::N,নেংটি ইঁদুর,коля́
163,Wolf::N,নেকড়ে,пи́ре
164,Vogel::N,পক্ষী,ка́йык
165,Schwarm::N,ঝাঁক,каша́к
166,Huhn::N,মোরগ,чы́ве
167,Hahn::N,কুক্কুট,агыта́н
168,Gans::N,হংসী,ко́мбо
169,Adler::N,ইগল,карагу́ш
170,Ente::N,হংসী,лу́до
171,Eule::N,পেচক,тумна́
172,Kranich::N,সারস,турня́
173,Krähe::N,কাক,кора́к
174,Kuckuck::N,কোকিল,куку́
175,Schwan::N,মরাল,йӱ́ксӧ
176,Fisch::N,মাছ,кол
177,Barsch::N,মৎন্যবিশেষ,ола́ҥге
178,Hecht::N,বানমাছ,нуж
179,Hecht::N,বানমাছ,чорта́н
180,Schlange[Tier]::N,সর্প,ки́шке
181,Wurm::N,কীট,шукш
182,Spinne::N,মাকড়সা,эҥыре́мыш
183,Ameise::N,পিপীলিকা,ку́тко
184,Laus::N,উকুন,тий
185,Mücke::N,মশা,шыҥа́
186,Fliege::N,মাছি,ка́рме
187,Schmetterling::N,প্রজাপতি,лы́ве
188,Beere::N,বেরি,мӧр
189,Apfel::N,আপেল,олма́
190,Pilz::N,ছত্রক,по́ҥго
191,Zwiebel::N,পিয়াজ,шога́н
192,Saat::N,বীজ,нӧ́шмӧ
193,Saat::N,বীজ,туш
194,Korn::N,শস্য,шу́рно
195,Heu::N,খড়,шу́до
196,Schale::N,খোসা,шӱм
197,Grube::N,গর্ত,выне́м
198,Falle::N,ফাঁদ,лӧ́дӧ
199,Schlinge::N,পাশ,о́птыш
200,Schlinge::N,পাশ,шӧрга́лтыш
201,Spur::N,চিহ্ন,кыша́
202,Asche::N,ভস্ম,ло́мыж
203,Dreck::N,ময়লা,лавыра́
204,Eisen::N,লোহা,кӱ́ртньӧ
205,Gold::N,স্বর্ণ,шӧ́ртньӧ
206,Silber::N,রৌপ্য,ший
207,Kohle::N,অঙ্গার,мландышӱ́й
208,Glas::N,কাচ,янда́
209,Lehm::N,মৃত্তিকা,шун
210,Sand::N,বালি,ошма́
211,Mensch::N,নর,еҥ
212,Mensch::N,নর,айде́ме
213,Mensch::N,মানুষ,еҥ
214,Mensch::N,মানুষ,айде́ме
215,Mann::N,মানুষ,пӧръе́ҥ
216,Frau::N,নারী,ӱдырама́ш
217,Kind::N,বাচ্চা,аза́
218,Junge::N,ছেলে,рве́зе
219,Mädchen::N,মেয়ে,ӱдыра́ш
220,Familie::N,পরিবার,еш
221,Großvater::N,মাতামহ,коча́
222,Großmutter::N,মাতামহী,кова́
223,Eltern::N,মাতাপিতা,ача́-ава́
224,Vater::N,পিতা,ача́
225,Mutter::N,মাতা,ава́
226,Sohn::N,ছেলে,э́рге
227,Tochter::N,মেয়ে,ӱ́дыр
228,Bruder::N,দাদা,иза́
229,Bruder::N,দাদা,шо́льо
230,Schwester::N,বোন,ака́
231,Schwester::N,দিদি,ака́
232,Onkel::N,মামা,иза́
233,Tante::N,মাসী,кока́
234,Ehemann::N,স্বামী,мари́й
235,Ehefrau::N,পত্নী,ва́те
236,Freude::N,উল্লাস,куа́н
237,Freude::N,উল্লাস,куаныма́ш
238,Gelächter::N,হাসি,во́штылтыш
239,Glück::N,সুখ,пиа́л
240,Kummer::N,দুঃখ,о́йго
241,Wunsch::N,আকাঙ্ক্ষা,ку́мыл
242,Lust::N,বাসনা,ку́мыл
243,Geist::N,আত্না,ӧрт
244,Geist::N,আত্না,чон
245,Gedanke::N,চিন্তা,ой
246,Gedanke::N,চিন্তা,шоныма́ш
247,Gedächtnis::N,স্মরণশক্তি,шарныма́ш
248,Verstand::N,মন,уш
249,Sinn::N,পদার্থ,смысл
250,Grund::N,কারণ,ама́л
251,Wahrheit::N,সত্য,чын
252,Gespräch::N,কথাবার্তা,мутланыма́ш
253,Märchen::N,রূপকথা,йома́к
254,Erzählung::N,গল্প,ойлыма́ш
255,Nachricht::N,তথ্য,увертарыма́ш
256,Neuigkeit::N,খবরাখবর,уве́р
257,Name::N,নাম,лӱм
258,Rätsel::N,ধাঁধা,ту́што
259,Rede::N,বক্তৃতা,ойлыма́ш
260,Sprache::N,ভাষা,йы́лме
261,Stimme::N,স্বর,йӱк
262,Wort::N,শব্দ,ой
263,Wort::N,শব্দ,мут
264,Zeichen::N,প্রতীক,ти́ште
265,Zeichen::N,প্রতীক,знак
266,Ruf::N,ডাক,ӱжма́ш
267,Lärm::N,হৈচৈ,лӱшкыма́ш
268,Lärm::N,হৈচৈ,йӱк-йӱа́н
269,Laut::N,ধ্বনি,йӱк
270,Ton::N,স্বর,йӱксе́м
271,Lied::N,গান,му́ро
272,Ruhe::N,শান্তি,ты́мык
273,Leute::N,প্রজাপুঞ্জ,еҥ-влак
274,Volk::N,জাতি,ка́лык
275,Arbeit::N,চাকরি,паша́
276,Gast::N,অতিথি,уна́
277,Geschenk::N,উপহার,пӧле́к
278,Spiel::N,খেলা,мо́дыш
279,Spiel::N,খেলা,модма́ш
280,Gesellschaft::N,সঙ্গিগণ,тӱшка́
281,Hilfe::N,সাহায্য,по́лыш
282,Freund::N,বন্ধু,таҥ
283,Freund::N,বন্ধু,йолта́ш
284,Kamerad::N,সঙ্গী,таҥ
285,Angelegenheit::N,বিষয়,паша́
286,Anzahl::N,পরিমাণ,чот
287,Art::N,রকম,вид
288,Stück::N,টুকরো,ка́тыш
289,Stück::N,টুকরো,ла́стык
290,Teil::N,অংশ,ужа́ш
291,Hälfte::N,অর্ধেক,пел
292,Hälfte::N,অর্ধেক,пе́ле
293,Kreis::N,বৃত্ত,ты́ртыш
294,Kreuz::N,ক্রুশ,ыре́с
295,Linie::N,রেখা,ли́ний
296,Strich::N,কষি,коре́ш
297,Abstand::N,ফাঁক,кокла́
298,Entfernung::N,ব্যবধান,тора́
299,Entfernung::N,ব্যবধান,ку́жыт
300,Gegend::N,ক্ষেত্র,кунде́м
301,Platz::N,জায়গা,ку́мдык
302,Ort::N,স্থান,вер
303,Ort::N,স্থান,о́лмо
304,Seite::N,পার্শ্ব,ӧ́рдыж
305,Mitte::N,মধ্য,покше́л
306,Gegenstand::N,জিনিস,наста́
307,Sache::N,বস্তু,наста́
308,Rand::N,কানা,тӱр
309,Kante::N,ধার,тӱр
310,Ecke::N,কোণ,лук
311,Spitze::N,ডগা,вуй
312,Ende::N,প্রান্ত,муча́ш
313,Loch::N,গর্ত,рож
314,Winkel::N,কোণ,лук
315,Muster::N,নমুন্,пеза́к
316,Muster::N,নমুন্,узо́р
317,Muster::N,নমুন্,ӱ́лгӧ
318,Größe::N,আয়তন,кӱ́кшыт
319,Länge::N,দৈর্ঘ্য,ку́тыш
320,Höhe::N,উচ্চতা,кӱ́кшыт
321,Gewicht::N,ওজন,не́лыт
322,Menge::N,পরিমাণ,чот
323,Haufen::N,পুঞ্জ,кы́шыл
324,Reihe::N,শ্রেণী,рада́м
325,Boot::N,নৌকা,пуш
326,Ruder::N,দাঁড়,эшка́к
327,Schlitten::N,স্নেজ্-গাড়ি,тер
328,Schlitten::N,স্নেজ্-গাড়ি,изде́р
329,Ski::N,শী,е́че
330,Lagerfeuer::N,অগ্নি,туло́то
331,Last::N,বোঝা,нӧ́лтыш
332,Gang::N,হণ্টন,ошкылма́ш
333,Schritt::N,পদ,о́шкыл
334,Norden::N,উত্তরদিক্,йӱдйыма́л
335,Süden::N,দক্ষিণদিক,кечывалве́л
336,Westen::N,পশ্চিমদিক্,касве́л
337,Osten::N,পূর্বদিক,эрве́л
338,Holz::N,কাঠ,пу
339,Brett::N,তক্তা,оҥа́
340,Platte::N,ফলক,аста́р
341,Stütze::N,নাগদণ্ড,чара́к
342,Stange::N,দণ্ড,лома́ш
343,Stock::N,ছড়ি,тоя́
344,Stab::N,যষ্টি,вара́
345,Stab::N,যষ্টি,кашта́
346,Rohr::N,নল,пуч
347,Haus::N,ঘর,пӧрт
348,Heim::N,বাসা,мӧ́ҥгӧ
349,Ofen::N,স্টোভ্,комака́
350,Fußboden::N,গহতল,кӱва́р
351,Tisch::N,মেজ,ӱсте́л
352,Tisch::N,টেবিল,ӱсте́л
353,Stuhl::N,চেয়ার,пӱке́н
354,Stuhl::N,কেদারা,пӱке́н
355,Wiege::N,দোলনা,шепка́
356,Bett::N,শয্যা,ва́кшыш
357,Regal::N,তাক,шӧ́рлык
358,Kiste::N,বাক্স,шо́ндык
359,Kiste::N,বাক্স,я́шлык
360,Fenster::N,জানালা,окна́
361,Tür::N,দ্বার,омса́
362,Tor::N,দ্বার,капка́
363,Zaun::N,বেড়া,сава́р
364,Dach::N,ছাদ,леве́дыш
365,Leiter::N,মই,тошка́лтыш
366,Besen::N,গুল্মবিশেষ,ӱштерво́штыр
367,Spaten::N,কোদাল,ко́льмо
368,Schaufel::N,বেলচা,сово́к
369,Schaufel::N,বেলচা,су́ско
370,Gabel::N,কাঁটা,ви́лке
371,Löffel::N,চামচ,па́не
372,Löffel::N,চামচ,совла́
373,Messer::N,ছুরি,кӱ́зӧ
374,Nagel::N,পেরেক,пуда́
375,Netz::N,জাল,вапш
376,Haken::N,কাচি,са́гыле
377,Griff::N,হাতল,кыл
378,Schloss::N,তালা,кӧгӧ́н
379,Bild::N,ছবি,сӱре́т
380,Bild::N,চিত্র,сӱре́т
381,Figur::N,আকার,фигу́р
382,Puppe::N,পুতুল,курча́к
383,Beutel::N,বটুয়া,меша́к
384,Bündel::N,আঁটি,арша́ш
385,Tasche::N,থলি,сумка́
386,Eimer::N,বাল্তি,ведра́
387,Deckel::N,আবরণ,ко́мдыш
388,Geschirr::N,থালা-বাসন,а́те
389,Sack::N,বস্তা,куль
390,Sack::N,বস্তা,меша́к
391,Tasse::N,কাপ,чу́кыр
392,Tasse::N,কাপ,чашка́
393,Topf::N,পাত্র,ми́ске
394,Kessel::N,কেটলি,под
395,Essen::N,আহার,ко́чкыш
396,Nahrung::N,খাদ্য,ку́рго
397,Speise::N,খাদ্য,ко́чкыш
398,Fleisch::N,মাংস,шыл
399,Getreide::N,শস্য,шу́рно
400,Brei::N,মণ্ড,пу́чымыш
401,Brot::N,রুটি,ки́нде
402,Scheibe::N,ফালি,ка́тыш
403,Fett::N,মেদ,коя́
404,Butter::N,মাখন,ӱй
405,Öl::N,তৈল,ӱй
406,Salz::N,নুন,шинча́л
407,Suppe::N,শুরুয়া,шӱр
408,Honig::N,মধু,мӱй
409,Milch::N,দুধ,шӧр
410,Tee::N,চা,чай
411,Leder::N,পাকা চামড়া,сура́н
412,Leder::N,পাকা চামড়া,шӱ́штӧ
413,Wolle::N,পশম,пун
414,Stoff::N,বস্ত্র,куэ́м
415,Stoff::N,বস্ত্র,посто́
416,Nadel::N,সুচ,и́ме
417,Faden::N,সূত্র,шӱ́ртӧ
418,Knopf::N,বোতাম,по́лдыш
419,Knoten::N,গিঁট,пышке́м
420,Farbe::N,রং,чия́
421,Kleidung::N,কাপড়,чие́м
422,Kleidung::N,কাপড়,вурге́м
423,Hemd::N,শার্ট,ту́выр
424,Kragen::N,গলবন্ধ,сога́
425,Ärmel::N,আস্তিন্,шокш
426,Hose::N,ট্রাউজার,йола́ш
427,Gürtel::N,কটিবন্ধ,ӱ́штӧ
428,Mütze::N,টুপি,упш
429,Schuh::N,জুতো,боти́нке
430,Stiefel::N,বুট,кем
431,Ring::N,আংটি,шерга́ш
432,Band::N,ফিতা,тасма́
433,Band::N,ফিতা,ле́нте
434,Kamm::N,চিরুনি,шерге́
435,Spiegel::N,আয়না,вошто́нчыш
436,Riemen::N,চাবুক,кӱзанӱ́штӧ
437,Schnur::N,দড়ি,кере́м
438,Schnur::N,দড়ি,кандыра́
439,Leine::N,শিকল,вӱра́ҥ
440,Decke::N,কম্বল,леве́дыш
441,Decke::N,কম্বল,одея́л
442,Kissen::N,উপাধান,кӱ́пчык
443,Tuch::N,বস্ত্র,шо́выч
444,Handtuch::N,তোয়ালে,со́лык
445,Kraft::N,জোর,вий
446,Kraft::N,জোর,куа́т
447,Stärke::N,শক্তি,куа́т
448,Stärke::N,শক্তি,карма́н
449,Gesundheit::N,স্বাস্থ্য,таза́лык
450,Krankheit::N,অসুখ,чер
451,Krankheit::N,ব্যামো,чер
452,Schmerz::N,যন্ত্রণা,ко́рштыш
453,Wunde::N,ক্ষত,су́сыр
454,Fieber::N,জ্বর,йӱштыму́ж
455,Fieber::N,জ্বর,лихора́дке
456,Arznei::N,ঔষধ,эм
457,Brücke::N,সেতু,кӱва́р
458,Brunnen::N,কূপ,вӱдвыне́м
459,Weide::N,পশুচারণভূমি,нурше́р
460,Pfad::N,পথ,йолго́рно
461,Pfad::N,পথ,сокма́к
462,Weg::N,পথ,ко́рно
463,Straße::N,রাস্তা,ко́рно
464,Dorf::N,গ্রাম,ял
465,Stadt::N,শহর,ола́
466,Brief::N,চিঠি,се́рыш
467,Buch::N,বই,книга́
468,Buchstabe::N,অক্ষর,буква́
469,Zeitung::N,সংবাদপত্র,газе́т
470,Leben::N,জীবন,и́лыш
471,Tod::N,মৃত্যু,колыма́ш
472,Grab::N,কবর,шӱга́р
473,Kirche::N,গির্জা,че́рке
474,Sünde::N,পাপ,су́лык
475,Gott::N,দেবতা,ю́мо
476,Arbeiter::N,শ্রমিক,паша́зе
477,Chef::N,নেতা,тӧра́
478,Meister::N,ব্যক্তি,маста́р
479,Arzt::N,চিকিৎসক,врач
480,Lehrer::N,অধ্যাপক,ту́ныктышо
481,Geld::N,মুদ্রা,окса́
482,Geld::N,টাকাপয়সা,окса́
483,Geschäft::N,ব্যস্ততা,сатулыма́ш
484,Laden::N,দোকান,ке́выт
485,Preis::N,মূল্য,ак
486,Ware::N,পণ্যদ্রব্য,сату́
487,Nutzen::N,সুবিধা,пайда́
488,Reichtum::N,ধনদৌলত,поя́нлык
489,Welt::N,জগৎ,тӱня́
490,Land::N,খেত,эл
491,Staat::N,রাষ্ট্র,кугыжа́ныш
492,König::N,রাজা,кугыжа́
493,Macht::N,প্রভাব,власть
494,Grenze::N,সীমা,грани́ца
495,Krieg::N,যুদ্ধ,сар
496,Feind::N,শত্রু,тушма́н
497,Gewalt::N,জোর,виешлыма́ш
498,Kampf::N,লড়াই,кредалма́ш
499,Bogen[Waffe]::N,ধনুক,юҥе́ж
500,Pfeil::N,বাণ,пикш
501,Gewehr::N,বন্দুক,пыча́л
502,Fehler::N,ভুল,йо́ҥылыш
503,Lüge::N,মিথ্যা,шоя́к
504,Schaden::N,ক্ষতি,зия́н
505,Unglück::N,দুর্ভাগ্য,эҥге́к
506,Schuld::N,অপরাধ,тита́к
507,Schuld::N,অপরাধ,йола́
508,Alter::N,আয়ু,ийго́т
509,Schluss::N,শেষ,муча́ш
510,Zeit::N,সময়,жап
511,Zeit::N,সময়,па́гыт
512,Tag::N,দিন,ке́че
513,Morgen::N,সকাল,эр
514,Mittag::N,মধ্যাহু,кечыва́л
515,Abend::N,সন্ধ্যা,кас
516,Nacht::N,রাত্রি,йӱд
517,Woche::N,সপ্তাহ,арня́
518,Monat::N,মাস,ты́лзе
519,Jahr::N,সৌরবর্ষ,ий
520,Frühling::N,বসন্তকাল,шо́шо
521,Sommer::N,গ্রীষ্মকাল,кеҥе́ж
522,Herbst::N,শরংঋতু,шы́же
523,Winter::N,শীতকাল,те́ле
524,Januar::N,জানুয়ারী,шоркыйол
525,Januar::N,জানুয়ারী,идалыкву́й
526,Januar::N,জানুয়ারী,янва́рь
527,Februar::N,ফেব্রুয়ারী,пургыж
528,Februar::N,ফেব্রুয়ারী,февра́ль
529,März::N,মার্চ,ӱярня
530,März::N,মার্চ,март
531,April::N,এপ্রিল,апре́ль
532,Mai::N,মে,ага
533,Mai::N,মে,май
534,Juni::N,জুন,пеледыш
535,Juni::N,জুন,ию́нь
536,Juli::N,জুলাই,сӱрем
537,Juli::N,জুলাই,ию́ль
538,August::N,অগাস্ট,сорла
539,August::N,অগাস্ট,агарма́н
540,August::N,অগাস্ট,а́вгуст
541,September::N,সেপ্টেম্বর,идым
542,September::N,সেপ্টেম্বর,сентя́брь
543,Oktober::N,অক্টোবর,шыжа
544,Oktober::N,অক্টোবর,октя́брь
545,November::N,নভেম্বর,кылме тылзе
546,November::N,নভেম্বর,ноя́брь
547,Dezember::N,ডিসেম্বর,дека́брь
548,Montag::N,সোমবার,шо́чмо
549,Dienstag::N,মঙ্গলবার,ку́шкыжмо
550,Mittwoch::N,বুধবার,вӱрге́че
551,Donnerstag::N,বৃহম্পতিবার,изарня́
552,Freitag::N,শুক্রবার,кугарня́
553,Samstag::N,শনিবার,шуматке́че
554,Sonntag::N,রবিবার,рушарня́
555,groß::A,বৃহৎ,кугу́
556,klein::A,ছোট,изи́
557,lang::A,দীর্ঘ,кужу́
558,kurz::A,খর্ব,кӱ́чык
559,kurz::A,হ্রস্ব,кӱ́чык
560,breit::A,চওড়া,кумда́
561,schmal::A,সরু,а́ҥысыр
562,dicht::A,ঘন,ну́гыдо
563,dick[Gegenstand]::A,পুরু,кӱ́жгӧ
564,dünn::A,কৃশ,ви́чкыж
565,fein::A,সূক্ষ্ম,ты́гыде
566,fest::A,দৃঢ়,чо́ткыдо
567,flach::A,সমতল,лапка́
568,glatt::A,মসৃণ,яклака́
569,hart::A,শক্ত,пе́ҥгыде
570,weich::A,নরম,пу́шкыдо
571,rund::A,গোলাকার,йырге́шке
572,spitz::A,তীক্ষ্ন,коша́р
573,scharf::A,শাণিত,пӱ́сӧ
574,stumpf::A,ভোঁতা,токма́к
575,schwer::A,ভারী,не́ле
576,schön::A,সুন্দর,сы́лне
577,heiß::A,গরম,шо́кшо
578,warm::A,ঈষদুষ্ণ,ле́ве
579,kalt::A,ঠাণ্ডা,йӱ́штӧ
580,kühl::A,শীতল,юа́лге
581,kühl::A,শীতল,южгата́
582,frisch::A,তাজা,свежа́
583,feucht::A,ভিজা,вӱ́дыжгӧ
584,nass::A,ভিজা,нӧ́рӧ
585,trocken::A,শুষ্ক,ку́кшо
586,voll::A,পূর্ণ,тич
587,leer::A,খালি,яра́
588,offen::A,খোলা,виш
589,geschlossen::A,বন্ধ,пе́тырыме
590,geschlossen::A,বন্ধ,тӱ́чмӧ
591,sauber::A,নির্মল,ару́
592,sauber::A,নির্মল,янда́р
593,schmutzig::A,নোংরা,лавыра́н
594,schmutzig::A,নোংরা,ла́выргыше
595,roh::A,কাঁচা,кӱ́чымӧ
596,reif::A,পাকা,лӧза́
597,lecker::A,সুস্বাদ,ту́тло
598,süß::A,মিষ্ট,ше́ре
599,bitter::A,তিক্ত,ко́чо
600,sauer::A,টক,шо́по
601,hell::A,উজ্জ্বল,во́лгыдо
602,dunkel::A,অন্ধকারময়,пычке́мыш
603,schwarz::A,কালো,шола́
604,weiß::A,সাদা,ош
605,rot::A,লাল,йошка́р
606,gelb::A,হলদে,сар
607,blau::A,নীল,ка́нде
608,grün::A,সবুজ,ужа́р
609,grau::A,ছাই-রঙা,сур
610,bunt::A,রঙিন,олача́
611,billig::A,সস্তা,шу́лдо
612,teuer::A,আক্রা,ше́рге
613,wertvoll::A,মহার্ঘ,шергака́н
614,blind::A,কানা,со́кыр
615,taub::A,বধির,соҥгыра́
616,kräftig::A,বিশাল,куа́тле
617,stark::A,শক্তিশালী,вия́н
618,schwach::A,দুর্বল,а́лдыме
619,fett::A,মোটা,коя́
620,schlank::A,কৃশ,йоштката́
621,schlank::A,কৃশ,яжу́
622,hübsch::A,সুন্দর,чеве́р
623,böse::A,খারাপ,шы́де
624,dumm::A,মূর্খ,аҥыра́
625,faul::A,শ্রমবিমুখ,його
626,fleißig::A,পরিশ্রমী,ты́ршыше
627,geizig::A,ব্যয়কুণ্ঠ,чаҥга́
628,klug::A,দক্ষ,уша́н
629,geschickt::A,পটু,уста́
630,lieb::A,প্রেয়,ала́л
631,lustig::A,প্রফুল্ল,весела́
632,sanft::A,নম্র,ны́жылге
633,hungrig::A,ক্ষুধার্ত,шу́жышо
634,krank::A,অসুস্থ,че́рле
635,nackt::A,উলঙ্গ,чарама́т
636,traurig::A,দুঃখিত,ойга́н
637,lebendig::A,জীবিত,и́лыше
638,gut::A,ভালো,сай
639,schlecht::A,মন্দ,уда́
640,schlecht::A,মন্দ,шӱ́кшӧ
641,richtig::A,ঠিক,чы́нле
642,schlimm::A,কদর্য,аля́к
643,schlimm::A,কদর্য,тыра́н
644,wahr::A,বাস্তব,чы́нле
645,wahr::A,বাস্তব,настоя́щий
646,alt::A,পুরাতন,то́што
647,neu::A,নব,у
648,neu::A,নূতন,у
649,ehemalig::A,পূর্বকালীন,о́нчычсо
650,ehemalig::A,পূর্বকালীন,онда́кысе
651,alt[Lebewesen]::A,বৃদ্ধ,шо́нто
652,jung::A,তরুণ,са́мырык
653,arm::A,ক্ষুদ্র,нужна́
654,reich::A,ধনবান্,поя́н
