,Concept_ID,ar,zh
94,Strömung::N,تيار,水流
95,Tropfen::N,قطرة,滴
96,Schaum::N,زبد,泡沫
97,Schaum::N,رغوة,泡沫
98,Schmutz::N,وسخ,赃物
99,See::N,بحيرة,湖
100,Sumpf::N,مستنقع,沼泽
101,Moor::N,مستنقع,沼泽
102,Wiese::N,مرج,草地
103,Wald::N,غابة,森林
104,Hügel::N,تل,丘陵
105,Anhöhe::N,تل,山丘
106,Berg::N,جبل,山
107,Gipfel::N,قمة,峰
108,Höhle::N,كهف,洞穴
109,Abhang::N,منحدر,斜坡
110,Quelle::N,منبع,泉
111,Bach::N,مجرى,溪
112,Fluss::N,نهر,河流
113,Ufer::N,ضفة,岸
114,Küste::N,ساحل,海岸
115,Festland::N,بر,大陆
116,Meer::N,بحر,海
117,Bucht::N,خليج,海湾
118,Insel::N,جزيرة,岛
119,Blume::N,زهرة,花
120,Gras::N,حشيش,草
121,Wurzel::N,أصل,根
122,Baum::N,شجرة,树
123,Stamm::N,جذع,树干
124,Rinde::N,قشرة,树皮
125,Ast::N,فرع,树枝
126,Zweig::N,غصن,树枝
127,Blatt::N,ورقة,叶子
128,Birke::N,قضبان,桦木
129,Kiefer[Baum]::N,صنوبرة,松树
130,Weide[Baum]::N,صفصاف,柳树
131,Tanne::N,شوح,冷杉
132,Tanne::N,تبوب,冷杉
133,Horn::N,قرن,角
134,Feder::N,ريشة,羽毛
135,Fell::N,فرو,皮毛
136,Flügel::N,جناح,翅膀
137,Klaue::N,مخلب,爪子
138,Kralle::N,مخلب,爪子
139,Schwanz::N,ذيل,尾巴
140,Ei::N,بيض,蛋
141,Nest::N,عش,巢
142,Bau::N,جحر,穴
143,Tier::N,حيوان,动物
144,Herde::N,قطيع,群
145,Kuh::N,بقرة,母牛
146,Bulle::N,ثور,公牛
147,Pferd::N,خيل,马
148,Schaf::N,شاة,羊
149,Schwein::N,خنزير,猪
150,Hund::N,كلب,狗
151,Katze::N,قطة,猫
152,Bär::N,دب,熊
153,Eichhörnchen::N,سنجاب,松鼠
154,Elch::N,موظ,麋鹿
155,Fuchs::N,ثعلب,狐狸
156,Hase::N,أرنب,兔子
157,Maus::N,فأرة,老鼠
158,Wolf::N,ذئب,狼
159,Vogel::N,طير,鸟
160,Schwarm::N,سرب,群
161,Huhn::N,دجاجة,鸡
162,Hahn::N,ديك,公鸡
163,Gans::N,وزة,鹅
164,Adler::N,نسر,鹰
165,Ente::N,بطة,鸭
166,Eule::N,بوم,猫头鹰
167,Kranich::N,كركي,鹤
168,Krähe::N,غراب,乌鸦
169,Kuckuck::N,وقواق,布谷鸟
170,Schwan::N,إوز عراقي,天鹅
171,Fisch::N,سمك,鱼
172,Barsch::N,فرخ أوربي,鲈鱼
173,Hecht::N,سمك الكراكي,狗鱼
174,Schlange[Tier]::N,حية,蛇
175,Schlange[Tier]::N,ثعبان,蛇
176,Wurm::N,دودة,蠕虫
177,Spinne::N,عنكبوت,蜘蛛
178,Ameise::N,نملة,蚂蚁
179,Laus::N,قملة,虱子
180,Mücke::N,ناموسة,蚊子
181,Fliege::N,ذبابة,苍蝇
182,Schmetterling::N,فراشة,蝴蝶
183,Beere::N,حبة,将果
184,Apfel::N,تفاح,苹果
185,Pilz::N,فطر,蘑菇
186,Zwiebel::N,بصل,洋葱
187,Saat::N,زرع,种子
188,Korn::N,حبة,谷粒
189,Heu::N,دريس,干草
190,Schale::N,قشرة,壳
191,Grube::N,نقرة,坑
192,Falle::N,فخ,圈套
193,Falle::N,مصيدة,圈套
194,Schlinge::N,عروة,活扣
195,Spur::N,أثر,踪迹
196,Asche::N,رماد,灰烬
197,Dreck::N,قذر,污垢
198,Eisen::N,حديد,铁
199,Gold::N,ذهب,金子
200,Silber::N,فضة,银
201,Kohle::N,فحم,煤
202,Glas::N,زجاج,玻璃
203,Lehm::N,طين,粘土
204,Sand::N,رمل,沙
205,Mensch::N,إنسان,人
206,Mann::N,رجل,男子
207,Frau::N,امرأة,妇女
208,Kind::N,طفل,小孩
209,Junge::N,ولد,男孩
210,Mädchen::N,بنت,女孩
211,Familie::N,عائلة,家庭
212,Großvater::N,جد,祖父
213,Großmutter::N,جدة,祖母
214,Eltern::N,أبوان,父母
215,Eltern::N,والدان,父母
216,Vater::N,أب,父亲
217,Mutter::N,أم,母亲
218,Sohn::N,إبن,儿子
219,Tochter::N,بنت,女儿
220,Tochter::N,إبنة,女儿
221,Bruder::N,أخ,兄弟
222,Bruder::N,شقيق,兄弟
223,Schwester::N,أخت,姐妹
224,Onkel::N,عم,伯父
225,Tante::N,عمة,阿姨
226,Ehemann::N,زوج,丈夫
227,Ehefrau::N,زوجة,妻子
228,Freude::N,فرح,愉快
229,Freude::N,سرور,愉快
230,Gelächter::N,قهقهة,大笑
231,Glück::N,سعادة,运气
232,Kummer::N,غم,苦恼
233,Wunsch::N,منية,愿望
234,Lust::N,شهوة,乐趣
235,Geist::N,روح,精神
236,Gedanke::N,فكرة,思想
237,Gedächtnis::N,ذاكرة,记性
238,Verstand::N,عقل,理智
239,Sinn::N,معنى,感觉
240,Grund::N,سبب,理由
241,Wahrheit::N,حقيقة,真理
242,Gespräch::N,محادثة,谈话
243,Märchen::N,خرافة,童话
244,Erzählung::N,قصة,故事
245,Erzählung::N,حكاية,故事
246,Nachricht::N,خبر,消息
247,Neuigkeit::N,خبر جديد,新闻
248,Name::N,اسم,名字
249,Rätsel::N,لغز,谜语
250,Rede::N,خطبة,讲话
251,Sprache::N,لغة,语言
252,Stimme::N,صوت,声音
253,Wort::N,كلمة,词
254,Zeichen::N,رمز,标记
255,Zeichen::N,إشارة,标记
256,Ruf::N,نداء,呼喊
257,Lärm::N,صخب,噪音
258,Lärm::N,ضجة,噪音
259,Laut::N,صوت,响声
260,Ton::N,نغمة,声音
261,Lied::N,أغنية,歌曲
262,Ruhe::N,هدوء,安静
263,Leute::N,ناس,人们
264,Volk::N,شعب,人民
265,Arbeit::N,عمل,劳动
266,Gast::N,ضيف,客人
267,Geschenk::N,هدية,礼物
268,Spiel::N,لعب,游戏
269,Gesellschaft::N,صحبة,陪同
270,Hilfe::N,عون,帮助
271,Hilfe::N,مساعدة,帮助
272,Freund::N,صديق,朋友
273,Kamerad::N,زميل,同志
274,Angelegenheit::N,أمر,事情
275,Angelegenheit::N,شأن,事情
276,Anzahl::N,عدد,数目
277,Art::N,نوع,种类
278,Stück::N,قطعة,块
279,Teil::N,قسم,部分
280,Hälfte::N,نصف,一半
281,Kreis::N,دائرة,圆
282,Kreuz::N,صليب,十字架
283,Linie::N,خط,线条
284,Strich::N,شرطة,划
285,Abstand::N,مسافة,距离
286,Entfernung::N,بعد,距离
287,Gegend::N,ناحية,地区
288,Platz::N,فراغ,场所
289,Ort::N,مكان,地点
290,Seite::N,جانب,面
291,Mitte::N,وسط,中间
292,Gegenstand::N,موضوع,物品
293,Sache::N,شيء,物
294,Rand::N,حافة,边
295,Kante::N,حافة,棱
296,Ecke::N,ركن,角
297,Spitze::N,سن,尖
298,Ende::N,طرف,结尾
299,Loch::N,ثقب,洞
300,Winkel::N,زاوية,角度
301,Muster::N,عينة,模型
302,Größe::N,حجم,大小
303,Länge::N,طول,长度
304,Höhe::N,علو,高度
305,Höhe::N,ارتفاع,高度
306,Gewicht::N,وزن,重量
307,Menge::N,كمية,数量
308,Haufen::N,كوم,堆
309,Reihe::N,صف,行
310,Boot::N,قارب,小船
311,Boot::N,زورق,小船
312,Ruder::N,مجذاف,奖
313,Schlitten::N,مزلقة,雪橇
314,Ski::N,زلاجة,雪板
315,Lagerfeuer::N,نار المخيم,营火
316,Last::N,حمل,负担
317,Gang::N,مشية,行走
318,Schritt::N,خطوة,步伐
319,Norden::N,شمال,北
320,Süden::N,جنوب,南
321,Westen::N,غرب,西
322,Osten::N,شرق,东
323,Holz::N,خشب,木材
324,Brett::N,لوح,木板
325,Platte::N,صفيحة,平板
326,Stütze::N,سند,支架
327,Stütze::N,دعامة,支架
328,Stange::N,عود,杆
329,Stock::N,عصا,棒
330,Stab::N,قضيب,棍
331,Rohr::N,أنبوبة,管子
332,Haus::N,دار,房屋
333,Haus::N,بيت,房屋
334,Heim::N,بيت,家
335,Heim::N,مسكن,家
336,Ofen::N,مدفأة,炉子
337,Fußboden::N,أرضية,地板
338,Tisch::N,مائدة,桌子
339,Stuhl::N,كرسي,椅子
340,Wiege::N,مهد,摇蓝
341,Bett::N,سرير,床
342,Regal::N,رف,架子
343,Kiste::N,صندوق,箱子
344,Fenster::N,شباك,窗户
345,Fenster::N,نافذة,窗户
346,Tür::N,باب,门
347,Tor::N,بوابة,大门
348,Zaun::N,سياج,篱笆
349,Dach::N,سطح,屋顶
350,Leiter::N,سلم,梯子
351,Besen::N,مكنسة,扫帚
352,Spaten::N,مسحاة,铁锹
353,Schaufel::N,مجرفة,铁锹
354,Gabel::N,شوكة,叉
355,Löffel::N,ملعقة,食匙
356,Messer::N,سكين,刀
357,Nagel::N,مسمار,钉子
358,Netz::N,شبكة,网
359,Haken::N,خطاف,钩子
360,Haken::N,صنارة,钩子
361,Griff::N,قبضة,把柄
362,Schloss::N,قفل,锁
363,Bild::N,صورة,图画
364,Figur::N,تمثال,人像
365,Puppe::N,دمية,娃娃
366,Beutel::N,كيس,袋子
367,Bündel::N,ربطة,捆
368,Tasche::N,شنطة,手提包
369,Tasche::N,محفظة,手提包
370,Eimer::N,سطل,桶
371,Eimer::N,جردل,桶
372,Deckel::N,سداد,盖子
373,Geschirr::N,أوان,餐具
374,Sack::N,زكيبة,袋子
375,Tasse::N,فنجان,杯子
376,Topf::N,قدر,锅
377,Topf::N,طنجرة,锅
378,Kessel::N,قدر,水壶
379,Kessel::N,غلاية,水壶
380,Essen::N,طعام,进餐
381,Nahrung::N,غذاء,食物
382,Speise::N,أكل,菜肴
383,Fleisch::N,لحم,肉
384,Getreide::N,حبوب,谷物
385,Brei::N,عصيدة,粥
386,Brot::N,خبز,面包
387,Scheibe::N,شريحة,片
388,Fett::N,سمن,脂肪
389,Butter::N,زبدة,黄油
390,Öl::N,زيت,油
391,Salz::N,ملح,盐
392,Suppe::N,حساء,汤
393,Suppe::N,شربة,汤
394,Honig::N,عسل,蜂蜜
395,Milch::N,حليب,奶
396,Tee::N,شاي,茶
397,Leder::N,جلد,皮革
398,Wolle::N,صوف,毛线
399,Stoff::N,قماش,织物
400,Nadel::N,إبرة,针
401,Faden::N,خيط,线
402,Knopf::N,زر,纽扣
403,Knoten::N,عقدة,结
404,Farbe::N,صبغة,颜色
405,Kleidung::N,ملابس,衣服
406,Hemd::N,قميص,衬衫
407,Kragen::N,ياقة,领子
408,Ärmel::N,كم,袖子
409,Hose::N,سروال,裤子
410,Hose::N,بنطلون,裤子
411,Gürtel::N,حزام,腰带
412,Mütze::N,طاقية,帽子
413,Schuh::N,حذاء,鞋
414,Stiefel::N,جزمة,靴子
415,Stiefel::N,حذاء طويل,靴子
416,Ring::N,حلقة,戒指
417,Band::N,شريط,带子
418,Kamm::N,مشط,梳子
419,Spiegel::N,مرآة,镜子
420,Riemen::N,سير,皮带
421,Schnur::N,حبل,绳子
422,Schnur::N,دوبارة,绳子
423,Leine::N,قيد,皮带
424,Decke::N,بطانية,被子
425,Kissen::N,وسادة,软垫
426,Tuch::N,منديل,巾
427,Handtuch::N,فوطة,手巾
428,Handtuch::N,منشفة,手巾
429,Kraft::N,قدرة,力
430,Stärke::N,قوة,力量
431,Gesundheit::N,صحة,健康
432,Krankheit::N,مرض,病
433,Schmerz::N,ألم,痛
434,Schmerz::N,وجع,痛
435,Wunde::N,جرح,伤口
436,Fieber::N,حمى,发烧
437,Arznei::N,دواء,药
438,Brücke::N,جسر,桥
439,Brunnen::N,بئر,井
440,Weide::N,مرعى,牧场
441,Pfad::N,درب,小路
442,Weg::N,سكة,路
443,Straße::N,طريق,街
444,Dorf::N,قرية,村庄
445,Stadt::N,مدينة,城市
446,Brief::N,خطاب,信
447,Brief::N,مكتوب,信
448,Buch::N,كتاب,书
449,Buchstabe::N,حرف,字母
450,Zeitung::N,جريدة,报纸
451,Leben::N,عيش,生命
452,Leben::N,حياة,生命
453,Tod::N,موت,死亡
454,Tod::N,وفاة,死亡
455,Grab::N,قبر,坟墓
456,Kirche::N,كنيسة,教堂
457,Sünde::N,خطيئة,罪
458,Gott::N,إله,上帝
459,Arbeiter::N,عامل,工人
460,Chef::N,رئيس,上司
461,Meister::N,أسطى,师傅
462,Arzt::N,طبيب,医生
463,Lehrer::N,مدرس,教师
464,Geld::N,نقود,钱
465,Geschäft::N,صفقة,交易
466,Laden::N,دكان,商店
467,Preis::N,سعر,价格
468,Ware::N,بضاعة,商品
469,Nutzen::N,فائدة,好处
470,Reichtum::N,غنى,财富
471,Reichtum::N,ثروة,财富
472,Welt::N,عالم,世界
473,Welt::N,دنيا,世界
474,Land::N,بلد,国家
475,Staat::N,دولة,国家
476,König::N,ملك,国王
477,Macht::N,سلطة,权力
478,Grenze::N,حدود,边界
479,Krieg::N,حرب,战争
480,Feind::N,عدو,敌人
481,Gewalt::N,عنف,暴力
482,Kampf::N,قتال,战斗
483,Bogen[Waffe]::N,قوس,弓
484,Pfeil::N,سهم,箭
485,Gewehr::N,بندقية,枪
486,Fehler::N,خطأ,错误
487,Lüge::N,كذب,谎话
488,Schaden::N,تلف,损失
489,Unglück::N,نحس,不幸
490,Schuld::N,ذنب,过错
491,Alter::N,سن,年龄
492,Alter::N,عمر,年龄
493,Schluss::N,ختام,结束
494,Schluss::N,نهاية,结束
495,Zeit::N,وقت,时间
496,Tag::N,يوم,天
497,Morgen::N,صباح,早晨
498,Mittag::N,ظهر,中午
499,Abend::N,مساء,晚上
500,Nacht::N,ليلة,夜
501,Woche::N,أسبوع,星期
502,Monat::N,شهر,月
503,Jahr::N,عام,年
504,Jahr::N,سنة,年
505,Frühling::N,ربيع,春天
506,Sommer::N,صيف,夏天
507,Herbst::N,خريف,秋天
508,Winter::N,شتاء,冬天
509,Januar::N,يناير,一月
510,Januar::N,كانون الثاني,一月
511,Februar::N,شباط,二月
512,Februar::N,فبراير,二月
513,März::N,آذار,三月
514,März::N,مارس,三月
515,April::N,نيسان,四月
516,Mai::N,مايو,五月
517,Juni::N,يونيو,六月
518,Juni::N,حزيران,六月
519,Juli::N,تموز,七月
520,Juli::N,يوليو,七月
521,August::N,آب,八月
522,August::N,أغسطس,八月
523,September::N,أيلول,九月
524,September::N,سبتمبر,九月
525,Oktober::N,أكتوبر,十月
526,Oktober::N,تشرين الأول,十月
527,November::N,نوفمبر,十一月
528,November::N,تشرين الثاني,十一月
529,Dezember::N,ديسمبر,十二月
530,Dezember::N,كانون الأول,十二月
531,Montag::N,يوم الاثنين,星期一
532,Dienstag::N,يوم الثلاثاء,星期二
533,Mittwoch::N,يوم الأربعاء,星期三
534,Donnerstag::N,يوم الخميس,星期四
535,Freitag::N,يوم الجمعة,星期五
536,Samstag::N,يوم السبت,星期六
537,Sonntag::N,يوم الأحد,星期日
538,groß::A,كبير,大
539,klein::A,صغير,小
540,lang::A,طويل,长
541,kurz::A,قصير,短
542,breit::A,واسع,宽
543,schmal::A,ضيق,细长的
544,dicht::A,كث,密
545,dicht::A,كثيف,密
546,dick[Gegenstand]::A,غليظ,厚
547,dünn::A,رفيع,薄
548,fein::A,رقيق,细小
549,fest::A,متين,固体
550,flach::A,سهل,平坦
551,flach::A,منبسط,平坦
552,glatt::A,ناعم,光滑
553,hart::A,صلب,硬
554,hart::A,جامد,硬
555,weich::A,لين,软
556,rund::A,مستدير,圆
557,spitz::A,مدبب,尖
558,scharf::A,حاد,锋利
559,stumpf::A,ثالم,钝
560,schwer::A,ثقيل,重
561,schön::A,جميل,美丽
562,heiß::A,حار,烫
563,heiß::A,ساخن,烫
564,warm::A,دافئ,暖和
565,kalt::A,بارد,冷
566,kühl::A,قر,凉
567,frisch::A,طازج,新鲜
568,feucht::A,رطب,潮湿
569,nass::A,مبلول,湿
570,trocken::A,جاف,干
571,voll::A,ملء,满
572,leer::A,خال,空
573,leer::A,فارغ,空
574,offen::A,مفتوح,敞开
575,geschlossen::A,مغلق,关闭
576,sauber::A,نظيف,干净
577,schmutzig::A,قذر,肮脏
578,roh::A,نيء,生
579,reif::A,ناضج,成熟
580,lecker::A,لذيذ,好吃
581,süß::A,حلو,甜
582,bitter::A,مر,苦
583,sauer::A,حامض,酸
584,hell::A,نير,亮
585,dunkel::A,مظلم,阴暗
586,schwarz::A,أسود,黑
587,weiß::A,أبيض,白
588,rot::A,أحمر,红
589,gelb::A,أصفر,黄
590,blau::A,أزرق,蓝
591,grün::A,أخضر,绿
592,grau::A,رمادي,灰色
593,bunt::A,ملوب,五彩
594,billig::A,رخيص,便宜
595,teuer::A,غال,贵
596,wertvoll::A,ثمين,贵重
597,blind::A,أعمى,瞎
598,taub::A,أصم,聋
599,taub::A,أطرش,聋
600,kräftig::A,قوي,强壮
601,stark::A,قوي,强壮
602,schwach::A,ضعيف,弱
603,fett::A,سمين,胖
604,schlank::A,أهيف,苗条
605,hübsch::A,جميل,漂亮
606,böse::A,رديء,邪恶
607,dumm::A,أبله,笨
608,dumm::A,أحمق,笨
609,faul::A,كسلان,懒惰
610,fleißig::A,مجتهد,勤奋
611,geizig::A,بخيل,吝啬
612,klug::A,ذكي,聪明
613,klug::A,عاقل,聪明
614,geschickt::A,ماهر,灵巧
615,lieb::A,عزيز,可爱
616,lustig::A,مرح,快乐
617,sanft::A,حليم,柔和
618,hungrig::A,جائع,饥饿
619,krank::A,مريض,患病
620,nackt::A,عار,裸体
621,traurig::A,حزين,悲哀
622,lebendig::A,حي,活
623,gut::A,جيد,好
624,schlecht::A,سيء,坏
625,richtig::A,صحيح,正确
626,schlimm::A,خبيث,糟糕
627,wahr::A,حق,真
628,alt::A,قديم,旧
629,neu::A,جديد,新
630,ehemalig::A,سابق,以前
631,alt[Lebewesen]::A,مسن,老
632,jung::A,شاب,年轻
633,jung::A,صغير,年轻
634,arm::A,فقير,贫穷
635,reich::A,غني,富裕
636,bekannt::A,معلوم,出名
637,berühmt::A,مشهور,著名
638,fremd::A,أجنبي,陌生
639,verschieden::A,مختلف,不同
640,nah::A,قريب,近
641,fern::A,بعيد,遥远
642,linker::A,يسار,左
643,rechter::A,يمين,右
644,anderer::A,آخر,别的
645,erster::A,أول,第一
646,zweiter::A,ثان,第二
647,dritter::A,ثالث,第三
648,letzter::A,أخير,最后
649,allein::ADV,وحده,单独
650,auf einmal::ADV,بالمرة,同时
651,zusammen::ADV,معا,一起
652,lange::ADV,مدة طويلة,许久
653,plötzlich::ADV,فجأة,忽然
654,sofort::ADV,حالا,立刻
655,sofort::ADV,فورا,立刻
656,später::ADV,فيما بعد,以后
657,jetzt::ADV,الآن,现在
658,jetzt::ADV,حاليا,现在
659,heute::ADV,اليوم,今天
660,morgen::ADV,غدا,明天
661,bald::ADV,قريبا,即将
662,dann::ADV,ثم,然后
663,gestern::ADV,أمس,昨天
664,gestern::ADV,البارحة,昨天
665,einst::ADV,قديما,曾经
666,damals::ADV,حينئذ,当时
667,danach::ADV,ثم,随后
668,danach::ADV,بعد ذلك,随后
669,vorher::ADV,من قبل,事先
670,vorher::ADV,قبل ذلك,事先
671,zuerst::ADV,أولا,首先
672,einmal::ADV,مرة,一次
673,manchmal::ADV,أحيانا,有时
674,oft::ADV,كثيرا,时常
675,immer::ADV,دائما,总是
676,niemals::ADV,لا أبدا,从未
677,hier::ADV,هنا,这里
678,hierhin::ADV,إلى هنا,到这里
679,von hier::ADV,من هنا,由此
680,dort::ADV,هناك,那里
681,dorthin::ADV,إلى هناك,到那里
682,geradeaus::ADV,إلى الأمام,一直往前
683,vorwärts::ADV,إلى الأمام,向前
684,rückwärts::ADV,إلى الوراء,向后
685,zurück::ADV,عودا,退后
686,zurück::ADV,إلى الخلف,退后
687,unten::ADV,تحت,下面
688,unten::ADV,في الأسفل,下面
689,hinab::ADV,إلى تحت,向下
690,oben::ADV,فوق,上面
691,oben::ADV,في الأعلى,上面
692,hinauf::ADV,إلى فوق,向上
693,hinauf::ADV,إلى الأعلى,向上
694,überall::ADV,في كل مكان,到处
695,nicht::ADV,لا,不
696,nicht::ADV,لم,不
697,ein wenig::ADV,قليلا,一点儿
698,kaum::ADV,كاد لا,几乎不
699,sehr::ADV,جدا,很
700,sehr::ADV,كثيرا,很
701,so::ADV,كذا,如此
702,so::ADV,كذلك,如此
703,noch::ADV,ما زال,还
704,nur::ADV,فقط,只
705,schon::ADV,قد,已经
706,wieder::ADV,من جديد,又
707,wieder::ADV,مرة أخرى,又
708,vergebens::ADV,عبثا,
709,vor::PRP,أمام,在...面前
710,hinter::PRP,خلف,在...背后
711,hinter::PRP,وراء,在...背后
712,unter::PRP,تحت,在...下面
713,durch::PRP,عبر,穿过
714,durch::PRP,خلال,穿过
715,neben::PRP,جنب,在...旁
716,neben::PRP,بجانب,在...旁
717,zwischen::PRP,بين,在...之间
718,wegen::PRP,بسبب,由于
719,dies::PRN,هذا,这
720,das::PRN,ذلك,那
721,alles::PRN,الكل,一切
722,ich::PRN,أنا,我
723,du::PRN,أنت,你
724,er::PRN,هو,他
725,wir::PRN,نحن,我们
726,ihr::PRN,أنتم,你们
727,ihr::PRN,أنتن,你们
728,sie::PRN,هم,她
729,sie::PRN,هن,她
730,was::FPRN,ما,什么
731,wer::FPRN,من,谁
732,wo::FADV,أين,哪里
733,wohin::FADV,إلى أين,去哪里
734,wie::FADV,كيف,怎么
735,warum::FADV,لماذا,为什么
736,wieviel::FNUM,كم,多少
737,eins::NUM,واحد,一
738,zwei::NUM,اثنين,二
739,drei::NUM,ثلاثة,三
740,vier::NUM,أربعة,四
741,fünf::NUM,خمسة,五
742,sechs::NUM,ستة,六
743,sieben::NUM,سبعة,七
744,acht::NUM,ثمانية,八
745,neun::NUM,تسعة,九
746,zehn::NUM,عشرة,十
747,elf::NUM,أحد عشر,十一
748,zwölf::NUM,اثنا عشر,十二
749,zwanzig::NUM,عشرون,二十
750,dreißig::NUM,ثلاثون,三十
751,vierzig::NUM,أربعون,四十
752,fünfzig::NUM,خمسون,五十
753,sechzig::NUM,ستون,六十
754,siebzig::NUM,سبعون,七十
755,achtzig::NUM,ثمانون,八十
756,neunzig::NUM,تسعون,九十
757,hundert::NUM,مئة,百
758,tausend::NUM,ألف,千
759,und::CNJ,و,和
760,oder::CNJ,أو,或者
761,stehen::V,وقف,站
762,sitzen::V,جلس,坐
763,liegen::V,رقد,躺着
764,hängen::V,تعلق,挂着
765,werden::V,صار,成为
766,werden::V,أصبح,成为
767,passieren::V,حدث,发生
768,beginnen::V,ابتدأ,开始
769,enden::V,انتهى,终止
770,wechseln::V,تغير,变迁
771,aufgehen[Sonne]::V,شرق,升起
772,untergehen[Sonne]::V,غرب,下落
773,scheinen[Sonne]::V,أضاء,照射
774,donnern::V,رعد,打雷
775,wehen::V,هب,飘扬
776,strömen::V,جرى,流
777,fließen::V,سال,流动
778,sich drehen::V,دار,转动
779,schwanken::V,ترنح,摇摆
780,schwingen::V,ترجح,摇
781,fallen::V,سقط,坠落
782,brennen::V,احترق,燃烧
783,rauchen::V,دخن,冒烟
784,regnen::V,أمطر,下雨
785,gefrieren::V,تجمد,结冰
786,tauen::V,ذاب,融化
787,schmelzen::V,ذاب,溶化
788,trocknen::V,نشف,变干
789,sieden::V,غلى,煮
790,faulen::V,فسد,腐烂
791,verfaulen::V,تعفن,腐烂
792,reißen::V,انقطع,撕
793,versinken::V,غرق,下沉
794,vergehen::V,مضى,流逝
795,erscheinen::V,لاح,出现
796,erscheinen::V,ظهر,出现
797,verschwinden::V,غاب,消失
798,sinken::V,هبط,下降
799,abnehmen::V,نقص,减少
800,zunehmen::V,ازداد,增加
801,steigen::V,صعد,上升
802,steigen::V,ارتفع,上升
803,wachsen::V,نما,生长
804,wachsen::V,نبت,生长
805,glänzen::V,لمع,发光
806,funkeln::V,تلألأ,闪烁
807,lärmen::V,ضج,吵闹
808,lärmen::V,صخب,吵闹
809,läuten::V,قرع,响
810,klingeln::V,دق,按铃
811,klirren::V,قعقع,
812,brausen::V,عج,疾驶
813,rauschen::V,حف,
814,klingen::V,رن,听起来
815,bellen::V,نبح,吠
816,heulen::V,عوى,嗥
817,blasen::V,نفخ,吹
818,pfeifen::V,صفر,吹口哨
819,schreien::V,صرخ,叫喊
820,stöhnen::V,أن,呻吟
821,zittern::V,ارتعش,颤抖
822,leben::V,عاش,生存
823,geboren werden::V,ولد,出生
824,atmen::V,تنفس,呼吸
825,trinken::V,شرب,喝
826,essen::V,أكل,吃
827,schlucken::V,جرع,咽
828,müde werden::V,تعب,疲倦
829,einschlafen::V,نام,入睡
