,Concept_ID,fa,hu
66,Hunger::N,گرسنگی,éhség
67,Träne::N,اشک,könny
68,Geschmack::N,مزه,íz
69,Geruch::N,بو,szag
70,Schlaf::N,خواب,álom
71,Schlaf::N,خواب,alvás
72,Traum::N,رؤیا,álom
73,Himmel::N,فلک,ég
74,Himmel::N,فلک,menny
75,Himmel::N,آسمان,ég
76,Himmel::N,آسمان,menny
77,Sonne::N,آفتاب,nap
78,Sonne::N,خورشید,nap
79,Mond::N,ماه,hold
80,Stern::N,ستاره,csillag
81,Luft::N,هوا,levegő
82,Wind::N,باد,szél
83,Welle::N,موج,hullám
84,Wasser::N,آب,víz
85,Stein::N,سنگ,kő
86,Boden::N,زمین,föld
87,Boden::N,زمین,talaj
88,Erde::N,خاک,föld
89,Erde::N,زمین,föld
90,Staub::N,گرد,por
91,Staub::N,غبار,por
92,Rauch::N,دود,füst
93,Funke::N,جرقه,szikra
94,Feuer::N,آتش,tűz
95,Licht::N,نور,fény
96,Licht::N,روشنی,fény
97,Schatten::N,سایه,árnyék
98,Wetter::N,هوا,idő
99,Wetter::N,هوا,időjárás
100,Nebel::N,مه,köd
101,Wolke::N,ابر,felhő
102,Regen::N,باران,eső
103,Schnee::N,برف,hó
104,Eis::N,یخ,jég
105,Frost::N,یخبندان,fagy
106,Kälte::N,سرما,hideg
107,Hitze::N,گرما,hő
108,Hitze::N,گرما,hőség
109,Hitze::N,حرارت,hő
110,Hitze::N,حرارت,hőség
111,Raureif::N,برف ریزه,zúzmara
112,Regenbogen::N,رنگین‌کمان,szivárvány
113,Donner::N,رعد,dörgés
114,Donner::N,رعد,mennydörgés
115,Strömung::N,جریان,áramlat
116,Tropfen::N,قطره,csepp
117,Schaum::N,کف,hab
118,Schaum::N,کف,tajték
119,Schmutz::N,گل,piszok
120,Schmutz::N,کثافت,piszok
121,See::N,دریاچه,tó
122,Sumpf::N,مرداب,mocsár
123,Sumpf::N,باتلاق,mocsár
124,Moor::N,باتلاق,láp
125,Wiese::N,چمن,rét
126,Wiese::N,چمن,mező
127,Wald::N,جنگل,erdő
128,Hügel::N,تل,domb
129,Hügel::N,تپه,domb
130,Anhöhe::N,بلندی,magaslat
131,Berg::N,کوه,hegy
132,Gipfel::N,قله,csúcs
133,Höhle::N,غار,barlang
134,Abhang::N,سرازیری,lejtő
135,Quelle::N,چشمه,forrás
136,Bach::N,نهر,patak
137,Fluss::N,رود,folyó
138,Ufer::N,ساحل,part
139,Ufer::N,کرانه,part
140,Küste::N,ساحل,tengerpart
141,Festland::N,خشکی,szárazföld
142,Meer::N,دریا,tenger
143,Bucht::N,خلیج,öböl
144,Insel::N,جزیره,sziget
145,Blume::N,گل,virág
146,Gras::N,علف,fű
147,Wurzel::N,ریشه,gyökér
148,Baum::N,درخت,fa
149,Stamm::N,تنه,tő
150,Stamm::N,تنه,törzs
151,Rinde::N,توژ,kéreg
152,Rinde::N,پوست,kéreg
153,Ast::N,شاخه,ág
154,Zweig::N,شاخه,gally
155,Blatt::N,برگ,levél
156,Birke::N,غان,nyír
157,Kiefer[Baum]::N,کاج,fenyő
158,Weide[Baum]::N,بید,fűz
159,Tanne::N,صنوبر,fenyő
160,Horn::N,شاخ,szarv
161,Feder::N,پر,toll
162,Fell::N,خز,szőr
163,Fell::N,خز,bunda
164,Flügel::N,پر,szárny
165,Flügel::N,بال,szárny
166,Klaue::N,چنگ,köröm
167,Klaue::N,پنجه,köröm
168,Kralle::N,پنجه,karom
169,Schwanz::N,دم,farok
170,Ei::N,تخم,tojás
171,Nest::N,لانه,fészek
172,Bau::N,بنا,odú
173,Bau::N,ساختمان,odú
174,Tier::N,هیوان,állat
175,Herde::N,رمه,nyáj
176,Herde::N,رمه,csorda
177,Kuh::N,گاو,tehén
178,Bulle::N,گاو نر,bika
179,Pferd::N,اسب,ló
180,Schaf::N,گوسفند,juh
181,Schaf::N,گوسفند,birka
182,Schwein::N,خوک,sertés
183,Hund::N,سگ,eb
184,Hund::N,سگ,kutya
185,Katze::N,گربه,macska
186,Bär::N,خرس,medve
187,Eichhörnchen::N,سنجاب,mókus
188,Elch::N,گوزن شمالی,jávorszarvas
189,Fuchs::N,روباه,róka
190,Hase::N,خرگوش,nyúl
191,Maus::N,موش,egér
192,Wolf::N,گرگ,farkas
193,Vogel::N,پرنده,madár
194,Schwarm::N,دسته,raj
195,Huhn::N,مرغ,tyúk
196,Hahn::N,خروس,kakas
197,Gans::N,غاز,lúd
198,Gans::N,غاز,liba
199,Adler::N,عقاب,sas
200,Ente::N,اردک,kacsa
201,Ente::N,مرغابی,kacsa
202,Eule::N,جغد,bagoly
203,Kranich::N,درنا,daru
204,Krähe::N,زاغ,varjú
205,Krähe::N,کلاغ,varjú
206,Kuckuck::N,فاخته,kakukk
207,Schwan::N,قو,hattyú
208,Fisch::N,ماهی,hal
209,Barsch::N,ماهی خاردار,sügér
210,Hecht::N,اردک ماهی,csuka
211,Schlange[Tier]::N,مار,kígyó
212,Wurm::N,کرم,kukac
213,Spinne::N,عنکبوت,pók
214,Ameise::N,مورچه,hangya
215,Laus::N,شپش,tetű
216,Mücke::N,پشه,szúnyog
217,Fliege::N,مگس,légy
218,Schmetterling::N,پروانه,lepke
219,Schmetterling::N,پروانه,pillangó
220,Beere::N,گیله,bogyó
221,Apfel::N,سیب,alma
222,Pilz::N,قارچ,gomba
223,Zwiebel::N,پیاز,hagyma
224,Saat::N,بذر,vetőmag
225,Korn::N,تخم,mag
226,Korn::N,تخم,szem
227,Korn::N,دانه,mag
228,Korn::N,دانه,szem
229,Heu::N,علف خشک,széna
230,Schale::N,پوست,héj
231,Grube::N,گودال,verem
232,Falle::N,دام,csapda
233,Schlinge::N,حلقه,tőr
234,Spur::N,رد,nyom
235,Asche::N,خاکستر,hamu
236,Dreck::N,کثافت,sár
237,Dreck::N,کثافت,piszok
238,Eisen::N,آهن,vas
239,Gold::N,زر,arany
240,Gold::N,طلا,arany
241,Silber::N,نقره,ezüst
242,Kohle::N,زغال,szén
243,Glas::N,شیشه,üveg
244,Lehm::N,گل,agyag
245,Lehm::N,گل,vályog
246,Sand::N,شن,homok
247,Sand::N,ماسه,homok
248,Mensch::N,آدم,ember
249,Mensch::N,انسان,ember
250,Mann::N,مرد,úr
251,Mann::N,مرد,férfi
252,Frau::N,زن,nő
253,Frau::N,زن,asszony
254,Kind::N,بچه,gyerek
255,Kind::N,بچه,gyermek
256,Kind::N,کودک,gyerek
257,Kind::N,کودک,gyermek
258,Junge::N,پسر,fiú
259,Mädchen::N,دختر,lány
260,Familie::N,فامیل,család
261,Familie::N,خانواده,család
262,Großvater::N,پدربزرگ,nagyapa
263,Großmutter::N,مادر‌بزرگ,nagyanya
264,Eltern::N,والدین,szülők
265,Eltern::N,پدر‌و‌مادر,szülők
266,Vater::N,پدر,apa
267,Vater::N,پدر,atya
268,Mutter::N,مادر,anya
269,Sohn::N,پسر,fiú
270,Tochter::N,دختر,lány
271,Bruder::N,برادر,fivér
272,Bruder::N,برادر,testvér
273,Schwester::N,خواهر,nővér
274,Schwester::N,خواهر,lánytestvér
275,Onkel::N,عمو,nagybácsi
276,Onkel::N,دایی,nagybácsi
277,Tante::N,عمه,nagynéni
278,Tante::N,خاله,nagynéni
279,Ehemann::N,همسر,férj
280,Ehefrau::N,همسر,feleség
281,Freude::N,شادی,öröm
282,Gelächter::N,خنده,nevetés
283,Gelächter::N,خنده,hahotázás
284,Gelächter::N,قاه‌قاه,nevetés
285,Gelächter::N,قاه‌قاه,hahotázás
286,Glück::N,اقبال,boldogság
287,Kummer::N,غم,bánat
288,Kummer::N,غصه,bánat
289,Wunsch::N,آرزو,óhaj
290,Lust::N,هوس,kedv
291,Geist::N,روح,elme
292,Geist::N,روح,szellem
293,Gedanke::N,فکر,gondolat
294,Gedächtnis::N,حافظه,emlékezet
295,Verstand::N,هوش,ész
296,Verstand::N,هوش,értelem
297,Sinn::N,معنا,értelem
298,Sinn::N,مفهوم,értelem
299,Grund::N,سبب,ok
300,Grund::N,سبب,alap
301,Grund::N,دلیل,ok
302,Grund::N,دلیل,alap
303,Wahrheit::N,حقیقت,igaz
304,Wahrheit::N,حقیقت,igazság
305,Gespräch::N,صحبت,beszélgetés
306,Gespräch::N,گفتگو,beszélgetés
307,Märchen::N,قصه,mese
308,Märchen::N,افسانه,mese
309,Erzählung::N,داستان,elbeszélés
310,Nachricht::N,خبر,hír
311,Nachricht::N,خبر,híradás
312,Neuigkeit::N,خبر تازه,újság
313,Name::N,اسم,név
314,Rätsel::N,معما,rejtvény
315,Rede::N,سخن,beszéd
316,Rede::N,سخن,szónoklat
317,Sprache::N,زبان,nyelv
318,Stimme::N,صدا,hang
319,Wort::N,کلمه,szó
320,Zeichen::N,نشان,jel
321,Zeichen::N,علامت,jel
322,Ruf::N,صدا,kiáltás
323,Lärm::N,هیاهو,zaj
324,Laut::N,صدا,hang
325,Ton::N,آهنگ,hang
326,Lied::N,آواز,dal
327,Lied::N,آواز,ének
328,Lied::N,ترانه,dal
329,Lied::N,ترانه,ének
330,Ruhe::N,آرامش,csend
331,Ruhe::N,آرامش,nyugalom
332,Leute::N,مردم,emberek
333,Volk::N,خلق,nép
334,Arbeit::N,کار,dolog
335,Gast::N,مهمان,vendég
336,Geschenk::N,هدیه,ajándék
337,Spiel::N,بازی,játék
338,Gesellschaft::N,جمعیت,társaság
339,Hilfe::N,کمک,segítség
340,Freund::N,دوست,barát
341,Kamerad::N,رفیق,társ
342,Angelegenheit::N,امر,ügy
343,Angelegenheit::N,قضیه,ügy
344,Anzahl::N,عده,szám
345,Anzahl::N,شمار,szám
346,Art::N,نوع,faj
347,Art::N,نوع,fajta
348,Stück::N,تکه,darab
349,Stück::N,قطعه,darab
350,Teil::N,بخش,rész
351,Teil::N,قسمت,rész
352,Hälfte::N,نیم,fél
353,Kreis::N,حلقه,kör
354,Kreis::N,دایره,kör
355,Kreuz::N,صلیب,kereszt
356,Linie::N,خط,vonal
357,Linie::N,سطر,vonal
358,Strich::N,خط,vonás
359,Abstand::N,فاصله,köz
360,Entfernung::N,مسافت,távolság
361,Gegend::N,منطقه,táj
362,Gegend::N,منطقه,vidék
363,Platz::N,گنجایش,hely
364,Ort::N,جا,hely
365,Ort::N,محل,hely
366,Ort::N,مکان,hely
367,Seite::N,طرف,fél
368,Seite::N,طرف,oldal
369,Mitte::N,وسط,közép
370,Mitte::N,میان,közép
371,Gegenstand::N,چیز,tárgy
372,Sache::N,چیز,dolog
373,Rand::N,کنار,szél
374,Rand::N,کنار,perem
375,Rand::N,کنار,szegély
376,Rand::N,حاشیه,szél
377,Rand::N,حاشیه,perem
378,Rand::N,حاشیه,szegély
379,Kante::N,لبه,él
380,Ecke::N,گوشه,sarok
381,Ecke::N,گوشه,szöglet
382,Spitze::N,سر,csúcs
383,Spitze::N,نوک,csúcs
384,Ende::N,ته,vég
385,Ende::N,آخر,vég
386,Loch::N,سوراخ,lyuk
387,Winkel::N,کنج,szög
388,Muster::N,نقش,minta
389,Größe::N,قد,nagyság
390,Größe::N,بزرگی,nagyság
391,Länge::N,طول,hossz
392,Länge::N,طول,hosszúság
393,Höhe::N,بلندی,magasság
394,Gewicht::N,وزن,súly
395,Menge::N,مقدار,sokaság
396,Menge::N,مقدار,mennyiség
397,Menge::N,اندازه,sokaság
398,Menge::N,اندازه,mennyiség
399,Haufen::N,توده,halom
400,Reihe::N,ردیف,sor
401,Boot::N,قایق,csónak
402,Ruder::N,پارو,evező
403,Schlitten::N,سورتمه,szánkó
404,Ski::N,اسکی,sí
405,Lagerfeuer::N,آتش,tábortűz
406,Last::N,بار,teher
407,Last::N,سنگینی,teher
408,Gang::N,راه رفتن,járás
409,Schritt::N,قدم,lépés
410,Norden::N,شمال,észak
411,Süden::N,جنوب,dél
412,Westen::N,غرب,nyugat
413,Osten::N,شرق,kelet
414,Holz::N,چوب,fa
415,Brett::N,تخته,deszka
416,Platte::N,صفحه,lap
417,Platte::N,صفحه,lemez
418,Stütze::N,تکیه,támasz
419,Stütze::N,تکیه,támaszték
420,Stange::N,میله,rúd
421,Stange::N,میله,pózna
422,Stock::N,چوب,pálca
423,Stab::N,عصا,bot
424,Rohr::N,لوله,cső
425,Haus::N,منزل,ház
426,Heim::N,خانه,otthon
427,Heim::N,کاشانه,otthon
428,Ofen::N,بخاری,kályha
429,Fußboden::N,کف اتاق,padló
430,Tisch::N,میز,asztal
431,Stuhl::N,صندلی,szék
432,Wiege::N,گهواره,bölcső
433,Bett::N,تختخواب,ágy
434,Regal::N,قفسه,polc
435,Regal::N,قفسه,állvány
436,Kiste::N,صندوق,láda
437,Fenster::N,پنجره,ablak
438,Tür::N,در,ajtó
439,Tür::N,درب,ajtó
440,Tor::N,دروازه,kapu
441,Zaun::N,حصار,kerítés
442,Dach::N,بام,tető
443,Leiter::N,نردبان,létra
444,Besen::N,جارو,seprű
445,Spaten::N,بیل,ásó
446,Schaufel::N,بیل,lapát
447,Schaufel::N,پارو,lapát
448,Gabel::N,چنگال,villa
449,Löffel::N,قاشق,kanál
450,Messer::N,کارد,kés
451,Nagel::N,میخ,szeg
452,Netz::N,تور,háló
453,Netz::N,شبکه,háló
454,Haken::N,قلاب,kampó
455,Griff::N,دسته,nyél
456,Griff::N,دسته,fogantyú
457,Schloss::N,قفل,zár
458,Bild::N,عکس,kép
459,Bild::N,تصویر,kép
460,Figur::N,تندیس,alak
461,Puppe::N,عروسک,bábu
462,Beutel::N,کیسه,zacskó
463,Bündel::N,بسته,köteg
464,Tasche::N,کیف,táska
465,Eimer::N,سطل,vödör
466,Deckel::N,در,fedő
467,Deckel::N,در,fedél
468,Geschirr::N,ظرف,edény
469,Sack::N,گونی,zsák
470,Tasse::N,فنجان,csésze
471,Topf::N,دیگ,fazék
472,Topf::N,قابلمه,fazék
473,Kessel::N,دیگ,üst
474,Kessel::N,دیگ,bogrács
475,Essen::N,خوراک,evés
476,Essen::N,خوراک,étkezés
477,Nahrung::N,غذا,ennivaló
478,Speise::N,خوراک,étel
479,Fleisch::N,گوشت,hús
480,Getreide::N,غله,gabona
481,Brei::N,فرنی,pép
482,Brei::N,فرنی,kása
483,Brei::N,حریره,pép
484,Brei::N,حریره,kása
485,Brot::N,نان,kenyér
486,Scheibe::N,قاچ,szelet
487,Scheibe::N,لزگه,szelet
488,Fett::N,چربی,háj
489,Fett::N,چربی,zsír
490,Butter::N,کره,vaj
491,Öl::N,روغن,olaj
492,Salz::N,نمک,só
493,Suppe::N,آش,leves
494,Suppe::N,سوپ,leves
495,Honig::N,عسل,méz
496,Milch::N,شیر,tej
497,Tee::N,چای,tea
498,Leder::N,چرم,bőr
499,Wolle::N,پشم,gyapjú
500,Stoff::N,پارچه,szövet
501,Nadel::N,سوزن,tű
502,Faden::N,نخ,fonál
503,Knopf::N,دکمه,gomb
504,Knoten::N,گره,csomó
505,Farbe::N,رنگ,szín
506,Farbe::N,رنگ,festék
507,Kleidung::N,لباس,ruha
508,Kleidung::N,لباس,ruházat
509,Kleidung::N,پوشاک,ruha
510,Kleidung::N,پوشاک,ruházat
511,Hemd::N,پیراهن,ing
512,Kragen::N,یقه,gallér
513,Ärmel::N,آستین,ujj
514,Hose::N,شلوار,gatya
515,Hose::N,شلوار,nadrág
516,Gürtel::N,کمر‌بند,öv
517,Mütze::N,کلاه,sapka
518,Schuh::N,کفش,cipő
519,Stiefel::N,چکمه,csizma
520,Ring::N,حلقه,gyűrű
521,Ring::N,انگشتر,gyűrű
522,Band::N,نوار,szalag
523,Band::N,روبان,szalag
524,Kamm::N,شانه,fésű
525,Spiegel::N,آینه,tükör
526,Riemen::N,تسمه,szíj
527,Schnur::N,ریسمان,zsinór
528,Leine::N,قلاده,póráz
529,Decke::N,پتو,takaró
530,Kissen::N,بالش,párna
531,Tuch::N,شال,kendő
532,Handtuch::N,حوله,törülköző
533,Kraft::N,نیرو,erő
534,Stärke::N,زور,erő
535,Stärke::N,زور,erősség
536,Gesundheit::N,سلامتی,egészség
537,Gesundheit::N,تندرستی,egészség
538,Krankheit::N,بیماری,kór
539,Krankheit::N,بیماری,betegség
540,Schmerz::N,درد,fájdalom
541,Wunde::N,زخم,seb
542,Fieber::N,تب,láz
543,Arznei::N,دارو,orvosság
544,Arznei::N,دارو,gyógyszer
545,Brücke::N,پل,híd
546,Brunnen::N,چاه,kút
547,Weide::N,چراگاه,legelő
548,Pfad::N,راه,ösvény
549,Weg::N,راه,út
550,Weg::N,طریق,út
551,Straße::N,راه,út
552,Straße::N,جاده,út
553,Dorf::N,ده,falu
554,Dorf::N,روستا,falu
555,Stadt::N,شهر,város
556,Brief::N,نامه,levél
557,Buch::N,کتاب,könyv
558,Buchstabe::N,حرف,betű
559,Zeitung::N,روزنامه,újság
560,Zeitung::N,روزنامه,hírlap
561,Leben::N,عمر,élet
562,Leben::N,زندگی,élet
563,Tod::N,مرگ,halál
564,Grab::N,گور,sír
565,Grab::N,مزار,sír
566,Kirche::N,کلیسا,templom
567,Sünde::N,بزه,bűn
568,Sünde::N,بزه,vétek
569,Sünde::N,گناه,bűn
570,Sünde::N,گناه,vétek
571,Gott::N,خدا,isten
572,Arbeiter::N,کارگر,munkás
573,Chef::N,رئیس,főnök
574,Meister::N,استاد,mester
575,Arzt::N,پزشک,orvos
576,Lehrer::N,معلم,tanár
577,Lehrer::N,معلم,tanító
578,Lehrer::N,آموزگار,tanár
579,Lehrer::N,آموزگار,tanító
580,Geld::N,پول,pénz
581,Geschäft::N,کار,üzlet
582,Geschäft::N,بیزنس,üzlet
583,Laden::N,دکان,bolt
584,Laden::N,مغازه,bolt
585,Preis::N,بها,ár
586,Preis::N,قیمت,ár
587,Ware::N,جنس,áru
588,Ware::N,کالا,áru
589,Nutzen::N,مزیت,haszon
590,Nutzen::N,امتیاز,haszon
591,Reichtum::N,مال,gazdagság
592,Reichtum::N,ثروت,gazdagság
593,Welt::N,دنیا,világ
594,Land::N,کشور,ország
595,Land::N,مملکت,ország
596,Staat::N,دولت,állam
597,König::N,شاه,király
598,König::N,پادشاه,király
599,Macht::N,قدرت,hatalom
600,Macht::N,اختیار,hatalom
601,Grenze::N,مرز,határ
602,Krieg::N,جنگ,háború
603,Feind::N,دشمن,ellenség
604,Gewalt::N,زور,erőszak
605,Gewalt::N,خشونت,erőszak
606,Kampf::N,نبرد,harc
607,Kampf::N,مبارزه,harc
608,Bogen[Waffe]::N,کمان,íj
609,Pfeil::N,تیر,nyíl
610,Gewehr::N,تفنگ,puska
611,Gewehr::N,تفنگ,fegyver
612,Fehler::N,غلط,hiba
613,Fehler::N,اشتباه,hiba
614,Lüge::N,دروغ,hazugság
615,Schaden::N,آسیب,kár
616,Schaden::N,خسارت,kár
617,Unglück::N,بلا,csapás
618,Unglück::N,بلا,balszerencse
619,Schuld::N,گناه,bűn
620,Schuld::N,تقصیر,bűn
621,Alter::N,سن,kor
622,Alter::N,عمر,kor
623,Schluss::N,انتها,vég
624,Schluss::N,انتها,befejezés
625,Zeit::N,وقت,idő
626,Zeit::N,زمان,idő
627,Tag::N,روز,nap
628,Morgen::N,صبح,reggel
629,Mittag::N,ظهر,dél
630,Abend::N,شب,este
631,Abend::N,عصر,este
632,Nacht::N,شب,éj
633,Nacht::N,شب,éjszaka
634,Woche::N,هفته,hét
635,Monat::N,ماه,hó
636,Monat::N,ماه,hónap
637,Jahr::N,سال,év
638,Frühling::N,بهار,tavasz
639,Sommer::N,تابستان,nyár
640,Herbst::N,پاییز,ősz
641,Winter::N,زمستان,tél
642,Januar::N,ژانویه,január
643,Februar::N,فوریه,február
644,März::N,مارس,március
645,April::N,آوریل,április
646,Mai::N,مه,május
647,Juni::N,ژوئن,június
648,Juli::N,ژویه,július
649,August::N,اوت,augusztus
650,September::N,سپتامبر,szeptember
651,Oktober::N,اکتبر,október
652,November::N,نوامبر,november
653,Dezember::N,دسامبر,december
654,Montag::N,دو‌شنبه,hétfő
655,Dienstag::N,سه‌شنبه,kedd
656,Mittwoch::N,چهار‌شنبه,szerda
657,Donnerstag::N,پنج شنبه,csütörtök
658,Freitag::N,جمعه,péntek
659,Samstag::N,شنبه,szombat
660,Sonntag::N,یکشنبه,vasárnap
661,groß::A,بزرگ,nagy
662,klein::A,کوچک,pici
663,klein::A,کوچک,kicsi
664,lang::A,بلند,hosszú
665,kurz::A,کوتاه,rövid
666,breit::A,پهن,széles
667,schmal::A,تنگ,keskeny
668,schmal::A,نازک,keskeny
669,dicht::A,چگال,sűrű
670,dicht::A,انبوه,sűrű
671,dick[Gegenstand]::A,ضخیم,vastag
672,dünn::A,نازک,vékony
673,fein::A,ریز,vékony
674,fein::A,باریک,vékony
675,fest::A,محکم,szilárd
676,flach::A,صاف,sík
677,flach::A,صاف,lapos
678,flach::A,مسطح,sík
679,flach::A,مسطح,lapos
680,glatt::A,لیز,sima
681,hart::A,سفت,kemény
682,weich::A,نرم,puha
683,weich::A,ملایم,puha
684,rund::A,گرد,kerek
685,spitz::A,تیز,hegyes
686,spitz::A,نوک‌تیز,hegyes
687,scharf::A,تیز,éles
688,scharf::A,برنده,éles
689,stumpf::A,کند,tompa
690,stumpf::A,کند,életlen
691,schwer::A,سنگین,nehéz
692,schwer::A,سنگین,súlyos
693,schön::A,زیبا,szép
694,heiß::A,داغ,forró
695,warm::A,گرم,meleg
696,kalt::A,سرد,hideg
697,kühl::A,خنک,hűs
698,kühl::A,خنک,hűvös
699,frisch::A,تازه,üde
700,frisch::A,تازه,friss
701,feucht::A,مرطوب,nedves
702,nass::A,تر,vizes
703,nass::A,خیش,vizes
704,trocken::A,خشک,száraz
705,voll::A,پر,telt
706,leer::A,خالی,üres
707,offen::A,باز,nyílt
708,offen::A,باز,nyitott
709,geschlossen::A,بسته,zárt
710,geschlossen::A,بسته,csukott
711,sauber::A,پاک,tiszta
712,sauber::A,تمیز,tiszta
713,schmutzig::A,کثیف,piszkos
714,schmutzig::A,کثیف,szennyes
715,schmutzig::A,آلوده,piszkos
716,schmutzig::A,آلوده,szennyes
717,roh::A,خام,nyers
718,reif::A,رسیده,érett
719,lecker::A,لذیذ,finom
720,lecker::A,خوشمزه,finom
721,süß::A,شیرین,édes
722,bitter::A,تلخ,keserű
723,sauer::A,ترش,savanyú
724,hell::A,روشن,világos
725,dunkel::A,تاریک,sötét
726,schwarz::A,سیاه,fekete
727,weiß::A,سفید,fehér
728,rot::A,سرخ,vörös
729,rot::A,قرمز,vörös
730,gelb::A,زرد,sárga
731,blau::A,آبی,kék
732,grün::A,سبز,zöld
733,grau::A,طوسی,ősz
734,grau::A,طوسی,szürke
735,grau::A,خاکستری,ősz
736,grau::A,خاکستری,szürke
737,bunt::A,رنگارنگ,tarka
738,bunt::A,رنگارنگ,színes
739,billig::A,ارزان,olcsó
740,teuer::A,گران,drága
741,wertvoll::A,قیمتی,értékes
742,wertvoll::A,گرانبها,értékes
743,blind::A,کور,vak
744,blind::A,نابینا,vak
745,taub::A,کر,süket
746,taub::A,ناشنوا,süket
747,kräftig::A,قوی,erős
748,stark::A,قوی,erős
749,stark::A,نیرومند,erős
750,schwach::A,ضعیف,gyenge
751,schwach::A,ضعیف,erőtlen
752,fett::A,چرب,hájas
753,schlank::A,باریک‌اندام,karcsú
754,hübsch::A,قشنگ,csinos
755,hübsch::A,خوشگل,csinos
756,böse::A,بد,rossz
757,böse::A,بد,gonosz
758,dumm::A,احمق,buta
759,dumm::A,احمق,ostoba
760,faul::A,لش,lusta
761,faul::A,تنبل,lusta
762,fleißig::A,زرنگ,szorgalmas
763,geizig::A,خسیس,fukar
764,geizig::A,خسیس,fösvény
765,klug::A,عاقل,okos
766,klug::A,عاقل,eszes
767,klug::A,باهوش,okos
768,klug::A,باهوش,eszes
769,geschickt::A,ماهر,ügyes
770,lieb::A,عزیز,drága
771,lieb::A,عزیز,kedves
772,lustig::A,شاد,víg
773,lustig::A,شاد,vidám
774,lustig::A,خوشحال,víg
775,lustig::A,خوشحال,vidám
776,sanft::A,لطیف,enyhe
777,hungrig::A,گرسنه,éhes
778,krank::A,مریض,beteg
779,krank::A,بیمار,beteg
780,nackt::A,لخت,csupasz
781,nackt::A,لخت,meztelen
782,nackt::A,برهنه,csupasz
783,nackt::A,برهنه,meztelen
784,traurig::A,غمگین,bús
785,traurig::A,غمگین,szomorú
786,lebendig::A,زنده,élő
787,gut::A,خوب,jó
788,schlecht::A,بد,rossz
789,richtig::A,درست,helyes
790,schlimm::A,وخيم,rossz
791,wahr::A,درست,igaz
792,wahr::A,حقیقی,igaz
793,alt::A,کهنه,ó
794,alt::A,کهنه,régi
795,neu::A,نو,új
796,ehemalig::A,قبلی,volt
797,ehemalig::A,قبلی,egykori
798,alt[Lebewesen]::A,پیر,öreg
799,jung::A,جوان,fiatal
800,arm::A,فقیر,szegény
801,reich::A,پولدار,gazdag
802,reich::A,ثروتمند,gazdag
803,bekannt::A,آشنا,ismert
804,bekannt::A,آشنا,ismeretes
805,bekannt::A,معلوم,ismert
806,bekannt::A,معلوم,ismeretes
807,berühmt::A,مشهور,híres
808,fremd::A,خارجی,idegen
809,fremd::A,بیگانه,idegen
810,verschieden::A,مختلف,különböző
811,verschieden::A,متفاوت,különböző
812,nah::A,نزدیک,közeli
813,fern::A,دور,távoli
814,linker::A,چپ,bal
815,rechter::A,راست,jobb
816,anderer::A,دیگر,más
817,anderer::A,دیگر,másik
818,erster::A,اول,első
819,zweiter::A,دوم,második
820,dritter::A,سوم,harmadik
821,letzter::A,آخر,utolsó
822,allein::ADV,تنها,egyedül
