,Concept_ID,lbe,xal
182,Fliege::N,зимиз,батхн
183,Schmetterling::N,чӏимучӏали,эрвәкә
184,Beere::N,хӏаллил ахъулсса,бөөлҗрһн
185,Apfel::N,гьивч,альмн
186,Pilz::N,ттуккул иис,теңгрин ки
187,Zwiebel::N,лаччул чсмусул бакӏ,мәңгрснә толһа
188,Saat::N,гьанна,буудян экн
189,Korn::N,къама,экн
190,Heu::N,ххулув,өвсн
191,Schale::N,ккиртту,хальсн
192,Grube::N,кӏаланг,нүкн
193,Falle::N,къатӏа,урх
194,Falle::N,къатӏа,хавх
195,Schlinge::N,хӏатӏ,бүтү
196,Spur::N,ша,мөр
197,Asche::N,лах,үмсн
198,Dreck::N,кьяркьи,бальчг
199,Dreck::N,венп,бальчг
200,Eisen::N,мах,төмр
201,Gold::N,муси,алтн
202,Silber::N,арцу,мөңгн
203,Silber::N,арцу,цаһан мөңгн
204,Kohle::N,кӏалаш,нүүрсн
205,Kohle::N,хъуручӏ,нүүрсн
206,Glas::N,пюрун,шил
207,Lehm::N,сина аьрщи,шавр
208,Sand::N,къун,элсн
209,Mensch::N,инсан,күн
210,Mensch::N,инсан,күмн
211,Mann::N,чув,эр
212,Mann::N,адимина,эр
213,Frau::N,щарсса,күүкд күн
214,Frau::N,хъамитайпа,күүкд күн
215,Kind::N,чӏиви оьрчӏ,үрн
216,Junge::N,оьрчӏ,көвүн
217,Junge::N,бурхьин оьрчӏ,көвүн
218,Mädchen::N,душ,бичкн күүкн
219,Familie::N,кулпат,бүл
220,Großvater::N,ттатта,өвк эцк
221,Großvater::N,ттатта,наһц эцк
222,Großvater::N,ниттил ппу,өвк эцк
223,Großvater::N,ниттил ппу,наһц эцк
224,Großmutter::N,буттал нину,эмг эк
225,Großmutter::N,буттал нину,наһц эк
226,Eltern::N,нину-ппу,эк эцк хойр
227,Vater::N,ппу,эцк
228,Mutter::N,нину,эк
229,Sohn::N,арс,көвүн
230,Tochter::N,душ,күүкн
231,Bruder::N,уссу,дү көвүн
232,Schwester::N,ссу,эгч
233,Schwester::N,ссу,дү күүкн
234,Onkel::N,буттауссу,авһ
235,Onkel::N,буттауссу,наһцх
236,Tante::N,буттал ссу,наһц эгч
237,Ehemann::N,лас,залу
238,Ehefrau::N,щар,гергн
239,Ehefrau::N,щарсса,гергн
240,Freude::N,шадшиву,байр
241,Freude::N,ххаришиву,байр
242,Gelächter::N,хъяхъаву,инәдн
243,Glück::N,талихӏ,җирһл
244,Glück::N,талихӏ,сәәхн җирһл
245,Kummer::N,дард,зовлң
246,Wunsch::N,мурад,дурн
247,Lust::N,гьавас,җилвтлһн
248,Lust::N,ччаву,җилвтлһн
249,Geist::N,рухӏ,зөрг
250,Gedanke::N,пикри,ухан
251,Gedächtnis::N,дакӏний личӏаву,чееҗин тодлвр
252,Verstand::N,аькьлу,ухан
253,Sinn::N,мяъна,учр-утх
254,Grund::N,багьана,учр
255,Grund::N,багьана,шалтан
256,Wahrheit::N,тӏайламур,үнн
257,Wahrheit::N,хӏакьмур,үнн
258,Gespräch::N,ихтилат,күүндвүр
259,Märchen::N,магьа,тууль
260,Erzählung::N,хавар,келвр
261,Nachricht::N,хавар,медүллһн
262,Neuigkeit::N,хавар,зәңг
263,Name::N,цӏа,нерн
264,Rätsel::N,ссигьа,тәәлвртә тууль
265,Rede::N,гъалгъа,келлһн
266,Sprache::N,маз,келн
267,Stimme::N,чӏу,дун
268,Stimme::N,чӏукӏа,дун
269,Wort::N,махъ,үг
270,Zeichen::N,лишан,темдг
271,Lärm::N,чӏу,шууган
272,Laut::N,чӏу,ә
273,Ton::N,чӏу,дун
274,Lied::N,балай,дун
275,Ruhe::N,дигьалагру,амулң
276,Leute::N,инсантал,әмтн
277,Volk::N,ил,улс
278,Volk::N,халкь,улс
279,Arbeit::N,заву,көдлмш
280,Gast::N,хъамаличу,гиич
281,Geschenk::N,бухчакарши,белг
282,Geschenk::N,лажинккакку,белг
283,Spiel::N,тӏуркӏу,наадн
284,Gesellschaft::N,жямат,олн
285,Gesellschaft::N,ккуран,олн
286,Hilfe::N,кумаг,нөкд
287,Freund::N,дус,иньг
288,Kamerad::N,хӏаласу,үр
289,Angelegenheit::N,иш,керг
290,Anzahl::N,аьдад,то
291,Art::N,жинс,зүүл
292,Stück::N,касак,хусг
293,Teil::N,бутӏа,хүв
294,Hälfte::N,дачӏи,өрәл
295,Kreis::N,кюрщан,төгрг
296,Kreuz::N,ххач,кирс
297,Linie::N,щва,зурасн
298,Strich::N,щва,татасн
299,Abstand::N,манзил,зә
300,Entfernung::N,манзил,һазр
301,Gegend::N,кӏану,һазр
302,Ort::N,кӏану,бәәрн
303,Seite::N,чул,тал
304,Seite::N,чул,хаҗу
305,Seite::N,чул,хәврһ
306,Seite::N,чулухалу,тал
307,Seite::N,чулухалу,хаҗу
308,Seite::N,чулухалу,хәврһ
309,Mitte::N,дя,дунд
310,Gegenstand::N,зат,юмн
311,Sache::N,зат,юмн
312,Rand::N,зума,зах
313,Ecke::N,мурцӏу,өнцг
314,Spitze::N,мицӏ,үзүр
315,Ende::N,зума,үзүр
316,Loch::N,ккутӏ,хаһрха
317,Winkel::N,мурцӏу,булң
318,Muster::N,накьич,намч
319,Länge::N,лахъишиву,ут
320,Höhe::N,лахъшиву,өндр
321,Gewicht::N,дуццин,күнд
322,Gewicht::N,дуццин,чиңнүр
323,Gewicht::N,кӏушиву,күнд
324,Gewicht::N,кӏушиву,чиңнүр
325,Haufen::N,бакӏу,ова
326,Reihe::N,кьюкьа,зерг
327,Reihe::N,кьюкьа,зерглән
328,Boot::N,луткка,оңһц
329,Ruder::N,весло,хәәв
330,Ruder::N,чӏатӏа,хәәв
331,Schlitten::N,чана,цан
332,Schlitten::N,санкка,цан
333,Ski::N,лижарду,лыҗ
334,Lagerfeuer::N,къавтӏн,костёр
335,Last::N,гьиву,күнд
336,Gang::N,нанаву,йовлһн
337,Schritt::N,ша,ишкм
338,Norden::N,ухссав,ар үзг
339,Norden::N,ухссавнил чулухалу,ар үзг
340,Süden::N,кьилва,өмн
341,Süden::N,кьилва,өмн үзг
342,Westen::N,баргълагавал,барун
343,Westen::N,баргълагавал,барун үзг
344,Westen::N,баргълагавал чул,барун
345,Westen::N,баргълагавал чул,барун үзг
346,Osten::N,баргъбуккай чулухалу,зүн
347,Osten::N,баргъбуккай чулухалу,зүн үзг
348,Holz::N,тӏама,модн
349,Brett::N,тахта,харһа
350,Platte::N,гъуни,хавтха чолун
351,Stütze::N,гьалакӏу,тулг
352,Stange::N,къазихъ,уньн
353,Stock::N,ттархь,модн
354,Stab::N,ччантӏакъу,шуург
355,Rohr::N,бургъу,турва
356,Haus::N,къатта,гер
357,Heim::N,къатта,гер-бул
358,Ofen::N,пач,беш
359,Fußboden::N,чӏанкъатта,девскр
360,Tisch::N,усттул,ширә
361,Stuhl::N,кӏану,стул
362,Wiege::N,оьрчӏал кӏану,өлгә
363,Wiege::N,оьрчӏал кӏану,дүүҗң
364,Bett::N,тах,орн
365,Bett::N,тах,орндг
366,Regal::N,чӏаму,таг
367,Regal::N,чӏаму,тәвц
368,Kiste::N,яшикӏ,яршг
369,Kiste::N,къурши,яршг
370,Fenster::N,чӏавахьулу,терз
371,Tür::N,нуз,үүдн
372,Tür::N,нузкьун,үүдн
373,Tor::N,къапу,үүдн
374,Tor::N,къапу,өргн үүдн
375,Tor::N,къапу,хашан үүдн
376,Tor::N,дарваза,үүдн
377,Tor::N,дарваза,өргн үүдн
378,Tor::N,дарваза,хашан үүдн
379,Zaun::N,дайгьузанну,хаша
380,Dach::N,магъи,деевр
381,Dach::N,цӏиялу,деевр
382,Leiter::N,чуртту,шат
383,Leiter::N,чуртту,давшур
384,Besen::N,чӏатлу,сәвүр
385,Spaten::N,бил,күрз
386,Schaufel::N,чӏатӏа,совг
387,Gabel::N,гьиссилу,серә
388,Löffel::N,къуса,ухр
389,Messer::N,чӏила,утх
390,Nagel::N,мяр,хадасн
391,Netz::N,къери,гөлм
392,Haken::N,къича,дегә
393,Griff::N,куяму,иш
394,Griff::N,куяму,бәрүл
395,Schloss::N,кьункьула,оньс
396,Bild::N,сурат,зург
397,Puppe::N,ссихьу,наадһа
398,Beutel::N,чантай,мишг
399,Bündel::N,гьи,багла
400,Bündel::N,гьи,боодһа
401,Bündel::N,къар,багла
402,Bündel::N,къар,боодһа
403,Eimer::N,бадра,суулһ
404,Deckel::N,къапаза,бүркәсн
405,Geschirr::N,пюрунчӏул,сав
406,Geschirr::N,пюрунчӏул,сав-сарх
407,Geschirr::N,тӏахӏникӏичӏу,сав
408,Geschirr::N,тӏахӏникӏичӏу,сав-сарх
409,Sack::N,къап,мишг
410,Sack::N,дарваг,мишг
411,Tasse::N,пижан,ааһ
412,Tasse::N,пинжан,ааһ
413,Tasse::N,инкираччатӏи,ааһ
414,Tasse::N,цинцилттал бушкъап,ааһ
415,Topf::N,кӏункӏур,кастрюль
416,Kessel::N,чаг,хәәсн
417,Kessel::N,кӏункӏур,хәәсн
418,Essen::N,дукия,зоогллһн
419,Essen::N,дукин,зоогллһн
420,Nahrung::N,дукра,теҗәл
421,Speise::N,дукра,хот
422,Fleisch::N,дикӏ,махн
423,Getreide::N,къама,хот болҗ эдлгддг цецгүдтә урһмл
424,Brei::N,ккурч,хаш
425,Brot::N,ччатӏ,өдмг
426,Scheibe::N,парча,зүсм
427,Fett::N,аьгъушиву,өөкн
428,Butter::N,нагь,тосн
429,Butter::N,лагаву,тосн
430,Salz::N,цӏву,давсн
431,Suppe::N,накь,шөлн
432,Honig::N,ницӏ,бал
433,Milch::N,накӏ,үсн
434,Tee::N,чяй,цә
435,Leder::N,бурчу,арсн
436,Wolle::N,ппал,утцн
437,Wolle::N,ппал,эд
438,Stoff::N,янна,эд
439,Nadel::N,ххалаххи,зүн
440,Faden::N,ххал,утцн
441,Knopf::N,банд,товч
442,Knoten::N,къурхъ,зәңгдә
443,Farbe::N,сир,будг
444,Kleidung::N,янна,хувцн
445,Kleidung::N,янна,хувц-хунр
446,Kleidung::N,лаххия,хувцн
447,Kleidung::N,лаххия,хувц-хунр
448,Hemd::N,гьухъа,киилг
449,Kragen::N,дарвач,зах
450,Ärmel::N,кахха,ханцн
451,Hose::N,хӏажак,шалвур
452,Gürtel::N,мухӏлу,бүс
453,Mütze::N,кьяпа,махла
454,Stiefel::N,чакма,һосн
455,Ring::N,кӏисса,билцг
456,Band::N,линт,лент
457,Kamm::N,ттарал,сам
458,Spiegel::N,дагьани,толь
459,Riemen::N,эн,бүс
460,Schnur::N,хьхьа,деесн
461,Decke::N,виргъан,көнҗл
462,Kissen::N,кӏаралу,дер
463,Tuch::N,карщи,альчур
464,Handtuch::N,калихьу,полотенц
465,Handtuch::N,калихьу,һар-нүүрин альчур
466,Handtuch::N,лажинлихьу,полотенц
467,Handtuch::N,лажинлихьу,һар-нүүрин альчур
468,Kraft::N,эллаж,күчн
469,Stärke::N,гуж,чидл
470,Gesundheit::N,цӏуллу-сагъшиву,эрүл-менд
471,Krankheit::N,къашайшиву,өвчн
472,Schmerz::N,къюву,өвдлһн
473,Wunde::N,щаву,шав
474,Fieber::N,кӏиришиву,безг
475,Arznei::N,дару,эм
476,Brücke::N,ламу,тагт
477,Brunnen::N,къуй,худг
478,Weide::N,бизантту,малын идг
479,Pfad::N,жегъир ххуллу,цувг
480,Weg::N,ххуллу,хаалһ
481,Straße::N,ххуллу,зам
482,Dorf::N,щар,хотн
483,Dorf::N,шяравалу,хотн
484,Stadt::N,шагьру,балһсн
485,Brief::N,чагъар,бичг
486,Buch::N,лу,дегтр
487,Buchstabe::N,хӏарп,үзг
488,Zeitung::N,кказит,газет
489,Leben::N,оьрму,җирһл
490,Tod::N,ажал,үкл
491,Tod::N,ажал,өңгрлһн
492,Tod::N,бивкӏу,үкл
493,Tod::N,бивкӏу,өңгрлһн
494,Tod::N,ивчӏаву,үкл
495,Tod::N,ивчӏаву,өңгрлһн
496,Grab::N,гьав,оршалһна нүкн
497,Kirche::N,килиса,чонҗ
498,Sünde::N,бунагъ,нүл
499,Sünde::N,бунагъ,килнц
500,Gott::N,зал,бурхн
501,Arbeiter::N,зузала,көдлмшч
502,Chef::N,ялувма,толһач
503,Meister::N,усттар,урн
504,Arzt::N,хӏакин,эмч
505,Lehrer::N,учитель,багш
506,Geld::N,арцу,мөңгн
507,Geschäft::N,даву,көдлмш
508,Laden::N,ттучан,лавк
509,Preis::N,багъа,үн
510,Ware::N,хъус,эд-тавр
511,Nutzen::N,хайр,олз
512,Nutzen::N,мюнпат,олз
513,Reichtum::N,давлат,зөөр
514,Reichtum::N,аваданшиву,зөөр
515,Welt::N,дуниял,орчлң
516,Welt::N,дуниял,делкә
517,Land::N,билаят,орн-нутг
518,Staat::N,паччахӏлугъ,государств
519,Macht::N,власть,йосн
520,Grenze::N,дазу,меҗә
521,Krieg::N,дяъви,дән
522,Feind::N,душман,дәәсн
523,Gewalt::N,къия,күч һарһлһн
524,Kampf::N,лачӏуи уккаву,ноолдан
525,Kampf::N,лачӏуи уккаву,бәрлдлһн
526,Bogen[Waffe]::N,ккуртта,саадг
527,Pfeil::N,чӏатӏаракӏ,сумн
528,Gewehr::N,ттупанг,бу
529,Fehler::N,гъалатӏ,алдг
530,Lüge::N,щялмахъ,худл
531,Schaden::N,зарал,хорлт
532,Unglück::N,бала,гүрм
533,Schuld::N,тахсир,гем
534,Schuld::N,тахсир,буру
535,Alter::N,оьрму,насн
536,Schluss::N,ахир,чилгч
537,Zeit::N,чӏун,цаг
538,Tag::N,кьини,өдр
539,Morgen::N,кӏюрх,өрүн
540,Mittag::N,ахттайн,үд
541,Mittag::N,дяахттайн,үд
542,Mittag::N,ахттайн чӏун,үд
543,Abend::N,маркӏачӏан,асхн
544,Nacht::N,хьхьу,сө
545,Woche::N,нюжмар,долан хонг
546,Monat::N,барз,сар
547,Jahr::N,шин,җил
548,Frühling::N,инт,хавр
549,Sommer::N,гъи,зун
550,Herbst::N,ссут,намр
551,Winter::N,кӏи,үвл
552,Januar::N,цалчинмур барз,январь
553,Februar::N,кӏилчинмур барз,февраль
554,März::N,шамилчинмур барз,март
555,März::N,шамилчинмур барз,моһа сар
556,April::N,апрель,апрель
557,April::N,мукьилчинмур барз,апрель
558,Mai::N,май,май
559,Mai::N,ххюлчинмур барз,май
560,Juni::N,июнь,июнь
561,Juni::N,июнь,мөчн сар
562,Juni::N,ряххилчинмур барз,июнь
563,Juni::N,ряххилчинмур барз,мөчн сар
564,Juli::N,июль,июль
565,Juli::N,Арулчинмур барз,июль
566,August::N,мяйлчинмур барз,август
567,September::N,урчӏилчинмур барз,һаха сар
568,Oktober::N,ацӏилчинмур барз,октябрь
569,November::N,ацӏния цалчинмур барз,ноябрь
570,November::N,ацӏния цалчинмур барз,үкр сар
571,Dezember::N,ацӏния кӏилчинмур барз,бар сар
572,Montag::N,итин,понедельник
573,Montag::N,итин кьини,понедельник
574,Dienstag::N,тталат,вторник
575,Dienstag::N,тталат кьини,вторник
576,Mittwoch::N,арвахӏ,среда
577,Mittwoch::N,арвахӏ,үлмҗ өдр
578,Donnerstag::N,хамис,четверг
579,Donnerstag::N,хамис,пүрвә өдр
580,Freitag::N,нюжмар,пятниц
581,Freitag::N,нюжмар кьини,пятниц
582,Samstag::N,ххуллун,суббот
583,Samstag::N,ххуллун кьини,суббот
584,Sonntag::N,алхӏат,нарн өдр
585,Sonntag::N,алхӏат,воскресень
586,Sonntag::N,алхӏат кьини,нарн өдр
587,Sonntag::N,алхӏат кьини,воскресень
588,groß::A,бугъарасса,ик
589,klein::A,чӏивисса,бичкн
590,lang::A,лахъисса,ут
591,kurz::A,кутӏасса,оһтр
592,breit::A,уттасса,өргн
593,schmal::A,уттакӏюласса,уутьхн
594,dicht::A,ццунсса,нигт
595,dick[Gegenstand]::A,ганзсса,зузан
596,dünn::A,кӏюласса,нимгн
597,fest::A,цӏакьсса,бат
598,fest::A,кьянкьасса,бат
599,flach::A,баягъисса,хавтха
600,flach::A,цӏубакъасса,хавтха
601,flach::A,куртӏ дакъасса,хавтха
602,glatt::A,дюрчӏусса,тегш
603,glatt::A,дюрчӏусса,тиньгр
604,hart::A,кьянкьасса,хату
605,weich::A,кӏукӏлусса,җөөлн
606,weich::A,кӏукӏлусса,җөөлкн
607,rund::A,ккурккисса,төгрг
608,spitz::A,ярксса,шовһр
609,spitz::A,дайлсса,шовһр
610,spitz::A,мицӏ бусса,шовһр
611,scharf::A,ярксса,хурц
612,scharf::A,дайлсса,хурц
613,scharf::A,мицӏ бусса,хурц
614,stumpf::A,къуркъасса,мука
615,schwer::A,кӏусса,күнд
616,schön::A,аьнтӏикӏасса,сәәхн
617,heiß::A,кӏирисса,халун
618,warm::A,гъелисса,дулан
619,kalt::A,дяркъусса,киитн
620,kühl::A,дюхлулсса,серүн
621,frisch::A,цӏусса,серүн
622,feucht::A,атилсса,чиигтә
623,feucht::A,хъавтусса,чиигтә
624,nass::A,атилсса,чиигтә
625,nass::A,хъавтусса,чиигтә
626,trocken::A,кьавкьсса,хагсу
627,trocken::A,кьакьан бувсса,хагсу
628,voll::A,бувцӏусса,дүүрң
629,leer::A,бачӏвасса,сул
630,leer::A,бачӏвасса,хоосн
631,offen::A,тӏивтӏусса,секәтә
632,geschlossen::A,лавкьусса,хаалһата
633,sauber::A,марцӏсса,цевр
634,schmutzig::A,чапалсса,киртә
635,roh::A,шакъавхьсса,түүкә
636,reif::A,дирсса,болсн
637,lecker::A,нахӏусса,әмтәхн
638,lecker::A,тӏааьнсса,әмтәхн
639,süß::A,нацӏусса,әмтәхн
640,bitter::A,кьурчӏисса,һашун
641,bitter::A,кьурчӏисса,һашута
642,sauer::A,туршсса,ишклң
643,hell::A,чаннасса,герлтә
644,dunkel::A,цӏансса,харңһу
645,schwarz::A,лухӏисса,хар
646,weiß::A,кӏяласса,цаһан
647,rot::A,ятӏулсса,улан
648,gelb::A,хъахъисса,шар
649,blau::A,някӏсса,көк
650,grün::A,щюлисса,көк
651,grau::A,оьрусса,бор
652,bunt::A,оьрчӏикӏурисса,алг
653,bunt::A,оьрчӏикӏурисса,эрәтә
654,billig::A,кьювкьусса,кимд
655,teuer::A,ххирасса,үнтә
656,wertvoll::A,багьасса,үнтә
657,wertvoll::A,багьасса,эрднь
658,blind::A,мурчӏисса,сохр
659,taub::A,къюкӏсса,дүлә
660,kräftig::A,гужсса,күчтә
661,stark::A,кьянкьасса,чаңһ
662,schwach::A,заэвсса,күчн тату
663,fett::A,бучсса,тарһн
664,schlank::A,бювхъусса,эццн
665,hübsch::A,янусса,көркхн
666,böse::A,оьсса,уурта
667,dumm::A,ахӏмакьсса,тенг
668,faul::A,танмалсса,залху
669,faul::A,курчӏилсса,залху
670,fleißig::A,хӏарачат бусса,кинән
671,fleißig::A,хӏарачат бусса,кинмһә
672,geizig::A,янттарцӏансса,ховдг
673,klug::A,аькьлу бусса,ухата
674,geschickt::A,паргалсса,чадмг
675,lieb::A,аьзизсса,эңкр
676,lustig::A,тяхъасса,сергмҗтә
677,lustig::A,тяхъасса,җирһлтә
678,sanft::A,иминсса,номһн
679,hungrig::A,ккашилсса,өлн
680,hungrig::A,ккашилсса,харһнсн
681,krank::A,къашавайсса,өвчтә
682,krank::A,къашавайсса,шалтгта
683,nackt::A,кӏачӏасса,нүцкн
684,traurig::A,пашмансса,һундлта
685,lebendig::A,уттавасса,әмд
686,gut::A,ххуйсса,сән
687,schlecht::A,оьккисса,му
688,richtig::A,саргъунсса,зөвтә
689,schlimm::A,оьккисса,җигшүртә
690,wahr::A,хӏакьсса,үнн
691,wahr::A,хӏакьсса,мөн
692,alt::A,кугьнасса,хуучн
693,neu::A,цӏусса,шин
694,ehemalig::A,хъхъичӏвасса,хуучн
695,alt[Lebewesen]::A,агьилсса,көгшн
696,jung::A,чӏавасса,баһ
697,jung::A,жагьилсса,баһ
698,arm::A,мискинсса,угатя
699,reich::A,авадансса,байн
700,bekannt::A,дусъсса,таньл
701,bekannt::A,дусъсса,таньдг
702,berühmt::A,машгьурсса,туурсн
703,fremd::A,чил,күүнә
704,verschieden::A,личӏи-личӏисса,әдл биш
705,verschieden::A,личӏи-личӏисса,йилһәтә
706,nah::A,гъансса,өөрхн
707,fern::A,архсса,хол
708,linker::A,кияхсса,зүн
709,linker::A,кюччахсса,зүн
710,rechter::A,урчӏахсса,барун
711,anderer::A,цамур,талдан
712,erster::A,цалчинмур,негдгч
713,erster::A,цалчиннсса,негдгч
714,zweiter::A,кӏилчиимур,хойрдгч
715,dritter::A,шамулчинмур,һурвдгч
716,letzter::A,махъва-махъмур,отхн
717,allein::ADV,ялгъузну,һанцарн
718,zusammen::ADV,цачӏу,хамдан
719,zusammen::ADV,архӏал,хамдан
720,lange::ADV,батӏи къабуклай,удан
