,Concept_ID,kn,es
120,Insel::N,ದ್ವೀಪ,isla
121,Blume::N,ಸುಮ,flor
122,Gras::N,ಹುಲ್ಲು,hierba
123,Wurzel::N,ಬೇರು,raíz
124,Baum::N,ಮರ,árbol
125,Stamm::N,ಕಾಂಡ,tronco
126,Rinde::N,ತೂಗಟಿ,corteza
127,Ast::N,ಶಾಖೆ,rama
128,Zweig::N,ರೆಂಬೆ,ramo
129,Blatt::N,ಎಲೆ,hoja
130,Birke::N,ಬರ್ಚ್ ಮರ,abedul
131,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pino
132,Weide[Baum]::N,ವಿಲೋಮರ,sauce
133,Tanne::N,ಭದ್ರದಾರು,abeto
134,Horn::N,ಕೊಂಬು,asta
135,Horn::N,ಕೊಂಬು,cuerno
136,Feder::N,ಪುಕ್ಕ,pluma
137,Fell::N,ರೋಮ,piel
138,Flügel::N,ರೆಕ್ಕೆ,ala
139,Klaue::N,ಪಂಜ,garra
140,Kralle::N,ಉಗುರು,uña
141,Kralle::N,ಉಗುರು,garra
142,Schwanz::N,ಬಾಲ,cola
143,Ei::N,ಮೊಟ್ಟೆ,huevo
144,Nest::N,ಗೂಡು,nido
145,Bau::N,ಅಡಗುದಾಣ,madriguera
146,Tier::N,ಪ್ರಾಣಿ,animal
147,Herde::N,ಗುಂಪು,rebaño
148,Kuh::N,ಹಸು,vaca
149,Bulle::N,ಗೂಳಿ,toro
150,Pferd::N,ಕುದುರೆ,caballo
151,Schaf::N,ಕುರಿ,oveja
152,Schwein::N,ಹಂದಿ,cerdo
153,Hund::N,ನಾಯಿ,perro
154,Katze::N,ಬೆಕ್ಕು,gato
155,Bär::N,ಕರಡಿ,oso
156,Eichhörnchen::N,ಉಡುತೆ,ardilla
157,Elch::N,ಕಡವೆ,alce
158,Fuchs::N,ನರಿ,zorro
159,Hase::N,ಮೊಲ,liebre
160,Maus::N,ಇಲಿ,ratón
161,Wolf::N,ತೋಳ,lobo
162,Vogel::N,ಪಕ್ಷಿ,ave
163,Vogel::N,ಪಕ್ಷಿ,pájaro
164,Schwarm::N,ಗುಂಪು,bandada
165,Huhn::N,ಚಿಕ್,gallina
166,Hahn::N,ಹುಂಜ,gallo
167,Gans::N,ವರಟೆ,oca
168,Gans::N,ವರಟೆ,ganso
169,Adler::N,ಗರುಡ,águila
170,Ente::N,ಬಾತು,pato
171,Eule::N,ಗೂಬೆ,lechuza
172,Kranich::N,ಕೊಕ್ಕರ,grulla
173,Krähe::N,ಕಾಗೆ,corneja
174,Kuckuck::N,ಕೋಗಿಲೆ,cuco
175,Schwan::N,ಹಂಸಪಕ್ಷಿ,cisne
176,Fisch::N,ಮೀನು,pez
177,Barsch::N,ಪರ್ಚ್ ಮೀನು,perca
178,Hecht::N,ಪೈಕ್ ಮೀನು,lucio
179,Schlange[Tier]::N,ಹಾವು,serpiente
180,Wurm::N,ಹುಳು,gusano
181,Spinne::N,ಊರ್ಣನಾಭ,araña
182,Ameise::N,ಇರುವೆ,hormiga
183,Laus::N,ಹೇನು,piojo
184,Mücke::N,ಸೊಳ್ಳೆ,mosquito
185,Fliege::N,ನೊಣ,mosca
186,Schmetterling::N,ಪತಂಗ,mariposa
187,Beere::N,ನಯವಣ್ಣು,baya
188,Apfel::N,ಸೇಬು,manzana
189,Pilz::N,ಅಣಬೆ,seta
190,Pilz::N,ಅಣಬೆ,hongo
191,Zwiebel::N,ನೀರುಳ್ಳಿ,cebolla
192,Saat::N,ಬಿತ್ತ,siembra
193,Korn::N,ಬೀಜ,grano
194,Heu::N,ಕರಡ,heno
195,Schale::N,ಹೊಟ್ಟು,cáscara
196,Grube::N,ಗುಂಡಿ,foso
197,Falle::N,ಬೋನು,trampa
198,Schlinge::N,ಉರುಲು,lazo
199,Spur::N,ಜಾಡು,huella
200,Asche::N,ಬೂದಿ,ceniza
201,Dreck::N,ಹೊಲಸು,suciedad
202,Eisen::N,ಕಬ್ಬಿಣ,hierro
203,Gold::N,ಚಿನ್ನ,oro
204,Silber::N,ಬೆಳ್ಳಿ,plata
205,Kohle::N,ಕಲ್ಲಿದ್ದಲು,carbón
206,Glas::N,ಗಾಜು,vidrio
207,Glas::N,ಗಾಜು,cristal
208,Lehm::N,ಜೇಡಿಮಣ್ಣು,barro
209,Sand::N,ಮರಳು,arena
210,Mensch::N,ಪುರುಷ,hombre
211,Mensch::N,ಪುರುಷ,ser humano
212,Mann::N,ಆಳು,hombre
213,Frau::N,ಹೆಣ್ಣು,mujer
214,Kind::N,ಮಗು,niño
215,Junge::N,ಹುಡುಗ,chico
216,Junge::N,ಹುಡುಗ,muchacho
217,Mädchen::N,ಹುಡುಗಿ,chica
218,Mädchen::N,ಹುಡುಗಿ,muchacha
219,Familie::N,ಕುಟುಂಬ,familia
220,Großvater::N,ಅಜ್ಜ,abuelo
221,Großmutter::N,ಅಮ್ಮ,abuela
222,Eltern::N,ಹೆತ್ತವರು,padres
223,Vater::N,ತಂದೆ,padre
224,Mutter::N,ಅಮ್ಮ,madre
225,Sohn::N,ಮಗ ,hijo
226,Tochter::N,ಮಗಳು,hija
227,Bruder::N,ತಮ್ಮ,hermano
228,Schwester::N,ತಂಗಿ,hermana
229,Onkel::N,ಸೋದರಮಾವ,tío
230,Onkel::N,ದೊಡ್ಡಪ್ಪ,tío
231,Tante::N,ಚಿಕ್ಕಮ್ಮ,tía
232,Ehemann::N,ಗಂಡ,esposo
233,Ehefrau::N,ಹೆಂಡತಿ,esposa
234,Freude::N,ನಲಿವು,placer
235,Freude::N,ನಲಿವು,alegría
236,Gelächter::N,ನಗೆ,risa
237,Gelächter::N,ನಗೆ,carcajada
238,Glück::N,ಆನಂದ,felicidad
239,Kummer::N,ದುಃಖ,pena
240,Wunsch::N,ಬಯಕೆ,deseo
241,Lust::N,ಇಷ್ಟ,ganas
242,Geist::N,ಆತ್ಮ,mente
243,Geist::N,ಆತ್ಮ,espíritu
244,Gedanke::N,ಯೋಚನೆ,idea
245,Gedanke::N,ಯೋಚನೆ,pensamiento
246,Gedächtnis::N,ಸ್ಮರಣೆ,memoria
247,Verstand::N,ಮನಸ್ಸು,razón
248,Verstand::N,ಮನಸ್ಸು,entendimiento
249,Sinn::N,ಅರ್ಥ,sentido
250,Sinn::N,ಅರ್ಥ,significado
251,Grund::N,ಕಾರಣ,causa
252,Wahrheit::N,ಸತ್ಯ,verdad
253,Gespräch::N,ಸಂಭಾಷಣೆ,conversación
254,Märchen::N,ಸುಳ್ಳು ಕಥೆ,cuento
255,Erzählung::N,ಕಥೆ,cuento
256,Erzählung::N,ಕಥೆ,narración
257,Nachricht::N,ಸಂದೇಶ,mensaje
258,Neuigkeit::N,ಸುದ್ದಿ,noticia
259,Name::N,ಹೆಸರು,nombre
260,Rätsel::N,ಒಗಟು,acertijo
261,Rätsel::N,ಒಗಟು,adivinanza
262,Rede::N,ಮಾತು,discurso
263,Sprache::N,ಭಾಷೆ,lengua
264,Stimme::N,ಧ್ವನಿ,voz
265,Wort::N,ಮಾತು,palabra
266,Zeichen::N,ಗುರುತು,señal
267,Ruf::N,ಕೂಗು,llamada
268,Lärm::N,ಸದ್ದು,ruido
269,Lärm::N,ಸದ್ದು,barullo
270,Laut::N,ಶಬ್ದ,sonido
271,Ton::N,ನಾದ,tono
272,Lied::N,ಗಾನ,canción
273,Ruhe::N,ಶಾಂತಿ,calma
274,Ruhe::N,ಶಾಂತಿ,silencio
275,Leute::N,ಮಂದಿ,gente
276,Volk::N,ಜನಾಂಗ,pueblo
277,Arbeit::N,ಕೆಲಸ,trabajo
278,Gast::N,ಅತಿಥಿ,huésped
279,Gast::N,ಅತಿಥಿ,invitado
280,Geschenk::N,ಕಾಣಿಕೆ,regalo
281,Spiel::N,ಆಟ,juego
282,Gesellschaft::N,ಸಂಗ,compañía
283,Hilfe::N,ಸಹಾಯ,ayuda
284,Hilfe::N,ಸಹಾಯ,socorro
285,Freund::N,ಸ್ನೇಹಿತ,amigo
286,Kamerad::N,ಜೊತೆಗಾರ,camarada
287,Kamerad::N,ಜೊತೆಗಾರ,compañero
288,Angelegenheit::N,ವಿಚಾರ,asunto
289,Anzahl::N,ಎಣಿಕೆ,cantidad
290,Art::N,ತರ,tipo
291,Art::N,ತರ,clase
292,Stück::N,ತುಂಡು,pieza
293,Teil::N,ಭಾಗ,parte
294,Hälfte::N,ಅರ್ಧ,mitad
295,Kreis::N,ವೃತ್ತ,círculo
296,Kreuz::N,ಶಿಲುಬೆ,cruz
297,Linie::N,ರೀಖೆ,línea
298,Strich::N,ಗೀಟು,raya
299,Strich::N,ಗೀಟು,trazo
300,Abstand::N,ಅಂತರ,distancia
301,Entfernung::N,ದೂರ,distancia
302,Gegend::N,ವಿಸ್ತೀರ್ಣ,región
303,Gegend::N,ವಿಸ್ತೀರ್ಣ,comarca
304,Platz::N,ಅಂತರ,espacio
305,Ort::N,ಸ್ಥಳ,sitio
306,Seite::N,ಪಕ್ಷ,lado
307,Seite::N,ಪಕ್ಷ,costado
308,Mitte::N,ನಡು,medio
309,Mitte::N,ನಡು,centro
310,Gegenstand::N,ವಸ್ತು,objeto
311,Sache::N,ವಸ್ತು,cosa
312,Rand::N,ಅಂಚು,borde
313,Kante::N,ಅಂಚು,borde
314,Ecke::N,ಮೂಲೆ,esquina
315,Spitze::N,ತುದಿ,punta
316,Ende::N,ಕೊನೆ,cabo
317,Ende::N,ಕೊನೆ,extremo
318,Loch::N,ತೂತು,agujero
319,Loch::N,ತೂತು,abertura
320,Winkel::N,ಕೋನ,ángulo
321,Muster::N,ನಮೂನೆ,dibujo
322,Größe::N,ಪ್ರಮಾಣ,tamaño
323,Länge::N,ಉದ್ದ,longitud
324,Höhe::N,ಎತ್ತರ,altura
325,Höhe::N,ಎತ್ತರ,altitud
326,Gewicht::N,ತೂಕ,peso
327,Menge::N,ಮೊತ್ತ,cantidad
328,Haufen::N,ರಾಶಿ,montón
329,Reihe::N,ಸಾಲು,fila
330,Boot::N,ದೋಣಿ,bote
331,Boot::N,ದೋಣಿ,barca
332,Ruder::N,ಹುಟ್ಟು,remo
333,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,trineo
334,Ski::N,ಜಾರುಪಟ್ಟಿ,esquí
335,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,hoguera
336,Last::N,ಹೊರೆ,carga
337,Gang::N,ತಿರುಗಾಟ,marcha
338,Schritt::N,ಹೆಜ್ಜೆ,paso
339,Norden::N,ಉತ್ತರ,norte
340,Süden::N,ದಕ್ಷಿಣ,sur
341,Westen::N,ಪಶ್ಚಿಮ,oeste
342,Osten::N,ಮೂಡಲು,este
343,Holz::N,ಚೌಬೀನೆ,madera
344,Brett::N,ಹಲಗೆ,tabla
345,Platte::N,ಹಲಗೆ,placa
346,Platte::N,ಹಲಗೆ,plancha
347,Stütze::N,ಆಸರೆ,sostén
348,Stütze::N,ಆಸರೆ,soporte
349,Stange::N,ಕಂಬ,vara
350,Stange::N,ಕಂಬ,percha
351,Stock::N,ಕೋಲು,palo
352,Stock::N,ಕೋಲು,bastón
353,Stab::N,ದೊಣ್ಣೆ,vara
354,Stab::N,ದೊಣ್ಣೆ,bastón
355,Rohr::N,ನಳಿಕೆ,tubo
356,Haus::N,ಮನೆ,casa
357,Heim::N,ಗೃಹ,hogar
358,Ofen::N,ಒಲೆ,estufa
359,Fußboden::N,ನೆಲ,suelo
360,Tisch::N,ಮೇಜು,mesa
361,Stuhl::N,ಕುರ್ಚಿ,silla
362,Wiege::N,ತೊಟ್ಟಿಲು,cuna
363,Bett::N,ಹಾಸಿಗೆ,cama
364,Regal::N,ಬೀರು,estantería
365,Kiste::N,ಪಟ್ಟಿಗೆ,caja
366,Fenster::N,ಕಿಟಕಿ,ventana
367,Tür::N,ಬಾಗಿಲು,puerta
368,Tor::N,ಹೆಬ್ಬಾಗಿಲು,puerta
369,Zaun::N,ಬೇಲಿ,valla
370,Zaun::N,ಬೇಲಿ,cercado
371,Dach::N,ಮಾಳಿಗೆ,techo
372,Dach::N,ಮಾಳಿಗೆ,tejado
373,Leiter::N,ಏಣಿ,escalera
374,Besen::N,ಪೊರಕೆ,escoba
375,Spaten::N,ಗುದ್ದಲಿ,pala
376,Schaufel::N,ಸನಿಕೆ,pala
377,Schaufel::N,ಸನಿಕೆ,paleta
378,Gabel::N,ಕವಲು,tenedor
379,Löffel::N,ಚಮಚ,cuchara
380,Messer::N,ಚಾಕು,cuchillo
381,Nagel::N,ಆಣಿ,clavo
382,Netz::N,ಬಲೆ,red
383,Haken::N,ಕೊಂಡಿ,gancho
384,Haken::N,ಕೊಂಡಿ,corchete
385,Griff::N,ಹಿಡಿ,asa
386,Griff::N,ಹಿಡಿ,mango
387,Schloss::N,ವೀಗ,cerradura
388,Bild::N,ಚಿತ್ರ,imagen
389,Figur::N,ಆಕಾರ,figura
390,Puppe::N,ಗೊಂಬೆ,muñeca
391,Beutel::N,ಸಂಚಿ,bolsa
392,Bündel::N,ಕಟ್ಟು,haz
393,Tasche::N,ಚೀಲ,bolso
394,Eimer::N,ಬಾನೆ,cubo
395,Deckel::N,ಮುಚ್ಚಳ,tapa
396,Deckel::N,ಮುಚ್ಚಳ,tapadera
397,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,vajilla
398,Sack::N,ಮೂಟೆ,saco
399,Tasse::N,ಬಟ್ಟಲು,taza
400,Topf::N,ಮಡಕೆ,olla
401,Topf::N,ಮಡಕೆ,marmita
402,Kessel::N,ಕೆಟಲ್,caldera
403,Essen::N,ಊಟ,comida
404,Nahrung::N,ಆಹಾರ,alimento
405,Speise::N,ಊಟ,plato
406,Fleisch::N,ಮಾಂಸ,carne
407,Getreide::N,ಧಾನ್ಯ,cereales
408,Brei::N,ಗಂಜಿ,puré
409,Brei::N,ಗಂಜಿ,papilla
410,Brot::N,ರೊಟ್ಟಿ,pan
411,Scheibe::N,ಹೋಳು,lonja
412,Scheibe::N,ಹೋಳು,rebanada
413,Fett::N,ಕೊಬ್ಬು,grasa
414,Butter::N,ಬೆಣ್ಣೆ,mantequilla
415,Öl::N,ಎಣ್ಣೆ,aceite
416,Salz::N,ಉಪ್ಪು,sal
417,Suppe::N,ಎಸರು,sopa
418,Honig::N,ಮಧು,miel
419,Milch::N,ಹಾಲು,leche
420,Tee::N,ಚಹ,té
421,Leder::N,ಚಕ್ಕಳ,cuero
422,Wolle::N,ಉಣ್ಣೆ,lana
423,Stoff::N,ಬಟ್ಟೆ,tela
424,Stoff::N,ಬಟ್ಟೆ,tejido
425,Nadel::N,ಸೂಜಿ,aguja
426,Faden::N,ದಾರ,hilo
427,Knopf::N,ಗುಂಡು,botón
428,Knoten::N,ಗಂಟು,nudo
429,Farbe::N,ಬಣ್ಣ,pintura
430,Kleidung::N,ಅರಿವೆ,ropa
431,Kleidung::N,ಅರಿವೆ,vestidos
432,Hemd::N,ಅಂಗಿ,camisa
433,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,cuello
434,Ärmel::N,ತೋಳು,manga
435,Hose::N,ಇಜಾರ,pantalón
436,Gürtel::N,ಬೆಲ್ಟು,cinturón
437,Mütze::N,ಟೋಪಿ,gorro
438,Schuh::N,ಪಾದರಕ್ಷೆ,zapato
439,Stiefel::N,ಬೂಟು,bota
440,Ring::N,ಉಂಗುರ,anillo
441,Band::N,ರಿಬ್ಬನ್,cinta
442,Kamm::N,ಹಣಿಗೆ,peine
443,Spiegel::N,ಕನ್ನಡಿ,espejo
444,Riemen::N,ಬಾರು,correa
445,Schnur::N,ಹುರಿ,cuerda
446,Leine::N,ಹಗ್ಗ,correa
447,Decke::N,ಕಂಬಳಿ,manta
448,Kissen::N,ದಿಂಬು,almohada
449,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,pañuelo
450,Handtuch::N,ಚೌಕ,toalla
451,Kraft::N,ಬಲ,fuerza
452,Stärke::N,ಶಕ್ತಿ,fuerza
453,Gesundheit::N,ಆರೋಗ್ಯ,salud
454,Krankheit::N,ರೋಗ,enfermedad
455,Schmerz::N,ನೋವು,dolor
456,Wunde::N,ಗಾಯ,llaga
457,Wunde::N,ಗಾಯ,herida
458,Fieber::N,ಜ್ವರ,fiebre
459,Arznei::N,ಔಷಧ,medicina
460,Arznei::N,ಔಷಧ,medicamento
461,Brücke::N,ಸೇತುವೆ,puente
462,Brunnen::N,ಬಾವಿ,pozo
463,Weide::N,ಗೋಮಾಳ,pasto
464,Pfad::N,ದಾರಿ,sendero
465,Weg::N,ಹಾದಿ,camino
466,Straße::N,ರಸ್ತೆ,vía
467,Straße::N,ರಸ್ತೆ,carretera
468,Dorf::N,ಹಳ್ಳಿ,aldea
469,Dorf::N,ಹಳ್ಳಿ,pueblo
470,Stadt::N,ಪಟ್ಟಣ,ciudad
471,Brief::N,ಕಾಗದ,carta
472,Buch::N,ಪುಸ್ತಕ,libro
473,Buchstabe::N,ಅಕ್ಷರ,letra
474,Buchstabe::N,ಅಕ್ಷರ,carácter
475,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,diario
476,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,periódico
477,Leben::N,ಜೀವನ,vida
478,Tod::N,ಮರಣ,muerte
479,Grab::N,ಗೋರಿ,tumba
480,Grab::N,ಗೋರಿ,sepulcro
481,Kirche::N,ಚರ್ಚು,iglesia
482,Sünde::N,ಪಾಪ,pecado
483,Gott::N,ದೇವರು,dios
484,Arbeiter::N,ಕೆಲಸಗಾರ,obrero
485,Arbeiter::N,ಕೆಲಸಗಾರ,trabajador
486,Chef::N,ದಣಿ,jefe
487,Meister::N,ಶಿಕ್ಷಕ,maestro
488,Arzt::N,ವೈದ್ಯ,médico
489,Lehrer::N,ಉಪಾಧ್ಯಾಯ,profesor
490,Geld::N,ಹಣ,dinero
491,Geschäft::N,ವಾಣಿಜ್ಯ,negocio
492,Laden::N,ಅಂಗಡಿ,tienda
493,Preis::N,ಬೆಲೆ,precio
494,Ware::N,ಸರಕು,mercancía
495,Nutzen::N,ಲಾಭ,provecho
496,Reichtum::N,ಸಂಪತ್ತು,riqueza
497,Welt::N,ಭೂಲೋಕ,mundo
498,Land::N,ದೇಶ,país
499,Staat::N,ರಾಜ್ಯ,Estado
500,König::N,ರಾಜ,rey
501,Macht::N,ಅಧಿಕಾರ,poder
502,Macht::N,ಅಧಿಕಾರ,potencia
503,Grenze::N,ಗಡಿ,frontera
504,Krieg::N,ಯುದ್ಧ,guerra
505,Feind::N,ಶತ್ರು,enemigo
506,Gewalt::N,ಹಿಂಸೆ,violencia
507,Kampf::N,ಹೋರಾಟ,lucha
508,Kampf::N,ಹೋರಾಟ,combate
509,Bogen[Waffe]::N,ಬಿಲ್ಲು,arco
510,Pfeil::N,ಅಂಬು,flecha
511,Gewehr::N,ಬಂದೂಕು,fusil
512,Gewehr::N,ಬಂದೂಕು,escopeta
513,Fehler::N,ತಪ್ಪು,error
514,Lüge::N,ಸುಳ್ಳು,mentira
515,Schaden::N,ಹಾನಿ,daño
516,Unglück::N,ಅಪಾಯ,desgracia
517,Schuld::N,ದೋಷ,culpa
518,Alter::N,ಮುಪ್ಪು,edad
519,Schluss::N,ಮುಕ್ತಾಯ,fin
520,Schluss::N,ಮುಕ್ತಾಯ,final
521,Zeit::N,ಕಾಲ,tiempo
522,Tag::N,ದಿನ,día
523,Morgen::N,ಮುಂಜಾನೆ,mañana
524,Mittag::N,ನಡುಹಗಲು,mediodía
525,Abend::N,ಸಂಜೆ,noche
526,Nacht::N,ರಾತ್ರಿ,noche
527,Woche::N,ವಾರ,semana
528,Monat::N,ತಿಂಗಳು,mes
529,Jahr::N,ಸಂವತ್ಸರ,año
530,Frühling::N,ವಸಂತ,primavera
531,Sommer::N,ಬಿಸಿಲುಕಾಲ,verano
532,Herbst::N,ಶರತ್ಕಾಲ,otoño
533,Winter::N,ಚಳಿಗಾಲ,invierno
534,Januar::N,ನಾಲ್ಚಳಿ,enero
535,Februar::N,ಅಯ್ಚಳಿ,febrero
536,März::N,ಮೊಬ್ಬೇಸಿಗೆ,marzo
537,April::N,ಇಬ್ಬೇಸಿಗೆ,abril
538,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,mayo
539,Juni::N,ಮೊಮ್ಮಳೆ,junio
540,Juli::N,ಇಮ್ಮಳೆ,julio
541,August::N,ಮುಮ್ಮಳೆ,agosto
542,September::N,ನಾಲ್ಮಳೆ,septiembre
543,Oktober::N,ಮೊಚ್ಚಳಿ,octubre
544,November::N,ಇಚ್ಚಳಿ,noviembre
545,Dezember::N,ಮುಚ್ಚಳಿ,diciembre
546,Montag::N,ಸೋಮುವಾರ,lunes
547,Dienstag::N,ಮಂಗಳವಾರ,martes
548,Mittwoch::N,ಬುಧವಾರ,miércoles
549,Donnerstag::N,ಗುರುವಾರ,jueves
550,Freitag::N,ಶುಕ್ರವಾರ,viernes
551,Samstag::N,ಶನಿವಾರ,sábado
552,Sonntag::N,ಭಾನುವಾರ,domingo
553,groß::A,ದೊಡ್ಡ,grande
554,klein::A,ಪುಟ್ಟ,pequeño
555,lang::A,ದೀರ್ಘ,largo
556,kurz::A,ಚಕ್ಕ,corto
557,breit::A,ಅಗಲವಾದ,ancho
558,schmal::A,ಇಕ್ಕಟ್ಟಾದ,estrecho
559,dicht::A,ದಟ್ಟ,denso
560,dick[Gegenstand]::A,ದಟ್ಟ,grueso
561,dünn::A,ತೆಳು,fino
562,dünn::A,ತೆಳು,delgado
563,fein::A,ಕೋಮಲ,fino
564,fein::A,ಕೋಮಲ,delicado
565,fest::A,ಘನ,firme
566,fest::A,ಘನ,sólido
567,flach::A,ಚಪ್ಪಟೆ,plano
568,glatt::A,ನಯ,liso
569,hart::A,ಗಟ್ಟಿ,duro
570,weich::A,ಮೃದುವಾದ,muelle
571,rund::A,ವರ್ತುಳ,redondo
572,spitz::A,ಮೊನಚಾದ,agudo
573,spitz::A,ಮೊನಚಾದ,apuntado
574,scharf::A,ತೀಕ್ಷ್ಣ,agudo
