,Concept_ID,kn,es
1122,töten::V,ಕೊಲ್ಲು,matar
1123,wohnen::V,ವಾಸಿಸು,vivir
1124,wohnen::V,ವಾಸಿಸು,habitar
1125,arbeiten::V,ಕೆಲಸ ಮಾಡು,trabajar
1126,sammeln::V,ಸಂಚಯಿಸು,recoger
1127,sammeln::V,ಸಂಚಯಿಸು,coleccionar
1128,pflücken::V,ಬಿಡಿಸು,coger
1129,jagen::V,ಬೇಟೆಯಾಡು,cazar
1130,fischen::V,ಮೀನು ಹಿಡಿ,pescar
1131,fassen::V,ಹಿಡಿ,atrapar
1132,fassen::V,ಹಿಡಿ,capturar
1133,hüten::V,ಗುಂಪುಸೇರಿಸು,guardar
1134,treiben::V,ದಬ್ಬು,aballar
1135,anbinden::V,ಬಿಗಿ,atar
1136,füttern::V,ಮೇಯಿಸು,echar de comer
1137,melken::V,ಹಾಲು ಕರೆ,ordeñar
1138,hacken::V,ತುಂಡರಿಸು,picar
1139,hacken::V,ತುಂಡರಿಸು,cortar
1140,gießen::V,ನೀರುಹಾಕು,regar
1141,reifen::V,ಕಳಿ,madurar
1142,zubereiten::V,ಅಡಿಗೆಮಾಡು,preparar
1143,kochen::V,ಅಡು,cocer
1144,kochen::V,ಅಡು,guisar
1145,backen::V,ಬೇಯಿಸು,hornear
1146,backen::V,ಬೇಯಿಸು,cocer al horno
1147,braten::V,ಕರಿ,asar
1148,braten::V,ಕರಿ,freír
1149,umrühren::V,ಕಲಕು,remover
1150,stricken::V,ಹೆಣೆ,hacer punto
1151,stricken::V,ಹೆಣೆ,hacer calceta
1152,nähen::V,ಹೊಲಿ,coser
1153,färben::V,ಬಣ್ಣ ಹತ್ತು,teñir
1154,färben::V,ಬಣ್ಣ ಹತ್ತು,colorear
1155,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,limpiar
1156,waschen::V,ತೊಳೆ,lavar
1157,abwischen::V,ಒರಸು,fregar
1158,abwischen::V,ಒರಸು,limpiar
1159,spülen::V,ಗಲಬರಿಸು,aclarar
1160,spülen::V,ಗಲಬರಿಸು,enjuagar
1161,fegen::V,ಗುಡಿಸು,barrer
1162,fegen::V,ಗುಡಿಸು,pasar la escoba
1163,kehren::V,ಗುಡಿಸು,barrer
1164,baden::V,ಸ್ನಾನಮಾಡು,bañarse
1165,sich waschen::V,ತೊಳೆ,lavarse
1166,ausziehen::V,ಬಿಚ್ಚು,quitar
1167,ausziehen::V,ಬಿಚ್ಚು,quitarse
1168,anziehen::V,ಹಾಕು,ponerse
1169,sich anziehen::V,ಹಾಕು,vestirse
1170,kämmen::V,ಬಾಚು,peinar
1171,schmücken::V,ಅಲಂಕರಿಸು,adornar
1172,sagen::V,ಹೇಳು,decir
1173,sprechen::V,ನುಡಿ,hablar
1174,reden::V,ನುಡಿ,hablar
1175,reden::V,ನುಡಿ,conversar
1176,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,charlar
1177,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,conversar
1178,fragen::V,ವಿಚಾರಿಸು,preguntar
1179,bitten::V,ಬೇಡು,rogar
1180,erzählen::V,ಹೇಳು,contar
1181,mitteilen::V,ತಿಳಿಸು,comunicar
1182,mitteilen::V,ತಿಳಿಸು,participar
1183,nennen::V,ಹೆಸರಿಡು,llamar
1184,nennen::V,ಹೆಸರಿಡು,nombrar
1185,rufen::V,ಕರೆ,llamar
1186,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,jactarse
1187,übersetzen::V,ಭಾಷಾಂತರಿಸು,traducir
1188,denken::V,ಯೋಚಿಸು,pensar
1189,glauben::V,ನಂಬು,creer
1190,bemerken::V,ಗಮನಿಸು,notar
1191,erkennen::V,ಗುರುತುಹಿಡಿ,reconocer
1192,begreifen::V,ಗ್ರಹಿಸು,concebir
1193,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,entender
1194,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,comprender
1195,lernen::V,ಕಲಿ,aprender
1196,wissen::V,ಅರಿ,saber
1197,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,recordar
1198,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,acordarse de
1199,vergessen::V,ಮರೆತುವಿಡು,olvidar
1200,messen::V,ಅಳೆ,medir
1201,zählen::V,ಗಣಿಸು,contar
1202,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,contar
1203,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,calcular
1204,lesen::V,ಓದು,leer
1205,malen::V,ಬಿಡಿಸು,pintar
1206,zeichnen::V,ಬಿಡಿಸು,dibujar
1207,schreiben::V,ಬರೆ,escribir
1208,besitzen::V,ಒಡೆಯನಾಗಿರು,poseer
1209,kaufen::V,ಕೊಳ್ಳು,comprar
1210,verkaufen::V,ಕೊಡು,vender
1211,bezahlen::V,ಬೆಲೆತೆರು,pagar
1212,zahlen::V,ಹಣವನ್ನುಕೊಡು,pagar
1213,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,dominar
1214,ertragen::V,ಸಹಿಸು,soportar
