,Concept_ID,uz,hu
155,Schaf::N,qo'y,birka
156,Schwein::N,cho'chqa,sertés
157,Hund::N,it,eb
158,Hund::N,it,kutya
159,Katze::N,mushuk,macska
160,Bär::N,ayiq,medve
161,Eichhörnchen::N,tiyin,mókus
162,Elch::N,los,jávorszarvas
163,Fuchs::N,tulki,róka
164,Hase::N,kuyon,nyúl
165,Maus::N,sichqon,egér
166,Wolf::N,bo'ri,farkas
167,Vogel::N,qush,madár
168,Schwarm::N,to'da,raj
169,Huhn::N,tovuq,tyúk
170,Hahn::N,xo'roz,kakas
171,Gans::N,g'oz,lúd
172,Gans::N,g'oz,liba
173,Adler::N,burgut,sas
174,Ente::N,o'rdak,kacsa
175,Eule::N,boyo'g'li,bagoly
176,Kranich::N,turna,daru
177,Krähe::N,qarg'a,varjú
178,Kuckuck::N,kakku,kakukk
179,Schwan::N,oqkush,hattyú
180,Fisch::N,baliq,hal
181,Barsch::N,olabug'a,sügér
182,Hecht::N,cho'rtan,csuka
183,Schlange[Tier]::N,ilon,kígyó
184,Wurm::N,qurt,kukac
185,Spinne::N,o'rgimchak,pók
186,Ameise::N,chumoli,hangya
187,Laus::N,bit,tetű
188,Mücke::N,chivin,szúnyog
189,Fliege::N,pashsha,légy
190,Schmetterling::N,kapalak,lepke
191,Schmetterling::N,kapalak,pillangó
192,Beere::N,meva,bogyó
193,Apfel::N,olma,alma
194,Pilz::N,qo'ziqorin,gomba
195,Zwiebel::N,piyoz,hagyma
196,Saat::N,äkin,vetőmag
197,Korn::N,zarra,mag
198,Korn::N,zarra,szem
199,Heu::N,xashak,széna
200,Schale::N,po'choq,héj
201,Grube::N,co'ra,verem
202,Falle::N,qopqon,csapda
203,Schlinge::N,sirtmoq,tőr
204,Spur::N,iz,nyom
205,Asche::N,kul,hamu
206,Dreck::N,kir,sár
207,Dreck::N,kir,piszok
208,Eisen::N,temir,vas
209,Gold::N,tilla,arany
210,Silber::N,kumush,ezüst
211,Kohle::N,ko'mir,szén
212,Glas::N,oyna,üveg
213,Lehm::N,loy,agyag
214,Lehm::N,loy,vályog
215,Sand::N,qum,homok
216,Mensch::N,odam,ember
217,Mann::N,ärkak,úr
218,Mann::N,ärkak,férfi
219,Frau::N,ayol,nő
220,Frau::N,ayol,asszony
221,Kind::N,bola,gyerek
222,Kind::N,bola,gyermek
223,Kind::N,kichkintoy,gyerek
224,Kind::N,kichkintoy,gyermek
225,Junge::N,bola,fiú
226,Mädchen::N,qiz,lány
227,Familie::N,oila,család
228,Großvater::N,buva,nagyapa
229,Großvater::N,katta ota,nagyapa
230,Großmutter::N,buvi,nagyanya
231,Großmutter::N,katta oyi,nagyanya
232,Eltern::N,ota-ona,szülők
233,Vater::N,ota,apa
234,Vater::N,ota,atya
235,Mutter::N,ona,anya
236,Sohn::N,o'g'il,fiú
237,Tochter::N,qiz,lány
238,Bruder::N,og'a,fivér
239,Bruder::N,og'a,testvér
240,Bruder::N,uka,fivér
241,Bruder::N,uka,testvér
242,Schwester::N,opa,nővér
243,Schwester::N,opa,lánytestvér
244,Schwester::N,singil,nővér
245,Schwester::N,singil,lánytestvér
246,Onkel::N,amaki,nagybácsi
247,Tante::N,amma,nagynéni
248,Tante::N,xola,nagynéni
249,Ehemann::N,är,férj
250,Ehefrau::N,rafiqa,feleség
251,Freude::N,ayish,öröm
252,Gelächter::N,kulgi,nevetés
253,Gelächter::N,kulgi,hahotázás
254,Glück::N,saodat,boldogság
255,Kummer::N,g'am,bánat
256,Wunsch::N,orzu,óhaj
257,Lust::N,rag'bat,kedv
258,Geist::N,ruh,elme
259,Geist::N,ruh,szellem
260,Gedanke::N,fikr,gondolat
261,Gedächtnis::N,äs,emlékezet
262,Verstand::N,aql,ész
263,Verstand::N,aql,értelem
264,Sinn::N,ma'ni,értelem
265,Grund::N,sabab,ok
266,Grund::N,sabab,alap
267,Wahrheit::N,haq,igaz
268,Wahrheit::N,haq,igazság
269,Gespräch::N,gap,beszélgetés
270,Märchen::N,ärtak,mese
271,Erzählung::N,rivoyat,elbeszélés
272,Nachricht::N,xabar,hír
273,Nachricht::N,xabar,híradás
274,Neuigkeit::N,yangilik,újság
275,Name::N,ot,név
276,Rätsel::N,topishmoq,rejtvény
277,Rede::N,nutq,beszéd
278,Rede::N,nutq,szónoklat
279,Sprache::N,til,nyelv
280,Stimme::N,ovoz,hang
281,Wort::N,so'z,szó
282,Zeichen::N,alomat,jel
283,Ruf::N,chaqiriq,kiáltás
284,Lärm::N,taraq,zaj
285,Laut::N,tovush,hang
286,Ton::N,un,hang
287,Lied::N,ashula,dal
288,Lied::N,ashula,ének
289,Ruhe::N,tinchlik,csend
290,Ruhe::N,tinchlik,nyugalom
291,Leute::N,xaloyiq,emberek
292,Volk::N,xalq,nép
293,Arbeit::N,ish,dolog
294,Gast::N,mehmon,vendég
295,Geschenk::N,hadya,ajándék
296,Spiel::N,o'yin,játék
297,Gesellschaft::N,jamiyat,társaság
298,Hilfe::N,yordam,segítség
299,Freund::N,do'st,barát
300,Kamerad::N,yo'ldosh,társ
301,Angelegenheit::N,daxl,ügy
302,Anzahl::N,son,szám
303,Art::N,tur,faj
304,Art::N,tur,fajta
305,Stück::N,parcha,darab
306,Teil::N,bo'lak,rész
307,Hälfte::N,yarim,fél
308,Kreis::N,aylana,kör
309,Kreuz::N,xoch,kereszt
310,Linie::N,liniya,vonal
311,Strich::N,chiziq,vonás
312,Abstand::N,oralik,köz
313,Entfernung::N,uzoqlik,távolság
314,Gegend::N,yer,táj
315,Gegend::N,yer,vidék
316,Platz::N,oralig,hely
317,Ort::N,joy,hely
318,Seite::N,yon,fél
319,Seite::N,yon,oldal
320,Mitte::N,o'rta,közép
321,Gegenstand::N,ashyo,tárgy
322,Sache::N,buyum,dolog
323,Rand::N,chek,szél
324,Rand::N,chek,perem
325,Rand::N,chek,szegély
326,Kante::N,tig',él
327,Ecke::N,burchak,sarok
328,Ecke::N,burchak,szöglet
329,Spitze::N,uch,csúcs
330,Ende::N,oxir,vég
331,Loch::N,teshik,lyuk
332,Winkel::N,go'sha,szög
333,Muster::N,nusha,minta
334,Größe::N,kattalik,nagyság
335,Länge::N,uzunlik,hossz
336,Länge::N,uzunlik,hosszúság
337,Höhe::N,yuksaklik,magasság
338,Gewicht::N,solmoq,súly
339,Menge::N,miqdor,sokaság
340,Menge::N,miqdor,mennyiség
341,Haufen::N,uyum,halom
342,Reihe::N,saf,sor
343,Boot::N,qayiq,csónak
344,Ruder::N,äshkak,evező
345,Schlitten::N,chana,szánkó
346,Ski::N,chang'i,sí
347,Lagerfeuer::N,gulxan,tábortűz
348,Last::N,yuk,teher
349,Gang::N,yurish,járás
350,Schritt::N,qadam,lépés
351,Norden::N,shimol,észak
352,Süden::N,janub,dél
353,Westen::N,g'arb,nyugat
354,Osten::N,sharq,kelet
355,Holz::N,yog'och,fa
356,Brett::N,taxta,deszka
357,Platte::N,tabaqa,lap
358,Platte::N,tabaqa,lemez
359,Stütze::N,tayanchi,támasz
360,Stütze::N,tayanchi,támaszték
361,Stange::N,qo'noq,rúd
362,Stange::N,qo'noq,pózna
363,Stock::N,tayoq,pálca
364,Stab::N,gavron,bot
365,Rohr::N,tarnov,cső
366,Haus::N,uy,ház
367,Heim::N,makon,otthon
368,Ofen::N,pechka,kályha
369,Fußboden::N,pol,padló
370,Tisch::N,mosa,asztal
371,Stuhl::N,o'rindiq,szék
372,Wiege::N,beshik,bölcső
373,Bett::N,yotoq,ágy
374,Regal::N,tokcha,polc
375,Regal::N,tokcha,állvány
376,Kiste::N,sandiq,láda
377,Fenster::N,deraza,ablak
378,Tür::N,äshik,ajtó
379,Tor::N,darvoza,kapu
380,Zaun::N,panjara,kerítés
381,Dach::N,tom,tető
382,Leiter::N,narvon,létra
383,Besen::N,supurgi,seprű
384,Spaten::N,bel,ásó
385,Schaufel::N,kurak,lapát
386,Gabel::N,bilka,villa
387,Löffel::N,qoshiq,kanál
388,Messer::N,pichoq,kés
389,Nagel::N,mix,szeg
390,Netz::N,to'r,háló
391,Haken::N,ilgak,kampó
392,Griff::N,sop,nyél
393,Griff::N,sop,fogantyú
394,Griff::N,tutqich,nyél
395,Griff::N,tutqich,fogantyú
396,Schloss::N,qulf,zár
397,Bild::N,rasm,kép
398,Figur::N,shakl,alak
399,Puppe::N,ko'g'irchoq,bábu
400,Beutel::N,to'rva,zacskó
401,Bündel::N,bog'lam,köteg
402,Tasche::N,kissa,táska
403,Eimer::N,chelak,vödör
404,Deckel::N,qopqoq,fedő
405,Deckel::N,qopqoq,fedél
406,Geschirr::N,idish,edény
407,Sack::N,qop,zsák
408,Tasse::N,piyola,csésze
409,Topf::N,tuvak,fazék
410,Kessel::N,qozon,üst
411,Kessel::N,qozon,bogrács
412,Essen::N,tomoq,evés
413,Essen::N,tomoq,étkezés
414,Nahrung::N,emak,ennivaló
415,Speise::N,taom,étel
416,Fleisch::N,go'sht,hús
417,Getreide::N,g'alla,gabona
418,Brei::N,bo'tqa,pép
419,Brei::N,bo'tqa,kása
420,Brot::N,non,kenyér
421,Scheibe::N,disk,szelet
422,Fett::N,moy,háj
423,Fett::N,moy,zsír
424,Butter::N,yog',vaj
425,Öl::N,moy,olaj
426,Salz::N,tuz,só
427,Suppe::N,sho'rva,leves
428,Honig::N,asal,méz
429,Milch::N,sut,tej
430,Tee::N,choy,tea
431,Leder::N,charm,bőr
432,Wolle::N,jun,gyapjú
433,Stoff::N,mato,szövet
434,Nadel::N,igna,tű
435,Faden::N,ip,fonál
436,Knopf::N,tugma,gomb
437,Knoten::N,tugun,csomó
438,Farbe::N,bo'yok,szín
439,Farbe::N,bo'yok,festék
440,Kleidung::N,kiyim,ruha
441,Kleidung::N,kiyim,ruházat
442,Hemd::N,ko'ylak,ing
443,Kragen::N,yoqa,gallér
444,Ärmel::N,yeng,ujj
445,Hose::N,shim,gatya
446,Hose::N,shim,nadrág
447,Gürtel::N,tasma,öv
448,Mütze::N,shapka,sapka
449,Schuh::N,but,cipő
450,Stiefel::N,botinka,csizma
451,Ring::N,yuzuk,gyűrű
452,Band::N,rishta,szalag
453,Kamm::N,taroq,fésű
454,Spiegel::N,ko'zgu,tükör
455,Riemen::N,qayish,szíj
456,Schnur::N,bog'ich,zsinór
457,Leine::N,etak,póráz
458,Decke::N,odyol,takaró
459,Kissen::N,yostiq,párna
460,Tuch::N,gazlama,kendő
461,Handtuch::N,sochiq,törülköző
462,Kraft::N,kuch,erő
463,Stärke::N,quvvat,erő
464,Stärke::N,quvvat,erősség
465,Gesundheit::N,sog'lik,egészség
466,Krankheit::N,kasallik,kór
467,Krankheit::N,kasallik,betegség
468,Schmerz::N,og'riq,fájdalom
469,Wunde::N,yara,seb
470,Fieber::N,bezgak,láz
471,Arznei::N,dori,orvosság
472,Arznei::N,dori,gyógyszer
473,Brücke::N,ko'prik,híd
474,Brunnen::N,buloq,kút
475,Weide::N,yaylov,legelő
476,Pfad::N,dorojka,ösvény
477,Weg::N,yo'l,út
478,Straße::N,ko'cha,út
479,Dorf::N,ovul,falu
480,Stadt::N,shahar,város
481,Brief::N,maktub,levél
482,Buch::N,kitob,könyv
483,Buchstabe::N,harf,betű
484,Zeitung::N,gazet,újság
485,Zeitung::N,gazet,hírlap
486,Leben::N,hayot,élet
487,Tod::N,o'lim,halál
488,Grab::N,go'r,sír
489,Kirche::N,cherkov,templom
490,Sünde::N,gunoh,bűn
491,Sünde::N,gunoh,vétek
492,Gott::N,olloh,isten
493,Arbeiter::N,ishchi,munkás
494,Chef::N,rais,főnök
495,Meister::N,usta,mester
496,Arzt::N,hakim,orvos
497,Lehrer::N,muallim,tanár
498,Lehrer::N,muallim,tanító
499,Geld::N,pul,pénz
500,Geschäft::N,savdo,üzlet
501,Laden::N,do'kon,bolt
502,Preis::N,baho,ár
503,Ware::N,mol,áru
504,Nutzen::N,foyda,haszon
505,Reichtum::N,boylik,gazdagság
506,Welt::N,olam,világ
507,Land::N,o'lka,ország
508,Staat::N,davlat,állam
509,König::N,qirol,király
510,Macht::N,iqtidor,hatalom
511,Grenze::N,chegara,határ
512,Krieg::N,harb,háború
513,Feind::N,dushman,ellenség
514,Gewalt::N,zo'rlik,erőszak
515,Kampf::N,kurash,harc
516,Bogen[Waffe]::N,yoy,íj
517,Pfeil::N,o'q,nyíl
518,Gewehr::N,vintovka,puska
519,Gewehr::N,vintovka,fegyver
520,Fehler::N,xato,hiba
521,Lüge::N,yolg'on,hazugság
522,Schaden::N,ziyon,kár
523,Unglück::N,balo,csapás
524,Unglück::N,balo,balszerencse
525,Schuld::N,ayb,bűn
526,Alter::N,yosh,kor
527,Schluss::N,tamom,vég
528,Schluss::N,tamom,befejezés
529,Zeit::N,vaqt,idő
530,Tag::N,kun,nap
531,Morgen::N,saboh,reggel
532,Mittag::N,kun tushlik,dél
533,Abend::N,oqshom,este
534,Nacht::N,tun,éj
535,Nacht::N,tun,éjszaka
536,Woche::N,hafta,hét
537,Monat::N,oy,hó
538,Monat::N,oy,hónap
539,Jahr::N,yil,év
540,Frühling::N,bahor,tavasz
541,Sommer::N,yoz,nyár
542,Herbst::N,kuz,ősz
543,Herbst::N,xazon,ősz
544,Winter::N,qish,tél
545,Januar::N,yanvar',január
546,Februar::N,fevral',február
547,März::N,mart,március
548,April::N,aprel',április
549,Mai::N,may,május
550,Juni::N,iyun',június
551,Juli::N,iyul',július
552,August::N,avgust,augusztus
553,September::N,sentyabr',szeptember
554,Oktober::N,oktyabr',október
555,November::N,noyabr',november
556,Dezember::N,dekabr',december
557,Montag::N,dushanba,hétfő
558,Dienstag::N,seshanba,kedd
559,Mittwoch::N,chorshanba,szerda
560,Donnerstag::N,payshanba,csütörtök
561,Freitag::N,juma,péntek
562,Samstag::N,shanba,szombat
563,Sonntag::N,yakshanba,vasárnap
564,groß::A,buyuk,nagy
565,klein::A,kichik,pici
566,klein::A,kichik,kicsi
567,lang::A,uzun,hosszú
568,kurz::A,qisqa,rövid
569,breit::A,keng,széles
570,schmal::A,änsiz,keskeny
571,dicht::A,quyuq,sűrű
572,dick[Gegenstand]::A,qalin,vastag
573,dünn::A,ingichka,vékony
574,fein::A,mayin,vékony
575,fest::A,qattiq,szilárd
576,flach::A,yalpoq,sík
577,flach::A,yalpoq,lapos
578,glatt::A,tekis,sima
579,hart::A,qattiq,kemény
580,weich::A,yumshoq,puha
581,rund::A,yumaloq,kerek
582,spitz::A,uchli,hegyes
583,scharf::A,keskir,éles
584,stumpf::A,to'mtoq,tompa
585,stumpf::A,to'mtoq,életlen
586,schwer::A,salmoqli,nehéz
587,schwer::A,salmoqli,súlyos
588,schön::A,go'zal,szép
589,heiß::A,qiziq,forró
590,warm::A,issiq,meleg
591,kalt::A,sovuq,hideg
592,kühl::A,salqin,hűs
593,kühl::A,salqin,hűvös
594,frisch::A,toza,üde
595,frisch::A,toza,friss
596,feucht::A,namli,nedves
597,nass::A,nam,vizes
598,trocken::A,quruq,száraz
599,voll::A,to'la,telt
600,leer::A,puch,üres
601,offen::A,ochiq,nyílt
602,offen::A,ochiq,nyitott
603,geschlossen::A,berk,zárt
604,geschlossen::A,berk,csukott
605,sauber::A,ozoda,tiszta
606,schmutzig::A,kir,piszkos
607,schmutzig::A,kir,szennyes
608,roh::A,xom,nyers
609,reif::A,pishiq,érett
610,lecker::A,shirin,finom
611,süß::A,shirin,édes
612,bitter::A,achchiq,keserű
613,sauer::A,achchiq,savanyú
614,hell::A,yorug',világos
615,dunkel::A,qorong'i,sötét
616,schwarz::A,qora,fekete
617,weiß::A,oq,fehér
618,rot::A,qizil,vörös
619,gelb::A,sariq,sárga
620,blau::A,zangori,kék
621,grün::A,yashil,zöld
622,grau::A,bo'z,ősz
623,grau::A,bo'z,szürke
624,bunt::A,ola,tarka
625,bunt::A,ola,színes
626,billig::A,arzon,olcsó
627,teuer::A,qimmat,drága
628,wertvoll::A,qimmat,értékes
629,blind::A,ko'r,vak
630,taub::A,garang,süket
631,kräftig::A,kuchli,erős
632,stark::A,quvvatli,erős
633,schwach::A,kuchsiz,gyenge
634,schwach::A,kuchsiz,erőtlen
635,fett::A,semiz,hájas
636,schlank::A,ingichka,karcsú
637,hübsch::A,ko'rkam,csinos
638,böse::A,yovuz,rossz
639,böse::A,yovuz,gonosz
640,dumm::A,aqlsiz,buta
641,dumm::A,aqlsiz,ostoba
642,faul::A,ärinchak,lusta
643,fleißig::A,ishchan,szorgalmas
644,geizig::A,qurumsoq,fukar
645,geizig::A,qurumsoq,fösvény
646,klug::A,oqil,okos
647,klug::A,oqil,eszes
648,geschickt::A,äpchil,ügyes
649,lieb::A,aziz,drága
650,lieb::A,aziz,kedves
651,lustig::A,chaqchaq,víg
652,lustig::A,chaqchaq,vidám
653,sanft::A,asta,enyhe
654,hungrig::A,och,éhes
655,krank::A,kasal,beteg
656,nackt::A,yalang,csupasz
657,nackt::A,yalang,meztelen
658,traurig::A,xafa,bús
659,traurig::A,xafa,szomorú
660,lebendig::A,hayotiy,élő
661,gut::A,soz,jó
662,schlecht::A,yomon,rossz
663,richtig::A,rost,helyes
664,schlimm::A,yovuz,rossz
665,wahr::A,haqiqiy,igaz
666,alt::A,äski,ó
667,alt::A,äski,régi
668,neu::A,yangi,új
669,ehemalig::A,sobiq,volt
670,ehemalig::A,sobiq,egykori
671,alt[Lebewesen]::A,qari,öreg
672,jung::A,navqiron,fiatal
673,arm::A,abgor,szegény
674,reich::A,boy,gazdag
675,bekannt::A,ma'lum,ismert
676,bekannt::A,ma'lum,ismeretes
677,berühmt::A,mashhur,híres
678,fremd::A,yot,idegen
679,verschieden::A,turli,különböző
680,nah::A,yaqindagi,közeli
681,fern::A,uzoq,távoli
682,linker::A,so'l,bal
683,rechter::A,o'ng,jobb
684,anderer::A,boshqa,más
685,anderer::A,boshqa,másik
686,erster::A,birinchi,első
687,zweiter::A,ikkinchi,második
688,dritter::A,uchinchi,harmadik
689,letzter::A,oxirgi,utolsó
690,allein::ADV,o'zicha,egyedül
691,auf einmal::ADV,varakay,egyszerre
692,zusammen::ADV,barobar,együtt
693,zusammen::ADV,barobar,összesen
694,lange::ADV,uzoq,sokáig
695,lange::ADV,uzoq,hosszan
696,plötzlich::ADV,qo'qqisdan,hirtelen
697,plötzlich::ADV,qo'qqisdan,egyszerre
698,sofort::ADV,darrov,rögtön
699,sofort::ADV,darrov,tüstént
700,später::ADV,so'ngra,későn
701,jetzt::ADV,hozirgina,most
702,heute::ADV,bugun,ma
703,morgen::ADV,ärta,holnap
704,bald::ADV,toz,majd
705,bald::ADV,toz,nemsokára
706,dann::ADV,keyin,akkor
707,gestern::ADV,kecha,tegnap
708,einst::ADV,avvallari,hajdan
709,damals::ADV,ugal,akkor
710,damals::ADV,ugal,akkoriban
711,danach::ADV,so'ngra,azután
712,vorher::ADV,avval,előbb
713,zuerst::ADV,avval,először
714,einmal::ADV,bir marta,egyszer
715,manchmal::ADV,onda-sonda,néha
716,manchmal::ADV,onda-sonda,olykor
717,oft::ADV,tez-tez,sokszor
718,immer::ADV,har vaqt,mindig
719,niemals::ADV,hargiz,sohasem
720,hier::ADV,shu erda,itt
721,hierhin::ADV,beri,erre
722,von hier::ADV,shu erdan,innen
723,dort::ADV,ana,ott
724,dorthin::ADV,u yerga,oda
725,geradeaus::ADV,to'g'ri,egyenesen
726,vorwärts::ADV,ilgari,előre
727,rückwärts::ADV,qoloq,hátrafelé
728,zurück::ADV,orqada,hátra
729,zurück::ADV,orqada,vissza
730,unten::ADV,pastda,alul
731,hinab::ADV,tubanga,le
732,hinab::ADV,tubanga,lefelé
733,oben::ADV,ustida,fenn
734,oben::ADV,ustida,felül
735,hinauf::ADV,yuqorida,fel
736,hinauf::ADV,yuqorida,felfelé
737,überall::ADV,har erda,mindenütt
738,nicht::ADV,ämas,nem
739,ein wenig::ADV,biroz,egy kicsit
740,kaum::ADV,arang,alig
741,sehr::ADV,ancha,nagyon
742,so::ADV,shunday,úgy
743,noch::ADV,hali,még
744,nur::ADV,yolg'iz,csak
745,nur::ADV,yolg'iz,csupán
746,schon::ADV,endi,már
747,wieder::ADV,yana,ismét
748,wieder::ADV,yana,megint
749,vergebens::ADV,bekorga,hiába
750,vor::PRP,burun,előtt
751,hinter::PRP,ketida,mögött
752,unter::PRP,ostida,alatt
753,durch::PRP,bo'ylab,át
754,durch::PRP,bo'ylab,keresztül
755,neben::PRP,yonida,mellett
756,zwischen::PRP,orada,között
757,wegen::PRP,sababli,miatt
758,wegen::PRP,sababli,végett
759,dies::PRN,o'sha,ez
760,das::PRN,narigi,az
761,alles::PRN,har nima,minden
762,ich::PRN,men,én
763,du::PRN,sen,te
764,er::PRN,u,ő
765,wir::PRN,biz,mi
766,ihr::PRN,siz,ti
767,sie::PRN,ular,ők
768,was::FPRN,nima,mi
769,wer::FPRN,kim,ki
770,wo::FADV,qaerda,hol
771,wohin::FADV,qayerga,hova
772,wie::FADV,qanday,hogy
773,wie::FADV,qanday,hogyan
774,warum::FADV,nega,miért
775,wieviel::FNUM,qancha,hány
776,wieviel::FNUM,qancha,mennyi
777,eins::NUM,bir,egy
778,zwei::NUM,ikki,kettő
779,drei::NUM,uch,három
780,vier::NUM,to'rt,négy
781,fünf::NUM,besh,öt
782,sechs::NUM,olti,hat
783,sieben::NUM,etti,hét
784,acht::NUM,sakkiz,nyolc
785,neun::NUM,to'qqiz,kilenc
786,zehn::NUM,o'n,tíz
787,elf::NUM,o'n bir,tizenegy
788,zwölf::NUM,o'n ikki,tizenkettő
789,zwanzig::NUM,yigirma,húsz
790,dreißig::NUM,o'ttiz,harminc
791,vierzig::NUM,qirq,negyven
792,fünfzig::NUM,ällik,ötven
793,sechzig::NUM,oltmish,hatvan
794,siebzig::NUM,etmish,hetven
795,achtzig::NUM,sakson,nyolcvan
796,neunzig::NUM,to'qson,kilencven
797,hundert::NUM,yuz,száz
798,tausend::NUM,ming,ezer
799,und::CNJ,va,és
800,und::CNJ,va,meg
801,oder::CNJ,yo,vagy
802,stehen::V,turmoq,áll
803,sitzen::V,o'tirmoq,ül
804,liegen::V,yotmoq,fekszik
805,hängen::V,osilmoq,függ
806,werden::V,bo'lmoq,lesz
807,passieren::V,bo'lib o'tmoq,történik
808,beginnen::V,boshlanmoq,kezdődik
809,enden::V,bitmoq,végződik
810,enden::V,bitmoq,befejeződik
811,wechseln::V,o'zgarmoq,változik
812,aufgehen[Sonne]::V,chiqmoq,kel
813,untergehen[Sonne]::V,botmoq,lemegy
814,scheinen[Sonne]::V,yaraqlamoq,süt
