,Concept_ID,cv,myv
142,Weide[Baum]::N,хӑва,каль
143,Tanne::N,чӑрӑш,куз
144,Horn::N,мӑйрака,сюро
145,Feder::N,тӗк,толга
146,Fell::N,ҫӑм,пона
147,Flügel::N,ҫунат,сёлмо
148,Klaue::N,чӗрне,кенже
149,Kralle::N,ура,кенже
150,Schwanz::N,хӳре,пуло
151,Ei::N,ҫӑмарта,ал
152,Nest::N,йӑва,пизэ
153,Bau::N,йӗнӗ,варя
154,Bau::N,йӗнӗ,пизе
155,Tier::N,выльӑх,ракша
156,Herde::N,кӗтӳ,стада
157,Kuh::N,ӗне,скал
158,Bulle::N,вӑкӑр,бука
159,Pferd::N,лаша,лишме
160,Schaf::N,сурӑх,реве
161,Schwein::N,сысна,туво
162,Hund::N,йытӑ,пине
163,Hund::N,йытӑ,киска
164,Katze::N,кушак,псака
165,Bär::N,упа,овто
166,Eichhörnchen::N,пакша,ур
167,Elch::N,пӑши,сярдо
168,Fuchs::N,тилӗ,ривезь
169,Hase::N,куян,нумоло
170,Hase::N,мулкач,нумоло
171,Maus::N,шӑши,чеерь
172,Wolf::N,кашкӑр,верьгиз
173,Vogel::N,кайӑк,нармунь
174,Vogel::N,вӗҫен кайӑк,нармунь
175,Schwarm::N,ушкӑн,полк
176,Schwarm::N,ушкӑн,стада
177,Huhn::N,чӑх,сараз
178,Huhn::N,чӑхӑ,сараз
179,Hahn::N,автан,атякш
180,Gans::N,хур,гала
181,Gans::N,хур,мацей
182,Adler::N,ӑмӑрт кайӑк,куцькан
183,Adler::N,ӑмӑрт кайӑк,тумоатякш
184,Ente::N,кӑвакал,яксярго
185,Eule::N,тӑмана,корж
186,Kranich::N,тӑрна,карго
187,Krähe::N,ула курак,варака
188,Kuckuck::N,куккук,куко
189,Schwan::N,акӑш,локсей
190,Fisch::N,пулӑ,кал
191,Barsch::N,уланкӑ,окунь
192,Hecht::N,ҫӑрттан,щука
193,Schlange[Tier]::N,ҫӗлен,гуй
194,Wurm::N,ӑман,сукс
195,Spinne::N,эрешмен,шанжав
196,Ameise::N,кӑткӑ,коткудав
197,Laus::N,пыйтӑ,сий
198,Mücke::N,вӑрӑм туна,сеське
199,Fliege::N,шӑна,карво
200,Schmetterling::N,лӗпӗш,нимиляв
201,Beere::N,ҫырла,умарь
202,Apfel::N,улма,умарь
203,Apfel::N,пан улми,умарь
204,Pilz::N,кӑмпа,панго
205,Zwiebel::N,сухан,чурька
206,Saat::N,вӑрӑ,видьметь
207,Korn::N,тӗшӗ,сюро
208,Korn::N,пӗрчӗ,сюро
209,Heu::N,утӑ,тикше
210,Schale::N,хупӑ,кедь
211,Schale::N,хупӑ,ваткавкс
212,Grube::N,шӑтӑк,латко
213,Falle::N,тапӑ,тувор
214,Falle::N,тапӑ,кундамка
215,Falle::N,капкӑн,тувор
216,Falle::N,капкӑн,кундамка
217,Schlinge::N,йӑлӑ,килькш
218,Spur::N,йӗр,челькс
219,Spur::N,йӗр,пильгеки
220,Asche::N,кӗл,кулов
221,Dreck::N,пылчӑк,рудаз
222,Eisen::N,тимӗр,кшни
223,Gold::N,ылтӑн,сырне
224,Silber::N,кӗмӗл,сия
225,Kohle::N,кӑмрӑк,сэдь
226,Kohle::N,кӑмрӑк,уголия
227,Glas::N,кӗленче,сулика
228,Lehm::N,тӑм,сёвонь
229,Sand::N,хӑйӑр,човар
230,Mensch::N,ҫын,ломань
231,Mensch::N,этем,ломань
232,Mann::N,ар,аля
233,Mann::N,ар,цёраломань
234,Frau::N,хӗрарӑм,ава
235,Kind::N,ача,эйкакш
236,Junge::N,ача,цёрыне
237,Junge::N,ар ҫын ача,цёрыне
238,Mädchen::N,хӗр ача,тейтерне
239,Familie::N,ҫемье,семия
240,Familie::N,кил-йыш,семия
241,Großvater::N,кукаҫи,покштя
242,Großmutter::N,кукамай,баба
243,Eltern::N,аҫа-ама,тетят-ават
244,Vater::N,атте,тетя
245,Mutter::N,анне,ава
246,Sohn::N,ывӑл,цёра
247,Tochter::N,хӗр,тейтерь
248,Bruder::N,ар тӑван,леля
249,Bruder::N,ар тӑван,ялакс
250,Schwester::N,аппа,сазор
251,Schwester::N,йӑмӑк,сазор
252,Onkel::N,мучи,леля
253,Onkel::N,пичче,леля
254,Tante::N,аппа,патя
255,Ehemann::N,упӑшка,мирде
256,Ehefrau::N,арӑм,ни
257,Freude::N,савӑнӑҫ,кеняркс
258,Freude::N,хаваслӑх,кеняркс
259,Gelächter::N,кулӑ,ракамо
260,Gelächter::N,кулӑ,пейдема
261,Glück::N,телей,уцяска
262,Glück::N,ӑраскал,уцяска
263,Kummer::N,хурлӑх,рискс
264,Kummer::N,хурлӑх,мелявкс
265,Wunsch::N,ӗмӗт,мель
266,Wunsch::N,ӗмӗт,бажамо
267,Wunsch::N,кӑмӑл,мель
268,Wunsch::N,кӑмӑл,бажамо
269,Lust::N,кӑмӑл,бажамо
270,Geist::N,чун-чӗм,ойме
271,Geist::N,ыр-усал,ойме
272,Geist::N,чун хавалӗ,ойме
273,Gedanke::N,шухӑш,мель
274,Gedächtnis::N,ас,мель
275,Verstand::N,ӑс,прев
276,Verstand::N,ӑс-тӑн,прев
277,Verstand::N,ӑс-хакӑл,прев
278,Sinn::N,тупсӑм,толк
279,Sinn::N,тупсӑм,смысла
280,Sinn::N,пӗлтерӗш,толк
281,Sinn::N,пӗлтерӗш,смысла
282,Grund::N,сӑлтав,тувтал
283,Wahrheit::N,чӑнлӑх,видечи
284,Gespräch::N,калаҫу,кортнема
285,Märchen::N,юмах,ёвкс
286,Erzählung::N,акалав,ёвтнема
287,Erzählung::N,каласа пани,ёвтнема
288,Nachricht::N,хыпар,куля
289,Neuigkeit::N,ҫӗнӗ хыпар,куля
290,Name::N,ят,лем
291,Rätsel::N,сутмалли юмах,содамоёвкс
292,Rede::N,сӑмах,кортамо
293,Sprache::N,чӗлхе,кель
294,Stimme::N,сасӑ,ваигель
295,Wort::N,сӑмах,вал
296,Zeichen::N,паллӑ,теште
297,Ruf::N,йыхрав,тердема
298,Ruf::N,чӗнӳ,тердема
299,Lärm::N,шав,шалнома
300,Laut::N,сасӑ,вайгель
301,Ton::N,сасӑ,гайнема
302,Lied::N,юрӑ,моро
303,Ruhe::N,канӑҫлӑх,оймамо
304,Ruhe::N,лӑпкӑлӑх,оймамо
305,Leute::N,ҫамрӑксем,ломанть
306,Leute::N,ҫамрӑк ҫынсем,ломанть
307,Volk::N,халӑх,народ
308,Arbeit::N,ӗҫхӗл,тев
309,Arbeit::N,ӗҫлев,тев
310,Gast::N,хӑна,инже
311,Geschenk::N,парне,казне
312,Geschenk::N,кучченеҫ,казне
313,Spiel::N,вӑйӑ,налксема
314,Gesellschaft::N,общество,община
315,Hilfe::N,пулӑшу,лездамо
316,Freund::N,тус,оя
317,Freund::N,тус,ялга
318,Kamerad::N,юлташ,оя
319,Kamerad::N,юлташ,ялга
320,Kamerad::N,тус,оя
321,Kamerad::N,тус,ялга
322,Angelegenheit::N,ӗҫ,тев
323,Anzahl::N,йыш,ламоксчи
324,Anzahl::N,хисеп,ламоксчи
325,Art::N,тӗс,вид
326,Stück::N,татӑк,пакш
327,Stück::N,татӑк,пелькс
328,Teil::N,пай,часть
329,Teil::N,пай,пелькс
330,Hälfte::N,ҫурӑ,пель
331,Hälfte::N,ҫурӑ,пелькс
332,Kreis::N,ункӑ,кирькс
333,Kreis::N,ҫавракӑш,кирькс
334,Kreuz::N,хӗрес,крёст
335,Linie::N,йӗр,кикс
336,Strich::N,йӗр,межа
337,Abstand::N,хушӑ,ютко
338,Entfernung::N,хушӑ,ютко
339,Gegend::N,вырӑн,тарка
340,Gegend::N,вырӑн,пертьпелькс
341,Platz::N,хутлӑх,васолкс
342,Ort::N,вырӑн,тарка
343,Seite::N,ен,ён
344,Seite::N,ен,чире
345,Seite::N,аяк,ён
346,Seite::N,аяк,чире
347,Seite::N,айӑк,ён
348,Seite::N,айӑк,чире
349,Mitte::N,варӑ,куншка
350,Gegenstand::N,япала,предмет
351,Sache::N,япала,тев
352,Sache::N,япала,веща
353,Rand::N,вӗҫ,пе
354,Rand::N,вӗҫ,чире
355,Rand::N,хӗрӗ,пе
356,Rand::N,хӗрӗ,чире
357,Rand::N,хӗрри,пе
358,Rand::N,хӗрри,чире
359,Kante::N,хайкача,ирдез
360,Kante::N,хысак,ирдез
361,Ecke::N,кӗтес,ужо
362,Spitze::N,вӗҫ,пряне
363,Spitze::N,вӗҫ,пе
364,Ende::N,вӗҫ,пе
365,Loch::N,шӑтӑк,варя
366,Winkel::N,кӗтес,ужо
367,Muster::N,эреш,сёрма
368,Größe::N,пысӑкӑш,сэрь
369,Größe::N,пысӑкӑш,покшолма
370,Länge::N,вӑрӑмӑш,кувалмо
371,Höhe::N,ҫӳллӗш,сэрь
372,Höhe::N,ҫӳллӗш,пандо
373,Gewicht::N,виҫе,сталмо
374,Gewicht::N,йывӑрӑш,сталмо
375,Menge::N,йыш,лововкс
376,Haufen::N,купа,мар
377,Haufen::N,купа,валявкс
378,Reihe::N,рет,ряд
379,Boot::N,кимӗ,венч
380,Ruder::N,кӗсмен,милё
381,Schlitten::N,ҫуна,нурдт
382,Ski::N,йӗлтӗр,сокс
383,Lagerfeuer::N,вут,толбандя
384,Lagerfeuer::N,кӑвайт,толбандя
385,Last::N,сулмаклӑх,сталмо
386,Last::N,сулмаклӑх,кандома
387,Last::N,йывӑр япала,сталмо
388,Last::N,йывӑр япала,кандома
389,Gang::N,куҫӑм,молема
390,Gang::N,куҫӑм,якамо
391,Schritt::N,утӑм,эскелькс
392,Schritt::N,пусӑм,эскелькс
393,Norden::N,ҫурҫӗр,якшамо ёнкс
394,Süden::N,кӑнтӑр,лембе ёнкс
395,Westen::N,анӑҫ,чивалгома
396,Westen::N,хӗвел анӑҫ,чивалгома
397,Osten::N,хӗвел тухӑҫ,чилисема
398,Holz::N,йывӑҫ,чувто
399,Brett::N,хӑма,лаз
400,Platte::N,плита,плита
401,Stütze::N,ура,неже
402,Stange::N,шерте,олга
403,Stock::N,патак,мандо
404,Stab::N,шӑчӑ,олога
405,Rohr::N,пӑрӑх,турба
406,Haus::N,ҫурт,кудо
407,Heim::N,кил,кудо
408,Ofen::N,кӑмака,каштомо
409,Fußboden::N,урай,киякс
410,Tisch::N,сӗтел,столь
411,Stuhl::N,пукан,стул
412,Wiege::N,сӑпка,лавсь
413,Wiege::N,сӑпка,нурямот
414,Bett::N,кравать,ацамо
415,Regal::N,ҫӳлӗк,лався
416,Regal::N,ҫӳлӗк,лавсяланго
417,Regal::N,сентре,лався
418,Regal::N,сентре,лавсяланго
419,Kiste::N,ещӗк,горобия
420,Kiste::N,ещӗк,сундук
421,Kiste::N,сунтӑх,горобия
422,Kiste::N,сунтӑх,сундук
423,Fenster::N,чӳрече,вальма
424,Tür::N,алӑк,кенкш
425,Tor::N,хапха,ортат
426,Zaun::N,хӳме,пирявт
427,Zaun::N,хӳме,пирвякс
428,Dach::N,тӑрӑ,кудопря
429,Leiter::N,пусма,кузтема
430,Besen::N,шӑпӑр,тенсть
431,Spaten::N,кӗреҫе,койме
432,Schaufel::N,кӗреҫе,кече
433,Schaufel::N,кӗреҫе,келей койме
434,Gabel::N,вилка,сянгине
435,Löffel::N,кашӑк,пенч
436,Messer::N,ҫӗҫӗ,пеель
437,Nagel::N,пӑта,эске
438,Netz::N,тетел,алтыма
439,Haken::N,йӑрхах,кечказ
440,Haken::N,ҫекӗл,кечказ
441,Griff::N,хӑлӑп,кедне
442,Schloss::N,ҫӑра,замок
443,Schloss::N,ҫӑра,панжома
444,Bild::N,сӑн,картина
445,Bild::N,сӑнлӑх,картина
446,Bild::N,картина,картина
447,Figur::N,кӗлетке,рунго
448,Puppe::N,пукане,няка
449,Beutel::N,михӗ,кескав
450,Bündel::N,ҫыхӑ,керькс
451,Bündel::N,тӗрке,керькс
452,Tasche::N,сумка,юдма
453,Eimer::N,витре,ведра
454,Deckel::N,хупӑ,велькс
455,Geschirr::N,савӑт-сапа,кедьге
456,Sack::N,михӗ,кескав
457,Tasse::N,курка,чакш
458,Topf::N,кастрюль,кастрюля
459,Kessel::N,хуран,котёл
460,Essen::N,апат,ярсамо
461,Nahrung::N,апат-ҫимӗс,ярсамопель
462,Speise::N,апат,ярсамопель
463,Speise::N,ҫимӗҫ,ярсамопель
464,Fleisch::N,аш,сывель
465,Fleisch::N,какай,сывель
466,Getreide::N,тырӑ,сюро
467,Brei::N,пӑтӑ,каша
468,Brot::N,ҫӑкӑр,кши
469,Scheibe::N,чӗлӗ,кочом
470,Scheibe::N,чӗлӗ,сускомо
471,Scheibe::N,касӑк,кочом
472,Scheibe::N,касӑк,сускомо
473,Fett::N,ҫу,куя
474,Butter::N,ҫу,ой
475,Öl::N,ҫу,ой
476,Salz::N,тӑвар,сал
477,Suppe::N,яшка,ям
478,Honig::N,пыл,медь
479,Milch::N,сӗт,ловсо
480,Tee::N,чей,чай
481,Leder::N,сӑран,киське
482,Wolle::N,ҫӑм,пона
483,Stoff::N,тӗртӗм,коцт
484,Nadel::N,йӗп,салмукс
485,Faden::N,ҫип,суре
486,Knopf::N,тӳме,пов
487,Knoten::N,йӑлӑ,сюлмо
488,Farbe::N,сӑрӑ,артомапель
489,Kleidung::N,тум,оршамот
490,Kleidung::N,ҫипуҫ,оршамот
491,Kleidung::N,тум-тир,оршамот
492,Hemd::N,кӗпе,панар
493,Kragen::N,ҫуха,сиве
494,Ärmel::N,ҫанӑ,ожа
495,Hose::N,шӑлавар,понкст
496,Gürtel::N,пиҫиххи,каркс
497,Mütze::N,ҫӗлӗк,чапка
498,Schuh::N,пушмак,туфля
499,Schuh::N,ботинок,туфля
500,Stiefel::N,атӑ,кем
501,Ring::N,ҫӗрӗ,суркс
502,Band::N,хаю,лента
503,Band::N,йӗсме,лента
504,Kamm::N,тура,сурсеме
505,Spiegel::N,тӗкӗр,чавачамо
506,Spiegel::N,куҫ кӗски,чавачамо
507,Riemen::N,чӗн,кшнань каркс
508,Schnur::N,кантра,пикс
509,Leine::N,касмӑк,ведьме
510,Decke::N,утиял,вельтямо
511,Kissen::N,ҫытар,тодов
512,Kissen::N,минтер,тодов
513,Tuch::N,тутӑр,паця
514,Handtuch::N,ал шӑлли,нардамо
515,Kraft::N,вӑй,вий
516,Kraft::N,хӑват,вий
517,Stärke::N,хал,виевчи
518,Stärke::N,хӑват,виевчи
519,Gesundheit::N,хал,шумбрачи
520,Gesundheit::N,сывлӑх,шумбрачи
521,Krankheit::N,чир,орма
522,Krankheit::N,чир,сэредема
523,Schmerz::N,ырату,сэредькс
524,Wunde::N,суран,керявкс
525,Fieber::N,сив чир,маштыкс
526,Arznei::N,эмел,ормаменькс
527,Brücke::N,кӗпер,сэдь
528,Brücke::N,кӗпер,мадамо
529,Brunnen::N,ҫӑл,лисьма
530,Brunnen::N,пусӑ,лисьма
531,Weide::N,ҫаран,ракшань ванома тарка
532,Pfad::N,йӗр,ян
533,Pfad::N,сукмак,ян
534,Weg::N,ҫул,ки
535,Weg::N,ҫул-йӗр,ки
536,Straße::N,ҫӳрев,ки
537,Straße::N,ҫул ҫӳрени,ки
538,Dorf::N,ял,веле
539,Stadt::N,хула,ош
540,Brief::N,ҫыру,сёрма
541,Buch::N,кӗнеке,книга
542,Buchstabe::N,сас палли,буква
543,Zeitung::N,хаҫат,газета
544,Leben::N,пурнӑҫ,эрямо
545,Tod::N,вилӗм,кулома
546,Grab::N,масар шӑтӑкӗ,калмо
547,Kirche::N,чиркӳ,церькова
548,Sünde::N,ҫылӑх,чумочи
549,Gott::N,турӑ,паз
550,Arbeiter::N,рабочи,робочей
551,Chef::N,пуҫлӑх,прявт
552,Meister::N,ӑста,кол тевень тенця
553,Meister::N,мастер,кол тевень тенця
554,Arzt::N,врач,врач
555,Arzt::N,тухтӑр,врач
556,Lehrer::N,учитель,учитель
557,Lehrer::N,учитель,тонавтыця
558,Lehrer::N,вӗрентекен,учитель
559,Lehrer::N,вӗрентекен,тонавтыця
560,Geld::N,укҫа,ярмак
561,Geschäft::N,бизнес,ладязь тев
562,Laden::N,магазин,лавка
563,Preis::N,хак,питне
564,Ware::N,тавар,миевкс
565,Ware::N,тавар,рамавкс
566,Nutzen::N,пайта,паро
567,Nutzen::N,пайта,лезэ
568,Reichtum::N,мул,сюпавчи
569,Welt::N,тӗнче,мир
570,Welt::N,тӗнче,мастор ланго
571,Land::N,ҫӗр-шыв,мастор
572,Staat::N,патшàлӑх,государства
573,König::N,король,король
574,Macht::N,власть,азорксчи
575,Grenze::N,чикӗ,буен тешкс
576,Krieg::N,вӑрҫӑ,война
577,Feind::N,тӑшман,душман
578,Gewalt::N,ирӗксӗрлӳ,нарьгамо
579,Kampf::N,кӗрешӳ,тюрема
580,Bogen[Waffe]::N,ухӑ,нал
581,Pfeil::N,ҫӗмрен,нал
582,Pfeil::N,ухӑ йӗппи,нал
583,Gewehr::N,пӑшал,ружия
584,Gewehr::N,пӑшал,винтовка
585,Fehler::N,йӑнӑш,ильведькс
586,Fehler::N,йӑнӑш,ильведевкс
587,Lüge::N,суя,манчема
588,Lüge::N,суя,кенгелема
589,Lüge::N,ултав,манчема
590,Lüge::N,ултав,кенгелема
591,Schaden::N,сиен,зыян
592,Unglück::N,шар,зыян
593,Unglück::N,инкек,зыян
594,Schuld::N,айӑп,чумочи
595,Alter::N,ҫул шучӗ,шка
596,Schluss::N,пӗтни,пе
597,Schluss::N,пӗтмӗш,пе
598,Zeit::N,вӑхӑт,шка
599,Zeit::N,вӑхӑт,пинге
600,Tag::N,кун,чи
601,Morgen::N,ир,валске
602,Mittag::N,кӑнтӑрла,чикуншка
603,Abend::N,каҫ,чокшнэ
604,Nacht::N,каҫ,ве
605,Woche::N,эрне,недля
606,Monat::N,уйӑх,ков
607,Jahr::N,ҫулталӑк,ие
608,Frühling::N,ҫур,тундо
609,Frühling::N,ҫуркунне,тундо
610,Sommer::N,ҫу,кизэ
611,Sommer::N,ҫулла,кизэ
612,Herbst::N,кӗр,сёксь
613,Herbst::N,кӗркунне,сёксь
614,Winter::N,хӗл,теле
615,Winter::N,хӗлле,теле
616,Januar::N,январь,якшамков
617,Februar::N,февраль,февраль
618,Februar::N,кӗҫӗн кӑрлач,февраль
619,März::N,март,март
620,März::N,пуш уйӑхӗ,март
621,April::N,апрель,апрель
622,Mai::N,май,май
623,Juni::N,июнь,июнь
624,Juli::N,июль,июль
625,August::N,август,август
626,September::N,сентябрь,сентября
627,September::N,авӑн уйӑхӗ,сентября
628,Oktober::N,октябрь,октября
629,November::N,ноябрь,ноября
630,Dezember::N,раштав,декабря
631,Dezember::N,декабрь,декабря
632,Montag::N,тунти кун,пондельник
633,Dienstag::N,ытлари кун,овторник
634,Mittwoch::N,юн кун,серёда
635,Donnerstag::N,кӗҫнерни кун,цетьверьг
636,Freitag::N,эрне кун,пеця
637,Samstag::N,шӑмат кун,субута
638,Samstag::N,шӑмат кун,шлямочи
639,Sonntag::N,вырсарни кун,недлячи
640,groß::A,пысӑк,ине
641,groß::A,пысӑк,покш
642,klein::A,пӗчӗк,вишка
643,lang::A,вӑрӑм,кувака
644,kurz::A,кӗске,нурькине
645,breit::A,сарлака,келей
646,schmal::A,ансӑр,теине
647,dicht::A,йӑвӑ,тусто
648,dick[Gegenstand]::A,хулӑн,эчке
649,dünn::A,ҫинҫе,човине
650,dünn::A,ҫӳхе,човине
651,fein::A,тарай,човине
652,fein::A,вӗлтӗрти,човине
653,fest::A,тӗреклӗ,кеме
654,flach::A,лаптак,лапужа
655,glatt::A,такӑр,валаня
656,hart::A,хытӑ,калгодо
657,weich::A,ҫемҫе,чевте
658,rund::A,ҫавра,кеверь
659,spitz::A,шӗвӗр,пшти
660,scharf::A,ҫивӗч,пшти
661,stumpf::A,мӑка,ношка
662,stumpf::A,пуклак,ношка
663,stumpf::A,тӗрӗнчӗк,ношка
664,stumpf::A,ӑнкарусӑр,ношка
665,schwer::A,йывӑр,стака
666,schön::A,илемлӗ,мазый
667,heiß::A,вӗри,пси
668,warm::A,ӑшӑ,лембе
669,kalt::A,сивӗ,якшамо
670,kühl::A,уҫӑ,экше
671,frisch::A,уҫӑ,свежа
672,feucht::A,йӗпе,летьке
673,nass::A,нӳрӗ,начко
674,trocken::A,типӗ,коське
675,voll::A,тулли,пешксе
676,leer::A,пушӑ,чаво
677,offen::A,уҫӑ,панжадо
678,offen::A,уҫӑ,виде
679,geschlossen::A,хупӑ,пекстазь
680,geschlossen::A,хупӑ,сёлгозь
681,sauber::A,таса,ванькс
682,schmutzig::A,пылчӑклӑ,ливезев
683,schmutzig::A,вараланчӑк,ливезев
684,roh::A,чӗрӗ,верек
685,reif::A,пулнӑ,кенерезь
686,reif::A,пиҫӗхнӗ,кенерезь
687,reif::A,аталаннӑ,кенерезь
688,reif::A,пиҫсе ҫитнӗ,кенерезь
689,lecker::A,тутлӑ,тантей
690,lecker::A,техӗмлӗ,тантей
691,süß::A,пылак,ламбамо
692,bitter::A,йӳҫӗ,сэпей
693,sauer::A,йӳҫӗ,чапамо
694,sauer::A,йӳҫек,чапамо
695,sauer::A,кӑвасак,чапамо
696,hell::A,ҫутӑ,валдо
697,dunkel::A,тӗттӗм,чопода
698,schwarz::A,хура,раужо
699,weiß::A,шурӑ,ашо
700,rot::A,хӗрлӗ,якстере
701,gelb::A,сарӑ,ожо
702,blau::A,кӑвак,сэнь
703,grün::A,симӗс,пиже
704,grün::A,пиҫмен,пиже
705,grün::A,ӑс пухман,пиже
706,grau::A,кӑвак,шержев
707,bunt::A,чӑпар,сёрмав
708,billig::A,йӳнӗ,аволь питней
709,teuer::A,хаклӑ,питней
710,wertvoll::A,паха,питней
711,blind::A,суккӑр,сокор
712,taub::A,хӑлхасӑр,амариця
713,kräftig::A,хӑватлӑ,пек виев
714,stark::A,вирлӗ,виев
715,schwach::A,халсӑр,лавшо
716,fett::A,самӑр,куя
717,fett::A,мӑнтӑр,куя
718,schlank::A,йӑрӑс,виде ронга
719,schlank::A,яштака,виде ронга
720,hübsch::A,хитре,мазый
721,böse::A,усал,кежей
722,dumm::A,ухмах,чавола
723,dumm::A,ухмах,превтеме
724,faul::A,наян,нузякс
