,Concept_ID,ps,la
309,Lärm::N,غالمغال,strepitus
310,Laut::N,ږغ,sonus
311,Ton::N,اواز,sonus
312,Lied::N,غزله,carmen
313,Lied::N,سندره,carmen
314,Ruhe::N,ارامي,quies
315,Leute::N,خلک,homines
316,Volk::N,ولس,populus
317,Arbeit::N,کار,labor
318,Gast::N,مېلمه,hospes
319,Gast::N,مېلمه,conviva
320,Geschenk::N,تحفه,munus
321,Geschenk::N,سوغات,munus
322,Spiel::N,لوبه,ludus
323,Gesellschaft::N,ډله,societas
324,Hilfe::N,کومک,auxilium
325,Hilfe::N,کومک,subsidium
326,Hilfe::N,مرسته,auxilium
327,Hilfe::N,مرسته,subsidium
328,Freund::N,ملګری,amicus
329,Kamerad::N,انډيوال,socius
330,Angelegenheit::N,موضوع,res
331,Anzahl::N,شمېر,numerus
332,Anzahl::N,تعداد,numerus
333,Art::N,ډول,genus
334,Stück::N,ټوټه,frustum
335,Stück::N,ټوټه,fragmentum
336,Teil::N,برخه,pars
337,Hälfte::N,نیم,dimidium
338,Kreis::N,دایره,orbis
339,Kreis::N,دایره,circus
340,Kreuz::N,صلیب,crux
341,Linie::N,خط,linea
342,Linie::N,لیکه,linea
343,Strich::N,کرښه,lineamentum
344,Abstand::N,فاصله,intervallum
345,Entfernung::N,واټن,spatium
346,Gegend::N,سیمه,loca
347,Gegend::N,سیمه,regio
348,Gegend::N,منطقه,loca
349,Gegend::N,منطقه,regio
350,Platz::N,ځای,locus
351,Ort::N,ځای,locus
352,Seite::N,مخ,latus
353,Seite::N,اړخ,latus
354,Mitte::N,وسط,medium
355,Mitte::N,مینځ,medium
356,Gegenstand::N,شی,res
357,Sache::N,شی,res
358,Sache::N,څيز,res
359,Rand::N,څنډه,margo
360,Rand::N,کناره,margo
361,Kante::N,اړخ,angulus
362,Ecke::N,ګوټ,angulus
363,Spitze::N,څوکه,cacumen
364,Ende::N,څوکه,caput
365,Loch::N,سوری,foramen
366,Winkel::N,کنج,angulus
367,Winkel::N,کوتی,angulus
368,Muster::N,نمونه,exemplum
369,Größe::N,قد,magnitudo
370,Größe::N,لويوالی,magnitudo
371,Länge::N,طول,longitudo
372,Länge::N,اوږد والی,longitudo
373,Höhe::N,جګوالی,altitudo
374,Gewicht::N,وزن,pondus
375,Menge::N,اندازه,copia
376,Haufen::N,کوټه,acervus
377,Reihe::N,صف,ordo
378,Reihe::N,کتار,ordo
379,Boot::N,قايق,navicula
380,Ruder::N,چپه,remus
381,Schlitten::N,ښویېدونی,sclodia
382,Ski::N,سکي,narta
383,Lagerfeuer::N,اور,ignis
384,Last::N,بار,onus
385,Last::N,پېټی,onus
386,Gang::N,تګ,cursus
387,Schritt::N,ګام,gradus
388,Norden::N,شمال,septentriones
389,Süden::N,سوېل,meridies
390,Westen::N,لوېدېځ,occidens
391,Osten::N,شرق,oriens
392,Osten::N,ختیځ,oriens
393,Holz::N,لرګی,lignum
394,Brett::N,تخته,tabula
395,Platte::N,تخته,lamina
396,Stütze::N,تکیوان,adminiculum
397,Stange::N,ډاګه,pertica
398,Stock::N,لرګی,baculum
399,Stab::N,چيخله,scipio
400,Rohr::N,نل,tubus
401,Haus::N,کور,aedes
402,Heim::N,کور,domicilium
403,Ofen::N,تودنۍ,fornax
404,Fußboden::N,غولی,solum
405,Tisch::N,مېز,mensa
406,Stuhl::N,چوکۍ,sella
407,Wiege::N,زانګو,cunae
408,Bett::N,کټ,lectus
409,Bett::N,چپرکټ,lectus
410,Regal::N,تاخچۍ,foruli
411,Kiste::N,صندوق,cista
412,Fenster::N,کړکۍ,fenestra
413,Tür::N,دروازه,ianua
414,Tor::N,دروازه,porta
415,Zaun::N,کټاره,saepes
416,Dach::N,بام,tectum
417,Leiter::N,زينه,scalae
418,Besen::N,جارو,scopae
419,Spaten::N,یوم,pala
420,Schaufel::N,بېلچه,pala
421,Gabel::N,پنجه,fuscinula
422,Löffel::N,کاشوغه,coclear
423,Messer::N,چاقو,culter
424,Nagel::N,ميخ,clavus
425,Netz::N,جال,rete
426,Haken::N,څنګک,hamus
427,Griff::N,لاستی,manubrium
428,Schloss::N,کلپ,claustra
429,Bild::N,رسم,tabula
430,Bild::N,رسم,pictura
431,Figur::N,قدوقامت,statunculum
432,Puppe::N,ګوډۍ,pupa
433,Beutel::N,کڅوړه,sacculus
434,Bündel::N,دسته,fascis
435,Tasche::N,بکس,sacculus
436,Tasche::N,توبره,sacculus
437,Eimer::N,سطل,situla
438,Deckel::N,سرپوښ,operculum
439,Geschirr::N,لوښی,vasa
440,Sack::N,جوال,saccus
441,Tasse::N,پیاله,pocillum
442,Topf::N,دېګی,olla
443,Kessel::N,دېګ,aenum
444,Essen::N,خوراک,cena
445,Nahrung::N,خوراک,cibus
446,Nahrung::N,خوراک,alimenta
447,Speise::N,خواړه,cibus
448,Fleisch::N,غوښه,caro
449,Getreide::N,غله,frumentum
450,Brei::N,اوګره,puls
451,Brot::N,ډوډۍ,panis
452,Scheibe::N,مړۍ,frustum
453,Fett::N,غوړي,pingue
454,Butter::N,کوچ,butȳrum
455,Öl::N,تېل,oleum
456,Salz::N,مالګه,sal
457,Suppe::N,شوربا,ius
458,Honig::N,شات,mel
459,Milch::N,شوده,lac
460,Tee::N,چای,thea
461,Leder::N,څرمن,corium
462,Wolle::N,پشم,lana
463,Stoff::N,ټوټه,textum
464,Nadel::N,ستن,acus
465,Faden::N,تار,filum
466,Knopf::N,تڼۍ,bulla
467,Knopf::N,تکمه,bulla
468,Knoten::N,غوټه,nodus
469,Farbe::N,رنګ,pigmentum
470,Kleidung::N,کالي,vestimenta
471,Hemd::N,کميس,tunica
472,Kragen::N,غاړه,collare
473,Ärmel::N,لستوڼی,manica
474,Hose::N,پطلون,bracae
475,Gürtel::N,کمربند,cingulum
476,Mütze::N,خولۍ,pilleus
477,Schuh::N,بوټ,calceus
478,Stiefel::N,موزه,pero
479,Stiefel::N,موزه,caliga
480,Ring::N,ګوته,anulus
481,Band::N,فيته,redimiculum
482,Kamm::N,ګمنځ,pecten
483,Spiegel::N,ایینه,speculum
484,Spiegel::N,هنداره,speculum
485,Riemen::N,تسمه,lorum
486,Schnur::N,مزی,linum
487,Leine::N,رسۍ,retinaculum
488,Decke::N,بړستن,lodix
489,Kissen::N,بالښت,pulvinus
490,Tuch::N,ټیکری,velum
491,Handtuch::N,دسمال,mantele
492,Kraft::N,زور,vis
493,Kraft::N,توان,vis
494,Stärke::N,قوت,robur
495,Gesundheit::N,صحت,valetudo
496,Gesundheit::N,روغتیا,valetudo
497,Krankheit::N,مرض,morbus
498,Krankheit::N,ناروغي,morbus
499,Schmerz::N,درد,dolor
500,Wunde::N,ټپ,vulnus
501,Wunde::N,زخم,vulnus
502,Fieber::N,تبه,febris
503,Arznei::N,دوا,remedium
504,Arznei::N,دارو,remedium
505,Brücke::N,پول,pons
506,Brunnen::N,څاه,puteus
507,Brunnen::N,کوهی,puteus
508,Weide::N,وله,pascua
509,Pfad::N,تړه,semita
510,Weg::N,لیار,iter
511,Straße::N,سړک,via
512,Dorf::N,کلی,vicus
513,Stadt::N,ښار,urbs
514,Stadt::N,ښار,oppidum
515,Brief::N,لیک,epistula
516,Brief::N,مکتوب,epistula
517,Buch::N,کتاب,liber
518,Buchstabe::N,حرف,littera
519,Buchstabe::N,توری,littera
520,Zeitung::N,اخبار,diurnum
521,Leben::N,ژوند,vita
522,Tod::N,مرګ,mors
523,Tod::N,مړینه,mors
524,Grab::N,قبر,sepulcrum
525,Grab::N,ډورۍ,sepulcrum
526,Kirche::N,کلیسا,ecclesia
527,Sünde::N,ګناه,peccatum
528,Gott::N,خدای,deus
529,Arbeiter::N,کاریګر,operarius
530,Chef::N,آمر,praefectus
531,Meister::N,استاد,magister
532,Arzt::N,طبیب,medicus
533,Arzt::N,ډاکټر,medicus
534,Lehrer::N,معلم,magister
535,Lehrer::N,ښوونکی,magister
536,Geld::N,پیسې,aes
537,Geld::N,پیسې,pecunia
538,Geschäft::N,سوداګري,negotium
539,Laden::N,دکان,taberna
540,Laden::N,مغازه,taberna
541,Preis::N,بیه,pretium
542,Ware::N,مال,merx
543,Nutzen::N,ګټه,utilitas
544,Reichtum::N,شتمني,opes
545,Reichtum::N,شتمني,divitiae
546,Welt::N,نړۍ,mundus
547,Welt::N,دنیا,mundus
548,Land::N,هېواد,terra
549,Staat::N,دولت,res publica
550,König::N,باچا,rex
551,König::N,پادشاه,rex
552,Macht::N,قدرت,potestas
553,Grenze::N,حد,limes
554,Grenze::N,سرحد,limes
555,Krieg::N,جګړه,bellum
556,Feind::N,دښمن,inimicus
557,Gewalt::N,زور,vis
558,Gewalt::N,تشدد,vis
559,Kampf::N,جنګ,pugna
560,Kampf::N,مبارزه,pugna
561,Bogen[Waffe]::N,لیندۍ,arcus
562,Pfeil::N,غشی,sagitta
563,Gewehr::N,ټوپک,sclopetum
564,Fehler::N,خطا,error
565,Fehler::N,غلطي,error
566,Lüge::N,دروغ,mendacium
567,Schaden::N,زیان,damnum
568,Schaden::N,زیان,detrimentum
569,Schaden::N,تاوان,damnum
570,Schaden::N,تاوان,detrimentum
571,Unglück::N,بدبختي,miseria
572,Unglück::N,بدبختي,calamitas
573,Schuld::N,ګناه,culpa
574,Alter::N,منګ,aetas
575,Schluss::N,اخر,finis
576,Zeit::N,وخت,tempus
577,Tag::N,ورځ,dies
578,Morgen::N,سبا,mane
579,Morgen::N,سهار,mane
580,Mittag::N,غرمه,meridies
581,Abend::N,ماښام,vesper
582,Nacht::N,شپه,nox
583,Woche::N,اونۍ,septimana
584,Monat::N,مياشت,mensis
585,Jahr::N,کال,annus
586,Frühling::N,پسرلی,ver
587,Sommer::N,دوبی,aestas
588,Herbst::N,منی,autumnus
589,Herbst::N,خزان,autumnus
590,Winter::N,ژمی,hiems
591,Januar::N,جنوري,Ianuarius
592,Februar::N,فبروري,Februarius
593,März::N,مارچ,Martius
594,April::N,اپریل,Aprilis
595,Mai::N,مې,Maius
596,Juni::N,جون,Iunius
597,Juli::N,جولای,Iulius
598,August::N,اګست,Augustus
599,September::N,سپټامبر,September
600,Oktober::N,اکتوبر,Octobris
601,November::N,نومبر,Novembris
602,Dezember::N,دسمبر,December
603,Montag::N,دوشنبه,dies lunae
604,Dienstag::N,سه شنبه,dies Martis 
605,Mittwoch::N,چارشنبه,dies Mercurii
606,Donnerstag::N,پنجشنبه,dies Iovis
607,Freitag::N,جمعه,dies Veneris
608,Samstag::N,خالي,dies Saturni
609,Sonntag::N,یکشنبه,dominicus
610,Sonntag::N,یکشنبه,dies solis
611,groß::A,لوی,magnus
612,klein::A,وړوکی,parvus
613,lang::A,اوړد,longus
614,kurz::A,لنډ,brevis
615,breit::A,پراخه,latus
616,schmal::A,تنګ,angustus
617,dicht::A,ګڼ,densus
618,dick[Gegenstand]::A,پنډ,crassus
619,dünn::A,نری,tenuis
620,fein::A,نازک,subtilis
621,fest::A,کلک,solidus
622,fest::A,کلک,stabilis
623,fest::A,ټینګ,solidus
624,fest::A,ټینګ,stabilis
625,flach::A,هوار,planus
626,glatt::A,ښوی,levis
627,hart::A,کلک,durus
628,weich::A,نرم,mollis
629,weich::A,پوست,mollis
630,rund::A,ګرد,rotundus
631,spitz::A,تېره,acutus
632,scharf::A,تېز,acer
633,scharf::A,تېره,acer
634,stumpf::A,پڅ,hebes
635,schwer::A,دروند,gravis
636,schön::A,ښکلی,pulcher
637,schön::A,ښکلی,formosus
638,heiß::A,تود,fervidus
639,warm::A,تود,calidus
640,kalt::A,ېخ,frigidus
641,kalt::A,سوړ,frigidus
642,kühl::A,ېخ,frigidus
643,kühl::A,سوړ,frigidus
644,frisch::A,تازه,recens
645,feucht::A,مرطوب,umidus
646,nass::A,لوند,madidus
647,trocken::A,وچ,aridus
648,voll::A,ډک,plenus
649,leer::A,خالی,vacuus
650,offen::A,خلاص,apertus
651,offen::A,پرانیستی,apertus
652,geschlossen::A,تړلی,clausus
653,sauber::A,پاک,lautus
654,schmutzig::A,چټل,sordidus
655,roh::A,خام,crudus
656,reif::A,پوخ,maturus
657,reif::A,رسېدلی,maturus
658,lecker::A,خوندور,delicatus
659,lecker::A,مزه دار,delicatus
660,süß::A,خوږ,dulcis
661,süß::A,شیرین,dulcis
662,bitter::A,تریخ,amarus
663,bitter::A,تریخ,acerbus
664,sauer::A,ټاک,acidus
665,sauer::A,تريو,acidus
666,hell::A,روڼ,clarus
667,hell::A,روښان,clarus
668,dunkel::A,تیاره,obscurus
669,schwarz::A,تور,niger
670,weiß::A,سپين,albus
671,rot::A,سور,ruber
672,gelb::A,زېړ,flavus
673,blau::A,شین,caeruleus
674,blau::A,اسماني رنګه,caeruleus
675,grün::A,زرغون,viridis
676,grau::A,خړ,canus
677,bunt::A,رنګارنګ,varius
678,billig::A,ارزان,vilis
679,teuer::A,ګران,carus
680,wertvoll::A,قیمتي,pretiosus
681,blind::A,ړوند,caecus
682,taub::A,کوڼ,surdus
683,kräftig::A,قوی,robustus
684,stark::A,قوی,firmus
685,stark::A,قوی,validus
686,stark::A,تکړه,firmus
687,stark::A,تکړه,validus
688,schwach::A,ضعیف,debilis
689,schwach::A,ضعیف,infirmus
690,schwach::A,کمزوری,debilis
691,schwach::A,کمزوری,infirmus
692,fett::A,چاغ,crassus
693,schlank::A,خوش اندام,procerus
694,hübsch::A,ښکلی,pulcher
695,hübsch::A,ښایسته,pulcher
696,böse::A,شریر,improbus
697,böse::A,قهرناک,improbus
698,dumm::A,احمق,stultus
699,dumm::A,احمق,stupidus
700,faul::A,لټ,piger
701,faul::A,تنبل,piger
702,fleißig::A,زحمت کښ,sedulus
703,geizig::A,بخیل,avarus
704,klug::A,عاقل,prudens
705,klug::A,هوښیار,prudens
706,geschickt::A,ماهر,sollers
707,lieb::A,عزیز,carus
708,lieb::A,محبوب,carus
709,lustig::A,خوشحال,iocosus
710,sanft::A,پوست,clemens
711,sanft::A,ملایم,clemens
712,hungrig::A,وږی,impastus
713,krank::A,مريض,aeger
714,krank::A,ناروغ,aeger
715,nackt::A,لوڅ,nudus
716,traurig::A,غمجن,maestus
717,lebendig::A,ژوندی,vivus
718,gut::A,ښه,bonus
719,schlecht::A,بد,malus
720,schlecht::A,خراب,malus
721,richtig::A,سم,rectus
722,richtig::A,صحیح,rectus
723,schlimm::A,بد,malus
724,schlimm::A,مخوف,malus
725,wahr::A,واقعي,verus
726,alt::A,زوړ,antiquus
727,neu::A,نوی,novus
728,ehemalig::A,پخوانی,pristinus
729,alt[Lebewesen]::A,زوړ,vetus
730,jung::A,ځوان,iuvenis
731,arm::A,غریب,pauper
732,arm::A,بې وزله,pauper
733,reich::A,شتمن,dives
734,reich::A,دولتمند,dives
735,bekannt::A,اشنا,notus
736,berühmt::A,مشهور,celeber
737,berühmt::A,مشهور,illustris
738,fremd::A,پردی,peregrinus
739,fremd::A,بېګانه,peregrinus
740,verschieden::A,مختلف,varius
741,nah::A,نژدې,propinquus
742,fern::A,لیری,longinquus
743,linker::A,چپ,sinister
744,linker::A,کیڼ,sinister
745,rechter::A,ښی,dexter
746,anderer::A,بل,alius
747,erster::A,لومړی,primus
748,zweiter::A,دوهم,secundus
749,dritter::A,درېم,tertius
750,letzter::A,آخرنی,ultimus
751,letzter::A,وروستی,ultimus
752,allein::ADV,یوازې,solum
753,auf einmal::ADV,په یوه وخت کی,simul
754,zusammen::ADV,یو ځای,una
755,lange::ADV,ډېر وخت,diu
756,lange::ADV,ډېره موده,diu
757,plötzlich::ADV,ناببره,subito
758,plötzlich::ADV,ناببره,repente
759,plötzlich::ADV,یوناڅاپه,subito
760,plötzlich::ADV,یوناڅاپه,repente
761,sofort::ADV,فوراً,statim
762,sofort::ADV,سمدلاسه,statim
763,später::ADV,وروسته,postea
764,jetzt::ADV,اوس,nunc
765,heute::ADV,نن,hodie
766,morgen::ADV,سبا,cras
767,bald::ADV,ژر,mox
768,dann::ADV,پس,deinde
769,dann::ADV,وروسته,deinde
770,gestern::ADV,پرون,heri
771,einst::ADV,پخوا,olim
772,damals::ADV,هغه وخت,tum
773,danach::ADV,بیا,postea
774,vorher::ADV,دمخه,antea
775,zuerst::ADV,لومړی,primo
776,einmal::ADV,یو ځل,semel
777,manchmal::ADV,ګاهی ګاهی,interdum
778,oft::ADV,ډېر ځله,saepe
779,immer::ADV,تل,semper
780,immer::ADV,همېشه,semper
781,niemals::ADV,هیڅکله نه,numquam
782,hier::ADV,دلته,hic
783,hierhin::ADV,دلته,huc
784,hierhin::ADV,دې ځای ته,huc
785,von hier::ADV,د دې ځای نه,hinc
786,dort::ADV,هلته,ibi
787,dorthin::ADV,هلته,eo
788,dorthin::ADV,هغه ځای ته,eo
789,geradeaus::ADV,مخامخ,recte
790,vorwärts::ADV,مخ پهٔ وړاندې,porro
791,rückwärts::ADV,بېرته,retro
792,zurück::ADV,بېرته,retro
793,unten::ADV,لاندي,infra
794,hinab::ADV,ښکته,pessum
795,oben::ADV,پورته,supra
796,hinauf::ADV,پاس,sursum
797,überall::ADV,هره خوا,ubique
