,Concept_ID,lbe,uk
203,Mensch::N,инсан,людина
204,Mann::N,чув,чоловік
205,Mann::N,адимина,чоловік
206,Frau::N,щарсса,жінка
207,Frau::N,хъамитайпа,жінка
208,Kind::N,чӏиви оьрчӏ,дитина
209,Junge::N,оьрчӏ,хлопець
210,Junge::N,бурхьин оьрчӏ,хлопець
211,Mädchen::N,душ,дівчина
212,Familie::N,кулпат,сім’я
213,Familie::N,кулпат,родина
214,Großvater::N,ттатта,дідусь
215,Großvater::N,ниттил ппу,дідусь
216,Großmutter::N,буттал нину,бабуся
217,Eltern::N,нину-ппу,батьки
218,Vater::N,ппу,батько
219,Mutter::N,нину,мати
220,Sohn::N,арс,син
221,Tochter::N,душ,дочка
222,Bruder::N,уссу,брат
223,Schwester::N,ссу,сестра
224,Onkel::N,буттауссу,дядько
225,Tante::N,буттал ссу,тітка
226,Ehemann::N,лас,чоловік
227,Ehefrau::N,щар,жінка
228,Ehefrau::N,щар,дружина
229,Ehefrau::N,щарсса,жінка
230,Ehefrau::N,щарсса,дружина
231,Freude::N,шадшиву,радощі
232,Freude::N,ххаришиву,радощі
233,Gelächter::N,хъяхъаву,сміх
234,Glück::N,талихӏ,щастя
235,Kummer::N,дард,горе
236,Wunsch::N,мурад,бажання
237,Lust::N,гьавас,бажання
238,Lust::N,ччаву,бажання
239,Geist::N,рухӏ,дух
240,Gedanke::N,пикри,думка
241,Gedächtnis::N,дакӏний личӏаву,пам’ять
242,Verstand::N,аькьлу,розум
243,Sinn::N,мяъна,зміст
244,Sinn::N,мяъна,значення
245,Grund::N,багьана,причина
246,Wahrheit::N,тӏайламур,правда
247,Wahrheit::N,хӏакьмур,правда
248,Gespräch::N,ихтилат,розмова
249,Märchen::N,магьа,байка
250,Erzählung::N,хавар,повість
251,Erzählung::N,хавар,оповідання
252,Nachricht::N,хавар,повідомлення
253,Neuigkeit::N,хавар,новина
254,Name::N,цӏа,ім’я
255,Rätsel::N,ссигьа,загадка
256,Rede::N,гъалгъа,промова
257,Sprache::N,маз,мова
258,Stimme::N,чӏу,голос
259,Stimme::N,чӏукӏа,голос
260,Wort::N,махъ,слово
261,Zeichen::N,лишан,знак
262,Lärm::N,чӏу,шум
263,Laut::N,чӏу,звук
264,Ton::N,чӏу,тон
265,Lied::N,балай,пісня
266,Ruhe::N,дигьалагру,спокій
267,Leute::N,инсантал,люди
268,Volk::N,ил,народ
269,Volk::N,халкь,народ
270,Arbeit::N,заву,робота
271,Gast::N,хъамаличу,гість
272,Geschenk::N,бухчакарши,подарунок
273,Geschenk::N,лажинккакку,подарунок
274,Spiel::N,тӏуркӏу,гра
275,Gesellschaft::N,жямат,товариство
276,Gesellschaft::N,ккуран,товариство
277,Hilfe::N,кумаг,допомога
278,Freund::N,дус,друг
279,Freund::N,дус,приятель
280,Kamerad::N,хӏаласу,товариш
281,Angelegenheit::N,иш,справа
282,Anzahl::N,аьдад,число
283,Art::N,жинс,рід
284,Stück::N,касак,кусок
285,Teil::N,бутӏа,частина
286,Hälfte::N,дачӏи,половина
287,Kreis::N,кюрщан,круг
288,Kreis::N,кюрщан,коло
289,Kreuz::N,ххач,хрест
290,Linie::N,щва,лінія
291,Strich::N,щва,штрих
292,Abstand::N,манзил,проміжок
293,Entfernung::N,манзил,відстань
294,Gegend::N,кӏану,місцевість
295,Ort::N,кӏану,місце
296,Seite::N,чул,сторона
297,Seite::N,чулухалу,сторона
298,Mitte::N,дя,середина
299,Gegenstand::N,зат,предмет
300,Sache::N,зат,річ
301,Rand::N,зума,край
302,Ecke::N,мурцӏу,ріг
303,Spitze::N,мицӏ,кінчик
304,Ende::N,зума,кінець
305,Loch::N,ккутӏ,діра
306,Winkel::N,мурцӏу,куток
307,Muster::N,накьич,узор
308,Länge::N,лахъишиву,довжина
309,Höhe::N,лахъшиву,висота
310,Gewicht::N,дуццин,вага
311,Gewicht::N,кӏушиву,вага
312,Haufen::N,бакӏу,купа
313,Reihe::N,кьюкьа,ряд
314,Boot::N,луткка,човен
315,Ruder::N,весло,весло
316,Ruder::N,чӏатӏа,весло
317,Schlitten::N,чана,сани
318,Schlitten::N,санкка,сани
319,Ski::N,лижарду,лижа
320,Lagerfeuer::N,къавтӏн,вогнище
321,Last::N,гьиву,тягар
322,Last::N,гьиву,вантаж
323,Gang::N,нанаву,хід
324,Schritt::N,ша,крок
325,Norden::N,ухссав,північ
326,Norden::N,ухссавнил чулухалу,північ
327,Süden::N,кьилва,південь
328,Westen::N,баргълагавал,захід
329,Westen::N,баргълагавал чул,захід
330,Osten::N,баргъбуккай чулухалу,схід
331,Holz::N,тӏама,дрова
332,Brett::N,тахта,дошка
333,Platte::N,гъуни,плита
334,Stütze::N,гьалакӏу,підпірка
335,Stange::N,къазихъ,жердина
336,Stock::N,ттархь,палиця
337,Stab::N,ччантӏакъу,палиця
338,Rohr::N,бургъу,труба
339,Haus::N,къатта,дім
340,Haus::N,къатта,хата
341,Heim::N,къатта,житло
342,Ofen::N,пач,піч
343,Fußboden::N,чӏанкъатта,підлога
344,Tisch::N,усттул,стіл
345,Stuhl::N,кӏану,стілець
346,Wiege::N,оьрчӏал кӏану,колиска
347,Bett::N,тах,ліжко
348,Bett::N,тах,постіль
349,Regal::N,чӏаму,полиця
350,Kiste::N,яшикӏ,ящик
351,Kiste::N,къурши,ящик
352,Fenster::N,чӏавахьулу,вікно
353,Tür::N,нуз,двері
354,Tür::N,нузкьун,двері
355,Tor::N,къапу,ворота
356,Tor::N,дарваза,ворота
357,Zaun::N,дайгьузанну,паркан
358,Zaun::N,дайгьузанну,огорожа
359,Dach::N,магъи,дах
360,Dach::N,цӏиялу,дах
361,Leiter::N,чуртту,драбина
362,Besen::N,чӏатлу,мітла
363,Spaten::N,бил,заступ
364,Schaufel::N,чӏатӏа,совок
365,Schaufel::N,чӏатӏа,лопата
366,Gabel::N,гьиссилу,виделка
367,Löffel::N,къуса,ложка
368,Messer::N,чӏила,ніж
369,Nagel::N,мяр,цвях
370,Netz::N,къери,сіть
371,Haken::N,къича,крюк
372,Griff::N,куяму,ручка
373,Griff::N,куяму,держак
374,Schloss::N,кьункьула,замок
375,Bild::N,сурат,картина
376,Puppe::N,ссихьу,лялька
377,Beutel::N,чантай,мішечок
378,Beutel::N,чантай,торбинка
379,Bündel::N,гьи,в’язка
380,Bündel::N,къар,в’язка
381,Eimer::N,бадра,відро
382,Deckel::N,къапаза,кришка
383,Geschirr::N,пюрунчӏул,посуд
384,Geschirr::N,тӏахӏникӏичӏу,посуд
385,Sack::N,къап,мішок
386,Sack::N,дарваг,мішок
387,Tasse::N,пижан,чашка
388,Tasse::N,пинжан,чашка
389,Tasse::N,инкираччатӏи,чашка
390,Tasse::N,цинцилттал бушкъап,чашка
391,Topf::N,кӏункӏур,горщик
392,Kessel::N,чаг,котел
393,Kessel::N,кӏункӏур,котел
394,Essen::N,дукия,їжа
395,Essen::N,дукин,їжа
396,Nahrung::N,дукра,харч
397,Speise::N,дукра,страва
398,Fleisch::N,дикӏ,м’ясо
399,Getreide::N,къама,хліб
400,Getreide::N,къама,збіжжя
401,Brei::N,ккурч,каша
402,Brot::N,ччатӏ,хліб
403,Scheibe::N,парча,скибочка
404,Fett::N,аьгъушиву,жир
405,Butter::N,нагь,масло
406,Butter::N,лагаву,масло
407,Salz::N,цӏву,сіль
408,Suppe::N,накь,суп
409,Honig::N,ницӏ,мед
410,Milch::N,накӏ,молоко
411,Tee::N,чяй,чай
412,Leder::N,бурчу,шкіра
413,Wolle::N,ппал,шерсть
414,Stoff::N,янна,тканина
415,Nadel::N,ххалаххи,голка
416,Faden::N,ххал,нитка
417,Knopf::N,банд,ґудзик
418,Knoten::N,къурхъ,вузол
419,Farbe::N,сир,фарба
420,Kleidung::N,янна,одяг
421,Kleidung::N,янна,убрання
422,Kleidung::N,лаххия,одяг
423,Kleidung::N,лаххия,убрання
424,Hemd::N,гьухъа,сорочка
425,Kragen::N,дарвач,комір
426,Ärmel::N,кахха,рукав
427,Hose::N,хӏажак,брюки
428,Gürtel::N,мухӏлу,пояс
429,Mütze::N,кьяпа,шапка
430,Stiefel::N,чакма,чобіт
431,Ring::N,кӏисса,кільце
432,Band::N,линт,стрічка
433,Kamm::N,ттарал,гребінець
434,Spiegel::N,дагьани,дзеркало
435,Riemen::N,эн,ремінь
436,Schnur::N,хьхьа,вірьовка
437,Decke::N,виргъан,ковдра
438,Kissen::N,кӏаралу,подушка
439,Tuch::N,карщи,хустка
440,Handtuch::N,калихьу,рушник
441,Handtuch::N,лажинлихьу,рушник
442,Kraft::N,эллаж,сила
443,Stärke::N,гуж,сила
444,Gesundheit::N,цӏуллу-сагъшиву,здоров’я
445,Krankheit::N,къашайшиву,хвороба
446,Schmerz::N,къюву,біль
447,Wunde::N,щаву,рана
448,Fieber::N,кӏиришиву,гарячка
449,Arznei::N,дару,ліки
450,Brücke::N,ламу,міст
451,Brunnen::N,къуй,колодязь
452,Weide::N,бизантту,пасовище
453,Pfad::N,жегъир ххуллу,стежка
454,Weg::N,ххуллу,шлях
455,Weg::N,ххуллу,дорога
456,Straße::N,ххуллу,вулиця
457,Dorf::N,щар,село
458,Dorf::N,шяравалу,село
459,Stadt::N,шагьру,місто
460,Brief::N,чагъар,лист
461,Buch::N,лу,книга
462,Buch::N,лу,книжка
463,Buchstabe::N,хӏарп,буква
464,Buchstabe::N,хӏарп,літера
465,Zeitung::N,кказит,газета
466,Leben::N,оьрму,життя
467,Tod::N,ажал,смерть
468,Tod::N,бивкӏу,смерть
469,Tod::N,ивчӏаву,смерть
470,Grab::N,гьав,могила
471,Kirche::N,килиса,церква
472,Sünde::N,бунагъ,гріх
473,Gott::N,зал,бог
474,Arbeiter::N,зузала,робітник
475,Chef::N,ялувма,хазяїн
476,Meister::N,усттар,умілець
477,Arzt::N,хӏакин,лікар
478,Lehrer::N,учитель,вчитель
479,Geld::N,арцу,гроші
480,Geschäft::N,даву,заняття
481,Laden::N,ттучан,магазин
482,Laden::N,ттучан,крамниця
483,Preis::N,багъа,ціна
484,Ware::N,хъус,товар
485,Nutzen::N,хайр,вигода
486,Nutzen::N,хайр,користь
487,Nutzen::N,мюнпат,вигода
488,Nutzen::N,мюнпат,користь
489,Reichtum::N,давлат,багатство
490,Reichtum::N,аваданшиву,багатство
491,Welt::N,дуниял,світ
492,Land::N,билаят,країна
493,Staat::N,паччахӏлугъ,держава
494,Macht::N,власть,влада
495,Grenze::N,дазу,кордон
496,Krieg::N,дяъви,війна
497,Feind::N,душман,ворог
498,Gewalt::N,къия,насильство
499,Kampf::N,лачӏуи уккаву,бій
500,Kampf::N,лачӏуи уккаву,боротьба
501,Bogen[Waffe]::N,ккуртта,лук
502,Pfeil::N,чӏатӏаракӏ,стріла
503,Gewehr::N,ттупанг,рушниця
504,Gewehr::N,ттупанг,гвинтівка
505,Fehler::N,гъалатӏ,помилка
506,Lüge::N,щялмахъ,брехня
507,Schaden::N,зарал,шкода
508,Schaden::N,зарал,збиток
509,Unglück::N,бала,нещастя
510,Schuld::N,тахсир,провина
511,Alter::N,оьрму,вік
512,Alter::N,оьрму,літа
513,Schluss::N,ахир,кінець
514,Zeit::N,чӏун,час
515,Tag::N,кьини,день
516,Morgen::N,кӏюрх,ранок
517,Mittag::N,ахттайн,південь
518,Mittag::N,дяахттайн,південь
519,Mittag::N,ахттайн чӏун,південь
520,Abend::N,маркӏачӏан,вечір
521,Nacht::N,хьхьу,ніч
522,Woche::N,нюжмар,тиждень
523,Monat::N,барз,місяць
524,Jahr::N,шин,рік
525,Frühling::N,инт,весна
526,Sommer::N,гъи,літо
527,Herbst::N,ссут,осінь
528,Winter::N,кӏи,зима
529,Januar::N,цалчинмур барз,січень
530,Februar::N,кӏилчинмур барз,лютий
531,März::N,шамилчинмур барз,березень
532,April::N,апрель,квітень
533,April::N,мукьилчинмур барз,квітень
534,Mai::N,май,травень
535,Mai::N,ххюлчинмур барз,травень
536,Juni::N,июнь,червень
537,Juni::N,ряххилчинмур барз,червень
538,Juli::N,июль,липень
539,Juli::N,Арулчинмур барз,липень
540,August::N,мяйлчинмур барз,серпень
541,September::N,урчӏилчинмур барз,вересень
542,Oktober::N,ацӏилчинмур барз,жовтень
543,November::N,ацӏния цалчинмур барз,листопад
544,Dezember::N,ацӏния кӏилчинмур барз,грудень
545,Montag::N,итин,понеділок
546,Montag::N,итин кьини,понеділок
547,Dienstag::N,тталат,вівторок
548,Dienstag::N,тталат кьини,вівторок
549,Mittwoch::N,арвахӏ,середа
550,Donnerstag::N,хамис,четвер
551,Freitag::N,нюжмар,п’ятниця
552,Freitag::N,нюжмар кьини,п’ятниця
553,Samstag::N,ххуллун,субота
554,Samstag::N,ххуллун кьини,субота
555,Sonntag::N,алхӏат,неділя
556,Sonntag::N,алхӏат кьини,неділя
557,groß::A,бугъарасса,великий
558,klein::A,чӏивисса,малий
559,klein::A,чӏивисса,маленький
560,lang::A,лахъисса,довгий
561,kurz::A,кутӏасса,короткий
562,breit::A,уттасса,широкий
563,schmal::A,уттакӏюласса,вузький
564,dicht::A,ццунсса,густий
565,dick[Gegenstand]::A,ганзсса,товстий
566,dünn::A,кӏюласса,тонкий
567,fest::A,цӏакьсса,міцний
568,fest::A,кьянкьасса,міцний
569,flach::A,баягъисса,плоский
570,flach::A,цӏубакъасса,плоский
571,flach::A,куртӏ дакъасса,плоский
572,glatt::A,дюрчӏусса,рівний
573,glatt::A,дюрчӏусса,гладенький
574,hart::A,кьянкьасса,твердий
575,weich::A,кӏукӏлусса,м’який
576,rund::A,ккурккисса,круглий
577,spitz::A,ярксса,гострокінцевий
578,spitz::A,дайлсса,гострокінцевий
579,spitz::A,мицӏ бусса,гострокінцевий
580,scharf::A,ярксса,гострий
581,scharf::A,дайлсса,гострий
582,scharf::A,мицӏ бусса,гострий
583,stumpf::A,къуркъасса,тупий
584,schwer::A,кӏусса,важкий
585,schön::A,аьнтӏикӏасса,вродливий
586,heiß::A,кӏирисса,жаркий
587,heiß::A,кӏирисса,гарячий
588,warm::A,гъелисса,теплий
589,kalt::A,дяркъусса,холодний
590,kühl::A,дюхлулсса,прохолодний
591,frisch::A,цӏусса,свіжий
592,feucht::A,атилсса,вогкий
593,feucht::A,хъавтусса,вогкий
594,nass::A,атилсса,мокрий
595,nass::A,хъавтусса,мокрий
596,trocken::A,кьавкьсса,сухий
597,trocken::A,кьакьан бувсса,сухий
598,voll::A,бувцӏусса,повний
599,leer::A,бачӏвасса,пустий
600,offen::A,тӏивтӏусса,відкритий
601,geschlossen::A,лавкьусса,закритий
602,geschlossen::A,лавкьусса,зачинений
603,sauber::A,марцӏсса,чистий
604,sauber::A,марцӏсса,охайний
605,schmutzig::A,чапалсса,брудний
606,roh::A,шакъавхьсса,сирий
607,reif::A,дирсса,зрілий
608,lecker::A,нахӏусса,смачний
609,lecker::A,тӏааьнсса,смачний
610,süß::A,нацӏусса,солодкий
611,bitter::A,кьурчӏисса,гіркий
612,sauer::A,туршсса,кислий
613,hell::A,чаннасса,світлий
614,dunkel::A,цӏансса,темний
615,schwarz::A,лухӏисса,чорний
616,weiß::A,кӏяласса,сивий
617,rot::A,ятӏулсса,червоний
618,gelb::A,хъахъисса,жовтий
619,blau::A,някӏсса,синій
620,grün::A,щюлисса,зелений
621,grau::A,оьрусса,сірий
622,bunt::A,оьрчӏикӏурисса,барвистий
623,billig::A,кьювкьусса,дешевий
624,teuer::A,ххирасса,дорогий
625,wertvoll::A,багьасса,цінний
626,blind::A,мурчӏисса,сліпий
627,taub::A,къюкӏсса,глухий
628,kräftig::A,гужсса,могутній
629,stark::A,кьянкьасса,сильний
630,schwach::A,заэвсса,слабкий
631,fett::A,бучсса,жирний
632,fett::A,бучсса,товстий
633,schlank::A,бювхъусса,тонкий
634,schlank::A,бювхъусса,стрункий
635,hübsch::A,янусса,чарівний
636,böse::A,оьсса,злий
637,böse::A,оьсса,лихий
638,dumm::A,ахӏмакьсса,дурний
639,faul::A,танмалсса,ледачий
640,faul::A,курчӏилсса,ледачий
641,fleißig::A,хӏарачат бусса,старанний
642,geizig::A,янттарцӏансса,скупий
643,klug::A,аькьлу бусса,мудрий
644,klug::A,аькьлу бусса,розумний
645,geschickt::A,паргалсса,умілий
646,lieb::A,аьзизсса,милий
647,lustig::A,тяхъасса,веселий
648,sanft::A,иминсса,лагідний
649,hungrig::A,ккашилсса,голодний
650,krank::A,къашавайсса,слабий
651,nackt::A,кӏачӏасса,голий
652,traurig::A,пашмансса,сумний
653,lebendig::A,уттавасса,живий
654,gut::A,ххуйсса,добрий
655,schlecht::A,оьккисса,поганий
656,schlecht::A,оьккисса,кепський
657,richtig::A,саргъунсса,правильний
658,schlimm::A,оьккисса,бридкий
659,wahr::A,хӏакьсса,справжній
660,alt::A,кугьнасса,старий
661,neu::A,цӏусса,новий
662,ehemalig::A,хъхъичӏвасса,колишній
663,alt[Lebewesen]::A,агьилсса,старий
664,jung::A,чӏавасса,молодий
665,jung::A,жагьилсса,молодий
666,arm::A,мискинсса,бідний
667,reich::A,авадансса,багатий
668,bekannt::A,дусъсса,знайомий
669,berühmt::A,машгьурсса,славетний
670,fremd::A,чил,чужий
671,verschieden::A,личӏи-личӏисса,різний
672,nah::A,гъансса,близький
673,fern::A,архсса,далекий
674,linker::A,кияхсса,лівий
675,linker::A,кюччахсса,лівий
676,rechter::A,урчӏахсса,правий
677,anderer::A,цамур,інакший
678,erster::A,цалчинмур,перший
679,erster::A,цалчиннсса,перший
680,zweiter::A,кӏилчиимур,другий
681,dritter::A,шамулчинмур,третій
682,letzter::A,махъва-махъмур,останній
683,allein::ADV,ялгъузну,сам
684,allein::ADV,ялгъузну,один
685,zusammen::ADV,цачӏу,разом
686,zusammen::ADV,цачӏу,спільно
687,zusammen::ADV,архӏал,разом
688,zusammen::ADV,архӏал,спільно
689,lange::ADV,батӏи къабуклай,довго
690,lange::ADV,хъунмасса хӏаллай,довго
691,plötzlich::ADV,цакуну,раптом
692,sofort::ADV,мугьлат бакъа,зараз
693,später::ADV,махъ,пізніше
694,jetzt::ADV,утти,тепер
695,jetzt::ADV,цӏана,тепер
696,heute::ADV,хӏакьину,сьогодні
697,morgen::ADV,гьуит,завтра
698,morgen::ADV,гьунттий,завтра
699,dann::ADV,яла,потім
700,gestern::ADV,лахьхьу,вчора
701,damals::ADV,та чӏумал,тоді
702,danach::ADV,яла,згодом
703,vorher::ADV,хьхьнчӏ,раніше
704,vorher::ADV,хьхьичӏва,раніше
705,zuerst::ADV,бакӏрай,спершу
706,zuerst::ADV,бакӏрай,спочатку
707,zuerst::ADV,цӏу бутӏуй,спершу
708,zuerst::ADV,цӏу бутӏуй,спочатку
709,einmal::ADV,цал,один раз
710,manchmal::ADV,ваксса-таксса,іноді
711,manchmal::ADV,ваксса-таксса,інколи
712,oft::ADV,чӏявуну,часто
713,immer::ADV,мудан,завжди
714,immer::ADV,даиман,завжди
715,niemals::ADV,тачӏав,ніколи
716,hier::ADV,шикку,тут
717,hierhin::ADV,шиккун,сюди
718,von hier::ADV,шичча,звідси
719,dort::ADV,гикку,там
720,dorthin::ADV,тиккун,туди
721,geradeaus::ADV,тӏайланм,прямо
722,vorwärts::ADV,хьхьичӏунмай,вперед
723,rückwärts::ADV,махъа-хьхьичӏунмай,назад
724,zurück::ADV,махъунмай,назад
725,unten::ADV,лув,внизу
726,hinab::ADV,бакӏ-ялавай,вниз
727,hinab::ADV,бакӏъялавай,вниз
728,oben::ADV,ялув,вгорі
729,hinauf::ADV,лавай,вгору
730,überall::ADV,гьариий,скрізь
731,überall::ADV,хьу-хьуний,скрізь
732,überall::ADV,гьарца кӏанай,скрізь
733,nicht::ADV,къа-,не
734,ein wenig::ADV,чанни,трохи
735,ein wenig::ADV,чанни,небагато
736,ein wenig::ADV,ца чансса,трохи
737,ein wenig::ADV,ца чансса,небагато
738,kaum::ADV,дахьа,ледве
739,sehr::ADV,оьну,дуже
740,sehr::ADV,гужну,дуже
741,sehr::ADV,хъинну,дуже
742,so::ADV,укукн,так
743,noch::ADV,гьала,ще
744,noch::ADV,уттигу,ще
745,noch::ADV,цакьинва,ще
746,noch::ADV,ттигу-шилагу,ще
747,nur::ADV,анжагь,лише
748,nur::ADV,анжагь,тільки
749,wieder::ADV,цӏуницӏа,знову
750,vergebens::ADV,аьдада,дарма
