,Concept_ID,de,ar
781,fallen::V,fallen,سقط
782,brennen::V,brennen,احترق
783,rauchen::V,rauchen,دخن
784,regnen::V,regnen,أمطر
785,gefrieren::V,gefrieren,تجمد
786,tauen::V,tauen,ذاب
787,schmelzen::V,schmelzen,ذاب
788,trocknen::V,trocknen,نشف
789,sieden::V,sieden,غلى
790,faulen::V,faulen,فسد
791,verfaulen::V,verfaulen,تعفن
792,reißen::V,reißen,انقطع
793,versinken::V,versinken,غرق
794,vergehen::V,vergehen,مضى
795,erscheinen::V,erscheinen,لاح
796,erscheinen::V,erscheinen,ظهر
797,verschwinden::V,verschwinden,غاب
798,sinken::V,sinken,هبط
799,abnehmen::V,abnehmen,نقص
800,zunehmen::V,zunehmen,ازداد
801,steigen::V,steigen,صعد
802,steigen::V,steigen,ارتفع
803,wachsen::V,wachsen,نما
804,wachsen::V,wachsen,نبت
805,glänzen::V,glänzen,لمع
806,funkeln::V,funkeln,تلألأ
807,lärmen::V,lärmen,ضج
808,lärmen::V,lärmen,صخب
809,läuten::V,läuten,قرع
810,klingeln::V,klingeln,دق
811,klirren::V,klirren,قعقع
812,brausen::V,brausen,عج
813,rauschen::V,rauschen,حف
814,klingen::V,klingen,رن
815,bellen::V,bellen,نبح
816,heulen::V,heulen,عوى
817,blasen::V,blasen,نفخ
818,pfeifen::V,pfeifen,صفر
819,schreien::V,schreien,صرخ
820,stöhnen::V,stöhnen,أن
821,zittern::V,zittern,ارتعش
822,leben::V,leben,عاش
823,geboren werden::V,geboren werden,ولد
824,atmen::V,atmen,تنفس
825,trinken::V,trinken,شرب
826,essen::V,essen,أكل
827,schlucken::V,schlucken,جرع
828,müde werden::V,müde werden,تعب
829,einschlafen::V,einschlafen,نام
830,schlafen::V,schlafen,نام
831,aufwachen::V,aufwachen,استيقظ
832,aufstehen::V,aufstehen,قام
833,sich erholen::V,sich erholen,استجم
834,krank werden::V,krank werden,مرض
835,krank sein::V,krank sein,مرض
836,schmerzen::V,schmerzen,آلم
837,husten::V,husten,كح
838,husten::V,husten,سعل
839,genesen::V,genesen,نقه
840,sterben::V,sterben,مات
841,umkommen::V,umkommen,هلك
842,sich bewegen::V,sich bewegen,تحرك
843,sich rühren::V,sich rühren,تحرك
844,sich erheben::V,sich erheben,قام
845,sich setzen::V,sich setzen,جلس
846,hinfallen::V,hinfallen,وقع
847,laufen::V,laufen,مشى
848,schreiten::V,schreiten,خطا
849,spazierengehen::V,spazierengehen,تنزه
850,eilen::V,eilen,عجل
851,sich beeilen::V,sich beeilen,استعجل
852,sausen::V,sausen,أسرع
853,rennen::V,rennen,عدا
854,rennen::V,rennen,ركض
855,springen::V,springen,قفز
856,klettern::V,klettern,تسلق
857,schaukeln::V,schaukeln,تأرجح
858,kriechen::V,kriechen,دب
859,kriechen::V,kriechen,زحف
860,schwimmen::V,schwimmen,سبح
861,tauchen::V,tauchen,غطس
862,rudern::V,rudern,جذف
863,fahren::V,fahren,ركب
864,fahren::V,fahren,سافر
865,fliegen::V,fliegen,طار
866,gehen::V,gehen,سار
867,gehen::V,gehen,ذهب
868,weggehen::V,weggehen,ذهب
869,weggehen::V,weggehen,انصرف
870,abfahren::V,abfahren,رحل
871,anhalten::V,anhalten,توقف
872,hineingehen::V,hineingehen,دخل
873,eintreten::V,eintreten,دخل
874,kommen::V,kommen,أتى
875,kommen::V,kommen,جاء
876,ankommen::V,ankommen,وصل
877,zurückkommen::V,zurückkommen,عاد
878,zurückkommen::V,zurückkommen,رجع
879,bleiben::V,bleiben,مكث
880,warten::V,warten,انتظر
881,erwarten::V,erwarten,ترقب
882,erwarten::V,erwarten,انتظر
883,suchen::V,suchen,بحث
884,finden::V,finden,وجد
885,versuchen::V,versuchen,حاول
886,vorbereiten::V,vorbereiten,أعد
887,vorbereiten::V,vorbereiten,حضر
888,lieben::V,lieben,أحب
889,mögen::V,mögen,أحب
890,lachen::V,lachen,ضحك
891,rühren::V,rühren,أثر
892,weinen::V,weinen,بكى
893,schimpfen::V,schimpfen,سب
894,schimpfen::V,schimpfen,شتم
895,sich ärgern::V,sich ärgern,زعل
896,sich fürchten::V,sich fürchten,هاب
897,fürchten::V,fürchten,خاف
898,fürchten::V,fürchten,خشي
899,fliehen::V,fliehen,هرب
900,flüchten::V,flüchten,فر
901,sehen::V,sehen,رأى
902,anschauen::V,anschauen,نظر
903,ansehen::V,ansehen,نظر
904,hören::V,hören,سمع
905,zuhören::V,zuhören,أصغى
906,probieren::V,probieren,ذاق
907,riechen::V,riechen,شم
908,riechen::V,riechen,استنشق
909,fühlen::V,fühlen,شعر
910,scheinen::V,scheinen,ظهر
911,zu sehen sein::V,zu sehen sein,ظهر
912,vernehmen::V,vernehmen,سمع
913,frieren::V,frieren,بردان
914,tun::V,tun,فعل
915,können::V,können,قدر
916,können::V,können,استطاع
917,wollen::V,wollen,شاء
918,wollen::V,wollen,أراد
919,anfangen::V,anfangen,بدأ
920,beenden::V,beenden,أنهى
921,aufhören::V,aufhören,توقف
922,aufhören::V,aufhören,انقطع
923,gelingen::V,gelingen,نجح
924,geraten::V,geraten,طلع
925,öffnen::V,öffnen,فتح
926,schließen::V,schließen,أغلق
927,stellen::V,stellen,وضع
928,stellen::V,stellen,أقام
929,setzen::V,setzen,أجلس
930,legen::V,legen,وضع
931,berühren::V,berühren,مس
932,berühren::V,berühren,لمس
933,verbinden::V,verbinden,ربط
934,verbinden::V,verbinden,وصل
935,bedecken::V,bedecken,غطى
936,aufhängen::V,aufhängen,علق
937,anzünden::V,anzünden,أوقد
938,aufheben::V,aufheben,لقط
939,zurücklassen::V,zurücklassen,ترك
940,verlieren::V,verlieren,فقد
941,fallen lassen::V,fallen lassen,أسقط
942,machen::V,machen,فعل
943,herstellen::V,herstellen,صنع
944,herstellen::V,herstellen,أنتج
945,bauen::V,bauen,بنى
946,bauen::V,bauen,شيد
947,reparieren::V,reparieren,صلح
948,verbessern::V,verbessern,صحح
949,ändern::V,ändern,غير
950,graben::V,graben,حفر
951,beugen::V,beugen,ثنى
952,beugen::V,beugen,أحنى
953,biegen::V,biegen,لوى
954,drehen::V,drehen,أدار
955,drehen::V,drehen,دور
956,wenden::V,wenden,قلب
957,umdrehen::V,umdrehen,قلب
958,heben::V,heben,رفع
959,hochheben::V,hochheben,رفع
960,ergreifen::V,ergreifen,مسك
961,halten::V,halten,مسك
962,drücken::V,drücken,ضغط
963,schieben::V,schieben,حرك
964,kratzen::V,kratzen,خدش
965,lecken::V,lecken,لعق
966,beißen::V,beißen,عض
967,abreißen::V,abreißen,قلع
968,abschneiden::V,abschneiden,قطع
969,binden::V,binden,ربط
970,stecken::V,stecken,دس
971,brechen::V,brechen,كسر
972,klopfen::V,klopfen,طرق
973,hauen::V,hauen,ضرب
974,kleben::V,kleben,ألصق
975,reiben::V,reiben,حك
976,streichen::V,streichen,نشر
977,schleifen::V,schleifen,سن
978,schneiden::V,schneiden,قطع
979,rütteln::V,rütteln,رج
980,schütteln::V,schütteln,هز
981,schwenken::V,schwenken,لوح
982,schütten::V,schütten,صب
983,füllen::V,füllen,ملأ
984,einwickeln::V,einwickeln,لف
985,tragen::V,tragen,حمل
986,schleppen::V,schleppen,سحب
987,ziehen::V,ziehen,سحب
988,aufbewahren::V,aufbewahren,حفظ
989,werfen::V,werfen,رمى
990,werfen::V,werfen,ألقى
991,fangen::V,fangen,التقط
992,packen::V,packen,مسك
993,verstecken::V,verstecken,خبأ
994,teilen::V,teilen,قسم
995,schicken::V,schicken,بعث
996,schicken::V,schicken,أرسل
997,bringen::V,bringen,جلب
998,hinzufügen::V,hinzufügen,أضاف
999,bekommen::V,bekommen,حصل
1000,erhalten::V,erhalten,استلم
1001,nehmen::V,nehmen,أخذ
1002,wählen::V,wählen,اختار
1003,auswählen::V,auswählen,انتقى
1004,bewahren::V,bewahren,حافظ
1005,behindern::V,behindern,عاق
1006,verderben::V,verderben,أفسد
1007,beschädigen::V,beschädigen,أضر
1008,zerbrechen::V,zerbrechen,كسر
1009,zerreißen::V,zerreißen,مزق
1010,zerstören::V,zerstören,دمر
1011,verbrennen::V,verbrennen,حرق
1012,geben::V,geben,أعطى
1013,reichen::V,reichen,ناول
1014,schenken::V,schenken,وهب
1015,versprechen::V,versprechen,وعد
1016,wünschen::V,wünschen,تمنى
1017,loben::V,loben,مدح
1018,küssen::V,küssen,قبل
1019,wiegen::V,wiegen,هدهد
1020,zudecken::V,zudecken,غطى
1021,wecken::V,wecken,أيقظ
1022,zeigen::V,zeigen,أرى
1023,führen::V,führen,دل
1024,lehren::V,lehren,علم
1025,unterrichten::V,unterrichten,علم
1026,aufziehen::V,aufziehen,ربى
1027,leiten::V,leiten,دل
1028,leiten::V,leiten,أدار
1029,antreiben::V,antreiben,حث
1030,lassen::V,lassen,حدا
1031,einladen::V,einladen,دعا
1032,vereinigen::V,vereinigen,وحد
1033,besuchen::V,besuchen,زار
1034,treffen::V,treffen,قابل
1035,sich versammeln::V,sich versammeln,اجتمع
1036,spielen::V,spielen,لعب
1037,singen::V,singen,غنى
1038,tanzen::V,tanzen,رقص
1039,sich trennen::V,sich trennen,افترق
1040,verlassen::V,verlassen,ترك
1041,retten::V,retten,نجى
1042,retten::V,retten,أنقذ
1043,bewachen::V,bewachen,حرس
1044,schützen::V,schützen,حمى
1045,verteidigen::V,verteidigen,دافع
1046,sich schlagen::V,sich schlagen,تضارب
1047,schießen::V,schießen,أطلق
1048,siegen::V,siegen,انتصر
1049,ärgern::V,ärgern,أزعل
1050,schlagen::V,schlagen,ضرب
1051,treten::V,treten,رفس
1052,stechen::V,stechen,شك
1053,stoßen::V,stoßen,دفع
1054,stehlen::V,stehlen,سرق
1055,stören::V,stören,ضايق
1056,belästigen::V,belästigen,أزعج
1057,verbergen::V,verbergen,كتم
1058,täuschen::V,täuschen,خدع
1059,betrügen::V,betrügen,غش
1060,töten::V,töten,قتل
1061,wohnen::V,wohnen,سكن
1062,arbeiten::V,arbeiten,عمل
1063,arbeiten::V,arbeiten,اشتغل
1064,sammeln::V,sammeln,جمع
1065,pflücken::V,pflücken,جنى
1066,pflücken::V,pflücken,قطف
1067,jagen::V,jagen,صاد
1068,fischen::V,fischen,اصطاد
1069,fassen::V,fassen,قبض
1070,hüten::V,hüten,رعى
1071,treiben::V,treiben,ساق
1072,anbinden::V,anbinden,ربط
1073,füttern::V,füttern,علف
1074,melken::V,melken,حلب
1075,hacken::V,hacken,فرم
1076,gießen::V,gießen,سقى
1077,reifen::V,reifen,نضج
1078,zubereiten::V,zubereiten,حضر
1079,kochen::V,kochen,طبخ
1080,backen::V,backen,خبز
1081,braten::V,braten,قلى
1082,braten::V,braten,حمر
1083,umrühren::V,umrühren,قلب
1084,stricken::V,stricken,حاك
1085,nähen::V,nähen,خاط
1086,färben::V,färben,صبغ
1087,färben::V,färben,لون
1088,reinigen::V,reinigen,نظف
1089,waschen::V,waschen,غسل
1090,abwischen::V,abwischen,مسح
1091,spülen::V,spülen,شطف
1092,fegen::V,fegen,كنس
1093,kehren::V,kehren,كنس
1094,baden::V,baden,استحم
1095,sich waschen::V,sich waschen,اغتسل
1096,ausziehen::V,ausziehen,خلع
1097,anziehen::V,anziehen,لبس
1098,sich anziehen::V,sich anziehen,اكتسى
1099,kämmen::V,kämmen,مشط
1100,schmücken::V,schmücken,زين
1101,sagen::V,sagen,قال
1102,sprechen::V,sprechen,تكلم
1103,reden::V,reden,تكلم
1104,sich unterhalten::V,sich unterhalten,تحادث
1105,fragen::V,fragen,سأل
1106,bitten::V,bitten,رجا
1107,erzählen::V,erzählen,حكي
1108,mitteilen::V,mitteilen,بلغ
1109,nennen::V,nennen,سمى
1110,rufen::V,rufen,نادى
1111,prahlen::V,prahlen,فشر
1112,prahlen::V,prahlen,تفاخر
1113,übersetzen::V,übersetzen,ترجم
1114,denken::V,denken,فكر
1115,glauben::V,glauben,اعتقد
1116,bemerken::V,bemerken,لاحظ
1117,erkennen::V,erkennen,عرف
1118,begreifen::V,begreifen,فهم
1119,begreifen::V,begreifen,أدرك
1120,verstehen::V,verstehen,فهم
1121,lernen::V,lernen,درس
1122,wissen::V,wissen,علم
1123,sich erinnern an::V,sich erinnern an,تذكر
1124,vergessen::V,vergessen,نسي
1125,messen::V,messen,قاس
1126,zählen::V,zählen,عد
1127,zählen::V,zählen,أحصى
1128,rechnen::V,rechnen,حسب
1129,lesen::V,lesen,قرأ
1130,malen::V,malen,صور
1131,zeichnen::V,zeichnen,رسم
1132,schreiben::V,schreiben,كتب
1133,besitzen::V,besitzen,حاز
1134,besitzen::V,besitzen,ملك
1135,kaufen::V,kaufen,اشترى
1136,verkaufen::V,verkaufen,باع
1137,bezahlen::V,bezahlen,دفع
1138,zahlen::V,zahlen,سدد
1139,beherrschen::V,beherrschen,حكم
1140,ertragen::V,ertragen,أطاق
1141,ertragen::V,ertragen,تحمل
