,Concept_ID,kn,mdf
153,Katze::N,ಬೆಕ್ಕು,катоня
154,Katze::N,ಬೆಕ್ಕು,аваката
155,Bär::N,ಕರಡಿ,офта
156,Eichhörnchen::N,ಉಡುತೆ,ур
157,Elch::N,ಕಡವೆ,ся́рда
158,Fuchs::N,ನರಿ,келазь
159,Hase::N,ಮೊಲ,ну́мол
160,Maus::N,ಇಲಿ,шеер
161,Wolf::N,ತೋಳ,върьгаз
162,Vogel::N,ಪಕ್ಷಿ,нармонь
163,Schwarm::N,ಗುಂಪು,ко́вол
164,Schwarm::N,ಗುಂಪು,ме́швеле
165,Huhn::N,ಚಿಕ್,сараз
166,Hahn::N,ಹುಂಜ,а́тякш
167,Gans::N,ವರಟೆ,маци
168,Adler::N,ಗರುಡ,куцькан
169,Ente::N,ಬಾತು,яксярга
170,Eule::N,ಗೂಬೆ,ко́рож
171,Kranich::N,ಕೊಕ್ಕರ,ка́рга
172,Krähe::N,ಕಾಗೆ,ва́рси
173,Kuckuck::N,ಕೋಗಿಲೆ,ку́ку
174,Schwan::N,ಹಂಸಪಕ್ಷಿ,ло́ксти
175,Fisch::N,ಮೀನು,кал
176,Barsch::N,ಪರ್ಚ್ ಮೀನು,о́кунь
177,Hecht::N,ಪೈಕ್ ಮೀನು,щу́ка
178,Schlange[Tier]::N,ಹಾವು,куй
179,Wurm::N,ಹುಳು,сукс
180,Spinne::N,ಊರ್ಣನಾಭ,унжа́
181,Ameise::N,ಇರುವೆ,панжам
182,Laus::N,ಹೇನು,си
183,Mücke::N,ಸೊಳ್ಳೆ,ся́ське
184,Fliege::N,ನೊಣ,кару
185,Schmetterling::N,ಪತಂಗ,ме́лав
186,Beere::N,ನಯವಣ್ಣು,и́мож
187,Apfel::N,ಸೇಬು,марь
188,Pilz::N,ಅಣಬೆ,панга
189,Zwiebel::N,ನೀರುಳ್ಳಿ,шурьхкя́
190,Saat::N,ಬಿತ್ತ,видьмот
191,Korn::N,ಬೀಜ,сёра
192,Heu::N,ಕರಡ,тише
193,Schale::N,ಹೊಟ್ಟು,кедь
194,Grube::N,ಗುಂಡಿ,лотка
195,Falle::N,ಬೋನು,туфкс
196,Falle::N,ಬೋನು,кунда́ма
197,Schlinge::N,ಉರುಲು,килькш
198,Spur::N,ಜಾಡು,пильгоки́
199,Asche::N,ಬೂದಿ,кулу
200,Dreck::N,ಹೊಲಸು,ърда́з
201,Eisen::N,ಕಬ್ಬಿಣ,кшни
202,Gold::N,ಚಿನ್ನ,ока
203,Gold::N,ಚಿನ್ನ,золота
204,Silber::N,ಬೆಳ್ಳಿ,сия́
205,Kohle::N,ಕಲ್ಲಿದ್ದಲು,седь
206,Kohle::N,ಕಲ್ಲಿದ್ದಲು,седьвальмя
207,Glas::N,ಗಾಜು,кля́нцек
208,Lehm::N,ಜೇಡಿಮಣ್ಣು,сёвонь
209,Sand::N,ಮರಳು,шува́р
210,Mensch::N,ಪುರುಷ,ломань
211,Mann::N,ಆಳು,аля
212,Mann::N,ಆಳು,цёраломань
213,Frau::N,ಹೆಣ್ಣು,ава
214,Kind::N,ಮಗು,идь
215,Kind::N,ಮಗು,шаба
216,Junge::N,ಹುಡುಗ,цёраня
217,Mädchen::N,ಹುಡುಗಿ,стирня́
218,Familie::N,ಕುಟುಂಬ,тнал
219,Familie::N,ಕುಟುಂಬ,семья
220,Großvater::N,ಅಜ್ಜ,атя
221,Großvater::N,ಅಜ್ಜ,щя́тя
222,Großmutter::N,ಅಮ್ಮ,баба
223,Eltern::N,ಹೆತ್ತವರು,тя́дят-а́лят
224,Vater::N,ತಂದೆ,аля
225,Mutter::N,ಅಮ್ಮ,ава
226,Mutter::N,ಅಮ್ಮ,тядя
227,Sohn::N,ಮಗ ,цёра
228,Tochter::N,ಮಗಳು,стирь
229,Bruder::N,ತಮ್ಮ,дуган
230,Bruder::N,ತಮ್ಮ,пяльне
231,Schwester::N,ತಂಗಿ,ака
232,Schwester::N,ತಂಗಿ,сазор
233,Onkel::N,ಸೋದರಮಾವ,оця
234,Onkel::N,ಸೋದರಮಾವ,патя
235,Onkel::N,ಸೋದರಮಾವ,щеня́
236,Onkel::N,ದೊಡ್ಡಪ್ಪ,оця
237,Onkel::N,ದೊಡ್ಡಪ್ಪ,патя
238,Onkel::N,ದೊಡ್ಡಪ್ಪ,щеня́
239,Tante::N,ಚಿಕ್ಕಮ್ಮ,ака
240,Tante::N,ಚಿಕ್ಕಮ್ಮ,щака
241,Ehemann::N,ಗಂಡ,мирде
242,Ehefrau::N,ಹೆಂಡತಿ,ърьвя́
243,Freude::N,ನಲಿವು,ке́нярдема
244,Gelächter::N,ನಗೆ,рахсема
245,Glück::N,ಆನಂದ,паваз
246,Kummer::N,ದುಃಖ,ризф
247,Kummer::N,ದುಃಖ,пичефкс
248,Wunsch::N,ಬಯಕೆ,мяль
249,Wunsch::N,ಬಯಕೆ,таколдома
250,Lust::N,ಇಷ್ಟ,таколдома
251,Geist::N,ಆತ್ಮ,вайме
252,Gedanke::N,ಯೋಚನೆ,мяль
253,Gedächtnis::N,ಸ್ಮರಣೆ,прявий
254,Verstand::N,ಮನಸ್ಸು,прявий
255,Sinn::N,ಅರ್ಥ,ён
256,Grund::N,ಕಾರಣ,туфта́л
257,Wahrheit::N,ಸತ್ಯ,ви́де
258,Wahrheit::N,ಸತ್ಯ,видеши́
259,Gespräch::N,ಸಂಭಾಷಣೆ,корхтама
260,Märchen::N,ಸುಳ್ಳು ಕಥೆ,ёфкс
261,Erzählung::N,ಕಥೆ,азкс
262,Nachricht::N,ಸಂದೇಶ,куля́
263,Neuigkeit::N,ಸುದ್ದಿ,куля́
264,Name::N,ಹೆಸರು,лем
265,Rätsel::N,ಒಗಟು,со́дама ёфкс
266,Rede::N,ಮಾತು,вал
267,Rede::N,ಮಾತು,корхтама
268,Sprache::N,ಭಾಷೆ,кяль
269,Stimme::N,ಧ್ವನಿ,вайгяль
270,Wort::N,ಮಾತು,вал
271,Zeichen::N,ಗುರುತು,тя́ште
272,Zeichen::N,ಗುರುತು,тя́штькс
273,Ruf::N,ಕೂಗು,тердема
274,Lärm::N,ಸದ್ದು,гайф
275,Lärm::N,ಸದ್ದು,жалакодома
276,Laut::N,ಶಬ್ದ,вайгяль
277,Ton::N,ನಾದ,вайгяль
278,Lied::N,ಗಾನ,мора
279,Ruhe::N,ಶಾಂತಿ,сетьме
280,Leute::N,ಮಂದಿ,ломатть
281,Volk::N,ಜನಾಂಗ,наро́д
282,Arbeit::N,ಕೆಲಸ,тев
283,Gast::N,ಅತಿಥಿ,и́нжи
284,Gast::N,ಅತಿಥಿ,ко́нак
285,Geschenk::N,ಕಾಣಿಕೆ,казне
286,Spiel::N,ಆಟ,налхкома
287,Spiel::N,ಆಟ,налхксема
288,Gesellschaft::N,ಸಂಗ,кружок
289,Hilfe::N,ಸಹಾಯ,лездома
290,Freund::N,ಸ್ನೇಹಿತ,я́лга
291,Kamerad::N,ಜೊತೆಗಾರ,я́лга
292,Angelegenheit::N,ವಿಚಾರ,тев
293,Anzahl::N,ಎಣಿಕೆ,лувкс
294,Art::N,ತರ,вид
295,Stück::N,ತುಂಡು,пакш
296,Teil::N,ಭಾಗ,часть
297,Teil::N,ಭಾಗ,пялькс
298,Hälfte::N,ಅರ್ಧ,пяле
299,Kreis::N,ವೃತ್ತ,шаркс
300,Kreuz::N,ಶಿಲುಬೆ,крёз
301,Linie::N,ರೀಖೆ,межа
302,Linie::N,ರೀಖೆ,китькс
303,Strich::N,ಗೀಟು,межа
304,Abstand::N,ಅಂತರ,ётка
305,Entfernung::N,ದೂರ,ётка
306,Gegend::N,ವಿಸ್ತೀರ್ಣ,ва́ста
307,Gegend::N,ವಿಸ್ತೀರ್ಣ,перьфпя́ль
308,Platz::N,ಅಂತರ,ва́ста
309,Ort::N,ಸ್ಥಳ,ва́ста
310,Seite::N,ಪಕ್ಷ,пяле
311,Mitte::N,ನಡು,кучка́
312,Gegenstand::N,ವಸ್ತು,веща
313,Sache::N,ವಸ್ತು,тев
314,Sache::N,ವಸ್ತು,веща
315,Rand::N,ಅಂಚು,пе
316,Kante::N,ಅಂಚು,и́рдез
317,Ecke::N,ಮೂಲೆ,ужа
318,Spitze::N,ತುದಿ,пря
319,Ende::N,ಕೊನೆ,пе
320,Loch::N,ತೂತು,варя
321,Winkel::N,ಕೋನ,ужа
322,Muster::N,ನಮೂನೆ,сёрма
323,Größe::N,ಪ್ರಮಾಣ,серь
324,Länge::N,ಉದ್ದ,кува́лма
325,Höhe::N,ಎತ್ತರ,серь
326,Gewicht::N,ತೂಕ,сталма
327,Menge::N,ಮೊತ್ತ,лувкс
328,Haufen::N,ರಾಶಿ,мар
329,Reihe::N,ಸಾಲು,ряд
330,Boot::N,ದೋಣಿ,венеж
331,Ruder::N,ಹುಟ್ಟು,миле
332,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,ну́рда
333,Ski::N,ಜಾರುಪಟ್ಟಿ,сокс
334,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,то́лмар
335,Last::N,ಹೊರೆ,канкс
336,Last::N,ಹೊರೆ,сталма
337,Gang::N,ತಿರುಗಾಟ,молема
338,Schritt::N,ಹೆಜ್ಜೆ,аськолкс
339,Norden::N,ಉತ್ತರ,якшама шире
340,Süden::N,ದಕ್ಷಿಣ,ля́мбе ши́ре
341,Westen::N,ಪಶ್ಚಿಮ,ши валгома шире
342,Osten::N,ಮೂಡಲು,шинь стяма шире
343,Holz::N,ಚೌಬೀನೆ,вирь
344,Holz::N,ಚೌಬೀನೆ,шуфта
345,Brett::N,ಹಲಗೆ,лавця
346,Platte::N,ಹಲಗೆ,плита́
347,Stütze::N,ಆಸರೆ,неже
348,Stange::N,ಕಂಬ,олга
349,Stock::N,ಕೋಲು,байдек
350,Stab::N,ದೊಣ್ಣೆ,олгоня
351,Rohr::N,ನಳಿಕೆ,турама
352,Haus::N,ಮನೆ,куд
353,Heim::N,ಗೃಹ,куд
354,Ofen::N,ಒಲೆ,пянакуд
355,Fußboden::N,ನೆಲ,кия́кс
356,Tisch::N,ಮೇಜು,шра
357,Tisch::N,ಮೇಜು,моркш
358,Stuhl::N,ಕುರ್ಚಿ,стул
359,Wiege::N,ತೊಟ್ಟಿಲು,нюря́м
360,Bett::N,ಹಾಸಿಗೆ,ацам
361,Regal::N,ಬೀರು,лавцяланга
362,Kiste::N,ಪಟ್ಟಿಗೆ,парга
363,Fenster::N,ಕಿಟಕಿ,валмья
364,Tür::N,ಬಾಗಿಲು,кенкш
365,Tor::N,ಹೆಬ್ಬಾಗಿಲು,ортат
366,Zaun::N,ಬೇಲಿ,перяфкс
367,Dach::N,ಮಾಳಿಗೆ,кудпря
368,Leiter::N,ಏಣಿ,куцема
369,Besen::N,ಪೊರಕೆ,тяльме
370,Spaten::N,ಗುದ್ದಲಿ,ка́йме
371,Schaufel::N,ಸನಿಕೆ,ко́поня
372,Schaufel::N,ಸನಿಕೆ,ця́рдом
373,Gabel::N,ಕವಲು,ця́нгоня
374,Löffel::N,ಚಮಚ,куцю
375,Messer::N,ಚಾಕು,пеель
376,Nagel::N,ಆಣಿ,эска
377,Netz::N,ಬಲೆ,
378,Haken::N,ಕೊಂಡಿ,кя́чказ
379,Griff::N,ಹಿಡಿ,недь
380,Griff::N,ಹಿಡಿ,кунда́мка
381,Schloss::N,ವೀಗ,замо́к
382,Bild::N,ಚಿತ್ರ,карти́на
383,Figur::N,ಆಕಾರ,ронга-понда
384,Puppe::N,ಗೊಂಬೆ,ня́ка
385,Beutel::N,ಸಂಚಿ,кяскав
386,Bündel::N,ಕಟ್ಟು,кярьме
387,Tasche::N,ಚೀಲ,кошяльня
388,Eimer::N,ಬಾನೆ,ве́дарка
389,Deckel::N,ಮುಚ್ಚಳ,тавадкс
390,Deckel::N,ಮುಚ್ಚಳ,вельхкс
391,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,кядьге
392,Sack::N,ಮೂಟೆ,кяскав
393,Tasse::N,ಬಟ್ಟಲು,ша́ваня
394,Topf::N,ಮಡಕೆ,кавозь
395,Kessel::N,ಕೆಟಲ್,сргавозь
396,Essen::N,ಊಟ,ярхцама
397,Nahrung::N,ಆಹಾರ,ярхцампяль
398,Speise::N,ಊಟ,ярхцама
399,Fleisch::N,ಮಾಂಸ,пал
400,Fleisch::N,ಮಾಂಸ,сиволь
401,Getreide::N,ಧಾನ್ಯ,сёра
402,Brei::N,ಗಂಜಿ,ям
403,Brot::N,ರೊಟ್ಟಿ,кши
404,Scheibe::N,ಹೋಳು,кочам
405,Fett::N,ಕೊಬ್ಬು,куя́
406,Butter::N,ಬೆಣ್ಣೆ,вай
407,Öl::N,ಎಣ್ಣೆ,вай
408,Salz::N,ಉಪ್ಪು,сал
409,Suppe::N,ಎಸರು,шонгарям
410,Suppe::N,ಎಸರು,коршампяль
411,Honig::N,ಮಧು,медь
412,Milch::N,ಹಾಲು,лофца
413,Tee::N,ಚಹ,чай
414,Leder::N,ಚಕ್ಕಳ,кедь
415,Wolle::N,ಉಣ್ಣೆ,пона
416,Stoff::N,ಬಟ್ಟೆ,котф
417,Nadel::N,ಸೂಜಿ,салмокс
418,Faden::N,ದಾರ,сюре
419,Knopf::N,ಗುಂಡು,пуня
420,Knoten::N,ಗಂಟು,сюлма
421,Farbe::N,ಬಣ್ಣ,архтомбяль
422,Kleidung::N,ಅರಿವೆ,щам
423,Hemd::N,ಅಂಗಿ,па́нар
424,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,сиве
425,Ärmel::N,ತೋಳು,ожа
426,Hose::N,ಇಜಾರ,понкст
427,Gürtel::N,ಬೆಲ್ಟು,каркс
428,Mütze::N,ಟೋಪಿ,вазь
429,Schuh::N,ಪಾದರಕ್ಷೆ,башма́к
430,Stiefel::N,ಬೂಟು,кя́ме
431,Ring::N,ಉಂಗುರ,суркс
432,Band::N,ರಿಬ್ಬನ್,керькс
433,Band::N,ರಿಬ್ಬನ್,лента
434,Kamm::N,ಹಣಿಗೆ,сюрьхцем
435,Spiegel::N,ಕನ್ನಡಿ,ванома
436,Riemen::N,ಬಾರು,шнань каркс
437,Schnur::N,ಹುರಿ,пикс
438,Schnur::N,ಹುರಿ,карькскя
439,Leine::N,ಹಗ್ಗ,вядьме
440,Decke::N,ಕಂಬಳಿ,вельхкс
441,Kissen::N,ದಿಂಬು,тоду
442,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,руця́
443,Handtuch::N,ಚೌಕ,на́рдама
444,Kraft::N,ಬಲ,вий
445,Stärke::N,ಶಕ್ತಿ,вииши
446,Gesundheit::N,ಆರೋಗ್ಯ,шумбраши́
447,Krankheit::N,ರೋಗ,урма́
448,Krankheit::N,ರೋಗ,сярядема
449,Schmerz::N,ನೋವು,маряма
450,Wunde::N,ಗಾಯ,керф
451,Fieber::N,ಜ್ವರ,маштыкс
452,Arznei::N,ಔಷಧ,надо́бья
453,Arznei::N,ಔಷಧ,пъчка́фтома
454,Brücke::N,ಸೇತುವೆ,седь
455,Brunnen::N,ಬಾವಿ,эши
456,Weide::N,ಗೋಮಾಳ,ванома васта
457,Pfad::N,ದಾರಿ,ян
458,Pfad::N,ದಾರಿ,киня́
459,Weg::N,ಹಾದಿ,ки
460,Straße::N,ರಸ್ತೆ,ки
461,Dorf::N,ಹಳ್ಳಿ,веле
462,Stadt::N,ಪಟ್ಟಣ,ош
463,Brief::N,ಕಾಗದ,сёрма
464,Buch::N,ಪುಸ್ತಕ,книга
465,Buchstabe::N,ಅಕ್ಷರ,бу́ква
466,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газе́та
467,Leben::N,ಜೀವನ,эряф
468,Leben::N,ಜೀವನ,эряма
469,Tod::N,ಮರಣ,кулома́
470,Grab::N,ಗೋರಿ,калма
471,Kirche::N,ಚರ್ಚು,це́рькав
472,Sünde::N,ಪಾಪ,пежеть
473,Sünde::N,ಪಾಪ,муворкс
474,Gott::N,ದೇವರು,шкай
475,Arbeiter::N,ಕೆಲಸಗಾರ,трудендай
476,Arbeiter::N,ಕೆಲಸಗಾರ,работник
477,Chef::N,ದಣಿ,азор
478,Chef::N,ದಣಿ,оцюня
479,Meister::N,ಶಿಕ್ಷಕ,мастяр
480,Arzt::N,ವೈದ್ಯ,врач
481,Arzt::N,ವೈದ್ಯ,доктор
482,Lehrer::N,ಉಪಾಧ್ಯಾಯ,учи́тель
483,Geld::N,ಹಣ,ярмакт
484,Geschäft::N,ವಾಣಿಜ್ಯ,ладяфкс
485,Geschäft::N,ವಾಣಿಜ್ಯ,ладяф тев
486,Laden::N,ಅಂಗಡಿ,ла́вка
487,Preis::N,ಬೆಲೆ,питне
488,Ware::N,ಸರಕು,миф
489,Ware::N,ಸರಕು,ра́маф
490,Nutzen::N,ಲಾಭ,пара
491,Nutzen::N,ಲಾಭ,лезкс
492,Reichtum::N,ಸಂಪತ್ತು,ко́зяши
493,Welt::N,ಭೂಲೋಕ,свет
494,Land::N,ದೇಶ,мастор
495,Staat::N,ರಾಜ್ಯ,государства
496,König::N,ರಾಜ,король
497,Macht::N,ಅಧಿಕಾರ,азорондама
498,Macht::N,ಅಧಿಕಾರ,азорксши
499,Grenze::N,ಗಡಿ,ёткаян
500,Krieg::N,ಯುದ್ಧ,война́
501,Feind::N,ಶತ್ರು,душман
502,Feind::N,ಶತ್ರು,каршек тюри
503,Gewalt::N,ಹಿಂಸೆ,наругама
504,Kampf::N,ಹೋರಾಟ,тюрема́
505,Bogen[Waffe]::N,ಬಿಲ್ಲು,нал
506,Pfeil::N,ಅಂಬು,нал
507,Gewehr::N,ಬಂದೂಕು,винто́вка
508,Fehler::N,ತಪ್ಪು,эльбядькс
509,Lüge::N,ಸುಳ್ಳು,васькафнема
510,Schaden::N,ಹಾನಿ,зия́н
511,Unglück::N,ಅಪಾಯ,зия́н
512,Schuld::N,ದೋಷ,муворши
513,Alter::N,ಮುಪ್ಪು,эряф кизот
514,Alter::N,ಮುಪ್ಪು,эряфонь пинге
515,Schluss::N,ಮುಕ್ತಾಯ,пе
516,Zeit::N,ಕಾಲ,пинге
517,Tag::N,ದಿನ,ши
518,Morgen::N,ಮುಂಜಾನೆ,шобдава
519,Mittag::N,ನಡುಹಗಲು,шикучка
520,Abend::N,ಸಂಜೆ,иля́дь
521,Nacht::N,ರಾತ್ರಿ,ве
522,Woche::N,ವಾರ,недя́ля
523,Monat::N,ತಿಂಗಳು,ков
524,Jahr::N,ಸಂವತ್ಸರ,киза
525,Frühling::N,ವಸಂತ,тунда́
526,Sommer::N,ಬಿಸಿಲುಕಾಲ,киза
527,Herbst::N,ಶರತ್ಕಾಲ,сёксе
528,Winter::N,ಚಳಿಗಾಲ,тяла
529,Januar::N,ನಾಲ್ಚಳಿ,кельмеков
530,Februar::N,ಅಯ್ಚಳಿ,уфайков
531,März::N,ಮೊಬ್ಬೇಸಿಗೆ,марайков
532,April::N,ಇಬ್ಬೇಸಿಗೆ,шудиков
533,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,панжиков
534,Juni::N,ಮೊಮ್ಮಳೆ,лямбеков
535,Juli::N,ಇಮ್ಮಳೆ,псиков
536,August::N,ಮುಮ್ಮಳೆ,сёроньков
537,September::N,ನಾಲ್ಮಳೆ,тюжягов
538,Oktober::N,ಮೊಚ್ಚಳಿ,кельмазаков
539,November::N,ಇಚ್ಚಳಿ,эйндамков
540,Dezember::N,ಮುಚ್ಚಳಿ,кучкаков
541,Montag::N,ಸೋಮುವಾರ,одговши
542,Dienstag::N,ಮಂಗಳವಾರ,ша́вши
543,Mittwoch::N,ಬುಧವಾರ,вержи
544,Donnerstag::N,ಗುರುವಾರ,шува́ланя
545,Freitag::N,ಶುಕ್ರವಾರ,пя́денця
546,Samstag::N,ಶನಿವಾರ,ёткши
547,Sonntag::N,ಭಾನುವಾರ,таргоши
548,groß::A,ದೊಡ್ಡ,оцю
549,klein::A,ಪುಟ್ಟ,ёмла
550,lang::A,ದೀರ್ಘ,кува́ка
551,kurz::A,ಚಕ್ಕ,нюрьхкя́ня
552,breit::A,ಅಗಲವಾದ,кели
553,schmal::A,ಇಕ್ಕಟ್ಟಾದ,тяйня
554,dicht::A,ದಟ್ಟ,сиде
555,dicht::A,ದಟ್ಟ,туста
556,dick[Gegenstand]::A,ದಟ್ಟ,эчке
557,dünn::A,ತೆಳು,шува́ня
