,Concept_ID,kn,mdf
1078,täuschen::V,ಠಕ್ಕಿಸು,кяльготнемс
1079,betrügen::V,ವಂಚಿಸು,васькафнемс
1080,töten::V,ಕೊಲ್ಲು,шавомс
1081,töten::V,ಕೊಲ್ಲು,аде́ламс
1082,wohnen::V,ವಾಸಿಸು,эрямс
1083,arbeiten::V,ಕೆಲಸ ಮಾಡು,покодемс
1084,sammeln::V,ಸಂಚಯಿಸು,кочкамс
1085,sammeln::V,ಸಂಚಯಿಸು,пу́роптомс
1086,pflücken::V,ಬಿಡಿಸು,фатнемс
1087,pflücken::V,ಬಿಡಿಸು,нотфнемс
1088,jagen::V,ಬೇಟೆಯಾಡು,кунда́мс
1089,fischen::V,ಮೀನು ಹಿಡಿ,калонь кунда́мс
1090,fassen::V,ಹಿಡಿ,кунда́мс
1091,hüten::V,ಗುಂಪುಸೇರಿಸು,ваномс
1092,treiben::V,ದಬ್ಬು,панемс
1093,anbinden::V,ಬಿಗಿ,сотомс
1094,füttern::V,ಮೇಯಿಸು,трямс
1095,füttern::V,ಮೇಯಿಸು,а́ндомс
1096,melken::V,ಹಾಲು ಕರೆ,потямс
1097,hacken::V,ತುಂಡರಿಸು,лазондомс
1098,gießen::V,ನೀರುಹಾಕು,валомс
1099,reifen::V,ಕಳಿ,кенеремс
1100,zubereiten::V,ಅಡಿಗೆಮಾಡು,анокламс
1101,kochen::V,ಅಡು,пидемс
1102,backen::V,ಬೇಯಿಸು,пидемс
1103,braten::V,ಕರಿ,пуштомс
1104,umrühren::V,ಕಲಕು,шорямс
1105,stricken::V,ಹೆಣೆ,кодамс
1106,nähen::V,ಹೊಲಿ,стамс
1107,färben::V,ಬಣ್ಣ ಹತ್ತು,а́рхтомс
1108,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,ва́ткамс
1109,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,а́роптомс
1110,waschen::V,ತೊಳೆ,муськомс
1111,abwischen::V,ಒರಸು,нардамс
1112,spülen::V,ಗಲಬರಿಸು,оргалдомс
1113,fegen::V,ಗುಡಿಸು,тяемс
1114,kehren::V,ಗುಡಿಸು,тяемс
1115,baden::V,ಸ್ನಾನಮಾಡು,э́шелямс
1116,sich waschen::V,ತೊಳೆ,штамс
1117,ausziehen::V,ಬಿಚ್ಚು,кайсефтемс
1118,anziehen::V,ಹಾಕು,ща́фтомс
1119,sich anziehen::V,ಹಾಕು,щамс
1120,kämmen::V,ಬಾಚು,се́ендемс
1121,schmücken::V,ಅಲಂಕರಿಸು,на́ряжамс
1122,schmücken::V,ಅಲಂಕರಿಸು,ма́зоптомс
1123,sagen::V,ಹೇಳು,азомс
1124,sagen::V,ಹೇಳು,мярьгомс
1125,sprechen::V,ನುಡಿ,корхтамс
1126,reden::V,ನುಡಿ,корхнемс
1127,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,корхнемс
1128,fragen::V,ವಿಚಾರಿಸು,ки́зефтемс
1129,bitten::V,ಬೇಡು,а́намс
1130,bitten::V,ಬೇಡು,ве́шемс
1131,erzählen::V,ಹೇಳು,а́зондомс
1132,mitteilen::V,ತಿಳಿಸು,азомс
1133,nennen::V,ಹೆಸರಿಡು,лемдемс
1134,nennen::V,ಹೆಸರಿಡು,путомс лем
1135,rufen::V,ಕರೆ,серьгядемс
1136,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,шна́фтомс пря́
1137,übersetzen::V,ಭಾಷಾಂತರಿಸು,ётафтомс
1138,denken::V,ಯೋಚಿಸು,арьсемс
1139,glauben::V,ನಂಬು,кемамс
1140,bemerken::V,ಗಮನಿಸು,ня́емс
1141,erkennen::V,ಗುರುತುಹಿಡಿ,содамс
1142,begreifen::V,ಗ್ರಹಿಸು,сатомс
1143,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,шарьхкодемс
1144,lernen::V,ಕಲಿ,тонафнемс
1145,wissen::V,ಅರಿ,со́дамс
1146,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,лятфтамс
1147,vergessen::V,ಮರೆತುವಿಡು,юкстамс
1148,messen::V,ಅಳೆ,ункснемс
1149,zählen::V,ಗಣಿಸು,лу́вомс
1150,zählen::V,ಗಣಿಸು,а́рьсемс
1151,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,лувомс
1152,lesen::V,ಓದು,лувомс
1153,lesen::V,ಓದು,морафтомс
1154,malen::V,ಬಿಡಿಸು,рисова́ндамс
1155,zeichnen::V,ಬಿಡಿಸು,рисова́ндамс
1156,schreiben::V,ಬರೆ,сёрмадомс
1157,besitzen::V,ಒಡೆಯನಾಗಿರು,улемс азоркс
1158,kaufen::V,ಕೊಳ್ಳು,рамамс
1159,verkaufen::V,ಕೊಡು,мимс
1160,bezahlen::V,ಬೆಲೆತೆರು,пандомс
1161,zahlen::V,ಹಣವನ್ನುಕೊಡು,па́ндомс
1162,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,азорондамс
1163,ertragen::V,ಸಹಿಸು,кирдемс
