,Concept_ID,ko,be
173,Kranich::N,두루미,журавель
174,Krähe::N,까마귀,варона
175,Kuckuck::N,뻐꾸기,зязюля
176,Schwan::N,배조,лебедзь
177,Fisch::N,물고기,рыба
178,Barsch::N,농어,акунь
179,Hecht::N,에속스,шчупак
180,Schlange[Tier]::N,뱀,змяя
181,Wurm::N,벌레,чарвяк
182,Spinne::N,거미,павук
183,Ameise::N,개미,мурашка
184,Laus::N,이,вош
185,Mücke::N,모기,камар
186,Fliege::N,날기,муха
187,Schmetterling::N,나비,матыль
188,Beere::N,장과,ягада
189,Apfel::N,사과,яблык
190,Pilz::N,고방이,грыб
191,Zwiebel::N,양파,цыбуля
192,Saat::N,씨,семя
193,Korn::N,알맹이,зерне
194,Heu::N,건초,сена
195,Schale::N,피상,шалупінне
196,Falle::N,함정,пастка
197,Schlinge::N,올가미,сіло
198,Schlinge::N,멜빵붕대,сіло
199,Spur::N,발지국,след
200,Asche::N,재,попел
201,Dreck::N,똥,бруд
202,Dreck::N,오물,бруд
203,Eisen::N,쇠,жалеза
204,Eisen::N,철,жалеза
205,Gold::N,항금,золата
206,Silber::N,은,сребра
207,Kohle::N,슻,вугаль
208,Glas::N,유리,шкло
209,Lehm::N,찰흙,гліна
210,Sand::N,모래,пясок
211,Mensch::N,사람,чалавек
212,Mann::N,남자,мужчына
213,Frau::N,여자,жанчына
214,Kind::N,아이,дзіця
215,Junge::N,소녁,хлопчык
216,Mädchen::N,소녀,дзяўчынка
217,Familie::N,가족,сямʼя
218,Großvater::N,할아버지,дзядуля
219,Großmutter::N,할머니,бабуля
220,Eltern::N,어버오,бацькі
221,Vater::N,아버지,бацька
222,Mutter::N,어머니,маці
223,Sohn::N,아들,сын
224,Tochter::N,딸기,дачка
225,Bruder::N,형제,брат
226,Schwester::N,누이,сястра
227,Onkel::N,백부,дзядзька
228,Tante::N,아주머니,цётка
229,Ehemann::N,남편,муж
230,Ehefrau::N,아내,жонка
231,Freude::N,기쁨,радасць
232,Gelächter::N,웃음,смех
233,Glück::N,즐거움,шчасце
234,Kummer::N,슬픔,гора
235,Wunsch::N,소망,жаданне
236,Geist::N,할기,дух
237,Gedanke::N,상념,думка
238,Gedächtnis::N,기억,памяць
239,Verstand::N,분별,розум
240,Verstand::N,지능,розум
241,Sinn::N,센스,сэнс
242,Grund::N,까닭,зачэпка
243,Wahrheit::N,참,праўда
244,Wahrheit::N,진실,праўда
245,Gespräch::N,대화,размова
246,Märchen::N,동화,казка
247,Erzählung::N,이야기,расказ
248,Erzählung::N,이야기,апавяданне
249,Neuigkeit::N,뉴스,навіна
250,Name::N,이름,імя
251,Rätsel::N,수수께끼,загадка
252,Rede::N,연설,прамова
253,Sprache::N,말,мова
254,Stimme::N,목소리,голас
255,Wort::N,낱말,слова
256,Zeichen::N,신호,знак
257,Ruf::N,부름,кліч
258,Lärm::N,소동,шум
259,Laut::N,음성,гук
260,Ton::N,목소리,гучанне
261,Lied::N,노래,песня
262,Ruhe::N,쉼,спакой
263,Leute::N,사람들,людзі
264,Volk::N,국중,народ
265,Arbeit::N,근로,праца
266,Arbeit::N,근로,работа
267,Arbeit::N,너무,праца
268,Arbeit::N,너무,работа
269,Gast::N,손님,госць
270,Geschenk::N,행하,падарунак
271,Spiel::N,무리,гульня
272,Gesellschaft::N,교제,таварыства
273,Hilfe::N,거들음,дапамога
274,Hilfe::N,보좌,дапамога
275,Freund::N,친구,друг
276,Freund::N,친구,сябар
277,Kamerad::N,동실자,прыяцель
278,Angelegenheit::N,용무,справа
279,Anzahl::N,어떤,колькасць
280,Anzahl::N,수,колькасць
281,Art::N,정류,від
282,Stück::N,일부분,кусок
283,Stück::N,일부분,кавалак
284,Teil::N,몱,частка
285,Teil::N,구훠,частка
286,Hälfte::N,2분의,палова
287,Hälfte::N,2분의,палавіна
288,Kreis::N,고리,круг
289,Kreuz::N,열십자,крыж
290,Linie::N,선,лінія
291,Strich::N,스침,рыса
292,Abstand::N,거리,прамежак
293,Entfernung::N,거리,адлегласць
294,Gegend::N,곳,мясцовасць
295,Gegend::N,부금,мясцовасць
296,Platz::N,장소,месца
297,Ort::N,장소,месца
298,Seite::N,옆면,бок
299,Mitte::N,궁간,сярэдзіна
300,Gegenstand::N,항목,прадмет
301,Sache::N,뭉에,рэч
302,Rand::N,가,край
303,Kante::N,귀퉁,руб
304,Kante::N,귀퉁,кант
305,Ecke::N,구석,вугал
306,Spitze::N,끝,кончык
307,Spitze::N,참단,кончык
308,Ende::N,말당,канец
309,Loch::N,빙옷,дзірка
310,Winkel::N,각도,вугал
311,Muster::N,본,узор
312,Muster::N,견복,узор
313,Größe::N,신장,памер
314,Länge::N,길이긺,даўжыня
315,Höhe::N,높이,вышыня
316,Gewicht::N,추,вага
317,Menge::N,수양,колькасць
318,Haufen::N,퇴적,куча
319,Reihe::N,열,рад
320,Boot::N,보트,лодка
321,Ruder::N,노,вясло
322,Schlitten::N,썰매,сані
323,Ski::N,스키,лыжа
324,Lagerfeuer::N,캠프의 모닥불,вогнішча
325,Last::N,무거운짐,цяжар
326,Gang::N,걸음,ход
327,Schritt::N,보조,шаг
328,Schritt::N,보조,крок
329,Norden::N,북쪽 ,поўнач
330,Süden::N,남쪽,поўдзень
331,Westen::N,서쪽,захад
332,Osten::N,동쪽,усход
333,Holz::N,목재,дрэва
334,Holz::N,목재,драўніна
335,Brett::N,마루널,дошка
336,Platte::N,탤,пліта
337,Platte::N,금속판,пліта
338,Stütze::N,버팀목,падпорка
339,Stange::N,장대,жэрдка
340,Stock::N,막대기,палка
341,Stab::N,작대기,шост
342,Rohr::N,갈대,труба
343,Haus::N,집,дом
344,Heim::N,집,дом
345,Heim::N,집,хата
346,Ofen::N,아궁이,печ
347,Fußboden::N,마루,падлога
348,Tisch::N,탁자,стол
349,Stuhl::N,의자,стул
350,Stuhl::N,의자,крэсла
351,Wiege::N,발상지,калыска
352,Bett::N,침대,ложак
353,Bett::N,침대,пасцель
354,Regal::N,서가,паліца
355,Kiste::N,짐궤,скрынка
356,Fenster::N,눔,акно
357,Tür::N,문,дзверы
358,Tor::N,대문,вароты
359,Zaun::N,담장,агароджа
360,Dach::N,지붕,дах
361,Leiter::N,사닥다리,лесвіца
362,Besen::N,비,мятла
363,Spaten::N,가래,лапата
364,Spaten::N,가래,жалязняк
365,Schaufel::N,삽,шуфлік
366,Schaufel::N,삽,лапатка
367,Gabel::N,갈래,відэлец
368,Löffel::N,숟가락,лыжка
369,Messer::N,나이프,нож
370,Nagel::N,발툽,цвік
371,Netz::N,그물,сетка
372,Haken::N,갈고리,крук
373,Griff::N,움켜쥠,ручка
374,Schloss::N,자물쇠,замок
375,Bild::N,그림,карціна
376,Figur::N,몸메,фігура
377,Puppe::N,인형,лялька
378,Beutel::N,클,мяшок
379,Bündel::N,자근다발,вязка
380,Tasche::N,가방,торба
381,Eimer::N,동이,вядро
382,Deckel::N,뚜껑,накрыўка
383,Geschirr::N,식시,пасуда
384,Sack::N,조갑,мех
385,Tasse::N,차잔,кубак
386,Topf::N,단지,каструля
387,Kessel::N,주전자,кацёл
388,Essen::N,먹기,ежа
389,Nahrung::N,식료,харч
390,Speise::N,음식물,страва
391,Fleisch::N,고기,мяса
392,Getreide::N,곡물,збожжа
393,Brei::N,젤리,каша
394,Brot::N,빵,хлеб
395,Scheibe::N,원반,луста
396,Scheibe::N,원반,скібка
397,Fett::N,기름,тлушч
398,Butter::N,버터,масла
399,Öl::N,올리브유,алей
400,Salz::N,소금,соль
401,Suppe::N,국,суп
402,Suppe::N,수프,суп
403,Honig::N,감미,мёд
404,Milch::N,유즙,малако
405,Tee::N,차,чай
406,Tee::N,차,гарбата
407,Leder::N,가죽,скура
408,Wolle::N,양털,воўна
409,Stoff::N,패료,тканіна
410,Nadel::N,바늘,іголка
411,Faden::N,콘실,нітка
412,Knopf::N,단추,гузік
413,Knoten::N,곁절,вузел
414,Farbe::N,색,фарба
415,Kleidung::N,옷입기,адзенне
416,Hemd::N,속옷,кашуля
417,Kragen::N,깃,каўнер
418,Ärmel::N,소매,рукаў
419,Hose::N,바지,штаны
420,Gürtel::N,밴드,пояс
421,Mütze::N,모자,шапка
422,Schuh::N,구두,чаравік
423,Stiefel::N,장화,бот
424,Ring::N,고리,кольца
425,Band::N,리본,стужка
426,Kamm::N,빗,расчоска
427,Spiegel::N,거울,люстра
428,Riemen::N,가죽끈,рэмень
429,Schnur::N,밧줄,вяроўка
430,Leine::N,고삐줄,павадок
431,Decke::N,이부자리,коўдра
432,Kissen::N,깔개,падушка
433,Tuch::N,천,хустка
434,Handtuch::N,수건,ручнік
435,Kraft::N,세력,сіла
436,Stärke::N,힘,моц
437,Gesundheit::N,위생,здароўе
438,Krankheit::N,병,хвароба
439,Schmerz::N,아픔고통,боль
440,Wunde::N,상처,рана
441,Fieber::N,열별,гарачка
442,Fieber::N,열별,ліхаманка
443,Arznei::N,약,лекі
444,Brücke::N,교량,мост
445,Brunnen::N,원천,калодзеж
446,Weide::N,목장,паша
447,Pfad::N,좁은길,сцежка
448,Weg::N,길,шлях
449,Weg::N,길,дарога
450,Straße::N,길,вуліца
451,Dorf::N,촌,вёска
452,Dorf::N,촌락,вёска
453,Stadt::N,도시,горад
454,Brief::N,서한,ліст
455,Brief::N,서한,пісьмо
456,Buch::N,책,кніга
457,Buchstabe::N,문자,літара
458,Zeitung::N,신문,газета
459,Leben::N,삶,жыццё
460,Tod::N,죽음,смерць
461,Grab::N,무덤,магіла
462,Kirche::N,교회,касцёл
463,Kirche::N,교회,царква
464,Sünde::N,부정,грэх
465,Gott::N,하느님,бог
466,Arbeiter::N,일하는사람,рабочы
467,Chef::N,사장,начальнік
468,Meister::N,명인,майстар
469,Meister::N,대가,майстар
470,Arzt::N,의사,урач
471,Lehrer::N,교사,настаўнік
472,Geld::N,돈,грошы
473,Geschäft::N,일,заняцце
474,Laden::N,가게,крама
475,Laden::N,가게,магазін
476,Preis::N,가격,цана
477,Ware::N,상품,тавар
478,Nutzen::N,이익,выгада
479,Reichtum::N,많음,багацце
480,Welt::N,세상,свет
481,Land::N,지방,краіна
482,Staat::N,국가,дзяржава
483,König::N,국왕,кароль
484,Macht::N,힘,улада
485,Grenze::N,국경,граніца
486,Krieg::N,전쟁,вайна
487,Feind::N,적,вораг
488,Gewalt::N,권력,насілле
489,Kampf::N,전투,барацьба
490,Bogen[Waffe]::N,활,лук
491,Pfeil::N,화살,страла
492,Gewehr::N,무기,ружжо
493,Fehler::N,오류,памылка
494,Lüge::N,거짓말,хлусня
495,Schaden::N,손상,шкода
496,Unglück::N,불행,ліха
497,Unglück::N,불행,бядота
498,Schuld::N,부채,віна
499,Alter::N,연령,узрост
500,Schluss::N,마감,канец
501,Zeit::N,때,час
502,Zeit::N,시간,час
503,Tag::N,하루,дзень
504,Morgen::N,이침,ранак
505,Morgen::N,이침,раніца
506,Mittag::N,대낮,паўдня
507,Mittag::N,대낮,поўдзень
508,Abend::N,저녁,вечар
509,Nacht::N,밤,ноч
510,Woche::N,근무일,тыдзень
511,Monat::N,달,месяц
512,Jahr::N,해,год
513,Frühling::N,봄,вясна
514,Sommer::N,여름,лета
515,Herbst::N,가을,восень
516,Winter::N,겨울,зіма
517,Januar::N,일월,студзень
518,Februar::N,이월,люты
519,März::N,삼월,сакавік
520,April::N,사월,красавік
521,Mai::N,오월,май
522,Mai::N,오월,травень
523,Juni::N,유월,чэрвень
524,Juli::N,칠월,ліпень
525,August::N,팔월,жнівень
526,September::N,구월,верасень
527,Oktober::N,시월,кастрычнік
528,November::N,십일월,лістапад
529,Dezember::N,십이월,снежань
530,Montag::N,월요일,панядзелак
531,Dienstag::N,화요일,аўторак
532,Mittwoch::N,수요일,серада
533,Donnerstag::N,모교일,чацвер
534,Freitag::N,그묘일,пятніца
535,Samstag::N,토요일,субота
536,Sonntag::N,일요일,нядзеля
537,groß::A,큰,вялікі
538,klein::A,자근,маленькі
539,lang::A,긴,доўгі
540,kurz::A,짧은,кароткі
541,breit::A,넓은,шырокі
542,schmal::A,좁은,вузкі
543,dicht::A,농밀한,густы
544,dick[Gegenstand]::A,두꺼운,тоўсты
545,dünn::A,얇은,тонкі
546,fein::A,미세한,тонкі
547,fest::A,굳은,моцны
548,flach::A,얕은,плоскі
549,glatt::A,반들반들한,гладкі
550,hart::A,굳은,цвёрды
551,weich::A,연한,мяккі
552,rund::A,둥근,круглы
553,spitz::A,뾰족한,спічасты
554,spitz::A,뾰족한,востраканцовы
555,scharf::A,날카로운,востры
556,stumpf::A,무딘,тупы
557,schwer::A,무거운,цяжкі
558,schön::A,멋진,прыгожы
559,heiß::A,뜨거운,гарачы
560,warm::A,따뜻한,цёплы
561,kalt::A,찬,холадны
562,kühl::A,서늘한,халаднаваты
563,frisch::A,신선한,свежы
564,feucht::A,축축한,вільготны
565,nass::A,젖은,мокры
566,trocken::A,마른,сухі
567,voll::A,완전한,поўны
568,leer::A,빈,пусты
569,offen::A,열린,адкрыты
570,offen::A,열린,адчынены
571,geschlossen::A,닫힌,закрыты
572,geschlossen::A,닫힌,зачынены
573,sauber::A,깨끗한,чысты
574,schmutzig::A,더러운,брудны
575,roh::A,날게잇의,сыры
576,reif::A,이근,спелы
577,lecker::A,맛있는,смачны
578,süß::A,단,салодкі
579,bitter::A,찌르는듯한,горкі
580,sauer::A,산성의,кіслы
581,hell::A,밝은,светлы
582,dunkel::A,어두운,цёмны
583,schwarz::A,검은,чорны
584,weiß::A,하얀,белы
585,rot::A,붉은,чырвоны
586,gelb::A,황색,жоўты
587,blau::A,푸른,сіні
588,grün::A,녹색의,зялёны
589,grau::A,회색의,шэры
590,bunt::A,알록달록한,пяресты
591,billig::A,싼,танны
592,teuer::A,값비산,дарагі
593,wertvoll::A,가치가많은,цэнны
594,wertvoll::A,가치가많은,каштоўны
595,blind::A,눈먼,сляпы
596,taub::A,무감간한,глухі
597,kräftig::A,강장한,магутны
598,stark::A,강한,сільны
599,schwach::A,약한,слабы
600,fett::A,실찐,тлусты
601,schlank::A,호리호리한,стройны
602,hübsch::A,예쁜,чароўны
603,böse::A,나쁜,злы
604,dumm::A,어리석은,дурны
605,faul::A,너덜너덜한,лянівы
606,fleißig::A,근면한,руплівы
607,geizig::A,인색한,прагны
608,geschickt::A,교묘한,умелы
609,lieb::A,친애하는,мілы
610,lustig::A,유쾌한,вясёлы
611,sanft::A,온화한,ласкавы
612,hungrig::A,배고픈,галодны
613,krank::A,병든,хворы
614,nackt::A,벌거벗은,голы
615,traurig::A,슬픈,сумны
616,lebendig::A,살아있는,жывы
617,gut::A,좋은,добры
618,schlecht::A,나쁜,кепскі
619,richtig::A,바른,правільны
620,schlimm::A,못된,агідны
621,wahr::A,참된,сапраўдны
622,alt::A,늙은,стары
623,neu::A,새,новы
624,ehemalig::A,전의,былы
625,alt[Lebewesen]::A,낡은,стары
626,jung::A,젊은,малады
627,arm::A,가난한,бедны
628,reich::A,풍부한,багаты
629,bekannt::A,저명한,знаёмы
630,berühmt::A,유명한,славуты
631,fremd::A,타처이,чужы
632,verschieden::A,따른,розны
633,nah::A,가까운,блізкі
634,fern::A,먼,далёкі
635,linker::A,왼쭉의,левы
636,rechter::A,오른쪽의,правы
637,anderer::A,다른,іншы
638,anderer::A,다른,другі
639,erster::A,첫째,першы
640,zweiter::A,둘째,другі
641,dritter::A,셋째,трэці
642,letzter::A,의후자의,апошні
643,allein::ADV,훌로,сам
644,allein::ADV,훌로,адзін
645,auf einmal::ADV,갑자기,адразу
646,zusammen::ADV,모아서,разам
647,lange::ADV,오래,доўга
648,plötzlich::ADV,둘연한,раптам
649,sofort::ADV,즉시,зараз
650,später::ADV,보다늦은,пазней
651,jetzt::ADV,목하,цяпер
652,heute::ADV,오늘,сёння
653,morgen::ADV,내일,заўтра
654,bald::ADV,곱,хутка
655,bald::ADV,곱,неўзабаве
656,dann::ADV,그경우에,потым
657,gestern::ADV,어제,учора
658,einst::ADV,옛날에,аднойчы
659,damals::ADV,그때에,тады
660,danach::ADV,그 뒤에,затым
661,vorher::ADV,미리,раней
662,zuerst::ADV,최초로,спярша
663,zuerst::ADV,최초로,спачатку
664,einmal::ADV,한번,адзін раз
665,manchmal::ADV,땓대로,часам
666,oft::ADV,땓대로,часта
667,immer::ADV,늘,заўсёды
668,niemals::ADV,결코...(하지)않다,ніколі
669,hier::ADV,여기,тут
670,hierhin::ADV,여기로,сюды
671,dort::ADV,거기,там
672,dorthin::ADV,저기예,туды
673,geradeaus::ADV,곧장,прама
674,vorwärts::ADV,앞으로,наперад
675,rückwärts::ADV,뒤로,назад
676,zurück::ADV,제자리로,назад
677,unten::ADV,아래에,унізе
678,hinab::ADV,아래쪽으로,уніз
679,oben::ADV,위에,угары
680,oben::ADV,위에,наверсе
681,hinauf::ADV,위쪽으로,угару
682,überall::ADV,도처에,усюды
683,nicht::ADV,안,не
684,ein wenig::ADV,적음,трошкі
685,kaum::ADV,가의,ледзьве
686,sehr::ADV,자주,вельмі
687,so::ADV,그와같이,так
688,noch::ADV,아직,яшчэ
689,nur::ADV,다만,толькі
690,schon::ADV,이미,ужо
691,wieder::ADV,다시,зноў
692,vergebens::ADV,헛되이,дарма
693,vergebens::ADV,헛되이,дарэмна
694,vor::PRP,앞에,перад
695,hinter::PRP,뒤에,за
696,hinter::PRP,뒤에,ззаду
697,unter::PRP,잍에,пад
698,durch::PRP,통고하여,праз
699,neben::PRP,와나란히,каля
700,zwischen::PRP,의사이로,між
701,zwischen::PRP,의사이로,паміж
702,wegen::PRP,때문에,з-за
703,dies::PRN,이,гэта
704,das::PRN,저,тое
705,alles::PRN,모든것,усё
706,ich::PRN,나,я
707,du::PRN,너,ты
708,er::PRN,그,ён
709,wir::PRN,우리,мы
710,ihr::PRN,너희들,вы
711,sie::PRN,그들,яны
712,was::FPRN,뭣,што
713,wer::FPRN,누구,хто
714,wo::FADV,어디,дзе
715,wohin::FADV,어디로,куды
716,wie::FADV,어떻게,як
717,warum::FADV,왜,чаму
718,wieviel::FNUM,얼마만큰,колькі
719,eins::NUM,하나,адзін
720,zwei::NUM,둘,два
721,drei::NUM,셋,тры
722,vier::NUM,넷,чатыры
723,fünf::NUM,다섯,пяць
724,sechs::NUM,여섯,шесць
725,sieben::NUM,일곱,сем
726,acht::NUM,여덟,восем
727,neun::NUM,아홉,дзевяць
728,zehn::NUM,열,дзесяць
729,elf::NUM,열하나,адзінаццаць
730,zwölf::NUM,열둘,дванаццаць
731,zwanzig::NUM,스물,дваццаць
732,dreißig::NUM,서름,трыццаць
733,vierzig::NUM,마흔,сорак
734,fünfzig::NUM,숸,пядзесят
735,sechzig::NUM,에순,шесдзесят
736,siebzig::NUM,일흔,семдзесят
737,achtzig::NUM,여든,восемдзесят
738,neunzig::NUM,아흔,дзевяноста
739,hundert::NUM,백,сто
740,tausend::NUM,천,тысяча
741,und::CNJ,와,і
742,und::CNJ,와,ды
743,oder::CNJ,아니면,або
744,stehen::V,서다,стаяць
745,sitzen::V,앉다,сядзець
746,liegen::V,눕다,ляжаць
747,hängen::V,달다,вісець
748,werden::V,되다,стаць
749,werden::V,되다,зрабіцца
750,passieren::V,지장옶다,трапіцца
751,beginnen::V,시작되다,пачацца
752,enden::V,큳내다,кончыцца
753,wechseln::V,병경하다,мяняцца
754,aufgehen[Sonne]::V,뜨다,узысці
755,untergehen[Sonne]::V,지다,зайсці
756,scheinen[Sonne]::V,빛나다,свяціць
757,donnern::V,천둥치다,грымець
758,wehen::V,풀다,дзьмуць
759,strömen::V,흐르다,ліцца
760,fließen::V,흐르다,цячы
761,sich drehen::V,돌다,круціцца
762,sich drehen::V,돌다,варочацца
763,schwanken::V,동요하다,хістацца
764,schwingen::V,흔들다,гайдацца
765,schwingen::V,흔들다,калыхацца
766,fallen::V,떨어지다,падаць
767,brennen::V,타다,гарэць
768,rauchen::V,김이나다,дымець
769,regnen::V,비가오다,дажджыць
770,gefrieren::V,얼다,замерзнуць
771,tauen::V,녹다,раставаць
772,schmelzen::V,녹다,плавіцца
773,trocknen::V,홈치다,сохнуць
774,sieden::V,끓다,кіпець
775,faulen::V,부패하다,гнісці
776,verfaulen::V,썩다,згнісці
777,reißen::V,지바찢다,ірвацца
778,versinken::V,가라앉다,тануць
779,vergehen::V,지나가다,праходзіць
780,erscheinen::V,나타나다,зʼявіцца
781,verschwinden::V,사라지다,знікнуць
782,sinken::V,가라앉다,спадаць
783,abnehmen::V,떼어내다,паменшыцца
784,zunehmen::V,증가하다,павялічвацца
785,steigen::V,상승하다,паднімацца
786,wachsen::V,생기하다,расці
787,glänzen::V,뛰오나다,блішчаць
788,funkeln::V,불티가잍어나다,бліскаць
789,lärmen::V,떠들다,шумець
790,läuten::V,울시다,званіць
791,klingeln::V,초닌총을울리다,званіць
792,klirren::V,탁탁울리다,бразгаць
793,brausen::V,쏴쏴소리내다,бушаваць
794,rauschen::V,솨솨,шастаць
795,klingen::V,반향하다,гучаць
796,bellen::V,짖다,брахаць
797,heulen::V,포효하다,выць
798,blasen::V,불다,дзьмухнуць
799,pfeifen::V,피리를불다,свістаць
800,schreien::V,절규하다,крычаць
801,stöhnen::V,신음하다,стагнаць
802,zittern::V,저뉼하다,дрыжаць
803,leben::V,살다,жыць
804,geboren werden::V,태어난,нарадзіцца
805,atmen::V,숨쉬다,дыхаць
806,trinken::V,마시다,піць
807,essen::V,먹다,есці
808,schlucken::V,들이켜다,глытаць
809,einschlafen::V,잠들다,заснуць
810,schlafen::V,자다,спаць
811,aufwachen::V,눈트다,рассыпацца
812,aufstehen::V,서다,устаць
813,sich erholen::V,회복하다,адпачываць
814,schmerzen::V,아프다,балець
815,husten::V,잔기침하다,кашляць
816,genesen::V,낫다,паправіцца
817,genesen::V,낫다,паздаравець
818,sterben::V,죽다,памерці
819,umkommen::V,못쓰게되다,загінуць
820,sich bewegen::V,움직이다,рухацца
821,sich rühren::V,움직이다,варушыцца
822,sich erheben::V,이러서다,устаць
823,sich setzen::V,앉히다,сесці
824,hinfallen::V,넘어지다,упасці
825,laufen::V,걷다,хадзіць
826,schreiten::V,보행하다,шагаць
