,Concept_ID,tr,ps
707,fest::A,sağlam,کلک
708,fest::A,sağlam,ټینګ
709,flach::A,düz,هوار
710,flach::A,yassı,هوار
711,glatt::A,düz,ښوی
712,hart::A,katı,کلک
713,weich::A,yumuşak,نرم
714,weich::A,yumuşak,پوست
715,rund::A,yuvarlak,ګرد
716,spitz::A,sivri,تېره
717,scharf::A,keskin,تېز
718,scharf::A,keskin,تېره
719,stumpf::A,kör,پڅ
720,schwer::A,ağır,دروند
721,schön::A,güzel,ښکلی
722,heiß::A,kızgın,تود
723,warm::A,sıcak,تود
724,kalt::A,soğuk,ېخ
725,kalt::A,soğuk,سوړ
726,kühl::A,serin,ېخ
727,kühl::A,serin,سوړ
728,frisch::A,taze,تازه
729,feucht::A,nemli,مرطوب
730,feucht::A,rutubetli,مرطوب
731,nass::A,yaş,لوند
732,nass::A,ıslak,لوند
733,trocken::A,kuru,وچ
734,voll::A,dolu,ډک
735,voll::A,dolmuş,ډک
736,leer::A,boş,خالی
737,offen::A,açık,خلاص
738,offen::A,açık,پرانیستی
739,geschlossen::A,kapalı,تړلی
740,sauber::A,pak,پاک
741,sauber::A,temiz,پاک
742,schmutzig::A,pis,چټل
743,schmutzig::A,kirli,چټل
744,roh::A,çiğ,خام
745,reif::A,olgun,پوخ
746,reif::A,olgun,رسېدلی
747,lecker::A,lezzetli,خوندور
748,lecker::A,lezzetli,مزه دار
749,süß::A,tatlı,خوږ
750,süß::A,tatlı,شیرین
751,süß::A,şekerli,خوږ
752,süß::A,şekerli,شیرین
753,bitter::A,acı,تریخ
754,sauer::A,ekşi,ټاک
755,sauer::A,ekşi,تريو
756,hell::A,aydınlık,روڼ
757,hell::A,aydınlık,روښان
758,dunkel::A,karanlık,تیاره
759,schwarz::A,kara,تور
760,schwarz::A,siyah,تور
761,weiß::A,ak,سپين
762,weiß::A,beyaz,سپين
763,rot::A,kırmızı,سور
764,gelb::A,sarı,زېړ
765,blau::A,mavi,شین
766,blau::A,mavi,اسماني رنګه
767,grün::A,yeşil,زرغون
768,grau::A,boz,خړ
769,bunt::A,renkli,رنګارنګ
770,billig::A,ucuz,ارزان
771,teuer::A,pahalı,ګران
772,wertvoll::A,değerli,قیمتي
773,blind::A,kör,ړوند
774,taub::A,sağır,کوڼ
775,kräftig::A,dinç,قوی
776,kräftig::A,kuvvetli,قوی
777,stark::A,güçlü,قوی
778,stark::A,güçlü,تکړه
779,stark::A,kuvvetli,قوی
780,stark::A,kuvvetli,تکړه
781,schwach::A,zayıf,ضعیف
782,schwach::A,zayıf,کمزوری
783,schwach::A,güçsüz,ضعیف
784,schwach::A,güçsüz,کمزوری
785,fett::A,şişman,چاغ
786,schlank::A,narin,خوش اندام
787,hübsch::A,güzel,ښکلی
788,hübsch::A,güzel,ښایسته
789,hübsch::A,sevimli,ښکلی
790,hübsch::A,sevimli,ښایسته
791,böse::A,kötü,شریر
792,böse::A,kötü,قهرناک
793,dumm::A,aptal,احمق
794,faul::A,tembel,لټ
