,Concept_ID,es,fa
129,Fluss::N,río,رود
130,Ufer::N,orilla,ساحل
131,Ufer::N,orilla,کرانه
132,Küste::N,costa,ساحل
133,Festland::N,tierra firme,خشکی
134,Meer::N,mar,دریا
135,Bucht::N,cala,خلیج
136,Bucht::N,bahía,خلیج
137,Insel::N,isla,جزیره
138,Blume::N,flor,گل
139,Gras::N,hierba,علف
140,Wurzel::N,raíz,ریشه
141,Baum::N,árbol,درخت
142,Stamm::N,tronco,تنه
143,Rinde::N,corteza,توژ
144,Rinde::N,corteza,پوست
145,Ast::N,rama,شاخه
146,Zweig::N,ramo,شاخه
147,Blatt::N,hoja,برگ
148,Birke::N,abedul,غان
149,Kiefer[Baum]::N,pino,کاج
150,Weide[Baum]::N,sauce,بید
151,Tanne::N,abeto,صنوبر
152,Horn::N,asta,شاخ
153,Horn::N,cuerno,شاخ
154,Feder::N,pluma,پر
155,Fell::N,piel,خز
156,Flügel::N,ala,پر
157,Flügel::N,ala,بال
158,Klaue::N,garra,چنگ
159,Klaue::N,garra,پنجه
160,Kralle::N,uña,پنجه
161,Kralle::N,garra,پنجه
162,Schwanz::N,cola,دم
163,Ei::N,huevo,تخم
164,Nest::N,nido,لانه
165,Bau::N,madriguera,بنا
166,Bau::N,madriguera,ساختمان
167,Tier::N,animal,هیوان
168,Herde::N,rebaño,رمه
169,Kuh::N,vaca,گاو
170,Bulle::N,toro,گاو نر
171,Pferd::N,caballo,اسب
172,Schaf::N,oveja,گوسفند
173,Schwein::N,cerdo,خوک
174,Hund::N,perro,سگ
175,Katze::N,gato,گربه
176,Bär::N,oso,خرس
177,Eichhörnchen::N,ardilla,سنجاب
178,Elch::N,alce,گوزن شمالی
179,Fuchs::N,zorro,روباه
180,Hase::N,liebre,خرگوش
181,Maus::N,ratón,موش
182,Wolf::N,lobo,گرگ
183,Vogel::N,ave,پرنده
184,Vogel::N,pájaro,پرنده
185,Schwarm::N,bandada,دسته
186,Huhn::N,gallina,مرغ
187,Hahn::N,gallo,خروس
188,Gans::N,oca,غاز
189,Gans::N,ganso,غاز
190,Adler::N,águila,عقاب
191,Ente::N,pato,اردک
192,Ente::N,pato,مرغابی
193,Eule::N,lechuza,جغد
194,Kranich::N,grulla,درنا
195,Krähe::N,corneja,زاغ
196,Krähe::N,corneja,کلاغ
197,Kuckuck::N,cuco,فاخته
198,Schwan::N,cisne,قو
199,Fisch::N,pez,ماهی
200,Barsch::N,perca,ماهی خاردار
201,Hecht::N,lucio,اردک ماهی
202,Schlange[Tier]::N,serpiente,مار
203,Wurm::N,gusano,کرم
204,Spinne::N,araña,عنکبوت
205,Ameise::N,hormiga,مورچه
206,Laus::N,piojo,شپش
207,Mücke::N,mosquito,پشه
208,Fliege::N,mosca,مگس
209,Schmetterling::N,mariposa,پروانه
210,Beere::N,baya,گیله
211,Apfel::N,manzana,سیب
212,Pilz::N,seta,قارچ
213,Pilz::N,hongo,قارچ
214,Zwiebel::N,cebolla,پیاز
215,Saat::N,siembra,بذر
216,Korn::N,grano,تخم
217,Korn::N,grano,دانه
218,Heu::N,heno,علف خشک
219,Schale::N,cáscara,پوست
220,Grube::N,foso,گودال
221,Falle::N,trampa,دام
222,Schlinge::N,lazo,حلقه
223,Spur::N,huella,رد
224,Asche::N,ceniza,خاکستر
225,Dreck::N,suciedad,کثافت
226,Eisen::N,hierro,آهن
227,Gold::N,oro,زر
228,Gold::N,oro,طلا
229,Silber::N,plata,نقره
230,Kohle::N,carbón,زغال
231,Glas::N,vidrio,شیشه
232,Glas::N,cristal,شیشه
233,Lehm::N,barro,گل
234,Sand::N,arena,شن
235,Sand::N,arena,ماسه
236,Mensch::N,hombre,آدم
237,Mensch::N,hombre,انسان
238,Mensch::N,ser humano,آدم
239,Mensch::N,ser humano,انسان
240,Mann::N,hombre,مرد
241,Frau::N,mujer,زن
242,Kind::N,niño,بچه
243,Kind::N,niño,کودک
244,Junge::N,chico,پسر
245,Junge::N,muchacho,پسر
246,Mädchen::N,chica,دختر
247,Mädchen::N,muchacha,دختر
248,Familie::N,familia,فامیل
249,Familie::N,familia,خانواده
250,Großvater::N,abuelo,پدربزرگ
251,Großmutter::N,abuela,مادر‌بزرگ
252,Eltern::N,padres,والدین
253,Eltern::N,padres,پدر‌و‌مادر
254,Vater::N,padre,پدر
255,Mutter::N,madre,مادر
256,Sohn::N,hijo,پسر
257,Tochter::N,hija,دختر
258,Bruder::N,hermano,برادر
259,Schwester::N,hermana,خواهر
260,Onkel::N,tío,عمو
261,Onkel::N,tío,دایی
262,Tante::N,tía,عمه
263,Tante::N,tía,خاله
264,Ehemann::N,esposo,همسر
265,Ehefrau::N,esposa,همسر
266,Freude::N,placer,شادی
267,Freude::N,alegría,شادی
268,Gelächter::N,risa,خنده
269,Gelächter::N,risa,قاه‌قاه
270,Gelächter::N,carcajada,خنده
271,Gelächter::N,carcajada,قاه‌قاه
272,Glück::N,felicidad,اقبال
273,Kummer::N,pena,غم
274,Kummer::N,pena,غصه
275,Wunsch::N,deseo,آرزو
276,Lust::N,ganas,هوس
277,Geist::N,mente,روح
278,Geist::N,espíritu,روح
279,Gedanke::N,idea,فکر
280,Gedanke::N,pensamiento,فکر
281,Gedächtnis::N,memoria,حافظه
282,Verstand::N,razón,هوش
283,Verstand::N,entendimiento,هوش
284,Sinn::N,sentido,معنا
285,Sinn::N,sentido,مفهوم
286,Sinn::N,significado,معنا
287,Sinn::N,significado,مفهوم
288,Grund::N,causa,سبب
289,Grund::N,causa,دلیل
290,Wahrheit::N,verdad,حقیقت
291,Gespräch::N,conversación,صحبت
292,Gespräch::N,conversación,گفتگو
293,Märchen::N,cuento,قصه
294,Märchen::N,cuento,افسانه
295,Erzählung::N,cuento,داستان
296,Erzählung::N,narración,داستان
297,Nachricht::N,mensaje,خبر
298,Neuigkeit::N,noticia,خبر تازه
299,Name::N,nombre,اسم
300,Rätsel::N,acertijo,معما
301,Rätsel::N,adivinanza,معما
302,Rede::N,discurso,سخن
303,Sprache::N,lengua,زبان
304,Stimme::N,voz,صدا
305,Wort::N,palabra,کلمه
306,Zeichen::N,señal,نشان
307,Zeichen::N,señal,علامت
308,Ruf::N,llamada,صدا
309,Lärm::N,ruido,هیاهو
310,Lärm::N,barullo,هیاهو
311,Laut::N,sonido,صدا
312,Ton::N,tono,آهنگ
313,Lied::N,canción,آواز
314,Lied::N,canción,ترانه
315,Ruhe::N,calma,آرامش
316,Ruhe::N,silencio,آرامش
317,Leute::N,gente,مردم
318,Volk::N,pueblo,خلق
319,Arbeit::N,trabajo,کار
320,Gast::N,huésped,مهمان
321,Gast::N,invitado,مهمان
322,Geschenk::N,regalo,هدیه
323,Spiel::N,juego,بازی
324,Gesellschaft::N,compañía,جمعیت
325,Hilfe::N,ayuda,کمک
326,Hilfe::N,socorro,کمک
327,Freund::N,amigo,دوست
328,Kamerad::N,camarada,رفیق
329,Kamerad::N,compañero,رفیق
330,Angelegenheit::N,asunto,امر
331,Angelegenheit::N,asunto,قضیه
332,Anzahl::N,cantidad,عده
333,Anzahl::N,cantidad,شمار
334,Art::N,tipo,نوع
335,Art::N,clase,نوع
336,Stück::N,pieza,تکه
337,Stück::N,pieza,قطعه
338,Teil::N,parte,بخش
339,Teil::N,parte,قسمت
340,Hälfte::N,mitad,نیم
341,Kreis::N,círculo,حلقه
342,Kreis::N,círculo,دایره
343,Kreuz::N,cruz,صلیب
344,Linie::N,línea,خط
345,Linie::N,línea,سطر
346,Strich::N,raya,خط
347,Strich::N,trazo,خط
348,Abstand::N,distancia,فاصله
349,Entfernung::N,distancia,مسافت
350,Gegend::N,región,منطقه
351,Gegend::N,comarca,منطقه
352,Platz::N,espacio,گنجایش
353,Ort::N,sitio,جا
354,Ort::N,sitio,محل
355,Ort::N,sitio,مکان
356,Seite::N,lado,طرف
357,Seite::N,costado,طرف
358,Mitte::N,medio,وسط
359,Mitte::N,medio,میان
360,Mitte::N,centro,وسط
361,Mitte::N,centro,میان
362,Gegenstand::N,objeto,چیز
363,Sache::N,cosa,چیز
364,Rand::N,borde,کنار
365,Rand::N,borde,حاشیه
366,Kante::N,borde,لبه
367,Ecke::N,esquina,گوشه
368,Spitze::N,punta,سر
369,Spitze::N,punta,نوک
370,Ende::N,cabo,ته
371,Ende::N,cabo,آخر
372,Ende::N,extremo,ته
373,Ende::N,extremo,آخر
374,Loch::N,agujero,سوراخ
375,Loch::N,abertura,سوراخ
376,Winkel::N,ángulo,کنج
377,Muster::N,dibujo,نقش
378,Größe::N,tamaño,قد
379,Größe::N,tamaño,بزرگی
380,Länge::N,longitud,طول
381,Höhe::N,altura,بلندی
382,Höhe::N,altitud,بلندی
383,Gewicht::N,peso,وزن
384,Menge::N,cantidad,مقدار
385,Menge::N,cantidad,اندازه
386,Haufen::N,montón,توده
387,Reihe::N,fila,ردیف
388,Boot::N,bote,قایق
389,Boot::N,barca,قایق
390,Ruder::N,remo,پارو
391,Schlitten::N,trineo,سورتمه
392,Ski::N,esquí,اسکی
393,Lagerfeuer::N,hoguera,آتش
394,Last::N,carga,بار
395,Last::N,carga,سنگینی
396,Gang::N,marcha,راه رفتن
397,Schritt::N,paso,قدم
398,Norden::N,norte,شمال
399,Süden::N,sur,جنوب
400,Westen::N,oeste,غرب
401,Osten::N,este,شرق
402,Holz::N,madera,چوب
403,Brett::N,tabla,تخته
404,Platte::N,placa,صفحه
405,Platte::N,plancha,صفحه
406,Stütze::N,sostén,تکیه
407,Stütze::N,soporte,تکیه
408,Stange::N,vara,میله
409,Stange::N,percha,میله
410,Stock::N,palo,چوب
411,Stock::N,bastón,چوب
412,Stab::N,vara,عصا
413,Stab::N,bastón,عصا
414,Rohr::N,tubo,لوله
415,Haus::N,casa,منزل
416,Heim::N,hogar,خانه
417,Heim::N,hogar,کاشانه
418,Ofen::N,estufa,بخاری
419,Fußboden::N,suelo,کف اتاق
420,Tisch::N,mesa,میز
421,Stuhl::N,silla,صندلی
422,Wiege::N,cuna,گهواره
423,Bett::N,cama,تختخواب
424,Regal::N,estantería,قفسه
425,Kiste::N,caja,صندوق
426,Fenster::N,ventana,پنجره
427,Tür::N,puerta,در
428,Tür::N,puerta,درب
429,Tor::N,puerta,دروازه
430,Zaun::N,valla,حصار
431,Zaun::N,cercado,حصار
432,Dach::N,techo,بام
433,Dach::N,tejado,بام
434,Leiter::N,escalera,نردبان
435,Besen::N,escoba,جارو
436,Spaten::N,pala,بیل
437,Schaufel::N,pala,بیل
438,Schaufel::N,pala,پارو
439,Schaufel::N,paleta,بیل
440,Schaufel::N,paleta,پارو
441,Gabel::N,tenedor,چنگال
442,Löffel::N,cuchara,قاشق
443,Messer::N,cuchillo,کارد
444,Nagel::N,clavo,میخ
445,Netz::N,red,تور
446,Netz::N,red,شبکه
447,Haken::N,gancho,قلاب
448,Haken::N,corchete,قلاب
449,Griff::N,asa,دسته
450,Griff::N,mango,دسته
451,Schloss::N,cerradura,قفل
452,Bild::N,imagen,عکس
453,Bild::N,imagen,تصویر
454,Figur::N,figura,تندیس
455,Puppe::N,muñeca,عروسک
456,Beutel::N,bolsa,کیسه
457,Bündel::N,haz,بسته
458,Tasche::N,bolso,کیف
459,Eimer::N,cubo,سطل
460,Deckel::N,tapa,در
461,Deckel::N,tapadera,در
462,Geschirr::N,vajilla,ظرف
463,Sack::N,saco,گونی
464,Tasse::N,taza,فنجان
465,Topf::N,olla,دیگ
466,Topf::N,olla,قابلمه
467,Topf::N,marmita,دیگ
468,Topf::N,marmita,قابلمه
469,Kessel::N,caldera,دیگ
470,Essen::N,comida,خوراک
471,Nahrung::N,alimento,غذا
472,Speise::N,plato,خوراک
473,Fleisch::N,carne,گوشت
474,Getreide::N,cereales,غله
475,Brei::N,puré,فرنی
476,Brei::N,puré,حریره
477,Brei::N,papilla,فرنی
478,Brei::N,papilla,حریره
479,Brot::N,pan,نان
480,Scheibe::N,lonja,قاچ
481,Scheibe::N,lonja,لزگه
482,Scheibe::N,rebanada,قاچ
483,Scheibe::N,rebanada,لزگه
484,Fett::N,grasa,چربی
485,Butter::N,mantequilla,کره
486,Öl::N,aceite,روغن
487,Salz::N,sal,نمک
488,Suppe::N,sopa,آش
489,Suppe::N,sopa,سوپ
490,Honig::N,miel,عسل
491,Milch::N,leche,شیر
492,Tee::N,té,چای
493,Leder::N,cuero,چرم
494,Wolle::N,lana,پشم
495,Stoff::N,tela,پارچه
496,Stoff::N,tejido,پارچه
497,Nadel::N,aguja,سوزن
498,Faden::N,hilo,نخ
499,Knopf::N,botón,دکمه
500,Knoten::N,nudo,گره
501,Farbe::N,pintura,رنگ
502,Kleidung::N,ropa,لباس
503,Kleidung::N,ropa,پوشاک
504,Kleidung::N,vestidos,لباس
505,Kleidung::N,vestidos,پوشاک
506,Hemd::N,camisa,پیراهن
507,Kragen::N,cuello,یقه
508,Ärmel::N,manga,آستین
509,Hose::N,pantalón,شلوار
510,Gürtel::N,cinturón,کمر‌بند
511,Mütze::N,gorro,کلاه
512,Schuh::N,zapato,کفش
513,Stiefel::N,bota,چکمه
514,Ring::N,anillo,حلقه
515,Ring::N,anillo,انگشتر
516,Band::N,cinta,نوار
517,Band::N,cinta,روبان
518,Kamm::N,peine,شانه
519,Spiegel::N,espejo,آینه
520,Riemen::N,correa,تسمه
521,Schnur::N,cuerda,ریسمان
522,Leine::N,correa,قلاده
523,Decke::N,manta,پتو
524,Kissen::N,almohada,بالش
525,Tuch::N,pañuelo,شال
526,Handtuch::N,toalla,حوله
527,Kraft::N,fuerza,نیرو
528,Stärke::N,fuerza,زور
529,Gesundheit::N,salud,سلامتی
530,Gesundheit::N,salud,تندرستی
531,Krankheit::N,enfermedad,بیماری
532,Schmerz::N,dolor,درد
533,Wunde::N,llaga,زخم
534,Wunde::N,herida,زخم
535,Fieber::N,fiebre,تب
536,Arznei::N,medicina,دارو
537,Arznei::N,medicamento,دارو
538,Brücke::N,puente,پل
539,Brunnen::N,pozo,چاه
540,Weide::N,pasto,چراگاه
541,Pfad::N,sendero,راه
542,Weg::N,camino,راه
543,Weg::N,camino,طریق
544,Straße::N,vía,راه
545,Straße::N,vía,جاده
546,Straße::N,carretera,راه
547,Straße::N,carretera,جاده
548,Dorf::N,aldea,ده
549,Dorf::N,aldea,روستا
550,Dorf::N,pueblo,ده
551,Dorf::N,pueblo,روستا
552,Stadt::N,ciudad,شهر
553,Brief::N,carta,نامه
554,Buch::N,libro,کتاب
555,Buchstabe::N,letra,حرف
556,Buchstabe::N,carácter,حرف
557,Zeitung::N,diario,روزنامه
558,Zeitung::N,periódico,روزنامه
559,Leben::N,vida,عمر
560,Leben::N,vida,زندگی
561,Tod::N,muerte,مرگ
562,Grab::N,tumba,گور
563,Grab::N,tumba,مزار
564,Grab::N,sepulcro,گور
565,Grab::N,sepulcro,مزار
566,Kirche::N,iglesia,کلیسا
567,Sünde::N,pecado,بزه
568,Sünde::N,pecado,گناه
569,Gott::N,dios,خدا
570,Arbeiter::N,obrero,کارگر
571,Arbeiter::N,trabajador,کارگر
572,Chef::N,jefe,رئیس
573,Meister::N,maestro,استاد
574,Arzt::N,médico,پزشک
575,Lehrer::N,profesor,معلم
576,Lehrer::N,profesor,آموزگار
577,Geld::N,dinero,پول
578,Geschäft::N,negocio,کار
579,Geschäft::N,negocio,بیزنس
580,Laden::N,tienda,دکان
581,Laden::N,tienda,مغازه
582,Preis::N,precio,بها
583,Preis::N,precio,قیمت
584,Ware::N,mercancía,جنس
585,Ware::N,mercancía,کالا
586,Nutzen::N,provecho,مزیت
587,Nutzen::N,provecho,امتیاز
588,Reichtum::N,riqueza,مال
589,Reichtum::N,riqueza,ثروت
590,Welt::N,mundo,دنیا
591,Land::N,país,کشور
592,Land::N,país,مملکت
593,Staat::N,Estado,دولت
594,König::N,rey,شاه
595,König::N,rey,پادشاه
596,Macht::N,poder,قدرت
597,Macht::N,poder,اختیار
598,Macht::N,potencia,قدرت
599,Macht::N,potencia,اختیار
600,Grenze::N,frontera,مرز
601,Krieg::N,guerra,جنگ
602,Feind::N,enemigo,دشمن
603,Gewalt::N,violencia,زور
604,Gewalt::N,violencia,خشونت
605,Kampf::N,lucha,نبرد
606,Kampf::N,lucha,مبارزه
607,Kampf::N,combate,نبرد
608,Kampf::N,combate,مبارزه
609,Bogen[Waffe]::N,arco,کمان
610,Pfeil::N,flecha,تیر
611,Gewehr::N,fusil,تفنگ
612,Gewehr::N,escopeta,تفنگ
613,Fehler::N,error,غلط
614,Fehler::N,error,اشتباه
615,Lüge::N,mentira,دروغ
616,Schaden::N,daño,آسیب
617,Schaden::N,daño,خسارت
618,Unglück::N,desgracia,بلا
619,Schuld::N,culpa,گناه
620,Schuld::N,culpa,تقصیر
621,Alter::N,edad,سن
622,Alter::N,edad,عمر
623,Schluss::N,fin,انتها
624,Schluss::N,final,انتها
625,Zeit::N,tiempo,وقت
626,Zeit::N,tiempo,زمان
627,Tag::N,día,روز
628,Morgen::N,mañana,صبح
629,Mittag::N,mediodía,ظهر
630,Abend::N,noche,شب
631,Abend::N,noche,عصر
632,Nacht::N,noche,شب
633,Woche::N,semana,هفته
634,Monat::N,mes,ماه
635,Jahr::N,año,سال
636,Frühling::N,primavera,بهار
637,Sommer::N,verano,تابستان
638,Herbst::N,otoño,پاییز
639,Winter::N,invierno,زمستان
640,Januar::N,enero,ژانویه
641,Februar::N,febrero,فوریه
642,März::N,marzo,مارس
643,April::N,abril,آوریل
644,Mai::N,mayo,مه
645,Juni::N,junio,ژوئن
646,Juli::N,julio,ژویه
647,August::N,agosto,اوت
648,September::N,septiembre,سپتامبر
649,Oktober::N,octubre,اکتبر
650,November::N,noviembre,نوامبر
651,Dezember::N,diciembre,دسامبر
652,Montag::N,lunes,دو‌شنبه
653,Dienstag::N,martes,سه‌شنبه
654,Mittwoch::N,miércoles,چهار‌شنبه
655,Donnerstag::N,jueves,پنج شنبه
656,Freitag::N,viernes,جمعه
657,Samstag::N,sábado,شنبه
658,Sonntag::N,domingo,یکشنبه
659,groß::A,grande,بزرگ
660,klein::A,pequeño,کوچک
661,lang::A,largo,بلند
662,kurz::A,corto,کوتاه
663,breit::A,ancho,پهن
664,schmal::A,estrecho,تنگ
665,schmal::A,estrecho,نازک
666,dicht::A,denso,چگال
667,dicht::A,denso,انبوه
668,dick[Gegenstand]::A,grueso,ضخیم
669,dünn::A,fino,نازک
670,dünn::A,delgado,نازک
671,fein::A,fino,ریز
672,fein::A,fino,باریک
673,fein::A,delicado,ریز
674,fein::A,delicado,باریک
675,fest::A,firme,محکم
676,fest::A,sólido,محکم
677,flach::A,plano,صاف
678,flach::A,plano,مسطح
679,glatt::A,liso,لیز
680,hart::A,duro,سفت
681,weich::A,muelle,نرم
682,weich::A,muelle,ملایم
683,rund::A,redondo,گرد
684,spitz::A,agudo,تیز
685,spitz::A,agudo,نوک‌تیز
686,spitz::A,apuntado,تیز
687,spitz::A,apuntado,نوک‌تیز
688,scharf::A,agudo,تیز
689,scharf::A,agudo,برنده
690,scharf::A,afilado,تیز
691,scharf::A,afilado,برنده
692,stumpf::A,sin filo,کند
693,schwer::A,pesado,سنگین
694,schön::A,bello,زیبا
695,schön::A,hermoso,زیبا
696,heiß::A,caluroso,داغ
697,warm::A,cálido,گرم
698,warm::A,caliente,گرم
699,kalt::A,frío,سرد
700,kühl::A,fresco,خنک
701,frisch::A,fresco,تازه
702,feucht::A,húmedo,مرطوب
703,nass::A,mojado,تر
704,nass::A,mojado,خیش
705,trocken::A,seco,خشک
706,voll::A,lleno,پر
707,leer::A,vacío,خالی
708,offen::A,abierto,باز
709,geschlossen::A,cerrado,بسته
710,sauber::A,limpio,پاک
711,sauber::A,limpio,تمیز
712,schmutzig::A,sucio,کثیف
713,schmutzig::A,sucio,آلوده
714,roh::A,crudo,خام
715,reif::A,maduro,رسیده
716,lecker::A,rico,لذیذ
717,lecker::A,rico,خوشمزه
718,lecker::A,sabroso,لذیذ
719,lecker::A,sabroso,خوشمزه
720,süß::A,dulce,شیرین
721,bitter::A,amargo,تلخ
722,sauer::A,agrio,ترش
723,hell::A,claro,روشن
724,dunkel::A,oscuro,تاریک
725,schwarz::A,negro,سیاه
726,weiß::A,blanco,سفید
727,rot::A,rojo,سرخ
728,rot::A,rojo,قرمز
729,gelb::A,amarillo,زرد
730,blau::A,azul,آبی
731,grün::A,verde,سبز
732,grau::A,gris,طوسی
733,grau::A,gris,خاکستری
734,bunt::A,multicolor,رنگارنگ
735,billig::A,barato,ارزان
736,teuer::A,caro,گران
737,wertvoll::A,valioso,قیمتی
738,wertvoll::A,valioso,گرانبها
739,wertvoll::A,precioso,قیمتی
740,wertvoll::A,precioso,گرانبها
741,blind::A,ciego,کور
742,blind::A,ciego,نابینا
743,taub::A,sordo,کر
744,taub::A,sordo,ناشنوا
745,kräftig::A,fuerte,قوی
746,stark::A,fuerte,قوی
747,stark::A,fuerte,نیرومند
748,stark::A,vigoroso,قوی
749,stark::A,vigoroso,نیرومند
750,schwach::A,débil,ضعیف
751,fett::A,obeso,چرب
752,schlank::A,esbelto,باریک‌اندام
753,hübsch::A,mono,قشنگ
754,hübsch::A,mono,خوشگل
755,hübsch::A,guapo,قشنگ
756,hübsch::A,guapo,خوشگل
757,böse::A,malo,بد
758,dumm::A,tonto,احمق
759,dumm::A,estúpido,احمق
760,faul::A,vago,لش
761,faul::A,vago,تنبل
762,faul::A,perezoso,لش
763,faul::A,perezoso,تنبل
764,fleißig::A,aplicado,زرنگ
765,fleißig::A,diligente,زرنگ
766,geizig::A,avaro,خسیس
767,klug::A,sensato,عاقل
768,klug::A,sensato,باهوش
769,klug::A,inteligente,عاقل
770,klug::A,inteligente,باهوش
771,geschickt::A,hábil,ماهر
772,lieb::A,querido,عزیز
773,lustig::A,alegre,شاد
774,lustig::A,alegre,خوشحال
775,sanft::A,suave,لطیف
776,hungrig::A,hambriento,گرسنه
777,krank::A,enfermo,مریض
778,krank::A,enfermo,بیمار
779,nackt::A,desnudo,لخت
780,nackt::A,desnudo,برهنه
781,traurig::A,triste,غمگین
782,lebendig::A,vivo,زنده
783,lebendig::A,viviente,زنده
784,gut::A,bueno,خوب
785,schlecht::A,malo,بد
786,richtig::A,justo,درست
787,richtig::A,correcto,درست
788,schlimm::A,malo,وخيم
789,schlimm::A,grave,وخيم
790,wahr::A,verídico,درست
791,wahr::A,verídico,حقیقی
792,wahr::A,verdadero,درست
793,wahr::A,verdadero,حقیقی
794,alt::A,viejo,کهنه
795,neu::A,nuevo,نو
796,ehemalig::A,antiguo,قبلی
797,alt[Lebewesen]::A,viejo,پیر
798,jung::A,joven,جوان
799,arm::A,pobre,فقیر
800,reich::A,rico,پولدار
801,reich::A,rico,ثروتمند
802,bekannt::A,conocido,آشنا
803,bekannt::A,conocido,معلوم
804,berühmt::A,famoso,مشهور
805,berühmt::A,célebre,مشهور
806,fremd::A,extraño,خارجی
807,fremd::A,extraño,بیگانه
808,verschieden::A,diverso,مختلف
809,verschieden::A,diverso,متفاوت
810,verschieden::A,distinto,مختلف
811,verschieden::A,distinto,متفاوت
812,verschieden::A,diferente,مختلف
813,verschieden::A,diferente,متفاوت
814,nah::A,cercano,نزدیک
815,fern::A,lejano,دور
816,linker::A,izquierdo,چپ
817,rechter::A,derecho,راست
818,anderer::A,otro,دیگر
819,erster::A,primero,اول
820,zweiter::A,segundo,دوم
