,Concept_ID,mrj,hi
137,Schatten::N,ӹмӹл,छाया
138,Schatten::N,ӹмӹл,परछाई
139,Wetter::N,игечӹ,ऋतु
140,Wetter::N,игечӹ,मौसम
141,Nebel::N,тӹтӹрӓ,धुँध
142,Nebel::N,тӹтӹрӓ,कुहरा
143,Wolke::N,пӹл,मेघ
144,Wolke::N,пӹл,अभ्र
145,Regen::N,юр,मेंह
146,Regen::N,юр,बारिश
147,Schnee::N,лым,हिम
148,Schnee::N,лым,बर्फ़
149,Eis::N,и,हिम
150,Eis::N,и,बर्फ़
151,Frost::N,ӱштӹ,ठंड
152,Kälte::N,ӱштӹ,सर्दी
153,Kälte::N,ӱштӹ,शीतलता
154,Hitze::N,шокшы,ताप
155,Hitze::N,шокшы,गरमी
156,Raureif::N,пöрш,पाला
157,Regenbogen::N,шанавӹл,इंद्र-धनुष
158,Donner::N,хӹдӹртӹш,गरज
159,Donner::N,хӹдӹртӹш,मेघ-गर्जन
160,Strömung::N,йогы,बहाव
161,Strömung::N,йогы,प्रवाह
162,Tropfen::N,капльы,बूँद
163,Tropfen::N,капльык,बूँद
164,Schaum::N,шонг,झाग
165,Schmutz::N,лявӹрӓ,गंद
166,Schmutz::N,лявӹрӓ,कीचड़
167,See::N,йӓр,झील
168,See::N,йӓр,सरोवर
169,Sumpf::N,лӱкӹ,दलदल
170,Sumpf::N,лӱкӹ,धँसान
171,Moor::N,куп,झाबर
172,Moor::N,куп,धँसान
173,Wiese::N,алык,घास-स्थल
174,Wald::N,шӹргӹ,जंगल
175,Hügel::N,пӱгӹрикӓ,टीला
176,Hügel::N,пӱгӹрикӓ,पहाड़
177,Anhöhe::N,кӱкшикӓ,टीला
178,Anhöhe::N,кӱкшикӓ,पहाड़ी
179,Berg::N,кырык,पहाड़
180,Gipfel::N,неркӓ,शिखर
181,Höhle::N,ы́раж,गुहा
182,Höhle::N,ы́раж,गुफ़ा
183,Abhang::N,полом,ढाल
184,Abhang::N,полом,ढलान
185,Quelle::N,вӹдсӹнзӓ,चश्मा
186,Bach::N,ӓнгӹр,सोता
187,Bach::N,ӓнгӹр,नदिका
188,Fluss::N,вӹд,नदी
189,Fluss::N,вӹд,सरिता
190,Ufer::N,сир,तट
191,Ufer::N,сир,किनारा
192,Küste::N,сир,समुद्र-तट
193,Festland::N,мӱлӓндӹ,महाद्वीप
194,Meer::N,тангыж,सागर
195,Meer::N,тангыж,समुद्र
196,Bucht::N,вӹдъял,खाड़ी
197,Insel::N,острок,टापू
198,Insel::N,острок,द्वीप
199,Blume::N,пеледӹш,फूल
200,Blume::N,пеледӹш,पुष्प
201,Gras::N,шуды,घास
202,Wurzel::N,важ,मूल
203,Baum::N,пушӓнгӹ,पेड़
204,Baum::N,пушӓнгӹ,वृक्ष
205,Stamm::N,пушӓнгӹ тӹнг,धड़
206,Rinde::N,каргыж,छाल
207,Rinde::N,каргыж,वल्कल
208,Ast::N,укш,डाल
209,Ast::N,укш,शाखा
210,Zweig::N,укш,टहनी
211,Blatt::N,листӹ,पत्र
212,Blatt::N,листӹ,पत्ता
213,Birke::N,куги,भूर्ज
214,Kiefer[Baum]::N,йӓктӹ,पाइन-वृक्ष
215,Weide[Baum]::N,уа,बेंत
216,Tanne::N,кож,फ़र
217,Horn::N,шур,सींग
218,Horn::N,шур,विषाण
219,Feder::N,пын,पर
220,Feder::N,пын,पंख
221,Fell::N,кавашты,खाल
222,Fell::N,кавашты,पशु-चर्म
223,Flügel::N,шылдыр,पंख
224,Flügel::N,шылдыр,डैना
225,Klaue::N,кӹч,पंजा
226,Kralle::N,лапа,पंजा
227,Kralle::N,лапа,नाख़ून
228,Schwanz::N,пач,पूँछ
229,Ei::N,мыны,अंडा
230,Nest::N,пӹжӓш,नीड़
231,Nest::N,пӹжӓш,घोंसला
232,Bau::N,ыраж,बिल
233,Bau::N,ыраж,माँद
234,Tier::N,во́льык,पशु
235,Tier::N,во́льык,जानवर
236,Herde::N,кӹтö,गल्ला
237,Kuh::N,ышкал,गौ
238,Kuh::N,ышкал,गाय
239,Bulle::N,ӱшкӱж,साँड़
240,Pferd::N,имни,अश्व
241,Pferd::N,имни,घोड़ा
242,Schaf::N,шарык,भेड़
243,Schwein::N,сасна,शूकर
244,Hund::N,пи,श्वान
245,Hund::N,пи,कुत्ता
246,Katze::N,коти,बिल्ली
247,Bär::N,мöскӓ,रीछ
248,Bär::N,мöскӓ,भालू
249,Eichhörnchen::N,ур,गिलहरी
250,Elch::N,шарды,एल्क
251,Fuchs::N,рӹвӹж,लोमड़ी
252,Hase::N,морен,खरहा
253,Hase::N,морен,ख़रगोश
254,Maus::N,каля,मूष
255,Maus::N,каля,चूहा
256,Wolf::N,пирӹ,वृक
257,Wolf::N,пирӹ,भेड़िया
258,Vogel::N,кек,पक्षी
259,Vogel::N,кек,चिड़िया
260,Schwarm::N,цуца,झुंड
261,Huhn::N,цӹвӹ,मुर्ग़ी
262,Hahn::N,ӓптӓн,मुर्ग़ा
263,Gans::N,комбы,हंस
264,Gans::N,комбы,हंसिनी
265,Adler::N,кучкыж,उक़ाब
266,Ente::N,лыды,बतख़
267,Ente::N,лыды,बत्तक
268,Eule::N,тымана,उल्लू
269,Kranich::N,тырня,सारस
270,Kranich::N,тырня,क्रौंंच
271,Kranich::N,тыртня,सारस
272,Kranich::N,тыртня,क्रौंंच
273,Krähe::N,лудыгарак,काक
274,Kuckuck::N,куку,कोयल
275,Kuckuck::N,куку,कोकिल
276,Schwan::N,йӱксӹ,हंस
277,Schwan::N,йӱксӹ,मराल
278,Fisch::N,кол,मछली
279,Fisch::N,кол,मत्स्य
280,Barsch::N,алангы,पर्च
281,Hecht::N,нуж,पाइक
282,Hecht::N,нужгол,पाइक
283,Schlange[Tier]::N,кӹшкы,सर्प
284,Wurm::N,шукш,कृमि
285,Wurm::N,шукш,कीड़ा
286,Spinne::N,ӓнгӹремшӹ,लूता
287,Spinne::N,ӓнгӹремшӹ,मकड़ी
288,Ameise::N,кыткы,चींटी
289,Laus::N,ти,जूँ
290,Mücke::N,кужнер,डाँस
291,Mücke::N,кужынер,डाँस
292,Fliege::N,шӹнгӓ,मक्खी
293,Fliege::N,шӹнгӓ,मक्षिका
294,Schmetterling::N,лӹпӹ,तितली
295,Beere::N,мöр,बेरी
296,Apfel::N,олма,सेब
297,Pilz::N,понгы,खुंबी
298,Zwiebel::N,охыра,प्याज़
299,Saat::N,нӱшмӹ,बीज
300,Saat::N,нӱшмӱ,बीज
301,Korn::N,пӹрцӹ,दाना
302,Heu::N,шуды,मूखी घास
303,Schale::N,аваха,बकला
304,Schale::N,аваха,छिलका
305,Schale::N,карлангы,बकला
306,Schale::N,карлангы,छिलका
307,Grube::N,йӓм,गड्ढा
308,Falle::N,лӱдӹ,जाल
309,Falle::N,лӱдӹ,फँदा
310,Falle::N,лӱдӹш,जाल
311,Falle::N,лӱдӹш,फँदा
312,Schlinge::N,онгы,फँदा
313,Spur::N,кишӓ,सुराग़
314,Spur::N,кишӓ,पद-चिह्न
315,Asche::N,ломых,राख
316,Asche::N,ломпыж,राख
317,Dreck::N,лявӹрӓ,मैल
318,Dreck::N,лявӹрӓ,गंदगी
319,Eisen::N,кӹртни,लोहा
320,Gold::N,шöртни,सोना
321,Gold::N,шöртни,स्वर्ण
322,Gold::N,шöртньӹ,सोना
323,Gold::N,шöртньӹ,स्वर्ण
324,Silber::N,ши,रजत
325,Silber::N,ши,चाँदी
326,Kohle::N,шӱ,कोयला
327,Glas::N,охоница,काँच
328,Lehm::N,шун,चिकनी मिट्टी
329,Sand::N,ошма,रेत
330,Sand::N,ошма,बालू
331,Mensch::N,эдем,मानव
332,Mensch::N,эдем,इनसान
333,Mensch::N,эдем,मनुष्य
334,Mann::N,пӱэргӹ,आदमी
335,Mann::N,пӱэргӹ,पुरुष
336,Frau::N,ӹдӹрӓмӓш,औरत
337,Frau::N,ӹдӹрӓмӓш,महिला
338,Frau::N,ӹдӹрӓмӓш,स्त्री
339,Kind::N,ӓзӓ,बाल
340,Kind::N,ӓзӓ,बच्चा
341,Kind::N,шачшы,बाल
342,Kind::N,шачшы,बच्चा
343,Junge::N,рвезӹ,लड़का
344,Junge::N,ӹрвезӹ,लड़का
345,Mädchen::N,ӹдӹрӓш,लड़की
346,Mädchen::N,ӹдӹрӓш,कुमारी
347,Familie::N,йиш,परिवार
348,Familie::N,семня,परिवार
349,Großvater::N,тьоти,दादा
350,Großmutter::N,папа,नानी
351,Eltern::N,ӓтя-ӓвӓ,माँ-बाप
352,Eltern::N,ӓтя-ӓвӓ,माता-पिता
353,Vater::N,ӓтя,बाप
354,Vater::N,ӓтя,पिता
355,Mutter::N,ӓвӓ,माँ
356,Mutter::N,ӓвӓ,माता
357,Sohn::N,эргӹ,बेटा
358,Sohn::N,эргӹ,पुत्र
359,Tochter::N,ӹдӹр,बेटी
360,Tochter::N,ӹдӹр,पुत्री
361,Bruder::N,ӹза,भाई
362,Bruder::N,ӹза,भ्राता
363,Schwester::N,ӓкӓ,बहन
364,Schwester::N,ӓкӓ,भगिनी
365,Onkel::N,кугуза,ताऊ
366,Onkel::N,кугуза,काका
367,Tante::N,куака,बूआ
368,Tante::N,куака,फूफी
369,Tante::N,куака,ख़ाला
370,Ehemann::N,мары,पति
371,Ehemann::N,мары,शौहर
372,Ehefrau::N,вӓтӹ,बीवी
373,Freude::N,ӹвӹртӹмӓш,आनंद
374,Freude::N,ӹвӹртӹмӓш,प्रसन्नता
375,Gelächter::N,ваштылмаш,हँसी
376,Gelächter::N,ваштылмаш,क़हक़हा
377,Glück::N,пиӓл,आनंद
378,Glück::N,пиӓл,ख़ुशी
379,Kummer::N,ясы,शोक
380,Kummer::N,ясы,दुःख
381,Wunsch::N,охата,इच्छा
382,Wunsch::N,охата,अभिलाषा
383,Wunsch::N,шанымаш,इच्छा
384,Wunsch::N,шанымаш,अभिलाषा
385,Lust::N,шӓр,चाह
386,Lust::N,шӓр,कामना
387,Lust::N,охата,चाह
388,Lust::N,охата,कामना
389,Lust::N,шанымаш,चाह
390,Lust::N,шанымаш,कामना
391,Geist::N,тух,जान
392,Geist::N,тух,प्राण
393,Gedanke::N,шанымаш,विचार
394,Gedächtnis::N,ӓш,याददाश्त
395,Gedächtnis::N,ӓш,स्मरण-शक्ति
396,Verstand::N,ыш,समझ
397,Verstand::N,ыш,अक़्ल
398,Verstand::N,ыш,बुद्धि
399,Sinn::N,кын,अर्थ
400,Grund::N,вир,वजह
401,Grund::N,вир,कारण
402,Wahrheit::N,тöр,सत्य
403,Wahrheit::N,тöр,सच्चाई
404,Gespräch::N,хытырымаш,चर्चा
405,Gespräch::N,хытырымаш,वार्ता
406,Gespräch::N,хытырымаш,बात-चीत
407,Märchen::N,ямак,क़िस्सा
408,Erzählung::N,шайыштмаш,कथा
409,Erzählung::N,шайыштмаш,कहानी
410,Nachricht::N,увертӓрӹмӓш,सूचना
411,Nachricht::N,увертӓрӹмӓш,समाचार
412,Neuigkeit::N,увер,ख़बर
413,Neuigkeit::N,увер,समाचार
414,Name::N,лӹм,नाम
415,Rätsel::N,тышты,पहेली
416,Rede::N,шая,वचन
417,Rede::N,шая,भाषण
418,Rede::N,шамак,वचन
419,Rede::N,шамак,भाषण
420,Sprache::N,йӹлмӹ,भाषा
421,Sprache::N,йӹлмӹ,ज़बान
422,Stimme::N,юк,स्वर
423,Stimme::N,юк,आवाज़
424,Wort::N,шамак,शब्द
425,Wort::N,шамак,लफ़्ज़
426,Zeichen::N,палӹ,निशान
427,Ruf::N,сӹгӹрӹмӓш,पुकार
428,Ruf::N,сӹгӹрӹмӓш,आह्वान
429,Lärm::N,юкланымащ,शोर
430,Lärm::N,юкланымащ,हुल्लड़
431,Laut::N,юк,स्वर
432,Laut::N,юк,ध्वनि
433,Ton::N,юк,सुर
434,Ton::N,юк,स्वर
435,Lied::N,мыры,गीत
436,Ruhe::N,тыр,आराम
437,Ruhe::N,тыр,ख़ामोशी
438,Leute::N,эдемвлӓ,लोग
439,Volk::N,халык,क़ौम
440,Volk::N,халык,प्रजा
441,Arbeit::N,пӓшӓ,काम
442,Gast::N,хына,अतिथि
443,Gast::N,хына,मेहमान
444,Geschenk::N,подарка,उपहार
445,Geschenk::N,подарка,तोहफ़ा
446,Spiel::N,мадыш,खेल
447,Spiel::N,мадыш,क्रीड़ा
448,Gesellschaft::N,йӓл,साथ
449,Gesellschaft::N,йӓлвлӓ,साथ
450,Hilfe::N,палшык,मदद
451,Hilfe::N,палшык,सहायता
452,Freund::N,тӓнг,मित्र
453,Kamerad::N,тос,साथी
454,Kamerad::N,тос,कामरेड
455,Angelegenheit::N,дела,बात
456,Angelegenheit::N,дела,मामला
457,Angelegenheit::N,йела,बात
458,Angelegenheit::N,йела,मामला
459,Angelegenheit::N,йыла,बात
460,Angelegenheit::N,йыла,मामला
461,Angelegenheit::N,пӓшӓ,बात
462,Angelegenheit::N,пӓшӓ,मामला
463,Anzahl::N,шот,तादाद
464,Anzahl::N,шот,संख्या
465,Art::N,цӹре,तरह
466,Art::N,цӹре,क़िस्म
467,Stück::N,лаштык,फाँक
468,Stück::N,лаштык,टुकड़ा
469,Teil::N,пай,भाग
470,Teil::N,пай,हिस्सा
471,Teil::N,часть,भाग
472,Teil::N,часть,हिस्सा
473,Hälfte::N,пел,अर्धभाग
474,Kreis::N,тӹртӹш,चक्कर
475,Kreuz::N,крестӹ,सलीब
476,Kreuz::N,крестӹ,क्रूस
477,Abstand::N,ло,अंतर
478,Abstand::N,ло,फ़ासला
479,Entfernung::N,ло,दूरी
480,Entfernung::N,ло,फ़ासला
481,Gegend::N,вӓр,इलाक़ा
482,Platz::N,вӓр,जगह
483,Platz::N,вӓр,स्थान
484,Ort::N,вӓр,स्थल
485,Ort::N,вӓр,स्थान
486,Seite::N,öрдӹж,ओर
487,Seite::N,öрдӹж,तरफ़
488,Mitte::N,ло,बीच
489,Mitte::N,ло,मध्य
490,Gegenstand::N,хӓдӹр,चीज़
491,Gegenstand::N,хӓдӹр,पदार्थ
492,Sache::N,хӓдӹр,चीज़
493,Sache::N,хӓдӹр,वस्तु
494,Rand::N,шöр,छोर
495,Rand::N,шöр,उपांत
496,Kante::N,шöр,कोर
497,Kante::N,шöр,किनारा
498,Ecke::N,лык,कोना
499,Ecke::N,лык,नुक्कड़
500,Spitze::N,вуй,नोक
501,Ende::N,вуй,छोर
502,Ende::N,вуй,सिरा
503,Ende::N,мычаш,छोर
504,Ende::N,мычаш,सिरा
505,Loch::N,ыраж,छेद
506,Loch::N,ыраж,सूराख़
507,Winkel::N,лык,कोण
508,Winkel::N,лык,कोना
509,Muster::N,тӹрлец,नमूना
510,Muster::N,тӹрлец,डिज़ाइन
511,Größe::N,кӱкшӹц,परिमाण
512,Größe::N,кӱкшӹц,विस्तार
513,Länge::N,кыт,लंबाई
514,Höhe::N,кӱкшӹц,ऊँचाई
515,Höhe::N,кӱкшӹц,उच्चता
516,Gewicht::N,нелӹц,भार
517,Gewicht::N,нелӹц,वज़न
518,Menge::N,шот,मात्रा
519,Haufen::N,ара,ढेर
520,Haufen::N,ара,अंबार
521,Reihe::N,ряд,क़तार
522,Reihe::N,ряд,पंक्ति
523,Boot::N,пыш,नाव
524,Boot::N,пыш,नौका
525,Ruder::N,вешлӓ,चप्पू
526,Schlitten::N,тир,बर्फ़-गाड़ी
527,Ski::N,ечӹ,स्की
528,Lagerfeuer::N,тыл,अलाव
529,Lagerfeuer::N,тыл,कैंप-फ़ायर
530,Last::N,нелӹц,भार
531,Gang::N,ход,चाल
532,Schritt::N,ашкыл,डग
533,Schritt::N,ашкыл,क़दम
534,Norden::N,йыдпелвел,उत्तर
535,Süden::N,кечӹвӓлвел,दक्खिन
536,Westen::N,кечӹ шӹцмӹ,पश्चिम
537,Osten::N,ирвел,पूरब
538,Osten::N,кечӹ лӱлтмӹ,पूरब
539,Holz::N,пушӓнгӹ,काठ
540,Holz::N,пушӓнгӹ,काष्ठ
541,Brett::N,ханга,पटरा
542,Brett::N,ханга,तख़्ता
543,Platte::N,плитӓ,फलक
544,Platte::N,плитӓ,तख़्ता
545,Stütze::N,цӓрӓк,टेक
546,Stütze::N,цӓрӓк,थूनी
547,Stange::N,равы,छड़
548,Stange::N,равы,बाँस
549,Stange::N,намаш,छड़
550,Stange::N,намаш,बाँस
551,Stock::N,панды,लाठी
552,Stab::N,равы,लग्गा
553,Rohr::N,пыч,नल
554,Haus::N,пöрт,घर
555,Haus::N,пöрт,मकान
556,Heim::N,пöрт,घर
557,Heim::N,пöрт,गृह
558,Ofen::N,камака,चूल्हा
559,Fußboden::N,седӹрӓ,फ़र्श
560,Tisch::N,стöл,मेज़
561,Stuhl::N,пöкен,कुरसी
562,Wiege::N,шипкӓ,पालना
563,Wiege::N,шипкӓ,हिंडोला
564,Bett::N,койка,खाट
565,Bett::N,койка,पलंग
566,Bett::N,кравать,खाट
567,Bett::N,кравать,पलंग
568,Regal::N,полицӓ,शेल्फ़
569,Kiste::N,шӱ́ндӹк,पेटी
570,Kiste::N,шӱ́ндӹк,डिब्बा
571,Fenster::N,окня,खिड़की
572,Tür::N,амаса,द्वार
573,Tür::N,амаса,दरवाज़ा
574,Tor::N,хапка,फाटक
575,Zaun::N,забор,बाड़ा
576,Dach::N,левӓш,छत
577,Dach::N,левӓш,छप्पर
578,Leiter::N,ташкалтыш,सीढ़ी
579,Besen::N,сало,झाड़ू
580,Besen::N,сало,बुहारी
581,Besen::N,салко,झाड़ू
582,Besen::N,салко,बुहारी
583,Spaten::N,кольмы,कुदाल
584,Schaufel::N,лоток,बेलचा
585,Schaufel::N,лоток,फावड़ा
586,Gabel::N,ви́лка,काँटा
587,Löffel::N,савала,चम्मच
588,Messer::N,кӹзӹ,छुरा
589,Messer::N,кӹзӹ,चाक़ू
590,Nagel::N,пыда,कील
591,Nagel::N,пыда,मेख़
592,Netz::N,вӓпш,जाल
593,Haken::N,крӱк,अंकुश
594,Haken::N,кагак,अंकुश
595,Griff::N,кычем,मूठ
596,Griff::N,кычем,हत्था
597,Schloss::N,замок,ताला
598,Schloss::N,сыравач,ताला
599,Bild::N,картин,चित्र
600,Figur::N,кӓн,मूर्ति
601,Puppe::N,поханя,पुतली
602,Puppe::N,поханя,गुड़िया
603,Beutel::N,мешӓк,झोला
604,Bündel::N,топ,पुलिंदा
605,Bündel::N,пидӹш,पुलिंदा
606,Bündel::N,кӹлдӹш,पुलिंदा
607,Tasche::N,сумкы,बेग
608,Tasche::N,сумкы,बस्ता
609,Eimer::N,ведӹрӓ,बाल्टी
610,Deckel::N,комдыш,ढक्कन
611,Geschirr::N,ӓтӹ,बरतन-भाँड़े
612,Sack::N,мешӓк,बोरा
613,Tasse::N,цӓшкӓ,प्याला
614,Topf::N,ми́ска,देग़चा
615,Kessel::N,пад,देग़
616,Kessel::N,пад,बटलोई
617,Essen::N,качкыш,खाना
618,Essen::N,качкыш-йӱш,खाना
619,Nahrung::N,качкыш,भोजन
620,Nahrung::N,качкыш-йӱш,भोजन
621,Speise::N,няня,खाना
622,Speise::N,няня,व्यंजन
623,Fleisch::N,пай,मांस
624,Fleisch::N,пай,गोश्त
625,Getreide::N,киндӹ,अनाज
626,Brei::N,шӹрӓш,भरता
627,Brei::N,шӹрӓш,दलिया
628,Brot::N,сыкыр,रोटी
629,Scheibe::N,ламыт,कतला
630,Scheibe::N,лаштык,कतला
631,Fett::N,кая,वसा
632,Fett::N,кая,चरबी
633,Butter::N,ӱ,मक्खन
634,Öl::N,ӱ,तेल
635,Salz::N,санзал,नमक
636,Suppe::N,лем,सूप
637,Suppe::N,лем,शोरबा
638,Honig::N,мӱ,शहद
639,Milch::N,шӹшер,दूध
640,Tee::N,чӓй,चाय
641,Leder::N,шарга,चमड़ा
642,Leder::N,кавашты,चमड़ा
643,Wolle::N,миж,ऊन
644,Stoff::N,матер,कपड़ा
645,Stoff::N,матери,कपड़ा
646,Nadel::N,им,सूई
647,Faden::N,шӹртӹ,डोरा
648,Knopf::N,полдыш,बटन
649,Knopf::N,полдыш,घुंडी
650,Knoten::N,пӱкшем,गाँठ
651,Knoten::N,пӱкшем,गुत्थी
652,Farbe::N,чиӓ,रंग
653,Farbe::N,чиӓ,वर्ण
654,Farbe::N,крӓскӓ,रंग
655,Farbe::N,крӓскӓ,वर्ण
656,Kleidung::N,выргем,पहनावा
657,Hemd::N,тыгыр,कुरता
658,Hemd::N,тыгыр,क़मीज़
659,Kragen::N,шӱ,गरदनी
660,Kragen::N,шӱ,गरेबान
661,Ärmel::N,шокш,आस्तीन
662,Hose::N,ялаш,पैंट
663,Hose::N,ялаш,पतलून
664,Gürtel::N,ӹштӹ,पेटी
665,Gürtel::N,ӹштӹ,मेखला
666,Mütze::N,упш,टोपी
667,Schuh::N,ту́фльы,जूता
668,Stiefel::N,кем,बूट
669,Ring::N,шӓргӓш,अँगूठी
670,Band::N,лемтӓ,पट्टी
671,Kamm::N,шерге,कंघी
672,Spiegel::N,тӹгӹр,आईना
673,Spiegel::N,тӹгӹр,दर्पण
674,Riemen::N,прӓжӓ,तसमा
675,Riemen::N,прӓжӓ,पट्टा
676,Schnur::N,кӓндӹра,डोरी
677,Schnur::N,кӓндӹра,सुतली
678,Leine::N,керем,रस्सी
679,Decke::N,одеял,रज़ाई
680,Kissen::N,кӹпцӹк,तकिया
681,Kissen::N,кӹпцӹк,गाद्दा
682,Tuch::N,савыц,रूमाल
683,Tuch::N,савыц,वस्त्र
684,Handtuch::N,шӹргӹсавыц,अँगोछा
685,Handtuch::N,шӹргӹмсавыц,अँगोछा
686,Kraft::N,ви,ज़ोर
687,Kraft::N,ви,शक्ति
688,Stärke::N,ви,बल
689,Stärke::N,ви,ताक़त
690,Gesundheit::N,шу,स्वास्थ्य
691,Gesundheit::N,шу,तंदुरुस्ती
692,Gesundheit::N,шулык,स्वास्थ्य
693,Gesundheit::N,шулык,तंदुरुस्ती
694,Krankheit::N,мыж,रोग
695,Krankheit::N,мыж,बीमारी
696,Schmerz::N,карштыш,दर्द
697,Schmerz::N,карштыш,पीड़ा
698,Wunde::N,шушыр,घाव
699,Wunde::N,шушыр,ज़ख़्म
700,Fieber::N,ӱштӹмыж,ज्वर
701,Fieber::N,ӱштӹмыж,बुख़ार
702,Arznei::N,лекӓрцӹ,दवा
703,Arznei::N,лекӓрцӹ,औषाधि
704,Brücke::N,кӹвер,पुल
