,Concept_ID,sl,cs
396,Wiege::N,zíbel,kolébka
397,Bett::N,póstelja,postel
398,Regal::N,políca,regál
399,Regal::N,políca,police
400,Kiste::N,zabòj,bedna
401,Fenster::N,ôkno,okno
402,Tür::N,vráta,dveře
403,Tor::N,velíka vráta,vrata
404,Zaun::N,ográja,plot
405,Dach::N,stréha,střecha
406,Leiter::N,léstev,žebřík
407,Besen::N,mêtla,koště
408,Besen::N,mêtla,smeták
409,Spaten::N,lopáta,rýč
410,Schaufel::N,lopáta,lopata
411,Gabel::N,vílice,vidlička
412,Löffel::N,žlíca,lžíce
413,Messer::N,nòž,nůž
414,Nagel::N,žebèlj,hřebík
415,Netz::N,mréža,síť
416,Haken::N,kljúka,hák
417,Griff::N,ročáj,držadlo
418,Griff::N,oprijèm,držadlo
419,Schloss::N,ključávnica,zámek
420,Bild::N,slíka,obraz
421,Figur::N,figúra,figura
422,Figur::N,postáva,figura
423,Puppe::N,lútka,panenka
424,Beutel::N,môšnja,pytlík
425,Bündel::N,cúla,svazek
426,Bündel::N,svéženj,svazek
427,Tasche::N,tórba,taška
428,Tasche::N,tórba,brašna
429,Tasche::N,tobôlec,taška
430,Tasche::N,tobôlec,brašna
431,Eimer::N,vêdro,kýbl
432,Eimer::N,vêdro,vědro
433,Deckel::N,pokròv,víko
434,Deckel::N,pokròv,příklop
435,Deckel::N,poklópec,víko
436,Deckel::N,poklópec,příklop
437,Geschirr::N,posóda,nádobí
438,Sack::N,vréča,pytel
439,Tasse::N,skodélica,šálek
440,Topf::N,lônec,hrnec
441,Kessel::N,kôtel,kotel
442,Essen::N,hrána,jídlo
443,Nahrung::N,živílo,strava
444,Nahrung::N,živílo,potrava
445,Speise::N,jéd,jídlo
446,Fleisch::N,mesó,maso
447,Getreide::N,žíto,obilí
448,Brei::N,káša,kaše
449,Brot::N,krùh,chléb
450,Scheibe::N,réženj,krajíc
451,Fett::N,mást,tuk
452,Fett::N,mást,omastek
453,Fett::N,maščôba,tuk
454,Fett::N,maščôba,omastek
455,Butter::N,máslo,máslo
456,Öl::N,ólje,olej
457,Salz::N,sól,sůl
458,Suppe::N,júha,polévka
459,Honig::N,méd,med
460,Milch::N,mléko,mléko
461,Tee::N,čáj,čaj
462,Leder::N,úsnje,kůže
463,Wolle::N,vólna,vlna
464,Stoff::N,blagó,látka
465,Nadel::N,ígla,jehla
466,Faden::N,nít,nit
467,Knopf::N,gúmb,knoflík
468,Knoten::N,vôzel,uzel
469,Farbe::N,bárva,barva
470,Kleidung::N,obléka,šaty
471,Kleidung::N,obléka,šatstvo
472,Hemd::N,srájca,košile
473,Kragen::N,ovrátnik,límec
474,Ärmel::N,rokáv,rukáv
475,Hose::N,hláče,kalhoty
476,Gürtel::N,pás,pás
477,Gürtel::N,pás,opasek
478,Mütze::N,kápa,čepice
479,Mütze::N,čépica,čepice
480,Schuh::N,čévelj,bota
481,Stiefel::N,škórenj,holínka
482,Ring::N,pŕstan,prsten
483,Band::N,trák,pásek
484,Kamm::N,glavník,hřeben
485,Spiegel::N,zrcálo,zrcadlo
486,Spiegel::N,ogledálo,zrcadlo
487,Riemen::N,jêrmen,řemen
488,Schnur::N,vŕvca,šňůra
489,Leine::N,konôpec,vodítko
490,Decke::N,odéja,pokrývka
491,Decke::N,odéja,přikrývka
492,Kissen::N,blazína,polštář
493,Tuch::N,pŕt,šátek
494,Tuch::N,rúta,šátek
495,Handtuch::N,brisáča,ručník
496,Kraft::N,síla,síla
497,Stärke::N,jákost,síla
498,Gesundheit::N,zdrávje,zdraví
499,Krankheit::N,bolézen,nemoc
500,Krankheit::N,bolézen,choroba
501,Schmerz::N,ból,bolest
502,Schmerz::N,bolečína,bolest
503,Wunde::N,rána,rána
504,Fieber::N,vročína,horečka
505,Arznei::N,lék,lék
506,Arznei::N,zdravílo,lék
507,Brücke::N,móst,most
508,Brunnen::N,vodnják,studna
509,Weide::N,páša,pastva
510,Weide::N,páša,pastvina
511,Pfad::N,stezà,pěšina
512,Weg::N,pót,cesta
513,Straße::N,césta,silnice
514,Dorf::N,vás,vesnice
515,Stadt::N,mésto,město
516,Brief::N,písmo,dopis
517,Buch::N,knjíga,kniha
518,Buchstabe::N,čŕka,písmeno
519,Zeitung::N,čásnik,noviny
520,Leben::N,življênje,život
521,Tod::N,smŕt,smrt
522,Grab::N,gròb,hrob
523,Kirche::N,cérkev,kostel
524,Sünde::N,gréh,hřích
525,Gott::N,bóg,bůh
526,Arbeiter::N,délavec,dělník
527,Arbeiter::N,délavec,pracovník
528,Chef::N,šéf,šéf
529,Chef::N,šéf,vedoucí
530,Meister::N,mójster,mistr
531,Arzt::N,zdravník,lékař
532,Lehrer::N,učítelj,učitel
533,Geld::N,denár,peníze
534,Geschäft::N,kupčíja,obchod
535,Laden::N,trgovína,krám
536,Preis::N,céna,cena
537,Ware::N,róba,zboží
538,Nutzen::N,príd,užitek
539,Reichtum::N,bogástvo,bohatství
540,Welt::N,svét,svět
541,Land::N,dežêla,země
542,Staat::N,držáva,stát
543,König::N,králj,král
544,Macht::N,oblást,moc
545,Macht::N,oblást,mocnost
546,Grenze::N,mêja,hranice
547,Krieg::N,vôjna,válka
548,Feind::N,sovrážnik,nepřítel
549,Gewalt::N,nasílje,násilí
550,Kampf::N,bòj,boj
551,Kampf::N,bórba,boj
552,Bogen[Waffe]::N,lók,luk
553,Pfeil::N,puščíca,šíp
554,Gewehr::N,púška,puška
555,Gewehr::N,púška,ručnice
556,Fehler::N,zmóta,chyba
557,Lüge::N,láž,lež
558,Schaden::N,okvára,škoda
559,Unglück::N,nesréča,neštěstí
560,Schuld::N,krívda,vina
561,Alter::N,dôba,věk
562,Schluss::N,kônec,konec
563,Zeit::N,čàs,čas
564,Tag::N,dán,den
565,Morgen::N,jútro,ráno
566,Morgen::N,jútro,jitro
567,Mittag::N,póldan,poledne
568,Abend::N,večér,večer
569,Nacht::N,nóč,noc
570,Woche::N,téden,týden
571,Monat::N,mésec,měsíc
572,Jahr::N,léto,rok
573,Frühling::N,pomlád,jaro
574,Sommer::N,polétje,léto
575,Herbst::N,jesén,podzim
576,Winter::N,zíma,zima
577,Januar::N,jánuar,leden
578,Februar::N,fébruar,únor
579,März::N,márec,březen
580,April::N,apríl,duben
581,Mai::N,máj,květen
582,Juni::N,júnij,červen
583,Juli::N,júlij,červenec
584,August::N,avgúst,srpen
585,September::N,septêmber,září
586,Oktober::N,október,říjen
587,November::N,novêmber,listopad
588,Dezember::N,decémber,prosinec
589,Montag::N,ponedéljek,pondělí
590,Montag::N,ponedéljek,pondělek
591,Dienstag::N,tôrek,úterý
592,Mittwoch::N,sréda,středa
593,Donnerstag::N,četŕtek,čtvrtek
594,Freitag::N,pétek,pátek
595,Samstag::N,sobóta,sobota
596,Sonntag::N,nedélja,neděle
597,groß::A,vêlik,velký
598,klein::A,májhen,malý
599,lang::A,dólg,dlouhý
600,kurz::A,krátek,krátký
601,breit::A,širòk,široký
602,schmal::A,ózek,úzký
603,dicht::A,góst,hustý
604,dick[Gegenstand]::A,dêbel,tlustý
605,dünn::A,tánek,tenký
606,fein::A,drôben,jemný
607,fest::A,tŕden,pevný
608,flach::A,plán,plochý
609,flach::A,plán,placatý
610,flach::A,plòsk,plochý
611,flach::A,plòsk,placatý
612,glatt::A,gládek,hladký
613,hart::A,tŕd,tvrdý
614,weich::A,mehák,měkký
615,rund::A,okrógel,kulatý
616,rund::A,okrógel,okrouhlý
617,spitz::A,šílast,špičatý
618,scharf::A,óster,ostrý
619,stumpf::A,tóp,tupý
620,stumpf::A,skŕhan,tupý
621,schwer::A,têžek,těžký
622,schön::A,lép,pěkný
623,schön::A,lép,krásný
624,schön::A,krásen,pěkný
625,schön::A,krásen,krásný
626,heiß::A,vròč,horký
627,warm::A,tôpel,teplý
628,kalt::A,mŕzel,studený
629,kalt::A,hláden,studený
630,kühl::A,hláden,chladný
631,frisch::A,svéž,svěží
632,feucht::A,vlážen,vlhký
633,nass::A,móker,mokrý
634,trocken::A,súh,suchý
635,voll::A,póln,plný
636,leer::A,prázen,prázdný
637,offen::A,odpŕt,otevřený
638,geschlossen::A,zapŕt,zavřený
639,sauber::A,číst,čistý
640,sauber::A,líčen,čistý
641,schmutzig::A,umázan,špinavý
642,roh::A,suròv,syrový
643,reif::A,zrèl,zralý
644,lecker::A,okúsen,chutný
645,süß::A,sládek,sladký
646,bitter::A,grenák,hořký
647,sauer::A,kísel,kyselý
648,hell::A,svetèl,světlý
649,dunkel::A,temèn,temný
650,schwarz::A,čŕn,černý
651,weiß::A,bél,bílý
652,rot::A,rdèč,rudý
653,rot::A,rdèč,červený
654,gelb::A,žólt,žlutý
655,gelb::A,rumèn,žlutý
656,blau::A,móder,modrý
657,grün::A,zelèn,zelený
658,grau::A,sív,šedý
659,grau::A,sív,šedivý
660,bunt::A,písan,pestrý
661,billig::A,pocéni,levný
662,billig::A,pocéni,laciný
663,teuer::A,drág,drahý
664,wertvoll::A,dragocén,cenný
665,blind::A,slép,slepý
666,taub::A,glúh,hluchý
667,kräftig::A,močán,silný
668,stark::A,ják,silný
669,schwach::A,šíbek,slabý
670,fett::A,dêbel,tučný
671,fett::A,dêbel,tlustý
672,schlank::A,vítek,štíhlý
673,hübsch::A,lép,hezký
674,böse::A,zèl,zlý
675,böse::A,hudôben,zlý
676,dumm::A,glúp,hloupý
677,dumm::A,bédast,hloupý
678,faul::A,lén,líný
679,fleißig::A,marljív,pilný
680,geizig::A,škŕt,lakomý
681,klug::A,pámeten,chytrý
682,geschickt::A,spréten,šikovný
683,lieb::A,míl,milý
684,lieb::A,ljúb,milý
685,lustig::A,vesél,veselý
686,sanft::A,láhek,mírný
687,hungrig::A,láčen,hladový
688,krank::A,bolán,nemocný
689,nackt::A,nág,nahý
690,traurig::A,túžen,smutný
691,traurig::A,túžen,truchlivý
692,lebendig::A,žív,živý
693,gut::A,dóber,dobrý
694,schlecht::A,malopríden,špatný
695,richtig::A,pravílen,pravý
696,richtig::A,pravílen,správný
697,schlimm::A,húd,zlý
698,wahr::A,resníčen,pravdivý
699,alt::A,stàr,starý
700,neu::A,nòv,nový
701,ehemalig::A,nekdánji,bývalý
702,alt[Lebewesen]::A,stàr,starý
703,jung::A,mlád,mladý
704,arm::A,ubóg,chudý
705,arm::A,réven,chudý
706,reich::A,bogàt,bohatý
707,bekannt::A,znán,známý
708,berühmt::A,sláven,slavný
709,berühmt::A,znamenít,slavný
710,fremd::A,túj,cizí
711,verschieden::A,razlíčen,různý
712,verschieden::A,razlíčen,rozličný
713,nah::A,blížnji,blízký
714,fern::A,dáleč,daleký
715,linker::A,lévi,levý
716,rechter::A,désni,pravý
717,anderer::A,drúgi,jiný
718,erster::A,pŕvi,první
719,zweiter::A,drúgi,druhý
720,dritter::A,trétji,třetí
721,letzter::A,poslédnji,poslední
722,allein::ADV,sám,sám
723,auf einmal::ADV,obênem,najednou
724,zusammen::ADV,skúpaj,spolu
725,zusammen::ADV,skúpaj,dohromady
726,lange::ADV,dólgo,dlouho
727,plötzlich::ADV,náglo,vtom
728,plötzlich::ADV,náglo,náhle
729,plötzlich::ADV,nenádoma,vtom
730,plötzlich::ADV,nenádoma,náhle
731,sofort::ADV,prècej,hned
732,sofort::ADV,prècej,ihned
733,später::ADV,poznêje,později
734,jetzt::ADV,zdàj,teď
735,jetzt::ADV,zdàj,nyní
736,heute::ADV,dánes,dnes
737,heute::ADV,dánes,dneska
738,morgen::ADV,jútri,zítra
739,bald::ADV,kmálu,brzo
740,dann::ADV,nató,pak
741,dann::ADV,nató,potom
742,gestern::ADV,včéraj,včera
743,einst::ADV,nékdaj,kdysi
744,damals::ADV,tedàj,tehdy
745,damals::ADV,tedàj,tenkrát
746,damals::ADV,takràt,tehdy
747,damals::ADV,takràt,tenkrát
748,danach::ADV,potèm,podle toho
749,vorher::ADV,poprèj,dříve
750,vorher::ADV,poprèj,napřed
751,zuerst::ADV,spŕva,nejprve
752,zuerst::ADV,spŕva,nejdříve
753,einmal::ADV,ênkrat,jednou
754,manchmal::ADV,včásih,někdy
755,oft::ADV,pogósto,často
756,immer::ADV,védno,vždy
757,immer::ADV,védno,stále
758,immer::ADV,zméraj,vždy
759,immer::ADV,zméraj,stále
760,niemals::ADV,nikdàr,nikdy
761,hier::ADV,tù,zde
762,hier::ADV,tù,tady
763,hier::ADV,túkaj,zde
764,hier::ADV,túkaj,tady
765,hierhin::ADV,sèmkaj,sem
766,von hier::ADV,od tú,odtud
767,dort::ADV,tàm,tam
768,dorthin::ADV,tjà,tam
769,geradeaus::ADV,rávno napréj,rovně
770,vorwärts::ADV,napréj,kupředu
771,rückwärts::ADV,zádaj,zpět
772,zurück::ADV,nazáj,zpět
773,zurück::ADV,nazáj,nazpět
774,unten::ADV,dôli,dole
775,unten::ADV,spôdaj,dole
776,hinab::ADV,dôl,dolů
777,oben::ADV,gôri,nahoře
778,oben::ADV,gôri,navrchu
779,oben::ADV,zgôraj,nahoře
780,oben::ADV,zgôraj,navrchu
781,hinauf::ADV,gôr,nahoru
782,überall::ADV,povsód,všude
783,nicht::ADV,ne,ne
784,ein wenig::ADV,málo,trochu
785,kaum::ADV,kómaj,sotva
786,sehr::ADV,zeló,velmi
787,sehr::ADV,zeló,velice
788,so::ADV,takó,tak
789,so::ADV,takó,takto
790,noch::ADV,še,ještě
791,nur::ADV,samó,jen
792,nur::ADV,samó,jenom
793,schon::ADV,žè,už
794,schon::ADV,žè,již
795,wieder::ADV,spét,zase
796,vergebens::ADV,zamàn,marně
797,vergebens::ADV,zastónj,marně
798,vor::PRP,pred,před
799,hinter::PRP,za,za
800,unter::PRP,pod,pod
801,durch::PRP,skózi,skrz
802,neben::PRP,kràj,vedle
803,neben::PRP,póleg,vedle
804,zwischen::PRP,med,mezi
805,zwischen::PRP,izmed,mezi
806,wegen::PRP,zarádi,pro
807,dies::PRN,tó,toto
808,dies::PRN,tó,tohle
809,das::PRN,tó,to
810,alles::PRN,vsè,všechno
811,ich::PRN,jàz,já
812,du::PRN,tí,ty
813,er::PRN,òn,on
814,wir::PRN,mí,my
815,ihr::PRN,ví,vy
816,sie::PRN,ôni,oni
817,was::FPRN,káj,co
818,wer::FPRN,kdó,kdo
819,wo::FADV,kjé,kde
820,wohin::FADV,kám,kam
821,wie::FADV,kakó,jak
822,warum::FADV,zakáj,proč
823,wieviel::FNUM,kóliko,kolik
824,eins::NUM,êden,jeden
825,zwei::NUM,dvá,dva
