,Concept_ID,sah,cy
753,immer::ADV,мэлдьи,bob amser
754,niemals::ADV,хаһан да,ni ... byth
755,niemals::ADV,хаһан да,ni ... erioed
756,hier::ADV,маныаха,yma
757,hierhin::ADV,бэттэх,hyd yma
758,von hier::ADV,мантан,oddi yma
759,dort::ADV,онно,acw
760,dorthin::ADV,онно,tuag yno
761,geradeaus::ADV,быһа,syth ymlaen
762,geradeaus::ADV,быһаччы,syth ymlaen
763,vorwärts::ADV,инники,ymlaen
764,rückwärts::ADV,төттөру,yn ôl
765,zurück::ADV,төттөрү,yn ôl
766,unten::ADV,аллара,isod
767,unten::ADV,аллара,oddi tanodd
768,hinab::ADV,аллара,i lawr
769,hinab::ADV,аллара,i waered
770,oben::ADV,үөһэ,fry
771,hinauf::ADV,өрө,i fyny
772,hinauf::ADV,өрө,i'r lan
773,hinauf::ADV,үөһэ,i fyny
774,hinauf::ADV,үөһэ,i'r lan
775,überall::ADV,бэйдиэ,ym mhobman
776,nicht::ADV,буолбатах,ni
777,nicht::ADV,буолбатах,nid
778,ein wenig::ADV,кыратык,tipyn
779,ein wenig::ADV,кыратык,ychydig
780,kaum::ADV,нэһиилэ,prin
781,sehr::ADV,бэрт,iawn
782,sehr::ADV,наһаа,iawn
783,so::ADV,оччо,fel
784,so::ADV,оччо,felly
785,so::ADV,оннук,fel
786,so::ADV,оннук,felly
787,noch::ADV,өссө,eto
788,nur::ADV,эрэ,yn unig
789,nur::ADV,сыччах,yn unig
790,schon::ADV,бэлиэр,eisoes
791,schon::ADV,бэлиэр,yn barod
792,wieder::ADV,эмиэ,drachefn
793,vergebens::ADV,таак,yn ofer
794,vor::PRP,иннигэр,o flaen
795,hinter::PRP,кэлин,ar ôl
796,unter::PRP,-ҕа,islaw
797,unter::PRP,оһох түгэҕэ,islaw
798,durch::PRP,курдары,trwy
799,neben::PRP,аттыгар,ar bwys
800,zwischen::PRP,ыккардынан,rhwng
801,zwischen::PRP,ыккардынан,cydrhwng
802,wegen::PRP,уҥуортан,o achos
803,wegen::PRP,уҥуортан,oherwydd
804,dies::PRN,ити,hyn
805,dies::PRN,бу,hyn
806,das::PRN,били,hynny
807,alles::PRN,барыта,popeth
808,ich::PRN,мин,fi
809,du::PRN,эн,ti
810,er::PRN,кнни,fe
811,wir::PRN,биһиги,ni
812,ihr::PRN,эһиги,chi
813,sie::PRN,кинилэр,hwy
814,was::FPRN,туох,pa beth
815,wer::FPRN,ким,pwy
816,wo::FADV,ханна,ble
817,wo::FADV,ханна,ym mha le
818,wohin::FADV,ханна,i ble
819,wohin::FADV,ханна,i ba le
820,wie::FADV,хайдах,sut
821,warum::FADV,тоҕо,pam
822,wieviel::FNUM,төһө,faint
823,eins::NUM,биир,un
824,zwei::NUM,икки,dau
825,drei::NUM,үс,tri
826,vier::NUM,түөрт,pedwar
827,fünf::NUM,биэс,pump
828,sechs::NUM,алта,chwech
829,sieben::NUM,сэттэ,saith
830,acht::NUM,аҕыс,wyth
831,neun::NUM,тоҕус,naw
832,zehn::NUM,уон,deg
833,elf::NUM,уон биир,un ar ddeg
834,zwölf::NUM,уон икки,deuddeg
835,zwölf::NUM,уон икки,un deg dau
836,zwanzig::NUM,сүүрбэ,ugain
837,dreißig::NUM,отут,tri deg
838,dreißig::NUM,отут,deg ar hugain
839,vierzig::NUM,түөрт уон,deugain
840,fünfzig::NUM,биэс уон,hanner cant
841,sechzig::NUM,алта уон,chwe deg
842,siebzig::NUM,сэттэ уон,saith deg
843,siebzig::NUM,сэттэ уон,deg a thrigain
844,achtzig::NUM,аҕыс уон,wyth deg
845,achtzig::NUM,аҕыс уон,pedar ugain
846,neunzig::NUM,тоҕус уонус,naw deg
847,neunzig::NUM,тоҕус уонус,deg a phedwar ugain
848,hundert::NUM,сүүс,cant
849,tausend::NUM,тыһыынча,mil
850,und::CNJ,да,a
851,und::CNJ,уонна,a
852,und::CNJ,итиэннэ,a
853,oder::CNJ,эбэтэр,neu
854,stehen::V,тур,sefyll
855,sitzen::V,олор,eistedd
856,liegen::V,сыт,gorwedd
857,hängen::V,санньылый,hongian
858,werden::V,буол,dod yn
859,werden::V,буол,mynd yn
860,passieren::V,буол,digwydd
861,beginnen::V,саҕалан,cychwyn
862,enden::V,бүт,gorffen
863,wechseln::V,уларый,newid
864,aufgehen[Sonne]::V,ой,codi
865,untergehen[Sonne]::V,киир,machlud
866,scheinen[Sonne]::V,сырдат,tywynnu
867,donnern::V,эт,taranu
868,wehen::V,үр,chwythu
869,strömen::V,кутулун,ffrydio
870,fließen::V,сүүр,llifo
871,sich drehen::V,эргий,troi
872,sich drehen::V,эргий,cylchdroi
873,schwanken::V,биэтэҥнээ,siglo
874,schwingen::V,эйэҥнээ,siglo
875,fallen::V,оҕут,cwympo
876,brennen::V,умай,llosgi
877,rauchen::V,буруолаа,mygu
878,regnen::V,самыырдаа,glawio
879,gefrieren::V,тоҥ,rhewi
880,tauen::V,ир,toddi
881,tauen::V,ир,meirioli
882,schmelzen::V,уулун,toddi
883,trocknen::V,куур,sychu
884,sieden::V,оргуй,berwi
885,faulen::V,сытый,pydru
886,faulen::V,сытый,braenu
887,verfaulen::V,сытыйан_хаал,pydru
888,verfaulen::V,сытыйан_хаал,dadfeilio
889,reißen::V,хайыт,clecian
890,reißen::V,хайыт,torri'n glats
891,reißen::V,быһытталан,clecian
892,reißen::V,быһытталан,torri'n glats
893,versinken::V,тимир,suddo
894,versinken::V,батылын,suddo
895,vergehen::V,дьай,myned heibio
896,vergehen::V,дьай,pasio
897,erscheinen::V,көһүн,ymddangos
898,verschwinden::V,сүт,diflannu
899,sinken::V,намтаа,syrthio
900,abnehmen::V,аччаа,lleihau
901,zunehmen::V,элбээ,cynyddu
902,steigen::V,үрдээ,codi
903,wachsen::V,үүн,tyfu
904,glänzen::V,кылбай,disgleirio
905,funkeln::V,күлүмнээ,pefrio
906,funkeln::V,күлүмүрдээ,pefrio
907,lärmen::V,тыаһаа,cadw sŵn
908,lärmen::V,тыаһаа,gwneud twrw
909,läuten::V,собуоннаа,canu
910,klingeln::V,линкинээ,canu
911,klingeln::V,линкинээ,seinio
912,klirren::V,айгырат,tincian
913,brausen::V,сирилээ,rhuo
914,rauschen::V,суугунаа,siffrwd
915,rauschen::V,суугунаа,chwithrwd
916,klingen::V,доргуй,seinio
917,bellen::V,үр,cyfarth
918,heulen::V,улуй,udo
919,heulen::V,улуй,oernadu
920,blasen::V,үр,chwythu
921,pfeifen::V,иһиир,chwibanu
922,schreien::V,кылан,gweiddi
923,schreien::V,кылан,bloeddio
924,schreien::V,хаһыытаа,gweiddi
925,schreien::V,хаһыытаа,bloeddio
926,stöhnen::V,ынчыктаа,griddfan
927,zittern::V,титирээ,crynu
928,zittern::V,дьигиһий,crynu
929,leben::V,олор,byw
930,geboren werden::V,төрөө,cael eich geni
931,atmen::V,тыын,anadlu
932,trinken::V,ис,yfed
933,essen::V,аһаа,bwyta
934,schlucken::V,ыйыһын,llyncu
935,müde werden::V,сылай,blino
936,einschlafen::V,утуйан хаал,mynd i gysgu
937,einschlafen::V,утуйан хаал,syrthio i gysgu
938,schlafen::V,утуй,huno
939,schlafen::V,утуй,cysgu
940,schlafen::V,утуйа сыт,huno
941,schlafen::V,утуйа сыт,cysgu
942,aufwachen::V,уһугун,dihuno
943,aufstehen::V,тур,codi
944,sich erholen::V,сынньан,ymlacio
945,sich erholen::V,сынньан,dadflino
946,krank werden::V,ыарый,mynd yn sâl
947,krank werden::V,ыарый,mynd yn wael
948,krank sein::V,ыарый,gwaelu
949,krank sein::V,ыарыт,gwaelu
950,schmerzen::V,ыарыт,brifo
951,husten::V,сөтөлүн,pesychu
952,genesen::V,көн,gwella
953,genesen::V,көн,cael yn ôl
954,sterben::V,өл,marw
955,umkommen::V,өл,trengi
956,umkommen::V,оҕут,trengi
957,sich bewegen::V,хамсаа,symud
958,sich rühren::V,хамсаа,syflyd
959,sich erheben::V,тур,codi
960,sich setzen::V,олор,eistedd
961,hinfallen::V,оҕут,cwympo
962,laufen::V,хаам,cerdded
963,schreiten::V,атыллаа,camu
964,spazierengehen::V,дьаарбай,mynd am dro
965,eilen::V,тиэтэй,rhuthro
966,sich beeilen::V,ыксаа,brysio
967,sausen::V,элээр,rhuthro
968,rennen::V,сүүрэкэлээ,rhedeg
969,springen::V,ой,llamu
970,springen::V,ой,neidio
971,springen::V,ыстан,llamu
972,springen::V,ыстан,neidio
973,klettern::V,ытын,dringo
974,schaukeln::V,эйэҥнээ,siglo
975,schaukeln::V,биэрэҥнээ,siglo
976,kriechen::V,сыыл,cropian
977,schwimmen::V,уһун,nofio
978,schwimmen::V,харбаа,nofio
979,tauchen::V,умус,plymio
980,tauchen::V,умус,ymsuddo
981,rudern::V,эрт,rhwyfo
982,fahren::V,айаннаа,gyrru
983,fahren::V,айаннаа,dreifio
984,fliegen::V,көт,hedfan
985,gehen::V,бар,mynd
986,weggehen::V,бар,mynd
987,weggehen::V,бар,ymadael
988,abfahren::V,бар,ymadael
989,anhalten::V,тохтоо,stopio
990,hineingehen::V,киир,mynd i mewn
991,eintreten::V,киир,mynd i
992,kommen::V,кэл,dod
993,ankommen::V,кэл,cyrraedd
994,ankommen::V,тиий,cyrraedd
995,zurückkommen::V,төнүн,dychwelyd
996,bleiben::V,хаал,aros
997,bleiben::V,хаал,sefyll
998,warten::V,көһүт,aros
999,warten::V,көһүт,disgwyl
1000,erwarten::V,күүт,disgwyl
1001,erwarten::V,көһүт,disgwyl
1002,suchen::V,ирдээ,chwilio am
1003,suchen::V,көрдөө,chwilio am
1004,finden::V,бул,darganfod
1005,versuchen::V,сорун,profi
1006,versuchen::V,сорун,ceisio
1007,vorbereiten::V,бэлэмнээ,paratoi
1008,lieben::V,таптаа,caru
1009,mögen::V,сөбүл,hoffi
1010,lachen::V,күл,chwerthin
1011,rühren::V,долгут,cynhyrfu
1012,weinen::V,ытаа,wylo
1013,weinen::V,ытаа,llefain
1014,schimpfen::V,үөҕүс,grwgnach
1015,sich ärgern::V,кыыһыр,gofidio
1016,sich ärgern::V,кыйахан,gofidio
1017,sich fürchten::V,куттан,ofni
1018,sich fürchten::V,дьиксин,ofni
1019,fürchten::V,дьиксин,arswydo
1020,fürchten::V,куттан,arswydo
1021,fliehen::V,күрээ,ffoi
1022,flüchten::V,күрээ,dianc
1023,sehen::V,көр,gweld
1024,anschauen::V,көр,syllu
1025,anschauen::V,көр,edrych
1026,ansehen::V,көр,gwylio
1027,hören::V,бил,clywed
1028,hören::V,иһит,clywed
1029,zuhören::V,иһит,gwrando
1030,probieren::V,боруобалаан көр,profi
1031,probieren::V,амсайан көр,profi
1032,riechen::V,сытырҕаа,arogli
1033,fühlen::V,бил,teimlo
1034,fühlen::V,бил,clywed
1035,scheinen::V,көһүн,ymddangos
1036,zu sehen sein::V,көһүн,dod i'r golwg
1037,vernehmen::V,иһит,clywed sôn am
1038,frieren::V,тоҥ,bod yn oer
1039,frieren::V,үлүй,bod yn oer
1040,tun::V,гын,gwneud
1041,können::V,кыай,gallu
1042,wollen::V,баҕар,bod mewn angen
1043,anfangen::V,саҕалаа,dechrau
1044,beenden::V,бүтэр,darfod
1045,beenden::V,бүтэр,gorffen
1046,aufhören::V,уурай,peidio
1047,gelingen::V,сатан,llwyddo
1048,geraten::V,баар буолан биэр,diweddu
1049,geraten::V,баар буола тус,diweddu
1050,geraten::V,буолан таҕыс,diweddu
1051,öffnen::V,ас,agor
1052,schließen::V,сап,cau
1053,schließen::V,хатаа,cau
1054,stellen::V,уур,gosod
1055,stellen::V,туруор,gosod
1056,setzen::V,туруор,gosod
1057,setzen::V,уур,gosod
1058,legen::V,уур,gosod
1059,berühren::V,тыыт,cyffwrdd
1060,berühren::V,таарый,cyffwrdd
1061,verbinden::V,кэлгий,cysylltu
1062,bedecken::V,бүрүй,gorchuddio
1063,aufhängen::V,ыйаа,crogi
1064,aufhängen::V,ыйаа,hongian
1065,anzünden::V,умат,cynnau
1066,aufheben::V,өрө тарт,codi
1067,zurücklassen::V,бырах,gadael
1068,verlieren::V,сүтэр,colli
1069,fallen lassen::V,түһэр,gollwng
1070,fallen lassen::V,мүлчү тут,gollwng
1071,machen::V,оҥор,gwneud
1072,machen::V,оҥоһун,gwneud
1073,herstellen::V,оҥор,cynhyrchu
1074,bauen::V,тут,adeiladu
1075,reparieren::V,абырахтаа,trwsio
1076,reparieren::V,абырахтаа,atgyweirio
1077,verbessern::V,тупсар,diwygio
1078,ändern::V,уларыт,altro
1079,graben::V,хас,palu
1080,graben::V,хас,cloddio
1081,beugen::V,бокут,plygu
1082,beugen::V,токурут,plygu
1083,beugen::V,бүк баттаа,plygu
1084,biegen::V,иэх,plygu
1085,biegen::V,өҕүлүннэр,plygu
1086,drehen::V,эргит,troelli
1087,drehen::V,эргичит,troelli
1088,wenden::V,эргилин,troi
1089,umdrehen::V,түҥнэр,troi
1090,heben::V,көтөх,codi
1091,hochheben::V,таһаар,dyrchafu
1092,ergreifen::V,тут,gafael
1093,halten::V,тут,dal
1094,drücken::V,ык,pwyso
1095,drücken::V,ык,gwasgu
1096,schieben::V,ас,gwthio
1097,kratzen::V,кыһыы,crafu
1098,lecken::V,салаа,llyfu
1099,beißen::V,ытыр,cnoi
1100,beißen::V,ытыр,brathu
1101,abreißen::V,быһа тарт,tynnu ymaith
1102,abreißen::V,туура тарт,tynnu ymaith
1103,abschneiden::V,быс,torri
1104,abschneiden::V,быһан ыл,torri
1105,abschneiden::V,быһа баттаа,torri
1106,binden::V,кэлгий,clymu
1107,stecken::V,батары ас,plannu
1108,brechen::V,тоһут,torri
1109,klopfen::V,тоҥсуй,taro
1110,hauen::V,оҕус,taro
1111,kleben::V,силимнээ,gludio
1112,reiben::V,аал,rhwbio
1113,streichen::V,сыбаа,taenu
1114,schleifen::V,чочуй,hogi
1115,schneiden::V,быс,torri
1116,rütteln::V,иэҕэҥнэт,ysgytio
1117,schütteln::V,сахсый,siglo
1118,schütteln::V,сахсый,ysgwyd
1119,schwenken::V,дайбаа,siglo
1120,schütten::V,кут,tywallt
1121,füllen::V,толор,llenwi
1122,einwickeln::V,суулаа,lapio
1123,tragen::V,ит,cludo
1124,schleppen::V,сос,llusgo
1125,ziehen::V,тарт,tynnu
1126,aufbewahren::V,уур,cadw
1127,aufbewahren::V,харай,cadw
1128,werfen::V,бырах,taflu
1129,fangen::V,хап,dal
1130,packen::V,тут,cipio
1131,packen::V,тут,crafangu
1132,verstecken::V,саһыар,celu
1133,verstecken::V,саһыар,cuddio
1134,teilen::V,үллэр,rhannu
1135,schicken::V,ыыт,anfon
1136,bringen::V,аҕал,dod â
1137,hinzufügen::V,эп,chwanegu
1138,bekommen::V,ыл,cael
1139,bekommen::V,булун,cael
1140,erhalten::V,ыл,derbyn
1141,nehmen::V,ыл,cymryd
1142,wählen::V,быыбардаа,dewis
1143,auswählen::V,тал,dethol
1144,bewahren::V,харай,cadw
1145,behindern::V,мэһэйдээ,atal
1146,behindern::V,мэһэйдээ,rhwystro
1147,verderben::V,буорту гын,difetha
1148,beschädigen::V,алдьат,niweidio
1149,zerbrechen::V,үлтүрүт,torri
1150,zerreißen::V,хайыта тарт,rhwygo
1151,zerstören::V,алдьат,dinistrio
1152,verbrennen::V,уоттаа,llosgi
1153,geben::V,биэр,rhoi
1154,reichen::V,аҕал,estyn
1155,schenken::V,бэлэхтээ,rhoddi
1156,versprechen::V,эрэннэр,addo
1157,wünschen::V,баҕар,dymuno
1158,loben::V,хайҕаа,canmol
1159,küssen::V,уураа,cusanu
1160,wiegen::V,бигээ,siglo
1161,zudecken::V,сап,gorchuddio
1162,zudecken::V,бүрүй,gorchuddio
1163,wecken::V,уһугуннар,deffro
1164,zeigen::V,көрдөр,dangos
1165,führen::V,салай,arwain
1166,lehren::V,үөрэт,dysgu
1167,unterrichten::V,үөрэт,hyfforddi
1168,aufziehen::V,иит,dod i fyny
1169,leiten::V,салай,arwain
1170,antreiben::V,кыһай,annog
1171,lassen::V,күһэй,gadael
1172,einladen::V,ыҥыр,gwahodd
1173,vereinigen::V,холбоо,uno
1174,vereinigen::V,холбоо,cyfuno
1175,vereinigen::V,түм,uno
1176,vereinigen::V,түм,cyfuno
1177,besuchen::V,сырыт,ymweld â
1178,besuchen::V,билсэ сырыт,ymweld â
1179,treffen::V,көрүс,cwrdd
1180,treffen::V,көрүс,cyfarfod
1181,sich versammeln::V,мүһүн,casglu
1182,sich versammeln::V,мүһүн,cynnull
1183,sich versammeln::V,түмүс,casglu
1184,sich versammeln::V,түмүс,cynnull
1185,spielen::V,оонньоо,chwarae
1186,singen::V,ыллаа,canu
1187,tanzen::V,үҥкүүлээ,dawnsio
1188,sich trennen::V,араҕыс,ymwahanu
1189,verlassen::V,хааллар,gadael
1190,retten::V,өрүһүй,achub
1191,bewachen::V,араҥаччылаа,gwarchod
1192,schützen::V,көмүскээ,noddi
1193,verteidigen::V,көмүскээ,amddiffyn
1194,sich schlagen::V,охсус,ffraeo
1195,sich schlagen::V,охсус,terfysgu
1196,schießen::V,ытыалаа,saethu
1197,siegen::V,хот,ennill
1198,siegen::V,кыай,ennill
1199,ärgern::V,кыыһырт,cythruddo
1200,schlagen::V,оҕус,curo
1201,treten::V,тэп,cicio
1202,stechen::V,кэй,pigo
1203,stoßen::V,кэп,gwthio
1204,stoßen::V,үтүрүй,gwthio
1205,stehlen::V,уор,dwyn
1206,stehlen::V,уор,lladrata
1207,stören::V,мэһэйдээ,aflonyddu
1208,belästigen::V,батар,trafferthu
1209,verbergen::V,кистээ,cuddio
1210,täuschen::V,албыннаа,twyllo
1211,betrügen::V,албыннаа,hocedu
1212,töten::V,өлөр,lladd
1213,wohnen::V,олор,byw
1214,arbeiten::V,үлэлээ,gweithio
1215,sammeln::V,мус,casglu
1216,sammeln::V,хомуй,casglu
1217,pflücken::V,үргээ,casglu
1218,jagen::V,бултаа,hela
1219,fischen::V,балыктаа,pysgota
1220,fassen::V,тут,dal
1221,hüten::V,манаа,bugeilio
1222,treiben::V,үүр,gyrru
1223,anbinden::V,баай,clymu
1224,füttern::V,аһат,porthi
1225,melken::V,ыа,godro
1226,hacken::V,кэрт,torri
1227,gießen::V,сиигирт,dyfrhau
1228,reifen::V,бус,aeddfedu
1229,zubereiten::V,бэлэмнээ,coginio
1230,kochen::V,буһар,berwi
1231,backen::V,буһар,pobi
1232,backen::V,буһар,crasu
1233,braten::V,хооруй,ffrio
1234,braten::V,ыһаарылаа,ffrio
1235,braten::V,соркуойдаа,ffrio
1236,umrühren::V,былаа,cyffroi
1237,stricken::V,өр,gwau
1238,nähen::V,иистэн,gwnïo
1239,färben::V,кырааскалаа,lliwio
1240,reinigen::V,ыраастаа,glanhau
1241,waschen::V,сууй,golchi
1242,abwischen::V,сот,sychu
1243,spülen::V,сайҕаа,streulio
1244,fegen::V,сиппий,ysgubo
1245,kehren::V,харбаа,ysgubo
1246,baden::V,сөтүөлээ,cael bath
1247,sich waschen::V,суун,ymolchi
1248,ausziehen::V,уһул,tynnu
1249,anziehen::V,кэтэрт,gwisgo
1250,sich anziehen::V,таҥын,ymwisgo
1251,kämmen::V,тараа,cribo
1252,schmücken::V,симээ,harddu
1253,schmücken::V,симээ,addurno
1254,sagen::V,диэ,dweud
1255,sprechen::V,эт,llefaru
1256,sprechen::V,саҥар,llefaru
1257,reden::V,кэпсэт,siarad
1258,sich unterhalten::V,кэпсэт,sgwrsio
1259,fragen::V,ыйыт,gofyn
1260,bitten::V,көрдөс,gofyn am
1261,erzählen::V,кэпсээ,dweud
1262,erzählen::V,сэһэргээ,dweud
1263,mitteilen::V,биллэр,cyfleu
1264,nennen::V,ааттаа,enwi
1265,rufen::V,ыҥыр,galw
1266,prahlen::V,чабылан,brolio
1267,prahlen::V,чабылан,ymffrostio
1268,prahlen::V,киһиргээ,brolio
1269,prahlen::V,киһиргээ,ymffrostio
1270,übersetzen::V,тылбаастаа,cyfieithu
1271,denken::V,санаа,meddwl
1272,denken::V,толкуйдаа,meddwl
1273,glauben::V,итэҕэй,credu
1274,glauben::V,итэҕэй,coelio
1275,bemerken::V,бэлиэтээ,sylwi
1276,erkennen::V,бил,adnabod
1277,begreifen::V,өйдөө,amgyffred
1278,verstehen::V,өйдөө,deall
1279,lernen::V,үөрэн,dysgu
1280,wissen::V,бил,gwybod
1281,sich erinnern an::V,аҕын,cofio
1282,vergessen::V,умун,anghofio
1283,messen::V,кэмнээ,mesur
1284,messen::V,кээмэйдээ,mesur
1285,zählen::V,аах,cyfrif
1286,rechnen::V,аах,cyfrifo
1287,lesen::V,аах,darllen
1288,malen::V,уруһуйдаа,peintio
1289,zeichnen::V,уруһуйдаа,tynnu
1290,schreiben::V,суруй,ysgrifennu
1291,besitzen::V,баһылаа,meddu
1292,kaufen::V,атыылас,prynu
1293,verkaufen::V,атыылаа,gwerthu
1294,bezahlen::V,төлөө,talu am
1295,zahlen::V,төлөө,talu
1296,beherrschen::V,баһылаа,rheoli
1297,beherrschen::V,баһылаа,llywodraethu
1298,ertragen::V,тулуй,dioddef
