,Concept_ID,ro,myv
137,Ufer::N,mal,чире
138,Ufer::N,țărm,чире
139,Küste::N,coastă,лейчире
140,Festland::N,uscat,мода
141,Meer::N,mare,моря
142,Bucht::N,golf,усия
143,Insel::N,insulă,усия
144,Blume::N,floare,цеця
145,Gras::N,iarbă,тикше
146,Wurzel::N,rădăcină,юр
147,Wurzel::N,rădăcină,ундокс
148,Baum::N,copac,чувто
149,Baum::N,arbore,чувто
150,Stamm::N,tulpină,рунго
151,Rinde::N,scoarță,суд
152,Rinde::N,scoarță,керь
153,Ast::N,cracă,морго
154,Ast::N,creangă,морго
155,Zweig::N,ramură,тарад
156,Zweig::N,creangă,тарад
157,Blatt::N,frunză,лопа
158,Birke::N,mesteacăn,килей
159,Kiefer[Baum]::N,pin,пиче
160,Weide[Baum]::N,salcie,каль
161,Weide[Baum]::N,răchită,каль
162,Tanne::N,brad,куз
163,Horn::N,corn,сюро
164,Feder::N,pană,толга
165,Fell::N,piele,пона
166,Flügel::N,aripă,сёлмо
167,Klaue::N,gheară,кенже
168,Kralle::N,labă,кенже
169,Kralle::N,gheară,кенже
170,Schwanz::N,coadă,пуло
171,Ei::N,ou,ал
172,Nest::N,cuib,пизэ
173,Bau::N,bârlog,варя
174,Bau::N,bârlog,пизе
175,Bau::N,vizuină,варя
176,Bau::N,vizuină,пизе
177,Tier::N,animal,ракша
178,Herde::N,turmă,стада
179,Herde::N,cireadă,стада
180,Kuh::N,vacă,скал
181,Bulle::N,taur,бука
182,Pferd::N,cal,лишме
183,Schaf::N,oaie,реве
184,Schwein::N,porc,туво
185,Hund::N,câine,пине
186,Hund::N,câine,киска
187,Katze::N,pisică,псака
188,Bär::N,urs,овто
189,Eichhörnchen::N,veveriță,ур
190,Elch::N,elan,сярдо
191,Fuchs::N,vulpe,ривезь
192,Hase::N,iepure,нумоло
193,Maus::N,șoarece,чеерь
194,Wolf::N,lup,верьгиз
195,Vogel::N,pasăre,нармунь
196,Schwarm::N,cârd,полк
197,Schwarm::N,cârd,стада
198,Huhn::N,găină,сараз
199,Hahn::N,cocoș,атякш
200,Gans::N,gâscă,гала
201,Gans::N,gâscă,мацей
202,Adler::N,vultur,куцькан
203,Adler::N,vultur,тумоатякш
204,Ente::N,rață,яксярго
205,Eule::N,bufniță,корж
206,Kranich::N,cocor,карго
207,Krähe::N,cioară,варака
208,Kuckuck::N,cuc,куко
209,Schwan::N,lebădă,локсей
210,Fisch::N,pește,кал
211,Barsch::N,biban,окунь
212,Hecht::N,știucă,щука
213,Schlange[Tier]::N,șarpe,гуй
214,Wurm::N,vierme,сукс
215,Spinne::N,păianjen,шанжав
216,Ameise::N,furnică,коткудав
217,Laus::N,păduche,сий
218,Mücke::N,țânțar,сеське
219,Fliege::N,muscă,карво
220,Schmetterling::N,fluture,нимиляв
221,Beere::N,boabă,умарь
222,Apfel::N,măr,умарь
223,Pilz::N,burete,панго
224,Pilz::N,ciupercă,панго
225,Zwiebel::N,ceapă,чурька
226,Saat::N,semănătură,видьметь
227,Korn::N,grâu,сюро
228,Heu::N,fân,тикше
229,Schale::N,coajă,кедь
230,Schale::N,coajă,ваткавкс
231,Grube::N,groapă,латко
232,Falle::N,cursă,тувор
233,Falle::N,cursă,кундамка
234,Falle::N,capcană,тувор
235,Falle::N,capcană,кундамка
236,Schlinge::N,laț,килькш
237,Spur::N,dâră,челькс
238,Spur::N,dâră,пильгеки
239,Asche::N,cenușă,кулов
240,Dreck::N,noroi,рудаз
241,Dreck::N,murdărie,рудаз
242,Eisen::N,fier,кшни
243,Gold::N,aur,сырне
244,Silber::N,argint,сия
245,Kohle::N,cărbune,сэдь
246,Kohle::N,cărbune,уголия
247,Glas::N,sticlă,сулика
248,Lehm::N,lut,сёвонь
249,Lehm::N,humă,сёвонь
250,Sand::N,nisip,човар
251,Mensch::N,om,ломань
252,Mensch::N,persoană,ломань
253,Mann::N,om,аля
254,Mann::N,om,цёраломань
255,Mann::N,bărbat,аля
256,Mann::N,bărbat,цёраломань
257,Frau::N,femeie,ава
258,Kind::N,copil,эйкакш
259,Junge::N,băiat,цёрыне
260,Junge::N,flăcău,цёрыне
261,Mädchen::N,fată,тейтерне
262,Familie::N,familie,семия
263,Großvater::N,bunic,покштя
264,Großvater::N,tată mare,покштя
265,Großmutter::N,bunică,баба
266,Großmutter::N,mamă mare,баба
267,Eltern::N,părinți,тетят-ават
268,Vater::N,tată,тетя
269,Vater::N,părinte,тетя
270,Mutter::N,mamă,ава
271,Sohn::N,fiu,цёра
272,Sohn::N,fecior,цёра
273,Tochter::N,fiică,тейтерь
274,Bruder::N,frate,леля
275,Bruder::N,frate,ялакс
276,Schwester::N,soră,сазор
277,Onkel::N,unchi,леля
278,Tante::N,mătușă,патя
279,Ehemann::N,soț,мирде
280,Ehemann::N,bărbat,мирде
281,Ehefrau::N,soție,ни
282,Freude::N,bucurie,кеняркс
283,Gelächter::N,râset,ракамо
284,Gelächter::N,râset,пейдема
285,Glück::N,fericire,уцяска
286,Kummer::N,mâhnire,рискс
287,Kummer::N,mâhnire,мелявкс
288,Wunsch::N,dorință,мель
289,Wunsch::N,dorință,бажамо
290,Wunsch::N,deziderat,мель
291,Wunsch::N,deziderat,бажамо
292,Lust::N,poftă,бажамо
293,Lust::N,înclinare,бажамо
294,Geist::N,duh,ойме
295,Geist::N,minte,ойме
296,Geist::N,suflet,ойме
297,Gedanke::N,gând,мель
298,Gedanke::N,cuget,мель
299,Gedächtnis::N,memorie,мель
300,Verstand::N,minte,прев
301,Verstand::N,intelect,прев
302,Sinn::N,sens,толк
303,Sinn::N,sens,смысла
304,Sinn::N,înțeles,толк
305,Sinn::N,înțeles,смысла
306,Grund::N,cauză,тувтал
307,Grund::N,pricină,тувтал
308,Wahrheit::N,adevăr,видечи
309,Gespräch::N,convorbire,кортнема
310,Gespräch::N,conversație,кортнема
311,Märchen::N,basm,ёвкс
312,Märchen::N,poveste,ёвкс
313,Erzählung::N,poveste,ёвтнема
314,Nachricht::N,veste,куля
315,Neuigkeit::N,noutate,куля
316,Neuigkeit::N,actualitate,куля
317,Name::N,nume,лем
318,Rätsel::N,ghicitoare,содамоёвкс
319,Rede::N,discurs,кортамо
320,Sprache::N,limbă,кель
321,Sprache::N,limbaj,кель
322,Stimme::N,glas,ваигель
323,Wort::N,cuvânt,вал
324,Zeichen::N,semn,теште
325,Zeichen::N,semnal,теште
326,Ruf::N,chemare,тердема
327,Lärm::N,zgomot,шалнома
328,Lärm::N,tărăboi,шалнома
329,Laut::N,sunet,вайгель
330,Ton::N,ton,гайнема
331,Lied::N,cântec,моро
332,Ruhe::N,odihnă,оймамо
333,Ruhe::N,liniște,оймамо
334,Leute::N,lume,ломанть
335,Leute::N,oameni,ломанть
336,Volk::N,popor,народ
337,Volk::N,națiune,народ
338,Arbeit::N,lucru,тев
339,Gast::N,musafir,инже
340,Geschenk::N,dar,казне
341,Geschenk::N,cadou,казне
342,Spiel::N,joc,налксема
343,Gesellschaft::N,societate,община
344,Hilfe::N,ajutor,лездамо
345,Freund::N,amic,оя
346,Freund::N,amic,ялга
347,Freund::N,prieten,оя
348,Freund::N,prieten,ялга
349,Kamerad::N,tovarăș,оя
350,Kamerad::N,tovarăș,ялга
351,Angelegenheit::N,afacere,тев
352,Anzahl::N,număr,ламоксчи
353,Anzahl::N,cantitate,ламоксчи
354,Art::N,fel,вид
355,Art::N,specie,вид
356,Stück::N,bucată,пакш
357,Stück::N,bucată,пелькс
358,Teil::N,parte,часть
359,Teil::N,parte,пелькс
360,Teil::N,porție,часть
361,Teil::N,porție,пелькс
362,Hälfte::N,jumătate,пель
363,Hälfte::N,jumătate,пелькс
364,Kreis::N,cerc,кирькс
365,Kreuz::N,cruce,крёст
366,Linie::N,linie,кикс
367,Strich::N,linie,межа
368,Strich::N,trăsătură,межа
369,Abstand::N,distanță,ютко
370,Abstand::N,depărtare,ютко
371,Entfernung::N,distanță,ютко
372,Entfernung::N,depărtare,ютко
373,Gegend::N,regiune,тарка
374,Gegend::N,regiune,пертьпелькс
375,Platz::N,loc,васолкс
376,Ort::N,loc,тарка
377,Seite::N,latură,ён
378,Seite::N,latură,чире
379,Mitte::N,centru,куншка
380,Gegenstand::N,obiect,предмет
381,Sache::N,lucru,тев
382,Sache::N,lucru,веща
383,Sache::N,chestie,тев
384,Sache::N,chestie,веща
385,Rand::N,bordură,пе
386,Rand::N,bordură,чире
387,Kante::N,muchie,ирдез
388,Kante::N,bordură,ирдез
389,Ecke::N,colț,ужо
390,Spitze::N,vârf,пряне
391,Spitze::N,vârf,пе
392,Spitze::N,creștet,пряне
393,Spitze::N,creștet,пе
394,Ende::N,capăt,пе
395,Loch::N,gaură,варя
396,Winkel::N,colț,ужо
397,Muster::N,desen,сёрма
398,Größe::N,mărime,сэрь
399,Größe::N,mărime,покшолма
400,Länge::N,lungime,кувалмо
401,Höhe::N,înălțime,сэрь
402,Höhe::N,înălțime,пандо
403,Gewicht::N,greutate,сталмо
404,Menge::N,cantitate,лововкс
405,Haufen::N,grămadă,мар
406,Haufen::N,grămadă,валявкс
407,Reihe::N,șir,ряд
408,Reihe::N,rând,ряд
409,Boot::N,barcă,венч
410,Boot::N,luntre,венч
411,Ruder::N,vâslă,милё
412,Ruder::N,lopată,милё
413,Schlitten::N,sanie,нурдт
414,Ski::N,schi,сокс
415,Lagerfeuer::N,foc de tabără,толбандя
416,Last::N,povară,сталмо
417,Last::N,povară,кандома
418,Last::N,sarcină,сталмо
419,Last::N,sarcină,кандома
420,Gang::N,mers,молема
421,Gang::N,mers,якамо
422,Gang::N,umblet,молема
423,Gang::N,umblet,якамо
424,Schritt::N,pas,эскелькс
425,Norden::N,nord,якшамо ёнкс
426,Norden::N,miazănoapte,якшамо ёнкс
427,Süden::N,sud,лембе ёнкс
428,Süden::N,miazăzi,лембе ёнкс
429,Westen::N,apus,чивалгома
430,Osten::N,est,чилисема
431,Osten::N,răsărit,чилисема
432,Holz::N,lemn,чувто
433,Brett::N,scândură,лаз
434,Platte::N,placă,плита
435,Stütze::N,proptea,неже
436,Stange::N,bară,олга
437,Stange::N,prăjină,олга
438,Stock::N,băț,мандо
439,Stock::N,baston,мандо
440,Stab::N,baston,олога
441,Stab::N,prăjină,олога
442,Rohr::N,tub,турба
443,Rohr::N,țeavă,турба
444,Haus::N,casă,кудо
445,Heim::N,casă,кудо
446,Heim::N,cămin,кудо
447,Ofen::N,sobă,каштомо
448,Fußboden::N,podea,киякс
449,Fußboden::N,dușumea,киякс
450,Tisch::N,masă,столь
451,Stuhl::N,scaun,стул
452,Wiege::N,leagăn,лавсь
453,Wiege::N,leagăn,нурямот
454,Bett::N,pat,ацамо
455,Regal::N,rafturi,лався
456,Regal::N,rafturi,лавсяланго
457,Kiste::N,ladă,горобия
458,Kiste::N,ladă,сундук
459,Kiste::N,cutie,горобия
460,Kiste::N,cutie,сундук
461,Fenster::N,fereastră,вальма
462,Tür::N,ușă,кенкш
463,Tor::N,poartă,ортат
464,Zaun::N,gard,пирявт
465,Zaun::N,gard,пирвякс
466,Dach::N,acoperiș,кудопря
467,Leiter::N,scară,кузтема
468,Besen::N,mătură,тенсть
469,Spaten::N,cazma,койме
470,Spaten::N,hârleț,койме
471,Schaufel::N,lopată,кече
472,Schaufel::N,lopată,келей койме
473,Gabel::N,furculiță,сянгине
474,Löffel::N,lingură,пенч
475,Messer::N,cuțit,пеель
476,Nagel::N,cui,эске
477,Netz::N,plasă,алтыма
478,Haken::N,cârlig,кечказ
479,Griff::N,mâner,кедне
480,Schloss::N,lacăt,замок
481,Schloss::N,lacăt,панжома
482,Bild::N,tablou,картина
483,Bild::N,imagine,картина
484,Figur::N,chip,рунго
485,Figur::N,figură,рунго
486,Puppe::N,păpușă,няка
487,Beutel::N,pungă,кескав
488,Beutel::N,săculeț,кескав
489,Bündel::N,mănunchi,керькс
490,Tasche::N,geantă,юдма
491,Eimer::N,găleată,ведра
492,Deckel::N,capac,велькс
493,Geschirr::N,vase,кедьге
494,Geschirr::N,tacâmuri,кедьге
495,Sack::N,sac,кескав
496,Tasse::N,ceașcă,чакш
497,Topf::N,oală,кастрюля
498,Kessel::N,cazan,котёл
499,Kessel::N,căldare,котёл
500,Essen::N,mâncare,ярсамо
501,Nahrung::N,hrană,ярсамопель
502,Nahrung::N,aliment,ярсамопель
503,Speise::N,bucate,ярсамопель
504,Speise::N,fel de bucate,ярсамопель
505,Fleisch::N,carne,сывель
506,Getreide::N,cereale,сюро
507,Brei::N,pireu,каша
508,Brot::N,pâine,кши
509,Scheibe::N,felie,кочом
510,Scheibe::N,felie,сускомо
511,Scheibe::N,bucată,кочом
512,Scheibe::N,bucată,сускомо
513,Fett::N,untură,куя
514,Fett::N,grăsime,куя
515,Butter::N,unt,ой
516,Öl::N,ulei,ой
517,Salz::N,sare,сал
518,Suppe::N,supă,ям
519,Suppe::N,ciorbă,ям
520,Honig::N,miere,медь
521,Milch::N,lapte,ловсо
522,Tee::N,ceai,чай
523,Leder::N,piele,киське
524,Wolle::N,lână,пона
525,Stoff::N,stofă,коцт
526,Nadel::N,ac,салмукс
527,Faden::N,ață,суре
528,Knopf::N,buton,пов
529,Knoten::N,nod,сюлмо
530,Farbe::N,vopsea,артомапель
531,Kleidung::N,haine,оршамот
532,Kleidung::N,îmbrăcăminte,оршамот
533,Hemd::N,cămașă,панар
534,Kragen::N,guler,сиве
535,Ärmel::N,mânecă,ожа
536,Hose::N,pantaloni,понкст
537,Gürtel::N,cordon,каркс
538,Mütze::N,șapcă,чапка
539,Schuh::N,gheată,туфля
540,Stiefel::N,cizmă,кем
541,Ring::N,inel,суркс
542,Ring::N,verigă,суркс
543,Band::N,panglică,лента
544,Band::N,șiret,лента
545,Kamm::N,pieptene,сурсеме
546,Spiegel::N,oglindă,чавачамо
547,Riemen::N,curea,кшнань каркс
548,Schnur::N,funie,пикс
549,Schnur::N,sfoară,пикс
550,Leine::N,lesă,ведьме
551,Leine::N,curea,ведьме
552,Decke::N,pătură,вельтямо
553,Kissen::N,pernă,тодов
554,Tuch::N,batic,паця
555,Handtuch::N,prosop,нардамо
556,Handtuch::N,ștergar,нардамо
557,Kraft::N,forță,вий
558,Kraft::N,putere,вий
559,Stärke::N,tărie,виевчи
560,Stärke::N,vigoare,виевчи
561,Gesundheit::N,sănătate,шумбрачи
562,Krankheit::N,boală,орма
563,Krankheit::N,boală,сэредема
564,Krankheit::N,maladie,орма
565,Krankheit::N,maladie,сэредема
566,Schmerz::N,durere,сэредькс
567,Wunde::N,rană,керявкс
568,Fieber::N,febră,маштыкс
569,Arznei::N,leac,ормаменькс
570,Arznei::N,medicament,ормаменькс
571,Brücke::N,pod,сэдь
572,Brücke::N,pod,мадамо
573,Brücke::N,punte,сэдь
574,Brücke::N,punte,мадамо
575,Brunnen::N,puț,лисьма
576,Weide::N,izlaz,ракшань ванома тарка
577,Weide::N,pășune,ракшань ванома тарка
578,Pfad::N,cărare,ян
579,Weg::N,drum,ки
580,Straße::N,cale,ки
581,Straße::N,stradă,ки
582,Dorf::N,sat,веле
583,Stadt::N,oraș,ош
584,Brief::N,scrisoare,сёрма
585,Buch::N,carte,книга
586,Buchstabe::N,literă,буква
587,Buchstabe::N,caracter,буква
588,Zeitung::N,ziar,газета
589,Zeitung::N,gazetă,газета
590,Leben::N,viață,эрямо
591,Tod::N,moarte,кулома
592,Grab::N,groapă,калмо
593,Grab::N,mormânt,калмо
594,Kirche::N,biserică,церькова
595,Sünde::N,păcat,чумочи
596,Gott::N,zeu,паз
597,Arbeiter::N,muncitor,робочей
598,Chef::N,șef,прявт
599,Meister::N,meșter,кол тевень тенця
600,Meister::N,maestru,кол тевень тенця
601,Arzt::N,medic,врач
602,Arzt::N,doctor,врач
603,Lehrer::N,profesor,учитель
604,Lehrer::N,profesor,тонавтыця
605,Lehrer::N,învățător,учитель
606,Lehrer::N,învățător,тонавтыця
607,Geld::N,bani,ярмак
608,Geld::N,parale,ярмак
609,Geschäft::N,treabă,ладязь тев
610,Geschäft::N,afacere,ладязь тев
611,Laden::N,magazin,лавка
612,Laden::N,prăvălie,лавка
613,Preis::N,preț,питне
614,Ware::N,marfă,миевкс
615,Ware::N,marfă,рамавкс
616,Nutzen::N,folos,паро
617,Nutzen::N,folos,лезэ
618,Nutzen::N,profit,паро
619,Nutzen::N,profit,лезэ
620,Reichtum::N,avuție,сюпавчи
621,Reichtum::N,bogăție,сюпавчи
622,Welt::N,lume,мир
623,Welt::N,lume,мастор ланго
624,Land::N,țară,мастор
625,Staat::N,stat,государства
626,König::N,rege,король
627,Macht::N,putere,азорксчи
628,Macht::N,putință,азорксчи
629,Grenze::N,hotar,буен тешкс
630,Grenze::N,graniță,буен тешкс
631,Grenze::N,frontieră,буен тешкс
632,Krieg::N,război,война
633,Feind::N,dușman,душман
634,Gewalt::N,violență,нарьгамо
635,Kampf::N,luptă,тюрема
636,Bogen[Waffe]::N,arc,нал
637,Pfeil::N,săgeată,нал
638,Gewehr::N,armă,ружия
639,Gewehr::N,armă,винтовка
640,Gewehr::N,pușcă,ружия
641,Gewehr::N,pușcă,винтовка
642,Fehler::N,eroare,ильведькс
643,Fehler::N,eroare,ильведевкс
644,Fehler::N,greșeală,ильведькс
645,Fehler::N,greșeală,ильведевкс
646,Lüge::N,minciună,манчема
647,Lüge::N,minciună,кенгелема
648,Schaden::N,daună,зыян
649,Schaden::N,pagubă,зыян
650,Unglück::N,nenorocire,зыян
651,Schuld::N,vină,чумочи
652,Alter::N,etate,шка
653,Alter::N,vârstă,шка
654,Schluss::N,sfârșit,пе
655,Zeit::N,timp,шка
656,Zeit::N,timp,пинге
657,Zeit::N,vreme,шка
658,Zeit::N,vreme,пинге
659,Tag::N,zi,чи
660,Morgen::N,dimineață,валске
661,Mittag::N,prânz,чикуншка
662,Mittag::N,amiază,чикуншка
663,Abend::N,seară,чокшнэ
664,Nacht::N,noapte,ве
665,Woche::N,săptămână,недля
666,Monat::N,lună,ков
667,Jahr::N,an,ие
668,Frühling::N,primăvară,тундо
669,Sommer::N,vară,кизэ
670,Herbst::N,toamnă,сёксь
671,Winter::N,iarnă,теле
672,Januar::N,ianuarie,якшамков
673,Februar::N,februarie,февраль
674,März::N,martie,март
675,April::N,aprilie,апрель
676,Mai::N,mai,май
677,Juni::N,iunie,июнь
678,Juli::N,iulie,июль
679,August::N,august,август
680,September::N,septembrie,сентября
681,Oktober::N,octombrie,октября
682,November::N,noiembrie,ноября
683,Dezember::N,decembrie,декабря
684,Montag::N,luni,пондельник
685,Dienstag::N,marți,овторник
686,Mittwoch::N,miercuri,серёда
687,Donnerstag::N,joi,цетьверьг
688,Freitag::N,vineri,пеця
689,Samstag::N,sâmbătă,субута
690,Samstag::N,sâmbătă,шлямочи
691,Sonntag::N,duminică,недлячи
692,groß::A,mare,ине
693,groß::A,mare,покш
694,klein::A,mic,вишка
695,lang::A,lung,кувака
696,kurz::A,scurt,нурькине
697,breit::A,lat,келей
698,breit::A,larg,келей
699,schmal::A,strâmt,теине
700,dicht::A,des,тусто
701,dick[Gegenstand]::A,gros,эчке
702,dünn::A,subțire,човине
703,fein::A,fin,човине
704,fein::A,subțire,човине
705,fest::A,tare,кеме
706,fest::A,solid,кеме
707,flach::A,șes,лапужа
708,flach::A,plan,лапужа
709,glatt::A,lins,валаня
710,hart::A,dur,калгодо
711,weich::A,moale,чевте
712,rund::A,rotund,кеверь
713,rund::A,circular,кеверь
714,spitz::A,ascuțit,пшти
715,scharf::A,tăios,пшти
716,scharf::A,ascuțit,пшти
717,stumpf::A,tocit,ношка
718,schwer::A,greu,стака
719,schön::A,frumos,мазый
720,heiß::A,cald,пси
721,heiß::A,fierbinte,пси
722,warm::A,cald,лембе
723,warm::A,fierbinte,лембе
724,kalt::A,rece,якшамо
725,kühl::A,rece,экше
726,kühl::A,răcoros,экше
727,frisch::A,răcoros,свежа
728,frisch::A,proaspăt,свежа
729,feucht::A,umed,летьке
730,feucht::A,jilav,летьке
731,nass::A,ud,начко
732,trocken::A,sec,коське
733,trocken::A,uscat,коське
734,voll::A,plin,пешксе
735,leer::A,gol,чаво
736,offen::A,deschis,панжадо
737,offen::A,deschis,виде
738,geschlossen::A,închis,пекстазь
739,geschlossen::A,închis,сёлгозь
740,sauber::A,curat,ванькс
741,schmutzig::A,murdar,ливезев
742,roh::A,crud,верек
743,reif::A,copt,кенерезь
744,lecker::A,gustos,тантей
745,süß::A,dulce,ламбамо
746,bitter::A,amar,сэпей
747,sauer::A,acru,чапамо
748,hell::A,clar,валдо
749,hell::A,luminos,валдо
750,dunkel::A,obscur,чопода
751,dunkel::A,întunecos,чопода
752,schwarz::A,negru,раужо
753,weiß::A,alb,ашо
754,rot::A,roșu,якстере
755,gelb::A,galben,ожо
756,blau::A,albastru,сэнь
757,grün::A,verde,пиже
758,grau::A,gri,шержев
759,grau::A,cenușiu,шержев
760,bunt::A,colorat,сёрмав
761,billig::A,ieftin,аволь питней
762,teuer::A,scump,питней
763,wertvoll::A,prețios,питней
764,blind::A,orb,сокор
765,taub::A,surd,амариця
766,kräftig::A,tare,пек виев
767,kräftig::A,forte,пек виев
768,kräftig::A,robust,пек виев
769,stark::A,viguros,виев
770,stark::A,puternic,виев
771,schwach::A,slab,лавшо
772,schwach::A,debil,лавшо
773,fett::A,gras,куя
774,schlank::A,zvelt,виде ронга
775,hübsch::A,drăguț,мазый
776,böse::A,rău,кежей
777,böse::A,răutăcios,кежей
778,dumm::A,nerod,чавола
779,dumm::A,nerod,превтеме
780,dumm::A,tâmpit,чавола
781,dumm::A,tâmpit,превтеме
782,faul::A,leneș,нузякс
783,fleißig::A,harnic,мелень путыця
784,fleißig::A,sârguincios,мелень путыця
785,geizig::A,calic,скупой
786,geizig::A,zgârcit,скупой
787,klug::A,isteț,превей
788,klug::A,deștept,превей
789,geschickt::A,dibaci,маштозь теезь
790,lieb::A,drag,вадря
791,lieb::A,iubit,вадря
792,lustig::A,vesel,весёла
793,sanft::A,blând,сэтьме
794,sanft::A,blajin,сэтьме
795,hungrig::A,flămând,вачо
796,krank::A,bolnav,сэредиця
797,nackt::A,gol,штапо
798,traurig::A,trist,нусманя
799,traurig::A,mâhnit,нусманя
800,lebendig::A,viu,эриця
801,gut::A,bun,паро
802,schlecht::A,rău,берянь
803,schlecht::A,prost,берянь
804,richtig::A,drept,виде
805,richtig::A,corect,виде
806,schlimm::A,rău,берянь
807,wahr::A,adevărat,алкуксонь
808,alt::A,uzat,ташто
809,alt::A,vechi,ташто
810,neu::A,nou,од
811,ehemalig::A,fost,икелень
812,ehemalig::A,anterior,икелень
813,alt[Lebewesen]::A,bătrîn,сыре
814,jung::A,tânăr,од
815,arm::A,sărac,кажов
816,arm::A,sărman,кажов
817,reich::A,avut,сюпав
818,reich::A,bogat,сюпав
819,bekannt::A,cunoscut,содавикс
820,berühmt::A,renumit,содавикс
821,fremd::A,străin,лия
822,fremd::A,străin,асодавикс
823,verschieden::A,diferit,эрьва
824,verschieden::A,deosebit,эрьва
825,nah::A,apropiat,а васолонь
826,fern::A,departe,умонь
827,fern::A,departe,кезэрень
