,Concept_ID,ml,os
1123,schenken::V,സമ്മാനം കൊടുക്കുക,лæвар кæнын
1124,versprechen::V,വാഗ്ദാനം_നൽകുക,дзырд раттын
1125,versprechen::V,വാഗ്ദാനം_നൽകുക,зӕрдӕ бавӕрын
1126,wünschen::V,ആഗ്രഹിക്കുക,зæрдæ зæгъы
1127,loben::V,പുകഴ്ത്തുക,раппӕлын
1128,küssen::V,ഉമ്മവയ്ക്കുക,пъа кæнын
1129,küssen::V,ഉമ്മവയ്ക്കുക,ба кæнын
1130,wiegen::V,ഇളകുക,узын
1131,zudecken::V,മുടുക,бамбӕрзын
1132,wecken::V,ഉണർത്തുക,райхъал кӕнын
1133,zeigen::V,കാണിക്കുക,амонын
1134,führen::V,നടത്തുക,кӕнын
1135,führen::V,നടത്തുക,фæкæнын
1136,lehren::V,പഠിപ്പിക്കുക,ахуыр кæнын
1137,unterrichten::V,പരിശീലിപ്പിക്കുക,ахуыр кæнын
1138,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,хъомыл кӕнын
1139,leiten::V,നയിക്കുക,разамынд дӕттын
1140,antreiben::V,പ്രേരിപ്പിക്കുക,тагъд кæнын
1141,antreiben::V,പ്രേരിപ്പിക്കുക,рог кæнын
1142,lassen::V,അനുവദിക്കുക,кæнын
1143,einladen::V,ക്ഷണിക്കുക,ӕрхонын
1144,einladen::V,ക്ഷണിക്കുക,ӕрбахонын
1145,vereinigen::V,കൂടിച്ചേരുക,баиу кӕнын
1146,besuchen::V,സന്ദർശിക്കുക,абæрæг кæнын
1147,besuchen::V,സന്ദർശിക്കുക,бабæрæг кæнын
1148,besuchen::V,സന്ദർശിക്കുക,бауайын
1149,treffen::V,തമ്മിൽ കാണുക,фембæлын
1150,sich versammeln::V,സംയോജിപ്പിക്കുക,æрæмбырд уын
1151,spielen::V,കളിക്കുക,хъазын
1152,singen::V,പാടുക,зарын
1153,tanzen::V,നൃത്തം ചെയ്യുക,кафын
1154,sich trennen::V,നേർപെടുത്തുക,фæйнæрдæм фæцæуын айхæлын
1155,verlassen::V,പിൻവാങ്ങുക,ныууадзын
1156,retten::V,രക്ഷിക്കുക,фервӕзын кӕнын
1157,bewachen::V,കാവൽനിൽക്കുക,хъахъхъӕнын
1158,schützen::V,പരിരക്ഷിക്കുക,хъахъхъӕнын
1159,verteidigen::V,പ്രതിരോധിക്കുക,бахизын
1160,sich schlagen::V,കലഹിക്കുക,хыл кæнын
1161,schießen::V,വെടിവെക്കുക,ӕхсын
1162,siegen::V,വിജയിക്കുക,басӕттын
1163,siegen::V,വിജയിക്കുക,фӕуӕлахиз уӕвын
1164,ärgern::V,വിഷമിപ്പിക്കുക,мӕсты кӕнын
1165,schlagen::V,അടിക്കുക,ныццæвын
1166,treten::V,തൊഴിക്കുക,
1167,stechen::V,കുത്തുക,фæрæхойын
1168,stoßen::V,തള്ളുക,риуыгъын
1169,stehlen::V,മോഷ്ടിക്കുക,давын
1170,stören::V,ശല്യപ്പെടുത്തുക,хъыгдарын
1171,belästigen::V,മെനക്കെടുക,хъыгдарын
1172,verbergen::V,മറയ്ക്കുക,бамбӕхсын
1173,verbergen::V,മറയ്ക്കുക,басусӕг кӕнын
1174,verbergen::V,ഒളിക്കുക,бамбӕхсын
1175,verbergen::V,ഒളിക്കുക,басусӕг кӕнын
1176,täuschen::V,കബളിപ്പിക്കുക,фӕливын
1177,täuschen::V,കബളിപ്പിക്കുക,асайын
1178,betrügen::V,ചതിക്കുക,асайын
1179,töten::V,കൊല്ലുക,амарын
1180,wohnen::V,താമസിക്കുക,цӕрын
1181,arbeiten::V,ജോലിചെയ്യുക,кусын
1182,sammeln::V,സഞ്ചയിക്കുക,æртонын
1183,pflücken::V,പറിച്ചെടുക്കുക,тонын
1184,jagen::V,വേട്ടയാടുക,цуан кæнын
1185,fischen::V,മീൻ പിടിക്കുക,кæсаг ахсын æнгуырæй
1186,fischen::V,മീൻ പിടിക്കുക,æнгуыр дарын
1187,fassen::V,പിടിക്കുക,ӕрцахсын
1188,hüten::V,ചേർക്കുക,хизын
1189,treiben::V,വാഹനം_ഓടിക്കുക,скъӕрын
1190,anbinden::V,കെട്ടിയിടുക,бабæттын
1191,anbinden::V,കെട്ടിയിടുക,æрбæттын
1192,füttern::V,തീറ്റുക,холлаг дæттын
1193,füttern::V,തീറ്റുക,холлаг æвæрын
1194,füttern::V,തീറ്റുക,дарын
1195,melken::V,പാലുകറക്കുക,дуцын
1196,hacken::V,വെട്ടിമുറിക്കുക,кæрдын
1197,hacken::V,വെട്ടിമുറിക്കുക,лыгтæ кæнын
1198,gießen::V,നനയ്ക്കുക,бакалын
1199,reifen::V,പാകമാകുക,срæгъæд уын
1200,reifen::V,പാകമാകുക,сцæттæ уын
1201,zubereiten::V,പാചകം_ചെയ്യുക,сцӕттӕ кӕнын
1202,kochen::V,വേവിക്കുക,фыцын
1203,backen::V,ബേക്ക് ചെയ്യുക,фыцын
1204,braten::V,പോരിക്കുക,цурын
1205,umrühren::V,ഇളക്കുക,ахæццæ кæнын
1206,umrühren::V,ഇളക്കുക,азмæнтын
1207,umrühren::V,ഇളക്കുക,астауын
1208,stricken::V,മെടയുക,кæнын
1209,stricken::V,മെടയുക,бийын
1210,nähen::V,തുന്നുക,хуыйын
1211,färben::V,ചായം പൂശുക,ахорын
1212,reinigen::V,വൃത്തിയാക്കുക,ссыгъдæг кæнын
1213,reinigen::V,വൃത്തിയാക്കുക,ныссыгъдæг кæнын
1214,reinigen::V,വൃത്തിയാക്കുക,ныссæрфын
1215,waschen::V,കഴുകുക,ӕхсын
1216,abwischen::V,തുടയ്ക്കുക,сӕрфын
1217,spülen::V,കഴുകുക,æнхъæвзын
1218,fegen::V,അടിച്ചുവാരുക,мӕрзын
1219,kehren::V,അടിച്ചുവാരുക,мӕрзын
1220,baden::V,നീന്തിത്തുടിക്കുക,хи найын
1221,sich waschen::V,കഴുകുക,хи æхсын
1222,ausziehen::V,ഇഴുക്കുക,ласын
1223,anziehen::V,ഉടുക്കുക,скæнын
1224,sich anziehen::V,ധരിച്ച നേടുകയുക,дзаума скæнын
1225,sich anziehen::V,ധരിച്ച നേടുകയുക,дарæс скæнын
1226,kämmen::V,മുടിചീകുക,ныффасын
1227,kämmen::V,മുടിചീകുക,æрфасын
1228,schmücken::V,അലങ്കരിക്കുക,фӕлындын
1229,sagen::V,പറയുക,зæгъын
1230,sprechen::V,സംസാരിക്കുക,дзурын
1231,reden::V,സംസാരിക്കുക,ныхас кӕнын
1232,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,ныхас кæнын
1233,fragen::V,ചോദിക്കുക,фӕрсын
1234,bitten::V,അപേക്ഷിക്കുക,курын
1235,erzählen::V,പറയുക,радзурын
1236,erzählen::V,പറയുക,ратаурæгъ кæнын
1237,mitteilen::V,അറിയിക്കുക,фехъусын кæнын
1238,nennen::V,പേരിടുക,хонын
1239,rufen::V,വിളിക്കുക,сидын
1240,prahlen::V,പൊങ്ങച്ചം പറയുക,ӕппӕлын
1241,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ратæлмац кæнын
1242,denken::V,ചിന്തിക്കുക,ӕнхъӕлын
1243,denken::V,ചിന്തിക്കുക,хъуыды кӕнын
1244,glauben::V,വിശ്വസിക്കുക,уырнын
1245,bemerken::V,ശ്രദ്ധിക്കുക,фенын
1246,erkennen::V,തിരിചറിയുക,базонын
1247,begreifen::V,കൈപ്പിടിയിലാക്കുക,ӕмбарын
1248,begreifen::V,കൈപ്പിടിയിലാക്കുക,бамбарын
1249,verstehen::V,മനസ്സിലാക്കുക,
1250,lernen::V,പഠിക്കുക,ахуыр кӕнын
1251,wissen::V,അറിയുക,зонын
1252,sich erinnern an::V,ഓർമിക്കുക,зæрдыл æрлæууын
1253,sich erinnern an::V,ഓർമിക്കുക,æрымысын
1254,sich erinnern an::V,ഓർമിക്കുക,æрбаймысын
1255,sich erinnern an::V,ഓർമിക്കുക,æрхъуыды кæнын
1256,vergessen::V,മറക്കുക,ферох кæнын
1257,vergessen::V,മറക്കുക,айрох кæнын
1258,messen::V,അളക്കുക,барын
1259,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,нымайын
1260,rechnen::V,ഗണിക്കുക,хынцын
1261,lesen::V,വായിക്കുക,кӕсын
1262,lesen::V,വായിക്കുക,фӕрсын
1263,malen::V,ചിത്രം വരയ്ക്കുക,ныв кӕнын
1264,zeichnen::V,വരയ്ക്കുക,ныв кӕнын
1265,schreiben::V,എഴുതുക,фыссын
1266,besitzen::V,സ്വന്തമാക്കുക,хицау уын
1267,kaufen::V,വാങ്ങുക,балхӕнын
1268,verkaufen::V,വിൽക്കുക,уӕй кӕнын
1269,bezahlen::V,പരിഹാരം ചെയ്യുക,бафидын
1270,zahlen::V,പണം അടയ്ക്കുക,фидын
1271,beherrschen::V,ഭരിക്കുക,æлдариуæг кæнын
1272,ertragen::V,താങ്ങുക,бавзарын
