,Concept_ID,ml,os
305,Kreuz::N,കുരിശടയാളം,дзуар
306,Linie::N,വര,хахх
307,Linie::N,രേഖ,хахх
308,Strich::N,പക്ഷാഘാതം,хахх
309,Abstand::N,വിടവ്,æхсæнуат
310,Entfernung::N,അകലം,дæрддзæг
311,Entfernung::N,അകലം,дардцæг
312,Gegend::N,പ്രദേശം,ран
313,Platz::N,ഇടം,бууат
314,Ort::N,സ്ഥലം,ран
315,Ort::N,സ്ഥലം,бынат
316,Seite::N,വശം,фахс
317,Mitte::N,മധ്യസ്ഥാനം,астӕу
318,Gegenstand::N,സാധനം,дзаума
319,Sache::N,വസ്തു,дзаума
320,Rand::N,തൊങ്ങൽ,кӕрон
321,Kante::N,അറ്റം,фӕрск
322,Ecke::N,മൂല,тигъ
323,Ecke::N,മൂല,фисын
324,Spitze::N,അഗ്രം,бырынкъ
325,Ende::N,അവസാനം,кӕрон
326,Loch::N,ദ്വാരം,хуынкъ
327,Winkel::N,കോൺ,къуым
328,Muster::N,ക്രമം,нывæфтыд
329,Muster::N,ക്രമം,кæдзист
330,Größe::N,വലുപ്പം,ас
331,Länge::N,നീളം,дӕргъ
332,Höhe::N,ഉയരം,бæрзонд
333,Höhe::N,ഉയരം,бæрзæнд
334,Höhe::N,ഉയരം,бæрзонддзинад
335,Gewicht::N,കട്ടി,уӕз
336,Menge::N,അളവ്,бӕрц
337,Haufen::N,കൂമ്പാരം,кӕри
338,Reihe::N,വരി,рӕнхъ
339,Boot::N,ബോട്ട്,чема
340,Ruder::N,പങ്കായം,къохар
341,Schlitten::N,ഉരുളില്ലാവണ്ടി,дзоныгъ
342,Ski::N,ഹിമപാദുകം,къахдзоныгътæ
343,Ski::N,ഹിമപാദുകം,лыжæтæ
344,Lagerfeuer::N,തീ,арт
345,Last::N,ഭാരം,уаргъ
346,Gang::N,നടത്തം,цыд
347,Schritt::N,ചുവട്,санчъех
348,Schritt::N,ചുവട്,къахдзӕф
349,Norden::N,വടക്ക്,цæгат
350,Süden::N,തെക്ക്,хуссар
351,Westen::N,പടിഞ്ഞാറ്,ныгуылæн
352,Osten::N,കിഴക്ക്,скæсæн
353,Holz::N,തടി,хъӕдӕрмӕг
354,Brett::N,ബോർഡ്,фæйнæг
355,Platte::N,തകിട്,къӕй
356,Stütze::N,താങ്ങ്,быцæу
357,Stange::N,കമ്പ്,хъил
358,Stock::N,വടി,лӕдзӕг
359,Stab::N,കുറുവടി,хъил
360,Rohr::N,കുഴൽ,хӕтӕл
361,Haus::N,വീട്,хӕдзар
362,Heim::N,വീട്,къона
363,Ofen::N,സ്റ്റൌ,пец
364,Fußboden::N,തറ,астӕрд
365,Tisch::N,മേശ,стъол
366,Stuhl::N,കസേര,бандон
367,Wiege::N,തൊട്ടിൽ,авдæн
368,Bett::N,കിടക്ക,сынтӕг
369,Regal::N,ഷെൽഫ്,тӕрхӕг
370,Regal::N,ഷെൽഫ്,уӕлвӕйнӕг
371,Kiste::N,പെട്ടി,асыкк
372,Fenster::N,ജനൽ,рудзынг
373,Fenster::N,ജനൽ,фæрссаг
374,Tür::N,വാതിൽ,дуар
375,Tor::N,കവാടം,кулдуар
376,Zaun::N,വേലി,æмбонд
377,Zaun::N,വേലി,быру
378,Zaun::N,വേലി,гæрæн
379,Dach::N,മേൽക്കുര,уӕлхӕдзар
380,Leiter::N,ഏണി,асин
381,Besen::N,ചൂല്,уисой
382,Spaten::N,തൂമ്പ,бел
383,Schaufel::N,തൂമ്പ,æвгæнæн
384,Schaufel::N,തൂമ്പ,кæфой
385,Gabel::N,മുൾക്കത്തി,вилкæ
386,Löffel::N,സ്പൂൺ,уидыг
387,Messer::N,കത്തി,кард
388,Nagel::N,ആണി,зӕгӕл
389,Netz::N,വല,хыз
390,Haken::N,കൊളുത്ത്,хæдз
391,Haken::N,കൊളുത്ത്,хæбырæгъ
392,Griff::N,കൈപ്പിടി,фистон
393,Schloss::N,പൂട്ട്,гуыдыр
394,Bild::N,ചിത്രം,ныв
395,Figur::N,കണക്ക്,кæрдгæныв
396,Puppe::N,പാവ,чындз
397,Beutel::N,ബാഗ്,дзӕкъул
398,Bündel::N,കെട്ട്,баст
399,Tasche::N,ബാഗ്,хызын
400,Tasche::N,ബാഗ്,дзæкъул
401,Eimer::N,ബക്കറ്റ്,къæрта
402,Eimer::N,ബക്കറ്റ്,чъыбыла
403,Eimer::N,ബക്കറ്റ്,ведра
404,Deckel::N,ഉറ,сæр
405,Deckel::N,ഉറ,æмбæрзæн
406,Geschirr::N,പിഞ്ഞാണം,мигæнæн
407,Geschirr::N,പിഞ്ഞാണം,мигæнæнтæ
408,Sack::N,ചാക്ക്,голлаг
409,Tasse::N,കപ്പ്,пиала
410,Tasse::N,കപ്പ്,къус
411,Topf::N,പാത്രം,аг
412,Topf::N,പാത്രം,чысыл аг
413,Kessel::N,കെറ്റ്ല്,аг
414,Essen::N,ആഹാരസമയം,хӕрд
415,Nahrung::N,ഭക്ഷണം,хойраг
416,Speise::N,ഡിഷ്,хӕринаг
417,Fleisch::N,മാംസം,дзидза
418,Fleisch::N,മാംസം,фыдызгъӕл
419,Getreide::N,ചോളം,халсар
420,Brei::N,കഞ്ഞി,кас
421,Brot::N,റോട്ടി,дзул
422,Scheibe::N,തുണ്ട്,къӕбӕр
423,Fett::N,കൊഴുപ്പ്,сой
424,Butter::N,വെണ്ണ,нӕлхӕ
425,Öl::N,എണ്ണ,зети
426,Salz::N,ഉപ്പ്,цӕхх
427,Suppe::N,സൂപ്പ്,бас
428,Honig::N,തേൻ,мыд
429,Milch::N,പാൽ,ӕхсыр
430,Tee::N,ചായ,цай
431,Leder::N,തുകൽ,мæскуы
432,Wolle::N,കമ്പിളി,фӕсмын
433,Stoff::N,തുണി,хъуымац
434,Nadel::N,സൂചി,судзин
435,Faden::N,നൂല്,ӕндах
436,Knopf::N,ബട്ടൺ,цӕппӕр
437,Knoten::N,കുരുക്ക്,ӕлхынцъ
438,Farbe::N,പെയിൻറ്,ахорæн
439,Kleidung::N,വസ്ത്രങ്ങൾ,дарӕс
440,Hemd::N,ഷർട്ട്,хӕдон
441,Kragen::N,കുപ്പായക്കഴുത്ത്,æфцæггот
442,Ärmel::N,കുപ്പായക്കൈ,дыс
443,Hose::N,ട്രൌസർ,хæлаф
444,Hose::N,ട്രൌസർ,æддаг хæлаф
445,Hose::N,ട്രൌസർ,салбар
446,Gürtel::N,ബെൽറ്റ്,рон
447,Mütze::N,തൊപ്പി,худ
448,Schuh::N,ഷൂ,басмахъ
449,Stiefel::N,ബൂട്ട്,цырыхъхъ
450,Ring::N,മോതിരം,къухдарӕн
451,Band::N,റിബൺ,лент
452,Kamm::N,ചീപ്പ്,сӕрвасӕн
453,Spiegel::N,കണ്ണാടി,айдæн
454,Spiegel::N,കണ്ണാടി,кæсæн
455,Riemen::N,സ്ട്രാപ്പ്,гӕрз
456,Schnur::N,ചരട്,бӕндӕн
457,Leine::N,കെട്ടാനുള്ള തോൽവാർ,
458,Decke::N,പുതപ്പ്,хъӕццул
459,Kissen::N,തലയിണ,баз
460,Tuch::N,സ്കാർഫ്,кæлмæрзæн
461,Tuch::N,സ്കാർഫ്,кæрдæн
462,Handtuch::N,തോർത്ത്,хисæрфæн
463,Kraft::N,ശക്തി,тых
464,Kraft::N,ശക്തി,хъомыс
465,Stärke::N,ശക്തി,тых
466,Stärke::N,ശക്തി,æхсар
467,Gesundheit::N,ആരോഗ്യം,æнæниздзинад
468,Krankheit::N,അസുഖം,низ
469,Krankheit::N,അസുഖം,рын
470,Schmerz::N,വേദന,рис
471,Wunde::N,മുറിവ്,цӕф
472,Fieber::N,പനി,ризӕг
473,Fieber::N,പനി,тӕфсӕг
474,Arznei::N,മരുന്ന്,хос
475,Brücke::N,പാലം,хид
476,Brunnen::N,കിണർ,цъай
477,Weide::N,മേച്ചൽ,хизæн
478,Weide::N,മേച്ചൽ,хизæнуат
479,Weide::N,മേച്ചൽ,сæрвæт
480,Pfad::N,വഴി,къахвæндаг
481,Pfad::N,വഴി,къахвæд
482,Weg::N,വഴി,фӕндаг
483,Straße::N,റോഡ്,фӕндаг
484,Dorf::N,ഗ്രാമം,хъӕу
485,Stadt::N,നഗരം,сахар
486,Brief::N,കത്ത്,фыстӕг
487,Buch::N,പുസ്തകം,чиныг
488,Buchstabe::N,അക്ഷരം,дамгъӕ
489,Zeitung::N,വർത്തമാനപത്രം,газет
490,Leben::N,ജീവൻ,цард
491,Leben::N,ജീവൻ,цӕрӕнбон
492,Tod::N,മരണം,мæлæт
493,Tod::N,മരണം,адзал
494,Grab::N,ശവക്കുഴി,ингӕн
495,Kirche::N,പള്ളി,аргъуан
496,Sünde::N,പാപം,тæригъæд
497,Gott::N,ദൈവം,хуыцау
498,Arbeiter::N,ജോലിക്കാരൻ,кусæг
499,Chef::N,മേധാവി,ӕмцег
500,Meister::N,യജമാനൻ,мастер
501,Meister::N,യജമാനൻ,дæсны
502,Arzt::N,ഡോക്ടർ,хосгæнæг
503,Arzt::N,ഡോക്ടർ,дохтыр
504,Lehrer::N,അധ്യാപകൻ,ахуыргæнæг
505,Geld::N,പണം,ӕхца
506,Geschäft::N,ബിസിനസ്,бизнес
507,Geschäft::N,ബിസിനസ്,хъуыддаг
508,Laden::N,കട,дукани
509,Preis::N,വില,аргъ
510,Ware::N,ചരക്ക്,базайраг
511,Nutzen::N,ലാഭം,пайда
512,Reichtum::N,ധനം,хъæздыгдзинад
513,Reichtum::N,ധനം,исбон
514,Reichtum::N,ധനം,мулк
515,Welt::N,ലോകം,дуне
516,Land::N,രാജ്യം,бӕстӕ
517,Staat::N,രാജ്യം,паддзахад
518,König::N,രാജാവ്,къарол
519,Macht::N,അധികാരം,хицаудзинад
520,Grenze::N,അതിർത്തി,арӕн
521,Krieg::N,യുദ്ധം,хӕст
522,Feind::N,ശത്രു,знаг
523,Feind::N,ശത്രു,фыдгул
524,Feind::N,ശത്രു,фыдзæрдæ
525,Feind::N,ശത്രു,сон
526,Gewalt::N,അക്രമം,тыхми
527,Gewalt::N,അക്രമം,тыхдзинад
528,Kampf::N,പോരാട്ടം,хæст
529,Kampf::N,പോരാട്ടം,хъæбысæйхæст
530,Kampf::N,പോരാട്ടം,тох
531,Bogen[Waffe]::N,വില്ല്,ӕрдын
532,Pfeil::N,അമ്പ്,фат
533,Gewehr::N,തോക്ക്,топп
534,Fehler::N,പിശക്,рӕдыд
535,Lüge::N,കള്ളം,мӕнг
536,Lüge::N,കള്ളം,гӕдыдзинад
537,Schaden::N,കേടുപാട്,зиан
538,Unglück::N,ദൌർഭാഗ്യം,бæллæх
539,Schuld::N,തെറ്റ്,азым
540,Alter::N,വയസ്സ്,кар
541,Schluss::N,നിഗമനം,кæрон
542,Zeit::N,സമയം,рӕстӕг
543,Tag::N,ദിവസം,бон
544,Morgen::N,പ്രഭാതം,райсом
545,Mittag::N,ഉച്ച,æмбисбон
546,Abend::N,സായാഹ്നം,изӕр
547,Nacht::N,രാത്രി,ӕхсӕв
548,Woche::N,ആഴ്ച,къуыри
549,Monat::N,മാസം,мӕй
550,Jahr::N,വർഷം,аз
551,Jahr::N,വർഷം,афӕдз
552,Frühling::N,വസന്തം,уалдзæг
553,Sommer::N,വേനൽ,сӕрд
554,Herbst::N,ശരത്കാലം,фæззæг
555,Winter::N,ശൈത്യം,зымӕг
556,Januar::N,ജനുവരി,январь
557,Februar::N,ഫെബ്രുവരി,февраль
558,März::N,മാർച്ച്,мартъи
559,April::N,ഏപ്രിൾ മാസം,апрель
560,Mai::N,മെയ് മാസം,май
561,Juni::N,ജൂൺ,июнь
562,Juli::N,ജൂലൈ,июль
563,August::N,ആഗസ്റ്റ്,август
564,September::N,സെപ്തംബർ,сентябрь
565,Oktober::N,ഒക്ടോബർ,октябрь
566,November::N,നവംബർ,ноябрь
567,Dezember::N,ഡിസംബർ,декабрь
568,Montag::N,തിങ്കളാഴ്ച,къуырисæр
569,Dienstag::N,ചൊവ്വ,дыццæг
570,Mittwoch::N,ബുധനാഴ്ച,æртыццæг
571,Donnerstag::N,വ്യാഴാഴ്ച,цыппæрæм
572,Freitag::N,വെള്ളിയാഴ്ച,майрæмбон
573,Samstag::N,ശനിയാഴ്ച,сабат
574,Sonntag::N,ഞായറാഴ്ച,хуыцаубон
575,groß::A,വലിയ,дынджыр
576,klein::A,ചെറിയ,гыццыл
577,lang::A,നീണ്ട,даргъ
578,kurz::A,ഹ്രസ്വമായ,цыбыр
579,breit::A,വിശാലമായ,фӕтӕн
580,schmal::A,ഇടുങ്ങിയ,нарӕг
581,schmal::A,ഇടുങ്ങിയ,уынгӕг
582,dicht::A,നിബിഡമായ,бæзджын
583,dicht::A,നിബിഡമായ,тар
584,dick[Gegenstand]::A,തടിച്ച,сӕвджын
585,dünn::A,മെലിഞ്ഞ,тæнæг
586,fein::A,നേർത്ത,лыстӕг
587,fest::A,ഉറപ്പുള്ള,фидар
588,fest::A,ഉറപ്പുള്ള,хъӕддых
589,flach::A,പരന്ന,тъӕпӕн
590,glatt::A,മിനുസമുള്ള,лӕгъз
591,hart::A,കട്ടിയുള്ള,хъӕбӕр
592,weich::A,മൃദുവായ,фӕлмӕн
593,rund::A,വട്ടത്തിലുള്ള,тымбыл
594,spitz::A,മുനയുള്ള,цыргъбырынкъ
595,spitz::A,മുനയുള്ള,цыргъфындз
596,scharf::A,മൂർച്ചയുള്ള,цыргъ
597,stumpf::A,തുറന്നടിക്കുന്ന,къуымых
598,schwer::A,ഭാരമുള്ള,уӕззау
599,schön::A,മനോഹരമായ,аив
600,schön::A,മനോഹരമായ,рӕсугъд
601,heiß::A,ചൂടുള്ള,тӕвд
602,warm::A,ചൂടുള്ള,хъарм
603,kalt::A,തണുത്ത,уазал
