,Concept_ID,kv,ps
177,Kranich::N,тури,کلنګ
178,Krähe::N,рака,کارغه
179,Kuckuck::N,кӧк,فاخته
180,Schwan::N,юсь,قو
181,Fisch::N,чери,کب
182,Fisch::N,чери,ماهی
183,Barsch::N,ёкыш,
184,Hecht::N,сирпинь,
185,Schlange[Tier]::N,змей,مار
186,Wurm::N,номыр,چینجی
187,Spinne::N,черань,غڼه
188,Spinne::N,черань,تارکښ
189,Ameise::N,кӧдзывкар,مېږی
190,Laus::N,ляпа той,سپږه
191,Mücke::N,ном,ماشی
192,Fliege::N,гут,مچ
193,Schmetterling::N,бабыв,پتنګ
194,Beere::N,ягӧд,مېوۍ
195,Apfel::N,яблоко,مڼه
196,Pilz::N,тшак,خرېړی
197,Zwiebel::N,грез,پیاز
198,Saat::N,кӧдзыс,تخم
199,Korn::N,сю,تخم
200,Korn::N,сю,دانه
201,Heu::N,турун,بوس
202,Heu::N,турун,پروړه
203,Schale::N,кыш,پوستکی
204,Schale::N,киль,پوستکی
205,Grube::N,яма,کنده
206,Falle::N,нальк,دام
207,Falle::N,нальк,لومه
208,Falle::N,кляпча,دام
209,Falle::N,кляпча,لومه
210,Schlinge::N,лӧч,کړۍ
211,Spur::N,туй,نښه
212,Asche::N,пӧим,آس
213,Asche::N,пӧим,ایره
214,Dreck::N,нять,ناپاکي
215,Eisen::N,кӧрт,اوسپنه
216,Gold::N,зарни,سره زر
217,Silber::N,язісь,نقره
218,Silber::N,язісь,سپین زر
219,Kohle::N,шом,سکور
220,Kohle::N,шом,سکاره
221,Kohle::N,уголь,سکور
222,Kohle::N,уголь,سکاره
223,Glas::N,стекло,ښيښه
224,Lehm::N,сёй,خټه
225,Sand::N,лыа,شګه
226,Mensch::N,морт,انسان
227,Mann::N,мужик,سړی
228,Mann::N,мужик,نارینه
229,Frau::N,инька,ښځه
230,Kind::N,кага,بچی
231,Kind::N,кага,ماشوم
232,Junge::N,зонка,هلک
233,Mädchen::N,нывкаок,نجلۍ
234,Familie::N,семья,کورنۍ
235,Großvater::N,дед,بابا
236,Großmutter::N,баб,انا
237,Eltern::N,ай-мам,مور او پلار
238,Vater::N,ай,پلار
239,Mutter::N,мам,مور
240,Sohn::N,зон,زوی
241,Tochter::N,ныв,لور
242,Bruder::N,вон,ورور
243,Schwester::N,сой,خور
244,Onkel::N,дядь,تره
245,Onkel::N,дядь,ماما
246,Tante::N,айӧлӧн сой,خاله
247,Tante::N,ичинь,خاله
248,Ehemann::N,жӧник,مېړه
249,Ehefrau::N,инь,مېرمن
250,Freude::N,гаж,خوشحالي
251,Freude::N,радъялӧм,خوشحالي
252,Gelächter::N,сералӧм,خندا
253,Glück::N,мичлун,بخت
254,Kummer::N,шог,غم
255,Wunsch::N,мӧдӧм,هيله
256,Wunsch::N,мӧдӧм,غوښتنه
257,Wunsch::N,охотитӧм,هيله
258,Wunsch::N,охотитӧм,غوښتنه
259,Lust::N,охота,شوق
260,Lust::N,охота,مینه
261,Geist::N,лов,روح
262,Gedanke::N,дума,فکر
263,Gedächtnis::N,тӧдвыв,یاد
264,Gedächtnis::N,тӧдвыв,حافظه
265,Verstand::N,вежӧр,عقل
266,Verstand::N,вежӧр,شعور
267,Sinn::N,ылӧс,معنی
268,Grund::N,мог,علت
269,Grund::N,мог,اساس
270,Wahrheit::N,правда,حقیقت
271,Gespräch::N,сёрни,مرکه
272,Gespräch::N,сёрни,خبرې اترې
273,Märchen::N,сказка,افسانه
274,Erzählung::N,висьт,قصه
275,Erzählung::N,висьт,کیسه
276,Nachricht::N,юӧр,خبر
277,Nachricht::N,висьталӧм,خبر
278,Neuigkeit::N,новость,نوی خبر
279,Name::N,ним,نوم
280,Rätsel::N,загадка,کیسۍ
281,Rätsel::N,загадка,چیستان
282,Rede::N,сёрни,وینا
283,Sprache::N,кыв,ژبه
284,Stimme::N,голос,غږ
285,Stimme::N,голос,اواز
286,Wort::N,кыв,لغت
287,Wort::N,кыв,کلمه
288,Zeichen::N,пас,نښه
289,Zeichen::N,пас,اشاره
290,Ruf::N,чуксӧм,ږغ
291,Ruf::N,чуксӧм,بلنه
292,Ruf::N,чукӧстӧм,ږغ
293,Ruf::N,чукӧстӧм,بلنه
294,Lärm::N,шум,غالمغال
295,Laut::N,шы,ږغ
296,Ton::N,гор,اواز
297,Lied::N,сьыланкыв,غزله
298,Lied::N,сьыланкыв,سندره
299,Ruhe::N,спокой,ارامي
300,Leute::N,йӧз,خلک
301,Volk::N,йӧз,ولس
302,Volk::N,народ,ولس
303,Arbeit::N,удж,کار
304,Gast::N,гӧсь,مېلمه
305,Geschenk::N,гӧснеч,تحفه
306,Geschenk::N,гӧснеч,سوغات
307,Geschenk::N,подарок,تحفه
308,Geschenk::N,подарок,سوغات
309,Spiel::N,орсӧм,لوبه
310,Gesellschaft::N,компания,ډله
311,Hilfe::N,отсӧт,کومک
312,Hilfe::N,отсӧт,مرسته
313,Freund::N,модз,ملګری
314,Freund::N,дружок,ملګری
315,Kamerad::N,тӧдса,انډيوال
316,Angelegenheit::N,дело,موضوع
317,Anzahl::N,лыд,شمېر
318,Anzahl::N,лыд,تعداد
319,Art::N,пӧлӧс,ډول
320,Stück::N,тор,ټوټه
321,Teil::N,юкӧм,برخه
322,Hälfte::N,джын,نیم
323,Kreis::N,круг,دایره
324,Kreuz::N,перна,صلیب
325,Linie::N,визь,خط
326,Linie::N,визь,لیکه
327,Strich::N,кырӧв,کرښه
328,Abstand::N,колас,فاصله
329,Entfernung::N,ылына,واټن
330,Gegend::N,места,سیمه
331,Gegend::N,места,منطقه
332,Platz::N,места,ځای
333,Ort::N,места,ځای
334,Seite::N,ладор,مخ
335,Seite::N,ладор,اړخ
336,Mitte::N,шӧр,وسط
337,Mitte::N,шӧр,مینځ
338,Gegenstand::N,тор,شی
339,Sache::N,тор,شی
340,Sache::N,тор,څيز
341,Rand::N,дор,څنډه
342,Rand::N,дор,کناره
343,Kante::N,ордлы,اړخ
344,Ecke::N,пельӧс,ګوټ
345,Spitze::N,йыв,څوکه
346,Ende::N,йыв,څوکه
347,Loch::N,осьта,سوری
348,Winkel::N,пельӧс,کنج
349,Winkel::N,пельӧс,کوتی
350,Muster::N,сер,نمونه
351,Größe::N,ыжда,قد
352,Größe::N,ыжда,لويوالی
353,Länge::N,кузя,طول
354,Länge::N,кузя,اوږد والی
355,Höhe::N,сувда,جګوالی
356,Höhe::N,вылына,جګوالی
357,Gewicht::N,сьӧкта,وزن
358,Haufen::N,куча,کوټه
359,Reihe::N,лёдз,صف
360,Reihe::N,лёдз,کتار
361,Boot::N,пыж,قايق
362,Ruder::N,пелыс,چپه
363,Schlitten::N,додь,ښویېدونی
364,Ski::N,лямпа,سکي
365,Lagerfeuer::N,бипур,اور
366,Last::N,тягота,بار
367,Last::N,тягота,پېټی
368,Gang::N,мунӧм,تګ
369,Schritt::N,вожмӧв,ګام
370,Norden::N,ой,شمال
371,Süden::N,лун,سوېل
372,Westen::N,рытвыв,لوېدېځ
373,Osten::N,асыв,شرق
374,Osten::N,асыв,ختیځ
375,Holz::N,пу,لرګی
376,Brett::N,пӧв,تخته
377,Platte::N,плита,تخته
378,Stütze::N,пика,تکیوان
379,Stange::N,зор,ډاګه
380,Stange::N,потш,ډاګه
381,Stock::N,бедь,لرګی
382,Stab::N,шест,چيخله
383,Rohr::N,труба,نل
384,Haus::N,керку,کور
385,Heim::N,керку,کور
386,Ofen::N,пӧжавны,تودنۍ
387,Fußboden::N,джодж,غولی
388,Tisch::N,пызан,مېز
389,Stuhl::N,стул,چوکۍ
390,Wiege::N,зыбка,زانګو
391,Bett::N,кровать,کټ
392,Bett::N,кровать,چپرکټ
393,Regal::N,джадж,تاخچۍ
394,Kiste::N,ящик,صندوق
395,Fenster::N,ӧшын,کړکۍ
396,Tür::N,ыбӧс,دروازه
397,Tor::N,ворота,دروازه
398,Zaun::N,забор,کټاره
399,Dach::N,крыша,بام
400,Leiter::N,лиснич,زينه
401,Besen::N,рос,جارو
402,Spaten::N,зыр,یوم
403,Schaufel::N,зыр,بېلچه
404,Gabel::N,вила,پنجه
405,Löffel::N,пань,کاشوغه
406,Messer::N,пурт,چاقو
407,Nagel::N,кӧрттув,ميخ
408,Netz::N,кыйӧт,جال
409,Haken::N,ем,څنګک
410,Griff::N,пу,لاستی
411,Schloss::N,замок,کلپ
412,Bild::N,картина,رسم
413,Figur::N,мыгӧр,قدوقامت
414,Puppe::N,акань,ګوډۍ
415,Beutel::N,мешӧк,کڅوړه
416,Bündel::N,нин,دسته
417,Tasche::N,сумка,بکس
418,Tasche::N,сумка,توبره
419,Eimer::N,ведра,سطل
420,Deckel::N,вевт,سرپوښ
421,Geschirr::N,доз,لوښی
422,Geschirr::N,бекӧрпань,لوښی
423,Sack::N,мешӧк,جوال
424,Tasse::N,бекӧр,پیاله
425,Topf::N,кастрюля,دېګی
426,Kessel::N,пӧрт,دېګ
427,Essen::N,сёйӧм,خوراک
428,Nahrung::N,вердан,خوراک
429,Speise::N,сёян,خواړه
430,Fleisch::N,яй,غوښه
431,Getreide::N,сю,غله
432,Brei::N,каша,اوګره
433,Brot::N,нянь,ډوډۍ
434,Scheibe::N,шӧрӧм,مړۍ
435,Fett::N,гос,غوړي
436,Butter::N,ви,کوچ
437,Öl::N,ви,تېل
438,Salz::N,сов,مالګه
439,Suppe::N,шыд,شوربا
440,Honig::N,ма,شات
441,Milch::N,йӧв,شوده
442,Tee::N,чай,چای
443,Leder::N,кучик,څرمن
444,Wolle::N,гӧн,پشم
445,Stoff::N,дӧра,ټوټه
446,Nadel::N,ем,ستن
447,Faden::N,сунис,تار
448,Knopf::N,кизь,تڼۍ
449,Knopf::N,кизь,تکمه
450,Knoten::N,узӧв,غوټه
451,Knoten::N,гӧрӧд,غوټه
452,Farbe::N,краска,رنګ
453,Kleidung::N,паськӧм,کالي
454,Hemd::N,йӧрнӧс,کميس
455,Kragen::N,воротник,غاړه
456,Ärmel::N,сос,لستوڼی
457,Hose::N,вешьян,پطلون
458,Gürtel::N,йи,کمربند
459,Mütze::N,шапка,خولۍ
460,Schuh::N,ботинки,بوټ
461,Stiefel::N,сапог,موزه
462,Ring::N,чунькытш,ګوته
463,Band::N,ленточка,فيته
464,Kamm::N,сынан,ګمنځ
465,Spiegel::N,зеркало,ایینه
466,Spiegel::N,зеркало,هنداره
467,Riemen::N,ремень,تسمه
468,Schnur::N,гез,مزی
469,Leine::N,повод,رسۍ
470,Decke::N,одеяло,بړستن
471,Kissen::N,подушка,بالښت
472,Tuch::N,чышьян,ټیکری
473,Handtuch::N,чышкӧт,دسمال
474,Kraft::N,прак,زور
475,Kraft::N,прак,توان
476,Stärke::N,вын,قوت
477,Gesundheit::N,здоровье,صحت
478,Gesundheit::N,здоровье,روغتیا
479,Krankheit::N,шог,مرض
480,Krankheit::N,шог,ناروغي
481,Schmerz::N,зубыт,درد
482,Wunde::N,рана,ټپ
483,Wunde::N,рана,زخم
484,Fieber::N,лёк тресся,تبه
485,Fieber::N,кынтан шогӧт,تبه
486,Arznei::N,лекарство,دوا
487,Arznei::N,лекарство,دارو
488,Brücke::N,пос,پول
489,Brunnen::N,колодец ,څاه
490,Brunnen::N,колодец ,کوهی
491,Weide::N,пода йирсян,وله
492,Pfad::N,туй,تړه
493,Weg::N,туй,لیار
494,Straße::N,туй,سړک
495,Dorf::N,деревня,کلی
496,Stadt::N,город,ښار
497,Brief::N,гижӧт,لیک
498,Brief::N,гижӧт,مکتوب
499,Buch::N,книга,کتاب
500,Buchstabe::N,буква,حرف
501,Buchstabe::N,буква,توری
502,Zeitung::N,газета,اخبار
503,Leben::N,олан,ژوند
504,Tod::N,кулӧм,مرګ
505,Tod::N,кулӧм,مړینه
506,Grab::N,гу,قبر
507,Grab::N,гу,ډورۍ
508,Kirche::N,вичку,کلیسا
509,Sünde::N,грек,ګناه
510,Gott::N,ен,خدای
511,Arbeiter::N,уджалiсь,کاریګر
512,Chef::N,начальник,آمر
513,Meister::N,мастер,استاد
514,Arzt::N,врач,طبیب
515,Arzt::N,врач,ډاکټر
516,Lehrer::N,велӧтісь,معلم
517,Lehrer::N,велӧтісь,ښوونکی
518,Geld::N,деньга,پیسې
519,Geschäft::N,удж,سوداګري
520,Laden::N,магазин,دکان
521,Laden::N,магазин,مغازه
522,Preis::N,дон,بیه
523,Ware::N,товар,مال
524,Nutzen::N,путь,ګټه
525,Reichtum::N,богатство,شتمني
526,Welt::N,му,نړۍ
527,Welt::N,му,دنیا
528,Land::N,страна,هېواد
529,Staat::N,государство,دولت
530,König::N,кан,باچا
531,König::N,кан,پادشاه
532,Macht::N,власть,قدرت
533,Grenze::N,граница,حد
534,Grenze::N,граница,سرحد
535,Krieg::N,война,جګړه
536,Feind::N,враг,دښمن
537,Kampf::N,нярасьӧм,جنګ
538,Kampf::N,нярасьӧм,مبارزه
539,Kampf::N,вермасьӧм,جنګ
540,Kampf::N,вермасьӧм,مبارزه
541,Bogen[Waffe]::N,лук,لیندۍ
542,Pfeil::N,ньӧв,غشی
543,Gewehr::N,ружьё,ټوپک
544,Fehler::N,ошибка,خطا
545,Fehler::N,ошибка,غلطي
546,Lüge::N,ылӧтӧм,دروغ
547,Lüge::N,пӧрьялӧм,دروغ
548,Schaden::N,лёк,زیان
549,Schaden::N,лёк,تاوان
550,Unglück::N,пик,بدبختي
551,Unglück::N,оказзё,بدبختي
552,Schuld::N,вина,ګناه
553,Schluss::N,ком,اخر
554,Zeit::N,кад,وخت
555,Tag::N,лун,ورځ
556,Morgen::N,асыв,سبا
557,Morgen::N,асыв,سهار
558,Mittag::N,луншӧр кад,غرمه
559,Abend::N,рыт,ماښام
560,Nacht::N,ой,شپه
561,Woche::N,неделя,اونۍ
562,Monat::N,тӧлicь,مياشت
563,Jahr::N,год,کال
564,Frühling::N,тулыс,پسرلی
565,Sommer::N,гожум,دوبی
566,Herbst::N,ар,منی
567,Herbst::N,ар,خزان
568,Winter::N,тӧв,ژمی
569,Januar::N,январ,جنوري
570,Februar::N,февраль,فبروري
571,März::N,март,مارچ
572,April::N,апрель,اپریل
573,Mai::N,май,مې
574,Juni::N,юнь,جون
575,Juli::N,юль,جولای
576,August::N,август,اګست
577,September::N,сентяб,سپټامبر
578,Oktober::N,октяб,اکتوبر
579,November::N,нояб,نومبر
580,Dezember::N,декаб,دسمبر
581,Montag::N,вильлун,دوشنبه
582,Dienstag::N,мӧдӧдзлун,سه شنبه
583,Mittwoch::N,шӧрлун,چارشنبه
584,Donnerstag::N,нёльӧдзлун,پنجشنبه
585,Freitag::N,витӧдзлун,جمعه
586,Samstag::N,пывсянлун,خالي
587,Sonntag::N,кресення,یکشنبه
588,groß::A,ыджыт,لوی
589,klein::A,учӧтик,وړوکی
590,lang::A,кузь,اوړد
591,kurz::A,дженыт,لنډ
592,breit::A,ота,پراخه
593,schmal::A,векнит,تنګ
594,dicht::A,тшӧк,ګڼ
595,dick[Gegenstand]::A,кыз,پنډ
596,dünn::A,вӧснит,نری
597,fein::A,вӧснит,نازک
598,fest::A,крепыт,کلک
599,fest::A,крепыт,ټینګ
600,flach::A,лапкӧса,هوار
601,glatt::A,волькыт,ښوی
602,hart::A,чӧрыт,کلک
603,weich::A,небыт,نرم
604,weich::A,небыт,پوست
605,rund::A,гӧгрӧса,ګرد
606,spitz::A,ёся,تېره
607,scharf::A,лэчыт,تېز
608,scharf::A,лэчыт,تېره
609,stumpf::A,ныж,پڅ
610,schwer::A,сьӧкыт,دروند
611,schön::A,басӧк,ښکلی
612,heiß::A,жар,تود
613,warm::A,шоныт,تود
614,kalt::A,кӧдзыт,ېخ
615,kalt::A,кӧдзыт,سوړ
616,kühl::A,сайкыт,ېخ
617,kühl::A,сайкыт,سوړ
618,frisch::A,виль,تازه
619,feucht::A,вакодь,مرطوب
620,nass::A,ва,لوند
621,trocken::A,кӧс,وچ
622,voll::A,тыра,ډک
623,leer::A,тыртӧм,خالی
624,offen::A,оссьӧм,خلاص
625,offen::A,оссьӧм,پرانیستی
626,geschlossen::A,игана,تړلی
627,geschlossen::A,пӧдана,تړلی
628,sauber::A,сӧдз,پاک
629,sauber::A,сӧстӧм,پاک
630,schmutzig::A,нятьӧсь,چټل
631,roh::A,путӧм,خام
632,reif::A,кисьмалӧм,پوخ
633,reif::A,кисьмалӧм,رسېدلی
634,lecker::A,кӧра ,خوندور
635,lecker::A,кӧра ,مزه دار
636,süß::A,чӧскыт,خوږ
637,süß::A,чӧскыт,شیرین
638,bitter::A,курыт,تریخ
639,sauer::A,шӧма ,ټاک
640,sauer::A,шӧма ,تريو
641,hell::A,югыт,روڼ
642,hell::A,югыт,روښان
643,dunkel::A,пемыт,تیاره
644,schwarz::A,сьӧд,تور
645,weiß::A,чочком,سپين
646,rot::A,гӧрд,سور
647,gelb::A,веж,زېړ
648,blau::A,лӧз,شین
649,blau::A,лӧз,اسماني رنګه
650,grün::A,веж,زرغون
651,grau::A,руд,خړ
652,grau::A,бусӧй,خړ
653,bunt::A,быдрӧма,رنګارنګ
654,billig::A,донтӧм,ارزان
655,teuer::A,дона,ګران
656,wertvoll::A,дона,قیمتي
657,blind::A,синтӧм,ړوند
658,taub::A,пельтӧм,کوڼ
659,kräftig::A,вына,قوی
660,stark::A,вына,قوی
661,stark::A,вына,تکړه
662,schwach::A,некодя,ضعیف
663,schwach::A,некодя,کمزوری
664,fett::A,госа,چاغ
665,schlank::A,статя,خوش اندام
666,hübsch::A,басӧк,ښکلی
667,hübsch::A,басӧк,ښایسته
668,böse::A,лёк,شریر
669,böse::A,лёк,قهرناک
670,dumm::A,бӧбӧв,احمق
671,dumm::A,вежӧртӧм,احمق
672,faul::A,дыш,لټ
673,faul::A,дыш,تنبل
674,fleißig::A,уджалicь,زحمت کښ
675,geizig::A,жикмӧра,بخیل
676,geizig::A,горшаліcь,بخیل
677,klug::A,авья,عاقل
678,klug::A,авья,هوښیار
679,klug::A,вежӧра,عاقل
680,klug::A,вежӧра,هوښیار
681,geschickt::A,кипода,ماهر
682,lieb::A,муса,عزیز
683,lieb::A,муса,محبوب
684,lieb::A,дзулиньӧй,عزیز
685,lieb::A,дзулиньӧй,محبوب
686,lustig::A,гажа,خوشحال
687,sanft::A,лебезнӧй,پوست
688,sanft::A,лебезнӧй,ملایم
689,hungrig::A,тшыг,وږی
690,krank::A,шогалiсь,مريض
691,krank::A,шогалiсь,ناروغ
692,nackt::A,куш,لوڅ
693,traurig::A,жугыль,غمجن
694,lebendig::A,ловья,ژوندی
695,gut::A,бур,ښه
696,schlecht::A,умӧль,بد
697,schlecht::A,умӧль,خراب
698,schlimm::A,нештӧм,بد
699,schlimm::A,нештӧм,مخوف
700,alt::A,важ,زوړ
701,neu::A,виль,نوی
702,ehemalig::A,вӧвлӧм,پخوانی
703,alt[Lebewesen]::A,года,زوړ
704,alt[Lebewesen]::A,годдэза,زوړ
705,jung::A,том,ځوان
706,arm::A,гов,غریب
707,arm::A,гов,بې وزله
708,arm::A,беднӧй,غریب
709,arm::A,беднӧй,بې وزله
710,reich::A,эма,شتمن
711,reich::A,эма,دولتمند
712,bekannt::A,тӧдса,اشنا
713,fremd::A,чужӧй,پردی
714,fremd::A,чужӧй,بېګانه
715,verschieden::A,быдкодь,مختلف
716,nah::A,матiсь,نژدې
717,fern::A,ылicь,لیری
718,linker::A,шульга,چپ
719,linker::A,шульга,کیڼ
720,rechter::A,веськытланись,ښی
721,anderer::A,мукӧд,بل
722,erster::A,медодзза,لومړی
723,zweiter::A,кыкӧт,دوهم
724,dritter::A,куимӧт,درېم
725,dritter::A,куимӧдз,درېم
726,letzter::A,бӧрья,آخرنی
727,letzter::A,бӧрья,وروستی
728,letzter::A,мёдбӧрья,آخرنی
729,letzter::A,мёдбӧрья,وروستی
730,auf einmal::ADV,тшӧтш,په یوه وخت کی
731,zusammen::ADV,ӧтлаын,یو ځای
732,lange::ADV,дыр,ډېر وخت
733,lange::ADV,дыр,ډېره موده
734,plötzlich::ADV,друг,ناببره
735,plötzlich::ADV,друг,یوناڅاپه
736,sofort::ADV,тшӧтш,فوراً
737,sofort::ADV,тшӧтш,سمدلاسه
738,später::ADV,медбӧрын,وروسته
739,jetzt::ADV,ӧні,اوس
740,heute::ADV,талун,نن
741,morgen::ADV,ашын,سبا
742,bald::ADV,чожа,ژر
743,dann::ADV,сыбӧрын,پس
744,dann::ADV,сыбӧрын,وروسته
745,gestern::ADV,тӧн,پرون
746,einst::ADV,ӧтпыр,پخوا
747,damals::ADV,сэк,هغه وخت
748,damals::ADV,сэки,هغه وخت
749,danach::ADV,сэсся,بیا
750,vorher::ADV,одзжык,دمخه
751,zuerst::ADV,наперво,لومړی
752,einmal::ADV,ӧтпыр,یو ځل
753,manchmal::ADV,мукӧдпыр,ګاهی ګاهی
754,oft::ADV,-лы-,ډېر ځله
755,immer::ADV,быдпыр,تل
756,immer::ADV,быдпыр,همېشه
757,immer::ADV,быдпырся,تل
758,immer::ADV,быдпырся,همېشه
759,niemals::ADV,некӧр,هیڅکله نه
760,hier::ADV,татӧн,دلته
761,hierhin::ADV,татчӧ,دلته
762,hierhin::ADV,татчӧ,دې ځای ته
763,von hier::ADV,тасянь,د دې ځای نه
764,dort::ADV,сэтӧн,هلته
765,dorthin::ADV,сэтчин,هلته
766,dorthin::ADV,сэтчин,هغه ځای ته
767,geradeaus::ADV,веськыта,مخامخ
768,vorwärts::ADV,одзӧ,مخ پهٔ وړاندې
