,Concept_ID,vep,ta
173,Schwan::N,joucen,அன்னம்
174,Fisch::N,kala,மீன்
175,Barsch::N,ahven,பேர்ச்
176,Hecht::N,haug',கோலாச்சி மீன்
177,Schlange[Tier]::N,kü,பாம்பு
178,Schlange[Tier]::N,mado,பாம்பு
179,Wurm::N,mado,புழு
180,Spinne::N,hämähouk,சிலந்தி
181,Ameise::N,murahaine,எறும்பு
182,Laus::N,täi,பேன்
183,Mücke::N,säs'k,கொசுவினப்பூச்சி
184,Fliege::N,kärbhaine,ஈ
185,Schmetterling::N,lipkaine,வண்ணத்துப்பூச்சி
186,Beere::N,marj,சதைப்பழம்
187,Apfel::N,jablok,ஆப்பிள பழம்
188,Pilz::N,sen',காளான்
189,Pilz::N,babuk,காளான்
190,Zwiebel::N,lauk,வெங்காயம்
191,Saat::N,semned,விதை
192,Korn::N,jüvä,தானியம்
193,Korn::N,vill',தானியம்
194,Heu::N,hein,வைக்கோல்
195,Schale::N,kor',தோல்
196,Grube::N,kop,குழி
197,Falle::N,rida,பொறி
198,Schlinge::N,rihm,கண்ணி
199,Spur::N,jäl'g,சுவடு
200,Asche::N,tuhk,சாம்பல்
201,Dreck::N,redu,அழுக்கு
202,Dreck::N,pačak,அழுக்கு
203,Eisen::N,raud,இரும்பு
204,Gold::N,kuld,தங்கம்
205,Silber::N,hobed,வெள்ளி
206,Kohle::N,hil',நிலக்கரி
207,Glas::N,stökol,கண்ணாடி
208,Lehm::N,savi,களிமண்
209,Sand::N,lete,மணல்
210,Mensch::N,mez',மனிதர்கள்
211,Mensch::N,ristit,மனிதர்கள்
212,Mann::N,mez',மனிதன்
213,Frau::N,naine,பெண்
214,Kind::N,laps',குழந்தை
215,Junge::N,poig,பையன்
216,Junge::N,prihaine,பையன்
217,Mädchen::N,neičukaine,சிறுமி
218,Familie::N,kanz,குடும்பம்
219,Familie::N,pereh,குடும்பம்
220,Großvater::N,ded,தாத்தா
221,Großmutter::N,bab,பாட்டி
222,Eltern::N,vanhembad,பெற்றோர்
223,Eltern::N,kazvatajad,பெற்றோர்
224,Vater::N,tat,தந்தை
225,Mutter::N,mam,தாய்
226,Sohn::N,poig,மகன்
227,Tochter::N,tütär,மகள்
228,Bruder::N,veik,சகோதரன்
229,Bruder::N,vell',சகோதரன்
230,Schwester::N,čiža,அக்கா
231,Schwester::N,sizar,அக்கா
232,Onkel::N,däd',தாய் மாமன்
233,Tante::N,tädi,அத்தை
234,Ehemann::N,mužik,கணவன்
235,Ehefrau::N,ak,மனைவி
236,Freude::N,ilo,கொண்டாட்டம்
237,Freude::N,ihastuz,கொண்டாட்டம்
238,Gelächter::N,nagr,சிரிப்பு
239,Glück::N,oza,மகிழ்ச்சி
240,Kummer::N,gor'a,துயரம்
241,Wunsch::N,taht,விருப்பம்
242,Lust::N,himo,விருப்பம்
243,Geist::N,heng,ஆன்மா
244,Gedanke::N,meletuz,எண்ணம்
245,Gedächtnis::N,mušt,ஞாபகம்
246,Verstand::N,mel',மனம்
247,Sinn::N,jüvä,அர்த்தம்
248,Grund::N,sü,காரணம்
249,Wahrheit::N,tozi,உண்நை
250,Gespräch::N,lodu,பெசு
251,Gespräch::N,pagin,பெசு
252,Märchen::N,sarn,நம்பத்தகாத கதை
253,Erzählung::N,sanutez,கதை
254,Nachricht::N,tedotuz,செய்தி
255,Neuigkeit::N,uzištuz,செய்தி
256,Name::N,nimi,பெயர்
257,Rätsel::N,ozoitez,புதிர்
258,Rede::N,pagin,பேச்சு
259,Rede::N,sanad,பேச்சு
260,Sprache::N,kel',மொழி
261,Stimme::N,än',குரல்
262,Wort::N,sana,வார்த்தை
263,Zeichen::N,znam,குறி
264,Ruf::N,kida,அழைப்பு
265,Ruf::N,kucund,அழைப்பு
266,Lärm::N,judu,சத்தம்
267,Laut::N,kulund,ஒலி
268,Ton::N,kulund,குரல்
269,Lied::N,pajo,பாட்டு
270,Ruhe::N,lebu,அமைதி
271,Leute::N,rahvaz,மக்கள்
272,Volk::N,rahvaz,மக்கள்
273,Arbeit::N,tö,வேலை
274,Arbeit::N,rad,வேலை
275,Gast::N,adiv,விருந்தாளி
276,Geschenk::N,lahj,பரிசுப் பொருள்
277,Spiel::N,vänd,விளையாட்டு
278,Gesellschaft::N,sebr,சமுதாயம்
279,Hilfe::N,abu,உதவி
280,Freund::N,sebranik,நண்பன்
281,Kamerad::N,sebranik,உடனிருப்பவன்
282,Angelegenheit::N,azj,செய்தி
283,Anzahl::N,lugu,எண்ணிக்கை
284,Art::N,rod,வகை
285,Art::N,rodsugu,வகை
286,Stück::N,pala,துண்டம்
287,Stück::N,supal,துண்டம்
288,Teil::N,pala,பகுதி
289,Hälfte::N,pol',பாதி
290,Kreis::N,ümbruz,வட்டம்
291,Kreis::N,kehkruz,வட்டம்
292,Kreuz::N,rist,சிலுவை
293,Linie::N,pird,கோடு
294,Strich::N,pird,வாத நோய்
295,Abstand::N,keskust,இடைவெளி
296,Entfernung::N,matk,தூரம்
297,Gegend::N,taho,வட்டாரம்
298,Platz::N,avaruz',வெற்றிடம்
299,Ort::N,koht,இடம்
300,Seite::N,pol',பக்கம்
301,Seite::N,kül'g,பக்கம்
302,Mitte::N,kesk,இடைப்பகுதி
303,Gegenstand::N,kalu,உருப்படி
304,Sache::N,azj,பொருள்
305,Rand::N,röun,தொங்கு
306,Kante::N,röun,விளிம்பு
307,Ecke::N,saum,மூலை
308,Spitze::N,agjaine,முனை
309,Ende::N,agj,முடிவு
310,Loch::N,reig,துளை
311,Winkel::N,čoga,கோணம்
312,Winkel::N,saum,கோணம்
313,Muster::N,kirjam,பாங்கு
314,Größe::N,suruz',அளவு
315,Länge::N,piduz,நீளம்
316,Höhe::N,korktuz',உயரம்
317,Gewicht::N,jügu,எடை
318,Gewicht::N,vedäduz,எடை
319,Menge::N,äjüz',தொகை
320,Haufen::N,kogo,குவியல்
321,Reihe::N,rivi,வரிசை
322,Boot::N,veneh,படகு
323,Ruder::N,air,துடுப்பு
324,Schlitten::N,regi,சகடையிலா வண்டி
325,Schlitten::N,regut,சகடையிலா வண்டி
326,Ski::N,suks',பனிச் சறுக்கல்
327,Lagerfeuer::N,nodj,மூட்டம்
328,Lagerfeuer::N,pažag,மூட்டம்
329,Last::N,jüguz,பாரம்
330,Gang::N,astund,நடை
331,Schritt::N,hašk,காலடி
332,Norden::N,pohjoine,வடக்கு
333,Süden::N,suvi,தெற்கு
334,Westen::N,päivlaskm,மேற்கு திசை
335,Osten::N,päivnouzm,கிழக்கு
336,Holz::N,pu,மரக்கட்டை
337,Brett::N,laud,பலகை
338,Platte::N,keitim,பலகம்
339,Stütze::N,tugi,அடைப்புகன்
340,Stange::N,arz',கம்பம்
341,Stock::N,kalu,குச்சி
342,Stab::N,seibaz,கம்பு
343,Rohr::N,torv,குழாய்
344,Haus::N,pert',வீடு
345,Heim::N,kodi,வீடு
346,Ofen::N,päč,அடுப்பு
347,Fußboden::N,lava,தரை
348,Tisch::N,laud,மேசை
349,Tisch::N,stal'c,மேசை
350,Stuhl::N,ištim,நாற்காலி
351,Wiege::N,kätte,தொட்டில்
352,Bett::N,sija,படுக்கை
353,Bett::N,magaduzsija,படுக்கை
354,Regal::N,palič,அலமாரி
355,Kiste::N,mülütim,பெட்டி
356,Fenster::N,ikun,சாளரம்
357,Tür::N,uks',கதவு
358,Tor::N,verai,வாசற்கதவு
359,Zaun::N,aid,வேலி
360,Dach::N,katuz,கூரை
361,Leiter::N,pordhad,ஏணி
362,Besen::N,lud,விளக்குமாறு
363,Besen::N,vast,விளக்குமாறு
364,Spaten::N,labid,மண்வெட்டி
365,Schaufel::N,labid,அடிதண்டா
366,Gabel::N,hangoine,முட்கரண்டி
367,Löffel::N,luzik,கரண்டி
368,Messer::N,veič,கத்தி
369,Nagel::N,nagl,ஆணி
370,Netz::N,verk,வலை
371,Haken::N,kouk,கொக்கி
372,Griff::N,kägä,கைப்பிடி
373,Griff::N,varz',கைப்பிடி
374,Schloss::N,lukkol,பூட்டு
375,Bild::N,kuva,படம்
376,Figur::N,figur,எண்ணிக்கை
377,Puppe::N,tätüine,பொம்மை
378,Beutel::N,havad,பை
379,Bündel::N,toppaz,பொதி
380,Bündel::N,käč,பொதி
381,Tasche::N,sumk,பை
382,Eimer::N,vädr,வாளி
383,Deckel::N,katuz,உறை
384,Geschirr::N,astii,பாத்திரம்
385,Sack::N,havad,பை
386,Tasse::N,čašk,கிண்ணம்
387,Topf::N,pada,பானை
388,Kessel::N,katil,கெண்டி
389,Essen::N,sönd,உணவருந்துதல்
390,Nahrung::N,söm,உணவு
391,Speise::N,sömine,உணவு வகை
392,Fleisch::N,liha,இறைச்சி
393,Getreide::N,vill',மக்காச்சோளம்
394,Brei::N,pudr,கஞ்சி
395,Brot::N,leib,ரொட்டி
396,Scheibe::N,bibaleh,துண்டு
397,Scheibe::N,šlik,துண்டு
398,Fett::N,razv,கொழுப்பு
399,Butter::N,voi,வெண்ணெய்
400,Öl::N,voi,எண்ணெய்
401,Salz::N,sol,உப்பு
402,Suppe::N,lem',ரசம்
403,Suppe::N,keitoz,ரசம்
404,Honig::N,mezi,தேன்
405,Milch::N,maid,பால்
406,Tee::N,čai,தெனீர்
407,Leder::N,nahk,பதம் செய்யப்பட்ட தோல்
408,Wolle::N,vill,கம்பளி
409,Stoff::N,kangaz,துணி
410,Nadel::N,negl,ஊசி
411,Faden::N,nit',நூல்
412,Knopf::N,nübl',பொத்தான்
413,Knoten::N,sol'm,முடிச்சு
414,Farbe::N,muju,வண்ணக் குழம்பு
415,Kleidung::N,sobad,ஆடைகள்
416,Hemd::N,paid,சட்டை
417,Kragen::N,kagluz,கழுத்துப் பட்டை
418,Ärmel::N,hijam,சட்டைக்கை
419,Hose::N,štanad,கால்சட்டை
420,Gürtel::N,vö,பெல்ட்
421,Mütze::N,šapuk,தொப்பி
422,Schuh::N,keng',காலணி
423,Stiefel::N,sapug,காலணி
424,Ring::N,rengaz,மோதிரம்
425,Band::N,lentaine,நாடா
426,Kamm::N,suga,கீப்பு
427,Spiegel::N,zerkol,ஆடி
428,Spiegel::N,zerkol,கண்ணாடி
429,Riemen::N,vö,வார்
430,Schnur::N,nor,கயிறு
431,Leine::N,talutimnor,தோல்வார்
432,Decke::N,sijakatuz,போர்வை
433,Kissen::N,pöluz,தலையணை
434,Tuch::N,paik,துணி
435,Handtuch::N,käzipaik,தண்டு
436,Kraft::N,vägi,நிர்பந்தம்
437,Stärke::N,vahvuz',பலம்
438,Gesundheit::N,tervhuz,ஆரோக்கியம்
439,Krankheit::N,läžund,நோய்
440,Schmerz::N,kibu,வலி
441,Wunde::N,čapatez,காயம்
442,Fieber::N,säru,காய்ச்சல்
443,Arznei::N,zel'l',மருந்து
444,Brücke::N,sild,பாலம்
445,Brunnen::N,kaiv,கேணி
446,Weide::N,omaluine,மேய்ச்சல் நிலம்
447,Pfad::N,tehut,நடை வழி
448,Weg::N,te,வழி
449,Straße::N,te,சாலை
450,Dorf::N,külä,கிராமம்
451,Stadt::N,lidn,நகரம்
452,Brief::N,kirjeine,கடிதம்
453,Buch::N,kirj,புத்தகம்
454,Buchstabe::N,kirjam,எழத்து
455,Zeitung::N,lehtez,செய்தித்தாள்
456,Leben::N,elo,வாழ்க்கை
457,Tod::N,surm,மரணம்
458,Grab::N,kaum,சமாதி
459,Kirche::N,jumalanpert',தேவாலயம்
460,Sünde::N,grähk,பாவம்
461,Gott::N,jumal,கடவுள்
462,Arbeiter::N,radnik,தொழிலாளி
463,Chef::N,pämez',மேலாளர்
464,Meister::N,mastar,தலைவன்
465,Arzt::N,lekar',மருத்துவர்
466,Lehrer::N,opendai,ஆசிரியர்
467,Geld::N,rahad,பணம்
468,Geschäft::N,biznes,வாணிபம்
469,Laden::N,lauk,கடை
470,Preis::N,arv,விலை
471,Ware::N,tavar,சாமன்கள்
472,Nutzen::N,liža,இலாபம்
473,Reichtum::N,kodielo,சொத்து
474,Reichtum::N,kal'huz',சொத்து
475,Welt::N,mail'm,உலகம்
476,Land::N,ma,நாடு
477,Staat::N,valdkund,நாடு
478,König::N,kunigaz,அரசன்
479,Macht::N,vald,அதிகாரம்
480,Grenze::N,röun,எல்லை
481,Krieg::N,soda,போர்
482,Feind::N,vihanik,எதிரி
483,Feind::N,vastustai,எதிரி
484,Gewalt::N,vägivald,வன்முறை
485,Kampf::N,tora,போராட்டம்
486,Bogen[Waffe]::N,taug,வில்
487,Pfeil::N,nol,அம்பு
488,Gewehr::N,oružj,துப்பாக்கி
489,Fehler::N,viga,தவறு
490,Lüge::N,kelastuz,பொய்
491,Schaden::N,pahuz',சேதாரம்
492,Unglück::N,bed,இடையூறு
493,Unglück::N,gor'a,இடையூறு
494,Schuld::N,värhuz',குற்றம்
495,Alter::N,igä,வயது
496,Schluss::N,lop,முடிவு
497,Zeit::N,aig,காலம்
498,Tag::N,päiv,நாள்
499,Morgen::N,homendez,காலை நேரம்
500,Mittag::N,keskpäiv,மதியம்
501,Abend::N,eht,மாலைப் பொழுது
502,Nacht::N,ö,இரவு
503,Woche::N,nedal',வாரம்
504,Monat::N,ku,மாதம்
505,Jahr::N,voz',வருடம்
506,Frühling::N,keväz',வசந்தம்
507,Sommer::N,keza,கோடை
508,Herbst::N,sügüz',இலையுதிர் காலம்
509,Winter::N,tal'v,குளிர்காலம்
510,Januar::N,viluku,ஜனவரி
511,Februar::N,uhoku,பிபரவரி மாதம்
512,März::N,keväz'ku,மார்ச் மாதம்
513,April::N,sulaku,ஏப்ரல் மாதம்
514,Mai::N,semendku,மே மாதம்
515,Juni::N,kezaku,ஜூன் மாதம்
516,Juli::N,heinku,ஜூலை மாதம்
517,August::N,eloku,ஆகஸ்ட் மாதம்
518,September::N,sügüz'ku,செப்டம்பர் மாதம்
519,Oktober::N,reduku,அக்டோபர் மாதம்
520,November::N,kül'mku,நவம்பர் மாதம்
521,Dezember::N,tal'vku,டிசம்பர்
522,Montag::N,ezmärg,திங்கட் கிழமை
523,Dienstag::N,tožnarg,செவ்வாய்க்கிழமை
524,Mittwoch::N,koumanz'päiv,புதன் கிழமை
525,Donnerstag::N,nellänz'päiv,வியாழக் கிழமை
526,Freitag::N,pätnič,வெள்ளிக்கிழமை
527,Freitag::N,videnz'päiv,வெள்ளிக்கிழமை
528,Samstag::N,sobat,சனிக்கிழமை
529,Sonntag::N,pühäpäiv,ஞாயிறுக் கிழமை
530,groß::A,sur',பெரிய
531,groß::A,järed,பெரிய
532,klein::A,pen',சிறிய
533,klein::A,pičuine,சிறிய
534,lang::A,pit'k,நீண்ட
535,kurz::A,lühüd,குட்டையான
536,breit::A,leved,அகலமான
537,schmal::A,kaid,குறுகலான
538,dicht::A,tihed,அடர்த்தியான
539,dick[Gegenstand]::A,paks,தடித்த
540,dünn::A,hoik,சன்னமான
541,fein::A,hen,மெல்லிய
542,fest::A,luja,உறுதியாள
543,fest::A,ninev,உறுதியாள
544,flach::A,lapak,தட்டையான
545,glatt::A,siled,வழுவழுப்பான
546,hart::A,kova,கடினமான
547,weich::A,pehmed,மென்மையான
548,rund::A,kehker,உருண்டையான
549,spitz::A,nügu,திகந்தமாக
550,spitz::A,terav,திகந்தமாக
551,scharf::A,terav,கூரான
552,stumpf::A,tül'c,உளம் திறந்த
553,schwer::A,jüged,கனமான
554,schön::A,čoma,அழகான
555,heiß::A,räk,சூடான
556,warm::A,läm',இதமான
557,kalt::A,vilu,குளிர்ச்சியான
558,kühl::A,raibak,குளிர்ச்சியான
559,kühl::A,viluhk,குளிர்ச்சியான
560,frisch::A,lahed,சுத்தமான
561,feucht::A,neps,ஈரமான
562,feucht::A,toreh,ஈரமான
563,nass::A,märg,ஈரமான
564,trocken::A,kuiv,உலர்ந்த
565,voll::A,täuz',நிரம்பிய
566,leer::A,joudai,காலியான
567,offen::A,avoin,திறந்த
568,offen::A,avol'jaine,திறந்த
569,geschlossen::A,saubaline,மூடப்பட்ட
570,sauber::A,puhtaz,சுத்தமான
571,schmutzig::A,redukaz,அழக்கான
572,roh::A,rohk,கச்சா
573,roh::A,toreh,கச்சா
574,reif::A,küps,பழுத்த
575,lecker::A,magukaz,சுவைமிக்க
576,süß::A,maged,இனிப்பான
577,bitter::A,karged,கசப்பான
578,sauer::A,muiged,புளிப்பாக
579,hell::A,kirkas,பளபளப்பான
580,hell::A,valgei,பளபளப்பான
581,dunkel::A,pimed,கருமையான
582,schwarz::A,must,கருப்பு வண்ண
583,weiß::A,vauged,வெண்மையன
584,rot::A,rusked,சிவப்பு
585,gelb::A,pakuine,மஞ்சள் வண்ணம்
586,blau::A,sinine,நீல வண்ண
587,grün::A,vihand,பச்சை வண்ண
588,grau::A,hahk,சாம்பல் நிற
589,bunt::A,kirjav,வண்ண மயமான
590,billig::A,odav,மலிவான
591,teuer::A,kalliž,விலை அதிகமான
592,wertvoll::A,arvokas,மதிப்புள்ள
593,blind::A,soged,பார்வையற்ற
594,taub::A,kurdiž,செவிடான
595,kräftig::A,vägev,வலிமையான
596,stark::A,vahv,பலமான
597,stark::A,vägekaz,பலமான
598,schwach::A,väll',பலவீனமான
599,fett::A,razvakaz,பருமனாக
600,schlank::A,kapos,ஒல்லியான
601,hübsch::A,čoma,அழகிய
602,böse::A,äred,கேடு விளைவிக்கும்
603,böse::A,käred,கேடு விளைவிக்கும்
604,dumm::A,el'getoi,முட்டாள்தனமான
605,faul::A,lašk,சோம்பலான
606,fleißig::A,radonnavedii,ஊக்கந்தளராத
607,geizig::A,ažlak,கஞேசத்தனமான
608,klug::A,melev,சாதுரியமான
609,klug::A,melekaz,சாதுரியமான
610,geschickt::A,mahtokaz,திறமையள்ள
611,lieb::A,izo,அன்புக்குரிய
612,lieb::A,sula,அன்புக்குரிய
613,lustig::A,ilokaz,களிப்புமிக்க
614,sanft::A,laskav,சாதுவான
615,hungrig::A,näl'ghine,பசியுடன்
616,krank::A,läžui,நோயுற்று
617,nackt::A,alastoi,ஆடையற்ற
618,traurig::A,opalahine,சோகமான
619,lebendig::A,eläb,பிழைப்பு
620,gut::A,hüvä,நல்ல
621,schlecht::A,huba,கெட்ட
622,richtig::A,oiged,சரியான
623,schlimm::A,paha,அருவருப்பான
624,wahr::A,todesine,உண்மையான
625,alt::A,vanh,பழைய
626,neu::A,uz',புதிய
627,ehemalig::A,edeline,முன்நாள்
628,alt[Lebewesen]::A,ravaz,வயதான
629,jung::A,nor',இளமையான
630,arm::A,gol'l',ஏழ்மையான
631,reich::A,elokaz,செல்வம் படைத்த
632,bekannt::A,tutab,பழக்கப்பட்ட
633,berühmt::A,tetab,புகழ்பெற்ற
634,fremd::A,veraz,அயல் நாட்டு
635,verschieden::A,erazvuitte,வித்தியாசமான
636,nah::A,läheline,பக்கத்தில் உள்ள
637,fern::A,edahaine,தொலை தூரத்தில்
638,linker::A,hura,மீந்திருக்கும்
639,rechter::A,oiged,வலதுபக்கம்
640,anderer::A,toine,மற்ற
641,erster::A,ezmäine,முதனமையான
642,zweiter::A,toine,இரண்டாவது
643,dritter::A,koumanz',மூன்றாவது
644,letzter::A,jäl'gmäine,கடைசி
645,allein::ADV,üksnäze,தனியாக
646,auf einmal::ADV,ühten aigan,தடீரென்று
647,zusammen::ADV,ühtes,சேர்ந்து
648,lange::ADV,hätken,அதிக நோம்
649,plötzlich::ADV,äkkid,தடீரென்று
650,sofort::ADV,kerdalaz,உடனடியாக
651,später::ADV,möhemba,பிறகு
652,jetzt::ADV,nügüd',இப்பொழது
653,heute::ADV,tämbei,இன்று
654,morgen::ADV,homen,நாளைக்கு
655,bald::ADV,pigai,சீக்கிரம்
656,dann::ADV,sid',அப்பொழுது
657,gestern::ADV,eglai,நேற்று
658,einst::ADV,ende,ஒரே முறை
659,einst::ADV,kerdan,ஒரே முறை
660,damals::ADV,siloi,அப்பொழுது
661,danach::ADV,sid',பிற்பாடு
662,vorher::ADV,ende,முன்பாக
663,zuerst::ADV,ezmäi,முதலில்
664,einmal::ADV,kerdan,ஒரே முறை
665,manchmal::ADV,erašti,சில நேரங்களில்
666,oft::ADV,paksus,அடிக்கடி
667,immer::ADV,kaiken,எப்பொழுதும்
668,niemals::ADV,ei nikonz,ஒருபோதும் இல்லை
669,hier::ADV,täs,இங்கே
670,hier::ADV,tägä,இங்கே
671,hierhin::ADV,tänna,இவ்விடத்திற்கு
672,von hier::ADV,täspäi,இனி
673,von hier::ADV,sid'päi,இனி
674,dort::ADV,sigä,அங்கே
675,dorthin::ADV,sinna,அவ்விடத்திற்கு
676,dorthin::ADV,nakkale,அவ்விடத்திற்கு
677,geradeaus::ADV,kohtha,முன்னாலிருக்கும்
678,vorwärts::ADV,edehe,முன்புறமாக
679,rückwärts::ADV,sel'gin,பின்னோக்கி
680,zurück::ADV,tagaze,பின்பக்கம்
681,unten::ADV,alahan,கீழாக
682,hinab::ADV,alaz,கீழ் நோக்கி
683,hinab::ADV,alahaks,கீழ் நோக்கி
684,oben::ADV,ülähän,மேலே
685,hinauf::ADV,ülez,மேலே
686,hinauf::ADV,ülähäks,மேலே
687,überall::ADV,kaikjal,எல்லா இடத்திலும்
688,nicht::ADV,ei,இல்லை
