,Concept_ID,ca,fr
478,Topf::N,olla,marmite
479,Kessel::N,caldera,chaudron
480,Essen::N,àpat,repas
481,Essen::N,àpat,manger
482,Essen::N,menjada,repas
483,Essen::N,menjada,manger
484,Nahrung::N,aliment,nourriture
485,Speise::N,plat,plat
486,Fleisch::N,carn,viande
487,Getreide::N,cereals,blé
488,Getreide::N,cereals,céréales
489,Brei::N,puré,purée
490,Brei::N,puré,bouillie
491,Brot::N,pa,pain
492,Scheibe::N,tall,tranche
493,Scheibe::N,llesca,tranche
494,Fett::N,greix,graisse
495,Butter::N,mantega,beurre
496,Öl::N,oli,huile
497,Salz::N,sal,sel
498,Suppe::N,sopa,soupe
499,Suppe::N,sopa,potage
500,Honig::N,mel,miel
501,Milch::N,llet,lait
502,Tee::N,te,thé
503,Leder::N,cuir,cuir
504,Wolle::N,llana,laine
505,Stoff::N,tela,tissu
506,Stoff::N,tela,étoffe
507,Nadel::N,agulla,aiguille
508,Faden::N,fil,fil
509,Knopf::N,botó,bouton
510,Knoten::N,nus,nœud
511,Farbe::N,pintura,peinture
512,Kleidung::N,roba,vêtements
513,Kleidung::N,roba,habillement
514,Kleidung::N,vestits,vêtements
515,Kleidung::N,vestits,habillement
516,Hemd::N,camisa,chemise
517,Kragen::N,coll,col
518,Ärmel::N,màniga,manche
519,Hose::N,pantalōns,pantalon
520,Gürtel::N,cinturó,ceinture
521,Mütze::N,gorra,bonnet
522,Mütze::N,gorra,casquette
523,Schuh::N,sabata,soulier
524,Schuh::N,sabata,chaussure
525,Stiefel::N,bota,botte
526,Ring::N,anell,bague
527,Band::N,veta,ruban
528,Band::N,cinta,ruban
529,Kamm::N,pinta,peigne
530,Spiegel::N,mirāll,glace
531,Spiegel::N,mirāll,miroir
532,Riemen::N,corretja,lanière
533,Riemen::N,corretja,courroie
534,Schnur::N,corda,corde
535,Schnur::N,corda,ficelle
536,Leine::N,corretja,laisse
537,Decke::N,manta,couverture
538,Decke::N,flassada,couverture
539,Kissen::N,coixí,oreiller
540,Tuch::N,mocador,drap
541,Tuch::N,mocador,fichu
542,Handtuch::N,tovallola,serviette
543,Handtuch::N,tovallola,essuie-mains
544,Kraft::N,força,force
545,Stärke::N,vigor,vigueur
546,Gesundheit::N,salut,santé
547,Krankheit::N,malaltia,maladie
548,Schmerz::N,dolor,douleur
549,Wunde::N,ferida,plaie
550,Wunde::N,ferida,blessure
551,Fieber::N,febre,fièvre
552,Arznei::N,medicament,remède
553,Arznei::N,medicament,médecine
554,Brücke::N,pont,pont
555,Brunnen::N,pou,puits
556,Weide::N,pastura,pâturage
557,Pfad::N,senda,sentier
558,Pfad::N,sender,sentier
559,Weg::N,camí,voie
560,Weg::N,camí,chemin
561,Straße::N,carretera,route
562,Dorf::N,poble,village
563,Stadt::N,ciutāt,cité
564,Stadt::N,ciutāt,ville
565,Brief::N,carta,lettre
566,Buch::N,llibre,livre
567,Buchstabe::N,lletra,lettre
568,Buchstabe::N,lletra,caractère
569,Zeitung::N,diāri,journal
570,Leben::N,vida,vie
571,Tod::N,mort,mort
572,Grab::N,tomba,tombe
573,Kirche::N,església,église
574,Sünde::N,pecat,péché
575,Gott::N,déu,dieu
576,Arbeiter::N,obrer,ouvrier
577,Arbeiter::N,obrer,travailleur
578,Chef::N,cap,chef
579,Chef::N,cap,patron
580,Meister::N,mestre,maître
581,Arzt::N,metge,médecin
582,Lehrer::N,mestre,professeur
583,Lehrer::N,mestre,instituteur
584,Geld::N,dinērs,argent
585,Geschäft::N,negoci,affaire
586,Geschäft::N,negoci,commerce
587,Laden::N,tenda,magasin
588,Laden::N,tenda,boutique
589,Laden::N,botiga,magasin
590,Laden::N,botiga,boutique
591,Preis::N,preu,prix
592,Ware::N,mercaderia,marchandise
593,Nutzen::N,profit,profit
594,Reichtum::N,riquesa,richesse
595,Welt::N,món,monde
596,Land::N,país,pays
597,Staat::N,estat,État
598,König::N,rei,roi
599,Macht::N,poder,pouvoir
600,Macht::N,poder,puissance
601,Macht::N,potència,pouvoir
602,Macht::N,potència,puissance
603,Grenze::N,frontera,frontière
604,Krieg::N,guerra,guerre
605,Feind::N,enemic,ennemi
606,Gewalt::N,violència,violence
607,Kampf::N,lluita,lutte
608,Kampf::N,lluita,combat
609,Bogen[Waffe]::N,arc,arc
610,Pfeil::N,fletxa,flèche
611,Gewehr::N,fusell,fusil
612,Gewehr::N,escopeta,fusil
613,Fehler::N,falta,faute
614,Fehler::N,falta,erreur
615,Lüge::N,mentida,mensonge
616,Schaden::N,dany,dégât
617,Schaden::N,dany,dommage
618,Unglück::N,desgràcia,malheur
619,Schuld::N,culpa,faute
620,Schuld::N,culpa,culpabilité
621,Alter::N,edat,âge
622,Schluss::N,fi,fin
623,Schluss::N,final,fin
624,Zeit::N,temps,temps
625,Tag::N,dia,jour
626,Tag::N,dia,journée
627,Morgen::N,matí,matin
628,Morgen::N,matí,matinée
629,Mittag::N,migdia,midi
630,Abend::N,vespre,soir
631,Abend::N,vespre,soirée
632,Nacht::N,nit,nuit
633,Woche::N,setmana,semaine
634,Monat::N,mes,mois
635,Jahr::N,any,an
636,Jahr::N,any,année
637,Frühling::N,primavera,printemps
638,Sommer::N,estīu,été
639,Herbst::N,tardor,automne
640,Winter::N,hivērn,hiver
641,Januar::N,gener,janvier
642,Februar::N,febrer,février
643,März::N,març,mars
644,April::N,abril,avril
645,Mai::N,maig,mai
646,Juni::N,juny,juin
647,Juli::N,juliol,juillet
648,August::N,agost,août
649,September::N,setembre,septembre
650,Oktober::N,octubre,octobre
651,November::N,novembre,novembre
652,Dezember::N,desembre,décembre
653,Montag::N,dilluns,lundi
654,Dienstag::N,dimarts,mardi
655,Mittwoch::N,dimecres,mercredi
656,Donnerstag::N,dijous,jeudi
657,Freitag::N,divendres,vendredi
658,Samstag::N,dissabte,samedi
659,Sonntag::N,diumenge,dimanche
660,groß::A,gros,grand
661,klein::A,petīt,petit
662,lang::A,llarg,long
663,kurz::A,curt,court
664,breit::A,ample,large
665,schmal::A,estret,étroit
666,dicht::A,dens,dense
667,dick[Gegenstand]::A,gruixūt,épais
668,dünn::A,prim,mince
669,fein::A,fi,fin
670,fein::A,fi,menu
671,fest::A,ferm,ferme
672,fest::A,ferm,solide
673,fest::A,sòlid,ferme
674,fest::A,sòlid,solide
675,flach::A,pla,plat
676,glatt::A,llis,poli
677,glatt::A,llis,lisse
678,hart::A,dur,dur
679,weich::A,tou,mou
680,rund::A,rodó,rond
681,spitz::A,punxegut,aigu
682,spitz::A,punxegut,pointu
683,scharf::A,agut,tranchant
684,stumpf::A,rom,mousse
685,stumpf::A,rom,émoussé
686,stumpf::A,esmussat,mousse
687,stumpf::A,esmussat,émoussé
688,schwer::A,pesāt,lourd
689,schwer::A,pesāt,pesant
690,schön::A,bonīc,beau
691,heiß::A,calēnt,chaud
692,heiß::A,calēnt,très chaud
693,warm::A,càlid,chaud
694,kalt::A,fred,froid
695,kühl::A,fresc,frais
696,frisch::A,fresc,frais
697,feucht::A,humit,humide
698,nass::A,mullat,mouillé
699,trocken::A,sec,sec
700,voll::A,ple,plein
701,voll::A,ple,rempli
702,leer::A,buit,vide
703,offen::A,obert,ouvert
704,geschlossen::A,tancat,clos
705,geschlossen::A,tancat,fermé
706,sauber::A,net,net
707,sauber::A,net,propre
708,schmutzig::A,brut,sale
709,schmutzig::A,brut,crasseux
710,roh::A,cru,cru
711,roh::A,cru,brut
712,reif::A,madur,mûr
713,lecker::A,deliciós,délicieux
714,lecker::A,deliciós,appétissant
715,süß::A,dolç,doux
716,bitter::A,amarg,amer
717,sauer::A,agre,aigre
718,hell::A,clar,clair
719,dunkel::A,fosc,sombre
720,schwarz::A,negre,noir
721,weiß::A,blanc,blanc
722,rot::A,vermēll,rouge
723,gelb::A,groc,jaune
724,blau::A,blau,bleu
725,grün::A,verd,vert
726,grau::A,gris,gris
727,bunt::A,multicolor,multicolore
728,billig::A,barat,bon marché
729,teuer::A,car,cher
730,wertvoll::A,preciós,précieux
731,blind::A,cec,aveugle
732,taub::A,sord,sourd
733,kräftig::A,fort,fort
734,kräftig::A,fort,vigoureux
735,kräftig::A,vigorós,fort
736,kräftig::A,vigorós,vigoureux
737,stark::A,fort,fort
738,stark::A,fort,puissant
739,schwach::A,feble,faible
740,fett::A,gras,gras
741,schlank::A,esvelt,svelte
742,hübsch::A,maco,joli
743,böse::A,dolent,mauvais
744,dumm::A,ximple,sot
745,dumm::A,ximple,bête
746,dumm::A,estúpid,sot
747,dumm::A,estúpid,bête
748,faul::A,gandūl,fainéant
749,faul::A,gandūl,paresseux
750,faul::A,mandrós,fainéant
751,faul::A,mandrós,paresseux
752,fleißig::A,diligēnt,appliqué
753,geizig::A,avar,avare
754,klug::A,intel·ligent,intelligent
755,geschickt::A,hàbil,habile
756,lieb::A,amat,cher
757,lieb::A,amat,gentil
758,lieb::A,estimat,cher
759,lieb::A,estimat,gentil
760,lustig::A,alegre,gai
761,lustig::A,alegre,joyeux
762,sanft::A,suau,doux
763,hungrig::A,afamat,affamé
764,krank::A,malālt,malade
765,nackt::A,nu,nu
766,traurig::A,trist,triste
767,lebendig::A,viu,vivant
768,gut::A,bo,bon
769,schlecht::A,dolēnt,mauvais
770,richtig::A,just,juste
771,richtig::A,just,correct
772,richtig::A,correcte,juste
773,richtig::A,correcte,correct
774,schlimm::A,greu,grave
775,schlimm::A,greu,mauvais
776,wahr::A,vertader,vrai
777,wahr::A,vertader,véritable
778,wahr::A,veritable,vrai
779,wahr::A,veritable,véritable
780,alt::A,vell,vieux
781,neu::A,nou,neuf
782,neu::A,nou,nouveau
783,ehemalig::A,antic,ancien
784,alt[Lebewesen]::A,vell,âgé
785,alt[Lebewesen]::A,vell,vieux
786,jung::A,jove,jeune
787,arm::A,pobre,pauvre
788,reich::A,ric,riche
789,bekannt::A,conegut,connu
790,berühmt::A,famós,fameux
791,berühmt::A,famós,célèbre
792,fremd::A,estrany,étranger
793,verschieden::A,diferent,différent
794,nah::A,pròxim,lié
795,nah::A,pròxim,proche
796,fern::A,llunyà,éloigné
797,fern::A,llunyà,lointain
798,fern::A,distant,éloigné
799,fern::A,distant,lointain
800,linker::A,esquerre,gauche
801,rechter::A,dret,droit
802,anderer::A,altre,autre
803,erster::A,primer,premier
804,zweiter::A,segon,second
805,zweiter::A,segon,deuxième
806,dritter::A,tercer,troisième
807,letzter::A,últim,dernier
808,allein::ADV,sol,seul
809,auf einmal::ADV,d'una vegada,à la fois
810,zusammen::ADV,junt,ensemble
811,lange::ADV,molt de temps,longtemps
812,plötzlich::ADV,de cop,tout à coup
813,plötzlich::ADV,de sobte,tout à coup
814,sofort::ADV,de seguida,immédiatement
815,später::ADV,més tard,plus tard
816,jetzt::ADV,ara,maintenant
817,heute::ADV,avūi,aujourd'hui
818,morgen::ADV,demà,demain
819,bald::ADV,aviāt,bientôt
820,dann::ADV,després,puis
821,dann::ADV,després,ensuite
822,gestern::ADV,ahir,hier
823,einst::ADV,anteriorment,jadis
824,einst::ADV,anteriorment,autrefois
825,damals::ADV,llavōrs,alors
826,damals::ADV,llavōrs,à l'époque
827,damals::ADV,aleshores,alors
828,damals::ADV,aleshores,à l'époque
829,danach::ADV,després,après
830,danach::ADV,després,ensuite
831,vorher::ADV,abāns,auparavant
832,zuerst::ADV,primer,d'abord
833,zuerst::ADV,primer,premièrement
834,einmal::ADV,una vegada,une fois
835,manchmal::ADV,de vegades,parfois
836,manchmal::ADV,de vegades,quelquefois
837,oft::ADV,sovint,souvent
838,immer::ADV,sempre,toujours
839,niemals::ADV,no ... mai,ne ... jamais
840,hier::ADV,aquí,ici
841,hierhin::ADV,per aquí,par ici
842,von hier::ADV,des d'aquí,d'ici
843,dort::ADV,allí,là
844,dort::ADV,allí,là-bas
845,dorthin::ADV,hi,y
846,dorthin::ADV,hi,par là
847,geradeaus::ADV,tot dret,tout droit
848,vorwärts::ADV,endavānt,en avant
849,rückwärts::ADV,endarrera,en arrière
850,zurück::ADV,darrere,de retour
851,unten::ADV,a baix,en bas
852,unten::ADV,a baix,au-dessous
853,hinab::ADV,cap avall,en bas
854,hinab::ADV,cap avall,vers le bas
855,oben::ADV,dalt,dessus
856,oben::ADV,dalt,en haut
857,hinauf::ADV,cap amunt,en haut
858,hinauf::ADV,cap amunt,vers le haut
859,überall::ADV,pertot,partout
860,überall::ADV,per tot arreu,partout
861,nicht::ADV,no,ne ... pas
862,ein wenig::ADV,una mica,un peu
863,kaum::ADV,a penes,à peine
864,sehr::ADV,molt,très
865,so::ADV,així,si
866,so::ADV,així,ainsi
