,Concept_ID,mhr,ml
51,Herz::N,шӱм,ഹൃദയം
52,Magen::N,пага́р,വയർ
53,Leber::N,мокш,കരൾ
54,Atem::N,шӱ́лыш,ശ്വാസം
55,Hunger::N,шужыма́ш,വിശപ്പ്
56,Träne::N,шинчавӱ́д,കണ്ണീർ
57,Geschmack::N,там,രുചി
58,Geruch::N,пуш,ഗന്ധം
59,Schlaf::N,о́мо,ഉറകും
60,Traum::N,йӱдо́мо,സ്വപ്നം
61,Himmel::N,кава́,ആകാശം
62,Sonne::N,ке́че,സൂര്യൻ
63,Mond::N,ты́лзе,ചന്ദ്രൻ
64,Stern::N,шӱ́дыр,നക്ഷത്രം
65,Luft::N,юж,കാറ്റ്
66,Wind::N,марде́ж,കാറ്റ്
67,Welle::N,то́лкын,തിരമാല
68,Wasser::N,вӱд,വെള്ളം
69,Stein::N,кӱ,ശില
70,Stein::N,кӱ,കല്ല്
71,Boden::N,рок,തറ
72,Boden::N,рок,നിലം
73,Erde::N,мла́нде,മണ്ണ്
74,Staub::N,пура́к,പൊടി
75,Rauch::N,шикш,പുക
76,Funke::N,сеске́м,തീപ്പൊരി
77,Funke::N,тулйы́п,തീപ്പൊരി
78,Feuer::N,тул,തീ
79,Licht::N,со́то,വിളക്ക്
80,Licht::N,со́то,സൂര്യപ്രകാശം
81,Schatten::N,ӱ́мыл,തണൽ
82,Wetter::N,иге́че,കാലാവസ്ഥ
83,Nebel::N,тӱтыра́,മൂടൽമഞ്ഞ്
84,Wolke::N,пыл,മേഘം
85,Regen::N,йӱр,മഴ
86,Schnee::N,лум,മഞ്ഞ്
87,Eis::N,ий,ഐസ്
88,Frost::N,чатлама́,മൂടൽമഞ്ഞ്
89,Kälte::N,йӱ́штӧ,തണുപ്പ്
90,Hitze::N,шо́кшо,ചൂട്
91,Raureif::N,пӧрш,കോടമഞ്ഞ്
92,Raureif::N,по́кшым,കോടമഞ്ഞ്
93,Regenbogen::N,шонанпы́л,മഴവില്ല്
94,Donner::N,кӱ́дырчӧ,ഇടി
95,Strömung::N,йо́гын,പ്രവാഹം
96,Tropfen::N,чӱча́лтыш,തുള്ളി
97,Schaum::N,шоҥ,നുര
98,Schmutz::N,лавыра́,അഴുക്ക്
99,See::N,ер,തടാകം
100,Sumpf::N,лӱ́кӧ,ചതുപ്പുനിലം
101,Moor::N,куп,പാഴ്നിലം
102,Wiese::N,о́лык,പുൽത്തകിടി
103,Wald::N,чодыра́,വനം
104,Wald::N,чодыра́,കാട്
105,Hügel::N,арка́,കുന്ന്
106,Anhöhe::N,тӧва́,ഉയർന്ന ഭൂമി
107,Anhöhe::N,кӱкшака́,ഉയർന്ന ഭൂമി
108,Berg::N,ку́рык,പർവ്വതം
109,Gipfel::N,чаҥга́,ഉച്ചകോടി
110,Gipfel::N,курыкву́й,ഉച്ചകോടി
111,Höhle::N,пеще́р,ഗുഹ
112,Höhle::N,курыкпо́мыш,ഗുഹ
113,Abhang::N,та́йыл,ചരിവ്
114,Quelle::N,важ,ഉറവിടം
115,Quelle::N,вӱдшинча́,ഉറവിടം
116,Bach::N,изэҥе́р,അരുവി
117,Fluss::N,эҥе́р,നദി
118,Ufer::N,сер,തീരം
119,Küste::N,вӱдтӱ́р,കടൽത്തീരം
120,Festland::N,мла́нде,കര
121,Meer::N,те́ҥыз,കടൽ
122,Bucht::N,икса́,ഉൾക്കടല്
123,Insel::N,отро́,ദ്വീപ്
124,Blume::N,пеле́дыш,പൂവ്
125,Gras::N,шу́до,പുല്ല്
126,Wurzel::N,вож,വേര്
127,Baum::N,пуше́ҥге,മരം
128,Stamm::N,йы́тыр,തായ്ത്തടി
129,Rinde::N,шӱм,പട്ട
130,Ast::N,укш,ശാഖ
131,Zweig::N,торма́к,ശാഖ
132,Blatt::N,лышта́ш,ഇല
133,Birke::N,куэ́,പൂവരശ്
134,Kiefer[Baum]::N,пӱ́нчӧ,പൈൻമരം
135,Weide[Baum]::N,уа́,വില്ലോ
136,Tanne::N,кож,ദേവദാരു
137,Horn::N,шур,മൃഗത്തിൻറെ കൊമ്പ്
138,Feder::N,пы́стыл,തൂവൽ
139,Fell::N,кова́ште,മൃദുരോമം
140,Flügel::N,шу́лдыр,ചിറക്
141,Klaue::N,кӱч,നഖം
142,Kralle::N,ла́па,നഖം
143,Kralle::N,копа́,നഖം
144,Schwanz::N,поч,വാൽ
145,Ei::N,му́но,മുട്ട
146,Nest::N,пыжа́ш,കൂട്
147,Bau::N,пыжа́ш,മാളം
148,Tier::N,я́нлык,മൃഗം
149,Tier::N,живо́тный,മൃഗം
150,Herde::N,кӱ́тӱ,കൂട്ടം
151,Herde::N,тӱшка́,കൂട്ടം
152,Kuh::N,ушка́л,പശു
153,Bulle::N,ӱ́шкыж,കാള
154,Pferd::N,и́мне,കുതിര
155,Schaf::N,шо́рык,ആട്
156,Schwein::N,сӧсна́,പന്നി
157,Hund::N,пий,നായ്
158,Katze::N,пы́рыс,പൂച്ച
159,Bär::N,маска́,കരടി
160,Eichhörnchen::N,ур,അണ്ണാൻ
161,Elch::N,шо́рдо,കടമാന്
162,Fuchs::N,ры́выж,കുറുക്കൻ
163,Hase::N,мера́ҥ,മുയൽ
164,Maus::N,коля́,ചുണ്ടലി
165,Wolf::N,пи́ре,ചെന്നായ
166,Vogel::N,ка́йык,പക്ഷി
167,Schwarm::N,каша́к,കൂട്ടം
168,Huhn::N,чы́ве,കോഴി
169,Hahn::N,агыта́н,പൂവൻകോഴി
170,Gans::N,ко́мбо,അരയന്നം
171,Adler::N,карагу́ш,കഴുകൻ
172,Ente::N,лу́до,താറാവ്
173,Eule::N,тумна́,മൂങ്ങ
174,Kranich::N,турня́,കൊക്ക്
175,Krähe::N,кора́к,കാക്ക
176,Kuckuck::N,куку́,കുയിൽ
177,Schwan::N,йӱ́ксӧ,അരയന്നം
178,Fisch::N,кол,മത്സ്യം
179,Barsch::N,ола́ҥге,ഒരിനം മത്സ്യം
180,Hecht::N,нуж,ഒരു മത്സ്യം
181,Hecht::N,чорта́н,ഒരു മത്സ്യം
182,Schlange[Tier]::N,ки́шке,പാമ്പ്
183,Wurm::N,шукш,വിര
184,Spinne::N,эҥыре́мыш,ചിലന്തി
185,Ameise::N,ку́тко,ഉറുമ്പ്
186,Laus::N,тий,പേന്
187,Mücke::N,шыҥа́,മശകം
188,Fliege::N,ка́рме,ഈച്ച
189,Schmetterling::N,лы́ве,ചിത്രശലഭം
190,Beere::N,мӧр,ബെറി
191,Apfel::N,олма́,ആപ്പിൾ
192,Pilz::N,по́ҥго,കൂൺ
193,Zwiebel::N,шога́н,സവാള
194,Saat::N,нӧ́шмӧ,വിത്ത്
195,Saat::N,туш,വിത്ത്
196,Korn::N,шу́рно,ധാന്യം
197,Heu::N,шу́до,വയ്ക്കോൽ
198,Schale::N,шӱм,തൊലി
199,Grube::N,выне́м,കുഴി
200,Falle::N,лӧ́дӧ,കെണി
201,Schlinge::N,о́птыш,കുടുക്ക്
202,Schlinge::N,шӧрга́лтыш,കുടുക്ക്
203,Spur::N,кыша́,ചുവട്
204,Asche::N,ло́мыж,ചാരം
205,Dreck::N,лавыра́,അഴുക്ക്
206,Eisen::N,кӱ́ртньӧ,ഇരുമ്പ്
207,Gold::N,шӧ́ртньӧ,സ്വർണ്ണം
208,Silber::N,ший,വെള്ളി
209,Kohle::N,мландышӱ́й,കൽക്കരി
210,Glas::N,янда́,ഗ്ലാസ്
211,Lehm::N,шун,കളിമണ്ണ്
212,Sand::N,ошма́,മണൽ
213,Mensch::N,еҥ,മനുഷ്യർ
214,Mensch::N,айде́ме,മനുഷ്യർ
215,Mann::N,пӧръе́ҥ,പുരുഷൻ
216,Frau::N,ӱдырама́ш,സ്ത്രീ
217,Kind::N,аза́,കുഞ്ഞ്
218,Junge::N,рве́зе,ആൺകുട്ടി
219,Mädchen::N,ӱдыра́ш,പെൺകുട്ടി
220,Familie::N,еш,കുടുംബം
221,Großvater::N,коча́,അപ്പൂപ്പൻ
222,Großmutter::N,кова́,അമ്മുമ്മ
223,Eltern::N,ача́-ава́,മാതാപിതാക്കള്
224,Vater::N,ача́,അച്ഛൻ
225,Mutter::N,ава́,അമ്മ
226,Sohn::N,э́рге,മകൻ
227,Tochter::N,ӱ́дыр,മകൾ
228,Bruder::N,иза́,ചേട്ടൻ
229,Bruder::N,иза́,അനിയൻ
230,Bruder::N,шо́льо,ചേട്ടൻ
231,Bruder::N,шо́льо,അനിയൻ
232,Schwester::N,ака́,ചേച്ചി
233,Schwester::N,ака́,അനിയത്തി
234,Onkel::N,иза́,അമ്മാവൻ
235,Tante::N,кока́,മാമി
236,Ehemann::N,мари́й,ഭർത്താവ്
237,Ehefrau::N,ва́те,ഭാര്യ
238,Freude::N,куа́н,ആഹ്ലാദം
239,Freude::N,куаныма́ш,ആഹ്ലാദം
240,Gelächter::N,во́штылтыш,ചിരിയുടെ ശബ്ദം
241,Glück::N,пиа́л,സന്തോഷം
242,Glück::N,пиа́л,സന്തുഷ്ടി
243,Kummer::N,о́йго,ശോകം
244,Wunsch::N,ку́мыл,ആഗ്രഹം
245,Lust::N,ку́мыл,ആഗ്രഹം
246,Geist::N,ӧрт,ചുറുചുറുക്ക്
247,Geist::N,чон,ചുറുചുറുക്ക്
248,Gedanke::N,ой,ചിന്ത
249,Gedanke::N,шоныма́ш,ചിന്ത
250,Gedächtnis::N,шарныма́ш,ഓർമ്മശക്തി
251,Verstand::N,уш,മനസ്സ്
252,Sinn::N,смысл,അർത്ഥം
253,Grund::N,ама́л,കാരണം
254,Wahrheit::N,чын,സത്യം
255,Gespräch::N,мутланыма́ш,സല്ലാപം
256,Märchen::N,йома́к,യക്ഷിക്കഥ
257,Erzählung::N,ойлыма́ш,കഥ
258,Nachricht::N,увертарыма́ш,സന്ദേശം
259,Neuigkeit::N,уве́р,വാർത്ത
260,Name::N,лӱм,പേര്
261,Rätsel::N,ту́што,പ്രഹേളിക
262,Rede::N,ойлыма́ш,സംസാരം
263,Sprache::N,йы́лме,ഭാഷ
264,Stimme::N,йӱк,സ്വരം
265,Wort::N,ой,വാക്ക്
266,Wort::N,мут,വാക്ക്
267,Zeichen::N,ти́ште,സംജ്ഞ
268,Zeichen::N,знак,സംജ്ഞ
269,Ruf::N,ӱжма́ш,വിളി
270,Lärm::N,лӱшкыма́ш,ആരവം
271,Lärm::N,йӱк-йӱа́н,ആരവം
272,Laut::N,йӱк,ശബ്ദം
273,Ton::N,йӱксе́м,സ്വരഭേദം
274,Lied::N,му́ро,പാട്ട്
275,Ruhe::N,ты́мык,നിശ്ചലത
276,Leute::N,еҥ-влак,ജനങ്ങൾ
277,Volk::N,ка́лык,രാഷ്ടം
278,Arbeit::N,паша́,ജോലി
279,Gast::N,уна́,അതിലി
280,Geschenk::N,пӧле́к,സമ്മാനം
281,Spiel::N,мо́дыш,കളി
282,Spiel::N,модма́ш,കളി
283,Gesellschaft::N,тӱшка́,കൂട്ടായ്മ
284,Hilfe::N,по́лыш,സഹായം
285,Freund::N,таҥ,സുഹൃത്ത്
286,Freund::N,йолта́ш,സുഹൃത്ത്
287,Kamerad::N,таҥ,കൂട്ടാളി
288,Angelegenheit::N,паша́,കാര്യം
289,Anzahl::N,чот,എണ്ണം
290,Art::N,вид,തരം
291,Stück::N,ка́тыш,കഷണം
292,Stück::N,ла́стык,കഷണം
293,Teil::N,ужа́ш,ഭാഗം
294,Hälfte::N,пел,പകുതി
295,Hälfte::N,пе́ле,പകുതി
296,Kreis::N,ты́ртыш,വൃത്തം
297,Kreuz::N,ыре́с,കുരിശടയാളം
298,Linie::N,ли́ний,വര
299,Linie::N,ли́ний,രേഖ
300,Strich::N,коре́ш,പക്ഷാഘാതം
301,Abstand::N,кокла́,വിടവ്
302,Entfernung::N,тора́,അകലം
303,Entfernung::N,ку́жыт,അകലം
304,Gegend::N,кунде́м,പ്രദേശം
305,Platz::N,ку́мдык,ഇടം
306,Ort::N,вер,സ്ഥലം
307,Ort::N,о́лмо,സ്ഥലം
308,Seite::N,ӧ́рдыж,വശം
309,Mitte::N,покше́л,മധ്യസ്ഥാനം
310,Gegenstand::N,наста́,സാധനം
311,Sache::N,наста́,വസ്തു
312,Rand::N,тӱр,തൊങ്ങൽ
313,Kante::N,тӱр,അറ്റം
314,Ecke::N,лук,മൂല
315,Spitze::N,вуй,അഗ്രം
316,Ende::N,муча́ш,അവസാനം
317,Loch::N,рож,ദ്വാരം
318,Winkel::N,лук,കോൺ
319,Muster::N,пеза́к,ക്രമം
320,Muster::N,узо́р,ക്രമം
321,Muster::N,ӱ́лгӧ,ക്രമം
322,Größe::N,кӱ́кшыт,വലുപ്പം
323,Länge::N,ку́тыш,നീളം
324,Höhe::N,кӱ́кшыт,ഉയരം
325,Gewicht::N,не́лыт,കട്ടി
326,Menge::N,чот,അളവ്
327,Haufen::N,кы́шыл,കൂമ്പാരം
328,Reihe::N,рада́м,വരി
329,Boot::N,пуш,ബോട്ട്
330,Ruder::N,эшка́к,പങ്കായം
331,Schlitten::N,тер,ഉരുളില്ലാവണ്ടി
332,Schlitten::N,изде́р,ഉരുളില്ലാവണ്ടി
333,Ski::N,е́че,ഹിമപാദുകം
334,Lagerfeuer::N,туло́то,തീ
335,Last::N,нӧ́лтыш,ഭാരം
336,Gang::N,ошкылма́ш,നടത്തം
337,Schritt::N,о́шкыл,ചുവട്
338,Norden::N,йӱдйыма́л,വടക്ക്
339,Süden::N,кечывалве́л,തെക്ക്
340,Westen::N,касве́л,പടിഞ്ഞാറ്
341,Osten::N,эрве́л,കിഴക്ക്
342,Holz::N,пу,തടി
343,Brett::N,оҥа́,ബോർഡ്
344,Platte::N,аста́р,തകിട്
345,Stütze::N,чара́к,താങ്ങ്
346,Stange::N,лома́ш,കമ്പ്
347,Stock::N,тоя́,വടി
348,Stab::N,вара́,കുറുവടി
349,Stab::N,кашта́,കുറുവടി
350,Rohr::N,пуч,കുഴൽ
351,Haus::N,пӧрт,വീട്
352,Heim::N,мӧ́ҥгӧ,വീട്
353,Ofen::N,комака́,സ്റ്റൌ
354,Fußboden::N,кӱва́р,തറ
355,Tisch::N,ӱсте́л,മേശ
356,Stuhl::N,пӱке́н,കസേര
357,Wiege::N,шепка́,തൊട്ടിൽ
358,Bett::N,ва́кшыш,കിടക്ക
359,Regal::N,шӧ́рлык,ഷെൽഫ്
360,Kiste::N,шо́ндык,പെട്ടി
361,Kiste::N,я́шлык,പെട്ടി
362,Fenster::N,окна́,ജനൽ
363,Tür::N,омса́,വാതിൽ
364,Tor::N,капка́,കവാടം
365,Zaun::N,сава́р,വേലി
366,Dach::N,леве́дыш,മേൽക്കുര
367,Leiter::N,тошка́лтыш,ഏണി
368,Besen::N,ӱштерво́штыр,ചൂല്
369,Spaten::N,ко́льмо,തൂമ്പ
370,Schaufel::N,сово́к,തൂമ്പ
371,Schaufel::N,су́ско,തൂമ്പ
372,Gabel::N,ви́лке,മുൾക്കത്തി
373,Löffel::N,па́не,സ്പൂൺ
374,Löffel::N,совла́,സ്പൂൺ
375,Messer::N,кӱ́зӧ,കത്തി
376,Nagel::N,пуда́,ആണി
377,Netz::N,вапш,വല
378,Haken::N,са́гыле,കൊളുത്ത്
379,Griff::N,кыл,കൈപ്പിടി
380,Schloss::N,кӧгӧ́н,പൂട്ട്
381,Bild::N,сӱре́т,ചിത്രം
382,Figur::N,фигу́р,കണക്ക്
383,Puppe::N,курча́к,പാവ
384,Beutel::N,меша́к,ബാഗ്
385,Bündel::N,арша́ш,കെട്ട്
386,Tasche::N,сумка́,ബാഗ്
387,Eimer::N,ведра́,ബക്കറ്റ്
388,Deckel::N,ко́мдыш,ഉറ
389,Geschirr::N,а́те,പിഞ്ഞാണം
390,Sack::N,куль,ചാക്ക്
391,Sack::N,меша́к,ചാക്ക്
392,Tasse::N,чу́кыр,കപ്പ്
393,Tasse::N,чашка́,കപ്പ്
394,Topf::N,ми́ске,പാത്രം
395,Kessel::N,под,കെറ്റ്ല്
396,Essen::N,ко́чкыш,ആഹാരസമയം
397,Nahrung::N,ку́рго,ഭക്ഷണം
398,Speise::N,ко́чкыш,ഡിഷ്
399,Fleisch::N,шыл,മാംസം
400,Getreide::N,шу́рно,ചോളം
401,Brei::N,пу́чымыш,കഞ്ഞി
402,Brot::N,ки́нде,റോട്ടി
403,Scheibe::N,ка́тыш,തുണ്ട്
404,Fett::N,коя́,കൊഴുപ്പ്
405,Butter::N,ӱй,വെണ്ണ
406,Öl::N,ӱй,എണ്ണ
407,Salz::N,шинча́л,ഉപ്പ്
408,Suppe::N,шӱр,സൂപ്പ്
409,Honig::N,мӱй,തേൻ
410,Milch::N,шӧр,പാൽ
411,Tee::N,чай,ചായ
412,Leder::N,сура́н,തുകൽ
413,Leder::N,шӱ́штӧ,തുകൽ
414,Wolle::N,пун,കമ്പിളി
415,Stoff::N,куэ́м,തുണി
416,Stoff::N,посто́,തുണി
417,Nadel::N,и́ме,സൂചി
418,Faden::N,шӱ́ртӧ,നൂല്
419,Knopf::N,по́лдыш,ബട്ടൺ
420,Knoten::N,пышке́м,കുരുക്ക്
421,Farbe::N,чия́,പെയിൻറ്
422,Kleidung::N,чие́м,വസ്ത്രങ്ങൾ
423,Kleidung::N,вурге́м,വസ്ത്രങ്ങൾ
424,Hemd::N,ту́выр,ഷർട്ട്
425,Kragen::N,сога́,കുപ്പായക്കഴുത്ത്
426,Ärmel::N,шокш,കുപ്പായക്കൈ
427,Hose::N,йола́ш,ട്രൌസർ
428,Gürtel::N,ӱ́штӧ,ബെൽറ്റ്
429,Mütze::N,упш,തൊപ്പി
430,Schuh::N,боти́нке,ഷൂ
431,Stiefel::N,кем,ബൂട്ട്
432,Ring::N,шерга́ш,മോതിരം
433,Band::N,тасма́,റിബൺ
434,Band::N,ле́нте,റിബൺ
435,Kamm::N,шерге́,ചീപ്പ്
436,Spiegel::N,вошто́нчыш,കണ്ണാടി
437,Riemen::N,кӱзанӱ́штӧ,സ്ട്രാപ്പ്
438,Schnur::N,кере́м,ചരട്
439,Schnur::N,кандыра́,ചരട്
440,Leine::N,вӱра́ҥ,കെട്ടാനുള്ള തോൽവാർ
441,Decke::N,леве́дыш,പുതപ്പ്
442,Decke::N,одея́л,പുതപ്പ്
443,Kissen::N,кӱ́пчык,തലയിണ
444,Tuch::N,шо́выч,സ്കാർഫ്
445,Handtuch::N,со́лык,തോർത്ത്
446,Kraft::N,вий,ശക്തി
447,Kraft::N,куа́т,ശക്തി
448,Stärke::N,куа́т,ശക്തി
449,Stärke::N,карма́н,ശക്തി
450,Gesundheit::N,таза́лык,ആരോഗ്യം
451,Krankheit::N,чер,അസുഖം
452,Schmerz::N,ко́рштыш,വേദന
453,Wunde::N,су́сыр,മുറിവ്
454,Fieber::N,йӱштыму́ж,പനി
455,Fieber::N,лихора́дке,പനി
456,Arznei::N,эм,മരുന്ന്
457,Brücke::N,кӱва́р,പാലം
458,Brunnen::N,вӱдвыне́м,കിണർ
459,Weide::N,нурше́р,മേച്ചൽ
460,Pfad::N,йолго́рно,വഴി
461,Pfad::N,сокма́к,വഴി
462,Weg::N,ко́рно,വഴി
463,Straße::N,ко́рно,റോഡ്
464,Dorf::N,ял,ഗ്രാമം
465,Stadt::N,ола́,നഗരം
466,Brief::N,се́рыш,കത്ത്
467,Buch::N,книга́,പുസ്തകം
468,Buchstabe::N,буква́,അക്ഷരം
469,Zeitung::N,газе́т,വർത്തമാനപത്രം
470,Leben::N,и́лыш,ജീവൻ
471,Tod::N,колыма́ш,മരണം
472,Grab::N,шӱга́р,ശവക്കുഴി
473,Kirche::N,че́рке,പള്ളി
474,Sünde::N,су́лык,പാപം
475,Gott::N,ю́мо,ദൈവം
476,Arbeiter::N,паша́зе,ജോലിക്കാരൻ
477,Chef::N,тӧра́,മേധാവി
478,Meister::N,маста́р,യജമാനൻ
479,Arzt::N,врач,ഡോക്ടർ
480,Lehrer::N,ту́ныктышо,അധ്യാപകൻ
481,Geld::N,окса́,പണം
482,Geschäft::N,сатулыма́ш,ബിസിനസ്
483,Laden::N,ке́выт,കട
484,Preis::N,ак,വില
485,Ware::N,сату́,ചരക്ക്
486,Nutzen::N,пайда́,ലാഭം
487,Reichtum::N,поя́нлык,ധനം
488,Welt::N,тӱня́,ലോകം
489,Land::N,эл,രാജ്യം
490,Staat::N,кугыжа́ныш,രാജ്യം
491,König::N,кугыжа́,രാജാവ്
492,Macht::N,власть,അധികാരം
493,Grenze::N,грани́ца,അതിർത്തി
494,Krieg::N,сар,യുദ്ധം
495,Feind::N,тушма́н,ശത്രു
496,Gewalt::N,виешлыма́ш,അക്രമം
497,Kampf::N,кредалма́ш,പോരാട്ടം
498,Bogen[Waffe]::N,юҥе́ж,വില്ല്
499,Pfeil::N,пикш,അമ്പ്
500,Gewehr::N,пыча́л,തോക്ക്
501,Fehler::N,йо́ҥылыш,പിശക്
502,Lüge::N,шоя́к,കള്ളം
503,Schaden::N,зия́н,കേടുപാട്
504,Unglück::N,эҥге́к,ദൌർഭാഗ്യം
505,Schuld::N,тита́к,തെറ്റ്
506,Schuld::N,йола́,തെറ്റ്
507,Alter::N,ийго́т,വയസ്സ്
508,Schluss::N,муча́ш,നിഗമനം
509,Zeit::N,жап,സമയം
510,Zeit::N,па́гыт,സമയം
511,Tag::N,ке́че,ദിവസം
512,Morgen::N,эр,പ്രഭാതം
513,Mittag::N,кечыва́л,ഉച്ച
514,Abend::N,кас,സായാഹ്നം
515,Nacht::N,йӱд,രാത്രി
516,Woche::N,арня́,ആഴ്ച
517,Monat::N,ты́лзе,മാസം
518,Jahr::N,ий,വർഷം
519,Frühling::N,шо́шо,വസന്തം
520,Sommer::N,кеҥе́ж,വേനൽ
521,Herbst::N,шы́же,ശരത്കാലം
522,Winter::N,те́ле,ശൈത്യം
523,Januar::N,шоркыйол,ജനുവരി
524,Januar::N,идалыкву́й,ജനുവരി
525,Januar::N,янва́рь,ജനുവരി
526,Februar::N,пургыж,ഫെബ്രുവരി
527,Februar::N,февра́ль,ഫെബ്രുവരി
528,März::N,ӱярня,മാർച്ച്
529,März::N,март,മാർച്ച്
530,April::N,апре́ль,ഏപ്രിൾ മാസം
531,Mai::N,ага,മെയ് മാസം
532,Mai::N,май,മെയ് മാസം
533,Juni::N,пеледыш,ജൂൺ
534,Juni::N,ию́нь,ജൂൺ
535,Juli::N,сӱрем,ജൂലൈ
536,Juli::N,ию́ль,ജൂലൈ
537,August::N,сорла,ആഗസ്റ്റ്
538,August::N,агарма́н,ആഗസ്റ്റ്
539,August::N,а́вгуст,ആഗസ്റ്റ്
540,September::N,идым,സെപ്തംബർ
541,September::N,сентя́брь,സെപ്തംബർ
542,Oktober::N,шыжа,ഒക്ടോബർ
543,Oktober::N,октя́брь,ഒക്ടോബർ
544,November::N,кылме тылзе,നവംബർ
545,November::N,ноя́брь,നവംബർ
546,Dezember::N,дека́брь,ഡിസംബർ
547,Montag::N,шо́чмо,തിങ്കളാഴ്ച
548,Dienstag::N,ку́шкыжмо,ചൊവ്വ
549,Mittwoch::N,вӱрге́че,ബുധനാഴ്ച
550,Donnerstag::N,изарня́,വ്യാഴാഴ്ച
551,Freitag::N,кугарня́,വെള്ളിയാഴ്ച
552,Samstag::N,шуматке́че,ശനിയാഴ്ച
553,Sonntag::N,рушарня́,ഞായറാഴ്ച
554,groß::A,кугу́,വലിയ
555,klein::A,изи́,ചെറിയ
556,lang::A,кужу́,നീണ്ട
557,kurz::A,кӱ́чык,ഹ്രസ്വമായ
558,breit::A,кумда́,വിശാലമായ
559,schmal::A,а́ҥысыр,ഇടുങ്ങിയ
560,dicht::A,ну́гыдо,നിബിഡമായ
561,dick[Gegenstand]::A,кӱ́жгӧ,തടിച്ച
562,dünn::A,ви́чкыж,മെലിഞ്ഞ
563,fein::A,ты́гыде,നേർത്ത
564,fest::A,чо́ткыдо,ഉറപ്പുള്ള
565,flach::A,лапка́,പരന്ന
566,glatt::A,яклака́,മിനുസമുള്ള
567,hart::A,пе́ҥгыде,കട്ടിയുള്ള
568,weich::A,пу́шкыдо,മൃദുവായ
569,rund::A,йырге́шке,വട്ടത്തിലുള്ള
570,spitz::A,коша́р,മുനയുള്ള
571,scharf::A,пӱ́сӧ,മൂർച്ചയുള്ള
572,stumpf::A,токма́к,തുറന്നടിക്കുന്ന
573,schwer::A,не́ле,ഭാരമുള്ള
574,schön::A,сы́лне,മനോഹരമായ
575,heiß::A,шо́кшо,ചൂടുള്ള
576,warm::A,ле́ве,ചൂടുള്ള
577,kalt::A,йӱ́штӧ,തണുത്ത
578,kühl::A,юа́лге,തണുപ്പുള്ള
579,kühl::A,южгата́,തണുപ്പുള്ള
580,frisch::A,свежа́,ശുദ്ധമായ
581,feucht::A,вӱ́дыжгӧ,ഈറനുള്ള
582,nass::A,нӧ́рӧ,നനഞ്ഞ
583,trocken::A,ку́кшо,വരണ്ട
584,voll::A,тич,നിറയെ
585,leer::A,яра́,ഒഴിഞ്ഞ
586,offen::A,виш,തുറന്ന
587,geschlossen::A,пе́тырыме,അടച്ച
588,geschlossen::A,тӱ́чмӧ,അടച്ച
589,sauber::A,ару́,വൃത്തിയുള്ള
590,sauber::A,янда́р,വൃത്തിയുള്ള
591,schmutzig::A,лавыра́н,അഴുക്കുനിറഞ്ഞ
592,schmutzig::A,ла́выргыше,അഴുക്കുനിറഞ്ഞ
