,Concept_ID,hr,uk
173,Eichhörnchen::N,vjeverica,білка
174,Elch::N,los,лось
175,Fuchs::N,lisica,лисиця
176,Hase::N,zec,заєць
177,Maus::N,miš,миша
178,Wolf::N,vuk,вовк
179,Wolf::N,kurjak,вовк
180,Vogel::N,ptica,птах
181,Schwarm::N,roj,зграя
182,Schwarm::N,jato,зграя
183,Huhn::N,kokoš,курка
184,Hahn::N,kokot,півень
185,Hahn::N,pijevac,півень
186,Gans::N,guska,гуска
187,Adler::N,orao,орел
188,Ente::N,patka,качка
189,Eule::N,sova,сова
190,Kranich::N,ždral,журавель
191,Krähe::N,vrana,ворона
192,Kuckuck::N,kukavica,зозуля
193,Schwan::N,labud,лебідь
194,Fisch::N,riba,риба
195,Barsch::N,grgeč,окунь
196,Hecht::N,štuka,щука
197,Schlange[Tier]::N,guja,змія
198,Schlange[Tier]::N,zmija,змія
199,Wurm::N,crv,черв’як
200,Spinne::N,pauk,павук
201,Ameise::N,mrav,мурашка
202,Laus::N,uš,воша
203,Mücke::N,komarac,комар
204,Fliege::N,muha,муха
205,Schmetterling::N,leptir,метелик
206,Beere::N,boba,ягода
207,Beere::N,bobica,ягода
208,Apfel::N,jabuka,яблуко
209,Pilz::N,pečurka,гриб
210,Zwiebel::N,luk,цибуля
211,Zwiebel::N,kapula,цибуля
212,Saat::N,sjemenje,сім’я
213,Korn::N,zrno,зерно
214,Heu::N,sijeno,сіно
215,Schale::N,kora,шкірка
216,Schale::N,ljuska,шкірка
217,Grube::N,jama,яма
218,Falle::N,zamka,пастка
219,Falle::N,klopka,пастка
220,Schlinge::N,uzao,петля
221,Schlinge::N,petlja,петля
222,Spur::N,trag,слід
223,Spur::N,slijed,слід
224,Asche::N,pepeo,зола
225,Asche::N,pepeo,попіл
226,Dreck::N,blato,бруд
227,Eisen::N,željezo,залізо
228,Gold::N,zlato,золото
229,Silber::N,srebro,срібло
230,Kohle::N,ugalj,вугілля
231,Kohle::N,ugljen,вугілля
232,Glas::N,staklo,скло
233,Lehm::N,glina,глина
234,Lehm::N,ilovača,глина
235,Sand::N,pijesak,пісок
236,Mensch::N,čovjek,людина
237,Mann::N,muškarac,чоловік
238,Frau::N,žena,жінка
239,Kind::N,čedo,дитина
240,Kind::N,dijete,дитина
241,Junge::N,momče,хлопець
242,Junge::N,dječak,хлопець
243,Mädchen::N,djevojka,дівчина
244,Mädchen::N,djevojčica,дівчина
245,Familie::N,obitelj,сім’я
246,Familie::N,obitelj,родина
247,Familie::N,porodica,сім’я
248,Familie::N,porodica,родина
249,Großvater::N,djed,дідусь
250,Großmutter::N,baka,бабуся
251,Eltern::N,roditelji,батьки
252,Vater::N,otac,батько
253,Mutter::N,majka,мати
254,Sohn::N,sin,син
255,Tochter::N,kći,дочка
256,Tochter::N,kćerka,дочка
257,Bruder::N,brat,брат
258,Schwester::N,sestra,сестра
259,Onkel::N,čika,дядько
260,Onkel::N,ujak,дядько
261,Tante::N,ujna,тітка
262,Tante::N,tetka,тітка
263,Ehemann::N,muž,чоловік
264,Ehemann::N,suprug,чоловік
265,Ehefrau::N,žena,жінка
266,Ehefrau::N,žena,дружина
267,Ehefrau::N,supruga,жінка
268,Ehefrau::N,supruga,дружина
269,Freude::N,radost,радощі
270,Gelächter::N,grohot,сміх
271,Glück::N,sreća,щастя
272,Kummer::N,jad,горе
273,Kummer::N,briga,горе
274,Wunsch::N,želja,бажання
275,Lust::N,volja,бажання
276,Geist::N,duh,дух
277,Gedanke::N,misao,думка
278,Gedächtnis::N,pamćenje,пам’ять
279,Verstand::N,um,розум
280,Verstand::N,razum,розум
281,Sinn::N,smisao,зміст
282,Sinn::N,smisao,значення
283,Sinn::N,značenje,зміст
284,Sinn::N,značenje,значення
285,Grund::N,razlog,причина
286,Wahrheit::N,istina,правда
287,Gespräch::N,razgovor,розмова
288,Märchen::N,bajka,байка
289,Erzählung::N,priča,повість
290,Erzählung::N,priča,оповідання
291,Erzählung::N,pripovijest,повість
292,Erzählung::N,pripovijest,оповідання
293,Nachricht::N,vijest,повідомлення
294,Neuigkeit::N,novost,новина
295,Name::N,ime,ім’я
296,Rätsel::N,zagonetka,загадка
297,Rede::N,govor,промова
298,Rede::N,besjeda,промова
299,Sprache::N,jezik,мова
300,Stimme::N,glas,голос
301,Wort::N,riječ,слово
302,Zeichen::N,znak,знак
303,Ruf::N,povik,оклик
304,Ruf::N,poklik,оклик
305,Lärm::N,buka,шум
306,Lärm::N,galama,шум
307,Laut::N,zvuk,звук
308,Ton::N,ton,тон
309,Lied::N,pjesma,пісня
310,Ruhe::N,tišina,спокій
311,Ruhe::N,počinak,спокій
312,Leute::N,ljudi,люди
313,Volk::N,puk,народ
314,Volk::N,narod,народ
315,Arbeit::N,rad,робота
316,Arbeit::N,posao,робота
317,Gast::N,gost,гість
318,Geschenk::N,dar,подарунок
319,Geschenk::N,poklon,подарунок
320,Spiel::N,igra,гра
321,Gesellschaft::N,društvo,товариство
322,Gesellschaft::N,kompanija,товариство
323,Hilfe::N,pomoć,допомога
324,Freund::N,prijatelj,друг
325,Freund::N,prijatelj,приятель
326,Kamerad::N,drug,товариш
327,Kamerad::N,drugar,товариш
328,Angelegenheit::N,posao,справа
329,Anzahl::N,broj,число
330,Anzahl::N,brojnost,число
331,Art::N,vid,рід
332,Art::N,vrst,рід
333,Stück::N,komad,кусок
334,Teil::N,dio,частина
335,Hälfte::N,polovina,половина
336,Kreis::N,krug,круг
337,Kreis::N,krug,коло
338,Kreuz::N,križ,хрест
339,Linie::N,crta,лінія
340,Strich::N,crta,штрих
341,Abstand::N,razmak,проміжок
342,Abstand::N,odstojanje,проміжок
343,Entfernung::N,udaljenost,відстань
344,Gegend::N,kraj,місцевість
345,Gegend::N,predeo,місцевість
346,Platz::N,mjesto,площа
347,Ort::N,mjesto,місце
348,Seite::N,bok,сторона
349,Seite::N,strana,сторона
350,Mitte::N,sredina,середина
351,Gegenstand::N,predmet,предмет
352,Sache::N,posao,річ
353,Rand::N,rub,край
354,Rand::N,kraj,край
355,Kante::N,brid,ребро
356,Kante::N,ivica,ребро
357,Ecke::N,ugao,ріг
358,Spitze::N,vrh,кінчик
359,Spitze::N,šiljak,кінчик
360,Ende::N,konac,кінець
361,Loch::N,rupa,діра
362,Winkel::N,kut,куток
363,Winkel::N,ugao,куток
364,Muster::N,uzor,узор
365,Größe::N,veličina,розмір
366,Länge::N,duljina,довжина
367,Höhe::N,visina,висота
368,Gewicht::N,težina,вага
369,Menge::N,mnoštvo,кількість
370,Menge::N,količina,кількість
371,Haufen::N,hrpa,купа
372,Haufen::N,gomila,купа
373,Reihe::N,red,ряд
374,Boot::N,čun,човен
375,Boot::N,čamac,човен
376,Ruder::N,veslo,весло
377,Schlitten::N,saone,сани
378,Ski::N,ski,лижа
379,Ski::N,smučka,лижа
380,Lagerfeuer::N,logorska vatra,вогнище
381,Last::N,tovar,тягар
382,Last::N,tovar,вантаж
383,Gang::N,hod,хід
384,Schritt::N,korak,крок
385,Norden::N,sjever,північ
386,Süden::N,jug,південь
387,Westen::N,zapad,захід
388,Osten::N,istok,схід
389,Holz::N,drvo,дрова
390,Brett::N,daska,дошка
391,Platte::N,ploča,плита
392,Stütze::N,potpora,підпірка
393,Stange::N,motka,жердина
394,Stock::N,štap,палиця
395,Stock::N,palica,палиця
396,Stab::N,štap,палиця
397,Stab::N,šipka,палиця
398,Rohr::N,cijev,труба
399,Haus::N,kuća,дім
400,Haus::N,kuća,хата
401,Heim::N,dom,житло
402,Ofen::N,peć,піч
403,Fußboden::N,pod,підлога
404,Tisch::N,stol,стіл
405,Tisch::N,trpeza,стіл
406,Stuhl::N,stolac,стілець
407,Stuhl::N,stolica,стілець
408,Wiege::N,kolijevka,колиска
409,Bett::N,krevet,ліжко
410,Bett::N,krevet,постіль
411,Bett::N,postelja,ліжко
412,Bett::N,postelja,постіль
413,Regal::N,polica,полиця
414,Kiste::N,sanduk,ящик
415,Fenster::N,prozor,вікно
416,Tür::N,vrata,двері
417,Tor::N,vrata,ворота
418,Tor::N,kapija,ворота
419,Zaun::N,plot,паркан
420,Zaun::N,plot,огорожа
421,Zaun::N,ograda,паркан
422,Zaun::N,ograda,огорожа
423,Dach::N,krov,дах
424,Leiter::N,ljestve,драбина
425,Leiter::N,ljestvice,драбина
426,Besen::N,metla,мітла
427,Spaten::N,ašov,заступ
428,Schaufel::N,lopata,совок
429,Schaufel::N,lopata,лопата
430,Gabel::N,viljuška,виделка
431,Löffel::N,žlica,ложка
432,Messer::N,nož,ніж
433,Nagel::N,čavao,цвях
434,Netz::N,mreža,сіть
435,Haken::N,kuka,крюк
436,Griff::N,držak,ручка
437,Griff::N,držak,держак
438,Griff::N,ručica,ручка
439,Griff::N,ručica,держак
440,Schloss::N,brava,замок
441,Bild::N,slika,картина
442,Figur::N,figura,фігура
443,Puppe::N,lutka,лялька
444,Beutel::N,kesa,мішечок
445,Beutel::N,kesa,торбинка
446,Bündel::N,snop,в’язка
447,Bündel::N,svežanj,в’язка
448,Tasche::N,torba,сумка
449,Tasche::N,taška,сумка
450,Eimer::N,kabao,відро
451,Deckel::N,poklopac,кришка
452,Geschirr::N,suđe,посуд
453,Geschirr::N,posuđe,посуд
454,Sack::N,džak,мішок
455,Sack::N,vreća,мішок
456,Tasse::N,šalica,чашка
457,Topf::N,lonac,горщик
458,Kessel::N,kazan,котел
459,Essen::N,obrok,їжа
460,Nahrung::N,hrana,харч
461,Speise::N,jelo,страва
462,Fleisch::N,meso,м’ясо
463,Getreide::N,žito,хліб
464,Getreide::N,žito,збіжжя
465,Getreide::N,žitarice,хліб
466,Getreide::N,žitarice,збіжжя
467,Brei::N,kaša,каша
468,Brot::N,kruh,хліб
469,Scheibe::N,kriška,скибочка
470,Fett::N,mast,жир
471,Fett::N,salo,жир
472,Butter::N,buter,масло
473,Butter::N,maslac,масло
474,Öl::N,ulje,олія
475,Salz::N,sol,сіль
476,Suppe::N,supa,суп
477,Honig::N,med,мед
478,Milch::N,mlijeko,молоко
479,Tee::N,čaj,чай
480,Leder::N,koža,шкіра
481,Wolle::N,vuna,шерсть
482,Stoff::N,štof,тканина
483,Stoff::N,tkanina,тканина
484,Nadel::N,igla,голка
485,Faden::N,nit,нитка
486,Faden::N,konac,нитка
487,Knopf::N,dugme,ґудзик
488,Knoten::N,čvor,вузол
489,Knoten::N,uzao,вузол
490,Farbe::N,farba,фарба
491,Kleidung::N,odjeća,одяг
492,Kleidung::N,odjeća,убрання
493,Hemd::N,košulja,сорочка
494,Kragen::N,ovratnik,комір
495,Ärmel::N,rukav,рукав
496,Hose::N,hlače,брюки
497,Gürtel::N,pas,пояс
498,Gürtel::N,pojas,пояс
499,Mütze::N,kapa,шапка
500,Schuh::N,cipela,ботинок
501,Stiefel::N,čizma,чобіт
502,Ring::N,prsten,кільце
503,Band::N,vrpca,стрічка
504,Kamm::N,češalj,гребінець
505,Spiegel::N,zrcalo,дзеркало
506,Spiegel::N,ogledalo,дзеркало
507,Riemen::N,kaiš,ремінь
508,Riemen::N,remen,ремінь
509,Schnur::N,vrpca,вірьовка
510,Leine::N,uzica,шворка
511,Decke::N,ćebe,ковдра
512,Decke::N,pokrivač,ковдра
513,Kissen::N,jastuk,подушка
514,Tuch::N,rubac,хустка
515,Tuch::N,marama,хустка
516,Handtuch::N,ručnik,рушник
517,Kraft::N,snaga,сила
518,Stärke::N,jakost,сила
519,Gesundheit::N,zdravlje,здоров’я
520,Krankheit::N,bolest,хвороба
521,Schmerz::N,bol,біль
522,Wunde::N,rana,рана
523,Fieber::N,groznica,гарячка
524,Arznei::N,lijek,ліки
525,Brücke::N,most,міст
526,Brücke::N,ćuprija,міст
527,Brunnen::N,bunar,колодязь
528,Brunnen::N,zdenac,колодязь
529,Weide::N,paša,пасовище
530,Weide::N,pašnjak,пасовище
531,Pfad::N,staza,стежка
532,Weg::N,put,шлях
533,Weg::N,put,дорога
534,Straße::N,drum,вулиця
535,Straße::N,cesta,вулиця
536,Dorf::N,selo,село
537,Stadt::N,grad,місто
538,Stadt::N,varoš,місто
539,Brief::N,list,лист
540,Brief::N,pismo,лист
541,Buch::N,knjiga,книга
542,Buch::N,knjiga,книжка
543,Buchstabe::N,slovo,буква
544,Buchstabe::N,slovo,літера
545,Zeitung::N,novine,газета
546,Leben::N,život,життя
547,Tod::N,smrt,смерть
548,Grab::N,raka,могила
549,Kirche::N,crkva,церква
550,Sünde::N,grijeh,гріх
551,Gott::N,bog,бог
552,Arbeiter::N,radnik,робітник
553,Chef::N,šef,хазяїн
554,Meister::N,majstor,умілець
555,Arzt::N,liječnik,лікар
556,Lehrer::N,učitelj,вчитель
557,Geld::N,novac,гроші
558,Geschäft::N,posao,заняття
559,Geschäft::N,trgovina,заняття
560,Laden::N,dućan,магазин
561,Laden::N,dućan,крамниця
562,Preis::N,cijena,ціна
563,Ware::N,roba,товар
564,Nutzen::N,korist,вигода
565,Nutzen::N,korist,користь
566,Reichtum::N,bogatstvo,багатство
567,Welt::N,svijet,світ
568,Land::N,zemlja,країна
569,Staat::N,država,держава
570,König::N,kralj,король
571,Macht::N,moć,влада
572,Macht::N,vlast,влада
573,Grenze::N,granica,кордон
574,Krieg::N,rat,війна
575,Feind::N,neprijatelj,ворог
576,Gewalt::N,sila,насильство
577,Gewalt::N,nasilje,насильство
578,Kampf::N,boj,бій
579,Kampf::N,boj,боротьба
580,Kampf::N,borba,бій
581,Kampf::N,borba,боротьба
582,Bogen[Waffe]::N,luk,лук
583,Pfeil::N,strijela,стріла
584,Gewehr::N,puška,рушниця
585,Gewehr::N,puška,гвинтівка
586,Fehler::N,pogreška,помилка
587,Fehler::N,griješka,помилка
588,Lüge::N,laž,брехня
589,Schaden::N,šteta,шкода
590,Schaden::N,šteta,збиток
591,Unglück::N,nesreća,нещастя
592,Schuld::N,krivnja,провина
593,Alter::N,dob,вік
594,Alter::N,dob,літа
595,Schluss::N,kraj,кінець
596,Schluss::N,konac,кінець
597,Zeit::N,doba,час
598,Zeit::N,vrijeme,час
599,Tag::N,dan,день
600,Morgen::N,jutro,ранок
601,Mittag::N,podne,південь
602,Abend::N,veče,вечір
603,Abend::N,večer,вечір
604,Nacht::N,noć,ніч
605,Woche::N,sedmica,тиждень
606,Monat::N,mjesec,місяць
607,Jahr::N,godina,рік
608,Frühling::N,proljeće,весна
609,Sommer::N,ljeto,літо
610,Herbst::N,jesen,осінь
611,Winter::N,zima,зима
612,Januar::N,januar,січень
613,Januar::N,siječanj,січень
614,Februar::N,veljača,лютий
615,Februar::N,februar,лютий
616,März::N,mart,березень
617,März::N,ožujak,березень
618,April::N,april,квітень
619,April::N,travanj,квітень
620,Mai::N,maj,травень
621,Mai::N,svibanj,травень
622,Juni::N,juni,червень
623,Juni::N,lipanj,червень
624,Juli::N,juli,липень
625,Juli::N,srpanj,липень
626,August::N,august,серпень
627,August::N,kolovoz,серпень
628,September::N,rujan,вересень
629,September::N,septembar,вересень
630,Oktober::N,oktobar,жовтень
631,Oktober::N,listopad,жовтень
632,November::N,studeni,листопад
633,November::N,novembar,листопад
634,Dezember::N,prosinac,грудень
635,Montag::N,ponedjeljak,понеділок
636,Montag::N,ponedjeljnik,понеділок
637,Dienstag::N,utorak,вівторок
638,Dienstag::N,utornik,вівторок
639,Mittwoch::N,srijeda,середа
640,Donnerstag::N,četvrtak,четвер
641,Freitag::N,petak,п’ятниця
642,Samstag::N,subota,субота
643,Sonntag::N,nedjelja,неділя
644,groß::A,velik,великий
645,klein::A,mali,малий
646,klein::A,mali,маленький
647,klein::A,malen,малий
648,klein::A,malen,маленький
649,lang::A,dug,довгий
650,lang::A,dugačak,довгий
651,kurz::A,kratak,короткий
652,breit::A,širok,широкий
653,schmal::A,uski,вузький
654,schmal::A,uzak,вузький
655,dicht::A,gust,густий
656,dick[Gegenstand]::A,debeo,товстий
657,dünn::A,tanak,тонкий
658,fein::A,fin,дрібний
659,fein::A,tanak,дрібний
660,fest::A,čvrst,міцний
661,flach::A,ravan,плоский
662,flach::A,plosnat,плоский
663,glatt::A,gladak,рівний
664,glatt::A,gladak,гладенький
665,hart::A,tvrd,твердий
666,weich::A,mek,м’який
667,weich::A,mekan,м’який
668,rund::A,okrugao,круглий
669,spitz::A,oštar,гострокінцевий
670,spitz::A,šiljast,гострокінцевий
671,scharf::A,oštar,гострий
672,scharf::A,bridak,гострий
673,stumpf::A,tup,тупий
674,schwer::A,težak,важкий
675,schön::A,krasan,вродливий
676,heiß::A,vruć,жаркий
677,heiß::A,vruć,гарячий
678,warm::A,topao,теплий
679,kalt::A,hladan,холодний
680,kühl::A,hladan,прохолодний
681,frisch::A,svjež,свіжий
682,feucht::A,vlažan,вогкий
683,nass::A,mokar,мокрий
684,trocken::A,suh,сухий
685,voll::A,pun,повний
686,leer::A,prazan,пустий
687,offen::A,otvoren,відкритий
688,geschlossen::A,zatvoren,закритий
689,geschlossen::A,zatvoren,зачинений
690,sauber::A,čist,чистий
691,sauber::A,čist,охайний
692,schmutzig::A,nečist,брудний
693,schmutzig::A,blatan,брудний
694,roh::A,sirov,сирий
695,reif::A,zreo,зрілий
696,lecker::A,tečan,смачний
697,lecker::A,ukusan,смачний
698,süß::A,sladak,солодкий
699,bitter::A,gorak,гіркий
700,sauer::A,kiseo,кислий
701,hell::A,vedar,світлий
702,hell::A,svijetao,світлий
703,dunkel::A,taman,темний
704,schwarz::A,crn,чорний
705,weiß::A,bio,сивий
706,weiß::A,bijel,сивий
707,rot::A,crven,червоний
708,gelb::A,žut,жовтий
709,blau::A,plav,синій
710,blau::A,modar,синій
711,grün::A,zelen,зелений
712,grau::A,siv,сірий
713,bunt::A,šaren,барвистий
714,billig::A,jeftin,дешевий
715,teuer::A,skup,дорогий
716,wertvoll::A,vrijedan,цінний
717,wertvoll::A,dragocjen,цінний
718,blind::A,slijep,сліпий
719,taub::A,gluh,глухий
720,kräftig::A,snažan,могутній
721,stark::A,jak,сильний
722,stark::A,snažan,сильний
723,schwach::A,slab,слабкий
724,fett::A,pretio,жирний
725,fett::A,pretio,товстий
726,schlank::A,vitak,тонкий
727,schlank::A,vitak,стрункий
728,hübsch::A,zgodan,чарівний
729,böse::A,zao,злий
730,böse::A,zao,лихий
731,böse::A,opak,злий
732,böse::A,opak,лихий
733,dumm::A,glup,дурний
734,faul::A,lijen,ледачий
735,fleißig::A,radin,старанний
736,fleißig::A,marljiv,старанний
737,geizig::A,škrt,скупий
738,klug::A,razborit,мудрий
739,klug::A,razborit,розумний
740,geschickt::A,vješt,умілий
741,lieb::A,drag,милий
742,lustig::A,veseo,веселий
743,sanft::A,blag,лагідний
744,hungrig::A,gladan,голодний
745,krank::A,bolestan,слабий
746,nackt::A,nag,голий
747,traurig::A,tužan,сумний
748,traurig::A,žalostan,сумний
749,lebendig::A,živ,живий
750,gut::A,dobar,добрий
751,schlecht::A,loš,поганий
752,schlecht::A,loš,кепський
753,schlecht::A,rđav,поганий
754,schlecht::A,rđav,кепський
755,richtig::A,tačan,правильний
756,richtig::A,ispravan,правильний
757,schlimm::A,zao,бридкий
758,schlimm::A,zločest,бридкий
759,wahr::A,istinit,справжній
760,alt::A,star,старий
761,neu::A,nov,новий
762,ehemalig::A,bivši,колишній
763,alt[Lebewesen]::A,star,старий
764,jung::A,mlad,молодий
765,arm::A,ubog,бідний
766,arm::A,siromašan,бідний
767,reich::A,bogat,багатий
768,bekannt::A,poznat,знайомий
769,berühmt::A,čuven,славетний
770,berühmt::A,slavan,славетний
771,fremd::A,tuđ,чужий
772,fremd::A,stran,чужий
773,verschieden::A,razan,різний
774,verschieden::A,različan,різний
775,nah::A,blizak,близький
776,fern::A,dalek,далекий
777,fern::A,daljnji,далекий
778,linker::A,lijevi,лівий
779,rechter::A,desni,правий
780,anderer::A,drugi,інакший
781,anderer::A,drugačiji,інакший
782,erster::A,prvi,перший
783,zweiter::A,drugi,другий
784,dritter::A,treći,третій
785,letzter::A,zadnji,останній
786,allein::ADV,sam,сам
787,allein::ADV,sam,один
788,auf einmal::ADV,istodobno,відразу
789,zusammen::ADV,skupa,разом
790,zusammen::ADV,skupa,спільно
791,zusammen::ADV,zajedno,разом
792,zusammen::ADV,zajedno,спільно
793,lange::ADV,dugo,довго
794,plötzlich::ADV,naglo,раптом
795,plötzlich::ADV,iznenada,раптом
796,sofort::ADV,odmah,зараз
797,später::ADV,kasnije,пізніше
798,jetzt::ADV,sad,тепер
799,jetzt::ADV,sada,тепер
800,heute::ADV,danas,сьогодні
801,morgen::ADV,sutra,завтра
802,bald::ADV,skoro,незабаром
803,bald::ADV,doskora,незабаром
804,dann::ADV,zatim,потім
805,gestern::ADV,juče,вчора
806,gestern::ADV,jučer,вчора
807,einst::ADV,negda,колись
808,einst::ADV,nekada,колись
809,damals::ADV,tada,тоді
810,damals::ADV,onda,тоді
811,danach::ADV,poslije,згодом
812,danach::ADV,nakon toga,згодом
813,vorher::ADV,prije,раніше
814,vorher::ADV,prije toga,раніше
815,zuerst::ADV,prvo,спершу
816,zuerst::ADV,prvo,спочатку
817,zuerst::ADV,najprije,спершу
818,zuerst::ADV,najprije,спочатку
819,einmal::ADV,jednom,один раз
820,einmal::ADV,jedanput,один раз
821,manchmal::ADV,katkad,іноді
822,manchmal::ADV,katkad,інколи
823,manchmal::ADV,katkada,іноді
824,manchmal::ADV,katkada,інколи
825,oft::ADV,često,часто
826,immer::ADV,vazda,завжди
827,immer::ADV,uvijek,завжди
828,niemals::ADV,nikad,ніколи
829,niemals::ADV,nikada,ніколи
830,hier::ADV,tu,тут
831,hier::ADV,ovdje,тут
832,hierhin::ADV,amo,сюди
833,hierhin::ADV,ovamo,сюди
834,von hier::ADV,odavde,звідси
835,dort::ADV,ondje,там
836,dorthin::ADV,onamo,туди
837,geradeaus::ADV,ravno,прямо
838,vorwärts::ADV,naprijed,вперед
839,rückwärts::ADV,natrag,назад
840,zurück::ADV,nazad,назад
841,zurück::ADV,natrag,назад
842,unten::ADV,dolje,внизу
843,hinab::ADV,nizbrdo,вниз
844,oben::ADV,gore,вгорі
