,Concept_ID,bn,cs
325,Reihe::N,শ্রেণী,řádek
326,Boot::N,নৌকা,člun
327,Ruder::N,দাঁড়,veslo
328,Schlitten::N,স্নেজ্-গাড়ি,sáně
329,Ski::N,শী,lyže
330,Lagerfeuer::N,অগ্নি,táborák
331,Last::N,বোঝা,náklad
332,Last::N,বোঝা,břemeno
333,Gang::N,হণ্টন,chůze
334,Gang::N,হণ্টন,chodba
335,Schritt::N,পদ,krok
336,Norden::N,উত্তরদিক্,sever
337,Süden::N,দক্ষিণদিক,jih
338,Westen::N,পশ্চিমদিক্,západ
339,Osten::N,পূর্বদিক,východ
340,Holz::N,কাঠ,dřevo
341,Brett::N,তক্তা,prkno
342,Platte::N,ফলক,deska
343,Stütze::N,নাগদণ্ড,opěra
344,Stange::N,দণ্ড,tyč
345,Stange::N,দণ্ড,tyčka
346,Stock::N,ছড়ি,hůlka
347,Stab::N,যষ্টি,hůl
348,Rohr::N,নল,trubka
349,Haus::N,ঘর,dům
350,Heim::N,বাসা,domov
351,Ofen::N,স্টোভ্,kamna
352,Fußboden::N,গহতল,podlaha
353,Tisch::N,মেজ,stůl
354,Tisch::N,টেবিল,stůl
355,Stuhl::N,চেয়ার,židle
356,Stuhl::N,কেদারা,židle
357,Wiege::N,দোলনা,kolébka
358,Bett::N,শয্যা,postel
359,Regal::N,তাক,regál
360,Regal::N,তাক,police
361,Kiste::N,বাক্স,bedna
362,Fenster::N,জানালা,okno
363,Tür::N,দ্বার,dveře
364,Tor::N,দ্বার,vrata
365,Zaun::N,বেড়া,plot
366,Dach::N,ছাদ,střecha
367,Leiter::N,মই,žebřík
368,Besen::N,গুল্মবিশেষ,koště
369,Besen::N,গুল্মবিশেষ,smeták
370,Spaten::N,কোদাল,rýč
371,Schaufel::N,বেলচা,lopata
372,Gabel::N,কাঁটা,vidlička
373,Löffel::N,চামচ,lžíce
374,Messer::N,ছুরি,nůž
375,Nagel::N,পেরেক,hřebík
376,Netz::N,জাল,síť
377,Haken::N,কাচি,hák
378,Griff::N,হাতল,držadlo
379,Schloss::N,তালা,zámek
380,Bild::N,ছবি,obraz
381,Bild::N,চিত্র,obraz
382,Figur::N,আকার,figura
383,Puppe::N,পুতুল,panenka
384,Beutel::N,বটুয়া,pytlík
385,Bündel::N,আঁটি,svazek
386,Tasche::N,থলি,taška
387,Tasche::N,থলি,brašna
388,Eimer::N,বাল্তি,kýbl
389,Eimer::N,বাল্তি,vědro
390,Deckel::N,আবরণ,víko
391,Deckel::N,আবরণ,příklop
392,Geschirr::N,থালা-বাসন,nádobí
393,Sack::N,বস্তা,pytel
394,Tasse::N,কাপ,šálek
395,Topf::N,পাত্র,hrnec
396,Kessel::N,কেটলি,kotel
397,Essen::N,আহার,jídlo
398,Nahrung::N,খাদ্য,strava
399,Nahrung::N,খাদ্য,potrava
400,Speise::N,খাদ্য,jídlo
401,Fleisch::N,মাংস,maso
402,Getreide::N,শস্য,obilí
403,Brei::N,মণ্ড,kaše
404,Brot::N,রুটি,chléb
405,Scheibe::N,ফালি,krajíc
406,Fett::N,মেদ,tuk
407,Fett::N,মেদ,omastek
408,Butter::N,মাখন,máslo
409,Öl::N,তৈল,olej
410,Salz::N,নুন,sůl
411,Suppe::N,শুরুয়া,polévka
412,Honig::N,মধু,med
413,Milch::N,দুধ,mléko
414,Tee::N,চা,čaj
415,Leder::N,পাকা চামড়া,kůže
416,Wolle::N,পশম,vlna
417,Stoff::N,বস্ত্র,látka
418,Nadel::N,সুচ,jehla
419,Faden::N,সূত্র,nit
420,Knopf::N,বোতাম,knoflík
421,Knoten::N,গিঁট,uzel
422,Farbe::N,রং,barva
423,Kleidung::N,কাপড়,šaty
424,Kleidung::N,কাপড়,šatstvo
425,Hemd::N,শার্ট,košile
426,Kragen::N,গলবন্ধ,límec
427,Ärmel::N,আস্তিন্,rukáv
428,Hose::N,ট্রাউজার,kalhoty
429,Gürtel::N,কটিবন্ধ,pás
430,Gürtel::N,কটিবন্ধ,opasek
431,Mütze::N,টুপি,čepice
432,Schuh::N,জুতো,bota
433,Stiefel::N,বুট,holínka
434,Ring::N,আংটি,prsten
435,Band::N,ফিতা,pásek
436,Kamm::N,চিরুনি,hřeben
437,Spiegel::N,আয়না,zrcadlo
438,Riemen::N,চাবুক,řemen
439,Schnur::N,দড়ি,šňůra
440,Leine::N,শিকল,vodítko
441,Decke::N,কম্বল,pokrývka
442,Decke::N,কম্বল,přikrývka
443,Kissen::N,উপাধান,polštář
444,Tuch::N,বস্ত্র,šátek
445,Handtuch::N,তোয়ালে,ručník
446,Kraft::N,জোর,síla
447,Stärke::N,শক্তি,síla
448,Gesundheit::N,স্বাস্থ্য,zdraví
449,Krankheit::N,অসুখ,nemoc
450,Krankheit::N,অসুখ,choroba
451,Krankheit::N,ব্যামো,nemoc
452,Krankheit::N,ব্যামো,choroba
453,Schmerz::N,যন্ত্রণা,bolest
454,Wunde::N,ক্ষত,rána
455,Fieber::N,জ্বর,horečka
456,Arznei::N,ঔষধ,lék
457,Brücke::N,সেতু,most
458,Brunnen::N,কূপ,studna
459,Weide::N,পশুচারণভূমি,pastva
460,Weide::N,পশুচারণভূমি,pastvina
461,Pfad::N,পথ,pěšina
462,Weg::N,পথ,cesta
463,Straße::N,রাস্তা,silnice
464,Dorf::N,গ্রাম,vesnice
465,Stadt::N,শহর,město
466,Brief::N,চিঠি,dopis
467,Buch::N,বই,kniha
468,Buchstabe::N,অক্ষর,písmeno
469,Zeitung::N,সংবাদপত্র,noviny
470,Leben::N,জীবন,život
471,Tod::N,মৃত্যু,smrt
472,Grab::N,কবর,hrob
473,Kirche::N,গির্জা,kostel
474,Sünde::N,পাপ,hřích
475,Gott::N,দেবতা,bůh
476,Arbeiter::N,শ্রমিক,dělník
477,Arbeiter::N,শ্রমিক,pracovník
478,Chef::N,নেতা,šéf
479,Chef::N,নেতা,vedoucí
480,Meister::N,ব্যক্তি,mistr
481,Arzt::N,চিকিৎসক,lékař
482,Lehrer::N,অধ্যাপক,učitel
483,Geld::N,মুদ্রা,peníze
484,Geld::N,টাকাপয়সা,peníze
485,Geschäft::N,ব্যস্ততা,obchod
486,Laden::N,দোকান,krám
487,Preis::N,মূল্য,cena
488,Ware::N,পণ্যদ্রব্য,zboží
489,Nutzen::N,সুবিধা,užitek
490,Reichtum::N,ধনদৌলত,bohatství
491,Welt::N,জগৎ,svět
492,Land::N,খেত,země
493,Staat::N,রাষ্ট্র,stát
494,König::N,রাজা,král
495,Macht::N,প্রভাব,moc
496,Macht::N,প্রভাব,mocnost
497,Grenze::N,সীমা,hranice
498,Krieg::N,যুদ্ধ,válka
499,Feind::N,শত্রু,nepřítel
500,Gewalt::N,জোর,násilí
501,Kampf::N,লড়াই,boj
502,Bogen[Waffe]::N,ধনুক,luk
503,Pfeil::N,বাণ,šíp
504,Gewehr::N,বন্দুক,puška
505,Gewehr::N,বন্দুক,ručnice
506,Fehler::N,ভুল,chyba
507,Lüge::N,মিথ্যা,lež
508,Schaden::N,ক্ষতি,škoda
509,Unglück::N,দুর্ভাগ্য,neštěstí
510,Schuld::N,অপরাধ,vina
511,Alter::N,আয়ু,věk
512,Schluss::N,শেষ,konec
513,Zeit::N,সময়,čas
514,Tag::N,দিন,den
515,Morgen::N,সকাল,ráno
516,Morgen::N,সকাল,jitro
517,Mittag::N,মধ্যাহু,poledne
518,Abend::N,সন্ধ্যা,večer
519,Nacht::N,রাত্রি,noc
520,Woche::N,সপ্তাহ,týden
521,Monat::N,মাস,měsíc
522,Jahr::N,সৌরবর্ষ,rok
523,Frühling::N,বসন্তকাল,jaro
524,Sommer::N,গ্রীষ্মকাল,léto
525,Herbst::N,শরংঋতু,podzim
526,Winter::N,শীতকাল,zima
527,Januar::N,জানুয়ারী,leden
528,Februar::N,ফেব্রুয়ারী,únor
529,März::N,মার্চ,březen
530,April::N,এপ্রিল,duben
531,Mai::N,মে,květen
532,Juni::N,জুন,červen
533,Juli::N,জুলাই,červenec
534,August::N,অগাস্ট,srpen
535,September::N,সেপ্টেম্বর,září
536,Oktober::N,অক্টোবর,říjen
537,November::N,নভেম্বর,listopad
538,Dezember::N,ডিসেম্বর,prosinec
539,Montag::N,সোমবার,pondělí
540,Montag::N,সোমবার,pondělek
541,Dienstag::N,মঙ্গলবার,úterý
542,Mittwoch::N,বুধবার,středa
543,Donnerstag::N,বৃহম্পতিবার,čtvrtek
544,Freitag::N,শুক্রবার,pátek
545,Samstag::N,শনিবার,sobota
546,Sonntag::N,রবিবার,neděle
547,groß::A,বৃহৎ,velký
548,klein::A,ছোট,malý
549,lang::A,দীর্ঘ,dlouhý
550,kurz::A,খর্ব,krátký
551,kurz::A,হ্রস্ব,krátký
552,breit::A,চওড়া,široký
553,schmal::A,সরু,úzký
554,dicht::A,ঘন,hustý
555,dick[Gegenstand]::A,পুরু,tlustý
556,dünn::A,কৃশ,tenký
557,fein::A,সূক্ষ্ম,jemný
558,fest::A,দৃঢ়,pevný
559,flach::A,সমতল,plochý
560,flach::A,সমতল,placatý
561,glatt::A,মসৃণ,hladký
562,hart::A,শক্ত,tvrdý
563,weich::A,নরম,měkký
564,rund::A,গোলাকার,kulatý
565,rund::A,গোলাকার,okrouhlý
566,spitz::A,তীক্ষ্ন,špičatý
567,scharf::A,শাণিত,ostrý
568,stumpf::A,ভোঁতা,tupý
569,schwer::A,ভারী,těžký
570,schön::A,সুন্দর,pěkný
571,schön::A,সুন্দর,krásný
572,heiß::A,গরম,horký
573,warm::A,ঈষদুষ্ণ,teplý
574,kalt::A,ঠাণ্ডা,studený
575,kühl::A,শীতল,chladný
576,frisch::A,তাজা,svěží
577,feucht::A,ভিজা,vlhký
578,nass::A,ভিজা,mokrý
579,trocken::A,শুষ্ক,suchý
580,voll::A,পূর্ণ,plný
581,leer::A,খালি,prázdný
582,offen::A,খোলা,otevřený
583,geschlossen::A,বন্ধ,zavřený
584,sauber::A,নির্মল,čistý
585,schmutzig::A,নোংরা,špinavý
586,roh::A,কাঁচা,syrový
587,reif::A,পাকা,zralý
588,lecker::A,সুস্বাদ,chutný
589,süß::A,মিষ্ট,sladký
590,bitter::A,তিক্ত,hořký
591,sauer::A,টক,kyselý
592,hell::A,উজ্জ্বল,světlý
593,dunkel::A,অন্ধকারময়,temný
594,schwarz::A,কালো,černý
595,weiß::A,সাদা,bílý
596,rot::A,লাল,rudý
597,rot::A,লাল,červený
598,gelb::A,হলদে,žlutý
599,blau::A,নীল,modrý
600,grün::A,সবুজ,zelený
601,grau::A,ছাই-রঙা,šedý
602,grau::A,ছাই-রঙা,šedivý
603,bunt::A,রঙিন,pestrý
604,billig::A,সস্তা,levný
605,billig::A,সস্তা,laciný
606,teuer::A,আক্রা,drahý
607,wertvoll::A,মহার্ঘ,cenný
608,blind::A,কানা,slepý
609,taub::A,বধির,hluchý
610,kräftig::A,বিশাল,silný
611,stark::A,শক্তিশালী,silný
612,schwach::A,দুর্বল,slabý
613,fett::A,মোটা,tučný
614,fett::A,মোটা,tlustý
615,schlank::A,কৃশ,štíhlý
616,hübsch::A,সুন্দর,hezký
617,böse::A,খারাপ,zlý
618,dumm::A,মূর্খ,hloupý
619,faul::A,শ্রমবিমুখ,líný
620,fleißig::A,পরিশ্রমী,pilný
621,geizig::A,ব্যয়কুণ্ঠ,lakomý
622,klug::A,দক্ষ,chytrý
623,geschickt::A,পটু,šikovný
624,lieb::A,প্রেয়,milý
625,lustig::A,প্রফুল্ল,veselý
626,sanft::A,নম্র,mírný
627,hungrig::A,ক্ষুধার্ত,hladový
628,krank::A,অসুস্থ,nemocný
629,nackt::A,উলঙ্গ,nahý
630,traurig::A,দুঃখিত,smutný
631,traurig::A,দুঃখিত,truchlivý
632,lebendig::A,জীবিত,živý
633,gut::A,ভালো,dobrý
634,schlecht::A,মন্দ,špatný
635,richtig::A,ঠিক,pravý
636,richtig::A,ঠিক,správný
637,schlimm::A,কদর্য,zlý
638,wahr::A,বাস্তব,pravdivý
639,alt::A,পুরাতন,starý
640,neu::A,নব,nový
641,neu::A,নূতন,nový
642,ehemalig::A,পূর্বকালীন,bývalý
643,alt[Lebewesen]::A,বৃদ্ধ,starý
644,jung::A,তরুণ,mladý
645,arm::A,ক্ষুদ্র,chudý
646,reich::A,ধনবান্,bohatý
647,bekannt::A,সুপরিচিত,známý
648,berühmt::A,বিখ্যাত,slavný
649,fremd::A,বিদেশি,cizí
650,verschieden::A,বিসদৃশ,různý
651,verschieden::A,বিসদৃশ,rozličný
652,nah::A,নিকটবতী,blízký
653,fern::A,দুরবতী,daleký
654,linker::A,বাম,levý
655,rechter::A,ডান,pravý
656,rechter::A,ডাইন,pravý
657,anderer::A,অন্যতর,jiný
658,erster::A,প্রথম,první
659,zweiter::A,দ্বিতীয়,druhý
660,dritter::A,তৃতীয়,třetí
661,letzter::A,সর্বশেষ,poslední
662,allein::ADV,একক,sám
663,auf einmal::ADV,জলদি,najednou
664,zusammen::ADV,একসঙ্গে,spolu
665,zusammen::ADV,একসঙ্গে,dohromady
666,lange::ADV,লম্বা,dlouho
667,plötzlich::ADV,হঠাৎ,vtom
668,plötzlich::ADV,হঠাৎ,náhle
669,sofort::ADV,মুহ্ণর্তমধ্যে,hned
670,sofort::ADV,মুহ্ণর্তমধ্যে,ihned
671,später::ADV,পশ্চাতে,později
672,jetzt::ADV,এখন,teď
673,jetzt::ADV,এখন,nyní
674,heute::ADV,আজ,dnes
675,heute::ADV,আজ,dneska
676,morgen::ADV,আগামিকাল,zítra
677,bald::ADV,অস্পকালমধ্যে,brzo
678,dann::ADV,তখন,pak
679,dann::ADV,তখন,potom
680,gestern::ADV,গতকাল,včera
681,einst::ADV,একবার মাত্র,kdysi
682,damals::ADV,তখন,tehdy
683,damals::ADV,তখন,tenkrát
684,danach::ADV,পরে,podle toho
685,vorher::ADV,আগে,dříve
686,vorher::ADV,আগে,napřed
687,zuerst::ADV,আগে,nejprve
688,zuerst::ADV,আগে,nejdříve
689,einmal::ADV,একবার,jednou
690,manchmal::ADV,কখনও কখনও,někdy
691,oft::ADV,ঘনঘন,často
692,immer::ADV,সর্বদা,vždy
693,immer::ADV,সর্বদা,stále
694,niemals::ADV,কখলও নহে,nikdy
695,hier::ADV,এখানে,zde
696,hier::ADV,এখানে,tady
697,hierhin::ADV,এখানে,sem
698,von hier::ADV,ত্রই স্তান হইতে,odtud
699,dort::ADV,ওখানে,tam
700,dorthin::ADV,ওখানে,tam
701,geradeaus::ADV,অগ্রগামী,rovně
702,vorwärts::ADV,সন্মুখিকে,kupředu
703,rückwärts::ADV,খিরিয়া,zpět
704,zurück::ADV,পিঠ,zpět
705,zurück::ADV,পিঠ,nazpět
706,unten::ADV,নীচে,dole
707,hinab::ADV,নিম্নগামী,dolů
708,oben::ADV,উপরে,nahoře
709,oben::ADV,উপরে,navrchu
710,hinauf::ADV,উচ্চতর অংশে,nahoru
711,überall::ADV,সর্বত্র,všude
712,nicht::ADV,না,ne
713,ein wenig::ADV,অল্প,trochu
714,kaum::ADV,কষ্টসহকাবে,sotva
715,sehr::ADV,খুব,velmi
716,sehr::ADV,খুব,velice
717,so::ADV,তত,tak
718,so::ADV,তত,takto
719,noch::ADV,এখন পর্যস্ত,ještě
720,nur::ADV,শুধু,jen
721,nur::ADV,শুধু,jenom
